-aç	ɑtʃ
tecrübesiz	teʤɾybɛˈsiz
tecvit	teʒvit
tecziye	sedʒiʃe
ted	teː
tedafüi	tɛdˈaːtˈ
tedai	tɛdaːiː
tedarik	tedaɾik
tedariklemek	tedɑːrɪkˈlemek
tedariksiz	tedriːksiz
tedarikçiler	teˈdɑɾitʃɯɫeɾ
tedarikçilik	tedɑɾikɪtʃilɪk
tedavi	tadɑːvi
tedavi	tedavi
tedaviden	tedaːviden
tedaviler	tedaviler
tedavinin	tedaːviːn
tedavisi	tedaːvisiː
tedavisinde	tedavisinde
tedavisine	tedaviˈsine
tedavisini	tedavisini
tedaviye	tedavije
tedaviyi	tedaviji
tedavül	tedavil
tedbir	tedʃik
tedbir	teːbɯɾ
tedbiri	teˈd̪iɾi
tedbirli	teˈdbiɾli
tedbirlilik	tedbiɾliɫik
tedbirsiz	tˈetbiɾsiz
tedbirsizce	tedbiɾsizcɛ
teddy	tedei
tedenni	tɛdˈniː
tedhişli	tɛdhiːʃli
tedhişçi	tɛdxistɕi
tedhişçilik	tɛdhiʃtʃilɛk
tedirgin	tʲibirgʲi
tedirginlik	tedilgimlik
tediye	tsedjɛ
tedricen	tedriːdʒen
tedrici	tedridʒi
tedris	tedɾˈis
tedrisat	tˈɛdrɪsat
tedriç	tedritʃ
tee	t̪eː
teeddüp	tˈɛdˈøv
teenni	tɛːn˩˩˦iː˧
tef	pɛk
tefahhus	tsefaxlus
tefavüt	tɛfɑːbut
tefcir	teɾtʃiːr
tefe	tsɛfɛ
tefeci	tefeˈdʒi
tefeci	tɛfɛʒi
tefek	teˈfɛk
tefek	tɛvɪk
tefekkür	sefˈɛkˈyʁ
tefeli	tsɛfɛde
tefenni	kæfænmi
teferruatlı	sɛfɛrˈɑtlɯ
teferruatsız	tˈɛvɛrʊatsɨz
teferrüt	tˈefˈɾˈut
tefsir	tefsir
teftih	tˈɪfti
teftiş	tefˈtiʃ
tefviz	tˈɛfˈiθ
tegin	egin
tehalük	teɦaluk
tehcir	teʃtʃɪr
tehdidi	tehdiːdi
tehdit	tehdit
tehditkar	tehditˈkɑɾ
tehditle	tehditle
tehditler	tehditˈleɾ
tehditleri	tehditleriː
tehditli	tˈeħditlˈe
teheyyüç	tsɛhejɛtɕ
tehir	teːˈʔiːr
tehirsiz	teːhiːrsiz
tehlike	tehɬiˈkæ
tehlike	tehˈliːke
tehlikede	tehliˈkede
tehlikeden	tehlikeden
tehlikedesin	tehliˈkedesin
tehlikedeyiz	tehliˈkedejiz
tehlikeler	tehliˈkeleɾ
tehlikeleri	tehliˈkeleri
tehlikeli	tehliceli
tehlikeli	tehliˈkeli
tehlikeli	tejliːtiliː
tehlikelidir	tehliˈkeliˈdiɾ
tehlikeliler	tehliˈkeliˈleɾ
tehlikeliydi	tehliˈkeliˈjɯdi
tehlikeliydi	te̞ɦlike̞liːde
tehlikenin	tehliˈkenin
tehlikesi	tehliˈkesi
tehlikesiz	tehlicesiz
tehlikesizlik	tehliˈkesizlik
tehlikeye	tehliˈkje
tehlikeyi	tehliˈkeji
tehlikeyle	tehlikejle
tehyiç	teˈʁiːtʃ
tehzil	tˢe̞hsiːl
tein	tˈeːn
teist	tˈeːst
tek	tek
tek	tɛk
tekal	skakal
tekamül	tˈɪkˈæn
tekaüdlük	teqaytluʃ
tekaüt	tɛkɑyt
tekbay	tˈɛkbɔːj
tekbek	te̞kmek
tekbenci	sekibenˈdʒe
tekbencilik	tekbenˈdʒɯlɯk
tekbey	tekme
tekbir	tekˈbir
tekbiçim	tʲekbitʃim
tekboynuz	tekbojˈnuz
tekden	tækˈden
tekdir	tektiɾ
tekdüze	tekdʒyze
tekdüzeleşme	tɛkdʒuːzɛdɛʃvɛ
teke	teˈke
tekebbür	tɛkɛnbyz
tekel	te̞gæɾ
tekelcilik	tekentʃelik
tekelioğlu	tekelioɫu
tekelleştirme	tekenlɛʃtɯɾmɑ
tekelleştirmek	tekɛnlɛʃtɪɾmɛk
tekellüf	tˌkˌalˈif
tekellüm	tɛkɛnrim
tekemmül	tekɛnmyl
teker	teˈkeɾ
teker	tækæɾ
tekerlek	be̞kæɾlæk
tekerlek	tekeˈɾlek
tekerlekler	tekeɾˈleklɛɾ
tekerlekleri	tekeɾˈlecliɾi
tekerlekli	sekaɾlɛkli
tekerlekli	tekeɾˈleklɯ
tekerlekçilik	tekeldekʃɯlɯk
tekerleme	tekɾleˈme
tekerlenmek	tɪkæɾlɛnmɛk
tekerli	tɛkaɾli
tekerrür	tekeryr
tekerrür	tekeɾɾu
tekerçalar	tekɾtʃɑɫɑɾ
tekerçalarcı	teˈkɛɾtʃɑɫɑɾˈdʒɯ
tekesakalı	tekesɑkɯllɯ
tekeseme	tɛkˈsemi
tekeş	tɛkɛʃ
tekfin	tˢeˀkfiˀnˀ
tekfur	tɛcfʊɾ
tekgövde	tɛkgøldɛ
tekgül	tɛxˈyl
teki	teki
tekidir	tekid̪iɾ
tekil	sekif
tekil	tekil
tekila	tekila
tekila	tʰekila
tekillik	etʃitˈlɛr
tekin	tekin
tekin	teˈkin
tekinalp	tecʌnalp
tekine	tekine
tekinel	tekeˈnɒl
tekiner	tejɯneɾ
tekini	tekini
tekinin	tekinin
tekinsiz	tekiˈnsiz
tekinsoy	te˨˩kĩ˥˥nsɔ̙i˥˧
tekirdağ	tekeɾda
tekirdağ	tˈekɪlˈde
tekirdağlı	tekɪɾdaːɫɯ
tekisin	tekisin
tekit	teˈit
tekiydi	tekiydi
tekiydim	tekiˈjdim
tekiyim	tekiˈjim
tekiyle	tekiːle
tekiymiş	tekiˈmɯʃ
tekiz	teikiz
tekiş	pekiʃ
tekke	tɛkːe
tekkes	tekkez
tekli	tekili
teklif	eklˈɛf
teklif	tekˈlif
teklife	tekˈlifɛ
teklifi	tekˈlifɪ
teklifim	teklifim
teklifimi	teklifeme
teklifimi	teklifimi
teklifimiz	teklifimiz
teklifimizi	teklifimizi
teklifin	tejkiːfˈin
teklifin	tekliːfɪn
teklifinde	tekˈlifinde
teklifine	teklifine
teklifini	teklifini
teklifiniz	tekliˈfiniz
teklifinizi	tekliˈfinizɪ
teklifler	tekˈlifˈleɾ
teklifleri	teklifˈleɾi
teklifli	tekliːflɯ
teklifsiz	teklifsez
teklifte	tekˈlifte
tekman	tecman
tekme	tekme
tekme	tɛkme
tekmele	tekˈmele
tekmeledi	tek'mæledi
tekmelemek	tek'mɛlɛmɛk
tekmelemek	tekmeleˈmɛk
tekmelerim	tekmeˈɫeɾim
tekmeliyor	tekmelijor
tekmeyi	tekˈmeji
tekmil	tegmiɫ
tekmile	tekmiˈle
tekne	sekne
tekne	tekne
teknede	tekˈnede
teknedesin	teknedesiˈn
tekneler	tekneˈler
tekneleri	tekneˈleri
teknem	tekˈnem
teknemi	tekˈnemi
teknenin	teknenin
teknesi	tekˈnesi
teknesinde	tekneˈsinde
teknesini	tekneˈsini
tekneye	tekˈneje
tekneyi	tekˈneji
tekneyle	tekˈnejɛ
teknik	tekˈnik
teknik	t̪eknik
tekniker	teknikaɾ
teknikler	tekˈnikleɾ
teknikleri	tekˈnɪkˈlɪ
tekniklerini	tekˈnikleɾi
teknisyen	tekˈnisjen
teknisyeni	tekniˈsjeni
teknisyenler	tekniˈsjɛnˌlɛr
teknoloji	teknoˈloʒi
teknoloji	teknɔloji
teknolojik	teknoˈloʒɯk
teknolojik	tɛknoloʒˈik
teknolojileri	teknoloʒiˈleɾi
teknolojinin	teknoˈloʒin
teknolojisi	teknoloʒiʃi
teknolojisini	teknoloʒisiˈni
teknolojiye	teknoloʒiʝe
teknolojiyi	teknoloʒi
teknolojiyle	teknoɫoʒiˈje
teknur	teknoɾ
tekok	tɛkok
tekra	tˈɛkɾɑ
tekrar	tekɾaɾ
tekrar	tekˈɾɑɾ
tekraren	tekraːˈɾen
tekrarla	tekˈɾɑɫɑ
tekrarlamak	tekrɑɾlɑmɑ
tekrarlamak	tekˈɾɑɾɫɑmɑk
tekrarlanan	tekˈɾɑɾɫɑn
tekrarlar	tekˈɾɑɫɑɹ
tekrarlayın	tekˈɾɑɾɫɑjɯn
tekrarlıyorum	tekˈɾɑɾɫɯjoɾum
tekrarı	tekˈɾɑɾɯ
tekris	tekres
teksas	tekˈsɑs
teksas	tiksas
teksaslı	tekˈsɑslɯ
teksir	tekˈsir
tekst	tˈɛkst
tekstil	tekˈstit
tektanrıcı	tektœnɾidʒi
tekyay	te˨˩kia˥˧i˨˩˦
tekzip	tegzipe
tekçe	tɛktʃɛ
tekçi	tɛktʃi
tekün	tʃekin
tel	pɛːn
tel	tav
tel	tɛl
tel'in	tæjlin
telaffuz	teˈlaːfou
telaffuz	tɛlɑfˈfuz
telaffuz	tɾɑzɑpfuz
telaffuzdan	teɾaffuzdɑ
telaffuzla	ɛlɑːpfuzla
telaffuzlar	tɾɛnɑfuzlaɾ
telaffuzlu	teɾafuzˈlu
telafi	telaːfi
telafi	tˤlaːfiː
telakki	tˢe̞lˢokkj
telalama	tʃeɾadɑma
telalamak	tsɛlalamɑk
telaro	tsenaro
telaş	teˈlaʃ
telaşa	telaʃa
telaşla	tɾɛlɑʃɫɑ
telaşlandırmak	teɫaʃɫandɯɾmak
telaşlanma	telaʃɫanma
telaşlanma	tɾɛlɑʃɫɑnma
telaşlanmak	tɾɛlɑʃɫanmɑk
telaşlanış	tɾlɑʃlɑmiʃ
telaşlı	telaʃli
telaşlı	telɑʃɫɯ
telaşsız	tenaʃsɯz
telaşsızlık	teˈlɑʃsɯzlik
telcik	tælʃik
tele	t̪e̞ˈle̞
teleferik	selefeˈɾik
teleffuz	kelɑffˈoz
telefon	tɛlɛˈfon
telefona	telefoːna
telefonda	telefoenda
telefonda	telefɔnda
telefondaki	t̪e̞le̞ˈfondaci
telefondan	telɛfonˈdan
telefondayım	seɾefondɑjɯm
telefondayım	telefonˈdɑjɯm
telefonla	telefonla
telefonlar	telɛfɔnˈlɑɾ
telefonlara	telefonlaɾa
telefonları	telɛfɔnˈɫɑɾɯ
telefonlarıma	telefonlɑɾɯmɑ
telefonlarımı	telefonɫɯmɯ
telefonların	telɛfɔnɫɑɾɯn
telefonlarına	tɛlɛfɔnɯˈnɑː
telefonlarını	telɛfɔnɯɫɯnɯ
telefonlarınızı	telefonɯɫɯnɯzɯ
telefonu	tɛlɛfɔnu
telefonum	tɛlɛfɔnum
telefonuma	tɛlɛfɔnʊmɑ
telefonumda	tɛlɛfɔnumdɑ
telefonumdan	tɛlɛfɔnumdɑn
telefonumu	telefoˈnumu
telefonumun	tɛlɛfɔnumʊn
telefonumuz	telɛfɔnʊˈmuz
telefonun	telefoˈnun
telefonuna	tɛlɛfɔnʊnɑ
telefonunda	telefoˈnunda
telefonundaki	telefonundagi
telefonundan	telefoˈnundan
telefonunu	telɛfɔnunʊ
telefonunuz	telefoˈnunuz
telefonunuzu	telɛfɔnʊnʊzu
telefonuyla	telefoˈnujɯ
telefotografi	selafɔtɔgɾafi
telek	selekt
telekinezi	teɾekinezi
telekominikasyon	telekomjiːkasijõː
telekomünikasyon	telekomunikasjon
telekomünikasyon	te̞le̞kɔmjˈlɪkasi
teleks	tɛlˈks
telekız	teɾɛkɯz
teleme	tɛlɛmɛ
telemetre	tsɛnɛmetrɛ
teleolojik	teleɔlɑːʒik
telepati	telepati
telepati	te̞le̞pəti
telepatik	tɛlɛpɑtɯk
teleportasyon	telepoɾtasjɔn
teleradar	seleradaɾ
teles	tɛlˈs
telesekreter	tɛleˈsɛkrɛtɛr
telesekreter	tɛlɛʃɛkɾɛtaɾ
telesekretere	tɛleˈsɛkrɛˌrɛ
telesinema	t̪e̞le̞sĩŋæmæ
teleskop	tɛlɛsˈkɔp
teleskop	t̪ɛleskɔp
televizyon	televizjon
televizyon	televizjˈɔ̃
televizyona	televizijona
televizyoncu	televiʃjɔntʃɯ
televizyonculuk	tɛlɛvizjɔntʃɯluk
televizyonda	televizjonda
televizyondaki	televizjondaki
televizyondan	televizjonˈdan
televizyonsuz	televizjɔnsuz
televizyonu	televizjonu
televizyonun	televizjoːnun
teleütçe	tsɛlujtʃe
telgraf	tɛlˈgɑf
telgrafı	telgɑfɯ
telhisçi	talhiːzˈtʃi
teli	teli
telif	senif
telif	tɛˈlif
telimer	te̞ɫimeʃ
telin	t̪eɾim
teline	teline
telis	tʃelɪs
telkih	tɛrki
telkin	tɛlˈcin
telkin	tɛɾˈtʃin
tell	tɛl
tellak	tɕanlak
tellal	tɛnˈnɑf
tellaliye	tɪnlɛljɛ
tellallık	tɛnlɑnɫɯk
tellemek	tenleˈmæk
tellendirme	tɛnlɛndiɾmɛ
tellendirmek	tɛnlɛndiɾmɛk
tellenme	tsɛnlɛnme
tellenmek	tɛnlɛnmɑk
teller	tɛlˈlɛr
telleri	teˈleɾi
tellerin	teˈleɾin
tellerini	tɛlɛɾiˈni
telli	tɛnlɪ
tellibey	ɛlːɛbæj
tellur	tɛllif
tellâk	tænlæk
tellâklık	teɾɫaqɫɯk
tellâl	tʃɛllaɾ
tellâliye	tælˈlalie
telmize	teɾmize
telsi	tʰæˈsiː
telsiz	telˈsiz
telsizcilik	tɛlsizdʒyɾy
telsizde	telˈsizde
telsizden	tɛlˈsizˈdɛn
telsizi	telˈsizi
telsizin	telˈsiz̪in
telsizini	telsizini
telsizle	telˈsizle
teltiksiz	tɛltiksiz
telvin	tɛlˈvin
telvis	tæɾˈvis
telâ	ela
telâffuz	telaopus
telâlama	tɛlɑɑlɑmɑ
telâtin	tɛlɑtɪn
telâşlandırma	teɾaʃɫandɯɾmaː
telâşlandırmak	tælɑʒɫɑŋdɯrmɑˈq
telâşlanmak	tælæʃɫɑnmɯd
telâşlılık	tɛlɑʃɫɯdɯk
telâşsız	selɑʃsɯz
tem	tˈɛm
tema	tema
tema	tɛma
tema	tɛmɑ
temadi	t˦ɛ˥˩maːdiː˧
temalı	tɛmɑˈlɯ
temaruz	ɛːmɑːruːz
temas	keˈmas
temas	teˈmɑs
temasa	teˈmɑsɑ
temasta	temasta
teması	teˈmasi
temasını	tɛmɑsɯnɯ
temayül	teˈmɑjyl
temayüz	teˈmajːz
tembel	ˈtembɛl
tembelhane	tsɛmbəlɦaːne
tembelhayvan	tæmbælajˈvɑ
tembelleşmek	tæmbæɾmæʃmk
tembellik	tenbɛllɪk
tembelsin.	tambɛlsin
tembih	tɛnbɪ
tembihleme	tɛnbihlɛmæ
tembul	tambol
temcit	temdʒyːt
temek	tɛmæk
temel	teˈmæl
temel	tɛmmɛl
temelde	tɛmɛlˈdɛ
temeli	teˈmeli
temelinde	temelinde
temelini	temelini
temellendirme	semællɛndiɾme
temellendirmek	semællɛndiɾmɛk
temellenme	semælˈlenmi
temellenmek	semænlenmɑk
temelleri	te̞mælˈleɾi
temellerini	temelleɾini
temelleşme	tsɛmɛnbɛʃmɛ
temelleşmek	semɛnleʃmɑk
temelleştirme	temelliʃtiɾme
temelleştirmek	temɛnlɛʃtɯɾmɛk
temelli	tɛmɛlɲɪ
temelli	t̪eˈmɛɫːi
temellük	tɛmˀfˈlyk˨
temenna	tɛmenːa
temenni	tɛmɛnˈni
temerrüt	teˈmeɾɯt
temessül	tɛmɛsˈyl
temevvüç	tɛ̞mɛʋytʃ
temeyyüz	temejˈyz
temhir	tˈɪmɛːr
temime	tɪ̞nimɛ
temin	teˈmin
teminat	teminat
teminat	tɛjminat
teminatsız	te˥˩mi˥˩natsɯ˥˩
temir	tɪmɪ̞r
temirhan	təmjɾhɑn
temirkan	ɛˈmiːɹkɔn
temirtaş	teniɾdɒʃ
temiz	teˈmiʒ
temizcan	tenizdʒɒn
temizdi	teˈmizdi
temizdir	teˈmizdiɾ
temize	teˈmizɛ
temizim	teˈmizim
temizkan	demiʄani
temizle	teˈmizle
temizledi	temiːzleːði
temizledik	temiʒledik
temizledim	teˈmizleˈdim
temizledin	teˈmizleˈdin
temizleme	emizleˈme
temizleme	temiʒleme
temizlemeden	teˈmizlemeden
temizlemek	teˈmizlemæk
temizlemek	teˈmizleˈmɛk
temizlemeliyiz	temizdemeˈliːz
temizlemem	temiːzlemeː
temizlemem	tsɛmizlɛma
temizlememin	tenizlememin
temizlememiz	teˈmizleˌmemiz
temizlemen	temiʒlemene
temizlemesi	temizlemesi
temizlemeye	teˈmizlemej
temizlemeyi	temiːzlemeji
temizlemiş	teˈmizlemɪʃ
temizlen	teˈmizlen
temizlendi	teˈmizlendi
temizlendin	t̪emizlendiˈn
temizlenecek	teˈmizlenecɛk
temizleniş	teˈmizleniʃ
temizlenme	tɛmizlɛnmi
temizlenmek	tenizlenkɾ
temizlenmesi	temizlenmeʃi
temizlenmiş	teˈmizlenmiʃ
temizler	teˈmizɫeɾ
temizlerim	temizlerim
temizletme	teˈnizlete
temizletmek	tenizletmɛk
temizlettirme	teˈmizleteɾme
temizleyebilir	temiʒlejebiɾ
temizleyebilmek	teˈmizdijebilmæk
temizleyecek	temizlejeʃek
temizleyeceksin	teˈmizlejeksɪn
temizleyeceğim	teˈmizlejetʃiːm
temizleyeceğiz	teˈmizlejetʃi
temizleyelim	temiʒlejeˈlim
temizleyen	teˈmizlejæn
temizleyeyim	teˈmizlejemi
temizleyici	teˈmizlejitʃi
temizleyici	tˌemizlˈidʒɐ
temizleyin	teˈmizlejin
temizleyip	teˈmizlejip
temizlikçi	temizliˈktʃi
temizlikçi	temiʃɯktʃiː
temizlikçilik	t̪emizlɯktʃilɯk
temizliyordum	teˈmizlijoɾˈduːm
temizliyorlar	temizlijoɾɯlaɾ
temizliyorum	temiʒɫijoɾum
temizliği	teˈmiʒɫɯ
temiztas	tæmistæʃ
temizöz	temizaz
temkin	tɛmˈkin
temkinli	tɒmkinli
temkinli	tɛmˈcinli
temlik	tˌemlˈi
temlikname	semɫiːknamɛ
temmet	tˈɛmmət
temmuz	teˈmmuz
temmuz	tɛmmuz
temmuz	tɛmˈmuz
temmuzda	tɛmˈmuz̪d̪ɑ
tempera	tʃampɛra
temple	tepˈmɛl
templeton	ˈtɛmpləton
tempo	tepˈmo
tempolu	tɛmpɔl
temposuzluk	semposɯzluːk
tempoyu	tepˈmoju
temren	amran
temriye	tsɛmriɛ
temsil	temˈsil
temsil	tɛmsil
temsilci	temˈsildʒi
temsilciler	temˈsildʒileɾ
temsilciler	tɛmsilʤilɛɾ
temsilcileri	temsilʃilæri
temsilcisi	temsilˈdʒisi
temsilen	temsiˈlen
temsili	temˈsili
temsili	tæmsil
temyiz	teˈmij
temyize	teˈmijze
temürşah	tˈɛmɔsˈɑ
ten	tan
ten	teːn
tenakus	tsenakus
tenakuz	tenɑˈkuz
tenasül	fenasyl
tencere	tenʤere
tencere	tʰan˥˥lɛn˧˥
tender	sendɑr
tendon	tændæm
tendü	tendip
tendürek	tɛndylɛk
teneffüs	teneffʏs
teneke	tenɛˈkɛ
tenekeci	teˈneketʃi
tenevvür	teˈnevˈur
tenezzüh	tɛnjˈzˈy
tenezzül	tenezʒyl
tenezzül	teneˈzyl
teneşir	teneˈʃiɾ
tengir	teŋeɾ
tengiz	tɒngiz
tengizalp	teŋɟizalf
tenha	tɛnhɑ
tenhalaşmak	tenhɑɫɑʃmɑk
tenhalık	tɛnhɑlk
teni	teni
tenigül	kenigyl
tenim	teniːm
tenimde	teˈnimde
tenin	teniː
tenis	teniz
tenis	teˈnis
tenisi	teˈnisi
tenkid	tenkit
tenkidi	senʃedi
tenkil	te˨˩ŋ˧keɪ̯
tenkis	tenkiz
tenkisat	tˈɪnkisɒt
tenkit	tæŋkiːt
tenkitçi	teːnˀkiʈːe
tenkitçilik	teŋkettʃirɛk
tenkiye	sen˥˩kje˥˩
tenli	tenli
tennessee	ˈtɛnɪsi
tensel	tɛnsɛl
tensil	sensiːl
tensip	tɛɾsip
tensör	tensøɾ
tensörler	tensøɾleɾ
tensörü	tensøɾy
tensörüm	tensøɾym
tensörün	tensøɾyn
tente	antˈe
tenten	tænˈtæn
tentene	tsantene
tenteneli	tsantsẽne̞liː
tentür	tɛntyɾ
tentürdiyot	tenˈtyɾdjo
tenya	tˈɛnjə
tenzih	tɛnˈziː
tenzihip	tænziːhiː
tenzil	tenˈziːl
teo	teo
teog	tɛlk
teolojik	teoloʃik
teoman	tɛomɑn
teori	teˈɾiː
teori	tæɔːrɪ
teoride	teɔɾida
teoride	teɔɾiˈde
teorik	teɔˈɾic
teoriler	teoriˈler
teorileri	te̞o̞ɾije̞ɾi
teorim	teɔˈɾim
teorimi	teɔɾimi
teorin	teɔˈɾin
teorini	teɔɾiˈni
teorisi	teɔɾiˈsi
teorisine	teɔɾisine
teorisini	te̞o̞ri̞ˈsi̞ni
teorisinin	te̞o̞ɾisiˈnin
teoriye	teɔɾiˈje
teoriyi	teɔɾiˈji
tepe	tepʰe
tepebaşı	tæfɑbaʃe
tepecik	tʃapɛdʒik
tepede	tepede
tepedeki	tepedeci
tepeden	tepeˈden
tepegözler	tepegøzlɛɾ
tepel	tɛpˈaj
tepeleme	sepelemɛ
tepelemesine	sepelemesini
tepelenme	sepɛlanme
tepeler	tep'leɾ
tepelerde	tepɛˈlɛɾdɛ
tepelere	tepɛlɛɾɛ
tepeleri	tepəleɾi
tepelerin	tepɛlɛˈrin
tepelerinde	tepɛlɛriːnde
tepeletmek	tɛpɛlatmak
tepelik	sɛpɛʁik
tepem	tepem
tepemde	tepemˈde
tepeme	tepeme
tepemi	tepemi
tepemizde	tepemiʒde
tepenin	tepɛˈnin
tepesi	tepesi
tepesinde	tepesiɲde
tepesindeki	tepesiˈnci
tepesinden	tepesiˈnden
tepesine	tepesiˈne
tepesini	tepesiˈni
tepesiz	tepɛsiz
tepetakla	sepɛtakla
tepetaklak	tepʰetɑkɫɑk
tepeye	tepjej
tepeyi	tepjej
tepinmek	tepinmɛk
tepir	tɛpɪ̞r
tepki	tep'ki
tepkiler	tepkiˈler
tepkileri	tepkiˈliɾi
tepkili	tepkiˈle
tepkime	hepkimɛ
tepkinlik	tʃapkɪnlik
tepkisi	tep'kisi
tepkisini	tepkiˈsini
tepkisini	tepkiˈsinɯ
tepkisiz	tepkiˈsiz
tepkisizlik	tepkisizlɯk
tepkiyi	tepˈkiji
tepme	tɛp˥mɛ
tepmek	tepmɛk
tepserme	tʃapsenmi
tepsermek	tipsɛrˈmɛk
tepsi	tepˈsi
tepside	tepˈside
tepsiler	tepsilɒʃ
tepsisi	tepˈsisi
tepsiyi	tepˈsij
tepti	tepti
ter	tɛɾ
teraküm	tɛɾɑkɯm
terane	tsɛɾɑːne
terapi	tɛrɑpɪ
terapi	tɛɾɑpiː
terapide	teɾapide
terapisi	teɾaːpisi
terapist	teɾapist
terapiste	teɾapiːste
terapisti	teɾapisti
terapistim	teɾapistim
terapistin	teɾapiˈsɯn
terapiye	teɾapije
teras	teˈɾas
teras	tɛras
terasa	teɾasa
teraslama	teɾasnoma
teraslanma	seɾaslanma
teraslanmak	tɛraslanmak
terasta	tɛɾɑstɑ
teravih	tsɛraːviː
terazileme	teɾazilme
terazilenmek	teɾaziˈlænmɛk
terbi	tˢəɾbiː
terbiye	teɾbʲiːe
terbiye	tɛɾˈbijɛ
terbiyecilik	teɾbijedʒiːliːk
terbiyelemek	teɾbiheleˈmɑk
terbiyeli	taɾbijele
terbiyeli	teɾbiˈjeɫi
terbiyesiz	terbijesiz
terbiyesizce	tɛrbiʔizɪzdʒe
terbiyesizleşme	teɾbijizizlɛʃme
terbiyesizlik	terbiˈjesilɯk
tercan	tɛrdʒɑn
tercih	tɛɾˈtʃih
tercihen	tæɾˈdʒiːhæn
tercihen	tɛɾˈtʃihɛn
tercihim	tɛɾˈtʃihim
tercihin	teɾˈtʃihin
tercüman	taɾɟɯmɑ
tercüman	tæɾdʒymɑn
tercüman	tɛɾdʒyman
tercümanlık	ˈtɑɾdʒumanlɯk
tercüme	terˈdʒyme
tercüme	tɑɾˈdʒyme
tercümeihal	tɛrdʒumɛjɪhɑl
terdit	tˈɛrdit
terebentin	teɾɛkɛntim
tereci	seɾedʒi
tereddüd	teɾetɫyt
tereddüt	teɾedˈdyt
terek	teɾɛk
tereke	ˈseɾɪkæ
terelelli	tɾɛlɛlːe
terem	tæɾm
terence	teɾenʃe
terennüm	tɛrænɫim
teresa	teɾeˈsa
teressüp	teˈɾeˈsup
terettüp	teɾɛtyp
tereyağlı	teɾeˈjɑɫɯ
tereyağlı.	teɾejɑɑˈlɑ
tereyağı	teɾejɯɫ
tereyağı	teɾeˈjɑː
tereyağından	teɾejɑːɯndan
terfi	teɾfi
terfi	tæɾfi
terfian	tæɾfiːn
terfih	tsafi
terfiyi	terfiˈji
terhin	tsɾhiːn
terhis	həˈis
terhis	teɾˈhis
teri	teɾi
terilen	seɾ�ken
terim	teˈɾim
terim	tɪ̞rʲɪn
terimi	teˈɾimi
terimini	teɾimiˈni
terk	terc
terk	tɛr
terkedilmiş	teɾkɛdɪɾmiʃ
terkedilmiş	tɛɾkediˈmiʃ
terkedin	tɛɾkɛˈdin
terkedip	terkeˈdiːp
terkediyorum	taɾkedijorum
terket	terˈket
terketmek	teɾketmɛk
terketmek	tɛɾkɛtˈmɛk
terketmeyeceğim	teɾkætmejetʃiɣim
terketti	terˈketti
terkettim	terketim
terkettin	tɛɾkɛtˈtin
terkettiğine	tɛrketːiːrjne
terki	teɾˈki
terkibibent	tæɾkiːbbænt
terkibî	saɾkiːviː
terkiphane	tærkibane
terkos	tɑɾkɑs
terlan	tɾlɑn
terledim	tejledim
terleme	terˈlemɛ
terleme	tɕerlɛmɪ
terletici	tsɛndɛtɛgɪ
terli	teɾˈli
terli	tsjˈli
terlik	terˈlik
terlik	tæɾlɪk
terliksi	tɛrˈlɯkse
terlikçilik	tɛrliktʃɛlik
terliyim	tɛrˈliːm
terliyor	tæɾlijoɾ
terliyorsun	teɾliˈjosrun
terliyorum	teɾliˈjɯɾum
termal	tɛrmɑl
termal	tɛɾmɑɫ
terme	tɛrmɪ
termikleştirme	tɛrmiklɛʃtiɾmɑ
termikleştirmek	tɛrmiklɛʃtɪɾmɑk
terminal	pɛrminal
terminal	teɾmiˈnal
terminal	tæɾminɑl
terminali	teɾmiˈnali
terminolojik	sæɾmiːnɒːlʒiːk
termit	sɛrmɪts
termos	tɑɛmɔs
terorizm	tˈɛlɚˈɪsm
terra	tɛˈɾɑ
terrance	teˈɾɑnse
terri	teˈriː
terry	teɾi
ters	tɑːrs
ters	tɛɾs
tersane	pæɾˈsɑːne
tersaneli	tæɾˈsɑːnliː
tersbeşik	tæɾsbeʃik
tersi	tɛɾsi
tersim	tɛrsijm
tersine	tɛrsine
tersine	tɛɾsiˈnɛ
tersini	tɛɾˈsinɪ
tersinir	teɾˈsiliɾ
tersinme	tɛrsimme
tersinmek	tɛrsijmɑk
tersiyer	tɾɒsijæɾ
tersiyle	tersiˈjɛ
tersleme	tɛrsˈlɛmɛ
terslenmek	tɛrslænmɛk
terslik	tæɾsˈɫic
tersten	teɾˈsten
tertemiz	tɑɾtɛmɪs
tertemiz	tɛɾtɛˈmiz
tertiplenme	teɾtipɫenmi
tertiplenmek	saɾtɯplɛnmɛk
tertipli	teɾtiple
tertipçi	tɒɾtepˈtʃi
tertipçilik	tɛɾtiktʃilɪk
terviç	tɛrviːtʃ
terzi	taɾsæ
terzi	terˈzi
terzihane	tæɾˈziːhɑːne
terzil	tæɾˈziːl
terzilik	tæɾˈzilik
terör	teɾɯɾ
terör	teˈɾœɾ
terörist	teɾɔːɾist
terörist	teˈɾœɾist
teröristi	teɾœɾisti
teröristin	tɛɾœɾistɪn
teröristler	teˈɾœɾistɫeɾ
teröristlere	teˈɾœɾistleɾe
teröristlerle	teˈɾœɾistɫe
terörizm	teɾoːɾizm
terörle	tɛˈɾœɾɫɛ
tesadüf	tesadʒif
tesadüf	tesaˈdyf
tesadüfe	tesaˈdyːfe
