ᆜ	jɯ
표정을	pʰjodʑʌŋɯl
표정이	pʰjodʑʌŋi
표정이었다며	pʰjodʑʌŋiʌt̚t͈amjʌ
표제	pʰjodʑe̞
표제	pʰjodʑɛ
표제어	pʰjodʑe̞ʌ̹
표준	pʰjodʑun
표준궤	pʰjodʑungwe̞
표준세액	pʰjodʑunsɛɛk
표준어	pʰjodʑunʌ̹
표준에	pʰjodʑunɛ
표준화	pʰjodʑunβwa̠
표준화된	pʰjodʑunhwadwɛn
표지	pʰjodʑi
표지대는	pʰjodʑidɛnɯ
표지를	pʰjodʑiɾɯl
표지판	pʰjodʑipʰa̠n
표창	pʰjotɕʰaŋ
표창이	pʰjotɕʰaŋi
표출한	pʰjotɕʰulhan
표하고	pʰjohago
표하다	pʰjoɦa̠da̠
표해야	pʰjohɛja
표현	pʰjoʝʌ̹n
표현되다	pʰjoʝʌ̹ndwe̞da̠
표현에	pʰjohjʌnɛ
표현은	pʰjohjʌnɯn
표현을	pʰjohjʌnɯl
표현의자유특별위원회	pʰjohjʌnɰidʑajutʰɯk̚p͈jʌɾwiwʌnhwɛ
표현이	pʰjohjʌni
표현하는	pʰjohjʌnhanɯn
표현하다	pʰjoʝʌ̹nɦa̠da̠
표현한	pʰjohjʌnha
표현해야	pʰjohjʌnhɛja
표현형	pʰjoʝʌ̹nʝʌ̹ŋ
푸	pʰu
푸	pʰuː
푸껫	pʰuk͈e̞t̚
푸나무	pʰuna̠mu
푸나푸티	pʰuna̠pʰutʰi
푸다	pʰuda̠
푸드	pʰudɯ
푸라면	pʰuɾa̠mjʌ̹n
푸르다	pʰuɾɯda̠
푸르디푸르다	pʰuɾɯdipʰuɾɯda̠
푸르스름하다	pʰuɾɯsʰɯɾɯmɦa̠da̠
푸서석	pʰusʰʌ̹sʰʌ̹k̚
푸서석푸서석	pʰusʰʌ̹sʰʌ̹k̚pʰusʰʌ̹sʰʌ̹k̚
푸석	pʰusʰʌ̹k̚
푸석푸석	pʰusʰʌ̹k̚pʰusʰʌ̹k̚
푸성귀	pʰusʰʌ̹ŋgɥi
푸슬푸슬	pʰusʰɯɭpʰusʰɯɭ
푸실리	pʰuɕʰiʎʎi
푸야	pʰuja
푸에르토리코에	pʰuɛɾɯtʰoɾikʰoɛ
푸이와	pʰuiwa
푸젠	pʰudʑe̞n
푸주	pʰudʑu
푸주한	pʰudʑuɦa̠n
푸짐하다	pʰudʑimɦa̠da̠
푸코	pʰukʰo̞
푸틴	pʰutʰin
푸틴주의	pʰutʰiɲdʑuɰi
푹	pʰuk
푹	pʰuk̚
푹신하다	pʰukɕ͈inɦa̠da̠
푼	pʰun
푼	pʰuːn
푼도	pʰunto
풀	pʰul
풀	pʰuɭ
풀고	pʰulko
풀그림	pʰuɭgɯɾim
풀네임	pʰuɭɭe̞im
풀다	pʰuɭda̠
풀려	pʰulljʌ
풀리고	pʰulligo
풀릴	pʰullil
풀망둑	pʰuɭma̠ŋduk̚
풀명자	pʰuɭmjʌ̹ŋdʑa̠
풀무	pʰuɭmu
풀발	pʰuɭba̠ɭ
풀밭	pʰuɭba̠t̚
풀버전	pʰuɭbʌ̹dʑʌ̹n
풀어야	pʰuɾʌja
풀어지다	pʰuɾʌ̹dʑida̠
풀었다가	pʰuɾʌt̚t͈aga
풀오버	pʰuɾo̞bʌ̹
풀을	pʰuɾɯl
풀이	pʰuɾi
풀이하다	pʰuɾiɦa̠da̠
풀이하며	pʰuɾihamjʌ
풀파워	pʰuɭpʰa̠wʌ̹
풀피리	pʰuɭpʰiɾi
품	pʰum
품갚음하다	pʰumga̠pʰɯmɦa̠da̠
품격	pʰuːmk͈jʌ̹k̚
품귀	pʰumkwi
품다	pʰuːmt͈a̠
품목	pʰummok
품목	pʰuːmmo̞k̚
품사	pʰuːmsʰa̠
품삯	pʰums͈a̠k̚
품은	pʰumɯn
품절	pʰuːmdʑʌ̹ɭ
품절된	pʰumtɕʌltwɛn
품종	pʰuːmdʑo̞ŋ
품종에	pʰumtɕoŋɛ
품질	pʰumtɕil
품질	pʰuːmdʑiɭ
품질을	pʰumtɕiɾɯl
풋김치	pʰut̚k͈imtɕʰi
풋볼	pʰut̚p͈o̞ɭ
풋옵션	pʰudo̞pɕ͈ʌ̹n
풋젓	pʰut̚tɕ͈ʌ̹t̚
풋콩	pʰut̚kʰo̞ŋ
풋풋하다	pʰut̚pʰutʰa̠da̠
풍	pʰuŋ
풍경	pʰuŋgjʌ̹ŋ
풍금	pʰuŋgɯm
풍금조	pʰuŋgɯmdʑo̞
풍기다	pʰuŋgida̠
풍년	pʰuŋɲʌ̹n
풍년화	pʰuŋɲʌ̹nβwa̠
풍덩풍덩	pʰuŋdʌ̹ŋpʰuŋdʌ̹ŋ
풍뎅이	pʰuŋde̞ŋi
풍뎅이는	pʰuŋtɛŋinɯ
풍뎅이는	pʰuŋtɛŋinɯn
풍등	pʰuŋdɯŋ
풍력	pʰuŋɲʌ̹k̚
풍령	pʰuŋɲʌ̹ŋ
풍만	pʰuŋma̠n
풍만하다	pʰuŋma̠nɦa̠da̠
풍문	pʰuŋmun
풍문을	pʰuŋmunɯl
풍물놀이	pʰuŋmuɭɭo̞ɾi
풍미	pʰuŋmi
풍부	pʰuŋbu
풍부하다	pʰuŋbuɦa̠da̠
풍부한	pʰuŋpuhan
풍비박산	pʰuŋbiba̠ks͈a̠n
풍비박산	pʰuŋpibak̚s͈an
풍선	pʰuŋsʰʌ̹n
풍설	pʰuŋsʰʌ̹ɭ
풍속	pʰuŋsʰo̞k̚
풍속은	pʰuŋsogɯn
풍수	pʰuŋsʰu
풍습	pʰuŋsʰɯp̚
풍요	pʰuŋjo
풍요롭다	pʰuŋjoɾo̞p̚t͈a̠
풍자	pʰuŋdʑa̠
풍자문	pʰuŋdʑa̠mun
풍자한	pʰuŋtɕahan
풍접초	pʰuŋdʑʌ̹p̚tɕʰo̞
풍족	pʰuŋdʑo̞k̚
풍차	pʰuŋtɕʰa̠
풍풍	pʰuŋpʰuŋ
풍협	pʰuŋʝʌ̹p̚
풍협미인	pʰuŋʝʌ̹mmiin
풍화	pʰuŋβwa̠
퓨라잔	pʰjuɾa̠dʑa̠n
퓨란	pʰjuɾa̠n
퓨린	pʰjuɾin
퓨마	pʰjuma̠
프디	pʰɯdi
프라세오디뮴	pʰɯɾa̠sʰe̞o̞dimjum
프라이버시	pʰɯɾa̠ibʌ̹ɕʰi
프라이아	pʰɯɾa̠ia̠
프라임에어	pʰɯɾaimɛʌ
프라하	pʰɯɾa̠ɦa̠
프락치	pʰɯɾa̠k̚tɕʰi
프란치스코	pʰɯɾa̠ɲtɕʰisʰɯkʰo̞
프랑	pʰɯɾa̠ŋ
프랑슘	pʰɯɾa̠ŋɕʰum
프랑스	pʰɯɾaŋsɯ
프랑스	pʰɯɾa̠ŋsʰɯ
프랑스어	pʰɯɾa̠ŋsʰɯʌ̹
프랑스에	pʰɯɾaŋsɯɛ
프랑스인	pʰɯɾa̠ŋsʰɯin
프러시아	pʰɯɾʌ̹ɕʰia̠
프레임	pʰɯɾe̞im
프레임을	pʰɯɾɛimɯl
프레임의	pʰɯɾɛimɰi
프레젠테이션	pʰɯɾe̞dʑe̞ntʰe̞iɕʰʌ̹n
프로	pʰɯɾo
프로	pʰɯɾo̞
프로그람	pʰɯɾo̞gɯɾa̠m
프로듀서	pʰɯɾo̞djusʰʌ̹
프로메튬	pʰɯɾo̞me̞tʰjum
프로세스	pʰɯɾo̞sʰe̞sʰɯ
프로젝터	pʰɯɾo̞dʑe̞k̚tʰʌ̹
프로젝트	pʰɯɾo̞dʑe̞k̚tʰɯ
프로젝트로	pʰɯɾodʑɛk̚tʰɯɾo
프로젝트에	pʰɯɾodʑɛk̚tʰɯɛ
프로트악티늄	pʰɯɾo̞tʰɯa̠k̚tʰiɲum
프로틴	pʰɯɾo̞tʰin
프로파길	pʰɯɾo̞pʰa̠giɭ
프로판	pʰɯɾo̞pʰa̠n
프로페인	pʰɯɾo̞pʰe̞in
프롯	pʰɯɾo̞t̚
프리	pʰɯɾi
프리드리히	pʰɯɾidɯɾiʝi
프리미엄급	pʰɯɾimiʌmkɯp
프리슈티나	pʰɯɾiɕʰutʰina̠
프리지어	pʰɯɾidʑiʌ̹
프리타운	pʰɯɾitʰa̠un
프리토리아	pʰɯɾitʰo̞ɾia̠
프린스턴	pʰɯɾinsʰɯtʰʌ̹n
프린터	pʰɯɾintʰʌ̹
프사	pʰɯsʰa̠
프탈라진	pʰɯtʰa̠ɭɭa̠dʑin
프탈레인	pʰɯtʰa̠ɭɭe̞in
프테리딘	pʰɯtʰe̞ɾidin
프테린	pʰɯtʰe̞ɾin
프톨레마이오스는	pʰɯtʰollɛmaiosɯnɯ
플라네타륨	pʰɯɭɭa̠ne̞tʰa̠ɾjum
플라스마	pʰɯɭɭa̠sʰɯma̠
플라스티신	pʰɯɭɭa̠sʰɯtʰiɕʰin
플라스틱	pʰɯɭɭa̠sʰɯtʰik̚
플라이어	pʰɯɭɭa̠iʌ̹
플래내건은	pʰɯllɛnɛgʌnɯn
플러그인	pʰɯɭɭʌ̹gɯin
플러스	pʰɯɭɭʌ̹sʰɯ
플레로븀	pʰɯɭɭe̞ɾo̞bjum
플레이어	pʰɯɭɭe̞iʌ̹
플로라가	pʰɯlloɾaga
플로리다	pʰɯɭɭo̞ɾida̠
플루토늄	pʰɯɭɭutʰo̞ɲum
플루트	pʰɯɭɭutʰɯ
피	pʰi
피	pʰiː
피검사	pʰigʌmsa
피고	pʰiːgo̞
피고인	pʰigoin
피고인은	pʰigoinɯ
피고인의	pʰigoinɰi
피고인이	pʰigoini
피곤	pʰigo̞n
피곤하다	pʰigo̞nɦa̠da̠
피그미	pʰigɯmi
피그미마모셋	pʰigɯmima̠mo̞sʰe̞t̚
피그미족	pʰigɯmidʑo
피난민과	pʰinanminkwa
피넨	pʰine̞n
피눈물	pʰinunmuɭ
피다	pʰida̠
피단	pʰida̠n
피동사	pʰiːdo̞ŋsʰa̠
피드백이	pʰidɯbɛgi
피라냐	pʰiɾa̠ɲa̠
피라미	pʰiɾa̠mi
피라미드	pʰiɾa̠midɯ
피라졸	pʰiɾa̠dʑo̞ɭ
피라진	pʰiɾa̠dʑin
피란	pʰiɾa̠n
피란	pʰiːɾa̠n
피랍	pʰiɾa̠p̚
피력한	pʰiɾjʌkʰan
피로	pʰiɾo
피로	pʰiɾo̞
피로가	pʰiɾoga
피로연	pʰiɾo̞jʌ̹n
피로와	pʰiɾowa
피로하다	pʰiɾo̞ɦa̠da̠
피롤	pʰiɾo̞ɭ
피를	pʰiɾɯ
피를	pʰiɾɯl
피리	pʰiɾi
피리다진	pʰiɾida̠dʑin
피리딘	pʰiɾidin
피리미딘	pʰiɾimidin
피말강이	pʰima̠ɭga̠ŋi
피망	pʰima̠ŋ
피부	pʰibu
피부과	pʰibuk͈wa̠
피부과학	pʰibugwa̠ɦa̠k̚
피부관리나	pʰibugwallina
피부를	pʰibuɾɯl
피부암	pʰibua̠m
피부암을	pʰibuamɯl
피부에	pʰibuɛ
피부의	pʰibuɰi
피부질환	pʰibudʑilhwan
피부질환을	pʰibudʑilhwanɯl
피살되면서	pʰisaltwɛmjʌnsʌ
피살은	pʰisaɾɯn
피센	pʰisʰe̞n
피스타치오	pʰisʰɯtʰa̠tɕʰio̞
피스톨	pʰisʰɯtʰo̞ɭ
피시	pʰiɕ͈i
피시방	pʰiɕ͈iba̠ŋ
피씨방	pʰiɕ͈iba̠ŋ
피아노	pʰia̠no̞
피아니스트	pʰia̠nisʰɯtʰɯ
피안	pʰiːa̠n
피알	pʰia̠ɭ
피어	pʰiʌ
피어난	pʰiʌnan
피어오르다	pʰiʌ̹o̞ɾɯda̠
피에	pʰiɛ
피에로	pʰie̞ɾo̞
피오르	pʰio̞ɾɯ
피오르드	pʰio̞ɾɯdɯ
피우고	pʰiugo
피우고도	pʰiugodo
피우는	pʰiunɯ
피우면	pʰiumjʌn
피워	pʰiwʌ̹
피읖	pʰiɯp̚
피의자	pʰiɰidʑa
피의자들하고	pʰiɰidʑadɯlhago
피의자심문을	pʰiɰidʑasimmunɯl
피의자와	pʰiɰidʑawa
피임	pʰiːim
피자	pʰidʑa̠
피장파장	pʰidʑa̠ŋpʰa̠dʑa̠ŋ
피제수	pʰiːdʑe̞s͈u
피조물이	pʰidʑomuɾi
피지	pʰidʑi
피진정인으로	pʰidʑintɕʌŋinɯɾo
피차	pʰiːtɕʰa̠
피처폰	pʰitɕʰʌ̹pʰo̞n
피카츄	pʰikʰa̠tɕʰu
피켓을	pʰikʰɛsɯl
피크	pʰikxɯ
피크닉	pʰikxɯnik̚
피톨	pʰitʰo̞ɭ
피통	pʰitʰo̞ŋ
피투성이	pʰitʰusʰʌ̹ŋi
피트	pʰitʰɯ
피페라진	pʰipʰe̞ɾa̠dʑin
피페리딘	pʰipʰe̞ɾidin
피폭	pʰiːpʰo̞k̚
피하	pʰiɦa̠
피하다	pʰiːɦa̠da̠
피하조직	pʰiɦa̠dʑo̞dʑik̚
피할	pʰihal
피해	pʰihɛ
피해가	pʰihɛga
피해구제	pʰihɛgudʑɛ
피해도	pʰihɛdo
피해를	pʰihɛɾɯ
피해를	pʰihɛɾɯl
피해마저	pʰihɛmadʑʌ
피해보상금을	pʰihɛbosaŋkɯmɯl
피해액	pʰihɛɛk
피해야	pʰihɛja
피해야겠다고	pʰihɛjagɛt̚t͈ago
피해자	pʰihɛdʑa
피해자가	pʰihɛdʑaga
피해자는	pʰihɛdʑanɯn
피해자들에	pʰihɛdʑadɯɾɛ
피해자라는	pʰihɛdʑaɾanɯn
피해자로	pʰihɛdʑaɾo
피해자를	pʰihɛdʑaɾɯl
피해자만	pʰihɛdʑama
피해자에	pʰihɛdʑaɛ
피해자와	pʰihɛdʑawa
피해자인	pʰihɛdʑai
피혁	pʰiʝʌ̹k̚
픽	pʰik̚
픽션	pʰikɕ͈ʌ̹n
핀란드	pʰillantɯ
핀란드	pʰiɭɭa̠ndɯ
핀란드어	pʰiɭɭa̠ndɯʌ̹
핀셋	pʰinsʰe̞t̚
핀지	pʰiːɲdʑi
핀치	pʰiɲtɕʰi
핀트	pʰintʰɯ
필	pʰiɭ
필경	pʰiɭgjʌ̹ŋ
필경사	pʰiɭgjʌ̹ŋsʰa̠
필그림으로	pʰilkɯɾimɯɾo
필담	pʰiɭda̠m
필드	pʰiɭdɯ
필라테스	pʰiɭɭa̠tʰe̞s͈ɯ
필러나	pʰillʌna
필름	pʰiɭɭɯm
필리핀	pʰillipʰin
필리핀에서	pʰillipʰinɛsʌ
필림	pʰiʎʎim
필립	pʰiʎʎip̚
필명	pʰiɭmjʌ̹ŋ
필사본	pʰilsabo
필사적	pʰiɭsʰa̠dʑʌ̹k̚
필사적으로	pʰilsadʑʌgɯɾo
필수	pʰilsu
필수	pʰiɭsʰu
필수적	pʰiɭs͈udʑʌ̹k̚
필수적으로	pʰilsudʑʌgɯɾo
필수품	pʰiɭs͈upʰum
필순	pʰiɭsʰun
필승	pʰiɭs͈ɯŋ
필업	pʰiɾʌ̹p̚
필연적으로	pʰiɾjʌntɕʌgɯɾo
필요	pʰiɾjo
필요가	pʰiɾjoga
필요는	pʰiɾjonɯ
필요도	pʰiɾjodo
필요를	pʰiɾjolɯl
필요성	pʰiɾjos͈ʌ̹ŋ
필요성과	pʰiɾjosʌŋkwa
필요성을	pʰiɾjosʌŋɯ
필요성을	pʰiɾjosʌŋɯl
필요성이	pʰiɾjosʌŋi
필요시	pʰiɾjosi
필요악	pʰiɾjoa̠k̚
필요에	pʰiɾjoɛ
필요하게	pʰiɾjohagɛ
필요하다	pʰiɾjohada
필요하다	pʰiɾjoɦa̠da̠
필요하다고	pʰiɾjohadago
필요하다고들	pʰiɾjohadagodɯl
필요하다는	pʰiɾjohadanɯ
필요하다는	pʰiɾjohadanɯn
필요한	pʰiɾjoha
필요한	pʰiɾjohan
필요할	pʰiɾjohal
필요해	pʰiɾjohɛ
필요했는데	pʰiɾjohɛnnɯntɛ
필요했지만	pʰiɾjohɛt̚tɕ͈ima
필자	pʰiʎtɕ͈a̠
필자들은	pʰiltɕadɯɾɯn
필적	pʰiʎdʑʌ̹k̚
필증	pʰiʎtɕ͈ɯŋ
필터	pʰiɭtʰʌ̹
필터링이	pʰiltʰʌɾiŋi
필통	pʰiɭtʰo̞ŋ
핍	pʰip̚
핍박	pʰip̚p͈a̠k̚
핏가루	pʰit̚k͈a̠ɾu
핏덩이	pʰit̚t͈ʌ̹ŋi
핏자국	pʰit̚tɕ͈a̠guk̚
핏줄	pʰit̚tɕ͈uɭ
핑	pʰiŋ
핑계	pʰiŋgje̞
핑계로	pʰiŋkjɛɾo
핑크	pʰiŋkxɯ
핑크	pʰiŋkʰɯ
핑퐁	pʰiŋpʰo̞ŋ
핑핑	pʰiŋpʰiŋ
하	ha̠ː
하강	ha̠ːga̠ŋ
하게	hagɛ
하게체	ha̠ge̞tɕʰe̞
하겠다고	hagɛt̚t͈ago
하겠다고	kʰagɛt̚t͈ago
하겠다는	hagɛt̚t͈anɯn
하겠다며	hagɛt̚t͈amjʌ
하경의	hagjʌŋɰi
하계	ha̠gje̞
하계	ha̠ːgje̞
하고	hago
하고	ha̠go̞
하고	kʰago
하구	ha̠gu
하극상	ha̠ːgɯks͈a̠ŋ
하기	ha̠gi
하기	ha̠ːgi
하기가	hagika
하기도	hagido
하기로	hagiɾo
하기보다	hagiboda
하긴	ha̠gin
하나	ha̠na̠
하나	kʰana
하나님	ha̠na̠nim
하나다라고	hanadaɾago
하나로	hanaɾo
하나여서	hanajʌsʌ
하나원에서	hanawʌnɛsʌ
하나의	hanaɰi
하나하나	hanahana
하나하나	ha̠na̠ɦa̠na̠
하나하나를	hanahanaɾɯl
하나회	hanahwɛ
하나회	ha̠na̠βwe̞
하난	ha̠na̠n
하날	ha̠na̠ɭ
하남시는	hanamsinɯ
하냥	ha̠ɲa̠ŋ
하녀	ha̠ːɲʌ̹
하노이	ha̠no̞i
하느냐는	hanɯnjanɯn
하느냐며	hanɯnjamjʌ
하느님	ha̠nɯnim
하느님께서	hanɯnimk͈ɛsʌ
하느님께서는	hanɯnimk͈ɛsʌnɯ
하느님께서는	hanɯnimk͈ɛsʌnɯn
하느님을	hanɯnimɯl
하느님의	hanɯnimɰi
하느작	ha̠nɯdʑa̠k̚
하는	hanɯ
하는	hanɯn
하는	kʰanɯn
하는가를	hanɯnkaɾɯl
하는데	hanɯntɛ
하는지가	hanɯntɕiga
하는지를	hanɯntɕiɾɯ
하늘	ha̠nɯɭ
하늘과	hanɯlkwa
하늘길	ha̠nɯɭk͈iɭ
하늘나라	ha̠nɯɭɭa̠ɾa̠
하늘다람쥐	ha̠nɯɭda̠ɾa̠mdʑɥi
하늘말나리	ha̠nɯɭma̠ɭɭa̠ɾi
하늘의	hanɯɾɰi
하늘이	hanɯɾi
하늬	ha̠ni
하니까	hanik͈a
하다	hada
하다	ha̠da̠
하더라도	hadʌɾado
하던	hadʌ
하던	hadʌn
하데스	ha̠de̞sʰɯ
하도록	hadoɾo
하도록	hadoɾok
하동지동	ha̠do̞ŋdʑido̞ŋ
하드	ha̠dɯ
하드디스크를	hadɯtisɯkʰɯɾɯl
하드웨어	ha̠dɯwe̞ʌ̹
하라고	haɾago
하라레	ha̠ɾa̠ɾe̞
하락	haɾak
하락과	haɾak̚k͈wa
하락세가	haɾak̚s͈ɛga
하락세를	kʰaɾak̚s͈ɛɾɯl
하락시	ha̠ɾa̠kɕ͈i
하락에	kʰaɾagɛ
하락하다	ha̠ːɾa̠kʰa̠da̠
하랴냐는	haɾjanjanɯ
하려	haɾjʌ
하려고	haɾjʌgo
하려는	haɾjʌnɯn
하려면	haɾjʌmjʌn
하루	haɾu
하루	ha̠ɾu
하루가	haɾuga
하루도	haɾudo
하루만	haɾuma
하루만으로	haɾumanɯɾo
하루빨리	ha̠ɾup͈a̠ʎʎi
하루살이	ha̠ɾusʰa̠ɾi
하루아침	ha̠ɾua̠tɕʰim
하루에	haɾuɛ
하루에만	haɾuɛman
하루이틀	haɾuitʰɯl
하룻밤	ha̠ɾut̚p͈a̠m
하류	ha̠ɾju
하르툼	ha̠ɾɯtʰum
하릅	ha̠ɾɯp̚
하리코프	ha̠ɾikʰo̞pʰɯ
하마	ha̠ma̠
하마는	hamanɯn
하며	hamjʌ
하면	hamjʌ
하면	hamjʌn
하면	ha̠mjʌ̹n
하면서	hamjʌnsʌ
하면서도	hamjʌnsʌdo
하모니카	ha̠mo̞nikʰa̠
하물	ha̠muɭ
하므로	hamɯɾo
하바롭스크	ha̠ba̠ɾo̞ps͈ɯkxɯ
하반기	ha̠ːba̠ngi
하반기부터	habankibutʰʌ
하반신	ha̠ːba̠nɕʰin
하베르	habɛɾɯ
하베스트사의	habɛsɯtʰɯsaɰi
하변에	habjʌnɛ
하변을	habjʌnɯl
하부	ha̠ːbu
하북	ha̠buk̚
하사관	ha̠ːsʰa̠gwa̠n
하사는	hasanɯn
하상	ha̠sʰa̠ŋ
하성오	hasʌŋo
하세요	ha̠sʰe̞jo
하셔요	ha̠ɕʰʌ̹jo
하셨는데	hasjʌnnɯntɛ
하셨어요	hasjʌs͈ʌjo
하셨지만	hasjʌt̚tɕ͈iman
하소서체	ha̠sʰo̞sʰʌ̹tɕʰe̞
하수도	ha̠ːsʰudo̞
하숙	ha̠ːsʰuk̚
하숙방	ha̠ːsʰuk̚p͈a̠ŋ
하숙비	ha̠ːsʰuk̚p͈i
하숙옥	ha̠ːsʰugo̞k̚
하숙집	ha̠ːsʰuk̚tɕ͈ip̚
하순이었던	hasuniʌt̚t͈ʌn
하슘	ha̠ɕʰum
하시고	hasigo
하시다	ha̠ɕʰida̠
하시던	hasidʌ
하신	hasin
하실	hasil
하실까	hasilk͈a
하십니까	hasimnik͈a
하야설이	hajasʌɾi
하야하라는	hajahaɾanɯn
하야할	hajahal
하양	ha̠ja̠ŋ
하얗다	ha̠ːja̠tʰa̠
하얼빈	ha̠ʌ̹ɭbin
하에	haɛ
하여	hajʌ
하여간	ha̠jʌ̹ga̠n
하여튼	ha̠jʌ̹tʰɯn
하오체	ha̠o̞tɕʰe̞
하와	ha̠wa̠
하와를	hawaɾɯl
하와이	ha̠wa̠i
하와이에서는	hawaiɛsʌnɯn
하와이의	kʰawaiɰi
하우사족	hausadʑo
하원	hawʌn
하원	ha̠ːwʌ̹n
하위	hawi
하위	ha̠ːɥi
하위그룹은	hawigɯɾubɯn
하이난	ha̠ina̠n
하이드라진	ha̠idɯɾa̠dʑin
하이에나	ha̠ie̞na̠
하이퍼	ha̠ipʰʌ̹
하이퍼링크	ha̠ipʰʌ̹ɾiŋkxɯ
하이힐	ha̠iʝiɭ
하인	ha̠ːin
하임움직씨	ha̠imumdʑikɕ͈i
하자	hadʑa
하자고	hadʑago
하자는	hadʑanɯ
하자는	hadʑanɯn
하자보수의	hadʑabosuɰi
하재헌	hadʑɛhʌn
하종강	hadʑoŋkaŋ
하중	ha̠dʑuŋ
하중도	hadʑuŋto
하즈	ha̠dʑɯ
하지	hadʑi
하지	ha̠dʑi
하지는	hadʑinɯn
하지는못해	hadʑinɯnmotʰɛ
하지만	hadʑima
하지만	hadʑiman
하천	ha̠tɕʰʌ̹n
하천이	hatɕʰʌni
하청	ha̠ːtɕʰʌ̹ŋ
하체	ha̠ːtɕʰe̞
하트	ha̠tʰɯ
하품	ha̠pʰum
하품하다	ha̠pʰumɦa̠da̠
하프	ha̠pʰɯ
하프늄	ha̠pʰɯɲum
하하	ha̠ɦa̠
하행선	hahɛŋsʌn
학	ha̠k̚
학계와	hak̚k͈jɛwa
학공치	ha̠k̚k͈o̞ŋtɕʰi
학과	hak̚k͈wa
학과	ha̠k̚k͈wa̠
학괴	ha̠k̚k͈we̞
학교	hak̚k͈jo
학교	ha̠k̚k͈jo
학교가	hak̚k͈joga
학교는	hak̚k͈jonɯ
학교는	hak̚k͈jonɯn
학교를	hak̚k͈joɾɯl
학교마다	hak̚k͈jomada
학교에	hak̚k͈joɛ
학교에서의	hak̚k͈joɛsʌɰi
학교와	hak̚k͈jowa
학교운영위원회가	hak̚k͈jounjʌŋwiwʌnhwɛga
학구	ha̠k̚k͈u
학구적	ha̠k̚k͈udʑʌ̹k̚
학기	hak̚k͈i
학기	ha̠k̚k͈i
학년	haŋnjʌ
학년	haŋnjʌn
학년	kʰaŋnjʌn
학년부터	haŋnjʌnputʰʌ
학년제를	haŋnjʌntɕɛɾɯl
학문	ha̠ŋmun
학부	ha̠k̚p͈u
학부모	ha̠k̚p͈umo̞
학비	ha̠k̚p͈i
학사	ha̠ks͈a̠
학살	ha̠ks͈a̠ɭ
학상	ha̠ks͈a̠ŋ
학생	hak̚s͈ɛŋ
학생들에게	hak̚s͈ɛŋtɯɾɛgɛ
학생들은	hak̚s͈ɛŋtɯɾɯn
학생들을	hak̚s͈ɛŋtɯɾɯ
학생들을	hak̚s͈ɛŋtɯɾɯl
학생들의	hak̚s͈ɛŋtɯɾɰi
학생들이	hak̚s͈ɛŋtɯɾi
학생들한테	hak̚s͈ɛŋtɯlhantʰɛ
학생비자를	hak̚s͈ɛŋpidʑaɾɯ
학생운동권에서	hak̚s͈ɛŋuntoŋkwʌnɛsʌ
학생을	hak̚s͈ɛŋɯl
학생이	hak̚s͈ɛŋi
학생이나	hak̚s͈ɛŋina
학생이었으나	hak̚s͈ɛŋiʌs͈ɯna
학생회	hak̚s͈ɛŋhwɛ
학설	ha̠ks͈ʌ̹ɭ
학술	ha̠ks͈uɭ
학술대회	hak̚s͈ultɛhwɛ
학습	hak̚s͈ɯp
학습	ha̠ks͈ɯp̚
학습	kʰak̚s͈ɯp
학습장	ha̠ks͈ɯp̚tɕ͈a̠ŋ
학습하다	ha̠ks͈ɯpʰa̠da̠
학습한다고	hak̚s͈ɯpʰantago
학식	ha̠kɕ͈ik̚
학용품	ha̠gjoŋpʰum
학원	hagwʌn
학원에	hagwʌnɛ
학원은	hagwʌnɯn
학원이	hagwʌni
학자들은	hak̚tɕ͈adɯɾɯn
학자들의	hak̚tɕ͈adɯɾɰi
학점	hak̚tɕ͈ʌ
학점	hak̚tɕ͈ʌm
학회	ha̠kʰwe̞
한	ha
한	han
한	ha̠n
한	ha̠ːn
한	kʰan
한가	ha̠nga̠
한가운데	ha̠nga̠unde̞
한가운데에서도	hankauntɛɛsʌdo
한가위	ha̠nga̠ɥi
한가하다	ha̠nga̠ɦa̠da̠
한갓지다	ha̠nga̠t̚tɕ͈ida̠
한강	hankaŋ
한강	ha̠ːnga̠ŋ
한강도	hankaŋto
한개	kʰankɛ
한걸음	hankʌɾɯm
한걸음에	hankʌɾɯmɛ
한겨레	ha̠ngjʌ̹ɾe̞
한겨울	hankjʌul
한결	hankjʌl
한골을	hankoɾɯl
한국	hanku
한국	hankuk
한국	hankuŋ
한국	ha̠ːnguk̚
한국감정원	kʰankuk̚k͈amtɕʌŋwʌn
한국개발연구원도	hankuk̚k͈ɛbaɾjʌnkuwʌnto
한국개발연구원이	hankuk̚k͈ɛbaɾjʌnkuwʌni
한국갤럽은	hankuk̚k͈ɛllʌbɯn
한국과	hankuk̚k͈wa
한국기업은	hankuk̚k͈iʌbɯ
한국까치	ha̠nguk̚k͈a̠tɕʰi
한국노총의	hankuŋnotɕʰoŋɰi
한국당내	hankuk̚t͈aŋnɛ
한국도	hankuk̚t͈o
한국독립문화원을	hankuk̚t͈oŋnimmunhwawʌnɯ
한국마사회의	hankuŋmasahwɛɰi
한국말	ha̠ːnguŋma̠ɭ
한국비정규노동센터	hankuk̚p͈idʑʌŋkjunodoŋsɛntʰʌ
한국사	hankuk̚s͈a
한국사	kʰankuk̚s͈a
한국산	hankuk̚s͈an
한국산이	hankuk̚s͈ani
