-อืม--	ʔɯ̌ːm
เขาไม่กลับมาแล้ว	kʰɔ̄ːmɛ̄ːklap̚māːlɛ̄ːw
เขาไม่ตอบ	kʰɔ̄ːmɑ̄ːtɔ̄ːp
เขาไม่ทำ	kʰɔ̄ːmɑ̄ːtʰam
เขาไม่ทำหรอก	kʰɔ̄ːmɑ̂ːtʰamhɔ̀k
เขาไม่มีหรอก	kʰɔ̄ːmɛ̄ːmîːhrɔ̄ːk
เขาไม่รู้	kʰɔ̄ːmɔ̄ː
เขาไม่รู้เรื่อง	kʰɔ̄ːmɑ̄jrɔ̄ːʔ
เขาไม่สบาย	kʰɔ̄ːmɛ̄ːsàbāːj
เขาไม่อยู่	kʰɔ̄ːmɔ̄jûː
เขาไม่อยู่ที่นี่	kʰɔ̄ːmaɔ̄jûːtʰinī
เขาไม่อยู่นี่	kʰɑːmɑ̀jɯ̄ːnî
เขาไม่เกี่ยว	kʰǎwmaɪkɛ̀w
เขาไม่เคย	kʰɔ̄ːmaɪ̯kʰɛ̄ː
เขาไม่เป็นไรแล้ว	kʰǎwmaɪ˥bɛn˧laɯ˥
เขาไม่เหมือนคนอื่น	kʰɔ̄ːmɛ̄ːnkhɔ̄nʔʉ̀n
เขาไม่ใช่	kʰǎːmʧʰaj
เขาไม่ใช่แฟนฉัน	kʰɔ̄ːmɛ̄ːtɕʰajfɛːntɕʰān
เขาไม่ได้	kʰɔ̄ːmɑ̄ːdaj
เขาไม่ได้ทำอะไรเลย	kʰɔ̄ːmɑ̄ːtʰɑ̄ːmʔɑ̄ːlɛ̄ː
เขาไม่ได้บอก	kʰɔ̄ːmɑ̄jbɔ̀k
เขาไม่ได้อยู่ที่นี่	kʰɔ̄ːmɑ̄j˥daj˩jûːtʰiːnîː
เขิน	kʰɤːn˩˩˦
เขียง	kʰia̯ŋ˩˩˦
เขียน	kʰɪ̀an
เขียว	kʰia̯w˩˩˦
เขียวหวาน	kʰia̯w˩˩˦waːn˩˩˦
เขี่ย	kʰia̯˨˩
เขี้ยว	kʰia̯w˥˩
เขี้ยว	kʰîaw˥
เขี้ยวกุด	kʰɤ̀ːwkùt
เขี้ยวหนุมาน	kʰia̯w˥˩ha˨˩nu˦˥maːn˧
เขือ	kʰɯa̯˩˩˦
เขื่อง	kʰɯa̯ŋ˨˩
เขื่อน	kʰɯa̯n˨˩
เข็ญ	kʰen˩˩˦
เข็ญใจ	kʰen˩˩˦tɕaj˧
เข็ด	kʰet̚˨˩
เข็น	kʰen˩˩˦
เข็ม	kʰem˩˩˦
เข็ม	kʰɛm˧
เข็มกลัด	kʰem˩˩˦klat̚˨˩
เข็มขัด	kʰem˩˩˦kʰat̚˨˩
เข็มขัด	kʰɛmkʰat
เข็มทิศ	kʰem˩˩˦tʰit̚˦˥
เข็มทิศ	kʰɛmtʰɪt
เข็มนาฬิกา	kʰem˩˩˦naː˧li˦˥kaː˧
เข็มหมุด	kʰem˩˩˦mut̚˨˩
เข่ง	kʰeŋ˨˩
เข้	kʰeː˥˩
เข้ม	kʰem˥˩
เข้มงวด	kʰem˥˩ŋua̯t̚˥˩
เข้า	kʰaw˥˩
เข้าข้าง	kʰaw˥˩kʰaːŋ˥˩
เข้าชื่อ	kʰaw˥˩tɕʰɯː˥˩
เข้าฌาน	kʰaw˥˩tɕʰaːn˧
เข้าด้ายเข้าเข็ม	kʰaw˥˩daːj˥˩kʰaw˥˩kʰem˩˩˦
เข้าตา	kʰaw˥˩taː˧
เข้าถึง	kʰaw˥˩tʰɯŋ˩˩˦
เข้าที่	kʰɛ̄ːtʰī
เข้ามา	kʰaw˥˩maː˧
เข้ามาก่อนสิคะ	kʰɛ̄ːmāːkɔ̄ːnsìkʰā
เข้ามานี่สิ	kʰɛ̄ːmāːnīːsì
เข้ามาสิ	kʰɛ̄ːmâːsi
เข้ามาในนี้	ʔɛː˩maː˨nɑɪ˥niː˧
เข้ามาได้	kʰɛ̀ːmɑːdaj
เข้ามาได้ยังไง	kʰɛ̄ːmɑːdajŋaj
เข้าหอ	kʰaw˥˩hɔː˩˩˦
เข้าหา	kʰaw˥˩haː˩˩˦
เข้าเกณฑ์	kʰaw˥˩keːn˧
เข้าเฝ้า	kʰaw˥˩faw˥˩
เข้าเมือง	kʰaw˥˩mɯa̯ŋ˧
เข้าเมืองตาหลิ่ว	kʰɔ̀ːmɯ̄àtʰâːlɨ̄w
เข้าเมืองตาหลิ่วต้องหลิ่วตาตาม	kʰaw˥˩mɯa̯ŋ˧taː˧liw˨˩tɔŋ˥˩liw˨˩taː˧taːm˧
เข้าแล้ว	kʰɔ̀ːlɛ̄ːw
เข้าใจ	kʰaw˥˩tɕaj˧
เข้าใจครับ	kʰɔ̀ːjtɕajkʰráp
เข้าใจค่ะ	kʰɔ̀ːjajkʰâ
เข้าใจตรงกันนะ	kʰɔ̀ːjtɕajtɔŋkɑ̀nná
เข้าใจที่ฉันพูดมั้ย	kʰɔ̀ːjtɕʰajtɕʰʉ̌ʔpʰûːtmaj
เข้าใจที่ฉันพูดไหม	kʰɔ̀ːjtɕʰajtɕʰʉ̌ʔpʰûːtmɑj
เข้าใจที่พูดมั้ย	kʰɔ̀ːjtɕʰajtʰɯ̀ːpmɑj
เข้าใจที่พูดไหม	kʰɔ̀ːjtʰiːpʰûːtmaj
เข้าใจนะ	kʰɔ̀ːjajná
เข้าใจนะครับ	kʰɔ̀ːjajnákráp
เข้าใจนะคะ	kʰɔ̀ːjajnáka
เข้าใจน่ะ	kʰɔ̀ːjajná
เข้าใจปะ	kʰɔ̀ːjʰajpá
เข้าใจผิด	kʰaw˥˩tɕaj˧pʰit̚˨˩
เข้าใจมะ	kʰɔ̀ːjajmá
เข้าใจมัย	kʰɔ̀ːjajmāj
เข้าใจมั๊ย	kʰɔ̀ːjajmá
เข้าใจยัง	kʰɔ̀ːjajjaŋ
เข้าใจละ	kʰɔ̀ːjʔlā
เข้าใจล่ะ	kʰɔ̀ːjajlâ
เข้าใจว่า	kʰɔ̀ːjdʑajwɑ̀
เข้าใจสิ	kʰɔ̀ːjtɕajsɪ̀
เข้าใจเหรอ	kʰɔ̀ːjajhɛ̀ː
เข้าใจแล้วครับ	kʰɔ̀ːjtɕajlɛ̀wkʰrɑ̀p
เข้าใจแล้วค่ะ	kʰɔ̀ːjajlɛ̀ːwkʰâ
เข้าใจแล้วนะ	kʰɔ̀ːjajlɛ́ːnɑ̀
เข้าใจแล้วน่า	kʰɔ̀ːjʔlɛ̄ːnâ
เข้าใจไม๊	kʰɔ̀ːjajmaɪ̯
เข้าใจไหมครับ	kʰɔ̀ːjajmaikʰráp
เข้าใจ๋	kʰɔ̀ːjaj
เข้าได้	kʰɔ̀ːdâi
เข้าไป	kʰaw˥˩paj˧
เข้าไป	kʰɔ̀ːpaj
เข้าไปกันเถอะ	kʰɔ̀ːpajkantʰɛ̀
เข้าไปซะ	kʰɔ̀ːpajsá
เข้าไปซิ	kʰɔ̀ːpajsì
เข้าไปสิ	kʰɔ̀ːpajsì
เข้าไปเร็ว	kʰɔ̀ːpajrɛ́ːw
เข้าไปเลย	kʰɔ̀ːpajleː
เข้าไปแล้ว	kʰɔ̀ːpajlɛ́ːw
เข้าไปใน	kʰɔ̀ːpɑ̀j
เข้าไปในนั้น	kʰɔ̀ːpajnɑ̀ː
เข้าไปในบ้าน	kʰɔ̀ːpajnɑ̀ː
เข้าไปได้	kʰɔ̀ːpaj
เข้าไปได้ไหม	kʰɔ̀ːpajdajmaɪ̯
เข้าไปไม่ได้นะ	kʰɔ̀ːpɑ̀jnai̯ná
เฃ้า	kʰaw˥˩
เค	kʰeː˧
เค	kʰe˧
เคจัง	kɛ̄ːtɕaŋ
เคจีบี	kɛːtɕiːpiː
เคซีย	kʰeː˧sia˥
เคซีย์	kʰeː˧siː˥
เคซี่ย์	kʰeːsɯ̄ː
เคดี้	kɛ˧diː˥
เคธี	kʰeːtʰiː˥
เคธี่	kɛ̀tʰì
เคน	kʰɛn˥
เคนจัง	kʰentɕaŋ˥
เคนชิน	kʰɛntɕʰin
เคนซี	kʰeːnsiː
เคนซี่	kʰeːnsiː
เคนซ์	kʰenʔ
เคนดริก	kʰɛ̄ːndrìk
เคนดร้า	kʰɛ̀ndrâː
เคนดอล	kʰen˥doːl˧
เคนตะ	kʰen˧tʰa˥
เคนตั้น	kʰɛntʰâːn
เคนตั๊กกี้	kʰentakkiː
เคนทักกี	kʰen˧tʰak̚˦˥kiː˥˩
เคนท์	kʰɛ̄ːn
เคนนี	kʰɛ̄ːnniː
เคนยา	kʰen˧jaː˥˩
เคนย่า	kʰɛnjaː˨
เคนอิจิ	kʰɛnʔìtɕʰi
เคนเซ	kʰeːnseː˥
เคนเดล	kʰɛ̄ːndɛ̄ːl
เคนเนดี้	kʰɛnnɛː˥dîː˥
เคนเนท	kʰɛn˧nɛː˧tʰɛː˥
เคนเสะ	kʰɛnsɛ̀
เคนโซ	kʰeːnsoː
เคนโด้	kʰɛn˥doː˧
เคฟ	kʰɛ̀f
เคมบริดจ์	kʰem˥bɾit˧tɕʰ
เคมี	kʰeː˧
เคมี	kʰeː˧miː˧
เคมเบล	kʰem˧˥bɛː˧leː˥
เคมเปอร์	kʰem˥pʰɛː˧
เคย	kʰɤj˧
เคยกล่าวไว้ว่า	kʰɤjklawwâa
เคยชิน	kʰɤːj˧tɕʰin˧
เคยซิ	kʰɤjsiː
เคยทำ	kʰɤjtʰam
เคยบอกว่า	kʰɤj˥bɔːk˧wɑː˥
เคยมั้ย	kʰɤj˥maj˥
เคยมี	kʰɤjmi
เคยสิ	kʰɤjsi
เคยเป็นน่ะ	kʰɤjpʰɤnnâ
เคยเหรอ	kʰɤjhɤː
เคยได้ยิน	kʰɤj˥daj˩jɪn˥
เคยได้ยินเรื่อง	kʰɤj˥daj˧jɪn˥rɤːn˥
เคย์ซัง	kʰeːsaŋ
เคย์ซี่	kʰeːsɪ̂
เคย์ลา	kʰeːlaː˥
เคย์สุเกะ	kʰeː˥su˨keː˥
เคย์โกะ	kʰeː˧kɔː˥
เครก	kɛːk˥
เครกจี่	kɛːktɕîː
เครซี่	kʰrɛː˧˥sɪ˧
เครดิต	kʰreː˧dit̚˨˩
เครดิต	kʰrɛː˧dɪt˥
เครน	kʰreːn˧
เครน	kʰrɛn˥
เครมลิน	kʰreːm˧lin˧
เครย์ฟิช	kʰreː˧fitɕʰ˦˥
เครย์ฟิช	kʰreː˧fit̚˦˥
เครา	kʰraw˧
เคราะห์ซ้ำกรรมซัด	kʰrɔʔ˦˥sam˦˥kam˧sat̚˦˥
เครียด	kʰria̯t̚˥˩
เครียร์	kʰrɪ̀a̯
เครือ	kʰrɯa̯˧
เครือข่าย	kʰrɯa̯˧kʰaːj˨˩
เครือข่ายสังคม	kʰrɯa̯˧kʰaːj˨˩saŋ˩˩˦kʰom˧
เครือรัฐ	kʰrɯa̯˧rat̚˦˥
เครื่อง	kʰɯ̄əŋ
เครื่องกรอง	kʰrɯa̯ŋ˥˩krɔːŋ˧
เครื่องกลึง	kʰrɯa̯ŋ˥˩klɯŋ˧
เครื่องกำเนิดไฟฟ้า	kʰrɯa̯ŋ˥˩kam˧nɤːt̚˨˩faj˧faː˦˥
เครื่องขุด	kʰrɯa̯ŋ˥˩kʰut̚˨˩
เครื่องครัว	kʰrɯa̯ŋ˥˩kʰrua̯˧
เครื่องคิดเลข	kʰrɯa̯ŋ˥˩kʰit̚˦˥leːk̚˥˩
เครื่องจะออกใน	kʰɯ̂ːŋʔaɔknaɯ̀
เครื่องจักร	kʰrɯa̯ŋ˥˩tɕak̚˨˩
เครื่องจักรไอน้ำ	kʰrɯa̯ŋ˥˩tɕak̚˨˩ʔaj˧naːm˦˥
เครื่องชงกาแฟ	kʰrɯa̯ŋ˥˩tɕʰoŋ˧kaː˧fɛː˧
เครื่องช่วยฟัง	kʰrɯa̯ŋ˥˩tɕʰua̯j˥˩faŋ˧
เครื่องช่วยหายใจ	kʰrɯa̯ŋ˥˩tɕʰua̯j˥˩haːj˩˩˦tɕaj˧
เครื่องซักผ้า	kʰrɯa̯ŋ˥˩sak̚˦˥pʰaː˥˩
เครื่องดื่ม	kʰrɯa̯ŋ˥˩dɯːm˨˩
เครื่องดื่ม	kʰɯ̂ə̯ŋdɯ̄ːm
เครื่องดูดฝุ่น	kʰrɯa̯ŋ˥˩duːt̚˨˩fun˨˩
เครื่องตอบรับโทรศัพท์	kʰrɯa̯ŋ˥˩tɔːp̚˨˩rap̚˦˥tʰoː˧ra˦˥sap̚˨˩
เครื่องทำกาแฟ	kʰɯ̂əŋtʰamkaːfɛ̀
เครื่องทุ่นแรง	kʰrɯa̯ŋ˥˩tʰun˥˩rɛːŋ˧
เครื่องนี้	kʰɯ̂əŋni
เครื่องบันทึกเทป	kʰrɯa̯ŋ˥˩ban˧tʰɯk̚˦˥tʰeːp̚˦˥
เครื่องบิน	kʰrɯa̯ŋ˥˩bin˧
เครื่องบิน	kʰɯ̂ə̯ŋbɪn
เครื่องบินกระดาษ	kʰrɯa̯ŋ˥˩bin˧kra˨˩daːt̚˨˩
เครื่องบินขับไล่	kʰrɯa̯ŋ˥˩bin˧kʰap̚˨˩laj˥˩
เครื่องบินตก	kʰɯ̄ːŋbɪntok
เครื่องบินรบ	kʰrɯa̯ŋ˥˩bin˧rop̚˦˥
เครื่องประดับ	kʰrɯa̯ŋ˥˩pra˨˩dap̚˨˩
เครื่องปรับอากาศ	kʰrɯa̯ŋ˥˩prap̚˨˩ʔaː˧kaːt̚˨˩
เครื่องปรุง	kʰrɯa̯ŋ˥˩pruŋ˧
เครื่องปรุงรส	kʰrɯa̯ŋ˥˩pruŋ˧rot̚˦˥
เครื่องปิ้งขนมปัง	kʰrɯa̯ŋ˥˩piŋ˥˩kʰa˨˩nom˩˩˦paŋ˧
เครื่องพิมพ์	kʰrɯa̯ŋ˥˩pʰim˧
เครื่องพิมพ์ดีด	kʰrɯa̯ŋ˥˩pʰim˧diːt̚˨˩
เครื่องมือ	kʰrɯa̯ŋ˥˩mɯː˧
เครื่องยนต์	kʰrɯa̯ŋ˥˩jon˧
เครื่องยนต์	kʰɯ̄əŋjɔ̄n
เครื่องยอด	kʰrɯa̯ŋ˥˩jɔːt̚˥˩
เครื่องราง	kʰrɯa̯ŋ˥˩raːŋ˧
เครื่องร่อน	kʰrɯa̯ŋ˥˩rɔn˥˩
เครื่องลายคราม	kʰrɯa̯ŋ˥˩laːj˧kʰraːm˧
เครื่องล้างจาน	kʰrɯa̯ŋ˥˩laːŋ˦˥tɕaːn˧
เครื่องวัดอุณหภูมิ	kʰrɯa̯ŋ˥˩wat̚˦˥ʔun˧ha˨˩pʰuːm˧
เครื่องสาย	kʰrɯa̯ŋ˥˩saːj˩˩˦
เครื่องสำอาง	kʰrɯa̯ŋ˥˩sam˩˩˦ʔaːŋ˧
เครื่องสูบ	kʰrɯa̯ŋ˥˩suːp̚˨˩
เครื่องสูบลม	kʰrɯa̯ŋ˥˩suːp̚˨˩lom˧
เครื่องหมาย	kʰrɯa̯ŋ˥˩maːj˩˩˦
เครื่องหมายการค้า	kʰrɯa̯ŋ˥˩maːj˩˩˦kaːn˧kʰaː˦˥
เครื่องหมายการออกเสียง	kʰrɯa̯ŋ˥˩maːj˩˩˦kaːn˧ʔɔːk̚˨˩sia̯ŋ˩˩˦
เครื่องหมายคำถาม	kʰrɯa̯ŋ˥˩maːj˩˩˦kʰam˧tʰaːm˩˩˦
เครื่องหมายจราจร	kʰrɯa̯ŋ˥˩maːj˩˩˦tɕa˨˩raː˧tɕɔːn˧
เครื่องหมายตกใจ	kʰrɯa̯ŋ˥˩maːj˩˩˦tok̚˨˩tɕaj˧
เครื่องหมายวรรคตอน	kʰrɯa̯ŋ˥˩maːj˩˩˦wak̚˦˥tɔːn˧
เครื่องหมายสงสัย	kʰrɯa̯ŋ˥˩maːj˩˩˦soŋ˩˩˦saj˩˩˦
เครื่องหมุนเหวี่ยง	kʰrɯa̯ŋ˥˩mun˩˩˦wia̯ŋ˨˩
เครื่องเงิน	kʰrɯa̯ŋ˥˩ŋɤn˧
เครื่องเซ่น	kʰrɯa̯ŋ˥˩sen˥˩
เครื่องเทศ	kʰrɯa̯ŋ˥˩tʰeːt̚˥˩
เครื่องเป่าผม	kʰrɯa̯ŋ˥˩paw˨˩pʰom˩˩˦
เครื่องเรือน	kʰrɯa̯ŋ˥˩rɯa̯n˧
เครื่องเร่งอนุภาค	kʰrɯa̯ŋ˥˩reŋ˥˩ʔa˨˩nu˦˥pʰaːk̚˥˩
เครื่องเล่น	kʰrɯa̯ŋ˥˩len˥˩
เครื่องเสวย	kʰrɯa̯ŋ˥˩sa˨˩wɤːj˩˩˦
เครื่องแบบ	kʰrɯa̯ŋ˥˩bɛːp̚˨˩
เครื่องใน	kʰrɯa̯ŋ˥˩naj˧
เครเมอร์	kʰeː˥meː˧
เครเว็น	kʰeːwɛːn˥
เคร็ก	kʰrɛk˥
เคร่ง	kʰreŋ˥˩
เคร้ก	kɛ̀ɛ́k
เคล	k̄ɛl
เคลม	kʰleːm˧
เคลย์	kʰlɛː˧
เคลย์ตัน	kʰlɛːtʰan˥
เคลย์ตั้น	kʰlɛː˥tʰɑːn˧
เคลาส์	k̄lâus
เคลิ้ม	kʰlɤːm˦˥
เคลียร์	kʰlia̯˧
เคลือบ	kʰlɯa̯p̚˥˩
เคลื่อน	kʰlɯa̯n˥˩
เคลื่อนไหว	kʰlɯa̯n˥˩waj˩˩˦
เคลเลอร์แมน	kʰeːlɛ̄ː˥mɛ̄ːn˥
เคล็ด	kʰlet̚˦˥
เคล้า	kʰlaw˦˥
เควนตั้น	kʰwɛntʰɑ̀n
เควนติน	kʰwɛntʰin
เควลี่	kʰɛw˥li˧
เควิน	kʰɛ̄ːwɛ̄n
เควิล	kʰeʋɪl˧
เคว็นติน	kʰeːw˥tʰin˩
เคว้ง	kʰweːŋ˦˥
เคส	kʰeːt̚˦˥
เคหะสถาน	kʰeː˧ha˨˩sa˨˩tʰaːn˩˩˦
เคอติส	kʰɤːtʰis
เคอร์ติส	kʰɯ̀ːtʰɯ̀s
เคอร์ทิส	kʰɯ̀ːtʰɪs
เคอร์บี้	kʰɯ̀ːbīː
เคาท์	kɔ̀ːt
เคาท์ดูกู	kɔ̀ːt̪d̪ûːk̚
เคารพ	kʰaw˧rop̚˦˥
เคิรก	kʰɤ̀k
เคิร์กแลนด์	kʰɛ̀ːklɛ̂ːn
เคียง	kʰia̯ŋ˧
เคียฟ	kʰia̯f˦˥
เคียร่า	kɪ̀àː
เคียว	kʰia̯w˧
เคียวยะ	kɪ̀awʔá
เคียวเฮ	kīawhɛ̀
เคียวโกะซัง	kīaʊ̯˨kō˧saŋ˥
เคี่ยว	kʰia̯w˥˩
เคี้ยว	kʰia̯w˦˥
เคือง	kʰɯa̯ŋ˧
เคืองใจ	kʰɯa̯ŋ˧tɕaj˧
เคเนดี้	kʰeːnɛː˥
เคเบิล	kʰeː˧bɤl˥˩
เคเลป	k̄lɛːp
เคเล้บ	k̄lɛ́ːb
เคเอสไอ	kʰeːsɑːi
เคโกะ	kɛ̀kɔ̄
เคโกะซัง	kɛːkɔ̄ːsaŋ
เคโนบี	kʰenɔːbiː
เค็ตชัป	kʰet̚˦˥tɕʰap̚˨˩
เค็นดริก	kʰɛ̀ndrìk
เค็ม	kʰem˧
เค้ก	kɛ̀k
เค้ง	kʰeːŋ˦˥
เค้าคือ	kʰɛ̄ːkʰɯ̄˥
เค้าคือใคร	kʰɛ̄ːkʰɯ̄ːkʰrɑ̀i
เค้าชื่อ	kʰɛ̀ːtɕʰɯ̄ː
เค้าชื่ออะไร	kʰɛ̀ːtɕʰɯ̂ːʔaʔrai
เค้าตายแล้ว	kʰɛ̀ːtʰāːlɛ̀ːw
เค้าพูดว่า	kʰɛ̀ːpʰûːtʰwâː
เค้ามาแล้ว	kʰɛ̄ːmāːlɛ̄ːw
เค้ามี	kʰɛ̂ːmī
เค้าว่า	kɛ́ːwǎː
เค้าว่ากันว่า	kʰɛ̂ːwɑːkɑ̀nwɑ̀
เค้าอยู่ไหน	kʰɛ̂ːɔ̄jʉ̄ːn
เค้าเป็นอะไร	kʰɔ̀ːpʰɛ̄ːnʔaːj
เค้าแมว	kʰaw˦˥mɛːw˧
เค้าไม่	kʰɔ̂ːmâi
เฆี่ยน	kʰia̯n˥˩
เงย	ŋɤːj˧
เงรุลมุด	ŋeː˧rul˧mut̚˦˥
เงอะงะ	ŋɤʔ˦˥ŋaʔ˦˥
เงา	ŋaw˧
เงา	˥ŋaː
เงามืด	ŋaw˧mɯːt̚˥˩
เงาะขนสั้น	ŋɔʔ˦˥kʰon˩˩˦san˥˩
เงาะโรงเรียน	ŋɔʔ˦˥roːŋ˧ria̯n˧
เงิน	ŋɤn˧
เงินกู้	ŋɤn˧kuː˥˩
เงินของคุณ	ŋɛ̄ːnkʰɔ̄ːŋkʰʉ̂n
เงินของฉัน	ŋeːŋkʰɔ̄ːŋtɕʰan
เงินดี	ŋīn˥dī˧
เงินตรา	ŋɤn˧traː˧
เงินทอง	ŋeːntʰɔ̄ːŋ
เงินทอง	ŋɤn˧tʰɔːŋ˧
เงินทอน	ŋɛ̄ːntɔ̄ːn
เงินทอน	ŋɤn˧tʰɔːn˧
เงินน่ะ	ŋɛ̄nná
เงินปันผล	ŋɤn˧pan˧pʰon˩˩˦
เงินปี	ŋɤn˧piː˧
เงินฝาก	ŋɤn˧faːk̚˨˩
เงินสด	ŋɤn˧sot̚˨˩
เงินอยู่ไหน	˩ŋɤn˨ʔɨ˧˥
เงินไง	ŋɛnʔaj
เงิบ	ŋɤːp̚˥˩
เงียบ	ŋia̯p̚˥˩
เงียบ	˥ɲɛ̀ːp
เงียบขรึม	ŋia̯p̚˥˩kʰrɯm˩˩˦
เงียบนะ	˥ɲɛːp˧na
เงียบหน่อยสิ	˥ɲɛ̀ːpnɔ̂ː˥sɪ˧
เงียบหน่อยได้ไหม	˩ɲɛ̄ːpnɔ̀ːjdâjmɔː
เงียบเลยนะ	˩ɲɛ̀ːp˥lɛː˧˥nā˥
เงียบเสีย	˥ɲɛ̀ːp˥sǐa
เงียบไปเลย	˥ɲɛ̀ːppɑjlɤj
เงียบๆ	˥ɲɛ̄ːp˥˥
เงียบๆหน่อย	˥ɲɛ̀ːp˥˥nɔ̂ː˥
เงี่ยง	ŋia̯ŋ˥˩
เงี่ยน	ŋia̯n˥˩
เงี้ยว	ŋia̯w˦˥
เงือก	ŋɯa̯k̚˥˩
เงื่อน	ŋɯa̯n˥˩
เงื่อนไขบังคับหลัง	ŋɯa̯n˥˩kʰaj˩˩˦baŋ˧kʰap̚˦˥laŋ˩˩˦
เง่า	ŋaw˥˩
เจ	ce
เจ	˥ʔe
เจค	˥ʔɛk
เจคอป	˥ʔɛkɔːp
เจดี	˥dɛ˧˥di˥
เจที	ʈeʈi
เจน	˥ʔen
เจนกิ้นส์	ʈenkiːn
เจนนี	˥dʑɛn˥˧ni˥
เจนีวา	tɕeː˧niː˧waː˧
เจนี่	˥dʑɛː˨˩
เจนเซ่น	˥dʑen˥sɛn
เจนเนอร์	˥dʑɛn˥nɛː˥
เจพี	˥ʥe˧˥bɪ˥
เจฟ	˥ʔɛː˨
เจฟฟรีย์	ʈɛ̀ʔfɯ̄ː
เจฟฟรี่ย์	˥ʔɛf˨˦
เจฟฟ์	ʈɛ̀f
เจม	˥˧m
เจมมี่	˥dʑem˥mîː
เจมม่า	˥dʑɛm˨˧˥máː
เจมส	ʥemʰs
เจมสัน	dʑɛmsɔn
เจริญพวง	tɕa˨˩rɤːn˧pʰua̯ŋ˧
เจล	tɕel˧
เจล	tɕeːl˧
เจสซี	˥ʥe˧˥sɛ˥˧
เจสสิกา	ʥèːsìkʰāː
เจสส์	ʥɛs˥
เจสัน	˥ʔe˧sa˥n
เจอ	tɕɤː˧
เจอกัน	tɕɤː˧kan˧
เจอกัน	˥ʔɔː˨kɑːn˥
เจอกันนะ	˥ʔɔː˧˥kɑː˩˩
เจอกันใหม่นะ	˥dʑɛɛ˧˥kɑn˥mɛɛ˧˥nɑ˥
เจอรัลด์	ʈɤ̄ː˥rɑːl˧
เจอราร์ด	ʈɤ̀ː˨˩rɑ̀ː˨˩
เจอร์	ʈɯ̂ː
เจอร์ราด	dʑɛ̀ːrɑ̀ːt
เจอร์ราร์ด	˥dʑɛ̀ː˨˦˥rɑː˨˦˥d
เจอร์รี่ย์	ʈɛ̀ːrɛ́ː
เจอร์เมเนียม	tɕɤː˧meː˧nia̯m˥˩
เจอละ	˥ʔɛː˧˥laː˧˥
เจอสิ	˥ʔeʔsi
เจอหลอก	ʥɤ˨lɔːk˥
เจออะไร	˥ʔɔʔ˧
เจออะไรบ้างมั้ย	ʥɤʔáʔrajbâːŋmâj
เจอาร์	˥dʑɛ˧ʔaː˥rɛː˥
เจอเขาแล้ว	˥˧ʔkʰɔː˥˩
เจอแล้ว	˥˧ʔ˥˧lɛ̄ː˥
เจอแล้วครับ	˥dʑɤ˩˥lɛ̄w˥kʰrɑb
เจอแล้วเหรอ	˥ʔɛː˧˥lɛ̄ː˧˥hɛ̄ː˧˥
เจอโรม	˥ʔɔː˧˥ʈɔːm
เจฮา	˥ʔe˧ha˥
เจา	˥ʔaʊ
เจิม	tɕɤːm˧
เจียง	˥jaːŋ
เจียน	cia̯n
เจียน	tɕia̯n˧
เจียม	tɕia̯m˧
เจียมใจ	tɕia̯m˧tɕaj˧
เจียระไน	tɕia̯˧ra˦˥naj˧
เจียว	tɕia̯w˧
เจี๊ยก	tɕia̯k̚˦˥
เจี๊ยว	tɕia̯w˦˥
เจี๊ยะ	tɕia̯ʔ˦˥
เจี๋ยมเจี้ยม	tɕia̯m˩˩˦tɕia̯m˥˩
เจือจาง	tɕɯa̯˧tɕaːŋ˧
เจื้อยแจ้ว	tɕɯa̯j˥˩tɕɛw˥˩
เจื๋อน	tɕɯa̯n˩˩˦
เจเคียง	˥ʔe˧kɪaŋ˥
เจเนท	˥dʑe˥nɛ˥tʰ
เจเนอรัล	ʈɛnɛː˥ɾaːl
เจเน็ต	˥dʑe˥nɛt˥
เจเปโท	ʈeːpʰet
เจเรมี	ʈeː˨ʔreː˨˦miː˥
เจเรมี่	ʈeː˥reː˨miː˧
เจโฮป	˥dʑeː˧hoːp
เจ็ด	tɕet̚˨˩
เจ็ด	˥ʥɛt
เจ็ดสิบ	tɕet̚˨˩sip̚˨˩
เจ็ดเหลี่ยม	tɕet̚˨˩lia̯m˨˩
เจ็บ	tɕep̚˨˩
เจ็บ	˥ʔɛp
เจ็บตรงไหนรึเปล่า	˥dʑɛp˧˥traj˧˥nɑj˧˥lɯa˥
เจ็บตรงไหนหรือเปล่า	˥dʑɛp˥traj˧nɔj˧ʔpeːlaː˥
เจ็บใจ	tɕep̚˨˩tɕaj˧
เจ้า	tɕaw˥˩
เจ้า	tɕaːw˥˩
เจ้า	˥ʥaː˧
เจ้ากรรม	tɕaːw˥˩kam˧
เจ้ากรรมนายเวร	tɕaːw˥˩kam˧naːj˧weːn˧
เจ้ากระต่าย	˥ʔaː˨˦kra˥˧tʰaːj˥
เจ้าของ	tɕaw˥˩kʰɔːŋ˩˩˦
เจ้าของ	tɕaːw˥˩kʰɔːŋ˩˩˦
เจ้าของภาษา	tɕaw˥˩kʰɔːŋ˩˩˦pʰaː˧saː˩˩˦
เจ้าของร้าน	˥ʔɔ̀ːŋ˧raːn
เจ้าข้า	tɕaw˥˩kʰaː˥˩
เจ้าคนทรยศ	˥˧ʔaː˨kʰon˥tʰaj˧
เจ้าคิดว่า	˥˧ʔaː˨˩kʰɪt˥˩wɑː˨˩
เจ้างั่ง	˥ʔɛːŋ˥
เจ้าจะ	˥˧ʔa˥ʔa
