'day	daɪ̯
primera	pɾɪmɛɾɐ
primero	pɾɪmɛɾo
primo	pɾimo
prinsa	pɾinsɐ
prinsesa	pɾɪnsɛsɐ
prinsipe	pɾinsɪpɛ
prinsipyo	pɾɪnsipjo
priyoridad	pɾjoɾɪdad
probetso	pɾobɛtʃo
probinsiya	pɾobinʃɐ
probinsiyana	pɾobɪnʃanɐ
probinsiyano	pɾobɪnʃano
problemado	pɾoblɛmado
problemahin	pɾoblɛmahɪn
produkto	pɾodukto
prodyuser	pɾodʒusɛɾ
proklamasyon	pɾoklɐmɐʃon
promdi	pɾomdɪ
propagandista	pɾopɐɣɐndistɐ
propesiya	pɾopɛsiɐ
propesor	pɾopɛsoɾ
propesora	pɾopɛsoɾɐ
propesyon	pɾopɛʃon
propesyonal	pɾopɛʃonal
propesyonalismo	pɾopɛʃonɐlismo
propeta	pɾopɛtɐ
prostitusyon	pɾostɪtʊʃon
prostituta	pɾostɪtutɐ
proteksiyonismo	pɾotɛkʃonismo
protekta	pɾotɛktɐ
protina	pɾotinɐ
proyekto	pɾojɛkto
prusisyon	pɾʊsɪʃon
prutas	pɾutɐs
pruweba	pɾwɛbɐ
pu	puʔ
publikasyon	pʊblɪxɐʃon
publiko	publɪxo
puday	pʊdaɪ̯
puding	pudɪŋ
pudpod	pʊdpod
puga	puɣɐ
puga	pʊɣa
pugad	puɣɐd
pugante	pʊɣantɛ
pugita	pʊɣitɐ
pugo	puɣoʔ
pugok	pʊɣok
pugon	pʊɣon
pugot	pʊɣot
pugutan	pʊɣutɐn
puhag	puhɐɡ
puhag	pʊhaɡ
puhunan	pʊhunɐn
puka	pʊxaʔ
pukaw	puxaʊ̯
puke	puxɛ
puke	puxɛʔ
puki	puxɪ
puki	puxɪʔ
puklo	pʊkloʔ
pukot	puxot
pukpok	pʊkpok
puksa	pʊksaʔ
pukyutan	pʊkjutɐn
pula	pulɐʔ
pula	pʊla
pulahan	pʊlɐhan
pulamulderiyos	pʊlɐmuldɛɾjos
pulbos	pʊlbos
pulbura	pʊlbʊɾa
pulburon	pʊlbʊɾon
pulgada	pʊlɡadɐ
pulgas	pʊlɡas
pulido	pʊlido
pulikat	pʊlixɐt
pulis	pʊlis
pulisya	pʊliʃɐ
pulmon	pʊlmon
pulmonya	pʊlmoɲa
pulo	puloʔ
pulo	pʊloʔ
pulong	puloŋ
pulos	pulos
pulos	pʊlos
pulot	pulot
pulot	pʊlot
pulpito	pulpɪto
pulpol	pʊlpol
pulseras	pʊlsɛɾɐs
pulso	pulso
pultaon	pʊltɐʔon
pulubi	pʊlubɪ
pulumasi	pʊlʊmasɪ
puluntal	pʊlʊntal
pulupeta	pʊlʊpɛta
pulupito	pʊlupɪto
pulupot	pʊlupot
pulut	pʊlut
pulutan	pʊlutɐn
pulutong	pʊlʊtoŋ
pumalakpak	pʊmɐlɐkpak
pumalaot	pʊmɐlaʔot
pumanaw	pʊmanaʊ̯
pumanghaw	pʊmɐŋhaʊ̯
pumanig	pʊmanɪɡ
pumarada	pʊmɐɾadɐ
pumaroon	pʊmɐɾon
pumaroon	pʊmɐɾoʔon
pumatay	pʊmɐtaɪ̯
pumayag	pʊmajɐɡ
pumila	pʊmilɐ
pumisik	pʊmɪsik
pumula	pʊmʊla
pumulupot	pʊmʊlupot
pumunta	pʊmʊnta
pumuti	pʊmutɪ
pumuti	pʊmʊtiʔ
pumutok	pʊmʊtok
puna	pʊna
pundasyon	pʊndɐʃon
pundi	pʊndi
pundido	pʊndido
pundo	pʊndo
punebre	pʊnɛbɾɛ
punerarya	pʊnɛɾaɾjɐ
pungol	pʊŋol
pungsoy	pʊnsoɪ̯
punit	punɪt
punit	pʊnit
punla	pʊnlaʔ
punlay	pʊnlaɪ̯
puno	punoʔ
puno	pʊnoʔ
punongkahoy	punoŋkahoɪ̯
punso	pʊnso
punso	pʊnsoʔ
punsoy	pʊnsoɪ̯
punta	puntɐ
punta	pʊnta
punta	pʊntaʔ
puntahan	pʊntɐhan
punterya	pʊntɛɾja
puntirya	pʊntɪɾja
punto	punto
punto	pʊnto
puntod	pʊntod
punyal	pʊɲal
punyeta	pʊɲɛtɐ
puo	puʔoʔ
puo	pʊʔoʔ
pupo	pupoʔ
pupo	pʊpoʔ
pupu	pupʊʔ
pupuntahan	pʊpʊntɐhan
purga	pʊɾɡa
purgatoryo	pʊɾɡɐtoɾjo
puri	puɾɪ
purihin	pʊɾihɪn
puro	puɾo
purok	pʊɾok
purol	pʊɾol
pursigi	pʊɾsɪɣi
pursigido	pʊɾsɪɣido
purunggo	pʊɾʊŋɡoʔ
pusa	pusɐʔ
pusa	pʊsaʔ
pusakal	pʊsɐxal
pusaw	pʊsaʊ̯
pusit	pʊsit
puslit	pʊslit
puso	pusoʔ
pusod	pusod
puson	pʊson
pusong	pusoŋ
pusong	pʊsoŋ
pusoy	pʊsoɪ̯
pusta	pʊsta
pustahan	pʊstahɐn
pustiso	pʊstiso
pustura	pʊstuɾɐ
pusyaw	pʊʃaʊ̯
puta	putɐ
putak	pʊtak
putakti	pʊtɐkti
putbol	putbol
puthaw	pʊthaʊ̯
puti	putɪ
puti	pʊtiʔ
putik	putɪk
putla	pʊtlaʔ
putok	pʊtok
putol	putol
putol	pʊtol
putong	putoŋ
putot	putot
putot	pʊtot
putragis	putɾɐɣis
putsa	putʃɐʔ
putspa	putspɐ
putukan	pʊtuxɐn
putukan	pʊtʊxan
putulan	pʊtulɐn
putulin	pʊtulɪn
putulin	pʊtʊlin
pututan	pʊtutɐn
puwa	puɐ
puwas	pwas
puwede	pwɛdɛ
puwego	pwɛɣo
puwente	pwɛntɛ
puwerkospin	pwɛɾkospin
puwersa	pwɛɾsɐ
puwerta	pwɛɾtɐ
puwes	pwɛs
puwet	pwɛt
puwing	pwiŋ
puwit	pwit
puwit	pwɛt
puwo	puoʔ
puyat	pujɐt
puyat	pʊjat
puyod	pʊjod
pwente	pwɛntɛ
pwera	pwɛɾɐ
q	k
q	kju
q	ku
q	kw
ra	ɾɐ
raan	ɾaʔɐn
raan	ɾɐʔan
rabi	ɾɐbi
rabis	ɾabɪs
rabya	ɾabjɐ
radar	ɾɐdaɾ
radikal	ɾɐdɪxal
radikalismo	ɾɐdɪxɐlismo
radyador	ɾɐdʒɐdoɾ
radyasyon	ɾɐdʒɐʃon
radyo	ɾadʒo
radyolohiya	ɾɐdʒolohiɐ
ragasa	ɾɐɣɐsaʔ
ragat	ɾaɣɐt
ragsak	ɾɐɡsak
raha	ɾahɐ
raha	ɾɐha
rahuyo	ɾɐhujoʔ
raket	ɾaxɛt
raketa	ɾɐxɛtɐ
raketera	ɾɐxɛtɛɾɐ
raketero	ɾɐxɛtɛɾo
raketir	ɾaxɛtiɾ
rakista	ɾɐxistɐ
rakitis	ɾɐxitɪs
rali	ɾalɪ
raliyista	ɾɐlɪistɐ
rambol	ɾambol
rambulan	ɾɐmbulɐn
rambutan	ɾɐmbʊtan
ramdam	ɾɐmdam
ramen	ɾamɛn
rampa	ɾampɐ
ranggo	ɾaŋɡo
rangya	ɾɐŋjaʔ
rantso	ɾantʃo
rapsodya	ɾɐpsodʒɐ
rasa	ɾasɐ
rasal	ɾɐsal
rason	ɾɐson
rasonable	ɾɐsonablɛ
raspa	ɾaspɐ
raspa	ɾɐspa
rasyon	ɾɐʃon
rasyonal	ɾɐʃonal
rasyonalidad	ɾɐʃonɐlɪdad
rasyonalismo	ɾɐʃonɐlismo
rasyonalista	ɾɐʃonɐlistɐ
ratiles	ɾatɪlɛs
ratipika	ɾɐtɪpɪxa
ratipikado	ɾɐtɪpɪxado
ratipikasyon	ɾɐtɪpɪxɐʃon
ratrat	ɾɐtɾat
ratratin	ɾɐtɾɐtin
raw	ɾaʊ̯
rayadilyo	ɾɐjɐdiljo
rayama	ɾɐjamɐ
rayos	ɾajos
rayuma	ɾɐjumɐ
reaksiyon	ɾɛʔɐkʃon
reaksiyonaryo	ɾɛʔɐkʃonaɾjo
reaksyon	ɾɛʔɐkʃon
real	ɾɛal
realidad	ɾɛɐlɪdad
realismo	ɾɛɐlismo
realista	ɾɛɐlistɐ
realistiko	ɾɛɐlistɪxo
rebelasyon	ɾɛbɛlɐʃon
rebelde	ɾɛbɛldɛ
rebelyon	ɾɛbɛljon
rebentador	ɾɛbɛntɐdoɾ
reberendo	ɾɛbɛɾɛndo
reberensiya	ɾɛbɛɾɛnʃɐ
rebisa	ɾɛbɪsa
rebisado	ɾɛbɪsado
rebisyon	ɾɛbɪʃon
rebokada	ɾɛboxadɐ
rebokasyon	ɾɛboxɐʃon
rebolber	ɾɛbolbɛɾ
rebolusyon	ɾɛbolʊʃon
rebolusyonaryo	ɾɛbolʊʃonaɾjo
rebolusyonista	ɾɛbolʊʃonistɐ
rebosado	ɾɛbosado
rebulto	ɾɛbulto
rebyu	ɾɛbju
rebyuhin	ɾɛbjʊhin
redaksiyon	ɾɛdɐkʃon
reduksiyon	ɾɛdʊkʃon
reduplikasyon	ɾɛdʊplɪxɐʃon
reeleksiyon	ɾɛʔɛlɛkʃon
reengkarnasyon	ɾɛʔɛŋkɐɾnɐʃon
regalo	ɾɛɣalo
regla	ɾɛɡlɐ
reglamento	ɾɛɡlɐmɛnto
regular	ɾɛɣʊlaɾ
regularidad	ɾɛɣʊlɐɾɪdad
regulasyon	ɾɛɣʊlɐʃon
rehabilitasyon	ɾɛhɐbɪlɪtɐʃon
rehas	ɾɛhɐs
rehente	ɾɛhɛntɛ
rehimen	ɾɛhɪmɛn
rehimyento	ɾɛhɪmjɛnto
rehistrado	ɾɛhɪstɾado
rehistrador	ɾɛhɪstɾɐdoɾ
rehistrasyon	ɾɛhɪstɾɐʃon
rehistro	ɾɛhistɾo
rehiyon	ɾɛhɪon
rehiyonal	ɾɛhɪonal
rehiyonalismo	ɾɛhɪonɐlismo
rehiyonalista	ɾɛhɪonɐlistɐ
rekado	ɾɛxado
rekargo	ɾɛxaɾɡo
rekisa	ɾɛxisɐ
rekisisyon	ɾɛxɪsɪʃon
rekisito	ɾɛxɪsito
rekisitos	ɾɛxɪsitos
reklamador	ɾɛklɐmɐdoɾ
reklamadora	ɾɛklɐmɐdoɾɐ
reklamasyon	ɾɛklɐmɐʃon
reklamo	ɾɛklamo
reklasipikasyon	ɾɛklɐsɪpɪxɐʃon
rekluta	ɾɛklutɐ
rekoleksiyon	ɾɛxolɛkʃon
rekomenda	ɾɛxomɛnda
rekomendasyon	ɾɛxomɛndɐʃon
rekonsiderasyon	ɾɛxonsɪdɛɾɐʃon
rekonsilyasyon	ɾɛxonsɪljɐʃon
rekonstruksiyon	ɾɛxonstɾʊkʃon
rekording	ɾɛxoɾdɪŋ
rektanggulo	ɾɛktaŋɡʊlo
rektipikasyon	ɾɛktɪpɪxɐʃon
rektor	ɾɛktoɾ
relasyon	ɾɛlɐʃon
relatibismo	ɾɛlɐtɪbismo
relebo	ɾɛljɛbo
relebo	ɾɛlɛbo
relihiyon	ɾɛlɪhɪon
relihiyosa	ɾɛlɪhɪosɐ
relihiyoso	ɾɛlɪhɪoso
relikaryo	ɾɛlɪxaɾjo
relikya	ɾɛlikjɐ
relo	ɾɛlo
relohero	ɾɛlohɛɾo
relokasyon	ɾɛloxɐʃon
relos	ɾɛlos
relyebo	ɾɛljɛbo
relyeno	ɾɛljɛno
remata	ɾɛmɐta
rematado	ɾɛmɐtado
remedyo	ɾɛmɛdʒo
remolatsa	ɾɛmolatʃɐ
remunerasyon	ɾɛmʊnɛɾɐʃon
renasimyento	ɾɛnɐsɪmjɛnto
renda	ɾɛndɐ
reno	ɾɛno
renta	ɾɛntɐ
rentas	ɾɛntɐs
renunsiya	ɾɛnʊnʃa
reorganisa	ɾɛʔoɾɡɐnɪsa
reorganisasyon	ɾɛʔoɾɡɐnɪsɐʃon
repake	ɾɛpaxɛ
reparasyon	ɾɛpɐɾɐʃon
repaso	ɾɛpaso
reperendum	ɾɛpɛɾɛndʊm
reperensiya	ɾɛpɛɾɛnʃɐ
repertoryo	ɾɛpɛɾtoɾjo
repetisyon	ɾɛpɛtɪʃon
repike	ɾɛpixɛ
repinado	ɾɛpɪnado
repinador	ɾɛpɪnɐdoɾ
repineriya	ɾɛpɪnɛɾiɐ
repleksiyon	ɾɛplɛkʃon
replektor	ɾɛplɛktoɾ
repolyo	ɾɛpoljo
reporma	ɾɛpoɾmɐ
repormado	ɾɛpoɾmado
repormasyon	ɾɛpoɾmɐʃon
repormista	ɾɛpoɾmistɐ
reportahe	ɾɛpoɾtahɛ
repositoryo	ɾɛposɪtoɾjo
representante	ɾɛpɾɛsɛntantɛ
representasyon	ɾɛpɾɛsɛntɐʃon
represko	ɾɛpɾɛsko
represyon	ɾɛpɾɛʃon
repridyeretor	ɾɛpɾɪdʒɛɾɛtoɾ
repriherador	ɾɛpɾɪhɛɾɐdoɾ
repriherasyon	ɾɛpɾɪhɛɾɐʃon
reproduksiyon	ɾɛpɾodʊkʃon
reptil	ɾɛptil
reptilya	ɾɛptiljɐ
republika	ɾɛpublɪxɐ
republikanismo	ɾɛpʊblɪxɐnismo
republikano	ɾɛpʊblɪxano
reputasyon	ɾɛpʊtɐʃon
resbak	ɾɛsbɐk
resbakan	ɾɛsbɐxɐn
resepsiyon	ɾɛsɛpʃon
reserba	ɾɛsɛɾbɐ
reserbado	ɾɛsɛɾbado
reserbasyon	ɾɛsɛɾbɐʃon
reseta	ɾɛsɛtɐ
resetaryo	ɾɛsɛtaɾjo
resibaryo	ɾɛsɪbaɾjo
resibo	ɾɛsibo
residensiya	ɾɛsɪdɛnʃɐ
residensiyal	ɾɛsɪdɛnʃal
residente	ɾɛsɪdɛntɛ
resignasyon	ɾɛsɪɡnɐʃon
resina	ɾɛsinɐ
resistensiya	ɾɛsɪstɛnʃɐ
resistensya	ɾɛsɪstɛnʃɐ
resitasyon	ɾɛsɪtɐʃon
resolusyon	ɾɛsolʊʃon
resonable	ɾɛsonablɛ
respetable	ɾɛspɛtablɛ
respeto	ɾɛspɛto
respirasyon	ɾɛspɪɾɐʃon
respiratoryo	ɾɛspɪɾɐtoɾjo
responsabilidad	ɾɛsponsɐbɪlɪdad
responsable	ɾɛsponsablɛ
responsibilidad	ɾɛsponsɪbɪlɪdad
restawran	ɾɛstaʊ̯ɾan
restawran	ɾɛstaʊ̯ɾɐn
restitusyon	ɾɛstɪtʊʃon
restoran	ɾɛstoɾan
restoran	ɾɛstoɾɐn
restriksiyon	ɾɛstɾɪkʃon
resulta	ɾɛsultɐ
resureksiyon	ɾɛsʊɾɛkʃon
retaso	ɾɛtaso
retensiyon	ɾɛtɛnʃon
retirada	ɾɛtɪɾadɐ
retirado	ɾɛtɪɾado
retiro	ɾɛtiɾo
reto	ɾɛto
retoke	ɾɛtoxɛ
retorika	ɾɛtoɾɪxa
retraksiyon	ɾɛtɾɐkʃon
retratista	ɾɛtɾɐtistɐ
retrato	ɾɛtɾato
retribusyon	ɾɛtɾɪbʊʃon
retroaktibo	ɾɛtɾoʔɐktibo
reunyon	ɾɛʔʊɲon
reyal	ɾɛal
reyalidad	ɾɛɐlɪdad
reyalismo	ɾɛɐlismo
reyalista	ɾɛɐlistɐ
reyna	ɾɛɪ̯nɐ
reyno	ɾɛɪ̯no
ribal	ɾɪbal
ribyu	ɾɪbju
ribyuhin	ɾɪbjʊhin
rigalo	ɾɪɣalo
rigodon	ɾɪɣodon
riles	ɾilɛs
rimarim	ɾɪmaɾɪm
rimas	ɾimɐs
rin	ɾin
rin	ɾɛn
rine	ɾinɛ
rinef	ɾɪnɛf
rinef	ɾɪnɛp
ringgit	ɾiŋɡɪt
ringring	ɾɪŋɾiŋ
rini	ɾinɪ
rinoseronte	ɾɪnosɛɾontɛ
riple	ɾiplɛ
risonable	ɾɪsonablɛ
ritmiko	ɾitmɪxo
ritmo	ɾitmo
rito	ɾito
ritrato	ɾɪtɾato
ritwal	ɾɪtwal
riyan	ɾjan
riyesgo	ɾjɛsɡo
robot	ɾobot
rolyo	ɾoljo
romantiko	ɾomantɪxo
romero	ɾomɛɾo
rompida	ɾompidɐ
ronda	ɾondɐ
rondalya	ɾondaljɐ
roon	ɾoʔon
roro	ɾoɾo
rosaryo	ɾosaɾjo
rosas	ɾosɐs
roskas	ɾoskɐs
rotasyon	ɾotɐʃon
rotonda	ɾotondɐ
rotunda	ɾotundɐ
rubi	ɾʊbi
rubya	ɾubjɐ
rubyo	ɾubjo
ruleta	ɾʊlɛtɐ
rumba	ɾumbɐ
rumesbak	ɾʊmɛsbɐk
rumi	ɾʊmi
rumor	ɾʊmoɾ
rumupok	ɾʊmʊpok
rumurupok	ɾʊmʊɾʊpok
rupok	ɾʊpok
rupya	ɾupjɐ
rurok	ɾuɾok
rurupok	ɾʊɾʊpok
ruta	ɾutɐ
ruweda	ɾwɛdɐ
ruwina	ɾwinɐ
s	s
s	sɐ
s	ʔɛs
s	ʔɛsɛ
sa	sa
sa	sɐ
saa	sɐʔa
saab	saʔɐb
saab	sɐʔab
saad	sɐʔad
saak	sɐʔak
saan	san
saan	sɐʔan
saanman	sɐʔɐnman
saat	sɐʔat
saba	sɐba
sabad	sɐbad
sabak	sabɐk
sabal	sabɐl
sabana	sɐbanɐ
sabangan	sɐbaŋɐn
sabangan	sɐbɐŋan
sabanyon	sɐbɐɲon
sabat	sabɐt
sabat	sɐbat
sabaw	sɐbaʊ̯
sabay	sɐbaɪ̯
sabi	sabɛ
sabi	sabɪ
sabihan	sabihɐn
sabihan	sɐbihɐn
sabihin	sɐbihɪn
sabik	sɐbik
sabila	sabɪlɐ
sabilaw	sɐbilaʊ̯
sabit	sabɪt
sablay	sɐblaɪ̯
sable	sablɛ
sabo	sabo
sabon	sɐbon
sabong	saboŋ
sabongera	sɐboŋɛɾɐ
sabongero	sɐboŋɛɾo
sabotahe	sɐbotahɛ
saboy	saboɪ̯
sabsab	sɐbsab
sabsaban	sɐbsabɐn
sabunan	sabunɐn
sabunan	sɐbʊnan
sabungero	sɐbʊŋɛɾo
sabunin	sabunɪn
sabunin	sɐbʊnin
sabunot	sɐbunot
sabunutan	sabʊnʊtan
sabunutan	sɐbʊnutɐn
sabutan	sɐbʊtan
sabwat	sɐbwat
sabwatan	sɐbwatɐn
sadismo	sɐdismo
sadista	sɐdistɐ
sadiwa	sɐdiwɐʔ
sadiya	sɐdʒaʔ
sadlak	sɐdlak
sadlok	sɐdlok
sadsad	sɐdsad
sadya	sadʒɐʔ
sadya	sɐdʒaʔ
sadyain	sɐdʒɐʔin
saga	saɣɐʔ
sagaak	sɐɣɐʔak
sagabal	sɐɣabɐl
sagad	saɣɐd
sagad	sɐɣad
sagadsad	sɐɣɐdsad
sagal	saɣɐl
sagam	saɣɐm
sagana	sɐɣanɐʔ
sagansan	sɐɣɐnsan
sagap	saɣɐp
sagasa	sɐɣasɐʔ
sagasa	sɐɣɐsaʔ
sagasag	sɐɣɐsaɡ
sagasain	sɐɣɐsaʔɪn
sagat	saɣɐt
sagay	saɣaɪ̯
sagayad	sɐɣajɐd
sagayad	sɐɣɐjad
sagi	saɣɛʔ
sagi	saɣɪʔ
sagid	saɣɪd
sagilap	sɐɣilɐp
sagimsim	sɐɣɪmsim
sagimuymoy	sɐɣɪmʊɪ̯moɪ̯
saging	saɣɪŋ
sagingan	sɐɣiŋɐn
sagingan	sɐɣɪŋan
saginsin	sɐɣɪnsin
sagip	sɐɣip
sagisag	sɐɣisɐɡ
sagitsit	sɐɣɪtsit
sagka	sɐɡkaʔ
sagkaan	sɐɡkɐʔan
saglit	sɐɡlit
saglit	sɐɡlɛt
sago	saɣo
sago	sɐɣo
sagot	sɐɣot
sagoy	sɐɣoɪ̯
sagpak	sɐɡpak
sagpi	sɐɡpiʔ
sagrado	sɐɡɾado
sagsag	sɐɡsaɡ
sagubang	sɐɣʊbaŋ
sagupa	sɐɣupɐʔ
sagutan	saɣutɐn
sagutan	sɐɣʊtan
sagutin	saɣutɪn
sagutin	sɐɣʊtin
sagwa	sɐɡwaʔ
sagwan	sɐɡwan
sagwil	sɐɡwil
saha	sahɐʔ
sahang	sahɐŋ
sahat	sahɐt
sahig	sɐhiɡ
sahig	sɐhɛɡ
saho	sɐhoʔ
sahod	sahod
sahog	sɐhoɡ
sahol	sahol
sahol	sɐhol
said	sɐʔid
saidlain	saɪ̯dlaɪ̯n
sailalim	sɐʔɪlalɪm
saing	saʔɪŋ
sais	sɐʔis
saka	saxɐ
saka	sɐxa
saka	sɐxaʔ
sakag	sɐxaɡ
sakahan	saxahɐn
sakahan	sɐxɐhan
sakal	sɐxal
sakali	sɐxalɛʔ
sakali	sɐxalɪʔ
sakalin	sɐxɐlin
sakam	sɐxam
sakang	sɐxaŋ
sakapuwego	sɐxɐpwɛɣo
sakate	sɐxatɛ
sakay	sɐxaɪ̯
sakayan	saxajɐn
sakayan	sɐxɐjan
sakdal	sɐkdal
sakidlat	sɐxɪdlat
sakil	saxɪl
sakim	sɐxim
sakitin	saxitɪn
sakitin	sɐxitɪn
sakla	sɐklaʔ
saklang	sɐklaŋ
saklap	sɐklap
saklaw	sɐklaʊ̯
saklay	sɐklaɪ̯
saklit	sɐklit
saklob	sɐklob
saklolo	sɐklolo
sakmata	sɐkmɐta
saknong	sɐknoŋ
sako	saxo
sakob	saxob
sakol	saxol
sakol	sɐxol
sakong	saxoŋ
sakop	saxop
sakop	sɐxop
sakote	sɐxotɛ
sakramento	sɐkɾɐmɛnto
sakrilehiyo	sɐkɾɪlɛhɪo
sakripisyo	sɐkɾɪpiʃo
sakristan	sɐkɾɪstan
sakristiya	sɐkɾɪstiɐ
saks	saks
saksa	sɐksaʔ
saksak	saksɐk
saksak	sɐksak
saksakan	sɐksaxɐn
saksakan	sɐksɐxan
saksakin	sɐksɐxin
saksi	sɐksi
saksihan	sɐksɪhan
saktan	sɐktan
sakto	sakto
sakuna	sɐxʊna
sakuna	sɐxʊnaʔ
sakupbayan	sɐxʊpbajɐn
sakwa	sɐkwa
sakya	sɐkjaʔ
sakyan	sɐkjan
sala	salɐ
sala	salɐʔ
sala	sɐla
sala	sɐlaʔ
salaan	sɐlaʔɐn
salaan	sɐlɐʔan
salab	salɐb
salab	sɐlab
salabat	sɐlabɐt
salabat	sɐlɐbat
salabay	sɐlabaɪ̯
salabay	sɐlɐbaɪ̯
salabid	sɐlɐbid
salag	salɐɡ
salag	sɐlaɡ
salaghati	sɐlɐɡhatɪʔ
salagimsim	sɐlɐɣɪmsim
salaginto	sɐlɐɣɪntoʔ
salagoy	sɐlɐɣoɪ̯
salagubang	sɐlɐɣubɐŋ
salahilo	sɐlɐhilo
salain	sɐlaʔɪn
salakab	sɐlɐxab
salakat	sɐlɐxat
salakata	sɐlɐxɐtaʔ
salakay	sɐlaxaɪ̯
salakayin	sɐlɐxajɪn
salakot	sɐlɐxot
salalak	sɐlalɐk
salalay	sɐlalaɪ̯
salamangka	sɐlɐmaŋkɐ
salamangkero	sɐlɐmɐŋkɛɾo
salamat	sɐlamɐt
salami	sɐlamɪ
salamin	sɐlɐmin
salamisim	sɐlɐmisɪm
salampak	sɐlɐmpak
salampay	sɐlɐmpaɪ̯
salamuha	sɐlɐmuhɐʔ
salang	salɐŋ
salang	sɐlaŋ
salanggapang	sɐlɐŋɡɐpaŋ
salangit	sɐlaŋɪt
salangkipot	salɐŋkɪpot
salansan	sɐlɐnsan
salanta	sɐlɐntaʔ
salap	salɐp
salap	sɐlap
salapang	sɐlɐpaŋ
salapaw	sɐlapaʊ̯
salapaw	sɐlɐpaʊ̯
salapi	sɐlɐpiʔ
salapid	sɐlapɪd
salapid	sɐlɐpid
salapot	sɐlapot
salapsap	sɐlɐpsap
salara	sɐlaɾɐ
salarin	sɐlɐɾin
salas	salɐs
salasa	sɐlasɐʔ
salasala	sɐlasɐla
salat	sɐlat
salatan	sɐlatɐn
salaula	sɐlɐʔulɐʔ
salawa	sɐlɐwa
salawag	sɐlawɐɡ
salawahan	salɐwɐhan
salawahan	sɐlɐwahɐn
salawak	sɐlɐwak
salawal	sɐlɐwal
salawikain	sɐlawɪxɐʔin
salawsaw	sɐlaʊ̯saʊ̯
salay	salaɪ̯
salay	sɐlaɪ̯
salaysay	sɐlaɪ̯saɪ̯
salba	sɐlba
salbabida	sɐlbɐbidɐ
salbahe	sɐlbahɛ
saleko	sɐlɛxo
sali	salɛ
sali	salɪ
sali	salɪʔ
salida	sɐlidɐ
salig	salɪɡ
saligan	saliɣɐn
saligan	sɐliɣɐn
saligan	sɐlɪɣan
salik	salɪk
salikop	sɐlixop
salikop	sɐlɪxop
saliksik	sɐlɪksik
salimao	sɐlɪmɐʔo
salimpusa	salɪmpusɐʔ
salimuot	sɐlɪmuʔot
salimuot	sɐlɪmʊʔot
salin	salɪn
salinlahi	sɐlɪnlahɪʔ
salipadpad	sɐlɪpɐdpad
salipawpaw	sɐlɪpaʊ̯paʊ̯
salisi	sɐlɪsi
salit	sɐlit
salita	sɐlɪtaʔ
salitain	sɐlɪtaʔɪn
salitain	sɐlɪtɐʔin
salitre	sɐlitɾɛ
saliw	saliʊ̯
saliw	sɐliʊ̯
salmo	salmo
salo	salo
salo	saloʔ
salo	sɐlo
salog	saloɡ
salok	salok
salop	sɐlop
salot	salot
saloy	saloɪ̯
salsa	salsɐ
salsal	sɐlsal
salsitsas	sɐlsitʃɐs
salsitson	sɐlsɪtʃon
salta	sɐlta
saltik	sɐltik
salubayo	sɐlʊbɐjo
salubong	sɐluboŋ
salubsob	sɐlʊbsob
saludo	sɐludo
salukoy	sɐluxoɪ̯
salulo	sɐluloʔ
salumpong	sɐlʊmpoŋ
salumpuwit	sɐlʊmpwit
salungguhit	sɐlʊŋɡuhɪt
salungki	sɐlʊŋkiʔ
salungso	sɐlʊnsoʔ
saluno	sɐlunoʔ
saluyan	sɐlujɐn
saluyot	sɐlujot
saluysoy	sɐlʊɪ̯soɪ̯
salvage	salbɛɪ̯dʒ
salvage	salvɛɪ̯dʒ
salwa	sɐlwa
salwak	sɐlwak
sama	samɐ
sama	sɐma
sama	sɐmaʔ
samahan	samahɐn
samahan	sɐmahɐn
samahan	sɐmɐhan
samain	samaʔɪn
samain	sɐmɐʔin
samakalawa	sɐmɐxɐlɐwa
samakatlo	sɐmɐxɐtlo
samakatwid	sɐmɐxɐtwid
samalamig	sɐmalɐmiɡ
samalamig	sɐmɐlɐmiɡ
samantala	sɐmɐntalɐ
samantala	sɐmɐntalɐʔ
samantala	sɐmɐntɐla
samaral	sɐmaɾɐl
samasam	sɐmasɐm
samat	samɐt
samat	sɐmat
samay	samaɪ̯
samaya	sɐmɐjaʔ
samba	sambɐ
samba	sɐmba
sambal	sɐmbal
sambalilo	sɐmbɐlilo
sambasamba	sɐmbasɐmba
sambat	sɐmbat
sambit	sɐmbit
sambog	sɐmboɡ
sambong	sɐmboŋ
sambot	sɐmbot
sambulat	sɐmbulɐt
samgyup	samɡjʊp
samgyupsal	samɡjʊpsɐl
samid	sɐmid
samil	samɪl
samo	samoʔ
samok	samok
samot	samot
sampa	sɐmpa
sampaga	sɐmpaɣɐ
sampagita	sɐmpɐɣitɐ
sampaguita	sɐmpɐɣitɐ
sampal	sɐmpal
sampalataya	sɐmpɐlɐtajɐ
sampalin	sɐmpɐlin
sampalok	sɐmpalok
sampan	sɐmpan
sampay	sɐmpaɪ̯
sampayan	sɐmpajɐn
sampayan	sɐmpɐjan
sampid	sɐmpid
sampo	sɐmpoʔ
sampol	sampol
sampu	sɐmpuʔ
samsam	sɐmsam
samsamin	sɐmsɐmin
samuol	sɐmuʔol
samuray	sɐmʊɾaɪ̯
samyo	sɐmjo
samyo	sɐmjoʔ
san	san
sana	sanɐ
sana	sanɐʔ
sana	sɐnaʔ
sanap	sanɐp
sanap	sɐnap
sanay	sanaɪ̯
sanay	sɐnaɪ̯
