ԱԱ	ɑɑ́
չաշխուր	tʃʰɑʃχúɾ
չատ	tʃʰɑt
չար	tʃʰɑɾ
չարախոս	tʃʰɑɾɑχós
չարակամություն	tʃʰɑɾɑkɑmutsʰjún
չարաճճի	tʃʰɑɾɑtʃətʃí
չարամիտ	tʃʰɑɾɑmít
չարանալ	tʃʰɑɾɑnɑ́l
չարաշահել	tʃʰɑɾɑʃɑhél
չարաչար	tʃʰɑɾɑtʃʰɑ́ɾ
չարաչք	tʃʰɑɾɑ́tʃʰkʰ
չարիք	tʃʰɑɾíkʰ
չարխ	tʃʰɑɾχ
չարորակ	tʃʰɑɾoɾɑ́k
չարություն	tʃʰɑɾutsʰjún
չարչարանք	tʃʰɑɾtʃʰɑɾɑ́ŋkʰ
չարչարել	tʃʰɑɾtʃʰɑɾél
չարչարվել	tʃʰɑɾtʃʰɑɾvél
չարչի	tʃʰɑɾtʃʰí
չարչիություն	tʃʰɑɾtʃʰijutsʰjún
չափ	tʃʰɑpʰ
չափագիտություն	tʃʰɑpʰɑɡitutsʰjún
չափազանց	tʃʰɑpʰɑzɑ́ntsʰ
չափալախ	tʃʰɑpʰɑlɑ́χ
չափածո	tʃʰɑpʰɑtsó
չափակից	tʃʰɑpʰɑkítsʰ
չափահաս	tʃʰɑpʰɑhɑ́s
չափանիշ	tʃʰɑpʰɑníʃ
չափար	tʃʰɑpʰɑ́ɾ
չափաքանակ	tʃʰɑpʰɑkʰɑnɑ́k
չափել	tʃʰɑpʰél
չափորոշիչ	tʃʰɑpʰoɾoʃítʃʰ
չափս	tʃʰɑpʰs
չաքուճ	tʃʰɑkʰútʃ
չաքուչ	tʃʰɑkʰútʃʰ
չաքուջ	tʃʰɑkʰúdʒ
չբեր	tʃʰəbéɾ
չգիտեմ	tʃʰəɡitém
չգցել	tʃʰəɡətsʰél
չեբուրեկի	tʃʰebuɾekí
չեզոք	tʃʰezókʰ
չեզոքություն	tʃʰezokʰutsʰjún
չեխ	tʃʰeχ
չեխական	tʃʰeχɑkɑ́n
չեխերեն	tʃʰeχeɾén
չեխոլ	tʃʰeχól
չեղարկել	tʃʰeʁɑɾkél
չեմպիոն	tʃʰempjón
չեչեն	tʃʰetʃʰén
չեչեներեն	tʃʰetʃʰeneɾén
չերոկի	tʃʰeɾóki
չէ	tʃʰe
չի	tʃʰi
չիբուխ	tʃʰibúχ
չիդար	tʃʰidɑ́ɾ
չիթ	tʃʰitʰ
չիլիական	tʃʰilijɑkɑ́n
չիլիացի	tʃʰilijɑtsʰí
չիղջ	tʃʰiʁdʒ
չինական	tʃʰinɑkɑ́n
չինար	tʃʰinɑ́ɾ
չինարեն	tʃʰinɑɾén
չինարի	tʃʰinɑɾí
չինացի	tʃʰinɑtsʰí
չինգաչունգ	tʃʰiŋɡɑtʃʰúŋɡ
չիներեն	tʃʰineɾén
չինովնիկ	tʃʰinovník
չիշ	tʃʰiʃ
չիշիկ	tʃʰiʃík
չիչխան	tʃʰitʃʰχɑ́n
չիպ	tʃʰip
չիր	tʃʰiɾ
չիք	tʃʰikʰ
չիֆթ	tʃʰiftʰ
չխրթմա	tʃʰəχəɾtʰmɑ́
չկա	tʃʰəkɑ́
չկայացած	tʃʰəkɑjɑtsʰɑ́ts
չկար	tʃʰəkɑ́ɾ
չհաս	tʃʰəhɑ́s
չղջիկ	tʃʰəχtʃʰík
չմուշկ	tʃʰəmúʃk
չնայած	tʃʰənɑjɑ́ts
չնաշխարհիկ	tʃʰənɑʃχɑɾík
չնչին	tʃʰəntʃʰín
չոբան	tʃʰobɑ́n
չոլ	tʃʰol
չոր	tʃʰoɾ
չորաթան	tʃʰoɾɑtʰɑ́n
չորանալ	tʃʰoɾɑnɑ́l
չորավուն	tʃʰoɾɑvún
չորացնել	tʃʰoɾɑtsʰnél
չորեքկին	tʃʰoɾekʰkín
չորեքշաբթի	tʃʰoɾekʰʃɑptí
չորեքշաբթի	tʃʰoɾekʰʃɑpʰtʰí
չորթան	tʃʰoɾtʰɑ́n
չորիցս	tʃʰoɾítsʰəs
չորոց	tʃʰoɾótsʰ
չորս	tʃʰoɾs
չորրորդ	tʃʰoɹːóɾtʰ
չորրորդ	tʃʰoɾóɾtʰ
չորքոտանի	tʃʰoɾkʰotɑní
չու	tʃʰu
չուգուն	tʃʰuɡún
չուլ	tʃʰul
չուլան	tʃʰulɑ́n
չուխա	tʃʰuχɑ́
չունեի	tʃʰunejí
չունեին	tʃʰunejín
չունեինք	tʃʰunejíŋkʰ
չունեիր	tʃʰunejíɾ
չունեիք	tʃʰunejíkʰ
չունեմ	tʃʰuném
չունեն	tʃʰunén
չունենալ	tʃʰunenɑ́l
չունենք	tʃʰunéŋkʰ
չունես	tʃʰunés
չուներ	tʃʰunéɾ
չունեք	tʃʰunékʰ
չունի	tʃʰuní
չուվաշերեն	tʃʰuvɑʃeɾén
չոփ	tʃʰopʰ
չոփիկ	tʃʰopʰík
չոքել	tʃʰokʰél
չսիրած	tʃʰəsiɾɑ́ts
չվան	tʃʰəvɑ́n
չվառ	tʃʰəvɑ́r
չվել	tʃʰəvél
չվերթ	tʃʰəvéɾtʰ
չտես	tʃʰətés
չփլախ	tʃʰəpʰlɑ́χ
չփլաղ	tʃʰpʰlɑʁ
չքանալ	tʃʰəkʰɑnɑ́l
չքավոր	tʃʰəkʰɑvóɾ
չքարա	tʃʰəkʰɑ́ɾɑ
չքնաղ	tʃʰəkʰnɑ́ʁ
չքսեի	tʃʰəkʰəsejí
չքսեին	tʃʰəkʰəsejín
չքսեինք	tʃʰəkʰəsejíŋkʰ
չքսեիր	tʃʰəkʰəsejíɾ
չքսեիք	tʃʰəkʰəsejíkʰ
չքսեր	tʃʰəkʰəséɾ
պ	pə
պագ	pɑkʰ
պագանել	pɑɡɑnél
պագել	pɑkʰél
պագնել	pɑkʰnél
պադեզդ	pɑdézd
պադյեզդ	pɑdjézd
պադշիպնիկ	pɑdʃipník
պադշիպնիկ	pɑdʃípnik
պադոշ	pɑdóʃ
պալադիում	pɑlɑdijúm
պալադիում	pɑlɑ́dijum
պալայերեն	pɑlɑjeɾén
պալասատովի	pɑlɑsɑ́təvi
պալատ	pɑlɑ́t
պալատական	pɑlɑtɑkɑ́n
պալար	pɑlɑ́ɾ
պալարախտ	pɑlɑɾɑ́χt
պալի	pɑ́li
պախկվոցի	pɑχkvotsʰí
պակաս	pɑkɑ́s
պակասել	pɑkɑsél
պակասեցնել	pɑkɑsetsʰnél
պակասուրդ	pɑkɑsúɾtʰ
պահ	pɑh
պահածո	pɑhɑtsó
պահածոյանալ	pɑhɑtsojɑnɑ́l
պահածոյացնել	pɑhɑtsojɑtsʰnél
պահակ	pɑhɑ́k
պահանջ	pɑhɑ́ndʒ
պահանջարկ	pɑhɑndʒɑ́ɾk
պահանջել	pɑhɑndʒél
պահապան	pɑhɑpɑ́n
պահարան	pɑhɑɾɑ́n
պահել	pɑhél
պահեստ	pɑhést
պահլավերեն	pɑhlɑveɾén
պահմտոցի	pɑhmətotsʰí
պահպանակ	pɑhpɑnɑ́k
պահպանել	pɑhpɑnél
պահպանողական	pɑhpɑnoʁɑkɑ́n
պահք	pɑhkʰ
պաղ	pɑʁ
պաղատել	pɑʁɑtél
պաղպաղակ	pɑχpɑʁɑ́k
պաղպաղակավաճառ	pɑχpɑʁɑkɑvɑtʃɑ́r
պաճիճ	pɑtʃítʃ
պաճուճ	pɑtʃútʃ
պաճուճաբան	pɑtʃutʃɑbɑ́n
պաճուճաբանել	pɑtʃutʃɑbɑnél
պաճուճաբանություն	pɑtʃutʃɑbɑnutsʰjún
պաճուճաբար	pɑtʃutʃɑbɑ́ɾ
պաճույճ	pɑtʃújtʃ
պամադա	pɑmɑdɑ́
պամիրյան	pɑmiɾjɑ́n
պայթական	pɑjtʰɑkɑ́n
պայթել	pɑjtʰél
պայթյուն	pɑjtʰjún
պայծառ	pɑjtsɑ́r
պայման	pɑjmɑ́n
պայմանագիր	pɑjmɑnɑɡíɾ
պայմանագրական	pɑjmɑnɑɡɾɑkɑ́n
պայմանական	pɑjmɑnɑkɑ́n
պայմանավոր	pɑjmɑnɑvóɾ
պայմանավորել	pɑjmɑnɑvoɾél
պայմանավորվածություն	pɑjmɑnɑvoɾvɑtsutsʰjún
պայմանավորվել	pɑjmɑnɑvoɾvél
պայուսակ	pɑjsɑ́k
պայուսակ	pɑjusɑ́k
պայուսյակ	pɑjusjɑ́k
պայտ	pɑjt
պայտար	pɑjtɑ́ɾ
պայքար	pɑjkʰɑ́ɾ
պայքարել	pɑjkʰɑɾél
պան	pɑn
պանակ	pɑnɑ́k
պանդոկ	pɑndók
պանդոկապետ	pɑndokɑpét
պանդուխտ	pɑndúχt
պանթեոն	pɑntʰeón
պանթուրքիզմ	pɑntʰuɾkʰízm
պանթուրքիստ	pɑntʰuɾkʰíst
պանիր	pɑníɾ
պանծալ	pɑntsɑ́l
պանրխոտ	pɑnəɾχót
պաշար	pɑʃɑ́ɾ
պաշարել	pɑʃɑɾél
պաշարում	pɑʃɑɾúm
պաշտամունք	pɑʃtɑmúŋkʰ
պաշտել	pɑʃtél
պաշտոն	pɑʃtón
պաշտոնական	pɑʃtonɑkɑ́n
պաշտոնակից	pɑʃtonɑkítsʰ
պաշտոնավոր	pɑʃtonɑvóɾ
պաշտոնյա	pɑʃtonjɑ́
պաշտպան	pɑʃpɑ́n
պաշտպան	pɑʃtpɑ́n
պաշտպանական	pɑʃpɑnɑkɑ́n
պաշտպանական	pɑʃtpɑnɑkɑ́n
պաշտպանել	pɑʃpɑnél
պաշտպանել	pɑʃtpɑnél
պաշտպանության	pɑʃpɑnutsʰjɑ́n
պաշտպանության	pɑʃtpɑnutsʰjɑ́n
պաշտպանություն	pɑʃpɑnutsʰjún
պաշտպանություն	pɑʃtpɑnutsʰjún
պաչ	pɑtʃʰ
պաչել	pɑtʃʰél
պաչիկ	pɑtʃʰík
պապ	pɑp
պապա	pɑpɑ́
պապական	pɑpɑkɑ́n
պապամոլ	pɑpɑmól
պապայա	pɑpɑ́jɑ
պապանձել	pɑpɑndzél
պապանձեցնել	pɑpɑndzetsʰnél
պապանձվել	pɑpɑndzvél
պապի	pɑpí
պապիկ	pɑpík
պապկա	pɑpkɑ́
պապկա	pɑ́pkɑ
պառակտություն	pɑrɑktutsʰjún
պառավ	pɑrɑ́v
պառլամենտ	pɑrlɑmént
պառկել	pɑrkél
պաս	pɑs
պաստառ	pɑstɑ́r
պաստեղ	pɑstéʁ
պատ	pɑt
պատալոկ	pɑtɑlók
պատահաբար	pɑtɑhɑbɑ́ɾ
պատահական	pɑtɑhɑkɑ́n
պատահականություն	pɑtɑhɑkɑnutsʰjún
պատահար	pɑtɑhɑ́ɾ
պատահել	pɑtɑhél
պատան	pɑtɑ́n
պատանդ	pɑtɑ́nd
պատանեկիկ	pɑtɑnekík
պատանեկություն	pɑtɑnekutsʰjún
պատանի	pɑtɑní
պատանյակ	pɑtɑnjɑ́k
պատառ	pɑtɑ́r
պատառաքաղ	pɑtɑrɑkʰɑ́ʁ
պատառել	pɑtɑrél
պատասխան	pɑtɑsχɑ́n
պատասխանատու	pɑtɑsχɑnɑtú
պատասխանատվությամբ	pɑtɑsχɑnɑtvutsʰjɑ́mb
պատասխանատվություն	pɑtɑsχɑnɑtvutsʰjún
պատասխանել	pɑtɑsχɑnél
պատատուկ	pɑtɑtúk
պատարագ	pɑtɑɾɑ́kʰ
պատգամ	pɑdɡɑ́m
պատգամ	pɑtɡɑ́m
պատգամավոր	pɑdɡɑmɑvóɾ
պատգամավոր	pɑtɡɑmɑvóɾ
պատգամավորացու	pɑtɡɑmɑvoɾɑtsʰú
պատգարակ	pɑtɡɑɾɑ́k
պատել	pɑtél
պատենտ	pɑtént
պատերազմ	pɑteɾɑ́zm
պատժամիջոց	pɑtʒɑmitʃʰótsʰ
պատժել	pɑtʒél
պատժում	pɑtʒúm
պատժվել	pɑtəʒvél
պատիժ	pɑtíʒ
պատիկ	pɑtík
պատիճ	pɑtítʃ
պատիվ	pɑtív
պատկանել	pɑtkɑnél
պատկառանք	pɑtkɑrɑ́ŋkʰ
պատկառել	pɑtkɑrél
պատկառելի	pɑtkɑrelí
պատկառելիություն	pɑtkɑrelijutsʰjún
պատկառեցուցիչ	pɑtkɑretsʰutsʰítʃʰ
պատկեր	pɑtkéɾ
պատկերահան	pɑtkeɾɑhɑ́n
պատկերասրահ	pɑtkeɾɑsəɾɑ́h
պատկերացնել	pɑtkeɾɑtsʰnél
պատկերացում	pɑtkeɾɑtsʰúm
պատկերել	pɑtkeɾél
պատճառ	pɑt̚tʃɑ́r
պատճառական	pɑt̚tʃɑrɑkɑ́n
պատճառական	pɑtʃɑrɑkɑ́n
պատճառավ	pɑt̚tʃɑrɑ́v
պատճառել	pɑt̚tʃɑrél
պատճառել	pɑtʃɑrél
պատճառով	pɑt̚tʃɑróv
պատճե	pɑt̚tʃé
պատճեն	pɑt̚tʃén
պատճենահան	pɑt̚tʃenɑhɑ́n
պատմաբան	pɑtmɑbɑ́n
պատմագետ	pɑtmɑɡét
պատմագիտություն	pɑtmɑɡitutsʰjún
պատմական	pɑtmɑkɑ́n
պատմել	pɑtmél
պատմիչ	pɑtmítʃʰ
պատմող	pɑtmóʁ
պատմություն	pɑtmutsʰjún
պատմուճակ	pɑtmutʃɑ́k
պատմուճան	pɑtmutʃɑ́n
պատմվածք	pɑtməvɑ́tskʰ
պատյան	pɑtjɑ́n
պատյան	pɑtsjɑ́n
պատնեշ	pɑtnéʃ
պատշաճ	pɑtʃɑ́tʃ
պատշար	pɑtʃɑ́ɾ
պատշգամբ	pɑtəʃɡɑ́mb
պատշգամբ	pɑtəʃɡɑ́mpʰ
պատուհան	pɑtuhɑ́n
պատուհանագոգ	pɑtuhɑnɑɡókʰ
պատուհաս	pɑtuhɑ́s
պատուհասել	pɑtuhɑsél
պատում	pɑtúm
պատռել	pɑtrél
պատվանդան	pɑtvɑndɑ́n
պատվաստանյութ	pɑtvɑstɑnjútʰ
պատվաստել	pɑtvɑstél
պատվաստում	pɑtvɑstúm
պատվար	pɑtvɑ́ɾ
պատվարժան	pɑtvɑɾʒɑ́n
պատվեր	pɑtvéɾ
պատվիրակություն	pɑtviɾɑkutsʰjún
պատվիրան	pɑtviɾɑ́n
պատվիրել	pɑtviɾél
պատվոգիր	pɑtvoɡíɾ
պատրանք	pɑtɾɑ́ŋkʰ
պատրաստ	pɑtɾɑ́st
պատրաստակամ	pɑtɾɑstɑkɑ́m
պատրաստել	pɑtɾɑstél
պատրաստություն	pɑtɾɑstutsʰjún
պատրաստվել	pɑtɾɑstvél
պատրինջ	pɑtɾíndʒ
պատրույգ	pɑtɾújkʰ
պատրվակ	pɑtəɾvɑ́k
պար	pɑɾ
պարաբոլ	pɑɾɑból
պարագա	pɑɾɑɡɑ́
պարադոքս	pɑɾɑdókʰs
պարադոքսային	pɑɾɑdokʰsɑjín
պարահանդես	pɑɾɑhɑndés
պարան	pɑɾɑ́n
պարանոց	pɑɾɑnótsʰ
պարաշյուտ	pɑrɑʃút
պարաշյուտ	pɑɾɑʃjút
պարապ	pɑɾɑ́p
պարապած	pɑɾɑpɑ́ts
պարապել	pɑɾɑpél
պարապմունք	pɑɾɑpmúŋkʰ
պարասրահ	pɑɾɑsəɾɑ́h
պարավանդ	pɑɾɑvɑ́nd
պարարտ	pɑɾɑ́ɾt
պարարտանյութ	pɑɾɑɾtɑnjútʰ
պարբերություն	pɑɾbeɾutsʰjún
պարբրիս	pɑɾbɾís
պարգև	pɑɾkʰév
պարգևավճար	pɑɾkʰevɑvətʃɑ́ɾ
պարգևատրում	pɑɾkʰevɑtɾúm
պարգևել	pɑɾkʰevél
պարեգոտ	pɑɾeɡót
պարել	pɑɾél
պարեն	pɑɾén
պարենքիմ	pɑɾeŋkʰím
պարետ	pɑɾét
պարետային	pɑɾetɑjín
պարզ	pɑɾz
պարզաբանում	pɑɾzɑbɑnúm
պարզապես	pɑɾzɑpés
պարզել	pɑɾzél
պարզորոշ	pɑɾzoɾóʃ
պարզորոշաբար	pɑɾzoɾoʃɑbɑ́ɾ
պարզունակ	pɑɾzunɑ́k
պարզվել	pɑɾzvél
պարթև	pɑɾtʰév
պարթևերեն	pɑɾtʰeveɾén
պարիկ	pɑɾík
պարիսպ	pɑɾísp
պարծանք	pɑɾtsɑ́ŋkʰ
պարծենալ	pɑɾtsenɑ́l
պարկ	pɑɾk
պարկապզուկ	pɑɾkɑpəzúk
պարկավոր	pɑɾkɑvóɾ
պարկել	pɑɾkél
պարկեշտ	pɑɾkéʃt
պարմեզան	pɑɾmezɑ́n
պարող	pɑɾóʁ
պարոն	pɑɾón
պարուհի	pɑɾuhí
պարույկ	pɑɾújk
պարույր	pɑɾújɾ
պարուրել	pɑɾuɾél
պարս	pɑɾs
պարսավանք	pɑɾsɑvɑ́ŋkʰ
պարսատիկ	pɑɾsɑtík
պարսիկ	pɑɾsík
պարսկական	pɑɾskɑkɑ́n
պարսկահայ	pɑɾskɑhɑ́j
պարսկանալ	pɑɾskɑnɑ́l
պարսկացնել	pɑɾskɑtsʰnél
պարսկացում	pɑɾskɑtsʰúm
պարսկերեն	pɑɾskeɾén
պարտ	pɑɾt
պարտադիր	pɑɾtɑdíɾ
պարտադրել	pɑɾtɑdɾél
պարտականություն	pɑɾtɑkɑnutsʰjún
պարտավորություն	pɑɾtɑvoɾutsʰjún
պարտատեր	pɑɾtɑtéɾ
պարտատոմս	pɑɾtɑtóms
պարտեզ	pɑɾtéz
պարտել	pɑɾtél
պարտիա	pɑɾtijɑ́
պարտիզան	pɑɾtizɑ́n
պարտիզանական	pɑɾtizɑnɑkɑ́n
պարտիզպան	pɑɾtizpɑ́n
պարտիք	pɑɾtíkʰ
պարտություն	pɑɾtutsʰjún
պարտվել	pɑɾtvél
պարտվող	pɑɾtvóʁ
պարտվողական	pɑɾtvoʁɑkɑ́n
պարտք	pɑɾtkʰ
պացիենտ	pɑtsʰijént
պե	pe
պեդալ	pedɑ́l
պեղել	peʁél
պենալ	penɑ́l
պեչատ	petʃʰɑ́t
պեչենի	petʃʰení
պեպեն	pepén
պես	pes
պեսո	péso
պեսպես	pespés
պեստիցիդ	pestitsʰíd
պետ	pet
պետական	petɑkɑ́n
պետականություն	petɑkɑnutsʰjún
պետհամարանիշ	pethɑmɑɾɑníʃ
պետություն	petutsʰjún
պետպատվեր	petpɑtvéɾ
պետք	petkʰ
պերեստրոյկա	peɾestɾójkɑ
պերիլա	peɾilɑ́
պերիլա	peɾílɑ
պերկես	peɾkés
պերճ	peɾtʃ
պերճախոս	peɾtʃɑχós
պերճաղիճ	peɾtʃɑʁítʃ
պերճանք	peɾtʃɑ́ŋkʰ
պերմանենտ	peɾmɑnént
պզուկ	pəzúk
պիես	pijés
պիզայական	pizɑjɑkɑ́n
պիզացի	pizɑtsʰí
պիլասոս	pilɑsós
պիլիպինո	pilipinó
պիղծ	piχts
պինգվին	piŋɡvín
պինդ	pind
պինչ	pintʃʰ
պիոն	pijón
պիջակ	pidʒɑ́k
պիսակ	pisɑ́k
պիստակ	pistɑ́k
պիստակենի	pistɑkení
պիվա	pivɑ́
պիտակ	pitɑ́k
պիտանացու	pitɑnɑtsʰú
պիտանի	pitɑní
պիտի	pití
պիտո	pitó
պիտույք	pitújkʰ
պիրենեյան	piɾenejɑ́n
պիրոլ	piɾól
պիցցա	pit̚tsʰɑ́
պիցցա	pít̚tsʰɑ
պլագիատոր	plɑɡijɑtóɾ
պլագիատոր	plɑɡijɑ́toɾ
պլան	pəlɑ́n
պլանտացիա	plɑntɑtsʰijɑ́
պլասկագուբցի	plɑskɑɡupʰtsʰí
պլաստիկ	plɑstík
պլենար	plenɑ́ɾ
պլերոմա	pleɾomɑ́
պլյաժ	pljɑʒ
պլյաժ	pəljɑ́ʒ
պլոկել	pəlokél
պլոճիկ	pəlotʃík
պլոր	pəlóɾ
պլուզ	pəlúz
պլուտոնիում	plutonijúm
պլուտոնիում	plutónijum
պղինձ	pəʁíndz
պղծել	pəχtsél
պղնձաձույլ	pəʁəndzɑdzújl
պղնձարջասպ	pəʁəndzɑɾdʒɑ́sp
պղպեղ	pəχpéʁ
պղպջակ	pəχpədʒɑ́k
պճեղ	pətʃéʁ
պճնվել	pətʃnəvél
պյուռոսյան	pjurosjɑ́n
պնակ	pənɑ́k
պնդակազմ	pəndɑkɑ́zm
պնդել	pəndél
պնդուկ	pəndúk
պնդօղակ	pəndoʁɑ́k
պնչատ	pəntʃʰɑ́t
պոեզդ	pojézd
պոզ	poz
պոզիտիվ	pozitív
պոզիտիվիզմ	pozitivízm
պոզիտրոն	pozitɾón
պոլ	pol
պոլաբերեն	polɑbeɾén
պոլի	polí
պոլիկլինիկա	poliklinikɑ́
պոլիմեր	poliméɾ
պոլիոմիելիտ	polijomijelít
պոլկա	polkɑ́
պոլոճիկ	polotʃík
պոլոնիում	polonijúm
պոլոնիում	polónijum
պոկել	pokél
պոկեր	pokéɾ
պող	poʁ
պողովատ	poʁovɑ́t
պողոտա	poʁotɑ́
պողպատ	poχpɑ́t
պոմիդոր	pomidóɾ
պոմպ	pomp
պոնչիկ	pontʃʰík
պոչ	potʃʰ
պոչազգեստ	potʃʰɑzɡést
պոչատ	potʃʰɑ́t
պոչիկ	potʃʰík
պոչկա	potʃʰkɑ́
պոչուկ	potʃʰúk
պոպոզ	popóz
պոպոկ	popók
պոպուլիզմ	populízm
պոպուլիստ	populíst
պոպոք	popókʰ
պոռթկում	portʰkúm
պոռնիկ	porník
պոռնկագրություն	pornəkɑɡɾutsʰjún
պոռնկագրություն	porəŋkɑɡɾutsʰjún
պոռնկանոց	pornəkɑnótsʰ
պոռնկատուն	pornəkɑtún
պոռնկություն	pornəkutsʰjún
պոռնոգրաֆիա	pornoɡɾɑ́fijɑ
պոռոչ	porótʃʰ
պոռոչագին	porotʃʰɑɡín
պոռոչել	porotʃʰél
պոռոչյուն	porotʃʰjún
պոռոտ	porót
պոռոտաբան	porotɑbɑ́n
պոռոտաբանել	porotɑbɑnél
պոռոտաբանություն	porotɑbɑnutsʰjún
պոռոտախոս	porotɑχós
պոռոտախոսել	porotɑχosél
պոռոտախոսություն	porotɑχosutsʰjún
պոստմոդեռնիզմ	postmodernízm
պորուչիկ	poɾútʃʰik
պորտ	poɾt
պորտաբույծ	poɾtɑbújts
պորտալար	poɾtɑlɑ́ɾ
պորտապար	poɾtɑpɑ́ɾ
պորտուգալական	poɾtuɡɑlɑkɑ́n
պորտուգալացի	poɾtuɡɑlɑtsʰí
պորտուգալերեն	poɾtuɡɑleɾén
պորտվեյն	poɾtvéjn
պուատիեցի	puɑtijetsʰí
պուլպուլակ	pulpulɑ́k
պուլսար	pulsɑ́ɾ
պուլտ	pult
պուճախ	putʃɑ́χ
պուճուր	putʃúɾ
պուճուրիկ	putʃuɾík
պույտ	pujt
պուպուլ	pupúl
պուպուլիկ	pupulík
պուտինիզմ	putinízm
պուտուկ	putúk
պուրակ	puɾɑ́k
պուրի	puɾí
պուց	putsʰ
պչրուհի	pətʃʰɾuhí
պպզել	pəpəzél
պռաշիվկա	prɑʃifkɑ́
պռոշ	pəróʃ
պռոստը	próstə
պսակ	pəsɑ́k
պստիկ	pəstík
պտեր	pətéɾ
պտկաքար	pətkɑkʰɑ́ɾ
պտկունք	pətkúŋkʰ
պտղաբեր	pətʁɑbéɾ
պտղատու	pətʁɑtú
պտուկ	pətúk
պտուղ	pətúʁ
պտույտ	pətújt
պտուտակ	pətutɑ́k
պտուտակահան	pətutɑkɑhɑ́n
պտտահողմ	pətətɑhóʁm
պտտահողմ	pətːɑhóʁm
պտտել	pətətél
պրակ	pəɾɑ́k
պրակ	pɾɑk
պրակտիկ	pɾɑktík
պրակրիտ	pɾɑkɾít
պրաս	pəɾɑ́s
պրիզմա	pɾízmɑ
պրիմիտիվ	pɾimitív
պրիյատնի	pɾijɑtní
պրինտեր	pɾintéɾ
պրինց	pəɾíntsʰ
պրիվետ	pɾivét
պրծնել	pəɾtsnél
պրոբլեմ	pɾoblém
պրոդուկտիվ	pɾoduktív
պրոթեզ	pɾotʰéz
պրոլետար	pɾoletɑ́ɾ
պրոլյուվիալ	pɾoljuvijɑ́l
պրոմեթիում	pɾometʰijúm
պրոմեթիում	pɾométʰijum
պրոպագանդա	pɾopɑɡɑndɑ́
պրոպագանդա	pɾopɑɡɑ́ndɑ
պրոսպեկտ	pɾospékt
պրովանսերեն	pɾovɑnseɾén
պրոտակտինիում	pɾotɑktinijúm
պրոտակտինիում	pɾotɑktínijum
պրոտեզ	pɾotéz
պրոտոն	pɾotón
պրոցես	pɾotsʰés
պրոֆեսիոնալ	pɾofesijonɑ́l
պրոֆեսոր	pɾofesóɾ
պրտու	pəɾtú
ջ	dʒə
ջʻ	d̤ʒ̤
ջազ	dʒɑz
ջազվա	dʒɑzvɑ́
ջազվե	dʒɑzvé
ջահ	dʒɑh
ջահել	dʒɑhél
ջահիլ	dʒɑhíl
ջահուկցի	dʒɑhuktsʰí
ջաղաց	dʒɑʁɑ́tsʰ
ջաղացպան	dʒɑʁɑtsʰpɑ́n
ջաղացք	dʒɑʁɑ́tsʰkʰ
ջայլամ	dʒɑjlɑ́m
ջայնիզմ	dʒɑjnízm
ջայվ	dʒɑjv
ջան	dʒɑn
ջանալ	dʒɑnɑ́l
ջանասեր	dʒɑnɑséɾ
ջանասիրաբար	dʒɑnɑsiɾɑbɑ́ɾ
ջանասիրություն	dʒɑnɑsiɾutsʰjún
ջանավար	dʒɑnɑvɑ́ɾ
ջանդամ	dʒɑndɑ́m
ջանք	dʒɑŋkʰ
ջառջառ	dʒɑrdʒɑ́r
ջատագով	dʒɑtɑɡóv
ջարդ	dʒɑɾtʰ
ջարդել	dʒɑɾtʰél
ջարդվել	dʒɑɾtʰvél
ջե	dʒe
ջեբ	dʒeb
ջեզվե	dʒezvé
ջեմ	dʒem
ջենովական	dʒenovɑkɑ́n
ջենովացի	dʒenovɑtsʰí
ջենտլմեն	dʒentəlmén
ջեռ	dʒer
ջեռակ	dʒerɑ́k
ջեռանալ	dʒerɑnɑ́l
ջեռոց	dʒerótsʰ
ջեռուցել	dʒerutsʰél
ջերմ	dʒeɾm
ջերմաչափ	dʒeɾmɑtʃʰɑ́pʰ
ջերմաստիճան	dʒeɾmɑstitʃɑ́n
ջերմոց	dʒeɾmótsʰ
ջերմություն	dʒeɾmutsʰjún
ջերմուկ	dʒeɾmúk
ջիգար	dʒiɡɑ́ɾ
ջիգիթ	dʒiɡítʰ
ջիգյար	dʒiɡjɑ́ɾ
ջիլ	dʒil
ջիհադ	dʒihɑ́d
ջիղ	dʒiʁ
ջիմ	dʒim
ջին	dʒin
ջինջ	dʒindʒ
ջինջիլ	dʒindʒíl
ջինս	dʒins
ջիպ	dʒip
ջհուդ	dʒəhúd
ջհուդամասոն	dʒəhudɑmɑsón
ջղային	dʒəʁɑjín
ջղայն	dʒəʁɑ́jn
ջղայնանալ	dʒəʁɑjnɑnɑ́l
ջղայնացնել	dʒəʁɑjnɑtsʰnél
ջնար	dʒənɑ́ɾ
ջնարակ	dʒənɑɾɑ́k
ջնջել	dʒəndʒél
ջնջիլ	dʒəndʒíl
ջնջոց	dʒəndʒótsʰ
ջոգել	dʒoɡél
ջոկ	dʒok
ջոկել	dʒokél
ջորդան	dʒoɾdɑ́n
ջորի	dʒoɾí
ջութ	dʒutʰ
ջութակ	dʒutʰɑ́k
ջութակահար	dʒutʰɑkɑhɑ́ɾ
ջուլհակ	dʒulhɑ́k
ջուլհակահաստոց	dʒulhɑkɑhɑstótsʰ
ջուղաբ	dʒuʁɑ́b
ջունգլի	dʒuŋɡlí
ջուր	dʒuɾ
ջուրը	dʒúɾə
ջվալ	dʒəvɑ́l
