abadžija	âbadʒija
zlodjelo	zlǒdjelo
zloduh	zlǒdux
zloglasan	zlǒglasan
zloglasnik	zlǒglaːsniːk
zloglasno	zlǒglasno
zlokob	zlôkoːb
zlokoban	zlǒkoban
zlokobno	zlǒkobno
zlonameran	zlonǎːmeːran
zlonamernik	zlonǎːmeːrniːk
zlonamerno	zlonǎːmeːrno
zlonamernost	zlonǎːmeːrnoːst
zlonamjeran	zlonǎːmjeːran
zlonamjernik	zlonǎːmjeːrniːk
zlonamjerno	zlonǎːmjeːrno
zlonamjernost	zlonǎːmjeːrnoːst
zlopatiti	zlǒpatiti
zlorabiti	zlorǎːbiti
zloradost	zlǒradoːst
zloslutan	zlǒslutan
zloslutno	zlǒslutno
zlostavljati	zlǒstaʋʎati
zlotvor	zlôtʋor
zlotvoran	zlôtʋoːran
zlouporaba	zloǔporaba
zloupotreba	zlôupotreba
zloupotrebiti	zloupotrěːbiti
zloupotrebljavati	zloupotrebʎǎːʋati
zloupotrijebiti	zloupotrjěːbiti
zlovolja	zlǒʋoʎa
zlovoljan	zlǒʋoːʎan
zlovoljno	zlǒʋoːʎno
zloća	zlǒtɕa
zloćudan	zlǒtɕudan
zloćudnost	zlǒtɕudnoːst
zločest	zlǒtʃest
zločesto	zlǒtʃesto
zločin	zlǒtʃin
zločinac	zlǒtʃinats
zločinski	zlǒtʃiːnskiː
zločinstvo	zlǒtʃiːnstʋo
zlurad	zlǔrad
zlurado	zlǔrado
zluradost	zlǔradoːst
zmaj	zmâj
zmajev	zmâjeʋ
zmija	zmǐja
zmijast	zmîjast
zmijica	zmǐjitsa
zmijin	zmǐjin
zmijolik	zmijǒlik
zmijolovac	zmijolǒːʋats
zmijski	zmîːjski
zmijski	zmîːjskiː
zmijurina	zmijǔrina
znak	znâːk
znakovit	znakǒʋit
znalac	znǎːlats
znamen	znâmeːn
znamenit	znaměnit
znamenitost	znaměnitoːst
znamenje	znǎmeːɲe
znamenka	znǎmeːnka
znan	znâːn
znanac	znǎːnats
znanica	znǎnitsa
znanje	znǎːɲe
znanost	znânoːst
znanstven	znǎnstʋen
znanstvenica	znǎnstʋenitsa
znanstvenik	znǎnstʋeniːk
znanstveno	znǎnstʋeno
znatan	znâtan
znati	znâti
znatiželja	znâtiʒeʎa
znatiželjan	znâtiʒeːʎan
znatiželjno	znâtiʒeːʎno
znatno	znâtno
značaj	znâtʃaːj
značajan	znâtʃaːjan
značajka	znâtʃaːjka
značajno	znâtʃaːjno
značajnost	znatʃǎːjnoːst
značenje	znǎːtʃeːɲe
značiti	znǎːtʃiti
značka	znâtʃka
znoj	znôːj
znojan	znǒːjan
znojav	znôjaʋ
znojiti	znǒjiti
znojnica	znǒːjnitsa
zob	zôːb
zobati	zǒbati
zoben	zǒben
zodijak	zǒdijaːk
zoolog	zoǒlog
zoologija	zoolǒgija
zoološki	zoǒloʃkiː
zor	zôːr
zora	zǒra
zoran	zǒran
zoran	zǒːran
zorom	zǒroːm
zov	zôːʋ
zova	zǒːʋa
zove	zǒʋe
zove	zǒːʋe
zovem	zǒʋem
zovemo	zǒʋemo
zovete	zǒʋete
zoveš	zǒʋeʃ
zovu	zǒʋu
zovu	zǒːʋu
zrak	zrâːk
zraka	zrâka
zrakast	zrâkast
zrakasto	zrâkasto
zrakomlat	zrâkomlaːt
zrakoplov	zrâkoploːʋ
zrakoplovac	zrakoplǒːʋats
zrakoplovni	zrâkoploːʋniː
zrakoplovstvo	zrakoplǒʋstʋo
zrakoprazan	zrâkopraːzan
zračan	zrǎːtʃan
zračenje	zrǎːtʃeːɲe
zračiti	zrǎːtʃiti
zrelina	zrelǐna
zrelost	zrêloːst
zreo	zrêo
zreti	zrêti
zreti	zrěːti
zrijeti	zrijěːti
zrikavac	zrǐːkaʋats
zrnast	zřnast
zrnat	zřnat
zrnatost	zřnatoːst
zrnje	zr̂ːɲe
zrno	zr̂no
zub	zûːb
zuba	zǔːbaː
zubac	zǔːbats
zubalo	zǔbalo
zubar	zǔbaːr
zubarica	zubǎritsa
zubarski	zǔbaːrski
zubarski	zǔbaːrskiː
zubina	zǔbina
zubić	zǔbitɕ
zublja	zǔːbʎa
zubni	zûːbniː
zubnousneni	zubnoǔsneniː
zubobolja	zubǒboʎa
zujara	zǔjara
zulum	zǔlum
zumbul	zǔmbul
zupčanik	zuptʃǎniːk
zuriti	zǔːriti
zutra	zûtra
zvaničan	zʋǎnitʃan
zvanično	zʋǎnitʃno
zvanje	zʋǎːɲe
zvati	zʋâti
zvek	zʋêːk
zvezda	zʋěːzda
zvezdan	zʋězdan
zvezdica	zʋězditsa
zvijezda	zʋijěːzda
zvizda	zʋǐːzda
zviždati	zʋǐʒdati
zviždač	zʋǐʒdaːtʃ
zviždačica	zʋiʒdǎtʃitsa
zvjezdan	zʋjězdan
zvjezdar	zʋjězdaːr
zvjezdica	zʋjězditsa
zvjezdogled	zʋjêzdogleːd
zvjezdonauk	zʋjezdonǎuk
zvjezdoplov	zʋjezdoploːʋ
zvjezdoslov	zʋjêzdosloːʋ
zvjezdoznanstvo	zʋjezdoznǎːnstʋo
zvjezdozor	zʋjezdǒzor
zvocati	zʋôtsati
zvon	zʋôn
zvonik	zʋǒniːk
zvoniti	zʋǒniti
zvono	zʋôno
zvrk	zʋr̂ːk
zvuk	zʋûːk
zvučan	zʋûːtʃan
zvučati	zʋǔːtʃati
zvučno	zʋûːtʃno
ć	tɕ
ćaba	tɕǎːba
ćaknut	tɕâknuːt
ćaknuto	tɕâknuːto
ćaknutost	tɕâknuːtoːst
ćale	tɕǎːle
ćao	tɕâːo
ćar	tɕâːr
ćaskati	tɕâskati
ćaća	tɕâtɕa
ćebe	tɕêbe
ćef	tɕêf
ćeif	tɕěif
ćela	tɕêla
ćelav	tɕêlaʋ
ćelavac	tɕêlaʋats
ćelavost	tɕêlaʋoːst
ćelija	tɕělija
ćelijski	tɕěliːjskiː
ćepenak	tɕěpenak
ćepica	tɕěpitsa
ćepčija	tɕeptʃija
ćer	tɕêːr
ćerdati	tɕêːrdati
ćeretati	tɕerětati
ćeretav	tɕerětaʋ
ćeretavo	tɕerětaʋo
ćerka	tɕěːrka
ćevap	tɕěʋaːp
ćešiti	tɕêʃiti
ćilibar	tɕilǐbaːr
ćilim	tɕǐlim
ćilimar	tɕilǐmaːr
ćilimara	tɕilǐmara
ćilimarstvo	tɕilimǎːrstʋo
ćirilica	tɕirǐlitsa
ćirilički	tɕirǐlitʃkiː
ćirilični	tɕirǐlitʃniː
ćirilski	tɕǐrilskiː
ćor	tɕôr
ćorav	tɕôraʋ
ćoravac	tɕôraʋats
ćoravica	tɕôraʋitsa
ćoraviti	tɕôraʋiti
ćoravost	tɕôraʋoːst
ćorsokak	tɕorsǒkaːk
ćosav	tɕôsaʋ
ćosavac	tɕôsaʋats
ćosavost	tɕôsaʋoːst
ćoza	tɕôza
ćud	tɕûːd
ćudljiv	tɕǔdʎiʋ
ćudljivac	tɕǔdʎiʋats
ćudljivo	tɕǔdʎiʋo
ćudljivost	tɕǔdʎiʋoːst
ćudoredan	tɕûdoreːdan
ćudoredno	tɕûdoreːdno
ćudorednost	tɕûdoreːdnoːst
ćumez	tɕǔmez
ćumur	tɕǔmur
ćumurdžija	tɕumǔrdʒija
ćunak	tɕûnak
ćup	tɕûp
ćuprija	tɕǔprija
ćurak	tɕûrak
ćurak	tɕǔrak
ćurak	tɕǔːrak
ćuran	tɕǔraːn
ćurka	tɕǔːrka
ćuskija	tɕǔskija
ćutati	tɕǔːtati
ćuteti	tɕǔːteti
ćutiti	tɕutiti
ćutjeti	tɕǔːtjeti
č	tʃ
ča	tʃâ
čad	tʃâːd
čador	tʃâdor
čagalj	tʃǎgaʎ
čahura	tʃǎxura
čahuriti	tʃǎxuriti
čaj	tʃâj
čajnik	tʃâːjniːk
čak	tʃâk
čakati	tʃakati
čakavac	tʃǎːkaʋats
čakavizam	tʃakaʋǐzam
čakavka	tʃǎːkaːʋka
čakavski	tʃǎːkaʋski
čakavski	tʃǎːkaʋskiː
čakavština	tʃakǎːʋʃtina
čaklja	tʃâkʎa
čakšire	tʃǎkʃire
čalabrcnuti	tʃalabřːtsnuti
čam	tʃâm
čama	tʃǎːma
čamac	tʃǎːmats
čamdžija	tʃǎmdʒija
čamiti	tʃǎːmiti
čamotinja	tʃamǒtiɲa
čap	tʃap
čap	tʃâp
čapljan	tʃâpʎan
čar	tʃâːr
čarapa	tʃǎrapa
čarati	tʃǎːrati
čardaš	tʃârdaːʃ
čarn	tʃarn
čaroban	tʃâroban
čarobnjak	tʃarǒbɲaːk
čarobno	tʃârobno
čarolija	tʃarǒlija
čaršaf	tʃǎrʃaf
čaršav	tʃǎrʃaʋ
čaršija	tʃǎrʃija
časkom	tʃâskom
časnik	tʃâːsniːk
časno	tʃâsno
časom	tʃâsom
časopis	tʃâsopiːs
časoslov	tʃâsosloʋ
časovit	tʃasǒʋit
časovnik	tʃǎsoːʋniːk
čast	tʃâːst
častan	tʃâstan
častiti	tʃǎstiti
častohlepan	tʃâstoxlepan
častoljubiv	tʃastoʎǔbiʋ
častoljublje	tʃâstoʎuːbʎe
čauš	tʃâuːʃ
čavka	tʃâːʋka
čavčji	tʃâʋtʃjiː
čađ	tʃâːdʑ
čađa	tʃâdʑa
čađav	tʃâdʑaʋ
čađaviti	tʃâdʑaʋiti
čađavost	tʃâdʑaʋoːst
čađiti	tʃâdʑiti
čaša	tʃâʃa
čedan	tʃêdan
čednost	tʃêdnoːst
čedomorka	tʃedǒmoːrka
čedomorstvo	tʃedomǒːrstʋo
čeg	tʃêg
čega	tʃěga
čeh	tʃêx
čehati	tʃěxati
čehno	tʃêxno
čehoslovačka	tʃexoslǒʋaːtʃkaː
čehoslovački	tʃexoslǒʋaːtʃkiː
čehulja	tʃěxuʎa
ček	tʃêk
čekalac	tʃêkalats
čekaonica	tʃekaǒːnitsa
čekati	tʃêkati
čekirati	tʃekirati
čekić	tʃěkitɕ
čekmedže	tʃekmědʒe
čekrk	tʃěkrk
čelebi	tʃelěbi
čelebija	tʃelěbija
čelik	tʃělik
čeličiti	tʃělitʃiti
čelični	tʃělitʃniː
čeljad	tʃêʎaːd
čeljade	tʃeʎǎːde
čeljust	tʃêʎuːst
čelnik	tʃêːlniːk
čelo	tʃělo
čem	tʃêm
čemerika	tʃeměrika
čempres	tʃěmpres
čemu	tʃěmu
čeno	tʃěno
čeoni	tʃêoniː
čep	tʃêp
čeprkati	tʃepřkati
čerga	tʃêːrga
česan	tʃěsan
česmina	tʃěsmina
česno	tʃěsno
čest	tʃêːst
čestar	tʃěstaːr
čestica	tʃěstitsa
čestit	tʃěstit
čestitati	tʃestǐːtati
čestito	tʃěstito
često	tʃêːsto
četa	tʃêta
četiri	tʃětiri
četiri	tʃětri
četnik	tʃêtniːk
četverokut	tʃêtʋerokuːt
četveronoške	tʃetʋerǒnoʃkeː
četvorica	tʃetʋǒritsa
četvorka	tʃětʋoːrka
četvrtfinale	tʃetʋrtfinǎːle
čeznuti	tʃêznuti
češalj	tʃêʃaʎ
češanj	tʃêʃaɲ
češati	tʃěʃati
češka	tʃêʃkaː
češki	tʃêʃkiː
češkoslovačka	tʃeʃkoslǒʋaːtʃkaː
češljugar	tʃěʃʎugaːr
češnjak	tʃěʃɲaːk
češnjača	tʃěʃɲatʃa
češće	tʃêʃtɕe
či	tʃi
čifut	tʃǐfut
čifutin	tʃǐfutin
čihati	tʃǐxati
čija	tʃǐja
čijati	tʃǐjati
čiji	tʃǐjiː
čilaš	tʃǐlaːʃ
čile	tʃîle
čileanac	tʃileǎːnats
čileanski	tʃilěaːnskiː
čim	tʃim
čime	tʃǐːme
čimpanza	tʃimpǎnza
čin	tʃîːn
činilac	tʃǐnilats
činiti	tʃǐniti
činjenica	tʃîɲenitsa
činjeničan	tʃîɲenitʃan
činovnica	tʃinǒʋnitsa
činovnik	tʃinǒʋniːk
činovničin	tʃinǒʋnitʃin
činovništvo	tʃinoʋnǐːʃtʋo
čip	tʃîp
čipka	tʃîpka
čir	tʃîr
čirak	tʃǐraːk
čislo	tʃǐːslo
čist	tʃîst
čistač	tʃǐstaːtʃ
čistilac	tʃǐstilats
čistiti	tʃîstiti
čistka	tʃîstka
čisto	tʃîsto
čistost	tʃîstoːst
čistota	tʃistǒta
čistoća	tʃistǒtɕa
čitak	tʃîtak
čitanje	tʃǐtaːɲe
čitanka	tʃǐtaːnka
čitaonica	tʃitaǒːnitsa
čitateljica	tʃitatěʎitsa
čitati	tʃǐtati
čitav	tʃîtaʋ
čitko	tʃîtko
čitljiv	tʃǐtʎiʋ
čivija	tʃǐʋija
čivit	tʃiʋit
čizma	tʃîzma
čičak	tʃǐːtʃak
čižma	tʃîʒma
član	tʃlâːn
članak	tʃlǎːnak
članica	tʃlǎnitsa
članstvo	tʃlǎnstʋo
čmar	tʃmâːr
čmarni	tʃmâːrniː
čoban	tʃǒban
čoek	tʃôek
čoha	tʃǒxa
čojek	tʃôjek
čojstvo	tʃǒːjstʋo
čokolada	tʃokolǎːda
čokoladni	tʃôkolaːdniː
čokot	tʃôkot
čopor	tʃôpor
čorba	tʃǒːrba
čovek	tʃôʋek
čovek	tʃǒʋek
čovekoljubac	tʃoʋekoʎǔːbats
čovekoljubiv	tʃoʋekoʎǔbiʋ
čovečan	tʃôʋetʃan
čovečanstvo	tʃoʋetʃǎnstʋo
čovečji	tʃôʋetʃjiː
čovečnost	tʃôʋetʃnoːst
čovečuljak	tʃoʋetʃǔːʎak
čovjek	tʃôʋjek
čovjek	tʃǒʋjek
čovjekoljubac	tʃoʋjekoʎǔːbats
čovjekoljubiv	tʃoʋjekoʎǔbiʋ
čovječan	tʃôʋjetʃan
čovječanstvo	tʃoʋjetʃǎnstʋo
čovječji	tʃôʋjetʃjiː
čovječnost	tʃôʋjetʃnoːst
čovječuljak	tʃoʋjetʃǔːʎak
čreda	tʃrěːda
čredo	tʃrěːdo
črez	tʃrêz
čudak	tʃǔdaːk
čudan	tʃûdan
čudesan	tʃûdesan
čudesno	tʃûdesno
čudesnost	tʃûdesnoːst
čuditi	tʃûditi
čudno	tʃûdno
čudnovat	tʃûdnoʋaːt
čudnovato	tʃûdnoʋaːto
čudo	tʃûdo
čudotvorac	tʃudotʋǒːrats
čudotvoran	tʃûdotʋoːran
čudotvorka	tʃûdotʋoːrka
čudotvorno	tʃûdotʋoːrno
čudovišan	tʃûdoʋiːʃan
čudovišno	tʃûdoʋiːʃno
čudovište	tʃûdoʋiːʃte
čujan	tʃûːjan
čujno	tʃûːjno
čuka	tʃûka
čulo	tʃǔːlo
čunak	tʃûnak
čunak	tʃǔːnak
čupati	tʃǔpati
čupav	tʃûpaʋ
čupavost	tʃûpaʋoːst
čuperak	tʃupěːrak
čuti	tʃûti
čutura	tʃǔtura
čuvar	tʃǔʋaːr
čuvarkuća	tʃuʋǎrkutɕa
čuvati	tʃǔːʋati
čuven	tʃǔʋen
čuvstvo	tʃǔːʋstʋo
čučanj	tʃûːtʃaɲ
čučati	tʃǔːtʃati
čučavac	tʃǔːtʃaʋats
čučnuti	tʃûtʃnuti
čuđenje	tʃûdʑeːɲe
čvarak	tʃʋǎːrak
čvor	tʃʋôːr
čvorak	tʃʋǒːrak
čvornat	tʃʋôrnat
čvoruga	tʃʋǒruga
čvrstina	tʃʋr̩stǐna
čvrstorukaš	tʃʋr̩storǔkaːʃ
čvrstoća	tʃʋr̩stǒtɕa
đ	dʑ
đak	dʑâːk
đakon	dʑâkon
đakonat	dʑakǒnaːt
đavao	dʑâʋao
đavlji	dʑâʋʎiː
đavo	dʑâʋoː
đavolji	dʑâʋoʎiː
đed	dʑed
đerdan	dʑěrdaːn
đerdek	dʑěrdek
đerđef	dʑěrdʑef
đever	dʑêʋer
đevojčica	dʑeʋǒjtʃitsa
đevrek	dʑěʋrek
đečerma	dʑětʃeːrma
đihad	dʑǐxaːd
đilkoš	dʑîːlkoʃ
đogat	dʑôgat
đogo	dʑǒːgo
đubre	dʑûbre
đul	dʑûːl
đule	dʑûle
đumrugdžija	dʑumrǔgdʒija
đumruk	dʑǔmruk
đumrukana	dʑumrukǎna
đumrukhana	dʑumrukxǎna
đunah	dʑǔnaːx
ś	ɕ
śeme	ɕeme
śesti	ɕêsti
śever	ɕêʋer
śeđeti	ɕědʑeti
śutra	ɕûtra
š	ʃ
ša	ʃâ
šaban	ʃǎbaːn
šablon	ʃablon
šablona	ʃablǒːna
šablonski	ʃǎbloːnski
šaf	ʃâf
šafran	ʃǎfran
šah	ʃâx
šahin	ʃǎːxin
šahist	ʃǎxist
šahovski	ʃǎxoʋskiː
šajba	ʃâːjba
šaka	ʃâka
šakal	ʃâkal
šal	ʃâl
šala	ʃǎːla
šalabahter	ʃalabǎxter
šalica	ʃâlitsa
šaliti	ʃâliti
šaljiv	ʃǎʎiʋ
šaljivac	ʃǎʎiʋats
šaljivdžija	ʃaʎǐʋdʒija
šaljivica	ʃǎʎiʋitsa
šaljivo	ʃǎʎiʋo
šaljivost	ʃǎʎiʋoːst
šaljivčina	ʃaʎǐʋtʃina
šalmaj	ʃǎlmaːj
šalsfinga	ʃǎlsfinga
šaltati	ʃâːltati
šalter	ʃǎlter
šaltung	ʃǎltung
šalung	ʃǎlung
šalvare	ʃǎlʋare
šaman	ʃǎmaːn
šamanizam	ʃamanǐzam
šamar	ʃǎmar
šamarati	ʃamǎrati
šamarčina	ʃamǎrtʃina
šamija	ʃǎːmija
šamizen	ʃǎmizen
šampanjac	ʃampǎːɲats
šampanjski	ʃǎmpaɲskiː
šampion	ʃampǐoːn
šampionski	ʃampǐoːnski
šampionski	ʃampǐoːnskiː
šampon	ʃǎmpoːn
šanac	ʃânats
šank	ʃânk
šapa	ʃǎːpa
šapat	ʃâpaːt
šapka	ʃâpka
šapnuti	ʃǎpnuti
šaptati	ʃǎptati
šaptač	ʃǎptaːtʃ
šaputati	ʃapǔtati
šar	ʃâːr
šara	ʃǎːra
šaraf	ʃǎraːf
šarag	ʃǎrag
šaran	ʃâːran
šaran	ʃǎran
šarati	ʃǎːrati
šaren	ʃǎren
šarenica	ʃarěnitsa
šargarepa	ʃargarěːpa
šarlah	ʃǎrlax
šarlatan	ʃarlǎtaːn
šarlatanstvo	ʃarlatǎːnstʋo
šarm	ʃârm
šarmantan	ʃarmǎntan
šarmer	ʃǎrmeːr
šarmirati	ʃarmǐːrati
šarnir	ʃǎrniːr
šarolik	ʃarǒlik
šarž	ʃârʒ
šaržer	ʃǎrʒeːr
šatirati	ʃatǐːrati
šator	ʃâtor
šatrovački	ʃâtroʋatʃkiː
šaum	ʃǎum
šaumguma	ʃǎumguma
šaumrola	ʃǎumrola
šaumšnita	ʃǎumʃnita
šav	ʃâʋ
šačica	ʃâtʃitsa
šaš	ʃâːʃ
šašav	ʃâʃaʋ
šašavo	ʃâʃaʋo
šef	ʃêf
šeflja	ʃêfʎa
šegrt	ʃěgrt
šeher	ʃêxer
šeherezada	ʃexerezǎːda
šejtan	ʃěːjtaːn
šekspirijanski	ʃekspirǐjaːnskiː
šekspirolog	ʃekspirǒlog
šekspirski	ʃěkspiːrskiː
šel	ʃêl
šelak	ʃêlak
šeleshamer	ʃělesxamer
šelf	ʃêlf
šelit	ʃěliːt
šelman	ʃêlman
šema	ʃěːma
šematizam	ʃematǐzam
šematski	ʃěmatski
šematski	ʃěmatskiː
šengajst	ʃêːngajst
šeniti	ʃěːniti
šenkati	ʃênkati
šepati	ʃêpati
šepav	ʃêpaʋ
šepavac	ʃêpaʋats
šerbe	ʃěrbe
šerbet	ʃěrbet
šerijat	ʃerǐjat
šerpa	ʃěːrpa
šest	ʃêst
šest	ʃêːst
šestar	ʃěstaːr
šesterac	ʃestěːrats
šesti	ʃêstiː
šestica	ʃěstitsa
šestina	ʃěstina
šestinjanin	ʃestǐɲanin
šestojanuarski	ʃestojǎnuaːrskiː
šestoper	ʃestǒper
šestorica	ʃestǒritsa
šestoro	ʃêstoro
šestosjedalnica	ʃestosjědaːlnitsa
šetati	ʃěːtati
šetač	ʃětaːtʃ
šetački	ʃětaːtʃki
šetački	ʃětaːtʃkiː
šetnja	ʃěːtɲa
ševa	ʃěːʋa
ševal	ʃěʋaːl
ševiti	ʃěːʋiti
šezdeset	ʃezděseːt
šećer	ʃětɕer
šećerana	ʃetɕerǎna
šećerni	ʃětɕeːrniː
šešir	ʃěʃiːr
šeširdžija	ʃeʃǐrdʒija
šeširina	ʃeʃǐrina
šeširić	ʃeʃǐritɕ
šeširčina	ʃeʃǐrtʃina
šešula	ʃêʃula
šib	ʃîːb
šiba	ʃîba
šibati	ʃǐːbati
šibedah	ʃǐːbedax
šiber	ʃǐːber
šibica	ʃîbitsa
šica	ʃîtsa
šica	ʃǐtsa
šif	ʃîf
šifkarta	ʃîfkaːrta
šifra	ʃîfra
šihta	ʃîxta
šihtenšrajber	ʃǐxtenʃraːjber
šija	ʃîja
šikana	ʃikǎna
šikati	ʃîkati
šikati	ʃǐːkati
šiler	ʃǐler
šilj	ʃîːʎ
šiljak	ʃǐːʎak
šiljast	ʃîʎast
šiljat	ʃîʎat
šiljbok	ʃǐʎbok
šiljeg	ʃǐʎeg
šiljilo	ʃǐʎilo
šiljiti	ʃǐːʎiti
šiljka	ʃîːʎka
šiljčić	ʃǐʎtʃitɕ
šilt	ʃîlt
šilterica	ʃîlteritsa
šiltkapa	ʃîltkapa
šimfarija	ʃimfǎrija
šimfati	ʃîmfati
šimpanza	ʃimpǎnza
šimšir	ʃǐmʃir
šina	ʃîna
šindelbraten	ʃǐndelbraːten
šindra	ʃîːndra
šinjorina	ʃiɲǒriːna
šinkenvuršt	ʃǐnkenʋurʃt
šinobus	ʃînobus
šinter	ʃîːnter
šipan	ʃǐpan
šipanac	ʃipǎːnats
šipanski	ʃǐpanskiː
šiparac	ʃipǎːrats
šiparica	ʃipǎritsa
šipka	ʃîpka
šipkov	ʃǐːpkoʋ
šipražje	ʃǐpraːʒje
šiptar	ʃîptar
šiptar	ʃîptaːr
šiptarski	ʃîptarskiː
šira	ʃǐra
širajzl	ʃirǎjzl
šircenjeger	ʃǐrtseɲeːger
šircl	ʃǐrtsl
širenje	ʃǐːreːɲe
širilac	ʃǐrilats
širina	ʃirǐna
širiti	ʃǐːriti
širm	ʃîrm
širok	ʃǐrok
široko	ʃirǒko
široko	ʃǐroko
širokogrudan	ʃirokǒgrudan
širokogrudno	ʃirokǒgrudno
širokogrudnost	ʃirokǒgrudnoːst
širom	ʃǐːrom
šit	ʃît
šiti	ʃîti
šivati	ʃǐːʋati
šizma	ʃîzma
šizofrenija	ʃizofrěnija
šićija	ʃǐtɕija
šišati	ʃǐːʃati
šišmiš	ʃǐʃmiʃ
šištati	ʃǐːʃtati
šištav	ʃîʃtaʋ
šjor	ʃjôːr
škaf	ʃkâf
škafetin	ʃkafětiːn
škamp	ʃkâːmp
škare	ʃkâre
škatula	ʃkǎtula
škatulja	ʃkǎtuʎa
škemba	ʃkěmba
škembe	ʃkěmbe
škic	ʃkîts
škiljiti	ʃkǐːʎiti
škoda	ʃkôda
škodan	ʃkôdan
škoditi	ʃkôditi
škodljiv	ʃkǒdʎiʋ
škodljivo	ʃkǒdʎiʋo
škola	ʃkôːla
školarina	ʃkolǎrina
školj	ʃkôʎ
školjka	ʃkôːʎka
školjkast	ʃkôʎkast
školjkaš	ʃkǒʎkaːʃ
školovanje	ʃkôloʋaːɲe
školovati	ʃkôloʋati
školski	ʃkǒlski
školski	ʃkǒlskiː
školstvo	ʃkǒlstʋo
škopiti	ʃkǒpiti
škorpion	ʃkorpǐoːn
škot	ʃkôt
škotkinja	ʃkôtkiɲa
škotska	ʃkôtskaː
škotski	ʃkôtskiː
škrga	ʃkr̂ga
škrgut	ʃkr̂guːt
škrgutati	ʃkrgǔtati
škriljac	ʃkrǐːʎats
škrinja	ʃkrîɲa
škripa	ʃkrîpa
škripac	ʃkrǐpats
škripiti	ʃkrǐpiti
škripnuti	ʃkrǐːpnuti
škrob	ʃkrôb
škrobilo	ʃkrǒbilo
škrobiti	ʃkrǒbiti
škrtariti	ʃkrtǎːriti
škrto	ʃkr̂to
škrtost	ʃkr̂toːst
škuna	ʃkûna
škur	ʃkûːr
škurija	ʃkǔrija
škvadra	ʃkʋâdra
škver	ʃkʋêːr
škveranin	ʃkʋěranin
šlabekati	ʃlaběːkati
šlafcimer	ʃlâːftsimer
šlafhemd	ʃlâːfxemd
šlag	ʃlâːg
šlager	ʃlǎːger
šlagfertig	ʃlâːgfertig
šlagvort	ʃlǎgʋort
šlajdrati	ʃlâːjdrati
šlajer	ʃlâjer
šlajfa	ʃlâːjfa
šlajfati	ʃlâjfati
šlajm	ʃlâjm
šlajpek	ʃlǎjpek
šlampav	ʃlâmpaʋ
šlapa	ʃlâpa
šlauh	ʃlâux
šlem	ʃlêm
šlep	ʃlêp
šlepati	ʃlêpati
šleper	ʃlêper
šleptregerica	ʃleptrěːgeritsa
šleska	ʃlêskaː
šleski	ʃlêskiː
šlezija	ʃlêːzija
šlic	ʃlîts
šlif	ʃlîf
šlifer	ʃlǐfer
šlinga	ʃlîːnga
šličuha	ʃlǐtʃuxa
šljahta	ʃʎâxta
šljaka	ʃʎâka
šljakati	ʃʎâkati
šljaker	ʃʎâker
šljam	ʃʎâm
šljapati	ʃʎâpati
šljapnuti	ʃʎâpnuti
šljem	ʃʎêm
šljemati	ʃʎêːmati
šljiva	ʃʎîʋa
šljivik	ʃʎǐʋiːk
šljivovica	ʃʎîʋoʋitsa
šljunak	ʃʎǔːnak
šljunčan	ʃʎǔntʃan
šlogati	ʃlǒːgati
šloser	ʃlôser
šluk	ʃlûk
šlus	ʃlûs
šmajhlati	ʃmâjxlati
šmajser	ʃmǎjser
šmarn	ʃmârn
šmeker	ʃmêker
šmerkifel	ʃmêːrkifel
šminka	ʃmîːnka
šmir	ʃmîːr
šmirgl	ʃmǐrgl
šmirvuršt	ʃmîːrʋurʃt
šmokljan	ʃmǒkʎan
šmrk	ʃmr̂ːk
šmrkalj	ʃmr̂kaʎ
šmrkati	ʃmřːkati
šmrknuti	ʃmřːknuti
šmrktati	ʃmřktati
šmuc	ʃmûts
šmugler	ʃmûgler
šmuk	ʃmûk
šnajcer	ʃnǎjtser
šnajder	ʃnâjder
šnala	ʃnǎːla
šnaps	ʃnâps
šnaucer	ʃnǎutser
šnelcug	ʃnêltsuːg
šnelfotograf	ʃnelfotogrâf
šnešlager	ʃnêːʃlaːger
šnešue	ʃnêːʃue
šnicl	ʃnǐtsl
šnirati	ʃnǐːrati
šnit	ʃnît
šnita	ʃnîta
šnitholc	ʃnîtxolts
šnitlah	ʃnîtlax
šnitling	ʃnîtling
šnjofati	ʃɲôfati
šnorer	ʃnǒːrer
šnorkl	ʃnǒrkl
šnu	ʃnûː
šnur	ʃnûːr
šnurbart	ʃnûːrbaːrt
šnurbarthelter	ʃnûːrbaːrtxelter
šoc	ʃôts
šoder	ʃǒːder
šofer	ʃǒfeːr
šogor	ʃôːgor
šogorica	ʃogǒritsa
šojka	ʃôːjka
šok	ʃôk
šokac	ʃǒkats
šokantan	ʃokǎntan
šokantno	ʃokǎntno
šokirati	ʃokǐːrati
šol	ʃôːl
šolja	ʃǒːʎa
šopati	ʃôpati
šoping	ʃǒping
šos	ʃôs
šotka	ʃôtka
šou	ʃôu
šovinistički	ʃoʋinǐstitʃki
šovinistički	ʃoʋinǐstitʃkiː
šovinizam	ʃoʋinǐzam
šoštar	ʃôʃtaːr
špacakomin	ʃpatsakǒmiːn
špacirštok	ʃpatsîːrʃtok
špada	ʃpâːda
špaga	ʃpǎːga
špahtl	ʃpǎxtl
špahtla	ʃpǎxtla
špajhl	ʃpǎjxl
špajhla	ʃpǎjxla
špajscimer	ʃpâjstsimer
špajskarta	ʃpâjskarta
