অ	a
শিরিন	ʃiɾin
শিরোনাম	ʃiɹonam
শিরোনাম	ʃiɾonam
শিরোমনি	ʃiɾomoni
শিল	ʃil
শিল	ʃiːl
শিলনোড়া	ʃilnoɹaˑ
শিলনোড়া	ʃilnoɽaˑ
শিলনোড়া	ʃilnoɾaˑ
শিশু	ʃiʃuˑ
শিশ্ন	ʃiʃno
শিশ্ন	ʃiʃnoˑ
শিষ্য	ʃiʃˌoː
শিয়রে	siɔɾe
শীঘ্র	ʃigʱɹoˑ
শীঘ্র	ʃigʱɾoˑ
শীত	ʃit̪
শীতকাল	ʃitkal
শীততাপ	ʃit̪ɔt̪ap
শীতাতপ	ʃit̪at̪ɔp
শীর্ণ	ʃiɾn
শুঁটকি	ʃutkiˑ
শুঁটকি	ʃũʈkiˑ
শুক	ʃuk
শুক্র	ʃukɹoˑ
শুক্র	ʃukɾoˑ
শুক্রবার	ʃukɹɔbaɹ
শুক্রবার	ʃukɾɔbaɾ
শুতেন	ʃuten
শুধু	ʃud̪ʱuˑ
শুভ	ʃubʱoˑ
শুভ	ʃuvoˑ
শুমার	s̠umäˑɾ
শুয়োর	ʃu̯oɹ
শুয়োর	ʃu̯oɾ
শুরু	ʃuɹuˑ
শুরু	ʃuɾu
শুরু	ʃuɾuˑ
শুশুক	ʃuʃuɟ
শুয়োর	ʃuɔɹ
শূন্য	ʃunːoˑ
শেখ	ʃex
শেখ	ʃeːk
শেখানো	ʃekʰano
শেয়াল	ʃeal
শের-এ-বাংলা	ʃeɾebɑŋla
শেরপুর	ʃeɾbuɾ
শেষ	ʃeʃ
শৈবাল	ʃojˈbal
শৈলী	ʃojli
শৈশব	ʃoi̯ʃɔb
শোনা	ʃonaˑ
শোভন	ʃɔbʱɔn
শোয়া	ʃo̯aˑ
শোলা	ʃu˨˩˦la˥˩
শোষণ	ʃɔʃɔn
শোয়	ʃou˥˩
শোয়া	ʃoa
শ্বসন	ʃɑʃɔn
শ্বসিত	ʃoʃito
শ্বাস	s̠äːs̠
শ্বেত	ʃːet̪
শ্বেতকণিকা	ʃet̪konika
শ্বেতদ্বীপ	ʃetod̪ip
শ্বেতি	ʃit̪i
শ্যাম	ʃæm
শ্যাম	ʃæːm
শ্যাম	ʃɛm
শ্যাম	ʃɛːm
শ্যামদেশ	ʃæmd̪eʃ
শ্যাম্পু	ʃæmpuˑ
শ্যাম্পু	ʃɛmpuˑ
শ্রবণ	srobon
শ্রবণ	sɹɔbon
শ্রবণ	sɾɔbon
শ্রম	sɹɔm
শ্রম	sɾɔm
শ্রম	sɾɔːm
শ্রমিক	ˈsɹɒmɪk
শ্রমিকের	sɔmɪkeɾ
শ্রাবণ	sɹabon
শ্রাবণ	sɾabon
শ্রী	sɹiˑ
শ্রী	sɾiː
শ্রী	sɾiˑ
শ্রুতি	sɹut̪iˑ
শ্রুতি	sɾut̪iˑ
শ্রেণী	sɹeniˑ
শ্রেণী	sɾeniˑ
শ্লেষ্মা	sleʃːaˑ
শ্লেষ্মা	sleʃːãˑ
ষড়যন্ত্র	ʃɔɽodʑɔnt̪ːɾoˑ
ষড়যন্ত্র	ʃɔɽodʒɔnt̪ːɾoˑ
ষড়যন্ত্র	ʃɔɾodʑɔnt̪ːɾoˑ
ষড়যন্ত্র	ʃɔɾodʒɔnt̪ːɾoˑ
ষাঁড়	ʃaɹ
ষাঁড়	ʃãɽ
ষাঁড়	ʃãɾ
ষাট	ʃɒːktˈ
ষোড়শ	ʃoɾoʃ
ষোলো	ʃuɫo
সংক্ষেপ	ʃɔŋkʰep
সংক্ষেপে	ʃɔŋkʰeˈpe
সংগঠনের	ʃɔŋgɔtʰneɹ
সংগ্রাম	ʃɔŋgɹam
সংগ্রাম	ʃɔŋgɾam
সংঘর্ষ	ʃɔŋgʱɔɹʃoˑ
সংঘর্ষ	ʃɔŋgʱɔɾʃoˑ
সংবাদ	ʃɔŋbad̪
সংসদ	ʃɔ̃ʃɔd̪
সংসার	ʃɔŋʃaɹ
সংসার	ʃɔŋʃaɾ
সংস্কৃত	ʃɔŋskɹit̪oˑ
সংস্কৃত	ʃɔŋskɾit̪oˑ
সংস্কৃতি	ʃɔŋskɹit̪i
সংস্কৃতি	ʃɔŋskɹit̪iˑ
সংস্কৃতি	ʃɔŋskɾit̪iˑ
সই	ʃoi̯
সওদা	ʃɔo̯d̪aˑ
সওয়া	ʃo̯aˑ
সওয়া	ʃɔo̯aˑ
সওয়ার	ʃɔo̯aɹ
সওয়ার	ʃɔo̯aɾ
সকল	ʃɔkol
সকল	ʃɔkɔl
সকলকে	ʃɔkolke
সকাল	ʃɔkal
সকাল	ʃɔkɑl
সকাল-সন্ধ্যা	ʃɔkaˑlʃnd̪ʱaˑ
সখা	ʃɔkʰaˑ
সখা	ʃɔkˈa
সখী	ʃokʰiˑ
সঙ্গম	ʃɔŋgɔm
সঙ্গীত	ʃoŋgit
সঙ্গে	ʃɔŋgeˑ
সচরাচর	ʃɑtʃɑɾtʃɑɾ
সচেতনভাবে	ʃɔtɕeˑt̪ɔnbʱaˑbe
সজারু	ʃɔdʑaɹuˑ
সজারু	ʃɔdʒaɾuˑ
সড়ক	ʃɔɹok
সড়ক	ʃɔɽok
সড়ক	ʃɔɾok
সতর্ক	sɔt̪ɔɾk
সত্ত্ব	ʃɔt̪ːoˑ
সত্ত্বেও	ʃɔt̪ːeo̯
সত্য	ʃɔt̪ːoˑ
সত্যেন্দ্রনাথ	ʃɔt̪ːend̪ːɹɔnat̪
সত্যেন্দ্রনাথ	ʃɔt̪ːend̪ːɾɔnat̪
সদকা	sɔd̪kaˑ
সদর	ʃɔd̪oɹ
সদর	ʃɔd̪oɾ
সদৃশ	ʃɔd̪ːɹiʃ
সদৃশ	ʃɔd̪ːɾiʃ
সন	ʃɔn
সন	ʃɔːn
সনদ	ʃɔnod̪
সনে	ʃɔneˑ
সনেট	zˈɔnɪt
সন্ত	ʃɔnt̪oˑ
সন্ধ্যা	ʃɔnd̪ʱaˑ
সপরিবার	ʃɔpoɾiˑbaɾ
সপ্তাহ	ʃɔpt̪aɦoˑ
সপ্তাহ	ʃɔpt̪aˑ
সফর	sɔfoɹ
সফর	sɔfoɾ
সফল	ʃɔfɔl
সব	ʃɒb
সব	ʃɔb
সব	ʃɔːb
সবকিছু	ʃɔbkitɕʰuˑ
সবকিছু	ʃɔbkitʃʰuˑ
সবচেয়ে	ʃɔbtɕeˑ
সবচেয়ে	ʃɔbtʃeˑ
সবজজ	sɔbdʑɔdʑ
সবজজ	sɔbdʒɔdʒ
সবজা	ʃɔbdʑaˑ
সবজা	ʃɔbdʒaˑ
সবজি	ʃobdʑiˑ
সবজি	ʃobdʒiˑ
সবজি	ʃobziˑ
সবজি	ʃɔbdʑiˑ
সবজি	ʃɔbdʒiˑ
সবজি	ʃɔbziˑ
সবটা	ʃabta
সবর	sɔboɹ
সবর	sɔboɾ
সবাই	ʃɔbai̯
সবুজ	ʃobudʑ
সবুজ	ʃobudʒ
সবুজ	ʃobuz
সব্যসাচী	ʃobːoʃatɕiˑ
সব্যসাচী	ʃobːoʃatʃiˑ
সভা	ʃɔbʱaˑ
সভা	ʃɔvaˑ
সভাপতি	ʃbʱaˑpɔt̪iˑ
সভায়	ʃbʱai̯
সমকামী	ʃɔmɔkamiˑ
সমকে	ʃɔmkɛˑ
সমকে	ʃɔmxɛˑ
সমকে	ʃɔŋkɛˑ
সমকে	ʃɔŋxɛˑ
সমন	ʃɔmon
সময়	ʃɔmɔe̯
সময়কাল	ʃɔmɔe̯kal
সমস্যা	ʃɔmoʃːaˑ
সমাজ	ʃɔmadʑ
সমাজ	ʃɔmadʒ
সমাজতন্ত্র	ʃɔmaz̪̪t̪ɔnt̪ːɹoˑ
সমাজতন্ত্র	ʃɔmaz̪̪t̪ɔnt̪ːɾoˑ
সমাজতান্ত্রিক	ʃɔmaz̪̪t̪ant̪ːɹik
সমাজতান্ত্রিক	ʃɔmaz̪̪t̪ant̪ːɾik
সমাধান	ʃɔmad̪ʱan
সমাধি	ʃɔmad̪ʱiˑ
সমান	ʃɔmaːn
সমাবেশ	ʃɔmabɛʃ
সমীকরণ	ʃmiˑkɾɔn
সম্পত্তি	ʃɔmpot̪ːiˑ
সম্পর্কে	ʃɔmpɔɹkeˑ
সম্পর্কে	ʃɔmpɔɾkeˑ
সম্পাদিকা	ʃɔmpad̪ikaˑ
সম্প্রসারণ	ʃmpɾoʃaɾon
সম্বন্ধে	ʃɔmbɔnd̪ʱeˑ
সম্ভব	ʃɔmbʱɔb
সম্ভব	ʃɔmvɔb
সম্ভবত	ʃɔmbʱɔbɔt̪
সম্ভাবিত	smbʱabid̪
সম্মুখসংগ্রাম	smmukʃɑŋgɾam
সম্মেলন	ʃɔmːelɔn
সম্মোহন	ʃmmoɦn
সর	ʃɑːr
সরকারি	ʃɹkaɾiˑ
সরঞ্জাম	saˈɾɯnˈdʒam
সরবরাহ	ɾbɔɾaˑɦ
সরবরাহ	ʃɔɹboɹaɦoˑ
সরবরাহ	ʃɔɾboɾaɦoˑ
সরল	ʃɔɾol
সরলীকরণ	ʃɹd̪iˑkɾon
সরষে	ʃoɹʃeˑ
সরষে	ʃoɾʃeˑ
সরস্বতী	ʃɔɹoʃːot̪iˑ
সরস্বতী	ʃɔɾoʃːot̪iˑ
সরা	ʃɔra
সরানো	ʃɔrano
সরীসৃপ	s̠ɔ̝ɾis̠ːɾiˑp
সরোজ	ʃɔɹodʑ
সরোজ	ʃɔɾodʒ
সর্বকামী	ʃɔɹbɔkamiˑ
সর্বকামী	ʃɔɾbɔkamiˑ
সর্বগ্রাসী	ʃɔɹbgɹaˑʃiˑ
সর্বদা	ʃɔɹbod̪aˑ
সর্বদা	ʃɔɾbod̪aˑ
সলতনত	sɔl̪t̪ɔnɔt̪
সলতনৎ	sɔl̪t̪ɔnɔt̪
সস্তা	ʃɔsta
সস্তা	ʃɔst̪aˑ
সহ	ʃɔ
সহকার	ʃɔɦokaɹ
সহকার	ʃɔɦokaɾ
সহজ	ʃɔɦodʑ
সহজ	ʃɔɦodʒ
সহজ	ʃɔɦɔdʒ
সহযোগিতা	ʃɦdʑogit̪aˑ
সহস্র	ʃɔɦosɹoˑ
সহস্র	ʃɔɦosɾoˑ
সহস্রাব্দ	ʃɔɦosɹabd̪oˑ
সহস্রাব্দ	ʃɔɦosɾabd̪oˑ
সা	ʂa
সা	ʃa
সাঁই	ʃai̯
সাঁই	ʃãiˑ
সাঁওতাল	ʃao̯t̪al
সাঁওতাল	ʃãot̪al
সাঁওতালি	ʃao̯t̪aliˑ
সাঁওতালি	ʃãot̪aliˑ
সাঁকো	ʃanko
সাঁতরানো	ʃãt̪rano
সাঁতার	ʃat̪aɹ
সাঁতার	ʃãt̪aɾ
সাংস্কৃতিক	ʃaŋskɹit̪ik
সাংস্কৃতিক	ʃaŋskɾit̪ik
সাইফ	sai̯f
সাঈদ	sai̯d̪
সাকিব	sakib
সাকিব	sakˈb
সাকিব	ʃakib
সাক্ষী	ʃakːʃi
সাক্ষ্য	sakʰːoˑ
সাগু	ʃaguˑ
সাজা	ʃadʑaˑ
সাজা	ʃadʒaˑ
সাজানো	ʃadʒano
সাড়ে	ʃaɹeˑ
সাড়ে	ʃaɽeˑ
সাড়ে	ʃaɾeˑ
সাত	ʃat̪
সাতক্ষীরা	ʃat̪kʰiɹaˑ
সাতক্ষীরা	ʃat̪kʰiɾaˑ
সাথে	ʃat̪ʰeˑ
সাথে	ʃaːt̪ʰe
সাদমান	sad̪man
সাদা	tʃada
সাদা	ʃad̪aˑ
সাদামাঠা	ʃadamatʰa
সাদিয়া	sad̪i̯aˑ
সাধ	ʃad̪
সাধা	ʃad̪ʱaˑ
সাধারণ	ʃad̪ʱaron
সাধারণভাবে	ʃaˑd̪ʱaɾonbʱaˑbe
সাধুভাষা	ʃad̪ʱubʱaʃaˑ
সাধুভাষা	ʃad̪ʱuvaʃaˑ
সানাই	ʃanai̯
সান্যাল	ʃanɛl
সাফ	saf
সাফ	saːf
সাফারি	sau̯faɾi
সাবজজ	s̠äbdzɔˑdz
সাবজজ	s̠äbdʒɔˑdʒ
সাবধান	ʃabd̪ʱan
সাবরিনা	sabɹinaˑ
সাবরিনা	sabɾinaˑ
সাবান	ʃaban
সাবালক	ʃabalok
সাবাস	ʃabɑʃ
সাবিত	sabit̪
সাব্যস্ত	ʃabːost̪oˑ
সাভার	sabʱaɾ
সাভার	ʃabʱaɾ
সামনে	ʃamneˑ
সামিয়া	sami̯aˑ
সামী	samiˑ
সাম্যবাদ	ʃamːɔbad̪
সাম্রাজ্য	ʃamɹadʑːoˑ
সাম্রাজ্য	ʃamɾadʒːoˑ
সায়া	ʃae̯aˑ
সার	saɹ
সার	saɾ
সার	saːɾ
সার	ʃaɹ
সার	ʃaɾ
সার	ʃaːɾ
সারা	ʃaɹaˑ
সারা	ʃaɾaˑ
সারি	ʃaɹiˑ
সারি	ʃaɾiˑ
সার্জারি	ʃaɹdʑaɹiˑ
সার্জারি	ʃaɾdʒaɾiˑ
সাল	ʃal
সাল	ʃaːl
সালতানাত	sal̪t̪anat̪
সালমান	salman
সালাত	salat̪
সালাদ	salad̪
সালাম	salam
সালোকসংশ্লেষ	ʃalokʃɔŋsleʃ
সালোকসংশ্লেষণ	ʃalokʃɔŋsleʃon
সাহচর্য	ʃaɦtɕʰɔɹdʑoˑ
সাহা	ʃaɦaˑ
সাহায্য	ʃaɦadʑːoˑ
সাহায্য	ʃaɦadʒːoˑ
সাহায্যের	ʃaɦadʒer
সাহিত্য	ʃaɦit̪ː
সাহিত্য	ʃaɦit̪ːoˑ
সাহেব	ʃaɦeb
সিঁথি	ʃit̪ʰiˑ
সিঁথি	ʃĩt̪ʰiˑ
সিংহ	ʃiŋɦoˑ
সিংহাসন	ʃiŋɦaʃon
সিএনজি	si̯endʑiˑ
সিএনজি	si̯endʒiˑ
সিকদার	ʃigdaɾ
সিকান্দর	ʃikand̪ɔɹ
সিকান্দর	ʃikand̪ɔɾ
সিক্ত	ʃikto
সিগারেট	ʃigaɹet
সিগারেট	ʃigaɾeʈ
সিঙ্গাপুর	ʃiŋgapuɹ
সিঙ্গাপুর	ʃiŋgapuɾ
সিডি	ʃidiˑ
সিডি	ʃiɖiˑ
সিধা	ʃid̪ʱaˑ
সিন্দুক	ʃind̪uk
সিন্ধু	ʃind̪ʱuˑ
সিন্ধুঘোটক	ʃind̪ʱugʱotɔk
সিন্ধুঘোটক	ʃind̪ʱugʱoʈɔk
সিয়াম	si̯am
সিরাজগঞ্জ	ʃiɾadʒgɔndʒ
সিরিজ	sˈiɹiz
সিলেট	silet
সিলেট	sileʈ
সিলেট	siʎet
সিলেট	ʃilet
সিলেট	ʃileʈ
সীতা	ʃit̪aˑ
সীমা	ʃima
সীমানা	ʃimana
সীল	ʃiːl
সুইজারল্যান্ড	su̯izaɹlɛnd
সুইজারল্যান্ড	su̯izaɾlæɳɖ
সুখ	ʃuːk
সুখ	ʃuːkʰ
সুগম	ʃugom
সুগার	ʃugaɹ
সুগার	ʃugaɾ
সুজি	ʃudʑiˑ
সুজি	ʃudʒiˑ
সুড়ঙ্গ	ʃuɹɔŋgoˑ
সুড়ঙ্গ	ʃuɽɔŋgoˑ
সুড়ঙ্গ	ʃuɾɔŋgoˑ
সুদ	ʃud̪
সুনামি	ʃunamiˑ
সুনিধি	ʃunid̪ʱiˑ
সুন্দর	ʃund̪ɔɹ
সুন্দর	ʃund̪ɔɾ
সুন্দরবন	ʃund̪oɹbon
সুন্দরবন	ʃund̪oɾbon
সুপ	sˈup
সুপারিশ	ʃupaɹiʃ
সুপারিশ	ʃupaɾes
সুপারিশ	ʃupaɾiʃ
সুপ্রভাত	ʃupɹobʱat̪
সুপ্রভাত	ʃupɹovat̪
সুপ্রভাত	ʃupɾobʱat̪
সুপ্রভাত	ʃupɾovat̪
সুবর্ণ	ʃubɔɹnoˑ
সুবর্ণ	ʃubɔɾnoˑ
সুবর্ণা	ʃubɔɹnaˑ
সুবর্ণা	ʃubɔɾnaˑ
সুবহানাল্লাহ	ʃubɦanalːaˑ
সুবহানাল্লাহ	ʃuvanalːaˑ
সুমন	ʃumon
সুমন	ʃumɔn
সুরত	suɹɔt̪
সুরত	suɾɔt̪
সুরা	s̠uɾaˑ
সুরা	ʃura
সুরিনাম	ʃuɹinam
সুরিনাম	ʃuɾinam
সুরে	ˈʃure
সুলতান	sul̪t̪an
সুলতানা	sul̪t̪anaˑ
সুলুপ	s̠uluˑp
সুস্থ	ʃust̪ʰoˑ
সূচনা	ʃutʃona
সূচী	ʃutɕiˑ
সূচী	ʃutʃiˑ
সূরা	suɹaˑ
সূরা	suɾaˑ
সূরা	ʃuɹaˑ
সূরা	ʃuɾaˑ
সূর্য	ʃuɹdʑoˑ
সূর্য	ʃuɾdʒoˑ
সূর্যের	ˈʃurjer
সৃষ্টি	sɹistiˑ
সৃষ্টি	sɹiʃtiˑ
সৃষ্টি	sɾiʂʈiˑ
সে	ʃe
সে	ʃeː
সে	ʃeˑ
সেকেন্ড	sekend
সেকেন্ড	sekeɳɖ
সেখান	ʃekʰan
সেখানে	ʃekʰane
সেচ	ʃɛt
সেতু	ʃɛtˈu
সেন	sen
সেন	seːn
সেনগুপ্ত	ʃengupt̪oˑ
সেন্সস	s̠ens̠ɔˑs̠
সেন্সস	s̠ɛns̠ɔˑs̠
সেপ্টেম্বর	septembɔɹ
সেপ্টেম্বর	septɛmbɑ
সেপ্টেম্বর	sepʈembɔɾ
সেরূপ	ʃɛrup
সেলাম	selam
সেলুন	selun
সেহেতু	seɦet̪uˑ
সৈয়দ	soeod̪
সোজা	ʃodʑaˑ
সোজা	ʃodʒaˑ
সোনা	ʃona
সোনা	ʃonaˑ
সোনারগাঁও	ʃɔnaɹgao̯
সোনারগাঁও	ʃɔnaɾgãoˑ
সোভিয়েত	ʃobʱi̯et̪
সোভিয়েত	ʃovi̯et̪
সোমবার	ʃombaɹ
সোমবার	ʃombaɾ
সোয়াদ	so̯ad̪
সোয়াদ	ʃo̯ad̪
সোয়ামি	ʃo̯amiˑ
সোহরাওয়ার্দী	soɦɾəo̯ɑɾd̪iˑ
সোহরাওয়ার্দী	soɾɒo̯ɑɾd̪iˑ
সোহরাওয়ার্দী	sɔɾoo̯aɾd̪iˑ
সোহাগ	ʃoɦag
সৌন্দর্য	ʃou̯nd̪ɔɹdʑoˑ
সৌন্দর্য	ʃou̯nd̪ɔɾdʒoˑ
সৌভাগ্য	ʃou̯bʱagːoˑ
সৌভাগ্য	ʃou̯vagːoˑ
সৌরজগৎ	ʃou̯ɹodʑɔgot̪
সৌরজগৎ	ʃou̯ɾodʒɔgot̪
সৌরাষ্ট্র	ʃou̯ɹastːɹoˑ
সৌরাষ্ট্র	ʃou̯ɹaʃtːɹoˑ
সৌরাষ্ট্র	ʃou̯ɾaʂʈːɾoˑ
স্কুটার	skutaɹ
স্কুটার	skuʈaɾ
স্কুল	skul
স্কুল	skuːl
স্কোরবোর্ড	skɔrbɔd
স্ট্রিট	stːɹit
স্ট্রিট	sʈːɾiʈ
স্ট্রিট	ʂʈːɾiʈ
স্তন	stˈɔn
স্তালিন	s̠t̪äliˑn
স্তূপ	st̪up
স্থল	st̪ʰɔl
স্থান	st̪ʰan
স্থাপত্য	st̪ʰapot̪ːoˑ
স্থাপন	st̪ʰapɔn
স্থিত	st̪ʰit̪oˑ
স্নানাগার	snaˈnaˈgˈar
স্নিগ্ধা	snigd̪ʱaˑ
স্নেহ	sneɦoˑ
স্নেহবঞ্চিত	sneɦɔbɔntʃidɔ
স্পর্শ	spɔɹʃoˑ
স্পর্শ	spɔɾʃoˑ
স্পেনীয়	spenio
স্প্যানিশ	spanɪʃ
স্ফটিক	spʰoʈik
স্বদেশ	ʃɔd̪eʃ
স্বপ্নবিলাস	ʃɔpnobilas
স্বর	ʃɔɹ
স্বর	ʃɔɾ
স্বর	ʃɔːɾ
স্বর	ʃˈɔɹ
স্বর্গ	ʃɔɹgoˑ
স্বর্গ	ʃɔɾgoˑ
স্বর্ণ	ʃɔɹnoˑ
স্বর্ণ	ʃɔɾnoˑ
স্বস্তি	ʃɔsti
স্বস্তিকা	ʃɔst̪ikaˑ
স্বাগতম	ʃagɔt̪om
স্বাধীনতা	ʃad̪ʱinɔt̪aˑ
স্বামিনী	ʃaminiˑ
স্বামী	ʃamiˑ
স্বামীস্ত্রী	ʃamist̪ːɹiˑ
স্বামীস্ত্রী	ʃamist̪ːɾiˑ
স্বার্থের	ʃaɾt̪ʰeɹ
স্বীকার	ʃikar
স্মরণ	ʃɔɹon
স্মরণ	ʃɔ̃ɾon
স্মরণযোগ্য	ʃɔ̃ɾondʑɔgːoˑ
স্মরণিকা	ʃɔ̃ɾonika
স্মরা	ʃɔra
স্মর্তব্য	ʃɔɾtɔbː
স্মিত	smito
স্মৃতি	sɹiti
স্মৃতি	sɹit̪iˑ
স্মৃতি	sɾit̪iˑ
স্মৃতিচারণ	smɹit̪itɕaɹon
স্মৃতিচারণ	smɾit̪itʃaɾon
স্যর	sæɾ
স্যর	sæːɾ
স্যর	sɛɹ
স্যার	sæɾ
স্যার	sæːɾ
স্যার	sɛɹ
স্রষ্টা	sroʃta
স্রেফ	sɹef
স্রেফ	sɾef
স্রেফ	sɾeːf
স্রোত	sɹot̪
স্রোত	sɾot̪
সৎ	ʃɔt̪
সড়ক	ʃɾok
হ	a
হংকং	ɦɔŋkɔŋ
হইতে	ɦoi̯t̪eˑ
হও	ˈoʊ
হওয়া	ɦɔo̯aˑ
হক	hok
হক	ɦɔk
হক	ɦɔːk
হকি	hoˈki
হকি	ɦɔkiˑ
হজরত	ɦɔdʑɹot̪
হজরত	ɦɔdʒɾot̪
হজরত	ɦɔzɹot̪
হজরত	ɦɔzɾot̪
হঠাৎ	ɦɔtat̪
হঠাৎ	ɦɔtʰat̪
হঠাৎ	ɦɔʈat̪
হঠাৎ	ɦɔʈʰat̪
হতাশা	ɦɔt̪aʃaˑ
হতে	ɦoˈte
হতেন	ho̞t̪e̞n
হত্যা	otːa
হত্যা	ɦottɑ
হদিস	ɦod̪is
হদিস	ɦod̪iʃ
হন	hæn
হনুমান	ɦonuman
হন্দর	ɦɔnd̪oɹ
হন্দর	ɦɔnd̪oɾ
হপ্তা	ɦɔpt̪aˑ
হবি	hobi
হমকে	ɦɔmkɛˑ
হমকে	ɦɔmxɛˑ
হমকে	ɦɔŋkɛˑ
হমকে	ɦɔŋxɛˑ
হয়	ɦɔe̯
হয়রান	ɦɔeɹan
হয়রান	ɦɔeɾan
হয়ে	ɦɔeˑ
হরণ	ɦaɾon
হরতাল	ɦɔɹt̪al
হরতাল	ɦɔɾtal
হরতাল	ɦɔɾt̪al
হরফ	ɦɔɹof
হরফ	ɦɔɾop
হরফ	ɦɔɾopʰ
হরি	ɑri
হরি	ɦoɹiˑ
হরি	ɦoɾiˑ
হরিকেল	ɦoɾkel
হরিজন	ɦoɾidʒoˑn
হরিজন	ɦɔɹidʑɔn
হরিজন	ɦɔɾidʒɔn
হরিণ	ɦoɹin
হরিণ	ɦoɾin
হরিয়ানা	hɔɾijana
হরিহর	oˑɹiˑɦoɹ
হরীতকী	ɦoɹit̪okiˑ
হরীতকী	ɦoɾit̪okiˑ
হলাম	ɦolam
হলে	ˈole
হস	aʃ
হসপিটাল	ɦɔspital
হসপিটাল	ɦɔspiʈal
হস্তমৈথুন	ɦɔst̪omoi̯t̪ʰun
হা	hˈæ
হাঁচা	ɦãtʃa
হাঁচি	ɦatɕiˑ
হাঁচি	ɦãtʃiˑ
হাঁটা	ɦãʈ̟a
হাঁটু	ɦatuˑ
হাঁটু	ɦãʈuˑ
হাঁস	ɦaʃ
হাঁস	ɦaːʃ
হাঁস	ɦãʃ
হাঁস	ɦãːʃ
হাইপোথ্যালামাস	ɦai̯pot̪ʰælamas
হাইপোথ্যালামাস	ɦai̯pot̪ʰɛlamas
হাওড়	häo̯ɽ̟
হাওড়াবাসী	ɦao̯ɹabaʃiˑ
হাওড়াবাসী	ɦao̯ɽabaʃiˑ
হাওড়াবাসী	ɦao̯ɾabaʃiˑ
হাওর	häo̯ɾ
হাগা	ɦagaˑ
হাঙর	ɦanɔɾ
হাঙ্গামা	ɦaŋgamaˑ
হাজং	ɦadʑɔŋ
হাজং	ɦadʒɔŋ
হাজার	adʒaɾ
হাজার	ɦadʑaɹ
হাজার	ɦadʒaɾ
হাজারী	ɦazaɹiˑ
হাজারী	ɦazaɾiˑ
হাজারো	adʒaro
হাট	ɦat
হাট	ɦaʈ
হাট	ɦaːt
হাট	ɦaːʈ
হাড়	ɦaɹ
হাড়	ɦaɽ
হাড়	ɦaɾ
হাত	ɦat̪
হাতি	ɦat̪iˑ
হাদিয়া	ɦad̪i̯aˑ
হাদিস	ɦad̪is
হানা	ɦanaˑ
হানাফী	ɦanafiˑ
হানিফ	ɦanif
হানুক্কা	ɦanukːaˑ
হাফসা	ɦafsaˑ
হাফেজ	ɦafez
হাবশি	ɦäbs̠iˑ
হাবীব	ɦabib
হাভেলি	ɦabʱeliˑ
হাভেলি	ɦaveliˑ
হামলা	ɦamlaˑ
হামলাবাজ	amlabadʒ
হামানদিস্তা	ɦamand̪ist̪aˑ
হামেশা	ɦameʃaˑ
হায়	ɦae̯
হায়দরাবাদ	ɦae̯d̪ɔɹabad̪
হায়দরাবাদ	ɦae̯d̪ɔɾabad̪
হায়দ্রাবাদ	ɦae̯d̪ːɹabad̪
হায়দ্রাবাদ	ɦae̯d̪ːɾabad̪
হায়েনা	ɦae̯naˑ
হার	har
হারা	hara
হারানো	harano
হারাম	ɦaɹam
হারাম	ɦaɾam
হারামজাদা	ɦaɹamdʑad̪aˑ
হারামজাদা	ɦaɾamdʒad̪aˑ
হার্মাদ	ɦaɹmad̪
হার্মাদ	ɦaɾmad̪
হাল	ɦal
হাল	ɦaːl
হালকা	ɦalkaˑ
হালাক	ɦalak
হালাল	ɦalal
হালুয়া	ɦalu̯aˑ
হাশি	ɦas˥
হাশি	ɦaʃiˑ
হাসপাতাল	ɦaʃpat̪al
হাসা	hasaː
হাসা	ɦaʃaˑ
হাসান	ɦasan
হাসান	ɦaʃan
হাসি	ɦaʃiˑ
হাসিন	ɦasin
হাস্য	aʃo
হাড়ি	hari
হিজড়া	ɦidʑɹaˑ
হিজড়া	ɦidʒɽaˑ
হিজড়া	ɦidʒɾaˑ
হিটলার	ɦitːlaɹ
হিটলার	ɦiʈːlaɾ
হিন্দকী	ɦind̪kiˑ
হিন্দি	ɦind̪iˑ
হিন্দী	ɦind̪iˑ
হিন্দু	ɦind̪uˑ
হিন্দুত্ব	ɦind̪ut̪ːoˑ
হিন্দুস্তান	ɦind̪ust̪an
হিম	ɦim
হিম	ɦiːm
হিম	ɦˈɪm
হিমপাত	ɦimɔpat
হিমানী	himani
হিমালয়	ɦimälɔ̜e̯
হিয়া	ɦi̯aˑ
