a	ɑ
uitgebring	œytχəbrɪŋ
uitgebuit	œytχəβœit
uitgedeel	œytχdeːl
uitgedien	œytχdiən
uitgedink	œytχəˈdɪŋk
uitgedruk	œytχdɹʏk
uitgegaan	ʌɪtχəˈɣɑːn
uitgeglip	ʊi̯txəɣlɪp
uitgegooi	œytχgoʊi
uitgegrou	œʏtχəˈgruː
uitgehaak	œytχˈɦaːk
uitgehaal	ʌɪtχɑːl
uitgehangen	œytχˈɦɑŋə
uitgehou	œytχəu
uitgekies	œʏtχəˈkiəs
uitgeklim	œytχkɫɪm
uitgeknip	œytχknɪp
uitgekom	œytχkʊm
uitgekruip	œy̯tχkɾœy̯p
uitgekry	ʊi̯txəˈkrɪ
uitgelaat	œytχəˈlɑːt
uitgelag	œytχgəˈlɑχ
uitgeleef	œytχɛˈliːf
uitgeleen	œytχiˈleːn
uitgelek	œy̯tχɛlɛk
uitgeloop	œytχgəˈlup
uitgelos	œytχɛlos
uitgelê	œʏtχəˈle
uitgenooi	œyʈəˈnœi
uitgepak	œytχpɑk
uitgeplaas	œytχplɑːs
uitgeput	œytχsput
uitgereik	ʊi̯tχəˈrɛik
uitgeroei	œytχruˈi
uitgeroep	ʊi̯tχəˈrøːp
uitgerus	œytχəˈrʌs
uitgesaai	œytsəˈsɑi̯
uitgesien	œytxəsiən
uitgesit	œy̯tχsiθ
uitgeskop	œytxəskɔp
uitgeskree	ʉi̯tχskriː
uitgeskreeu	œytˈskriːu̯
uitgesluit	œytχslyt
uitgesmyt	ʉitχsˈmʏt
uitgesny	œytχsnɪ
uitgesoek	œytχsuk
uitgespel	œytxəspɛl
uitgespoeg	œytxəspuk
uitgespreek	œytχspɹɛk
uitgesprei	œytχsprɛi
uitgestal	œytˈxstɑl
uitgestap	œytxstɑp
uitgesteek	ʌɪtχəˈsteːk
uitgestel	œytxstɛl
uitgestem	œytˈxɪstɛm
uitgestoot	œytxstut
uitgestrekte	ʊi̯tχstrɛktə
uitgestuur	œytxstʰyːr
uitgesuig	œytχsœiχ
uitgesukkel	œytχsʏkəl
uitgeteld	œytχˈtɛlt
uitgetree	œytxəˈtrɛː
uitgetrek	œytχtrɛk
uitgevaar	œytχsɑːr
uitgevaardig	œytχvaːrdiχ
uitgevat	œytχəˈvɑt
uitgevind	œytχviːnt
uitgevoer	œytχfuːr
uitgevra	œytχfɹa
uitgevreet	œytχfɹeːt
uitgewer	œytχəˈvɛr
uitgewerk	œytχɛrˈk
uitgewers	ʌɪtχəβɛrs
uitgewyk	œytˈɣʏɪk
uitgooi	œytˈgɔi̯
uithaal	əʊtɦɑːl
uitheemse	ˈœy̯tɦeːmsə
uithelp	ʊitˈhɛlp
uithou	ʔui̯tɦou̯
uitjaag	œytˈʃaːχ
uitkeer	œytˈkɪr
uitkenbare	œyt̪kəˈnɑːrə
uitklaar	œytklɑːr
uitklaring	œytklɑːrɪŋ
uitklim	œytklɪm
uitkom	œytkɔm
uitkoms	œytˈkɔms
uitkruip	œytkrœy̆p
uitkry	œytkrʏ
uitkyk	œytˈkəχ
uitlaai	ʌɪtˈlɑːi
uitlaat	œytˈlɑːt
uitleen	əʊtəˈlɪən
uitlewer	ˈœy̯təlɛr
uitlewering	ˈœy̯təlɛə̯rɪŋ
uitlos	œytˈlɔs
uitlê	œytˈlɛː
uitmaak	ʉɪtˈmɑːk
uitmekaar	ʔʊitməˈkɑːr
uitmekaargeruk	œytmɛkɑːrχrʏk
uitmekaargeslaan	ʔuitmɛkɑrʃlɑːn
uitmis	œytmɪs
uitneem	œytˈnɛm
uitnemende	œʏtnəˈmɛndə
uitnodiging	œytnɔdiχɪŋ
uitnodigings	ˈœy̯tnodəχɪŋs
uitnooi	œytˈnɔi̯
uitoefen	ˈœy̯tʊfən
uitpak	œyt̪ˈpɑk
uitpak	ətpˈok
uitpraat	œytˈprɑːt
uitprobeer	œytprobeːr
uitputtend	œyt̪pʏt̪ənt
uitputtende	œyt̪pʏt̪əndə
uitroei	ˈaɪdɹˈi
uitroeier	œytˈrœi̯ər
uitroep	ʉi̯tˈruːp
uitroepteken	ʊi̯tˈrœptəken
uitrook	ʉi̯tˈrʊk
uitruik	œytˈrœyk
uitruil	œytˈrœy̯l
uitruiling	œytrœylɪŋ
uitruk	œɪ̯tˈrœk
uitrus	œytrʏs
uitrusting	ʌɪtrʏstɪŋ
uitsendings	œytsɛndɪŋs
uitsien	œytˈsiən
uitsig	œytsɪχ
uitsit	œytsɪt
uitskel	œytskəl
uitskiet	œytskiːt
uitskop	œytskɔp
uitskot	œytskɔt
uitskree	œytskreː
uitskryf	œytskrɪf
uitslae	œytslɑː
uitslag	œytslɑχ
uitsluip	œytslœp
uitsluitlik	œytslœitlik
uitsluitsel	œytslœytsəl
uitsmyter	œytsmʏtər
uitsoekerig	œytsœkəˈrɪχ
uitsoekerig	əjtsʏkɛrˈax
uitsondering	œytsɔndəˈrɪŋ
uitsonderings	œytˈsɔndəɾɪŋs
uitsonderlik	œytsɔndəˈrɪk
uitsonderlike	œytsɔndəˈrɪkə
uitspansel	œytˈspɑnsəl
uitspattig	ʉi̯tspɑtəχ
uitspattigheid	ʉi̯tspəˈtəχtəi̯t
uitspel	œytˈspɛl
uitspitten	œytˈspɪtə
uitspraak	œytˈsprɑːk
uitspreek	ʊitˈspɹɛk
uitstaan	œʏtˈstɑːn
uitstaande	ʌɪtʃtɑːndə
uitstallings	ʉi̯tʃtɑlɪŋs
uitstappie	œytˈstɑpə
uitstappies	œytˈstɑpəs
uitstek	œytˈstɛk
uitstekend	œytˈstɪkənt
uitstekende	œʏtˈstɛkəndə
uitstel	œʏtˈstɛl
uitsterf	əɾt̪st̪aɾf
uitstort	ʊitˈstɔrt
uitstyg	œʏtˈstɪχ
uitsuig	œtsœiχ
uitswel	œtsʋɛl
uittree	əˈtrɪə̯
uittrek	ʊi̯tˈrɛk
uitvaagsels	œytˈfɑːχsəls
uitvang	œytˈfɑŋ
uitvee	œytˈfeː
uitverkoop	œytfərˈkʰɔp
uitvind	œytfɪnt
uitvinder	œytfɪndər
uitvinding	œytfɪŋt
uitvindsel	œytfɪntsəl
uitvoer	œytˈfɪr
uitvoerende	œytˈfʊə̯rɛndə
uitvoerig	œytˈfʊəriχ
uitvoering	œytfuːəŋ
uitvoerings	œytfʊəˈrɪŋs
uitvra	œytˈfʀa
uitvryf	œytˈfrif
uitweg	œytˈʋɛχ
uitwei	œytˈʋaɪ
uitwerk	œytˈʋɛrk
uitwerking	œytˈʀɪŋkə
uitwerking	ˈɛɪtʋaːrkɛŋ
uitwerpsel	œytʋɛrpsəl
uitwerpsels	œytʋɛrpsəls
uitwis	œytvis
uitwissing	œytfɪsɪŋ
uitwys	œytʋɪs
ujiie	əˈçiː
ulbricht	ˈɜlbɹəχt
ulm	ʊləm
ulmhout	ˈulməʊt
ulrike	ˈɜːlrikə
ultimatum	ˈɪltɪmɑtʏm
um	ʏm
uncle	ʌŋkəl
und	ʌnt
under	ˈʌndər
undercoverzaak	ˈʊndərkʏfərˌzɑːk
understand	ˈʌndərstɑːnd
unicom	ˈjuːnɪkɔm
unie	ˈuniə
uniek	ˈuniːk
unieke	ˈuniːkə
uniform	ˈjunɪfɔrm
uniformpie	ˈɪnfɔɾmpi
uniforms	ˈjuːnɪfɔːms
united	ˈjʌnɪtɪd
univers	ˈɪnvɪrsi
universeel	ˈɪnɪvɛrsəl
universele	ˈɪnɪfɛrsələ
universiteit	ˈɪnvɪrsiˌtɛɪt
universiteit	ˌynivɛrsiˈtɛit
universiteit-studente	ˌynivəˈsɪtiːtˈstʏdənə
universiteite	ɪnɪvɛrsɪtɛɪt
universiteitsgeboue	ˌɪnvɪniˈsɪtɪtsχəˌbuə
unto	ʊntuː
up	əp
update	ˈʔaˌpdeɪt
updates	əpˈdʊts
upington	apɪŋtoːn
uppsala	ˈʔupsɑlə
ure	ʏrə
ursula	ˈʏrsələ
us	əs
uself	ʏsɛlf
ussr	ʏsər
uterus	ʏtəˈrʏs
uur	iːr
uur	yːr
uur	ʏr
uur-trein	ʏːrˈtrɛin
uurglas	ʏrɣlɑs
uurliks	ˈyrlˈɵks
uwe	əʊ
uylenburgh	ʏilənbʏrx
uzbekiese	ʏzˈbɪəsi
v	ʋ
v-k-c-n-r	ˈfɪkəŋ
v-o-r-k	foːrk
v-twin	ˈfɪtwaɪn
vaag	faːχ
vaak	faːk
vaar	faːr
vaar	fɑːr
vaardighede	faːrdiχeːde
vaardigheid	faːɾdiʃt
vaartuig	faːrtœyχ
vaarwel	faːrʋəl
vaas	faːs
vaatjie	faːtʃi
vab	faβ
vabond	faβɔnt
vader	ˈfɑːdər
vaderfiguur	ˈfɑːdəɾfiˌkœyɾ
vaderland	ˈfɑːdərˌlɑnt
vaderlandsliedere	ˈfɑːdərlantsliːdərə
vaderlandsliefde	ˈfɑːdərlantslifdə
vadoek	ˈfɑːduək
vae	fok
vak	fok
vak	ʋɑk
vakansie	fakuntsi
vakansie	ˈfɑkənsi
vakansie-oord	ˈfɑkənsiʊrʊə̯rt
vakansiedae	ˈfɑkənsiəˌdɑi̯
vakansiedag	ˈfɑkənsiəˌdɑχ
vakansieoord	ˈfɑkənsiʊərt
vakansiewerk	ˈfɑkənsiəˌvɛrk
vakbondkongres	ˈfɑkbəntsˌkɔŋgris
vakkennis	ˈfɑkənɪs
vakleerling	ˈfɑkləɾəɫəŋ
vakmanne	ˈfɑkmanə
vakmanskap	ˈfɑkˌmɑnˌskɑp
val	faːl
valdeur	ˈfɑldœr
valence	ˈfɛləns
valentin	ˈfɑləˌtɪn
valentina	ˈfɑləˌtinə
valentino	ˈfɑːləˌtɪnoʊ
vall	ˈfɑl
vallei	fɑlˈlɑj
vallei	ˈfɑləi̯
valletjies	ˈfɑləˌtʃis
valmondois	ˈfɑlmɔndɔɪ̯s
valois	ˈfɑːlɔɪs
vals	ɦɑls
valsbek	ˈfɑlsbɛk
valse	ˈfɑlsə
valshede	ˈfɑlsəde
valsheid	ˈfɑlsχɪt
valskermregiment	ˈfɑlskɛrmrɪˌɣɪmənt
valskermsoldate	ˈfɑlskɛrmˌsɔldətə
valstrikke	ˈfɑlstrɪkə
valuta	ˈfɑːlʏtɑ
valya	ˈfɑljə
vampier	ˈfɑmpiər
van	san
van	ʋɑn
vanaand	fɑŋˈɔnt
vanaand	ˈfɑnɑːnt
vanaf	ˈfanaχ
vance	ˈfɑːnsə
vandaan	ˈfɑndaːn
vandag	fantaz
vandag	ˈfɑndɑχ
vandale	ˈfɑndələ
vandat	ˈfɑndət
vandoor	ˈfɑːndoːr
vanf	ʋɑːnəf
vang	ʋɑŋ
vangplek	ˈfɑŋplɛk
vangwa	fˈaŋlˌɔ
vanielje	vanˈɛljə
vanilla	ˈfɑnɪlə
vanilla-roomys	ˈfɑnɪləˈruːmɪs
vanmiddag	ˈfɑnmɪˌdaχ
vanmore	ˈfɑːnmoːrə
vanmôre	fɔmˈoːrə
vanmôre	ˈfɑnˌmœrə
vannaand	ˈfɑnɑːnt
vannag	fˈɛnˌɑg
vannag	ʋaˈnɑχ
vanne	fˈanə
vanoggend	faːnoχɛnd
vanoggend	vˈanˈɔxənt
vanop	vanɔp
vanself	ˈfɑnsɛlf
vanselfsprekend	ˈfɑnsəlspɹɛkənt
vanuit	ʋaːnœyt
vanwaar	ʋɑnˈʋɑr
vanweë	ʋɑnˈʋiː
varander	ˈvɑːrɑːndər
variteit	ˈvɑːritəit
vark	farak
vark	ʋɑrk
varke	ˈfɑrkə
varke-gees	ˈfɑrkeːs
varkhok	ˈfɑrχɔk
varkhond	ˈfɑrχənt
varkies	ˈfɑrkiəs
varkpoot	ˈfɑrgput
varkvel	ˈfɑrgfəl
varkvet	ˈfɑrkvɛt
varkvleis	ˈfɑrgflɛɪ̯s
varkwors	ˈfɑrgʋɔrs
vars	faːrs
vars	fˈas
vars-groen	ˈfɑrsχrun
varser	ˈfɑrsər
varsheid	ˈfɑrʃɦɪt
vas	fas
vas	vas
vasal	ˈfɑsəl
vasalle	ˈfɑsələ
vasals	ˈfɑsəls
vasberade	ˈfɑsbəɾaːdə
vasberadenheid	ˈfɑsbəɾaːdəŋɦɪə̯t
vasbeslote	ˈfɑsbəˌslɔtə
vase	faːsə
vasektomie	ˈfɑsɛktoːmi
vasgebind	ˈfɑsχəˌbint
vasgebyt	ˈfɑsχəɪ̯pt
vasgegryp	ˈfɑsχəˌχrɪp
vasgehou	ˈfɑsχəʊ
vasgekeer	ˈfɑsχiˌkɪr
vasgekeerdes	ˈfɑsχiˌkɪəɾdəs
vasgeklem	ˈfɑsχəklɛm
vasgeloop	ˈfɑsχəˌlʊp
vasgelê	ˈfɑsχəˌleː
vasgemaak	ˈfɑsχəˌmɑːk
vasgepen	ˈfɑsχəpən
vasgeskop	ˈfɑsχɛskɔp
vasgesteek	ˈfɑsχəˌstɪk
vasgestel	ˈfɑsχəˌstɛl
vasgeval	ˈfɑsχəˌfɑl
vasgevang	ˈfɑsχəˌfɑŋ
vashou	faʃuː
vaskeer	ˈfɑskɪr
vasklem	ˈfɑsklɛm
vasklou	ˈfɑsklʊə
vasknoop	ˈfɑsknup
vasloop	ˈfɑsloːp
vaslê	ˈfɑsle
vassit	ˈfɑsət
vassteek	ˈfɑstiːk
vasstel	fastˈoɾ
vasstel	ˈfɑstəl
vaste	vaste
vastebates	ˈfɑstəbɑtəs
vasteland	fastɑlɑnt
vasteland	ˈfɑstəland
vaster	ˈfɑstər
vastrek	ˈfɑstʀɛk
vaststelling	ˈfɑstəlɪŋ
vasvra	ˈfɑsfrɑ
vat	ʋɑt
vate	ˈfɑːtə
vatikaan	ˈfɑːtɪkɑːn
vc	ʃ
ve	feː
veb	βɛp
vedra	ˈfɛə̯drɑ
vee	feː
vee	fiel
veel	feːl
veeld	feːlt
veeleisend	ˈfɛːləi̯sənt
veels	feːls
veelsydig	filsajdə
veer	feːr
veer	fiel
veerboot	feːɾˈbʊt
veerhoed	feːrɦut
veerpyltjies	feːrpɪltʃis
veertig	ˈfɪə̯rtəx
veertjie	feːrtʃi
veertjies	feːrtʃiə
veeveiling	ˈfɪə̯fəɪ̯ləŋ
veg	feχ
veg	fˈax
vegan	ˈfɛɣən
vegtend	ˈfɛχtənt
vegtende	ˈfɛxtəntə
vegter	feχtər
vegvliegtuie	ˈfɛχfliχtui̯ə
vegvliënier	ˈfɛχflɪəˌniə
veilig	sajlɑq
veilig	ˈfɛilɪχ
veilige	ˈfɛi̯ləxə
veiliger	ˈfɛilɪχər
veiligheid	ˈfɛiləχɪt
veiligheidsbeelden	ˈfɛiləχdɪsbɛːlən
veiligheidsdiens	ˈfɛilɪəxtsdiə̃s
veiligheidsdienste	ˈfɛilɪəxətsdiːnsə
veiligheidsfout	ˈfɛilɪçfʌut
veiligheidsheinings	ˈfɛilɪəxəins
veiligheidskoene	ˈfɛilɪçɦɛitskœnə
veiligheidsplan	ˈfɛilɪəxəplɑn
veiligheidsploeg	ˈfɛilɪəxdsplœχ
veiligheidspolisie	ˈfɛilɪçˌhɛitspolisɪ
veiligheidsredes	ˈfɛilɪəxəˌrɛːdə
veiling	ˈfɛilɪŋ
veins	fɛɪ̯ns
vektore	ˈfɛktərə
vel	fˈaʊ
vel	ʋɛl
veld	fˈɛlt
veld	ɸɛlt
velde	ˈfɛldə
veldmaarskalk	ˈfɛltmɑːrskɑk
veldslag	ˈfɛtslɑχ
veldtog	fˈɛltˈɔr
veldtog	ˈfɛltɔχ
vele	ˈfɛlə
velgenreiniger	ˈfɛlχnəɪ̯nɪχər
velle	ˈfɛlə
velletjie	ˈfɛlətʃi
veltogte	ˈfɛltɔχtə
venesiaans	penjˈsjˈanʃ
venesiese	ˈvɛnəsɪə
veni	ˈfeni
venisiese	ˈfɛnisɪə
venisië	ˈvɛnisiə
vennoot	ˈfənʊət
vennootskap	ˈfənʊtskɑp
venote	ˈfɛnətə
venster	fenktser
venster	ˈfɛnstər
vensterbank	tɛŋstɛrfɑŋk
vensterherstel	ˈfɛnstərˌhɛrstəl
vensters	pɛntstɔrs
vensters	ˈfɛnstəʁs
vensterseep	ˈfɛnstəˌsip
vent	fˈɪnt
vent	ʋɛnt
ventilasie	ˈfɛntɪlɑˌsi
venus	ˈfɛnʏs
venyn	feneɪn
ver	fr̥
ver-spot-tigheid	ˈfɛrspɔttəi̯χ
vera	fəˈraː
veraaier	fəˈrɑɪ̯ər
veraaiers	ˈfɛraɪ̯ərs
verafsku	fəˈrafskʰu
verag	fəˈrɑχ
veragtelik	fəˈrɑxtələk
veragtelike	fəˈrɑxtələkə
veragting	ˈfɛrɑxtɪŋ
veral	fesau
veral	fəˈrɑl
veranda	ˈfɛːrəndə
verander	fəˈrɑːndər
verander	sɛrˈandər
veranderd	fəˈrɑːndərt
verandering	fəˌrɑːnəˈdiŋ
veranderinge	fəˈrɑːndɪŋə
veranderlik	fɛrɑndɑrlɯ̞k
verant	fəˈrɑːnt
verantwoordelik	ˈfɛrɑntʋɔːrələk
verantwoordelikes	ˌfɛrɑntˈʋoːɾdəlɪkəs
verantwoordelikhede	fəˌrɑntʃʊɐ̯dəˈlɪkə
verantwoordelikheid	fəˌrɑntsʋəi̯ˌɾɛɪ̯ɫəkɦəi̯t
verantwoordelikheid	fəˌɾɑntˈvoːrdɛləkɦɛit
veranwoordelikheid	ˌfɛrɑnˌvɔːrˌdɛlɪkˈɦɛit
veras	ˈfɛrɑs
verassing	ˈfɛrɑsɪŋ
verbaas	fɛrbɔs
verbaas	ˈfɛrβaːs
verban	fɛrbɔn
verban	ˈfɛrban
verband	fɛrbanˈd
verband	ˈfɛnbant
verbande	ˈfɛrbɑːndə
verbanning	ˈfɛrbənɪŋ
verbasende	ˈfɛrβasəntə
verbasing	ˈfɛrbəsəŋ
verbeel	fɛrbio
verbeel	ˈfɛrβɛːl
verbeelding	ˈfɛrbɛldəŋ
verbeeldingloosheid	ˈfɛrbɛɪ̯ləŋloːsɦit
verbeeldingsvriend	ˈfɛrbɛɪ̯ləŋsfrɪə̯nt
verberg	ˈfɛrbəχ
verbete	ˈfɛrbətə
verbeter	ˈfɛrbətər
verbetering	ˈfɛrbətərəŋ
verbeteringskool	ˈfɛrbətərəŋskuːl
verbeurdverklaar	ˈfɛrβœːrtfərˌkɑːr
verbied	ˈfɛrbiət
verbind	fəˈbint
verbind	fɛrpənt
verbinding	ˈfɛrbəŋdəŋ
verbindingsofficier	ˈfɛrbɪŋdəŋsʔɔfiˌsɪər
verbintenis	fɛrbɛntɛmɛs
verbintenis	ˈfɛrβintnis
verbintenisse	ˈfɛrbɪntənəsə
verbleikte	ˈfɛrblɪktə
verblind	ˈfɛrblint
verbloem	ˈfɛrblum
verbly	ˈfɛrbləi̯
verblyf	ˈfɛrblif
verbod	fɾpɔt
verbod	ˈfɛrbɔt
verbode	ˈfɛrbʊdə
verbond	fərbond
verbond	ˈfɛrbɔnt
verbonde	ˈfɛrbɔndə
verborge	ˈfɛrbɔrχə
verbrand	frɛbrant
verbrand	ˈfɛrβrɑnt
verbreed	fɛrbriːt
verbreek	ˈfɛrbrɛk
verbreking	ˈfɛrbrəəŋ
verbrokkel	ˈfɛrbrɔkəl
verbrou	ˈfɛrbrœu̯
verby	ˈfɛrbi
verbyflits	ˈfɛrbəflɪts
verbygaan	ˈfɛrbiˌɣɑːn
verbygangers	ˈfɛrbəχɑŋərs
verbygeloop	ˈfɛrbəjəlʊp
verbykom	ˈfɛrbəˌkɔm
vercijferde	ˈfɛrsiˌfɛrdə
vercors	ˈfɛrkɔrs
verdaag	ˈfɛrdaːχ
verdag	fəˈrɑχ
verdag	vɛrdˈɑx
verdagte	ˈfɛrdaχtə
verdagtes	ˈfɛrdaχtəs
verdamp	ˈfɛrdaːmp
verdedig	fərdˈɪrəx
verdedig	ˈfɛrðəɦiχ
verdediging	ˈfɛrðəɦɪŋ
verdedigingsraad	ˈfɛrðəɦiŋsraːt
verdeel	fəˈdiːl
verdeel	fɛrdiːl
verdekselse	ˈfɛrðɛksəlsə
verdeler	ˈfɛrdələr
verdelg	ˈfɛrdəlχ
verdeling	ˈfɛːɾdəlɪŋ
verdenking	ˈfɛrdenkɪŋ
verder	ˈfɛrdər
verdere	ˈfɛrdeɾə
verdi	ˈfɛrdi
verdien	fɛrdim
verdien	ˈfɛrdiən
verdienste	ˈfɛrdiːstə
verdiep	ˈfɛrdiːp
verdink	ˈfɛrtɪŋk
verdoem	ˈfɛrduːə̯m
verdoemenis	ˈfɛːrduːəˌminəs
verdoeming	ˈfɛrduːəŋ
verdoesel	fəˈduːsəl
verdof	ˈfɛrdoːf
verdom	ˈfɛɾdɔm
verdomde	ˈfɛɾdɔmdə
verdomme	ˈfɛɾdɔmə
verdomp	ˈfɛɾdɔmp
verdonker	ˈfɑrɾɔŋkər
verdonkering	ˈfɐrɾɔŋərχɪŋ
verdor	ˈfɛrdoːr
verdorie	ˈfɛrdoːriə
verdowing	səɾduːəbˈɛn
verdowing	ˈfɛrdoɪ̯ŋ
verdowings-verslaafde	ˈfɛrduəŋsfərˌslɑːftə
verdra	ˈfɛrdaː
verdraai	fɛrdraj
verdriet	ˈfɛrtrɪət
verdrietig	ˈfɛrtritəx
verdrink	ˈfɛrtrɪŋk
verdryf	ˈfɛrtrəi̯f
verdubbel	ˈfɛrɟʏbəl
verduidelik	ˈfɛrɟʏi̯ɛlik
verduideliking	ˈfɛrdiːdəlɪŋ
verduidelikings	ˈfɛrdiːdəlɪŋs
verduister	ˈfɛrɟʊi̯stər
verduistering	fɛrˈdɑistɯrɛn
verduistering	ˈfɛrdiːstəˌrɪŋ
verdun	ˈfɛrdʏn
verduur	ˈfɛrtyːr
verdwaal	ˈfɛrdaːl
verdwijn	ˈfɛrɟʊɪn
verdwyn	ˈfɛrtwaɪ̯n
verdwyning	ˈfɛrtʃinɪŋ
vere	ˈfɛrə
vere-glans	ˈfɛrɪglɑns
veredel	ˈvɛrɛdəl
vereer	ˈfɛrɪr
vereffen	fɛrɛfːɛn
vereffen	ˈfɛrɛfən
verehoed	ˈfɛrɦud
vereis	ˈfɛːrɛis
vereiste	frəjstɛ
vereistes	ˈfɛəɪ̯stəs
verena-susters	ˈfɛːrənaˌsœstsər
verenig	fəˈrɛnɪχ
verenigde	ˈfɛːrəˌnɪχdə
vereniging	ˈfɛːrəˌniŋɪŋ
verenigings	fəˈɾeɪnχɪŋs
vererg	ˈfɛrɛχ
vererger	ˈfɛrɛrχər
verering	ˈvɛːrəŋ
verf	fr̥f
verf	fˈaɾs
verfilm	fəˈrɪlm
verfilming	ˈfɪlməŋ
verflenter	ˈfɛrfləntər
verflenterde	ˈfɛrfləntəɾdə
verfraai	ˈfɛrfrɑːi
verfris	ˈfɹɪs
verfrissend	fɛrfrɛsɛnt
verfwinkel	ˈfɛrfɪŋkəl
verfyn	ˈfɪə̯n
verfynde	ˈfɛɹfʏndə
verg	farʁ
verg	frχ
vergaan	fəˈgɑːn
vergader	ˈfɛrχaːdər
vergadering	ˈfɛrχaːdərɪŋ
vergaderings	ˈfɛrχɑːdərɪŋs
vergadersale	ˈfɛrχədɐˌsɑːlə
verganklikheid	ˈfɛrχɑŋkəlɪkɦɛit
vergas	ˈfɛrχas
vergassing	ˈfɛrχasɪŋ
vergeef	ˈfɛrχiːf
vergeeflik	ˈfɛrχɛːflək
vergeefs	ˈfɛrχɛfs
vergeer	ˈfɛrχɪr
vergeet	ˈfɛrχit
vergelyk	ˈfɛrχələk
vergelykbaar	ˈfɛrχəlɪkˌbɑːr
vergelyking	ˈfɛrχəlɪŋ
vergelykings	ˈfɛrχəlɪŋs
vergemaklik	fərɣəmˈɑklɪk
vergesel	ˈfɛrχəsəl
vergestalt	ˈfɛrχəstɑlt
vergete	ˈfɛrχətə
vergetelheid	ˈfɛrχətəlɦɪət
vergewe	ˈfɛrχə
vergewing	ˈfɛrχəʊŋ
vergifnis	ˈfɛrχɪfnɪs
vergiftig	ˈfɛrχɪftəx
vergis	ˈfɛrχɪs
vergiss	ˈfɛrχɪs
vergoed	ˈfɛrχut
vergoeding	frˈxudˈan
vergoeding	ˈfɛrχʊəiŋ
vergroot	ˈfɛrχruːt
vergrootglas	ˈfɛrχruːtχlɑs
vergroting	ˈfɛrχrʊəŋ
vergulde	ˈfɛrxəldə
vergunnings	ˈfɛrχʏŋɪŋs
verhaal	ˈfɛrɑːl
verhale	fəˈrɑːlə
verhandel	ˈfɛrɦɛndəl
verhard	ˈfɛrɑrt
verheerlik	fəˈɦɪə̯lək
verhef	ˈfɛrɦɛf
verhelder	ˈfɛrɦɛldər
verheug	ˈfɛrɦøːχ
verheugd	ˈfɛrɦœχt
verhewe	ˈfɛrɦɛʋə
verhinder	ˈfɛrɦɪndər
verhit	ˈfɛrɪt
verhitting	ˈfɛrχətɪŋ
verhoed	ˈfɛrɦut
verhoging	fəˈrɦoχəŋ
verhonger	foːŋər
verhoog	ˈfɛrɦuχ
verhoogd	ˈfɛrɦuχt
verhoogde	ˈfɛrɦʊəχdɛ
verhoognaam	ˈfɛrɦʊə̯nɑːm
verhoogverskynings	ˈfɛrɦʊə̯fərˌskəi̯ŋs
verhoor	ˈfɛrɦʊə̯r
verhouding	farahwdng
verhouding	ˈfɛrɔu̯ˌdiŋ
verhoudinge	ˈfɛrɦœy̯ˌdiŋə
verhuis	ˈfɛrɦœi̯s
verhuur	ˈfɛrɦyːr
verifieer	vˈɛrəfiɾˈ
verjaag	ˈfɛrjɑːχ
verjaar	ˈfɛrjɑːr
verjaardag	ˈfɛrjɑːrdɑχ
verjaardagparty	ˈfɛrjɑːrdɑxpɑːrti
verjaardagviering	ˈfɛrjɑːrdɑχfɪəˌrɪŋ
verjaardagwense	ˈfɛrjɑːrdɑχˌvɛnsə
verjaarsdag	farjɑwɑʃtɑh
verjaarsdag	ˈfɛrjɑːrsdɑχ
verjaarsdagpersente	ˈfɛrjɑːrsdɑxpəˌrɛntsə
verkeer	fɛrkijɛr
verkeerd	fɛrkiːrt
verkeerd	ˈfɛrkiːrt
verkeerde	ˈfɛrkiːrə
verkeerdelik	ˈfɛrkiːɾdələk
verkeerdloop	ˈfɛrkiːrtloːp
verkeerslig	fəɾˈkiəɾsˌlɪχ
verken	fɛrpim
verken	ˈfɛrkən
verkenner	ˈfɛr̥kənər
verkenners	ˈfɛr̥kənərs
verkerk	ˈfɛrkəɹk
verkies	fˈakˈis
verkies	ˈfɛrkiəs
verkiesing	ˈfɛrkiə̯sɪŋ
verkiesings	ˈfɛrkiəˌsɪŋs
verkiesingsamptenare	ˈfɛrkiəsɪŋsɑmptəˌnɑːr
verkiesingskommissie	ˈfɛrkiəsɪŋskɔmˌsi
verkla	ˈfɛɾkɫa
verklaar	fˈɛrklaɾ
verklaar	ˈfɛrklɑːr
verklae	ˈfɛɾkɫɑːi̯
verklank	ˈfɛɾklɑŋk
verklap	ˈfɛɾklɑp
verklaring	ˈfɛɾkɫaːrɪŋ
verklarings	ˈfɛrkləˌraɪ̯ŋs
verkleineer	ˈfɛrklinəɪ̯r
verklikker	ˈfɛɹklɪkər
verknies	ˈfɛrknis
verkondig	vɛrkˈɔndəx
verkondig	ˈfɛrkʊndəx
verkool	fərkvʊl
verkoop	fɛrˈkʊɐp
verkoop	ˈfɛrkuːp
verkoopstories	ˈfɛrkuːpstɔːris
verkope	ˈfɛrkuːpə
verkoper	ˈfɛrkuˌpɛr
verkoping	ˈfɛrkuːpɪŋ
verkort	ˈfɛrkɔrt
verkoue	ˈfɛrkuə
verkrag	ˈfɛrkrɑχ
verkragting	vɛrkrˈɑxtən
verkramp	fəˈkrɑmp
verkreukelde	ˈfɛrkrœykəldə
verkry	ˈfɛrkrə
verkwalik	ˈfɛrkwəˌlɪk
verkwikkend	ˈfɛrkikənt
