'nen	nen
stichflamme	ʃtˈɪçflamə
stichflammen	ʃtˈɪçflamən
stichfunktion	ʃtˈɪçfʊŋktsɪˌoːn
stichhaltig	ʃtˈɪçhaltˌɪç
stichhaltig	ʃtˈɪçhˈalthɪç
stichhaltige	ʃtˈɪçhaltˌɪgə
stichhaltigem	ʃtˈɪçhaltˌɪgəm
stichhaltigen	ʃtˈɪçhaltˌɪgən
stichhaltiger	ʃtˈɪçhaltˌɪgɜ
stichhaltiges	ʃtˈɪçhaltˌɪgəs
stichhaltigkeit	ʃtˈɪçhaltˌɪçkaɪt
stichhaltigkeit	ʃtˈɪçhaɪtɪçkˌaɪt
stichig	ʃtˈɪçɪç
stichige	ʃtˈɪçɪgə
stichigem	ʃtˈɪçɪgəm
stichigen	ʃtˈɪçɪgən
stichiger	ʃtˈɪçɪgɜ
stichiges	ʃtˈɪçɪgəs
stichinzision	ʃtˈɪçɪntsˌiːzɪˈoːn
stichkanal	ʃtˈɪçkanˌɑːl
stichkappe	ʃtˈɪçkɑːpə
stichle	ʃtˈɪçlə
stichleitung	ʃtˈɪçlaɪtˌʊŋ
stichling	ʃtˈɪçlɪŋ
stichlinge	ʃtˈɪçlɪŋə
stichlingen	ʃtˈɪçlɪŋən
stichlänge	ʃtˈɪçlˌɛŋəl
stichnote	sçtˈɪçnˌoːtə
stichnothe	ʃtˈɪçnˌoːtə
stichprobe	ʃtˈɪkpɾˌɔbə
stichprobe	ʃtˈɪçpɾoːbə
stichproben	ʃtˈɪçpɾoːbən
stichprobenansatz	ʃlˈɪçpɾˈoːbənˈanzˌats
stichprobenartig	ʃtˈɪçpɾoːbənˈɑːrtˌɪç
stichprobenartig	ʃtˈɪçpɾoːbˌɛnaɾtˌɪç
stichprobenartige	ʃtˈɪçpɾoːbˌɛnaɾtˌɪgə
stichprobenartigem	ʃtˈɪçpɾoːbˌɛnaɾtˌɪgəm
stichprobenartigen	ʃtˈɪçpɾoːbˌɛnaɾtˌɪgən
stichprobenartiger	ʃtˈɪçpɾoːbˌɛnaɾtˌɪgɜ
stichprobenartiges	ʃtˈɪçpɾoːbˌɛnaɾtˌɪgəs
stichprobenbasis	ʃlˈɪçpɾˌoːbənbˌɑzɪs
stichprobenbedingt	ʃtˈɪçpɔbənbədˈɪŋt
stichprobenbefragung	ʃtˈɪçpɾˌoːbənbˌəfrˌɑːkʊŋ
stichprobenbeschreibung	ʃtˈɪçpɾˌoːbənbˈɛʃrˌaɪbʊŋ
stichprobenerhebung	ʃtˈɪçpɾˌoːpənɛɾhˈeːbʊŋ
stichprobenermittlung	ʃtˈɪçpɾˌoːbənɜmˈɪtlˌʊŋ
stichprobenfehler	ʃlˈɪçpɾˌoːbənfˌeːlɜ
stichprobenfunktion	ʃtˈɪçpɾˌoːbənfˌʊŋktsɪˈoːn
stichprobengröße	ʃtˈɪçpɾˌoːbəngɾˈœsə
stichprobenkorrektur	ʃtˈɪçpɾˈoːbənkˌɔrɛktuːɾ
stichprobenort	ʃtˈɪçpɾˈoːbənˌɔɾt
stichprobenprüfung	ʃtˈɪçpɾˌoːbənpɾˈyːfʊŋ
stichprobenraum	ʃlˈɪçpɾˌoːbənrˌɑːʊm
stichprobenstatistik	ʃtˈɪçpɾˌoːgənstˈatˈɪstˌiːk
stichprobensumme	ʃtˈɪçpɾˌoːbənzˌʊmə
stichprobenvariable	ʃtˈɪçpɾˌoːbənvˈɑɾɪɑːblə
stichprobenverfahren	ʃtˈɪçpɾˌoːbənfɛɾfˈɑːrən
stichprobenverzerrung	ʃtˈɪçpɾˌoːbənfɜtsˈeːɾʊng
stichpunkt	ʃtˈɪçpʊŋkt
stichpunktartig	ʃtˈɪçpʊŋktˌaɾtɪç
stichpunktartige	ʃtˈɪçpʊŋktˌaɾtɪgə
stichpunktartigem	ʃtˈɪçpʊŋktˌaɾtɪgəm
stichpunktartigen	ʃtˈɪçpʊŋktˌaɾtɪgən
stichpunktartiger	ʃtˈɪçpʊŋktˌaɾtɪgɜ
stichpunktartiges	ʃtˈɪçpʊŋktˌaɾtɪgəs
stichpunkte	ʃtˈɪçpʊŋktə
stichpunkten	ʃtˈɪçpʊŋktən
stichpunktes	ʃtˈɪçpʊŋktəs
stichreaktion	ʃtˈɪçrˌeːaktsɪˈoːn
stichregulator	ʃtˈɪçrˌɛgʊlˌɑːtoːɾ
stichregulierung	ʃtˈɪçrˌeːguːlˈeːrʊŋ
stichrisiko	ʃtˈɪkɾɪsɪˌkoː
stichs	ʃtˈɪks
stichst	ʃlˈiːkst
stichst	ʃtˈɪkst
stichstab	ʃtˈɪkstaɾb
stichsäge	ʃtˈɪksɛːgə
stichsäge	ʃtˈɪçzɛʒɛ
stichsägen	ʃtˈɪksɛːgən
sticht	ʃtˈɪçt
stichtag	ʃtˈɪçtɑːk
stichtage	ʃtˈɪçtɑːgə
stichtagen	ʃtˈɪçtɑːgən
stichtags	ʃtˈɪçtɑːks
stichtagsverfahren	ʃtˈɪçtɑːksfɛɾfˌɑːrən
stichtiefdruck	ʃtˈɪçtˈiːfdɾˈɔk
stichverhältnis	ʃtˈɪçfɜhˌɛltnɪs
stichverlauf	ʃtˈɪçfɜlˌɑːʊf
stichvorlage	ʃtˈɪçfˌɔɾlˌɑːgə
stichwaffe	ʃtˈɪçvafə
stichwaffe	ʃtˈɪçvɑːfə
stichwaffen	ʃtˈɪçvafən
stichwahl	stɪçvˈɑːl
stichwahl	ʃtˈɪçvɑːl
stichwahlen	ʃtˈɪçvɑːlɛn
stichweglänge	ʃtˈɪkvəgˌlɛŋɛ
stichwort	ʃtˈɪçvɔɾt
stichwortbeziehung	ʃtˈɪçvɔɾtbətsˌiːʊŋ
stichworte	ʃtˈɪçvɔɾtə
stichworten	ʃtˈɪçvɔɾtən
stichwortes	ʃtˈɪçvɔɾtəs
stichwortgeber	ʃtˈɪçvɔɾtgˌeːbɜ
stichworts	ʃtˈɪçvɔɾts
stichwortsammlung	ʃtˈɪçvɔɾtzˌamlʊŋ
stichwortverweis	ʃtˈɪçvɔɾtfɜvˌaɪz
stichwortverzeichnis	ʃtˈɪçvɔɾtfɜtsˌaɪçnɪs
stichwortverzeichnisse	ʃtˈɪçvɔɾtfɜtsˌaɪçnɪsə
stichwortverzeichnissen	ʃtˈɪçvɔɾtfɜtsˌaɪçnɪsən
stichwortverzeichnisses	ʃtˈɪçvɔɾtfɜtsˌaɪçnɪsəs
stichwunde	ʃtˈɪçvʊndə
stichwunden	ʃtˈɪçvʊndən
stichwörter	ʃtˈɪçvœɾtɜ
stichwörter	ʃtˈɪçvɜtɜ
stichwörtern	ʃtˈɪçvœɾtɜn
stichzählung	ʃtˈɪçtsɛːlˌʊŋ
sticke	ʃtˈɪkə
stickeinheit	ʃtˈɪkˈaɪnhˌaɪt
stickel	ʃtˈɪkəl
stickele	ʃtˈɪkəlˌɛ
stickelmann	ʃtˈɪkɛlmˌan
sticken	ʃtˈɪkən
stickend	ʃtˈɪkənt
stickende	ʃtˈɪkəndə
stickendem	ʃtˈɪkəndəm
stickenden	ʃtˈɪkəndən
stickender	ʃtˈɪkəndɜ
stickendes	ʃtˈɪkəndəs
sticker	stˈɪkɚ
sticker	ʃtˈɪkɜ
stickeralben	ʃtˈɪkɜˈalbən
stickeralbum	stˈɪkɜalbʊm
stickerei	ʃtˈɪkɜaɪ
stickerei	ʃtˌɪkeːrˈaɪ
stickereiabteilung	ʃtˈɪkɛɾaɪˈaptˌaɪlʊŋ
stickereien	ʃtˌɪkeːrˈaɪən
stickerin	ʃtˈɪkərˌɪn
stickerin	ʃtˈɪkɛɾɛn
stickerinnen	ʃtˈɪkeːrˌɪnən
stickern	ʃtˈɪkɜn
stickers	ʃtˈɪkɜs
stickgarn	ʃtˈɪkgaɾn
stickhusten	ʃtˈɪkhʊstən
stickhustens	ʃtˈɪkhʊstəns
stickig	ʃtˈɪkɪç
stickige	ʃtˈɪkɪgə
stickigem	ʃtˈɪkɪgəm
stickigen	ʃtˈɪkɪgən
stickiger	ʃtˈɪkɪgɜ
stickiges	ʃtˈɪkɪgəs
stickköpfe	ʃtˈɪkkœpfə
stickling	ʃtˈɪklin
stickluft	ʃtˈɪkluːft
stickmaschine	stˈɪkmˌɑʃiːnə
stickmuster	ʃtˈɪkmˈʊstɜ
sticknadel	ʃtˈɪknˈɑdəl
stickoxidemission	ʃtˈɪkɔksidɛmɪsjˈoːn
stickpackung	ʃtˈɪkpakˈʊŋ
stickrahmen	ʃtˈɪkrˈɑːmən
stickrahmen	ʃtˈɪkɾɑːmən
stickrahmens	ʃtˈɪkɾɑːməns
stickschere	ʃtˈɪkʃɛɾɛ
stickseide	ʃtˈɪkzaɪdə
stickst	ʃtˈɪkst
stickstoff	ʃtˈɪkstɔf
stickstoffbehälter	ʃtˈɪkstɔfbəhˈɛltɜ
stickstoffdioxid	ʃtˈɪkstɔffdiːˈɔksɪd
stickstoffdüngeempfehlung	ʃtˈɪkztˈoːffdˈʏŋəɛmpfˈeːlʊŋ
stickstoffe	ʃtˈɪkstɔfə
stickstoffeinsatz	ʃtˈɛkstoːfˈaɪnzˌats
stickstoffen	ʃtˈɪkstɔfən
stickstoffernährung	ʃtˈɪkstɔfɜnˌɛːrʊŋ
stickstofffrei	ʃtˈɪkstɔffrˈaɪ
stickstofffüllung	ʃtˈɪkstɔffˈʏlʊŋ
stickstoffhaltig	ʃtˈɪkstɔfhˈaltɪç
stickstoffhaltig	ʃtˈɪkstɔfhˌaltɪç
stickstoffhaltige	ʃtˈɪkstɔfhˌaltɪgə
stickstoffhaltigem	ʃtˈɪkstɔfhˌaltɪgəm
stickstoffhaltigen	ʃtˈɪkstɔfhˌaltɪgən
stickstoffhaltiger	ʃtˈɪkstɔfhˌaltɪgɜ
stickstoffhaltiges	ʃtˈɪkstɔfhˌaltɪgəs
stickstoffion	ʃtˈɪkstɔfɪoːn
stickstoffliebend	ʃtˈɪkstɔflˈiːbənt
stickstoffpreise	ʃtˈɪkstɔfpɾˌaɪzə
stickstofftetroxid	ʃtˈɪkstɔftˈeːtɾoːksiːd
stickstoffverbindung	ʃlˈɪkstɔfffɜbˌɪndʊŋ
stickstoffwerte	ʃtˈɪkstɔfvˈɛɾtə
stickstoffüberdruck	ʃtˈɪkstɔfˌyːbɜbɾˈʊk
stickstoffüberlagerung	ʃtˈɪkstɔfˌyːbɜlˈɑgərˌʊŋ
stickt	ʃtˈɪkt
stickte	ʃtˈɪktə
stickten	ʃtˈɪktən
sticktest	ʃtˈɪktəst
sticktet	ʃtˈɪktət
stickung	ʃtˈɪkʊŋ
stidl	ʃtˈiːdəl
stiebe	ʃtˈiːbə
stieben	ʃtˈeːbən
stieben	ʃtˈiːbən
stiebend	ʃtˈiːbənt
stiebende	ʃtˈiːbəndə
stiebendem	ʃtˈiːbəndəm
stiebenden	ʃtˈiːbəndən
stiebender	ʃtˈiːbəndɜ
stiebendes	ʃtˈiːbəndəs
stieber	ʃtˈeːbɜ
stiebler	ʃtˈeːplɜ
stiebst	ʃtˈiːpst
stiebt	ʃtˈiːpt
stiebte	ʃtˈiːptə
stiebten	ʃtˈiːptən
stiebtest	ʃtˈiːptəst
stiebtet	ʃtˈiːptət
stief	ʃtˈiːf
stiefbruder	ʃtˈiːfbɾuːdɜ
stiefbruder	ʃtˈiːfbɾˈoːdɜ
stiefbrüder	ʃtˈiːfbɾyːdɜ
stiefbrüdern	ʃtˈiːfbɾyːdɜn
stiefel	ʃtˈiːfəl
stiefel	ʃtˈɪfɛl
stiefele	ʃtˈiːfələ
stiefelette	ʃtˈiːfɜlˈɛtə
stiefeletten	ʃtiːfˈlˈɛtɛn
stiefelhose	ʃtˈiːfəlhˌoːzə
stiefelhosen	ʃtˈiːfəlhˌoːzən
stiefeljeans	ʃtˈiːfəljˈeːnˈs
stiefelknecht	ʃtˈiːfəlknˌɛçt
stiefelknecht	ʃtˈɪfəlknˈɛçt
stiefelknechte	ʃtˈiːfəlknˌɛçtə
stiefelknechten	ʃtˈiːfəlknˌɛçtən
stiefelknechts	ʃtˈiːfəlknˌɛçts
stiefellecker	ʃtˈiːfəlˌlˈɛkɜ
stiefelmesser	ʃtˈiːfəlmˌɛsɜn
stiefeln	ʃtˈiːfəln
stiefelnd	ʃtˈiːfəlnt
stiefelnde	ʃtˈiːfəlndə
stiefelndem	ʃtˈiːfəlndəm
stiefelnden	ʃtˈiːfəlndən
stiefelnder	ʃtˈiːfəlndɜ
stiefelndes	ʃtˈiːfəlndəs
stiefelputzer	ʃtˈiːfəlpˌʊtsɜ
stiefelputzern	ʃtˈiːfəlpˌʊtsɜn
stiefelputzers	ʃtˈiːfəlpˌʊtsɜs
stiefelspur	ʃtˈiːfəlspˌʊɐ
stiefelst	ʃtˈiːfəlst
stiefelt	ʃtˈiːfəlt
stiefelte	ʃtˈiːfəltə
stiefelten	ʃtˈiːfəltən
stiefelternteil	ʃtˈiːfˈɛltɜntˈaɪl
stiefeltest	ʃtˈiːfəltəst
stiefeltet	ʃtˈiːfəltət
stiefelwäsche	ʃtˈiːfəlvˌɛʃə
stiefgeschwister	ʃtˌiːfgɛʃvˈɪstɜ
stiefgeschwistern	ʃtˈiːfgɛʃvˌɪstɜn
stiefkind	ʃtˈiːfkɪnt
stiefkindadoption	ʃtˈiːfkɪntˌɑdɔpˈtɪoːn
stiefle	ʃtˈiːflə
stiefmütter	ʃtˈiːfmʏtɜ
stiefmütter	ʃtˈiːfmˌʏtɜ
stiefmütterchen	ʃtˈiːfmʏtɜçən
stiefmütterchen	ʃtˈiːfmˈʏtɜçən
stiefmütterchens	ʃtˈiːfmʏtɜçəns
stiefmütterlich	ʃtˈiːfmʏtɜlˌɪç
stiefmütterliche	ʃtˈiːfmʏtɜlˌɪçə
stiefmütterlichem	ʃtˈiːfmʏtɜlˌɪçəm
stiefmütterlichen	ʃtˈiːfmʏtɜlˌɪçən
stiefmütterlicher	ʃtˈiːfmʏtɜlˌɪçɜ
stiefmütterliches	ʃtˈiːfmʏtɜlˌɪçəs
stiefneffe	ʃtˈeːfnˈɛfə
stiefschwester	ʃtˈiːfʃvəstɜ
stiefsohn	ʃtˈiːfzoːn
stiefsohn	ʃtˈiːfzˌoːn
stiefsohns	ʃtˈiːfzoːns
stiefsöhne	ʃtˈiːfzøːnə
stiefsöhnen	ʃtˈiːfzøːnən
stieftochter	ʃtˈiːftɔxtɜ
stieftöchter	ʃtˈiːftœçtɜ
stieftöchter	ʃtˈɪftˈœçtɜ
stiefvater	ʃtˈiːffɑːtɜ
stiefvaters	ʃtˈiːffɑːtɜs
stiefvatter	ʃtˈiːffˌɑtɜ
stiefväter	ʃtˈiːffɛːtɜ
stiefvätern	ʃtˈiːffɛːtɜn
stieg	ʃtˈiːk
stiege	stɪˌkˌeː
stiege	ʃtˈiːgə
stiegelesfelsen	ʃtˈiːgəlɛʃfˈɛlzən
stiegelstraße	ʃtˈiːgəlstɾˈɑːsə
stiegen	ʃtˈiːgən
stiegengasse	ʃtˈiːgənkˌasə
stiegenhäuser	ʃtˈiːgɛnhˌɔøzɜ
stiegenlaufplatte	ʃtˈiːgənlˈaʊfplˌatə
stiegl	ʃtˈiːgəl
stieglitz	ʃtˈiːklɪns
stiegst	ʃtˈiːkst
stiegt	ʃtˈiːkt
stieh	ʃtˈiː
stiehl	ʃtˈiːl
stiehlst	ʃtˈiːlst
stiehlt	ʃtˈiːlt
stiehm	ʃtˈiːm
stiekum	ʃtˈɪkʊm
stiel	ʃtˈiːl
stielachse	ʃtˈiːlaxzə
stielauge	ʃtˈiːlˌaʊgˈɛ
stielaugen	ʃtˈiːlaʊgən
stielbagger	ʃtˈiːlbˌagɜ
stielbefestigung	ʃtˈiːlbəfˌɛstˌiːgguːŋ
stielbovist	ʃtˈiːlpˈoːvˈɪstˌ
stiele	stɪlˈɛ
stiele	ʃtˈiːlə
stielen	ʃtˈiːlən
stielende	ʃtˈiːlˈɛndə
stielfächer	ʃtˈiːlfˌɛçɜ
stielhandgranate	stiːlhˌandgˌrˌˈanatə
stielhämmer	ztiːlhˈɛmmˈɛ
stielkamm	ʃtˈiːlkɑːm
stielkasserolle	ztiːlkˌasɛɾɔlˈlə
stielpfanne	ʃtˈiːlpfˈanə
stielrund	ʃtˈiːlɾˈɔnt
stiels	ʃtˈiːls
stieltopf	ʃtˈiːltˌɔpf
stieltöpfe	ʃtˈiːltœpˌfə
stielzylinder	ʃtˈiːltsiːlˌɪndɜ
stiemerling	ʃtˈɪmɜlˌɪŋ
stiepani	stipani
stiepl	ʃtˈiːpəl
stier	ʃtˈiːɾ
stierblut	ʃtˈɪɾblˈuːt
stiere	ʃtˈiːrə
stieren	ʃtˈiːrən
stierend	ʃtˈiːrənt
stierende	ʃtˈiːrəndə
stierendem	ʃtˈiːrəndəm
stierenden	ʃtˈiːrəndən
stierender	ʃtˈiːrəndɜ
stierendes	ʃtˈiːrəndəs
stierhof	ʃtˈɪɾhˌoːf
stierhörner	ʃtˈɪɾhˈœɾnɜ
stierkampf	ʃtˈiːɾkampf
stierkampfarena	stˈiːɾkˈampfaɾˌeːnˌɑ
stierkampfarena	ʃtˈiːɾkampfˌɑrənˌɑː
stierkampfs	ʃtˈiːɾkampfs
stierkämpfen	ʃtˈiːɾkɛmpfən
stierkämpfer	ʃtˈiːɾkɛmpfɜ
stierkämpfern	ʃtˈiːɾkɛmpfɜn
stiernackig	ʃtiːrnɜkˌɪç
stiernackig	ʃtˈiːɾnakˌɪç
stiernackige	ʃtˈiːɾnakˌɪgə
stiernackigem	ʃtˈiːɾnakˌɪgəm
stiernackigen	ʃtˈiːɾnakˌɪgən
stiernackiger	ʃtˈiːɾnakˌɪgɜ
stiernackiges	ʃtˈiːɾnakˌɪgəs
stiers	stˈɪɾz
stierst	ʃtˈiːɾst
stiersucht	ʃtˈiːɾzʊxt
stiert	ʃtˈiːɾt
stierte	ʃtˈiːɾtə
stierten	ʃtˈiːɾtən
stiertest	ʃtˈiːɾtəst
stiertet	ʃtˈiːɾtət
stiesch	ʃtˈiːʃ
stiess	ʃtˈiːs
stietencron	ʃtˈiːtənkˌɾˈɔn
stieven	ʃtˈeːvən
stieß	ʃtˈiːs
stießen	ʃtˈiːsən
stiffel	ʃtˈɪfəl
stiffle	ʃtˈɪfəlˌɛ
stift	ʃtˈɪft
stiftaufbau	ʃtˈɪfˈtaʊfbˈaʊ
stifte	ʃtˈɪftə
stiftehalter	ʃtˈɪftɛhˌaltɜ
stifteinsatz	ʃtˈɪftaɪnzˌats
stifteinsätze	ʃtˈɪftaɪnzˌɛtsə
stiftemarke	ʃtˈɪftɛmˌɑkeː
stiften	ʃtˈɪftən
stiftend	ʃtˈɪftənt
stiftende	ʃtˈɪftəndə
stiftendem	ʃtˈɪftəndəm
stiftenden	ʃtˈɪftəndən
stiftender	ʃtˈɪftəndɜ
stiftendes	ʃtˈɪftəndəs
stiftengehen	ʃtˈɪftɛngˌeːxən
stifter	ʃtˈɪftɜ
stifterfigur	ʃtˈɪfˈtɜfˈiːuːɾ
stifterin	ʃtˈɪftərˌɪn
stifterinnen	ʃtˈɪfteːrˌɪnən
stifterl	ʃtˈɪfttˈɛɾl
stiftern	ʃtˈɪftɜn
stifterpaar	ʃtˈɪftɜpˌɑːr
stifters	ʃtˈɪftɜs
stifterverband	ʃtˈɪftɛɾfɜbˌant
stiftes	ʃtˈɪftəs
stifteschale	ʃtˈɪftəʃˈɑːnə
stiftest	ʃtˈɪftəst
stiftet	ʃtˈɪftət
stiftete	ʃtˈɪftətə
stifteten	ʃtˈɪftətən
stiftetest	ʃtˈɪftətəst
stiftetet	ʃtˈɪftətət
stiftförmig	ʃtˈɪftføːɾmɪˌk
stiftgehäuse	ʃtˈɪftgeːˌɔøzə
stiftgetriebe	ʃtˈɪftˈgətɾiːbə
stiftkabelschuh	ʃtˈɪftkˈɑbəlʃˌuː
stiftkontakte	ʃtˈɪftkɔntˌaktə
stiftl	ʃtˈɪftəl
stiftleiste	ʃtˈɪftlaɪstə
stiftleiste	ʃtˈɪftlˌaɪstə
stiftloch	tˈɪftlɔx
stiftpalette	ʃtˈɪftpalˌɛtə
stifts	ʃtˈɪfts
stiftsarchiv	ʃtˈɪftsɑːɾˈxɪf
stiftsdame	ʃtˈɪftsdɑːmə
stiftsfehde	ʃtˈɪfˈtsfeːdə
stiftsfest	ʃtˈɪftsfəst
stiftsfeste	ʃtˈɪftsfəstə
stiftsfesten	ʃtˈɪftsfəstən
stiftsfestes	ʃtˈɪftsfəstəs
stiftsfests	ʃtˈɪftsfəsts
stiftsfräulein	ʃtˈɪftsfrɔølˌaɪn
stiftsfräuleins	ʃtˈɪftsfrɔølˌaɪns
stiftsgasse	ʃtˈɪfˈtsgˌasə
stiftsgebäude	ʃtˈɪftsgˌəbˌɔødə
stiftsgeschichte	ʃtˈɪftsgˌəʃɪçtə
stiftsherr	ʃtˈɪftshɛɾ
stiftsherren	ʃtˈɪftshɛrən
stiftsherrn	ʃtˈɪftshɜn
stiftshütte	ʃtˈɪftshʏttˈə
stiftskirche	ʃtˈɪftskɪɾçə
stiftskirchen	ʃtˈɪftskiːɾçən
stiftsmuseum	ʃtˈɪftsmˌuːzeːˈuːm
stiftsruine	stˈɪfˈtsruːɪnˌ
stiftsruine	ʃtˈɪftsruːˌɪnə
stiftstapelbeutel	ʃtˈɪftztˈapəlpɔøtˌeːl
stiftstecker	ʃtˈɪftstɛkɜ
stiftstraße	ʃtˈɪftʃtɾˈɑːsə
stiftsverwaltung	ʃtˈɪftzfɜvˌaltʊŋ
stifttasche	ʃtˈɪfttˌaʃə
stifttemperatur	ʃtˈɪftˈɛmpərˌɑtuːɾ
stiftung	ʃtˈɪftʊŋ
stiftungen	ʃtˈɪftʊŋən
stiftungsbeirat	ʃtˈɪftʊŋsbˌaɪrˌɑːt
stiftungsgründung	ʃtˈɪftʊŋsgˌɾʏndʊŋ
stiftungshochschule	ʃtˈɪftʊŋkshoːxʃˌuːlə
stiftungskapital	ʃtˈɪftʊŋskˈɑpiːtˌɑːl
stiftungslehrstuhl	ʃtˈɪftʊŋslˌeːɾstuːl
stiftungsorgan	ʃtˈɪftʊŋsˌɔɾgˈɑːn
stiftungspfleger	ʃtɪfˈtʊngspflɛkeː
stiftungsprofessur	ʃtˈɪftʊŋspɾˌoːfˈəsʊɾ
stiftungsrat	ʃtˈɪfnʊŋsrˌɑːt
stiftungsrat	ʃtˌɪftʊŋsrˈɑːt
stiftungssitz	ʃtˈɪftʊŋzˌɪts
stiftungssteuerrecht	ʃtˈɪftʊŋsʃtˌɔøɜɾˈɛkt
stiftungsverwaltung	ʃtˈɪftʊŋsfɜvˌaltʊŋ
stiftungsvorstand	ʃtˈɪftʊŋsfˌɔɾʃtˈant
stiftungsvorstände	ʃtˈɪftʊŋsfˌoːɾʃtˈɛndə
stiftungsweg	stɪfˈtˈʊŋˌsveːg
stiftverriegelung	ʃtˈɪftfɜrˌeːgəlˌʊŋ
stiftverstelleinrichtung	ʃtˈɪftfɜʃtˌɛlˈlaɪnɾˈɪçtʊŋ
stiftzahn	ʃtˈɪftsɑːn
stiftzylinder	ʃtˈɪftziːlˌɪndɜ
stiftzähne	ʃtˈɪftsɛːnə
stiglat	ʃtˈiːplˈat
stigler	ʃtˈiːklɜ
stiglmeier	ʃtˈiːgəlmˌaɪɜ
stigma	ʃtˈɪgmɑː
stigmatisieren	ztɪˌgmatɪziːrən
stigmatisierend	ztiːgmatɪziːrˌənt
stigmatisiert	stˌɪˌgmˌatiːzˈiːɾt
stigmatisierte	ʃtˈɪkmatɪzˈiːɾˌtˈɛ
stihl	ʃtˈiːl
stil	stˈiːl
stil	ʃtˈiːl
stilanalyse	ʃtˈiːlanalˈyːzə
stilart	stˈiːlaɾt
stilart	stˈiːlˈɑːɾt
stilarten	stˈiːlaɾtən
stilbegriff	stiːlbˈɛkɾɪff
stilbildend	ʃtˈiːlbˌɪldənt
stilblüte	ʃtˈɪlblyːtə
stilblüten	ʃtˈɪlblyːtən
stilblütenpracht	ʃtˈiːlblˈyːtənbɾˈaxt
stildefinition	ʃtˈiːldˌeːfiːnˌiːtsɪˈoːn
stile	ʃtˈiːlə
stilecht	stˈiːlɛçt
stilecht	stˈiːlˈɛçt
stilechte	stˈiːlɛçtə
stilechtem	stˈiːlɛçtəm
stilechten	stˈiːlɛçtən
stilechter	stˈiːlɛçtɜ
stilechtes	stˈiːlɛçtəs
stileditor	ʃtˈiːlˌeːdiːtˈɔɾ
stileinrichtung	stiːlˌaɪnˌrɪçtˌʊŋ
stilempfinden	ʃtˈiːlɛmpfˈɪndən
stilen	ʃtˈiːlən
stilepoche	ʃtˈiːlɛpɾˈɔxə
stilett	stiːlˈɛt
stilett	ʃtiːlɛt
stilettartig	ʃtˌɪlˌɛtˈɑːrtˌɪç
stilette	stˈiːlɛtə
stiletten	stiːlˈɛtən
stilettoabsatz	stiːlətˌtˌoːˈapzˌats
stiletts	stiːlˈɛts
stilexperte	ztiːlˈɛkspɛɾtən
stilexpertin	stˈiːlˈɛkspɛɾtɪn
stilexpertinnen	stˈiːlˈɛkspˈɛɾtɪnˈɛn
stilfaktor	ʃtˈiːlfˈaktoːɾ
stilfibel	ʃtˈiːlfˈiːpəl
stilfinesse	ʃtˈiːlfˈiːnəsə
stilgarnitur	ʃtˈiːlgˌaɾniːtˌuːɾ
stilgefühl	ʃtˈiːlgəfˈyːl
stilgefühl	ʃtˈɪlgeːfˌyːl
stilgefühle	ʃtˈɪlgeːfˌyːlə
stilgefühlen	ʃtˈɪlgeːfˌyːlən
stilgefühls	ʃtˈɪlgeːfˌyːls
stilgerecht	ʃtˈɪlgeːrˌɛçt
stilgerechte	ʃtˈɪlgeːrˌɛçtə
stilgerechtem	ʃtˈɪlgeːrˌɛçtəm
stilgerechten	ʃtˈɪlgeːrˌɛçtən
stilgerechter	ʃtˈɪlgeːrˌɛçtɜ
stilgerechtes	ʃtˈɪlgeːrˌɛçtəs
stilgerechtigkeit	ʃtˈiːlgɜɛçtˌɪçkaɪt
stilgeschichtlich	stɪlgˌɛʃɪçtlˈɪç
stilisiere	stˌiːliːzˈiːrə
stilisieren	stˌiːliːzˈiːrən
stilisierend	stˌiːliːzˈiːrənt
stilisierende	stˌiːliːzˈiːrəndə
stilisierendem	stˌiːliːzˈiːrəndəm
stilisierenden	stˌiːliːzˈiːrəndən
stilisierender	stˌiːliːzˈiːrəndɜ
stilisierendes	stˌiːliːzˈiːrəndəs
stilisierst	stˌiːliːzˈiːɾst
stilisiert	stˌiːliːzˈiːɾt
stilisierte	stˌiːliːzˈiːɾtə
stilisiertem	stˌiːliːzˈiːɾtəm
stilisierten	stˌiːliːzˈiːɾtən
stilisierter	stˌiːliːzˈiːɾtɜ
stilisiertes	stˌiːliːzˈiːɾtəs
stilisiertest	stˌiːliːzˈiːɾtəst
stilisiertet	stˌiːliːzˈiːɾtət
stilisierungsmodus	stiːlˈiːzˈiːɾʊŋsfmˊodʊs
stilist	stiːlˈɪst
stilist	stˈiːlɪst
stilisten	stiːlˈɪstən
stilisten	ʃtˈiːlɪstˌeːn
stilistik	stiːlˈɪstiːk
stilistiken	stiːlˈɪstiːkən
stilistin	stˈiːlɪstˌɪn
stilistinnen	stˈiːlɪstˌɪnən
stilistisch	stiːlˈɪstɪʃ
stilistische	stiːlˈɪstɪʃə
stilistischem	stiːlˈɪstɪʃəm
stilistischen	stiːlˈɪstɪʃən
stilistischer	stiːlˈɪstɪʃɜ
stilistisches	stiːlˈɪstɪʃəs
stilkleid	ʃtˈiːlkɾˌaɪt
stilkritik	stˈiːlkɾˌiːtˈiːk
stilkritiker	stiːlkriːtˈiːkɜ
stilkunde	ʃtˈɪlkʊndə
stilkunst	ʃtˈiːlkˌʊnst
still	ʃtˈɛl
