cәғәт	sɛʁɛt
ҡап-ҡара	qɑpqɑɾɑ
ҡаплай	qɑplɑj
ҡаплан	qɑpwɑn
ҡапланыу	qɑpɫɑnäu
ҡапларға	qɑplɑrʁɑ
ҡаплау	qɑplɑu
ҡаплаусы	qɑplɑɫsɯ̞
ҡапма-ҡаршы	qɑpmɑqɑɾʂɯ̞
ҡапмай	qɑpmaj
ҡапсыҡ	qapsɯ̞q
ҡапыл	qapɑɫ
ҡапыл	qɑpɯ̞ɫ
ҡапҡа	qɑpqɑ
ҡапҡас	qɑpqɑs
ҡар	qɑr
ҡара	qɑɾɑ
ҡарабай	qɑrabɑj
ҡарабаш	qɑɾɑbɑʂ
ҡарабойҙай	qɑrɑbʊ̞jðɑj
ҡарайырға	ɑrɑjɯ̞rʁä
ҡаракүл	qərækwjl
ҡаракүлсә	qʊ̞ɾˈɑkʏlsæ
ҡарама	qɑrɑmɑ
ҡарамай	qɑramɑj
ҡарамайынса	qɯ̞rɑmɑjɯ̞nsɑ
ҡарамалы-буҙат	qɑrɑmɑɫɯ̞buzɑt
ҡарамалы-ғөбәй	qɑrɑmɑɫɯ̞ɢʊ̞bæj
ҡарамаҫ	qɑɾɑmɑs
ҡарамаҫтан	qɑrɑmɑstɑn
ҡарамаҫтан	qɑrɑmɑθtɑn
ҡарамыш	qɯ̞rɑmɯ̞ʂ
ҡаранай	qɑrɑnɑɪ̞
ҡаранды	qɑrɑndɑ
ҡарарға	qɑrɑrɢaː
ҡарасайылға	qɑrɑsɑjjɯ̞ɫʁɑ
ҡарасура	qɑrɑsuɾa
ҡарасҡы	qɑrɑsqɯ̞
ҡарата	qɑrɑtɑ
ҡарата	qɑɾɑtɑ
ҡаратай	qɑɾɑtäj
ҡарау	qɑráu
ҡарауылларға	qɑrɑwɯ̞ɫɑrʁɑ
ҡараш	qɑɾɑʃ
ҡараштарыбыҙ	qɑrɑʂtɑɾɑbɯ̞ð
ҡарағай	qɑrɑʁɑj
ҡарағай	qɑɾɑɢɑj
ҡарағаййорт	qɑɾɑɢäjjɯ̞rt
ҡарағайкүл	qɑɾɑʁɑjkɵl
ҡарағанда	qɑrɑʁɑndɑ
ҡарағас	qɑrɑʁɑs
ҡарағат	qɑrɑʁɑt
ҡарағол	qɑɾɑqʊ̞ɫ
ҡарағужа	qarɑʁuʒa
ҡарағыҙсы	qɑrɑɢɯ̞ðːʊ̞
ҡараҡ	qɑrɑq
ҡараҡаш	qɑɾɑqɑʂ
ҡараңғы	qɑɾɑɴɢɯ̞
ҡараңғыландырыу	qɑɾɑnɢʊ̞ɫɑndɯ̞rɯ̞w
ҡараңғыланырға	qɑ̈rɑnɢɯ̞ɫɑnɯ̞rʁɑ
ҡараңғыларға	qɑrɑnɢɯ̞ɫɑrʁɑ
ҡараһа	qɑraħla
ҡараһам	qarɑhɑm
ҡарлуғас	qɑɾɫʊʁɑs
ҡарлыман	qɑrɫɑmɑn
ҡармаҡ	qɑrmɑq
ҡармышев	qɑrmʊ̞ʂɯ̞ð
ҡарсыға	qɑrsɯ̞ʁɑ
ҡарсыҡ	qɑɾsɯ̞q
ҡарт	qɑɾt
ҡартайыр	qɑrtʊ̞jɯ̞r
ҡартайырмын	qɑrtäjɯ̞rmɑn
ҡартатай	qɑrtätæi̠
ҡартинәй	qɑrtʲinæj
ҡартлыҡ	qɑrtɫɑq
ҡарун	qɑɾun
ҡаршы	qɑɾʂɯ̞
ҡаршыларға	qɑrʂɑɫɑrʁɑ
ҡаршылау	qɑɾʂɯ̞ɫæʊ̞
ҡаршылағы	qɑrʂʊ̞ɫɑqʊ̞
ҡаршылыҡ	qɑɾʂɯ̞ɫɯ̞q
ҡарындаш	qɑrɑndˈɑʃ
ҡарыу	qɑräu
ҡарыш	qɑrɯ̞ʂ
ҡарышлауыҡ	qɑrɯ̞ʂɫɑwɑq
ҡарға	qɑrʁɑ
ҡарғарға	ɢɑrʁɑrʁa
ҡарғыш	qɑrʁɯ̞ʂ
ҡарһылыу	qɑrhɯ̞ɫɯ̞w
ҡасаба	qɑsɑbɑh
ҡасан	qɑsɑn
ҡасандыр	qɑsɑmdɯ̞r
ҡасылбикә	χɑsɯ̞ɫbʲikæ
ҡасып	qɑsɑp
ҡасыр	pɑsɯr
ҡасырға	qɑsɪ̞rʁɑ
ҡасҡы	qɑsqæ
ҡасҡын	qɑsqæn
ҡасҡын	qɑsqɯ̞n
ҡасҡын-турай	qæsqɯ̞nturɑj
ҡат	qɑt
ҡат	qɒt
ҡат-ҡат	qɑtqɑt
ҡата	qɑtˈtˈɑ
ҡатай	qɑtˈɑj
ҡатар	ɢɑtɑr
ҡатлам	qɑtlɑm
ҡатларға	qɑtlɑrʁɑ
ҡатлаулы	qɑtlɑwˈɫˈɑ
ҡатлы	qɑtɫɑ
ҡатмарлаштырыу	qɑtmɑrɫɑʂtɑrɯ̞w
ҡатмарлы	qɑtmɑrla
ҡатнашлыҡ	qɑtmɑʂɫɯ̞q
ҡатнаштырыу	qɑtnɑstɯ̞rɯ̞w
ҡатнашырға	qɑtnɑʃurʁɑ
ҡатнашыусы	qɑtnɑʂɯ̞wsɯ̞
ҡатнашыусы	qɑtnɑʃʊ̞ɫsʊ̞
ҡатты	qɑtˈtɑ
ҡаты	qɑtɯ̞
ҡатын	qɑtɯ̞n
ҡатын	χätɯ̞n
ҡатын-ҡыҙ	qɑtɯ̞nqɯ̞ð
ҡатып	qatəp
ҡатырыу	ʁɑtɯ̞rɯ̞w
ҡатырға	qɑtɯ̞rʁɑ
ҡатыҡ	qɑtɯ̞q
ҡауаҡ	qɑwɑq
ҡауи	qɔui
ҡаурый	qɑuraj
ҡаурый	qɑwrɯ̞j
ҡауын	qɑwɯ̞n
ҡауырһын	qɑwɯ̞rhɯ̞n
ҡауҙы	qɑwðɯ̞
ҡафи	pafˈi
ҡаш	qɑʂ
ҡашаныу	qɑsɑnɯ̞w
ҡашлы	qɑʂɫɑ
ҡашығаяҡ	qɑʂɯ̞ʁɑjɑq
ҡашығаяҡ	ɢɑʃˈɯˈʁɑjɑq
ҡашығаяҡтағы	qɑʂɯ̞ɢɑjɑqsɑʁɯ̞
ҡашыҡ	χɑʂɯ̞q
ҡашыҡ-аяҡ	qɑʂɯ̞ʁäjɑq
ҡая	qɑjɑ
ҡағиҙә	qäʁɨ̯iðæ
ҡағыла	qɑqɯ̞ɫɑ
ҡағылырға	qäʁɑɫɯ̞rʁɑ
ҡағынырға	qɑʁɑnɯ̞rʁä
ҡағыҙ	qɑqɯ̞ð
ҡағыҙ	qɑʁɯ̞ð
ҡаҙ	qɑð
ҡаҙ	qɑːð
ҡаҙан	qɑðɑn
ҡаҙан	ʁɑðˈɑn
ҡаҙансы	qɯ̞ðɑnsɯ̞
ҡаҙаныш	qɑðɑnɯ̞ʂ
ҡаҙанған	qɑðɑmʁɑn
ҡаҙаяҡ	qɑzɑjɑq
ҡаҙаяҡ-ҡотош	qɑdɑjɑqqʊ̞tʊ̞ʂ
ҡаҙаған	qɑðɑqɑn
ҡаҙағстан	qɑðɑʁɯ̞̆stɑn
ҡаҙаҡ	qɑðɑq
ҡаҙаҡлар-ҡобау	qɑðɑqlɑrqʊ̞bɑu
ҡаҙаҡҡол	qɑðɑqqɑɫ
ҡаҙы	qɑðɯ̞
ҡаҙыҡ	qɑðˈɑq
ҡаҡлау	qɑqlɑu
ҡаҡшау	qɑqʃɑuː
ҡаҡырыҡ	qɑqɯ̞rɯ̞q
ҡаҡырыҡ	qɑqɯ̞rɯ̞t
ҡаҡҡан	qɑqqɑn
ҡаңны-төркәй	qɑŋnʊ̞tɪ̞rkæj
ҡаңғыртыу	qɑŋgɯ̞rtɯ̞u
ҡаңғырыу	qɑŋgɯ̞rɯ̞u
ҡаҫалы	qɑθɑɫɑ
ҡеүәт	qɯ̞wɛt
ҡибла	qɨ̯ibɫä
ҡиммәт	qɨ̯imːæt
ҡиммәт	qɪmmæt
ҡиммәт	qɪmːæt
ҡиммәтле	qɨ̯imːætlɪ̞
ҡиммәтле	qɪmːætlɪ̞
ҡитға	qɯ̽ɪ̈tʁä
ҡитға	qˈɪtɾˈa
ҡитғаһын	qɪtˈʁɑhɯ̞ŋ
ҡитғаһында	qɪtqahɯ̞ndɑ
ҡоба	qɑbɑ
ҡодаш	qɔdɑʃ
ҡойма	qɔjmɑ
ҡойма	qʊ̞jmɑ
ҡоймаҡ	qɔjmɑq
ҡоймаҡ	qʊ̞jmɑq
ҡойо	qʊ̞jʊ̞
ҡойонорға	qʊ̞jʊ̞ŋɯ̞rʁɑ
ҡойоу	qɯ̞jˈʊ̞u
ҡойроҡ	qʊ̞jrʊ̞q
ҡойған	qɔjˈʁɑn
ҡол	qɑl
ҡол	qʊ̞ɫ
ҡолан	qɯ̞ɫɑn
ҡоларға	qɯ̞ɫɑrʁɑ
ҡолас	qɯ̞ɫɑs
ҡоласай	qɯ̞ɫɑsɑj
ҡолаҡ	qɯ̞ɫɑq
ҡолаҡ	qʊ̞ɫɑq
ҡолаҡбау	qɯ̞ɫɑqbɑu
ҡолгилде	qʊ̞ɫgi̠ɫdæ
ҡолгилдин	qʊ̞ɫki̠ɫdi̠n
ҡолмас	qɪlmɑs
ҡолмөхәмәт	qʊ̞ɫmʊ̞χɛmæt
ҡолтай-ҡаран	qʊ̞ɫtɑjqɑrɑn
ҡолғана	qɑlʁɑnɑ
ҡолғара	qɯ̞ɫʁɑrɑ
ҡом	qum
ҡом	qʊ̞m
ҡомалаҡ	qɯ̞mɑɫɑq
ҡомалаҡ	qʊ̞mɑɫɑq
ҡомарлы	qʊ̞mɑrɫä
ҡомартҡы	qʊ̞mɑrtqɯ̞
ҡомағай	qʊ̞mɑʁɑj
ҡомбулат	qʊ̞nbuɫɑt
ҡомһоҙ	qʊ̞mhʊ̞ð
ҡомһоҙ	qʊ̞nɦʊ̞ð
ҡондоҙ	qʊ̞ndʊ̞ð
ҡоно	qʊ̞nʊ̞
ҡоншаҡ	qʊ̞nʃɑk
ҡорал	qɯ̞rɑɫ
ҡорал	qʊ̞rɑɫ
ҡораласыҡ	qɯ̞rɑɫɑsɯ̞q
ҡоралланып	qɯ̞rɑɫːɑnɯ̞p
ҡоралланырға	qurɑɫɫɑnɯ̞rʁɑ
ҡоралланыу	qrɑɫːɑnɯ̞w
ҡорама	qɔramɑ
ҡорамал	qɯ̞rɑmɑɫ
ҡорамша	qɯ̞rɑmʃa
ҡорбан	qʊ̞ɾβɑn
ҡорбанғол	qʊ̞rbɑnʁɯ̞ɫ
ҡорбанғәлей	qʊ̞rβänʁæɫæj
ҡорбанғәли	qʊ̞rbɑnʁæ̹lʲiʲ
ҡорбанғәлин	qʊ̞rbɑnʁæ̹lʲïn
ҡорма	qɯ̞rmɑ
ҡорманбай	qɯ̞rmɑnbɑj
ҡоро	qʊ̞ɾʊ̞
ҡоролма	qʊ̞rʊ̞ɫmɑ
ҡоролоҡ	qʊ̞rʊ̞ɫʊ̞q
ҡоролтай	qʊ̞rʊ̞ɫtɑj
ҡором	qʊ̞rɑm
ҡором	qʊ̞rʊ̞m
ҡорос	qʊ̞rʊ̞s
ҡорот	qʊ̞rʊ̞t
ҡоротҡос	qʊ̞rʊ̞tqʊ̞s
ҡоротҡос	qʊ̞ɾʊ̞tqɯ̞s
ҡороҡ	qʊ̞rʊ̞q
ҡорт	qʊ̞rt
ҡорған	qɯ̞rʁɑn
ҡорҙаш	qʊ̞rðːɑʂ
ҡосаҡ	qɯ̞sɑq
ҡосаҡ	qʊ̞sɑq
ҡосаҡлап	qɯ̞sɑqɫɑp
ҡосаҡлашып	qɯ̞sɑqɫɑʂɯ̞p
ҡот	qɔt
ҡот	qʊ̞t
ҡотан	qɯ̞tɑn
ҡотлайым	qɯ̞tɫɑjɯ̞m
ҡотлау	qɑtɫɑu
ҡотлозаман	qɯ̞tɫʊ̞zämɑn
ҡотлосура	qʊ̞tɫʊ̞sʊ̞rɑ
ҡотлоғәләм	qʊ̞tɫɯ̞ʁæɫæm
ҡотләхмәт	qʊ̞tlæxmæt
ҡотолоп	qʊ̞tɯ̞ɫʊ̞p
ҡоторта	qʊ̞tʊ̞rtːɑ
ҡоторған	qʊ̞tɯ̞rʁɑn
ҡотоҡ	qʊ̞tʊ̞q
ҡош	kʊ̞ʂ
ҡош	qʊ̞ʂ
ҡош-ҡорт	qʊ̞ʂqʊ̞rt
ҡошдәүләт	χʊ̞ʂdɛw̜læt
ҡошҡайҙары	qʊ̞ʂqɑjðærɪ̞
ҡояш	qʊ̞jɑʂ
ҡояшбай	qɯ̞jɑʂbɑj
ҡоҙаса	qɯ̞ðäsɑ
ҡоҙағый	qɯ̞ðɑʁɯ̞j
ҡоҙаҡай	qɯ̞ðɑqɑj
ҡоҙоҡ	qʊ̞ðʊ̞q
ҡоҙғон	qʊ̞ðʁʊ̞n
ҡубырға	qʊ̞bɯ̞rɢa
ҡужабай	oʐabɑj
ҡужаҡ	quʒɒq
ҡуй	qɯ̞
ҡуймайым	qʊ̞jmɑjɯ̞m
ҡуйы	qojɯ̞
ҡуйылғас	qʊ̞jɯ̞ɫʁäs
ҡуйығыҙ	qwjɢɯ̞ð
ҡуйҙы	qwjðɑ
ҡул	qoɫ
ҡул	qɔl
ҡулайлашырға	ɢoɫäjɫäʃɯ̞rʁɑ
ҡулалмаш	qulɑɫmaːʃ
ҡулаҡса	qulɑqsɑ
ҡулаҡса	quɫɑqsɑ
ҡулбаш	qulbɑʂ
ҡулдан	quldɑn
ҡулланмаһыҙ	qʊ̞llɑnmɑhɯ̞ð
ҡулланырға	qwɫɑnɯ̞rʁɑ
ҡулланыусы	quɫɫɑnɯ̞wsɯ̞
ҡултамға	quɫtɑmʁɑ
ҡултыҡ	qoɫtɯ̞q
ҡултыҡ	qultɯ̞q
ҡултыҡларға	ʁultɯ̞qɫɑrʁɑ
ҡулъяулыҡ	quɫjɑwɫɯ̞q
ҡулъяҙма	qoɫjɑðmɑ
ҡулын	qullɒn
ҡумта	qumtɑ
ҡумыҙ	qumɯ̞ð
ҡунаҡ	qonɑq
ҡунаҡ	qʊ̞nɑq
ҡунаҡбикә	qunäqbʲekʲɛ
ҡунаҡсыл	qonɑqsɯl
ҡунаҡсыл	qonɑqsɯ̞ɫ
ҡунаҡхана	qonɑqχɑnɑ
ҡунаҡҡол	qunɑqqɯ̞ɫ
ҡунаҡҡужа	qunɑqquʒa
ҡунырға	qʊ̞nɯ̞rʁä
ҡуныу	qunɑu
ҡунған	qənɢan
ҡуптарып	qʊ̞ptɑrʊ̞p
ҡурай	qurɑj
ҡурай	qʊ̞raj
ҡурайсы	qurɑjsa
ҡурайсы	qurɑjsɯ̞
ҡурсаларға	qurˈsɑɫɑrɢɑ
ҡурсаҡ	qursɑq
ҡуртым	qurtɯ̞m
ҡурғаш	qurʁɑʂ
ҡурғаш	qʊ̞rʁɑʂ
ҡурҡа	qʊ̞rqä
ҡурҡаҡ	qoɾqɑq
ҡурҡмаған	qurkmɑʁɑn
ҡурҡмағыҙ	qurqmɑɢɯ̞
ҡурҡҡан	qurqɑn
ҡусты	qustɐ
ҡусты	qustɯ̞
ҡустым	qʊ̞stʊ̞m
ҡусҡар	qʊ̞sqɑr
ҡусҡаров	qʊ̞sqɑrʊ̞f
ҡутарып	qʊ̞tɑrɯ̞p
ҡутаҡ	kˈutɑq
ҡутаҡ	qutɑq
ҡутыр	qutɯ̞r
ҡуш	ʁˈuʃ
ҡуша	ɾʊʃˈa
ҡушамат	quʂɑmɑt
ҡушамат	qʊ̞ʂɑmɑt
ҡушылдыҡ	quʂɑltɯ̞q
ҡушырға	qʊ̞ʂɯ̞rʁä
ҡуян	qujɑn
ҡуян	qujɒn
ҡуянбай	qwjɑmbaj
ҡуҙы	quðɯ̞
ҡуҙғалаҡ	quðʁɑɫɑq
ҡуңыҙ	qoɴɯ̞ð
ҡый	qɪ̞
ҡыйбат	qɯ̞jβɑt
ҡыйларға	pɯ̞jɫɑrʁɑ
ҡыйралды	qɯ̞jɯ̞räɫtɯ̞
ҡыйралыш	qijɾɑɫɯ̞ʂ
ҡыйшайырға	qɯ̞jsɑjɯ̞rʁɑ
ҡыйын	qɯ̞jɯ̞n
ҡыйыу	qɯ̞jɯ̞w
ҡыйыу	qɯ̞jˈjɯ̞w
ҡыйыулыҡ	ʊ̞jɯ̞wɫɯ̞q
ҡыйҙыш	qɯ̞jðɯ̞r
ҡыл	qɯ̞ɫ
ҡыланыш	kɯ̞ɫɑnɯ̞ʂ
ҡылды	qɯ̞ɫdɑ
ҡылминур	qɯ̞ɫmʲinur
ҡылсынбай	qɯ̞ɫsɯ̞npaj
ҡылтай	qɯ̞ltäjɯ̞
ҡылтайыу	qɯ̞ltäjɯ̞u
ҡылтымбыйлан	qɯ̞ɫtɯ̞nbʊ̞jɫɑn
ҡылтымбыйланырға	qɯ̞ɫtɯ̞mbʊ̞jɫɑŋɯ̞rʁɑ
ҡылтымбыйланыу	qɯ̞ɫtɯ̞nbʊ̞jɫɑnɯ̞w
ҡылым	qɯ̞ɫɯ̞m
ҡылыс	qɯ̞ɫɯ̞s
ҡылысбай	qɯ̞ɫɯ̞sbɑʲ
ҡылыу	qɯ̞ɫɯ̞
ҡылыусы	qɯ̞ɫɯ̞ɫsʊ̞
ҡылған	qɯ̞ɫʁɑn
ҡымыҙ	qɯ̞mɯ̞ð
ҡымыҙлыҡ	qɯ̞mɯ̞ðɫɯ̞q
ҡын	qɯ̞n
ҡына	qɯ̞mɑ
ҡына	qɯ̞nɑ
ҡыпсыуыр	qɯ̞psɯ̞wɯ̞r
ҡыпһыуыр	qɯ̞phɯ̞wɯ̞r
ҡырау	qɯ̞rɑw
ҡырағай	qɯ̞ɾɑʁɑj
ҡырағай	qɾɑʁɑj
ҡырлы	qɯ̞rɯ̞ɫɯ̞
ҡырмы	qɯ̞rmɑ
ҡырмыҫҡа	qɯ̞rmɯ̞θqɑ
ҡырмыҫҡалы	qɯ̞rmʊ̞zqɑɫɯ̞
ҡыртыш	qɯ̞rtɯ̞ʂ
ҡырылып	qɯ̞rɑɫʊ̞p
ҡырым	qɯ̞rɯ̞m
ҡырымғужа	qɯ̞rɯ̞mɢuzɑ
ҡырып	qɯ̞rɑp
ҡырыҫ	qɯ̞ɾɯ̞θ
ҡырғыс	qɯ̞rʁɯ̞s
ҡырғыҙ	qɯ̞rʁɯ̞ð
ҡырғыҙстан	qɯ̞rɢ̞ɯ̞ðstɑn
ҡырҡ	qɯ̞rɯ̞q
ҡырҡлаған	qɯ̞rqɯ̞ɫɑʁɑn
ҡырҡырға	qɪ̞ɾqɪ̞rʁɑn
ҡырҡыу	qərqɯ̞u
ҡырҡҡылау	qɯ̞rqʊ̞ɫɑu
ҡысҡырыр	qɯ̞sqɪ̞rɯ̞r
ҡысҡырыу	qɯ̞sqɑrɯ̞w
ҡысҡырҙы	qɯ̞sqɯ̞rðä
ҡысҡырһа	qɯ̞sqɯ̞rɦɑ
ҡытай	qɯ̞tɑj
ҡытлыҡ	qʊ̞tɫɑq
ҡытыршы	χɯ̞tɯ̞rʂɯ̞
ҡытыршыланыу	qɯ̞tɯ̞rʂɑɫɑnɯ̞w
ҡыуандыҡ	qɯ̞uɑmdʊ̞q
ҡыуаҡ	qɯ̞wɑq
ҡыуаҡ	qɯ̞ɫwaq
ҡыуаҡлыҡ	qʊ̞ɫɑqɫɯ̞q
ҡыуаҡтағы	qʊ̞wɑqtɑʁɑ
ҡыуыу	qɯ̞uɯ̞
ҡыуыш	qʊwɯ̞ʂ
ҡыуғанаҡ	qɑuʁɑnɑq
ҡыш	qɯ̞ʂ
ҡыштырламау	qʊ̞stɪ̞rɫämɑu
ҡыштырларға	qɯ̞stɯ̞rɫärʁɑ
ҡышҡы	qɯ̞ʂqɑ
ҡыяр	tɟˈɯjɑr
ҡыҙ	qɯ̞ð
ҡыҙа	qɯ̞ðːa
ҡыҙарып	qɯ̞ðɑrɑp
ҡыҙарырға	χʊ̞ðarʊ̞rʁä
ҡыҙбикә	qɯ̞ðbʲikæ
ҡыҙыл	qɯ̞ðɯ̞ɫ
ҡыҙыл	qˈɯ̞ðˈɫ
ҡыҙылраҡ	qʊ̞ðɯ̞ɫɯ̞rɑq
ҡыҙылса	qɯ̞ðɯ̞ɫsɑ
ҡыҙылтүш	qɯ̞ðɯ̞ɫtʏʃ
ҡыҙылъяр	qɯ̞ðɯ̞ɫjɑr
ҡыҙынырға	qɯ̞ðɯ̞mɯ̞rʁɑ
ҡыҙырға	qɯ̞dɯ̞rʁä
ҡыҙыу	qɯ̞ðɯ̞w
ҡыҙыҡ	qɯ̞ðɯ̞q
ҡыҙыҡай	ʁɯ̞ðɯ̞qɑj
ҡыҙыҡһынды	qɯ̞ðɯ̞qhʊ̞ndɑ
ҡыҙҙар-биргән	qɯ̞ðːɑrbʲirgæn
ҡыҙҙарҙы	qɯ̞ðdɑrðɯ̞
ҡыҙҙырырға	qɯ̞ðːɯ̞rʊ̞rɢɑ
ҡыңғырау	qɯ̞ŋʁɯ̞rɑw
ҡыҫала	qɯ̞sɑɫɑ
ҡыҫала	qɯ̞θɑɫɑ
ҡыҫтырып	qɯ̞stɯ̞rɯ̞p
ҡыҫҡа	qɯ̞θqɑ
ҡыҫҡалыҡ	qɯ̞sqɑɫɯ̞q
ҡыҫҡартылған	qɯ̞sqɑrtʊ̞ɫʁɑn
ҡыҫҡаса	qɯ̞sqɑsɑ
ҡыҫҡаһы	qɯ̞θqɑhɯ̞
ҡыҫҡырыу	qɯ̞sqɯ̞rɯ̞u
ҡәбер	qæbɪ̞ɾ
ҡәберле	qɛbɪ̞ɾɫæ
ҡәбилә	qæbilæ
ҡәдерле	qædɪ̞rɫæ
ҡәйнә	qæjnæ
ҡәйүм	qæjˈym
ҡәлғә	qɛlɢæ
ҡәләм	qælæm
ҡәләм	qɛllɛm
ҡәләмбай	qælæmbɑj
ҡәләмдәш	qælæmdæʃ
ҡәләмфер	qælæmfɪ̞r
ҡәмәриә	qɛmɛrijæ
ҡәнифә	qænʲfæ
ҡәнәфер	qænæfɪ̞r
ҡәнәғәт	qænæʁæt
ҡәнәғәт	qænʲɑʁæt
ҡәнәғәтләнергә	qænɛɢɛtlænirgæ
ҡәнәғәтләнеү	qɛnɛɢætlænɪ̞w
ҡәрип	qæɾip
ҡәрҙәш	qæɾðæʃ
ҡәтифә	qætæfæ
ҡәғбә	qæʁbæ
ҡәҙер	qæðɪ̞r
ҡәҙерйән	qæðrjæn
ҡәҙерле	qæðɪ̞rɫæ
ҡәҙермәт	ʁæðɪ̞rmæt
ҡәҙерһеҙ	qæðɪ̞rhɛð
ҡәҙәр	qæðær
ҡәһүә	qæhwæ
ҡөръән	qɯ̞ræn
ҡөрьән	qɯ̞ræn
ҡөҙрәт	qɯ̞ðræt
ҫупайҙы	θupɑjðɯ
үбергә	gʏbɪ̞rgʲɛ
үбешергә	ʏbʏ̞ʂɪ̞rgæ
үгеҙ	ʏgɪ̞ð
үгәй	ʏgæj
үзбәк	ʏzbæk
үзбәкстан	ʏzbækstɑn
үк	yk
үксә	ʏkse
үксә	ʏksæ
үксәле	ʏksɛlɪ̞
үл	ʏ̞l
үлгән	ʏlgɛn
үле	ʏlæ
үлем	ɵlɪ̞m
үлергә	ʏlʲɛrgæ
үлйән	œljæn
үлмәгән	tʏlmægæn
үлмәҫбай	ʏlmæθbɑɪ
үлсәгес	ʏlsɛgəs
үлсәм	ʏlsem
үлсәргә	ʊ̞lsærgæ
үлсәү	ʏlsæw
үлтереп	gʏltʲɪrɪ̞p
үлтерергә	ʏltɪ̞rɪ̞rgæ
үлтереү	ʏltærɪ̞w̜
үлтермә	ʏltærmæ
үлә	ʏlæ
үләкһә	ʏlækhæ
үлән	ʏlæn
үләт	ylɛt
үмербикә	ʏ̞mʏ̞rbʲekæ
үнгәр	ʏ̞ngær
үпкә	ɯ̞pkæ
үпкә	ɵpkæ
үпкәләрлек	ʏpkæ̹lærɫɛk
үр	dʏr
үрге	ʏrgæ
үрге	ʏrgɪ̞
үргә	ʏ̞rgæ
үрелмә	ʏ̞rʏ̞lmæ
үреп	ʏræp
үреш	ɵrɛʃ
үркәс	pʏrkæs
үркәс	ʏrkæs
үрләргә	ɵrɪlɛrgæ
үрләү	jʏrlæʏ
үрмәкес	ʏrmækæs
үрмәксе	ʏrmæksɪ̞
үрмәләп	ʏ̞rmæ̹læp
үрнәк	ʏrnæk
үрсергә	ʏlsɪ̞rgæ
үрсетергә	ʏrsætɪ̞rgæ
үрт	ʏrt
үрҙә	ɯrðɛ
үрҙәк	ʏrðæk
үс	ʏs
үсегергә	ʏsɛgɪ̞rgæ
үт	ytˈ
үт	ʏt
үтек	ʏtɪ̞k
үтекләргә	ʏ̞tʲɪklærgæ
үтергә	ʏ̞tʲɪrgæ
үткер	ɪ̞tkɪ̞ɾ
үткер	ɵtkɪ̞ɾ
үткерләргә	ʏtkɪ̞rlɛrgæ
үткән	ʏtgɛn
үткән	ʏtkæn
үткәреп	ɵtkɛrɪ̞ð
үткәс	utkæz
үтмәгән	ytmɛgæn
үтмәҫ	ʏtkɪ̞r
үтә	ɯtɛ
үтәбикә	ʏtæbʲikæ
үтәмәйенсә	utɛmɛjnsɛ
үтәп	ʏtˈepˀ
үтәш	ytːɛʃ
үтәү	ɛtaw
үҙ	ʏð
үҙаң	ʏðäŋ
үҙаң	ʏðʔäŋ
үҙгәреш	ʏðgærɪ̞ʃ
үҙгәреш	ʏðgɛrəʂ
үҙгәреүсән	ʏ̞ðgærɪ̞wsæn
үҙе	ʏ̞ðɪ̞
үҙендә	ʏ̞ðʏ̞ndæ
үҙенсәлек	uðɪnsɪlɪk
үҙләштерергә	ʏ̞ðlæʂtɪ̞rɪ̞rgæ
үҙләштермәгән	ʏzlæʂtɪ̞rmægæn
үҙәк	yðɛk
үҙәк	ʏðæk
үңәс	ũŋæs
үҫемлек	ʏθɪ̞mlɪ̞k
үҫенте	ʏθɪ̞ntɪ̞
үҫеш	ʏθɪ̞ʃ
үҫешкән	ɵsɪ̞ʂkæn
үҫмер	ɵθmɪ̞ɾ
үҫмер	ʏ̞θmʏ̞r
үҫәргән	ʏðærgæn
һабай	hæbˈɑ
һабакларға	hɑbɑqɫɑrʁɑ
һабансы	hɑβansɯ̞
һабанғол	hɑbɑnʁɯ̞ɫ
һабаҡ	hæbaq
һабаҡ	hɑβɑq
һабаҡлы	hɑbɑqɫɑ
һабын	hɑbən
һабын	hɑβɯ̞n
һай	hɑj
һай	həˈɪ
һайлансыҡ	hɑjɫɑnzɯ̞q
һайлап	hʊ̞jlɑp
һайлаусы	həˈjlaʊsɯˈ
һайрар	äjrɑr
һайрарға	hɑjrarʁɑ
һайрау	əjraw
һайы	haja
һайыҫҡан	hɑjɯ̞ðqɑn
һайыҫҡан	hɑjɯ̞θqɑn
һал	hɑl
һал	hɑɫ
һала	ala
һалам	hɑlɑm
һалам	hɑɫɑm
һалдат	hɑɫdɑt
һалды	hɑlda
һалма	hɑlma
һалмауыр	hɑɫmɑwɯ̞r
һалмағыҙ	hɑɫmɑgɯ̞ð
һалмаһын	hɑlmɑhɯ̞n
һалым	hɑɫɯ̞m
һалым	pɑɫɯ̞m
һалынған	hɑlɯ̞nʁɑn
һалып	hɑɫɑp
һалырға	ɑɫɯ̞rʁɑ
һалыу	hɑɫɯ̞w
һалыу	hˈɑloʊ
һалығыҙ	hɑlɯ̞ʁɯ̞ð
һалған	hɑlʁɑn
һалҡын	haɫqɯ̞n
һалҡын	hɑlqɯ̞n
һалҡынайырға	hɑlqɯ̞näjɯ̞rʁä
һалҡынса	hɑlqɑnsɑ
һаман	hɑmɑn
һамар	hɑmɑr
һан	hãn
һан	hɑn
һанарға	ɦɑnɑrʁɑ
һанаған	hänɑgɑn
