-åringar	oːrɪŋaːr
återvändsgata	ˈoːtərvˌɛndsgɑːtˌa
återväxt	ˈoːtərvˌɛkst
åtfölja	oːtfˈœlja
åtföljande	oːtfˈœljandə
åtföljs	oːtfˈœljs
åtgärd	ˈoːtjɛːrd
åtgärda	ˈoːtjɛːrdˌa
åtgärda	ˈoːtjɛːrˌa
åtgärdade	ˈoːtjɛrdadə
åtgärdar	ˈoːtjɛːrdˌar
åtgärdat	ˈoːtjɛːrat
åtgärden	ˈoːtjɛːrdən
åtgärder	ˈoːtjɛːrdər
åtgärderna	ˈoːtjɛrːdˌeːnˌa
åtgång	ˈoːtgɔŋ
åtgånget	ˈoːtgˈɔŋət
åthävor	ˈoːthɛːvˌuːr
åtkomlig	ˈoːtkɔmlˌɪg
åtkomlighet	ˈoːtkˈɔmlɪkhˌət
åtlöje	uːtlˈøːjə
åtlöje	ˈoːtløːjə
åtminstone	ˈoːtmɪnstˌuːnə
åtnjuta	ˈoːtnjʉtˌa
åtnjuter	ˈoːtnjʉtər
åtog	uːtˈuːg
åtog	ˈoːtuːg
åtrå	ˈoːtroː
åtrår	ˈoːtroːr
åtråvärd	ˈoːtroːvˌɛːrd
åtskiljas	ˈoːtsxɪljˌas
åtskillig	ˈoːtsxɪlˌɪg
åtskilliga	ˈoːtskɪlːiːgˌa
åtskilliga	ˈoːtsxɪlˌiːga
åtskilligt	ˈoːtsxɪlˌɪkt
åtskillnad	ˈoːtsxɪlnˌad
åtstramning	ˈoːtstramnˌɪŋ
åtta	otːa
åtta	ˈɔtːa
åttahundra	ˈuːtːahˈʉndra
åttio	ˈɔtːiːˌuː
åttionde	ˈɔtːiːˌɔndə
åttonde	ˈɔtːɔndə
åttondel	ˈɔtːɔndəl
åverkan	ˈoːvərkand
åverkan	ˈoːvərkˌan
ö	e
ö	eɾ
ö	œ̃n
ö	ɛɾ
ö	ˈeɪ
ö	ˈøː
öb	ˈøːb
öbrink	øːbrɪnk
öda	œyda
öde	ˈøːdə
ödelagd	ˈøːdəlˈagd
ödelägga	ˈøːdəlˌɛga
ödeläggelse	ˈœdˈə-lˈɛgjlsə
ödelägger	ˌøːdəlˈɛgər
ödem	ˈøːdəm
ödemark	ˈøːdəmˌark
ödemark	ˈøːdəmˌɑːk
ödemarker	ˈøːdəmˈɑːrkˈar
ödesbestämd	øːdəsbəstˈɛnd
ödesdiger	ˈøːdəsdˌiːjər
ödesdiger	ˈœðəsdˈiːgər
ödesfråga	ˈøːdənsfrˌoːga
ödesmättad	ˈøːdəsmətad
ödesmättad	ˈøːdəsmˌɛtːad
ödesstunderna	øːdˀˈɛsstˈɵndərnˌa
ödestro	ʉːdəstrˈuː
ödestron	ˈødəstrˈuːn
ödla	ødla
ödla	ˈøːdlˌa
ödla	ˈœdla
ödleväska	ˈøːdløːvˈɛska
ödleväskan	ˈøːdlˈøːvəskan
ödmjuk	ˈœdmjʉk
ödmjuk	ˈœːrdˈimjˈʉk
ödsla	øːdsla
ödsla	ˈœdsla
ödslad	øːtslad
ödslar	ˈœdslar
ödslat	ˈœtslˌaːt
ödslig	ˈœdslɪg
ödsliga	øːtslˈɪgːa
ödsligt	ˌøːdslˈɪkt
öga	ˈøːga
öga	ˈɛːgˈa
ögat	ˈøːgat
ögel	œ̃gəl
ögla	ˈøːgˈlˈɑː
ögla	ˈœgla
ögleformer	øːgləfˈuːrmˈɛr
ögnad	øøŋønad
ögnat	øːgnat
ögonbindel	ˈøːgˈoːnbˈɪˌndəl
ögonblick	ˈøːgɔnblˌɪk
ögonblick	ˈøːgˈɔnblˈɪk
ögonblicken	ˈøːgɔnblˈiːkən
ögonblicket	ˈøːgɔnblˌɪkət
ögonblicket	ˈøːgˌoːnblˌɪkːət
ögonblickligen	ˈøːgɔnblˌɪklɪgˌɛn
ögonblicks	ˈøːgɔnblˌɪks
ögonbryn	ˈøːgɔnbrˌyːn
ögonbrynen	ˌøːgɔnbrˈyːnən
ögonen	ˈøːgɔnən
ögonflört	ˈøːgɔnflˈœt
ögonfrans	hˈøːgɔnfrˈans
ögonfrans	ˈøːgɔnfrˈɑːns
ögonfrans	ˌøːgɔnfrˈans
ögonfransar	ˈøːgɔnfrˈansar
ögonfransar	ˈøːgɔnfrˌansar
ögonfransen	ˈøːgɔnfrˌɑːnsən
ögonfärg	ˈøːgɔnfˌɛrj
ögonglob	ˈøːgɔnˈglˌuːb
ögonglober	ˈøːgɔngˈloːbər
ögonhåla	ˈøːgɔnhˈuːlˌɑː
ögonhålan	ˈøːgonhˌoːlˌan
ögonhöjd	ˈøːgˌaːnhˈøːjd
ögonkast	ˈøːgɔŋkˌast
ögonkliniken	ˈøːgɔnklinˈiːkən
ögonkontakt	ˈøːgˈonkˈɔntakt
ögonkontakten	øːgˌonkˈɔntaktən
ögonlinsen	øːg̊oːnlˈiːnsən
ögonlock	ˈøːgɔnlˌɔk
ögonlocken	ˈøːgˈoːnlˈɔkən
ögonpar	ˈøːgɔnpˈɑːr
ögonrörelse	ˈøːgɔŋrˌøːrəlsə
ögonrörelserna	ˈøːgɔnrˌøːrəlsarna
ögonsjukdomen	ˈøːgɔnsxˌʉkduːmən
ögonskugga	ˈøːgɔnskˌɵga
ögonspeglar	ˈøːgˈuːnspˈeːglˌɑːr
ögonspeglarna	ˈøːgːuːnsbˈeːglˌarna
ögonsten	ˈøːgɔnstən
ögonstenar	ˈøːgˈuːnstˈeːnˌeːr
ögonstenarna	ˈøːgˈuːnstˈeːnana
ögonstenen	ˈøːgɔnstˌeːnən
ögontand	øːgˈontˈandˈo
ögonvitan	ˈøːgonvˈiːtan
ögonvittne	ˈøːgɔnvˌɪtnə
ögonvittnen	ˈøːgɔnvˈɪtnən
ögonvrå	ˈøːgɔnvrˈoː
ögonvrån	øːgɔnvrˈoːn
ögruppen	ˈøːgrˈɵpən
öholm	ɔːhɔlmu
ök	ˈɛk
öka	øːkːa
öka	ˈøːka
ökad	eˈɔkad
ökad	ˈøːkad
ökade	ˈøːkadə
ökades	ˈøːkadəs
ökande	ˈøːkandə
ökar	ˈøːkar
ökas	ʉɾkas
ökas	ˈøːkas
ökat	ˈøːkat
ökats	ˈøːkats
öken	ˈøːkən
ökenartade	øːkjːnˈɑːrtˢadə
ökenfolk	ˈøːgənfˈɔlk
ökenfolken	ˈøːkənfˈɔlgən
ökenfolket	ˈøːkənfˈɔlkət
ökenfärden	øːkənfˈɛrdən
ökenregionen	ˈøːkənrˌeːgiˈuːnən
ökenråttan	øːkənrˈɔtːan
ökensanden	ˈøːkənsˈaldən
ökenstormarna	øːkənstˈoːrmarna
ökentrakt	ˈøːkəntrˌakt
ökentrakten	ˈøːkəntrˈaktən
ökenträdgård	ˈøːkəntrˌɛːdgoːrd
ökenvindarna	øːkjˈnvˈɪndarna
ökenvinden	ˈøːkənvˈɪndən
ökenväxter	øːkənʋˈɛkstər
ökenväxterna	øːkɛnvˈɛkstərnˌa
öknamn	ˈøːknam
öknamn	ˈœknamn
öknamnen	øknamˈnən
öknar	ˈœknar
öknen	øːknən
ökning	ˈøːkning
ökning	ˈœknɪŋ
ökningar	ˈøːkningar
ökningarna	øːknˈiːŋanˈɑː
ökningen	ˈøːknˌɪŋən
ökningen	ˈœknɪŋən
ökningstakt	ˈøːkniːŋstˌak
ökningstakten	ˈœknɪŋstˌaktən
ökänd	ˈøːɕənd
öl	ˈeːl
öl	ˈøːl
öl	ˈɛl
öla	ʉøla
öland	ˈøːland
ölback	ˈøːlbˈak
ölbackar	øːlbˌakːar
öldrickande	øːldrikːandə
ölen	øːløːn
ölfat	øːlfˈɔt
ölflak	ˈøːlflˈɑːk
ölflaska	ˈøːlflˈaskˈa
ölflaskan	ˈøːlflˈaskan
ölglasen	øːlˈglˌɑːsən
ölglaset	ˈøːlglˈɑːsət
ölhallar	øːlhalˈlˈar
öliv	ˈœʁlˈiv
öljud	ˈøːjˈʉd
ölkaféet	ˈøːlkafˈiːət
ölkrus	øːlkryːs
ölkrusen	ˈøːlkrˈysən
ölkultur	øːlkˈʉltˈyr
ölmarknad	øːlmˈɛrknad
ölmarknaderna	ˈøːlmˈɑːrknadənˈa
ölost	øːlˈɔst
ölpris	øːrprˈiːs
ölprisen	ˈøːlprˈiːsen
ölpriset	ˈøːlprˈɪsət
ölpub	ʁˈøːlplˈʌb
ölserveringar	ˈøːlsərvˈeːrɪŋar
ölserveringarna	ˈøːlsˈɛrvˈøːrɪŋarna
ölserveringen	ˈøːlsərvˈeːrɪŋən
ölskatt	ˈøːlskat
ölskatten	øːlskatːɛn
ölskatterna	ˈøːlskatːarna
ölskvättar	hˈøːlskvˈɛtːar
ölsort	ˌøːlsoːrt
ölsorten	øːlsˈɔɾtən
ölsorter	ˈøːlsˈɔrtər
ölstuga	ˈøːlstˌyːga
ölstugan	ˈøːlstˌuːgan
ölstånka	ˈøːlstˌɔnka
ölsupan	øːlˈsyːpˈanˈ
öltapp	ˈøːltapː
öltunnan	øːltʉnan
öltält	øːltˈɛlt
öländskan	ˈøːlˈɛnskan
öm	ˈøːm
öman	øːman
ömhet	ˈœmheːt
ömheten	ˈømhətən
ömhetsbetygelser	ˈøːmhətˌsbˈeːtˈyːgəlsˌar
ömhudade	ˈɔmhˈʉdadə
ömhudat	œmhˈʉdat
ömka	ˈœmka
ömkan	ˈœmkan
ömkansvärd	ˈœmkansvˌɛːrd
ömkat	øːmkˈat
ömklig	ˈœmklɪg
ömklighet	øːmklɪdhət
ömma	ˈœma
ömsa	œmsˈa
ömsa	ˈœmsa
ömsad	amsad̪
ömsar	ˈœmsar
ömsesidig	ˈœmsəsˌiːdɪg
ömsesidiga	ˈœmsəsˌiːdiːgˌa
ömsesidigt	ˈœmsəsˌiːdɪkt
ömsinnad	fˈøːmsˈɪnnad
ömsint	œmsiːnt
ömsint	ˈøːmsˈint
ömsinthet	øːmsinthˈeːt
ömsning	ˈøːmsnˌɪŋ
ömsom	œmsˈɔm
ömsom	ˈœmsɔm
ömt	æmte
ömtåliga	æˈmˈtˈoːlˈɪga
ön	dˈoɾˈn
önska	ˈønska
önska	ˈœnska
önskad	unskˈad
önskade	ˈœnskɑːdə
önskan	nskan
önskan	ˈœnskan
önskar	ˈœnskar
önskat	ˈœnskat
önskat	ˈɛnskat
önskebrunn	ˈøːnskəbrˈɵn
önskedröm	ˈøːnskədrˈøːn
önskedröm	ˈœnsxədrˈœm
önskelista	ˈønskəlˌɪsta
önskelista	ˈœnsxəlˌɪsta
önskemusik	ˈøːnskəmˈʉsik
önskemål	ˈœnsxəmˌoːl
önskemålen	ˌœnskəmˈoːlən
önsketänka	ˈøːnskətˈɛŋkːa
önsketänkande	ˈœnsxətˌɛŋkandə
önskliga	œnsklɪ̞gːa
önskning	ˈœnsknɪŋ
önskvärd	ˈœnskvɛːrd
önskvärdheter	ˈøːnskvˈˈeːrˌdhˈeːtər
önskvärt	ˈœnskvət
öppen	ˈœpən
öppenhet	ˈœpeːnhˌeːt
öppenheten	ˈœpeːnhˌeːtən
öppet	ˈœpət
öppethållande	ˈœpəthˌɔlandə
öppnade	ˈœpnadə
öppnas	ˈœpnas
öppnat	oppenat
öppningsflikar	ˈœpnɪŋsflˈiːkar
öppningstal	ˈœpnɪŋstˌɑːl
öppningstalat	ˈœpnɪŋstˌɑːlat
öqvist	ˈœkvɪst
öqvists	ˈœkvɪsts
öra	ˈøːra
örat	ˈøːrɑːt
örats	ˈøːrɑːts
öre	ˈøːrə
öre	ˈœr
örebro	ˈøːrəbrˌuː
öregrundsgrepen	ˈøːrəgrˌɵndsgrəpən
öresund	ˈøːrəsˌɵnd
öresvin	ˈøːrˈysvˈiːn
öresvinet	ˈøːrusvˈiːnət
örfil	ˈœrfiːl
örfilade	øːrfˈiːladə
örfilen	œrfiːlˌeːn
örhänge	ˈøːrhˈɛŋe
örhänge	ˈœrhəŋə
örhänget	œrhˈɛŋət
örike	øːrˈiːkə
öriken	ˈøːrˈiːgən
örikena	ˈøːrˈiːkənə
öring	ˈøːrɪŋ
örligen	øːlˌɪgˌɛn
örlogs-	ˈœrlˈoːgs
örn	ˈœrn
örn	ˈɔn
örnnästen	ˈøːnnˈɛstən
örnnästet	ˈœrnnˈɛstət
öronbedövande	ˈøːrɔnbədˌøːvandə
öronformat	øːrˈɔnfˈoːrmat
öronhåltagning	ˈøːrɔnhˌuːltˈɑːgnɪŋ
öronmanet	ˈøːrɔnmanət
öronmussla	ˈøːrɔnmˌɵsla
öronmärkningar	øːrˈɔnmˈɛrkningar
öronmärkta	ˈøːrɔnmˈɛrktad
öronproppar	ˈøːrˈuːnprˈɔpar
öronsmycke	øːrˈɔnsməkːə
öronsnäckan	ˈøːrˈuːnsnəkːan
öronsusningar	øːrˈɔnˈsyːsnɪŋar
öronvaxet	ˈøːrɔnvˈaksət
örsnibb	ˈœʂnɪb
örsprång	ˈœʂprɔŋ
ört	ˈœft
ört	ˈœt
örtesängen	ˈœrtəsˈɛŋən
örtsäng	ˈøtsˈɛŋ
örtsängar	ˈøːtsˈɛŋar
örtsängen	ˈøːtsˈɛŋən
örtugen	ˈœrtˈyːgən
ösa	ˈøːsa
öser	ˈøːsar
ösig	øːsˈɪg
ösning	yːsnɪŋ
ösningar	ˈøːsnɪŋˌeːr
ösningen	ðøːsnˌiːŋˌeːn
ösregn	ˈœsrəŋn
öst	høst
öst	ˈœst
östanfläktarna	ˈøːstˌanflˈɛktarna
öster	tˈøstər
öster	ˈœstər
österbotten	ˈøstərbˈɔtːən
österbybruk	ˌœstərbyːbrˈʉk
österbygdens	ˈœstərbˌygdəns
östergården	ˈøstərgˌoːrdən
östergötland	ˈœstərjˈœtland
österland	ˈœstərlˌand
österländsk	øːstərlˈɛnsk
östermalmshallen	ˈøːstərmˈalmshˌalən
österrike	ˈœstərˌiːkə
östersjöfisken	ˈœstəʂjˌøːfɪskən
östersjön	ˈœstəʂjˌøːn
östersjösamarbetet	mˈœstərsjˈøːsamˈarbeːtət
östersol	ˈøstərsuːl
östersolen	ˈøstərsˈuːlən
österut	ˈœstərˌʉt
östflyktingen	ˈœstflˈyktɪŋən
östfronten	ˈøstfrˌɔntən
östgöte	ˈœstjøːtə
östhammar	ˈœsthamˌar
östlig	ˈøstlˌɪg
östlig	ˈœstlɪg
östra	ˈœstra
öststat	ˈœststat
öststater	æststˈɑːtər
öststaterna	ˈœststatˌɛrna
östtyskland	asttˈyskland
östtyskland	ˈœstːysklˌand
öva	vˈa
öva	ˈøːva
övad	ˈøvad
övar	eːvaːr
övar	ˈøːvar
övas	ˈøːvas
övat	ˈøːva
över	ˈøːvər
över-	ˈøːvər
överaktiva	ˈøːvərˌaktˈiːva
överaktivt	ˈøːvəraktˈivt
överallt	ˈøːvərˌalt
överanstränga	ˈøːvərˌanstrəŋˌa
överanstränga	ˈøːvərˌanstrˈɛŋˌa
överansträngd	ˈøːvərhˈanstrˈɛŋd
överansträngning	ˈøːvərˌanstrəŋnˌɪŋ
överanvändning	ˈøːvərˈanvˌɛndnɪŋ
överarbeta	ˈøːvərˌaːrbətˌa
överarbetad	ˈøːvərˌaɾbeːtad
överarbetar	øːvərˈɑrbətˌar
överarbetat	ˈøːvərˌɑːrbeːtˈɑːt
överarm	ˈøːvərˈɑrm
överarmsben	ˈøːvərˈaɾmsbˌeːn
överaskad	ˈøːvərrˈaskad
överbalans	ˌøːvərbalˈans
överbefolka	ˈøːvərbəfˈˈolka
överbefolkad	ˈøːvərbəfˌɔlkad
överbefolkade	ˈøːvərbəfˈɔlkadə
överbefolkar	ˈøːvərbəfˈɔlkar
överbefolkning	ˈøːvərbəfˌɔlknɪŋ
överbefolkningen	ˈøːvərbəfˌɔlknɪŋən
överbefälhavare	ˈøːvərbəfˈɛlhɑːvarə
överbefälhavare	ˈøːvərbəfˌɛlhavˌarə
överbefälhavarna	ˈøːvərbəfˈɛlhaːvarna
överbelagd	ˈøːvərbəlˌɑːgd
överbelastad	ˈøːvərbˈøːlastad
överbelastningen	ˈøːvərbəlastnˈɪŋən
överbeläggning	ˈøːvərbəlˈɛgnɪŋ
överbelåna	ˈøːvərbˈɛlːoːna
överbelånad	ˈøːvərbˈøːlˈoːnad
överbeskydda	ˈøːvərbəsxˌyda
överbeskyddade	ˈøːvərbəsxˌydadə
överbetalt	ˈøːvərbˈəˈtˈoːlt
överbevisa	ˈøːvərbəvˌiːsa
överbevisa	ˈøːvərbˈəvisa
överbevisade	ˈøːvərbˈøːvˈiːsadə
överbevisar	øːvərbəvˈiːtsar
överbevisar	ˈøːvərbəvˌiːsar
överbinda	øːvərbˈɪnda
överbindningar	ˈøːvərbˌɪndnɪŋˌar
överblick	ˈøːvərblˌɪk
överblicka	ˈøːvərblˌɪkːa
överblickar	ˈøːvərblˌɪkˈar
överblickar	ˈøːvərblˌɪkːar
överblickarna	ˌøːvərblˈɪkˈarna
överblickbar	ˌøːvərblˈiːkbˌɑːr
överblicken	ˈøːvərblˈɪkːən
överbliven	øːvˌɛlblˈiːvən
överbliven	ˈøːvərblˌiːvən
överblommade	ˈøːvərblˈˈuːmadə
överbokningar	ˈøvərbˈoːknɪŋar
överbragt	øːvərbrˈakt
överbragte	ˈøːvərbrˌaktə
överbringa	ˈøːvərbrˌɪŋa
överbringa	ˈœvərbrˌɪŋa
överbringar	ˈøːvərbrˌɪŋar
överbrygga	ˈøːvərbrˌyga
överbryggade	ˈøːvərbrˈyːgadə
överbryggar	ˈøːvərbrˌygar
överbyggnad	ˈøːvərbˌygnad
överbyggnader	ˈøːvərbˌygnadər
överdelen	ˌøvərdˈeːlən
överdiagnostisera	ˈøːvərdˈiːagnˈɔstˈɪkərˈa
överdimensionerad	ˌøːvərdˌiːmənsxˈuːneːrˌad
överdos	ˈøːvərdˌuːs
överdrag	ˈøːvərdrˌag
överdragen	ˈøːvərdrˈɔgən
överdragna	ˈøːvərdrˈɔgna
överdramatiserar	ˈøːvərdrˈamatiːsˌeːrɑːr
överdramatiserat	ˈøːvərdrˈamatiːsˈeːrat
överdrift	ˈøːvərdrˌɪft
överdrifterna	ˈøːvərədrˈɪftərna
överdriva	ˈøːvərdrˌiːva
överdriven	ˈøːvərdrˌiːvən
överdriver	ˈøːvədrˌiːvər
överdrivit	ˌøːvərdrˈiːvɪt
överdrivna	ˈøːvərdrˌiːvna
överdubba	ˈøːvərdˌɵba
överdubbas	ˈøːvərdˌɵbas
överdäck	øːvərdˈɛk
överdäckningen	ˈøːvərdˈɛknɪŋən
överdängarna	ˈøːvərdˈɛŋarnɑː
överdåd	ˈøːvərdˌoːd
överdådig	ˈøːvərdˌoːdɪg
överdådigt	ˈøːvərdˈoːdɪkt
överens	ˈøːvərˌɛns
överenskom	ˌøːvrənskˈuːm
överenskommelse	ˈøːvərənskˈoːmməlsə
överenskommelse	ˌøːvərˈɛnskɔmˌɛlsə
överenskommelsen	ˌøːvərˈɛnskɔmˌɛlsən
överenskommelser	ˈøːbərənskˈoːmməlsər
överenskommen	ˈøːvərˌɛnskˈɔmən
överensstämma	ˌøːvərˈɛnsstəmˌa
överetablering	ˈøːvərˈɛtablˌeːrɪŋ
överfall	ˈøːvərfˌal
överfalla	ˈøːvərfˌala
överfallen	ˈøːvərfˌalən
överfart	ˌøːvərˈfˈɔrt
överfet	ˈøːvərfˌeːt
överfiskade	ˈøːvərfˈɪskadə
överfiskat	ˌøːvərlˈfˈɪskat
överfiske	ˈøːvərfˌɪskə
överfisken	ˈøːvərfˈɪskan
överfiskena	ˈøːvərfˈɪskənna
överfisket	ˈøːvərfˈɪskənt
överfluget	ˈøːvərflˌyːgət
överflyglade	øːvərflˈyːgladə
överflytta	ˈøːvərflˈyːtˈa
överflyttat	vˈøːvərflˈyːtːat
överflyttningar	ˈøːvərflˈyːtnɪŋar
överflöd	ˈøːvərflˌøːd
överflödiga	øːvərflˈøːdiga
överflödiga	ˈøːvərflˌøːdiːgˌa
överfor	øːvərfuːr
överfulla	ˈøvərfˌʉlla
överfullt	ˈøːvərfˈʉlt
överfurir	ˈøːvərfrˈiːr
överföll	ˌøːvərfˈœl
överför	ˈøːvərfˌøːr
överföra	ˈøːvərfˌøːra
överföras	ˈøːvərfˌøːras
överförbar	ˈœvərfˌœrbar
överförberedelse	ˈøːvərfˈøːrbərˌeːdəlsə
överförd	ˌøːvərfˈøːrd
överförda	ˈøːvərfˈøːra
överförfriskad	ˈøːvərfˈøːrfrˈɪskad
överförfriskade	ˈøːvərfˈøːrfrˈɪskadə
överföringarna	ˈʉvərfˈøːrɪŋarna
överföringen	ˈøːvərfˌøːrɪŋən
överförmyndare	ˈøːvərfˈœrmɪndarə
överförs	ˌøːvərfˈœʂ
överförsäkringar	ˈøːvərfˈœʂəkrɪŋar
övergav	ˈøːvərgˌav
överges	ˈøːvərjˈɛs
övergiva	ˈøːvərjˌiːva
övergivit	ˈøːvərjˌiːviːt
övergivit	ˈøːvərɛɪvɪt
överglänsa	ˈøːvərglˌɛnsa
överglänst	ˈøvərglˌɛnst
överglänste	øːvəlglˈɛnstə
övergrepp	ˈøːvərgrˌɛp
övergreppen	ˈøːvərgrˈɛpən
övergripande	ˈøːvərgrˌiːpandə
övergripande	ˌøːvərˌgˈriːpˌandə
övergå	øːvərgoː
övergående	ˈøvərgˌoːəndə
övergående	ˈøːvərgˌoːəndə
övergång	ˈøːvərgˌɔŋ
övergång	ˌøːvərgˈɔŋ
övergångarna	ˈœvərgˈoːŋanˈɑː
övergångsformen	ˌøːvərguːŋsfˈɔrmən
övergångsformer	ˌøvərgˌoːŋsfˈɔrmər
övergångsriter	ˈøvərgˈoːŋsrˈiːtˌər
övergångsställe	ˈøːvərgˌɔŋstələ
övergångsstället	ˈøːvərgˈoːngsostˈɛlət
övergångstid	ˈøːvərgˌɔŋstiːd
övergångstid	ˌøːvərboːŋstˈiːdˌ
övergångstiden	ˈøvərgoːŋstˈiːdən
övergångsålder	ˈøːvərgˌɔŋsoːldər
övergår	ˈøːvərgˌoːr
övergått	ˈøːvərgˌɔt
överhalad	ˈøːvərhˌɑːlad
överhalade	ˈøːvərhˌɑːladə
överhalar	ˈøːvərhˌɑːlar
överhalat	ˈøːvərhˌɑːlat
överhalningarna	ˌøːvərhˌɔlnˌɪŋarna
överhand	ˈøːvərhˌand
överhanden	ˈøːvərhˌandən
överherre	ˈøːvərhˈɛrə
överherren	ˈøːvərhˈɛrən
överhet	ˈøːvərhˌeːt
överheter	øːvərhˈeːtər
överhetligt	ˈøːvərhˌeːtlˌɪkt
överhetta	ˈøvərhˌeːtːa
överhettad	ˌøːvərhˌɛtːad
överhopa	ˈøːvərhˌuːpa
överhopar	ˈøːvərhˌuːpar
överhoppar	ˌøːvərhˈɔpar
överhoppning	ˌøːvərˈɔpnɪŋ
överhuden	ˈœvərhˌʉden
överhus	øvərhʉs
överhuvud	ˈøːvərhˌʉvʉd
överhyran	ˈøːvərhˌyran
överhällda	øːvərhˈɛldɑː
överhäng	ˈøːvərhˌɛŋ
överhängande	ˈøːvərhˌɛŋandə
överhängande	ˌøvərhˈɛŋandə
överhängd	ˌøvərhˈɛŋd
överhängda	ˈøːvərhˌɛŋdˌa
överhögheten	ˈøːbərhˌøːghətˈɛn
överhölja	ˈœvərhˈœlja
överhöra	ˈøːðərhˈøːra
överhörda	ˈøːvərhˈøːrdˈan
överila	ˈøːvəriːlˈa
överilad	ˈøːvərˌiːlad
överilade	ˈøːvəriladə
överilar	øːvərˈiːlˌar
överilat	ˈøːvəriːlˌad
överilningar	ˈøvəriːlnɪŋar
överilningarna	ˈøːvəriːlnˌiːŋarnˈ
överinseende	ˈøːveːrˌɪnsəˌɛndə
överinstans	ˈøːvərˈɪnstˌans
överinstansen	ˈøːvərˈɪnstansən
överinstanser	øːvərɪnstˈansər
överinstanserna	ˈøːvərˈɪnstansənˌa
överintendent	ˈøːvərˈɪntɛndənt
överisad	ˈøvərˌiːsad
överisade	ˈøvərˌiːsadə
överisat	ˈøːvəriːsat
överisningarna	øːvəriːsnˌiːŋarnˌa
överisningen	ˈøːvəriːsnˌɪŋən
överjordiskt	ˈøːvərjˈuːdˈiːskt
överkant	ˈøːvərkˈant
överkanterna	ˈøːvərkˈantənˈa
överkast	ˈøːvərkˌast
överkasten	ˈøːvərkastan
överkastet	ˈøːvərkastet
överklaga	ˈøːvərklˌɑːga
överklaga	ˈøːvərklˌɑːgˈa
överklagande	ˈøvərklˌɑːgandə
överklaganden	ˈøːvərklˌɑːgadən
överklagandena	ˈøːvərklˈɑːgandənə
överklagandet	ˈøːvərklˈɑːgandət
överklagar	ˈøːvərklˌɑːgar
överklass	ˈøːvərklˈas
överklass	ˈøːvərklˌas
överklassen	ˈøːvərklˌasən
överklasserna	ˈøːvərklˌasərna
överklassig	ˈøːvərklˈasˈiːg
överkloka	ˈøːvərglˈoːka
överklädda	ˈœvərklˈədˈa
överkläder	ˈøːvərklˌɛːdər
överklädsel	ˈøːvərklˈɛdsel
överklädslarna	øːvərklˈədˈslˈarˈnˈɑː
överklär	ˈœvərklˈˈar
överkojer	ˈœvərkˈuːjər
överkom	ˈøvərkˈuːm
överkomlig	ˈøːvərkˌɔmlɪg
överkomliga	ˈøːvərkˈuːmlˈɪgːa
överkomligt	ˈøːvərkˈuːmlˈiːkt
överkomna	ˌøːvərˌkˈɔmna
överkopplade	øːvərkˈɔpladə
överkorsat	ˈøːvərkˈɔrtʃˈɑːt
överkragad	ˈøvərkrˌɑːgad
överkragat	ˈøːvərkrˌɑːgat
överkrav	ˈøːvərkrˈoːv
överkraven	ˈøːvərkrˈoːvən
överkritiska	ˈøːvərkrˌiːtˈiːsga
överkropp	ˌøːvərkruːp
överkvalificerad	ˈøːvərkvaliːfiːsˌeːrad
överkäke	ˈøːvərkɛkːə
överkänslig	ˈøːvərkˌɛnslɪg
överkänslig	ˈøːvərɕˈɛnslɪg
överkänslighet	ˈøːvərkˌɛnslɪghˌeːt
överköra	ˈøːvərʃøːrˈa
överkörd	ˌøːvərkˈœrd
överlag	ˈøːvərlˈɑːg
överlag	ˈøːvərlˌɑːg
överlagd	øvərlˈagd
överlagd	ˈøːvərlˌɑːgd
överlagda	øvərlˈagda
överlagrade	ˈøvərlˌɑːgradə
överlagrar	ˈøːvərnˈɑːgrar
överlagras	ˈøːvərlˌɑːgras
överlagrat	ˈøːvərlˌɑːgrɑːt
överlappande	ˈøːvərlˌapandə
överlast	ˈøːvərlˈast
överlasten	ˈøːvərlˈastən
överlaster	øːvərlˈastˈøːr
överleva	ˈøːvərləvˌa
överleva	ˈøːvərəlˌeːva
överlevande	ˈøːvərləvˌandə
överlever	ˈøːvərlˌɛvər
överlevnad	ˈøːvərlˈeːbnad
överliggare	ˈøːvərlˌɪgarə
överljuds-	ˌøːvərjˈʉds
överlupen	ˈøːvərlˌyːpən
överlupen	ˈøːvərlˌʉpən
överlädret	ˈøːvərlˌeːdrət
överläge	ˈøːvərlˌɛːgə
överlägen	øːvərlɛːgɛn
överlägena	ˌøːvərlˌeːgˈɛnˈa
överläget	øːvərlˈɛgənt
överlägg	ˈøːvərlˌɛg
överlägga	ˈøːvərlˌɛga
överlägga	ˈøːvərlˌɛgːa
överläggen	ˈøːvərlˌɛgən
överläggning	ˈøːvərlˌɛgnɪŋ
överläggningar	ˈøːvərlˌɛgnɪŋˌar
överlägsen	ˈøːvərlˌɛgsan
överlägsen	ˈøːvərlˌɛgsən
överlägset	ˈøːvərlˌɛgsət
överlägsna	ˈøːvərlˌɛgsna
överläkare	ˈøːvərlˌɛːkarə
överläkarna	ˈøːvərlˈɛkɑːnˈɑː
överlämna	ˈøːvərlˌɛmna
överlämnad	ˈøːbərlˌɛmnad
överlämnad	ˈøːvərlˌɛmnad
överlämnandet	øːvərlˈɛmnˈandə
överlämnar	ˈøːvərlˌɛmnar
överlämnar	ˌøvərlˈɛmnar
