абажур	abaʒur
ұзарту	ʊzɑrtʊ
ұзын	ʊˈzʏn
ұйғарып	ujɑrɯp
ұйқтадыңыз	ʊjqtɑˈdɯŋɯz
ұйқы	ujqɯ
ұйқысы	ujqɯsɯ
ұйықта	ujʏqˈtə
ұйықтағам	ujʏqtaɣɑm
ұйықтаған	ujɯqtaˈʁɑn
ұйықтай	ujɯqtɑj
ұйықтамай	ujyqtaˈmaj
ұйықтамайды	ujyqtaˈmɑjdi
ұйықтап	ujʏqˈtɑp
ұйықтатын	ujʊqtaˈtɯn
ұйықыда	ujɯqɯdɑ
ұйымдастырыңыз	ujɯmˈdɑstɯˈrɯŋɯz
ұқсайды	ʊqsɑjˈdɯ
ұқсаймын	ʊqsɑjmɯn
ұқсайтын	ʊqsɑjtɯn
ұқсамайды	ʊqsɑmajˈdɯ
ұқсас	ʊqsɑs
ұқтың	ʊqˈtɯŋ
ұлттың	uɫtɯŋ
ұлтымыз	ʊɫtɯmɯz
ұлы	ʊɫɯ
ұлым	ɯˈlɯm
ұмыта	ʊmɯtɑ
ұмытпай	ʊmɯtˈpɑj
ұмытты	ʊmɯtːɯ
ұмыттың	ʊmɯtˈtɯŋ
ұмыттыру	ʊmɯtːɯɾʊ
ұмытылмайды	ʊmɯtɯɫmɑjˈdɯ
ұмытып	ʊmɯtɯp
ұнады	ʊnɑdɯ
ұнай	ʊˈnɑj
ұнайды	ʊnɑjˈdɯ
ұнамай	ʊnɑˈmɑj
ұнамайды	ʊnɑmɑjdɯ
ұнамаймын	ʊnɑmɑjˈmɯn
ұнар	ʊˈnɑr
ұнатамын	ʊnɑtɑˈmɯn
ұнтағын	ʊntɑχɯn
ұрдым	urdɯm
ұрлаған	ʊrɫɑˈɣɑn
ұрланып	ʊrɫɑnɯp
ұрлап	ʊrɫɑp
ұрлауы	ɯɾɫɑwɯ
ұрсуды	ʊrsʊdɯ
ұрсып	ʊrsɯp
ұрушы	ʊɾuʃɯ
ұры	ʊˈɾɯ
ұрысады	ʊɾəsɑdɯ
ұсақ	ʊˈsɑq
ұста	ʊˈstɑ
ұстаған	ʊstɑˈʁɑn
ұстағысы	ʊstaɣɯsɯ
ұстады	ʊstɑdɯ
ұстай	ʊstaɪ
ұсталды	ʊstɑɫdɯ
ұстамасаң	ʊstɑmɑsɑŋ
ұстаңдар	ʊstɑŋdɑr
ұстаңызшы	ʊstɑŋɯʃ
ұстап	ʊˈstæp
ұстата	ʊstɑtɑ
ұстау	ʊstɑw
ұстауда	ʊstaˈwa
ұсынды	ʊsɯnˈdɯ
ұсынып	ʊsɯˈnɯp
ұсынысты	ʊsɯnɯsˈtɯ
ұсынысы	ʊsɯnɯsɯ
ұсынысын	ʊsɯnɯˈsɯn
ұшағын	ʊʃɑqɯn
ұшақ	ʊʃɑq
ұшып	ʊʃɯp
ұялмай	ʊjɑɫmɑj
ұят	ʊˈjɑt
ұятың	ʊjɑˈtɯŋ
фбр	ɸɪβɪr
фейсбуктан	fejsbʊktɑn
ферменттер	fermenter
фермердің	fermerˈdiŋ
фермермен	fermɛrmɛn
ферметтердің	fermetterɪŋ
феронға	fɘrɘnʁɑ
феуердің	fejweɾɪŋ
философиясын	filɘsɔfʲiʲɑsɯn
философсыз	filɘsɔfˈsɯz
фильм	film
фитцпатрик	fitsˈpʰatrik
фокс	fɔks
формасын	fɔrmɑˈsɯn
фосса	foˈsːɑ
франкенштейн	fræŋkənʃtɛjn
франкенштейнін	fræŋkənʃtɛjˈnɪn
француз	frɑnˈtus
фунт	fonts
футболкаңды	ftbolqɑŋdɯ
футболкаңызға	futbolqɑŋɯzɑ
футболкаңызды	futbolqɑŋɯzˈdɯ
хабар	xɑˈbɑr
хабардар	xɑbɑɾdɑɾ
хабардарсың	xɑbɑɾdɑrsɯŋ
хабарлама	χɑbɑɾɫɑmɑ
хабарлап	χɑβɑɾɫɑp
хабарлас	xɑbɑɾɫɑs
хабарласамын	χɑbɑɾɫɑsɑmɯn
хабарласпақшы	xɑbɑɾɫɑsˈpɑqʃɯ
хабарлассаңыз	χɑβɑɾɫɑsɑŋɯz
хабарласты	xɑbɑɾɫɑstɯ
хабарласып	xɑbɑɾɫɑsɯp
хабары	xɑbɑrɯ
хабарыңызды	χɑbɑɾɯŋɯzˈdɯ
хакама	xɑkɑmɑ
хаку	χɑˈku
хакуды	χɑˈkʊdɯ
хакудың	ɑqʊˈdɯŋ
хакусың	χɑkʊsɯŋ
халіңіз	xɑˈlɯˈz
халқы	χɑɫqɯ
халқым	χɑɫqɯm
халық	xɑˈɫɯq
халықаралық	xɑlɯqɑrɑˈlɯq
халыққа	χɑˈɫəqə
халықпен	xɑɫɯqpʰen
халықтың	xɑləqɯtɯŋ
ханым	xɑnɯm
ханымға	xɑnɯmɑ
ханымдар	xɑnɯmdɑɾ
ханымның	xɑnɯmˈnɯ
хат	xɑt
хламидиозды	xlamidʲɪozdɯ
хлор	xɫor
холидей	xɔlʏˈdʲej
христиандар	χrʲistʲiɑndɑr
ххх	xː
цивилизация	sɪvʲɪlʲɪzɑtsɪjə
чи	tʃi
чу	ʃu
ш	ʃ
шабуыл	ʃɑβʏɫ
шабуылдаған	ʃɑbʏɫdɑˈɣɑn
шағамды	ʃɑˈɣɑmdɯ
шағарсын	ʃɑˈɣɑrsən
шағымданам	ʃɑɣɯmdɑnɑm
шағыр	ʃɑˈɣɯɾ
шайтан	ʃɑjˈtɑn
шайтанның	ʃɑjˈtɑnɯnɯ
шақыр	ʃɑqɯr
шақырған	ʃɑqɯrˈʁɑn
шақырғанмын	ʃɑqɯɾʁɑnˈmɯn
шақырғаны	ʃɑqɯrˈʁɑnɯ
шақырғаныма	ʃɑqɯrʁɑnɯmɑ
шақырды	ʃɑqɯɾdɯ
шақырдым	ʃɑqɯɾdɯm
шақырдыңыз	ʃɑqɯɾdɯŋɯz
шақырсаң	ʃɑqɯrˈsɑŋ
шақырттым	ʃɑqɯrtˈtɯm
шақыруға	ʃɑqɯruʁɑ
шақырылмаған	ʃɑqɯɾɯɫmɑˈʁɑn
шақырым	ʃɑqɯˈrɯm
шақырыңдар	ʃɑqɯˈrɯŋdɑr
шақырып	ʃɑqɯˈrɯp
шалбары	ʃɑɫbɑrɯ
шам	ʃɑm
шамалы	ʃɑmɑˈɫɯ
шамасы	ʃɑmɑsɯ
шамдар	ʃɑmˈdɑr
шаң	ʃɑŋ
шапалақтамас	ʃɑpɑɫɑqˈtɑmɑs
шапшаң	ʃɑpʃɑɲ
шара	ʃɑˈrɑ
шарт	ʃɑrt
шарттары	ʃɑrtˈtɑrɯ
шарты	ʃɑrˈtɯ
шартым	ʃɑrtɯm
шартымды	ʃɑrtɯmˈdɯ
шаруа	ʃɑˈɾʊɑ
шаруаға	ʃɑˈɾʊɑɣɑ
шаршаған	ʃɑrʃɑˈɣɑn
шаршады	ʃɑrʃɑˈdɯ
шаршадым	ʃɑrʃɑˈdɯm
шатастырып	ʃɑtɑstɯɾɯp
шашы	ʃɑˈʃɯ
шашыңды	ʃɑˈʃɯŋdɯ
шәй	ʃæj
ше	ʃe
шегін	ʃegin
шексіз	ʃɛkˈsɪz
шерил	ʃɛˈrɯɫ
шет	ʃet
шетел	ʃetɛɫ
шетке	ʃetˈkʲe
шеттегі	ʃetˈtegi
шеш	ʃeʃ
шеше	ʃeʃe
шешеді	ʃeʃeˈdi
шешемнің	ʃeʃemˈnʉj
шешілген	ʃeʃɪlˈgen
шешім	ʃeʃim
шешімді	ʃeʃiːmdɪ
шешіміміз	ʃeʃiːmɪmɪz
шешімімізді	ʃeʃiːmɪmɪzˈdɪ
шешімің	ʃeʃɪˈmɪŋ
шешімнің	ʃeʃiːmˈnʲeɪ
шешкің	ʃeʃkɪŋ
шешпейді	ʃeʃpejˈdi
шешті	ʃeʃti
шештім	ʃeʃtɪm
шешу	ʃeʃu
шешуге	ʃeʃuɣe
шиеленітпе	ʃie̯le̯ni̯tpe
шиллинг	ʃɪlʲɪŋ
шіркеу	ʃɪrˈkø
шіркеуге	ʃɪrˈkøwge
шіркеудегі	ʃɪrˈkøwˈdæʁɪ
шіркеушелер	ʃɪrkɪwʃɪˈlɪr
шкафтар	ʃɑfˈtɑr
шкафы	ʃkɑfɯ
шнауз	ʃnaʊs
шомылатын	ʃomɯɫɑˈtɯn
шомылғым	ʃomɯɫɣɯm
шомылдығы	ʃomɯɫdɯɣɯ
шомылдықта	ʃomɯɫdɯqˈtɑ
шомылып	ʃomɯləp
шотландия	ʃotɫɑndiʝɑ
шотландияда	ʃotɫɑndʲɑdɑ
шотландияданмын	ʃotɫɑndijɑdɑmɯn
шотландияның	ʃotɫɑndijɑˈnɯ
шотландық	ʃotɫɑnˈdɯq
шотландықпын	ʃotɫɑndɯqpɯn
шотландықтармен	ʃotɫɑndɯqtaɾmen
шотына	ʃotɯˈnɑ
шоуға	ʃowɣa
шошқа	ʃoʃqɑ
шошқаға	ʃoʃqɑɣɑ
шошқаларды	ʃoʃqɑɫɑɾdɯ
шошып	ʃoʃɯp
шпалмен	ʃpɑlmɘn
штаты	ʃtɑtɯ
штатында	ʃtɑnɯˈdɑ
шу	ʃuː
шуламаңдар	ʃʊlɑmɑŋdɑr
шулап	ʃʊlɑp
шұжық	ʃʊˈʒɯq
шұлықты	ʃʊɫəqˈtə
шыға	ʃɯˈɣɑ
шығады	ʃɯɣɑdɯ
шығамын	ʃɯɣɑmɯn
шығар	ʃɯˈɣɑr
шығарады	ʃɯɣɑɾɑdɯ
шығарғаным	ʃɯɣɑrɣɑnɯm
шығарды	ʃɯɣɑɾdɯ
шығардың	ʃɯɣɑɾˈdɯŋ
шығарма	ʃɯɣɑrmɑ
шығармай	ʃɯɣɑrmɑj
шығармайды	ʃɯɣɑrmɑjˈdɯ
шығармыз	ʃɯɣɑrmɯz
шығарсыз	ʃɯɣɑrsɯz
шығарсың	ʃɯɣɑrsɯŋ
шығару	ʃɯɣɑˈɾʊ
шығаруды	ʃɯɣɑɾʊdɯ
шығаршы	ʃɯɣɑrʃɯ
шығарылғандар	ʃɯɣɑrylɣɑnˈdɑr
шығарыңдар	ʃɯɣɑryŋdɑr
шығарып	ʃɯɣɑˈrɯp
шығарыпты	ʃɯɣɑrɯptɯ
шығасың	ʃɯɣɑˈsɯŋ
шығатын	ʃɯɣɑˈtɯn
шығу	ʃɯˈɣʊ
шығын	ʃɯɣɯn
шығындар	ʃɯɣɯndɑr
шығынды	ʃɯɣɯnˈdɯ
шығыңдар	ʃɯɣɯŋdɑr
шығып	ʃɯˈɣɯp
шығысты	ʃɯɣɯsˈtɯ
шыда	ʃɯˈdɑ
шыдай	ʃɯdɑj
шыдап	ʃɯdɑp
шық	ʃɯq
шыққан	ʃɯqˈqɑn
шыққанша	ʃɯqˈqɑnʃɑ
шықпады	ʃɯqpɑdɯ
шықпай	ʃɯqˈpɑj
шықпайды	ʃɯqpaɯdɯ
шықпаймын	ʃɯqpaɯmɯn
шықпаңдар	ʃɯqpɑŋdɑr
шықсам	ʃɯqsɑm
шықты	ʃɯqtɯ
шықтық	ʃɯqˈtɯq
шықтым	ʃɯqtɯm
шын	ʃɯn
шынайы	ʃɯnɑjɯ
шындығында	ʃɯnˈdɯʁɯndɑ
шындықты	ʃɯnˈdɯqˈtɯ
шынымен	ʃɯnɯˈmʲen
шынында	ʃɯnɯnˈdɑ
шыңғырғаның	ʃɯŋɯrɑŋɯ
шытырмақ	ʃɯtɯrmɑq
ықпал	ɯqpɑɫ
ылғи	ɯɫɣɯ
ыңғайлы	ɯŋɣɑjˈlɯ
ыңырсуда	ɯŋɯrsudɑ
экономикалық	ɘkɘnɘmʲɘkɘlɯq
экономикамыз	ɘkɑnɘmɘkɑˈmɯz
экономикасы	ɘkɑnɘmɘkɑsɯ
экономикасын	ɘkɔnɘmɘkɘsɯn
экскаватор	ɛkskɑvɑtɯr
эксперимент	ɛkspɪrʲɪˈmʲɛnt
эксперименттер	ɛkspɪrʲɪmʲɪntʲɪr
экстасенсорлы	ɛkstɑsɛnˈsɔrɫɯ
экстрасенс	ɛkstrɑsɛns
экстрасенстермен	ɛkstrɑsɛnsɛrtmen
экстрасенстің	ɛkstrɑsɛnˈsɯŋ
элиосқа	ɘlʲɘsqɑ
элиостың	ɘliɔstɯŋ
эти	etɪ
юбаба	jʊbɑbɑ
юбабаға	jʊbɑbɑɣɑ
юбабамен	jʊbɑbɑmʲɪn
юбабаның	jʊbɑbɑˈnɯŋ
