--من	mæn
همیخراشاند	hæmiːxæɾɒːʃɒːnæd
همیخراشاندم	hæmiːxæɾɒːʃɒːndæm
همیخراشاندند	hæmiːxæɾɒːʃɒːndænd
همیخراشاندهام	hæmiːxæɾɒːʃɒːnde̞æm
همیخراشاندهاند	hæmiːxæɾɒːʃɒːnde̞ænd
همیخراشاندهای	hæmiːxæɾɒːʃɒːnde̞iː
همیخراشاندهاید	hæmiːxæɾɒːʃɒːnde̞iːd
همیخراشاندهایم	hæmiːxæɾɒːʃɒːnde̞iːm
همیخراشاندی	hæmiːxæɾɒːʃɒːndiː
همیخراشاندید	hæmiːxæɾɒːʃɒːndiːd
همیخراشاندیم	hæmiːxæɾɒːʃɒːndiːm
همیخراشانم	hæmiːxæɾɒːʃɒːnæm
همیخراشانند	hæmiːxæɾɒːʃɒːnænd
همیخراشانی	hæmiːxæɾɒːʃɒːniː
همیخراشانید	hæmiːxæɾɒːʃɒːniːd
همیخراشانیم	hæmiːxæɾɒːʃɒːniːm
همیخراشد	hæmiːxæɾɒːʃæd
همیخراشم	hæmiːxæɾɒːʃæm
همیخراشند	hæmiːxæɾɒːʃænd
همیخراشی	hæmiːxæɾɒːʃiː
همیخراشید	hæmiːxæɾɒːʃiːd
همیخراشیدم	hæmiːxæɾɒːʃiːdæm
همیخراشیدند	hæmiːxæɾɒːʃiːdænd
همیخراشیدهام	hæmiːxæɾɒːʃiːde̞æm
همیخراشیدهاند	hæmiːxæɾɒːʃiːde̞ænd
همیخراشیدهای	hæmiːxæɾɒːʃiːde̞iː
همیخراشیدهاید	hæmiːxæɾɒːʃiːde̞iːd
همیخراشیدهایم	hæmiːxæɾɒːʃiːde̞iːm
همیخراشیدی	hæmiːxæɾɒːʃiːdiː
همیخراشیدید	hæmiːxæɾɒːʃiːdiːd
همیخراشیدیم	hæmiːxæɾɒːʃiːdiːm
همیخراشیم	hæmiːxæɾɒːʃiːm
همیخرامد	hæmiːxæɾɒːmæd
همیخرامم	hæmiːxæɾɒːmæm
همیخرامند	hæmiːxæɾɒːmænd
همیخرامی	hæmiːxæɾɒːmiː
همیخرامید	hæmiːxæɾɒːmiːd
همیخرامیدهام	hæmiːxæɾɒːmiːde̞æm
همیخرامیدهاند	hæmiːxæɾɒːmiːde̞ænd
همیخرامیدهای	hæmiːxæɾɒːmiːde̞iː
همیخرامیدهاید	hæmiːxæɾɒːmiːde̞iːd
همیخرامیدهایم	hæmiːxæɾɒːmiːde̞iːm
همیخرامیدی	hæmiːxæɾɒːmiːdiː
همیخرامیدید	hæmiːxæɾɒːmiːdiːd
همیخرامیدیم	hæmiːxæɾɒːmiːdiːm
همیخرامیم	hæmiːxæɾɒːmiːm
همیخرد	hæmiːxæɾæd
همیخرم	hæmiːxæɾæm
همیخرند	hæmiːxæɾænd
همیخروشد	hæmiːxoɾuːʃæd
همیخروشم	hæmiːxoɾuːʃæm
همیخروشند	hæmiːxoɾuːʃænd
همیخروشی	hæmiːxoɾuːʃiː
همیخروشید	hæmiːxoɾuːʃiːd
همیخروشیدم	hæmiːxoɾuːʃiːdæm
همیخروشیدند	hæmiːxoɾuːʃiːdænd
همیخروشیدهام	hæmiːxoɾuːʃiːde̞æm
همیخروشیدهاند	hæmiːxoɾuːʃiːde̞ænd
همیخروشیدهای	hæmiːxoɾuːʃiːde̞iː
همیخروشیدهاید	hæmiːxoɾuːʃiːde̞iːd
همیخروشیدهایم	hæmiːxoɾuːʃiːde̞iːm
همیخروشیدی	hæmiːxoɾuːʃiːdiː
همیخروشیدید	hæmiːxoɾuːʃiːdiːd
همیخروشیدیم	hæmiːxoɾuːʃiːdiːm
همیخروشیم	hæmiːxoɾuːʃiːm
همیخری	hæmiːxæɾiː
همیخرید	hæmiːxæɾiːd
همیخریدم	hæmiːxæɾiːdæm
همیخریدند	hæmiːxæɾiːdænd
همیخریدهام	hæmiːxæɾiːde̞æm
همیخریدهاند	hæmiːxæɾiːde̞ænd
همیخریدهای	hæmiːxæɾiːde̞iː
همیخریدهاید	hæmiːxæɾiːde̞iːd
همیخریدهایم	hæmiːxæɾiːde̞iːm
همیخریدی	hæmiːxæɾiːdiː
همیخریدید	hæmiːxæɾiːdiːd
همیخریدیم	hæmiːxæɾiːdiːm
همیخریم	hæmiːxæɾiːm
همیخزد	hæmiːxæzæd
همیخزم	hæmiːxæzæm
همیخزند	hæmiːxæzænd
همیخزی	hæmiːxæziː
همیخزید	hæmiːxæziːd
همیخزیدم	hæmiːxæziːdæm
همیخزیدند	hæmiːxæziːdænd
همیخزیدهام	hæmiːxæziːde̞æm
همیخزیدهاند	hæmiːxæziːde̞ænd
همیخزیدهای	hæmiːxæziːde̞iː
همیخزیدهاید	hæmiːxæziːde̞iːd
همیخزیدهایم	hæmiːxæziːde̞iːm
همیخزیدی	hæmiːxæziːdiː
همیخزیدید	hæmiːxæziːdiːd
همیخزیدیم	hæmiːxæziːdiːm
همیخزیم	hæmiːxæziːm
همیخسبد	hæmiːxosbæd
همیخسبند	hæmiːxosbænd
همیخسبی	hæmiːxosbiː
همیخسبید	hæmiːxosbiːd
همیخسبیدم	hæmiːxosbiːdæm
همیخسبیدند	hæmiːxosbiːdænd
همیخسبیدهام	hæmiːxosbiːde̞æm
همیخسبیدهای	hæmiːxosbiːde̞iː
همیخسبیدهایم	hæmiːxosbiːde̞iːm
همیخسبیدی	hæmiːxosbiːdiː
همیخسبیدیم	hæmiːxosbiːdiːm
همیخسبیم	hæmiːxosbiːm
همیخشکاند	hæmiːxoʃkɒːnæd
همیخشکاندند	hæmiːxoʃkɒːndænd
همیخشکاندهام	hæmiːxoʃkɒːnde̞æm
همیخشکاندهای	hæmiːxoʃkɒːnde̞iː
همیخشکاندهاید	hæmiːxoʃkɒːnde̞iːd
همیخشکاندهایم	hæmiːxoʃkɒːnde̞iːm
همیخشکاندی	hæmiːxoʃkɒːndiː
همیخشکاندیم	hæmiːxoʃkɒːndiːm
همیخشکانم	hæmiːxoʃkɒːnæm
همیخشکانند	hæmiːxoʃkɒːnænd
همیخشکانی	hæmiːxoʃkɒːniː
همیخشکانید	hæmiːxoʃkɒːniːd
همیخشکانیم	hæmiːxoʃkɒːniːm
همیخشکد	hæmiːxoʃkæd
همیخشکم	hæmiːxoʃkæm
همیخشکند	hæmiːxoʃkænd
همیخشکی	hæmiːxoʃkiː
همیخشکید	hæmiːxoʃkiːd
همیخشکیدند	hæmiːxoʃkiːdænd
همیخشکیدهام	hæmiːxoʃkiːde̞æm
همیخشکیدهای	hæmiːxoʃkiːde̞iː
همیخشکیدهاید	hæmiːxoʃkiːde̞iːd
همیخشکیدهایم	hæmiːxoʃkiːde̞iːm
همیخشکیدی	hæmiːxoʃkiːdiː
همیخشکیدید	hæmiːxoʃkiːdiːd
همیخشکیدیم	hæmiːxoʃkiːdiːm
همیخشکیم	hæmiːxoʃkiːm
همیخفت	hæmiːxoft
همیخفتم	hæmiːxoftæm
همیخفتند	hæmiːxoftænd
همیخفتهام	hæmiːxofte̞æm
همیخفتهاند	hæmiːxofte̞ænd
همیخفتهای	hæmiːxofte̞iː
همیخفتهاید	hæmiːxofte̞iːd
همیخفتهایم	hæmiːxofte̞iːm
همیخفتی	hæmiːxoftiː
همیخفتیم	hæmiːxoftiːm
همیخلد	hæmiːxælæd
همیخلم	hæmiːxælæm
همیخلند	hæmiːxælænd
همیخلی	hæmiːxæliː
همیخلید	hæmiːxæliːd
همیخلیدم	hæmiːxæliːdæm
همیخلیدند	hæmiːxæliːdænd
همیخلیدهام	hæmiːxæliːde̞æm
همیخلیدهاند	hæmiːxæliːde̞ænd
همیخلیدهای	hæmiːxæliːde̞iː
همیخلیدهاید	hæmiːxæliːde̞iːd
همیخلیدهایم	hæmiːxæliːde̞iːm
همیخلیدی	hæmiːxæliːdiː
همیخلیدید	hæmiːxæliːdiːd
همیخلیدیم	hæmiːxæliːdiːm
همیخلیم	hæmiːxæliːm
همیخماند	hæmiːxæmɒːnæd
همیخماندم	hæmiːxæmɒːndæm
همیخماندند	hæmiːxæmɒːndænd
همیخماندهام	hæmiːxæmɒːnde̞æm
همیخماندهاند	hæmiːxæmɒːnde̞ænd
همیخماندهای	hæmiːxæmɒːnde̞iː
همیخماندهاید	hæmiːxæmɒːnde̞iːd
همیخماندهایم	hæmiːxæmɒːnde̞iːm
همیخماندی	hæmiːxæmɒːndiː
همیخماندید	hæmiːxæmɒːndiːd
همیخماندیم	hæmiːxæmɒːndiːm
همیخمانم	hæmiːxæmɒːnæm
همیخمانند	hæmiːxæmɒːnænd
همیخمانی	hæmiːxæmɒːniː
همیخمانید	hæmiːxæmɒːniːd
همیخمانیم	hæmiːxæmɒːniːm
همیخمد	hæmiːxæmæd
همیخمم	hæmiːxæmæm
همیخمند	hæmiːxæmænd
همیخمی	hæmiːxæmiː
همیخمید	hæmiːxæmiːd
همیخمیدم	hæmiːxæmiːdæm
همیخمیدند	hæmiːxæmiːdænd
همیخمیدهام	hæmiːxæmiːde̞æm
همیخمیدهای	hæmiːxæmiːde̞iː
همیخمیدهایم	hæmiːxæmiːde̞iːm
همیخمیدی	hæmiːxæmiːdiː
همیخمیدید	hæmiːxæmiːdiːd
همیخمیدیم	hæmiːxæmiːdiːm
همیخمیم	hæmiːxæmiːm
همیخنداند	hæmiːxændɒːnæd
همیخنداندم	hæmiːxændɒːndæm
همیخنداندند	hæmiːxændɒːndænd
همیخنداندهام	hæmiːxændɒːnde̞æm
همیخنداندهای	hæmiːxændɒːnde̞iː
همیخنداندی	hæmiːxændɒːndiː
همیخنداندید	hæmiːxændɒːndiːd
همیخنداندیم	hæmiːxændɒːndiːm
همیخندانم	hæmiːxændɒːnæm
همیخندانند	hæmiːxændɒːnænd
همیخندانی	hæmiːxændɒːniː
همیخندانید	hæmiːxændɒːniːd
همیخندانیدم	hæmiːxændɒːniːdæm
همیخندانیدند	hæmiːxændɒːniːdænd
همیخندانیدهام	hæmiːxændɒːniːde̞æm
همیخندانیدهای	hæmiːxændɒːniːde̞iː
همیخندانیدهاید	hæmiːxændɒːniːde̞iːd
همیخندانیدهایم	hæmiːxændɒːniːde̞iːm
همیخندانیدی	hæmiːxændɒːniːdiː
همیخندانیدید	hæmiːxændɒːniːdiːd
همیخندانیدیم	hæmiːxændɒːniːdiːm
همیخندانیم	hæmiːxændɒːniːm
همیخندد	hæmiːxændæd
همیخندم	hæmiːxændæm
همیخندند	hæmiːxændænd
همیخندی	hæmiːxændiː
همیخندید	hæmiːxændiːd
همیخندیدم	hæmiːxændiːdæm
همیخندیدند	hæmiːxændiːdænd
همیخندیدهام	hæmiːxændiːde̞æm
همیخندیدهای	hæmiːxændiːde̞iː
همیخندیدهاید	hæmiːxændiːde̞iːd
همیخندیدهایم	hæmiːxændiːde̞iːm
همیخندیدی	hæmiːxændiːdiː
همیخندیدید	hæmiːxændiːdiːd
همیخندیدیم	hæmiːxændiːdiːm
همیخندیم	hæmiːxændiːm
همیخواباند	hæmiːxɒːbɒːnæd
همیخواباندم	hæmiːxɒːbɒːndæm
همیخواباندند	hæmiːxɒːbɒːndænd
همیخواباندهام	hæmiːxɒːbɒːnde̞æm
همیخواباندهاند	hæmiːxɒːbɒːnde̞ænd
همیخواباندهای	hæmiːxɒːbɒːnde̞iː
همیخواباندهاید	hæmiːxɒːbɒːnde̞iːd
همیخواباندهایم	hæmiːxɒːbɒːnde̞iːm
همیخواباندی	hæmiːxɒːbɒːndiː
همیخواباندید	hæmiːxɒːbɒːndiːd
همیخواباندیم	hæmiːxɒːbɒːndiːm
همیخوابانم	hæmiːxɒːbɒːnæm
همیخوابانند	hæmiːxɒːbɒːnænd
همیخوابانی	hæmiːxɒːbɒːniː
همیخوابانید	hæmiːxɒːbɒːniːd
همیخوابانیدم	hæmiːxɒːbɒːniːdæm
همیخوابانیدند	hæmiːxɒːbɒːniːdænd
همیخوابانیدهام	hæmiːxɒːbɒːniːde̞æm
همیخوابانیدهاند	hæmiːxɒːbɒːniːde̞ænd
همیخوابانیدهای	hæmiːxɒːbɒːniːde̞iː
همیخوابانیدهاید	hæmiːxɒːbɒːniːde̞iːd
همیخوابانیدهایم	hæmiːxɒːbɒːniːde̞iːm
همیخوابانیدی	hæmiːxɒːbɒːniːdiː
همیخوابانیدید	hæmiːxɒːbɒːniːdiːd
همیخوابانیدیم	hæmiːxɒːbɒːniːdiːm
همیخوابانیم	hæmiːxɒːbɒːniːm
همیخوابد	hæmiːxɒːbæd
همیخوابم	hæmiːxɒːbæm
همیخوابند	hæmiːxɒːbænd
همیخوابی	hæmiːxɒːbiː
همیخوابید	hæmiːxɒːbiːd
همیخوابیدم	hæmiːxɒːbiːdæm
همیخوابیدند	hæmiːxɒːbiːdænd
همیخوابیدهام	hæmiːxɒːbiːde̞æm
همیخوابیدهاند	hæmiːxɒːbiːde̞ænd
همیخوابیدهای	hæmiːxɒːbiːde̞iː
همیخوابیدهاید	hæmiːxɒːbiːde̞iːd
همیخوابیدهایم	hæmiːxɒːbiːde̞iːm
همیخوابیدید	hæmiːxɒːbiːdiːd
همیخوابیدیم	hæmiːxɒːbiːdiːm
همیخوابیم	hæmiːxɒːbiːm
همیخواست	hæmiːxɒːst
همیخواستم	hæmiːxɒːstæm
همیخواستهام	hæmiːxɒːste̞æm
همیخواستهاند	hæmiːxɒːste̞ænd
همیخواستهای	hæmiːxɒːste̞iː
همیخواستی	hæmiːxɒːstiː
همیخواستید	hæmiːxɒːstiːd
همیخواستیم	hæmiːxɒːstiːm
همیخواند	hæmiːxɒːnæd
همیخواندم	hæmiːxɒːndæm
همیخواندند	hæmiːxɒːndænd
همیخواندهام	hæmiːxɒːnde̞æm
همیخواندهاند	hæmiːxɒːnde̞ænd
همیخواندهای	hæmiːxɒːnde̞iː
همیخواندهاید	hæmiːxɒːnde̞iːd
همیخواندهایم	hæmiːxɒːnde̞iːm
همیخواندی	hæmiːxɒːndiː
همیخواندیم	hæmiːxɒːndiːm
همیخوانم	hæmiːxɒːnæm
همیخوانند	hæmiːxɒːnænd
همیخوانی	hæmiːxɒːniː
همیخوانید	hæmiːxɒːniːd
همیخوانیم	hæmiːxɒːniːm
همیخواهد	hæmiːxɒːhæd
همیخواهم	hæmiːxɒːhæm
همیخواهند	hæmiːxɒːhænd
همیخواهی	hæmiːxɒːhiː
همیخواهید	hæmiːxɒːhiːd
همیخواهیم	hæmiːxɒːhiːm
همیخوراند	hæmiːxoɾɒːnæd
همیخوراندم	hæmiːxoɾɒːndæm
همیخوراندند	hæmiːxoɾɒːndænd
همیخوراندهام	hæmiːxoɾɒːnde̞æm
همیخوراندهاند	hæmiːxoɾɒːnde̞ænd
همیخوراندهای	hæmiːxoɾɒːnde̞iː
همیخوراندهاید	hæmiːxoɾɒːnde̞iːd
همیخوراندهایم	hæmiːxoɾɒːnde̞iːm
همیخوراندی	hæmiːxoɾɒːndiː
همیخوراندید	hæmiːxoɾɒːndiːd
همیخوراندیم	hæmiːxoɾɒːndiːm
همیخورانم	hæmiːxoɾɒːnæm
همیخورانند	hæmiːxoɾɒːnænd
همیخورانی	hæmiːxoɾɒːniː
همیخورانید	hæmiːxoɾɒːniːd
همیخوردم	hæmiːxoɾdæm
همیخوردهام	hæmiːxoɾde̞æm
همیخوردهاند	hæmiːxoɾde̞ænd
همیخوردهای	hæmiːxoɾde̞iː
همیخوردهاید	hæmiːxoɾde̞iːd
همیخوردهایم	hæmiːxoɾde̞iːm
همیخوردی	hæmiːxoɾdiː
همیخوردید	hæmiːxoɾdiːd
همیخوردیم	hæmiːxoɾdiːm
همیخورم	hæmiːxoɾæm
همیخورند	hæmiːxoɾænd
همیخوری	hæmiːxoɾiː
همیخورید	hæmiːxoɾiːd
همیخوریم	hæmiːxoɾiːm
همیخیزاند	hæmiːxiːzɒːnæd
همیخیزاندم	hæmiːxiːzɒːndæm
همیخیزاندند	hæmiːxiːzɒːndænd
همیخیزاندهام	hæmiːxiːzɒːnde̞æm
همیخیزاندهاند	hæmiːxiːzɒːnde̞ænd
همیخیزاندهای	hæmiːxiːzɒːnde̞iː
همیخیزاندهاید	hæmiːxiːzɒːnde̞iːd
همیخیزاندهایم	hæmiːxiːzɒːnde̞iːm
همیخیزاندی	hæmiːxiːzɒːndiː
همیخیزاندید	hæmiːxiːzɒːndiːd
همیخیزاندیم	hæmiːxiːzɒːndiːm
همیخیزانم	hæmiːxiːzɒːnæm
همیخیزانند	hæmiːxiːzɒːnænd
همیخیزانی	hæmiːxiːzɒːniː
همیخیزانید	hæmiːxiːzɒːniːd
همیخیزانیم	hæmiːxiːzɒːniːm
همیخیزد	hæmiːxiːzæd
همیخیزم	hæmiːxiːzæm
همیخیزند	hæmiːxiːzænd
همیخیزی	hæmiːxiːziː
همیخیزیم	hæmiːxiːziːm
همیخیساند	hæmiːxiːsɒːnæd
همیخیساندم	hæmiːxiːsɒːndæm
همیخیساندند	hæmiːxiːsɒːndænd
همیخیساندهام	hæmiːxiːsɒːnde̞æm
همیخیساندهاند	hæmiːxiːsɒːnde̞ænd
همیخیساندهای	hæmiːxiːsɒːnde̞iː
همیخیساندهاید	hæmiːxiːsɒːnde̞iːd
همیخیساندهایم	hæmiːxiːsɒːnde̞iːm
همیخیساندی	hæmiːxiːsɒːndiː
همیخیساندید	hæmiːxiːsɒːndiːd
همیخیساندیم	hæmiːxiːsɒːndiːm
همیخیسانم	hæmiːxiːsɒːnæm
همیخیسانند	hæmiːxiːsɒːnænd
همیخیسانی	hæmiːxiːsɒːniː
همیخیسانید	hæmiːxiːsɒːniːd
همیخیسانیم	hæmiːxiːsɒːniːm
همیداد	hæmiːdɒːd
همیدادم	hæmiːdɒːdæm
همیدادند	hæmiːdɒːdænd
همیدادهام	hæmiːdɒːde̞æm
همیدادهاند	hæmiːdɒːde̞ænd
همیدادهای	hæmiːdɒːde̞iː
همیدادهاید	hæmiːdɒːde̞iːd
همیدادهایم	hæmiːdɒːde̞iːm
همیدادی	hæmiːdɒːdiː
همیدادید	hæmiːdɒːdiːd
همیدادیم	hæmiːdɒːdiːm
همیدارد	hæmiːdɒːɾæd
همیدارم	hæmiːdɒːɾæm
همیدارند	hæmiːdɒːɾænd
همیداری	hæmiːdɒːɾiː
همیدارید	hæmiːdɒːɾiːd
همیداریم	hæmiːdɒːɾiːm
همیداشت	hæmiːdɒːʃt
همیداشتم	hæmiːdɒːʃtæm
همیداشتند	hæmiːdɒːʃtænd
همیداشتهام	hæmiːdɒːʃte̞æm
همیداشتهاند	hæmiːdɒːʃte̞ænd
همیداشتهای	hæmiːdɒːʃte̞iː
همیداشتهاید	hæmiːdɒːʃte̞iːd
همیداشتهایم	hæmiːdɒːʃte̞iːm
همیداشتی	hæmiːdɒːʃtiː
همیداشتید	hæmiːdɒːʃtiːd
همیداشتیم	hæmiːdɒːʃtiːm
همیداند	hæmiːdɒːnæd
همیدانست	hæmiːdɒːne̞st
همیدانستم	hæmiːdɒːne̞stæm
همیدانستند	hæmiːdɒːne̞stænd
همیدانستهام	hæmiːdɒːne̞ste̞æm
همیدانستهاند	hæmiːdɒːne̞ste̞ænd
همیدانستهای	hæmiːdɒːne̞ste̞iː
همیدانستهاید	hæmiːdɒːne̞ste̞iːd
همیدانستهایم	hæmiːdɒːne̞ste̞iːm
همیدانستی	hæmiːdɒːne̞stiː
همیدانستید	hæmiːdɒːne̞stiːd
همیدانستیم	hæmiːdɒːne̞stiːm
همیدانم	hæmiːdɒːnæm
همیدانند	hæmiːdɒːnænd
همیدانی	hæmiːdɒːniː
همیدانید	hæmiːdɒːniːd
همیدانیم	hæmiːdɒːniːm
همیدراند	hæmiːdæɾɒːnæd
همیدرانم	hæmiːdæɾɒːnæm
همیدرانند	hæmiːdæɾɒːnænd
همیدرانی	hæmiːdæɾɒːniː
همیدرانید	hæmiːdæɾɒːniːd
همیدرانیدم	hæmiːdæɾɒːniːdæm
همیدرانیدند	hæmiːdæɾɒːniːdænd
همیدرانیدهام	hæmiːdæɾɒːniːde̞æm
همیدرانیدهاند	hæmiːdæɾɒːniːde̞ænd
همیدرانیدهای	hæmiːdæɾɒːniːde̞iː
همیدرانیدهاید	hæmiːdæɾɒːniːde̞iːd
همیدرانیدهایم	hæmiːdæɾɒːniːde̞iːm
همیدرانیدی	hæmiːdæɾɒːniːdiː
همیدرانیدید	hæmiːdæɾɒːniːdiːd
همیدرانیدیم	hæmiːdæɾɒːniːdiːm
همیدرانیم	hæmiːdæɾɒːniːm
همیدرخشاند	hæmiːde̞ɾæxʃɒːnæd
همیدرخشاندم	hæmiːde̞ɾæxʃɒːndæm
همیدرخشاندند	hæmiːde̞ɾæxʃɒːndænd
همیدرخشاندهام	hæmiːde̞ɾæxʃɒːnde̞æm
همیدرخشاندهاند	hæmiːde̞ɾæxʃɒːnde̞ænd
همیدرخشاندهای	hæmiːde̞ɾæxʃɒːnde̞iː
همیدرخشاندهاید	hæmiːde̞ɾæxʃɒːnde̞iːd
همیدرخشاندهایم	hæmiːde̞ɾæxʃɒːnde̞iːm
همیدرخشاندی	hæmiːde̞ɾæxʃɒːndiː
همیدرخشاندید	hæmiːde̞ɾæxʃɒːndiːd
همیدرخشاندیم	hæmiːde̞ɾæxʃɒːndiːm
همیدرخشانم	hæmiːde̞ɾæxʃɒːnæm
همیدرخشانند	hæmiːde̞ɾæxʃɒːnænd
همیدرخشانی	hæmiːde̞ɾæxʃɒːniː
همیدرخشانید	hæmiːde̞ɾæxʃɒːniːd
همیدرخشانیدم	hæmiːde̞ɾæxʃɒːniːdæm
همیدرخشانیدند	hæmiːde̞ɾæxʃɒːniːdænd
همیدرخشانیدهام	hæmiːde̞ɾæxʃɒːniːde̞æm
همیدرخشانیدهاند	hæmiːde̞ɾæxʃɒːniːde̞ænd
همیدرخشانیدهای	hæmiːde̞ɾæxʃɒːniːde̞iː
همیدرخشانیدهاید	hæmiːde̞ɾæxʃɒːniːde̞iːd
همیدرخشانیدهایم	hæmiːde̞ɾæxʃɒːniːde̞iːm
همیدرخشانیدی	hæmiːde̞ɾæxʃɒːniːdiː
همیدرخشانیدید	hæmiːde̞ɾæxʃɒːniːdiːd
همیدرخشانیدیم	hæmiːde̞ɾæxʃɒːniːdiːm
همیدرخشانیم	hæmiːde̞ɾæxʃɒːniːm
همیدرخشد	hæmiːde̞ɾæxʃæd
همیدرخشم	hæmiːde̞ɾæxʃæm
همیدرخشند	hæmiːde̞ɾæxʃænd
همیدرخشی	hæmiːde̞ɾæxʃiː
همیدرخشید	hæmiːde̞ɾæxʃiːd
همیدرخشیدم	hæmiːde̞ɾæxʃiːdæm
همیدرخشیدند	hæmiːde̞ɾæxʃiːdænd
همیدرخشیدهام	hæmiːde̞ɾæxʃiːde̞æm
همیدرخشیدهاند	hæmiːde̞ɾæxʃiːde̞ænd
همیدرخشیدهای	hæmiːde̞ɾæxʃiːde̞iː
همیدرخشیدهاید	hæmiːde̞ɾæxʃiːde̞iːd
همیدرخشیدهایم	hæmiːde̞ɾæxʃiːde̞iːm
همیدرخشیدی	hæmiːde̞ɾæxʃiːdiː
همیدرخشیدید	hæmiːde̞ɾæxʃiːdiːd
همیدرخشیدیم	hæmiːde̞ɾæxʃiːdiːm
همیدرخشیم	hæmiːde̞ɾæxʃiːm
همیدرد	hæmiːdæɾæd
همیدرم	hæmiːdæɾæm
همیدرند	hæmiːdæɾænd
همیدرود	hæmiːde̞ɾævæd
همیدروم	hæmiːde̞ɾævæm
همیدروند	hæmiːde̞ɾævænd
همیدروی	hæmiːde̞ɾæviː
همیدروید	hæmiːde̞ɾæviːd
همیدرویدم	hæmiːde̞ɾæviːdæm
همیدرویدند	hæmiːde̞ɾæviːdænd
همیدرویدهام	hæmiːde̞ɾæviːde̞æm
همیدرویدهاند	hæmiːde̞ɾæviːde̞ænd
همیدرویدهای	hæmiːde̞ɾæviːde̞iː
همیدرویدهاید	hæmiːde̞ɾæviːde̞iːd
همیدرویدهایم	hæmiːde̞ɾæviːde̞iːm
همیدرویدی	hæmiːde̞ɾæviːdiː
