0χι	oxi
πόρο	pɔrɔ
πόροι	poˈri
πόρους	poˈrus
πόρπη	pɔrpi
πόρσε	pɔrse
πορσελάνες	poɾselˈanes
πορσελάνη	poɾseˈlani
πόρσια	ˈpoɾsja
πορτ	pɔrt
πόρτα	ˈporda
πόρτα	ˈpo̞rta̞
πορτα	poɾta
πόρτας	ˈpɔrtas
πόρτερ	pɔrˈtɛr
πόρτες	portes
πορτες	portɛs
πορτιέρη	poɾˈtʰie̯ri
πορτιέρης	poɾˈtʝeɾi
πόρτλαντ	pɔrtland
πορτμπαγκάζ	poɾtbagaˈʣa
πορτ-μπαγκάζ	poɾtbɑɣˈaːz
πόρτο	ˈpɔrto
πορτογαλία	poɾtoɣaˈlia
πορτογαλικά	poɾtoɣalika
πορτοκαλάδα	poɾtokaˈlaða
πορτοκαλάδα	pɔɾtɔkalaða
πορτοκαλί	poɾtokaˈli
πορτοκάλι	poɾtoˈkali
πορτοκάλια	poɾtoˈkalia
πορτοκαλιού	poɾtokaˈliu
πορτοφόλι	poɾtoˈfoli
πορτοφόλια	poɾtoˈfolja
πορτραίτα	po̞trai̯ˈta
πορτραίτο	po̞rtre̞to̞
πορτραίτο	po̞trai̯to̞
πορτρέτα	poɾˈtɾeta
πορτρέτο	po̞rtre̞to̞
πορτρέτο	poɾˈtɾɛto
πόρτσμουθ	poɾtsmoθ
πορφυρή	poɾɸiˈɾi
πορφυρό	poɾfoˈɾo
πόρων	poˈron
πόσo	pɔsɔ
ποσα	posa
ποσά	poˈsa
πόσα	ˈposa
ποσειδώνα	poseiˈdona
ποσειδώνας	poseiˈdonas
ποσες	poses
πόσες	ˈpɔsɛs
ποση	pɔsi
πόση	pɔsi
πόσθη	pɔsθi
πόσιμο	pɔsimo
ποσό	poˈso
πόσο	póso
ποσο	pɔso
ποσοι	posi
πόσοι	ˈposi
ποσόν	poson
πόσον	pɔ́sɔn
πόσος	ˈposos
ποσοστά	pososta
ποσοστό	pososto
ποσότητα	posoˈtiða
ποσότητες	posotesi
ποσού	poˈsuː
πόσουμ	poˈsum
πόσους	ˈposus
ποστ	post
πόστα	poˈsta
ποστάλ	poˈstɑl
πόστερ	pɔsˈtɛr
πόστο	pɔ́sto
πόσω	pɔ́sɔ
πόσων	ˈposon
ποτ	po̞t
ποτα	pota
ποτά	pota
ποτάκι	poˈtaki
ποτάκια	poˈtakia
ποταμι	poˈtami
ποτάμι	poˈtami
ποτάμι	po̞ˈta̞mi
ποτάμια	poˈtamia
ποταμό	potaˈmo
ποταμός	potamos
ποταμού	potuˈmoʊ
ποταμών	potamˈon
ποταπό	potapó
ποτε	pote
πότε	potɛ
ποτέ	pɔˈte
πότε-πότε	poˈtepoˈte
πότερ	pɔtɛr
ποτηράκι	potiˈraki
ποτηράκια	potiˈracia
ποτηρι	poˈtiri
ποτήρι	poˈtiri
ποτήρια	poˈtiria
πότης	poˈtis
ποτίσω	poˈtisɔ
ποτο	poto
ποτό	poto
ποτοαπαγόρευση	potoapaɣoˈrefsi
ποτού	poˈtu
ποτς	pɔts
ποτών	poˈton
που	pu
πού	puː
πουαρό	pʰuaro
πουαρώ	puaro̞
πουγκί	puŋˈɟi
πούδρα	puːðra
πουέρτο	puˈerto
πουθενα	puˈθena
πουθενά	puθeˈna
πουκάμισα	puˈkamasa
πουκάμισά	puˈkamaˈsɑ
πουκάμισό	puˈkamilo
πουκάμισο	puˈkamoso
πουλ	puːl
πουλά	puˈla
πούλα	puˈla
πούλαγα	puːlaɣa
πούλαγε	puˈlaʝe
πουλάει	puˈlai
πουλάκι	puˈlaki
πουλάκια	puˈlakia
πουλάμε	puˈlame
πουλάνε	puˈlane
πουλάρι	puˈlaɾi
πουλάς	puˈlas
πουλάσκι	puˈlaski
πουλάτε	puˈlate
πουλάω	puˈlao
πουληθεί	puliˈθi
πουλήθηκαν	puˈliθikan
πουλήθηκε	puˈliθe
πουληθούν	puliθun
πούλημα	puˈlima
πούλησα	puˈlisa
πουλήσαμε	pʰuˈlisame
πούλησαν	puˈlisɑn
πουλήσατε	puliˈsate
πούλησε	puˈlise
πουλήσει	puˈliːsi
πουλήσεις	puˈlisis
πούλησες	puˈlisɛs
πουλήσετε	puˈlisete
πουλήσουμε	puˈlisume
πουλήσουν	puˈlisun
πουλήστε	puˈlɪste
πουλήσω	puˈliso
πουλι	puli
πουλί	puˈli
πουλια	puli̯a
πουλιά	puˈlia
πουλιά	puʎa
πουλιέται	puliˈetes
πουλιού	puliˈu
πουλιούνται	puˈʎen
πούλιτζερ	puˈlitser
πουλιών	puˈlion
πούλμαν	puːlman
πούλο	puˈlo
πουλόβερ	puˈlover
πουλούν	puˈlun
πουλούσα	puˈlusa
πουλούσαμε	puluːsame
πουλούσαν	puˈlusan
πουλούσε	puˈluse
πουλούσες	puˈlusɛs
πουλώ	puˈlo
πουλώντας	puˈlons
πούμα	puːma
πουμε	pume
πούμε	pume
πουν	puːn
πούν	puːn
πούνε	puˈne
πούπουλα	puˈpula
πούπουλο	puˈpulo
πούρα	puːra
πουρέ	puˈre
πουρές	puˈres
πουρμπουάρ	puɾbuˈaɾ
πούρο	puːro
πους	puːs
πούστη	puˈsti
πούστηδες	puˈstides
πούστης	puˈstis
πουτανα	putana
πουτάνα	puˈtana
πουτανάκι	putɑˈnaki
πουτάνας	puˈtɑːnɑs
πουτάνες	puˈtanes
πουτανίτσα	putɑniˈtsa
πουτίγκα	puˈtiŋga
πούτσα	puˈtsa
πούτσες	puˈtses
πούτσι	puˈtsi
πούτσο	puːtso
πούτσος	puˈtsos
πούτσους	puˈtsus
πούτυ	puˈti
πουφ	puf
ππα	pa
πρoβλήματα	ˈproblemata
πρoσoχή	ˈprosoxi
πρoς	prɔs
πρoσπαθώ	ˈprospaθo
πρ	pr̥
πρά	prɑː
πράγ	ˈpɾaɣ
πράγα	ˈpɾaɣa
πραγμα	ˈpɾaɣma
πράγμα	ˈpɾaɣma
πραγματα	ˈpɾaɣmata
πραγματά	ˈpɾaɣmata
πράγματά	ˈpɾaɣmata
πράγματα	ˈpɾaŋmate
πραγματάκι	ˈpɾaɣmataci
πραγματάκια	ˈpɾaɣmatacʝa
πραγματι	ˈpɾaɣmatʰi
πράγματι	ˈpɾaɣmati
πραγματικα	ˈpɾaɣmatika
πραγματικά	ˈpɾaɣmatika
πραγματικές	ˈpɾaɣmatikes
πραγματικη	ˈpɾaɣmatici
πραγματική	ˈpɾaɣmatikɪ
πραγματικής	ˈpɾaɣmatikis
πραγματικο	ˈpɾaɣmatiko
πραγματικό	ˈpɾaɣmatiko
πραγματικοί	ˈpɾaɣmatikoɪ̯
πραγματικός	prɑɣmaˈtikɔs
πραγματικότητα	pra̞ɣma̞tiˈko̞ti̞ta̞
πραγματικοτητα	ˈpɾaɣmatikotita
πραγματικότητα	ˈpɾaɣmatikoˈtita
πραγματικότητά	ˈpɾaɣmatikoˈtita
πραγματικότητας	ˈpɾaɣmatikotitas
πραγματικότητες	ˈpɾaɣmatikoˌtites
πραγματικού	ˈpɾaɣmatikou
πραγματικούς	ˈpɾaɣmatikos
πραγματοποιεί	prɑɣmatopʰiˈi
πραγματοποιείται	ˈpɾaɣmatopioˈʝiɾe
πραγματοποιηθεί	ˈpɾaɣmatopʝiˈθi
πραγματοποιήθηκε	ˈpɾaɣmatopʝiˈli
πραγματοποιηθούν	ˈpɾaɣmatopʝiˈɾon
πραγματοποίησε	ˈpɾaɣmatopˈiːse
πραγματοποιήσει	prɑɣmatopʰiˈʝisi
πραγματοποιήσεις	ˈpɾaɣmatopʰiˈis
πραγματοποίηση	ˈpɾaɣmatopoiˌiθi
πραγματοποιήσουμε	prɑɣmatopʰiˈisume
πραγματοποιήσω	ˈpɾaɣmatopʰiˈiço
πραγματοποιούνται	ˈpɾaɣmatopojliˈðe
πράγματος	ˈbraɣmatos
πραγμάτων	prɑŋˈmatɔn
πράιμ	ˈprai̯m
πράιντ	ˈprai̯nt
πράιορ	ˈprai̯or
πράις	ˈprais
πραίτορα	ˈprai̯tora
πρακτικά	praktika
πρακτικές	ˈpɾaktikɛs
πρακτική	ˈpɾaktici
πρακτικής	ˈpɾaktikis
πρακτικό	ˈpɾaktiko
πρακτικός	ˈpɾaktikos
πράκτορά	ˈpɾaktoɾa
πράκτορα	ˈpɾaktɔɾa
πράκτορας	ˈpɾaktɔɾas
πράκτοράς	ˈpɾaktɔɾas
πρακτορεία	ˈpɾaktɔɾia
πρακτορείο	ˈpɾaktɔɾio
πρακτορείου	ˈpɾaktɔɾiu
πράκτορές	ˈpɾaktoɾes
πράκτορες	ˈpɾaktɔɾes
πρακτόρων	prɑkˈtɔrɔn
πράκτωρ	ˈpɾaktor
πραμα	prama
πράμα	ˈpɾama
πράματα	ˈpɾamata
πραμάτεια	ˈpɾamaˌtʝa
πράντα	ˈpranda
πράντο	ˈprando
πράξει	ˈpɾaksi
πράξεις	ˈpɾaktis
πράξεων	ˈpɾakseon
πράξεών	ˈpɾakseon
πραξη	ˈpɾaksi
πράξη	ˈpɾasi
πράξης	ˈpɾasiz
πραξικόπημα	ˈpɾaksikopima
πράξω	ˈpɾaksɔ
πράσα	ˈpɾasa
πράσινα	ˈpɾasina
πράσινε	ˈpɾasine
πράσινες	ˈpɾasines
πράσινη	ˈpɾasini
πράσινο	ˈpra̞sino
πρασινο	ˈpɾasino
πράσινο	ˈpɾasino
πράσινοι	ˈpɾasini
πράσινος	ˈpɾasinos
πράσινου	ˈpɾasinu
πρατ	prɑt
πρέ	prɛ
πρέζα	ˈpɾeza
πρεζάκι	ˈpɾezaci
πρεζάκια	ˈpɾezaˈca
πρεζάκιας	ˈbɾezacias
πρεζόνι	ˈbrezonʝi
πρεζόνια	ˈpɾezoɲa
πρεμιέρα	ˈpɾemiɛɾa
πρέντις	ˈprendis
πρεπε	prɛpɛ
πρέπε	ˈpɾepe
πρεπει	prɛpei
πρέπει	prɛˈti
πρέπον	ˈprepon
πρέπουσα	ˈpɾepusa
πρες	prɛs
πρέσα	ˈpɾesa
πρεσβεια	ˈpɾesvʲa
πρεσβεία	ˈpɾɛzvia
πρεσβείας	ˈpɾesvʲias
πρέσβειρα	ˈpɾesviɾa
πρεσβευτές	ˈpɾesvɛftes
πρεσβευτή	ˈpɾesβevti
πρεσβευτής	ˈpɾesvɛftis
πρέσβη	ˈpɾesvi
πρέσβης	ˈpɾesvis
πρεσβυτέριο	ˈpɾesviteɾio
πρεσβύτερος	ˈpɾesviˈtɛɾos
πρέσκοτ	ˈpɾeskot
πρέστον	ˈpreston
πρέφα	ˈpɾefa
πρήζει	ˈprizi
πρήζεις	ˈprizi
πρήζεται	ˈprizetes
πρήξει	ˈpɾiksi
πρήξιμο	ˈpriːksimo
πρησμένα	prisˈmena
πρησμένη	prisˈmeni
πρησμένο	prisˈmeno
πρηστεί	pristɪ
πρι	prɪ
πριv	priv
πρία	prʝa
πριβέ	prive
πρίγια	ˈpriʝa
πρίγκηπα	ˈpriŋɟipa
πρίγκηπας	ˈpriŋgipas
πριγκηπέσα	prinkʝiˈpesa
πριγκήπισσα	prinɟiˈpisɑ
πρίγκιπά	ˈprikipa
πρίγκιπα	ˈpriŋgipa
πρίγκιπας	ˈpriŋgipas
πρίγκιπες	ˈpɾiŋgipes
πριγκίπισσά	prinɟiˈpisɑ
πριγκίπισσα	ˈpɾiŋgiˌpisɑ
πριγκίπισσας	prinɟiˈpisas
πριγκίπισσες	prinɟiˈpises
πρίζα	ˈpriza
πριμ	prim
πρίμα	ˈpɾima
πριν	prɪn
πρίν	prɪn
πρινς	prins
πρίνστον	ˈprinstɔn
πριόνι	piˈoni
πριονίδι	ˈpɾiɔniði
πρισίλα	prisiˈla
πρίσμα	ˈpɾisma
πρίτσαρντ	ˈpritsarnt
πρίτσετ	ˈpritse̞t
πρό	ˈpro
προ	prɔ
προαγωγές	ˈpro̞aɣoʝes
προαγωγή	ˈproaɣoʝi
προαίσθημα	ˈproesθima
προαισθήματα	ˈproesθima
προαίσθηση	ˈproesθisi
προάλλες	ˈproales
προάστια	ˈpro̞astia
προάστιο	ˈpro̞a̞stio̞
προαστίων	ˈproastʝɔn
προαύλιο	ˈproafliɔ
πρόβα	ˈprova
προβάδισμα	ˈprovadizma
προβάλει	ˈprovali
προβάλλει	ˈprovali
πρόβας	ˈprovas
πρόβατα	ˈprovata
πρόβατο	ˈprovato
προβάτου	ˈprovati
προβάτων	ˈprovato̞n
προβεί	ˈprovi
προβέντζα	ˈproventsa
πρόβες	ˈproves
πρόβιντενς	ˈproːvindɛns
προβλέπει	ˈprovlepe
προβλέπεις	ˈprovlepeːs
προβλέπεται	ˈprovlepete
προβλέπουν	ˈprovlepon
προβλέπω	ˈproblepo
προβλεφθεί	ˈprovleftʰi
πρόβλεψε	ˈprovlepsɛ
προβλέψει	ˈprovlepsi
προβλέψεις	ˈprovlepsi
πρόβλεψη	ˈprovlepsi
προβλέψιμη	ˈprovlepsimi
προβλέψιμο	ˈprovlepsimo
προβλέψιμος	ˈprovlepsimos
προβλέψουμε	ˈprovlepsume
προβλέψω	ˈprovlepso
προβληθεί	ˈproblɛθi
προβλημα	ˈproblema
πρόβλημά	ˈproblema
πρόβλημα	ˈprovlima
προβλήματα	ˈproblemata
προβληματα	ˈproblɛmata
προβλήματά	ˈproblimata
προβληματάκι	ˈproblɛmataci
προβληματάκια	ˈproblɛmatacia
προβληματίζει	ˈproβlimatiˌzi
προβληματικά	ˈproblɛmatika
προβληματική	ˈproblɛmatika
προβληματικό	ˈproblɛmako
προβληματικός	prɔvliːmatikɔs
προβληματισμένη	ˈproblɛmatizmeni
προβληματισμένος	ˈproblɛmatizmenos
προβλήματος	ˈproblematos
προβλημάτων	ˈproblemates
προβλήτα	ˈprobleta
προβολέα	ˈproβolea
προβολέας	ˈproβolɛas
προβολείς	ˈproβoliɛs
προβολές	ˈprovoles
προβολή	ˈprovoli
προβολής	ˈproβolis
προγαμιαίο	ˈproɣami̯o
πρόγευμα	ˈproɣevma
προγιαγιά	ˈproʝaʝa
πρόγνωση	ˈproɣnosi
πρόγονοι	ˈproɣoni
πρόγονοί	ˈproɣoni
πρόγονος	ˈproɣonos
πρόγονός	ˈproɣonos
προγόνους	prɔˈɣonus
προγόνων	ˈproɣonɔn
πρόγραμμα	ˈproɣrama
προγραμμα	ˈproɣramma
πρόγραμμά	ˈproɣramma
προγράμματα	ˈproɣramata
προγραμμάτισα	ˈpɾoɣɾamatisa
προγραμμάτισε	ˈpɾoɣɾamatisi
προγραμματίσει	ˈpɾoɣramatisi
προγραμματισμένα	ˈproɣramatisma
προγραμματισμένη	ˈproɣramatiˌzmi
προγραμματισμένο	ˈpɾoɣramatizmeɲo
προγραμματισμένος	ˈpɾoɣramatizmenos
προγραμματισμό	ˈpɾoɣramatizmo
προγραμματισμός	ˈproɣramatismos
προγραμματισμός	pro̞ɣra̞ma̞tiˈsmo̞s
προγραμματισμού	ˈpɾoɣramatizmu
προγραμματίσουμε	ˈpɾoɣramatiˈsume
προγραμματιστεί	ˈproɣrammatisɪ
προγραμματιστές	ˈpɾoɣramatistes
προγραμματιστής	ˈpɾoɣramatistis
προγραμματίσω	ˈpɾoɣramatiso
προγράμματος	ˈproɣramatos
προγραμμάτων	ˈpɾoɣɾammat
προδιαγραφές	ˈproðʝrafes
προδιάθεση	ˈproðiaθesi
πρόδιδα	ˈproðiða
πρόδιδε	ˈproðiðe
προδίδει	ˈproðidi
προδίδεις	ˈproðidez
προδίδουν	ˈproðidun
προδίδω	ˈproðiðo
προδομένη	ˈproðomeɲi
προδομένος	ˈproðomenos
προδοσία	ˈproðosi̯a
προδοσίας	ˈproðosiɑs
προδότες	ˈproðotes
προδότη	ˈproðoti
προδότης	ˈproðotis
προδότρα	ˈprodotra
προδότρια	ˈprodotria
πρόδωσα	ˈproðosa
πρόδωσαν	ˈproðosan
προδώσατε	ˈproðosatɛ
πρόδωσε	ˈproðose
προδώσει	ˈproðosi
προδώσεις	ˈproðosis
πρόδωσες	ˈproðoses
προδώσουν	ˈproðosun
προδώσω	ˈproðo̞so̞
προέβλεψα	ˈproevlepsa
προέβλεψε	ˈproevlepsɛ
πρόεδρo	ˈproːɛðɾo
πρόεδρoς	ˈproːɛðros
πρόεδρε	ˈproːɛðɾe
προεδρε	ˈproeðre
προεδρεύει	ˈpɾoeðɾevi
προεδρία	ˈproeðria
προεδρικές	ˈproeðrikes
προεδρική	ˈproeðriki
προεδρικό	ˈproeðɾiko
πρόεδρο	ˈproːeðro
πρόεδρό	ˈproːɛðɾo
πρόεδροι	ˈproeðri
προεδρος	ˈproeðros
πρόεδρός	ˈpro̞ɛðros
πρόεδρος	ˈproɾeðɾos
προέδρου	ˈproeðru
προέδρους	ˈproeðros
προειδοποιεί	ˈprojeðopice
προειδοποιείς	ˈprojeðopiis
προειδοποίησα	prɔiðopɔiˈʃa
προειδοποιήσαμε	ˈprojeðopiʝiˈsame
προειδοποίησαν	prɔiðopɔiˈzan
προειδοποίησε	ˈprojedopiˈose
προειδοποιήσει	ˈprojeðopiʃi
προειδοποιήσεις	ˈprojeðopiˈises
προειδοποίησες	ˈprojedopiˈsises
προειδοποίηση	pro̞i̞ðo̞ˈpi̞isi
προειδοποίηση	ˈprojeðopisi
προειδοποίησης	ˈprojeðopisis
προειδοποιήσουμε	ˈprojeðopiˈisume
προειδοποιήσω	ˈprojeðopiˈiso
προειδοποιητική	ˈprojeðopiɪtiki
προειδοποιούν	ˈprojeðopiˌun
προειδοποιώ	ˈprojedopio
προείπα	prɔˈipa
προεκλογική	ˈproekloʝici
προέκταση	ˈproektasi
προέκυψαν	prɔɛkypsan
προέκυψε	prɔɛkypsɛ
προέλαση	ˈproelasi
προέλευση	ˈproelefsi
προέλευσή	prɔélevsi
προέλευσης	ˈproelefsis
προέλθει	ˈpro̞ɛlθi
προεξέχει	ˈproekˈsçei
προεξοχή	ˈproeksɔçi
προέρχεσαι	ˈproerkʰesai̯
προέρχεται	prɔˈɛrçɛti
προέρχομαι	ˈproɛrçomi
προερχόμαστε	ˈproerxoˌmaste
προέρχονται	ˈproɛrxonte
προέρχονταν	ˈproɛrçɔtan
προερχόταν	prɔɛrxɔˈtan
προετοιμάζει	ˈproetoiˌmazi
προετοιμάζεται	ˈproetimazeti
προετοιμάζομαι	prɔetomiˈzɔme
προετοιμαζόμαστε	ˈpro̞ɛtimazo̞ˈmaste
προετοιμάζονται	ˈproetoiˌmazonti
προετοιμάζω	ˈproetimiˈzo
προετοίμασε	ˈproetimase
προετοιμάσει	ˈproetoiˌmazi
προετοιμάσεις	ˈproɛtimasis
προετοιμασία	ˈproetoi̯masia
προετοιμασίας	ˈproetimaˈsia
προετοιμασίες	ˈproɛtimasiɔ
προετοιμασμένη	ˈproɛtimazmini
προετοιμασμένοι	prɔɛtʰimazˈmenoj
προετοιμασμένος	prɔɛtʰimazmos
προετοιμάσου	ˈproetoiˌmasu
προετοιμάσουμε	ˈproetimiˌzume
προετοιμάστε	ˈproetimiˌaste
προετοιμαστεί	ˈproɛtimasi
προετοιμαστείς	ˈproetimastis
προετοιμαστείτε	ˈproɛtimastite
προετοιμαστούμε	ˈproɛtimastume
προετοιμαστούν	ˈproetoi̯mastun
προετοιμαστώ	ˈproɛtimastɔː
προετοιμάσω	ˈproɛtimaso
προέχει	ˈproɛçi
προηγείται	ˈpɾoʝeneis
προηγμένη	ˈproʝemɲi
προηγμένο	ˈproʝemo
προηγούμενα	ˈproʝomena
προηγούμενες	ˈprojoɣumenes
προηγούμενη	ˈprojoˌɣumini
προηγουμενη	ˈpɾoʝomeni
προηγούμενης	ˈpɾoʝomenis
προηγούμενο	ˈpɾoʝomeno
προηγούμενοι	ˈproʝomɛni
προηγούμενος	ˈpɾoʝomenos
προηγούμενου	ˈproʝomɛnu
προηγουμένου	prɔi̯oɣumenɔ
προηγούμενους	ˈproʝomenus
προηγούμενων	ˈprojoɣumenon
προηγουμένως	ˈpɾojoɣuˈmenos
προηγούνται	ˈproʝamjan
προήλθαν	ˈproilθan
προήλθε	prɔˈilθe
προθάλαμο	ˈproθalamo
προθέρμανση	ˈproθermansi
προθέσεις	ˈproθesis
προθέσεως	ˈproθesɛs
πρόθεση	ˈproːθesi
πρόθεσή	ˈproθesɪ
προθεσμία	ˈproθɛzmia
προθεσμίες	ˈproθɛzmiɛs
πρόθυμα	ˈproθima
πρόθυμη	ˈproθimi
προθυμία	ˈproθimia
πρόθυμο	ˈproːθimo
πρόθυμοι	ˈproθimoi
πρόθυμος	ˈproːθimos
πρόθυρα	ˈproθira
προίκα	ˈpriːka
προικισμένος	ˈproikismenos
προϊόν	ˈproʝon
προιόν	prɔˈʝɔn
προϊόντα	ˈprojonda
προιόντα	ˈprɔjonta
προϊόντος	ˈproiondos
προϊόντων	prɔˈjɔnton
προϊσταμένη	ˈproistameni
προϊστάμενο	ˈproistameno
προϊστάμενό	ˈproistameˈno
προϊστάμενος	ˈproistamenos
προϊστάμενός	ˈproistameˌnos
προϊστορία	ˈproistɔɾia
προϊστορικό	ˈproistɾiko
προκαθορισμένη	ˈprokaθorismeni
προκαθορισμένο	ˈprokaθorismeno
προκαλεί	ˈprokali
προκαλείς	ˈprokalis
προκαλείται	prɔkaliːˈti
προκαλείτε	ˈprokalite
προκάλεσα	prɔˈkalesa
προκαλέσαμε	ˈprokalesame
προκάλεσαν	ˈprokalesan
προκαλέσατε	ˈprokalesate
προκάλεσε	ˈprokalese
προκαλέσει	prɔkaleˈsi
προκαλέσεις	ˈprokalesis
προκάλεσες	prɔˈkalɛses
προκαλέσετε	ˈprokalesete
προκαλέσουμε	prɔkaleˈsume
προκαλέσουν	prɔkaleˈsun
προκαλέσω	prɔkaleˈso
προκαλούμε	ˈprokalume
προκαλούν	ˈprokalun
προκαλούνται	ˈprokalontai̯
προκαλούσαν	prɔkaloˈusan
προκαλούσε	prɔkaloˈse
προκαλώ	prɔkaˈlo
προκαλώντας	ˈprokalo̞ns
προκαταβολή	ˈprokatavoli
προκαταβολικά	ˈprokatavolika
προκαταλήψεις	ˈprokataˈlipsis
προκατάληψη	prɔkɑtaliˈpsi
προκαταρκτικά	ˈprokatargtika
προκαταρκτικές	ˈprokaθaɾktices
προκαταρκτική	ˈprokatarktiˌki
