00h	ɔh
семоќен	sɛmɔcɛn
семоќен	ˈsɛmɔtɕɛn
семоќниот	sɛˈmɔcɲɔt
семоќно	sɛmɔcnɔ
семоќност	sɛmɔcnɔst
семпер	sɛmˈpɛr
семрежје	sɛmrɛʒjɛ
семселе	sɛmsɛlɛ
семф	sɛɱf
семче	sɛmtʃɛ
семчиште	sɛmtʃiʃtɛ
семјон	sɛmjon
семјуел	ˈsɛmjuɛɫ
сен	sɛn
сена	sɛna
сена	ˈsɛna
сенарник	sɛnarnik
сенароден	sɛnaɾɔdɛn
сенат	sɛnat
сенат	ˈsɛnat
сенатор	sɛnatɔr
сенатор	ˈsɛnatɔr
сенаторе	ˈsɛnatɔrɛ
сенатори	ˈsɛnatɔri
сенаторите	ˈsɛnatoritɛ
сенаториште	sɛnatɔɾiʃtɛ
сенаторка	sɛnatɔrka
сенаторката	ˈsɛnatorkatɑ
сенаторке	ˈsɛnatorkɛ
сенаторот	ˈsɛnatorɔt
сенаторски	sɛnatɔrski
сенатот	ˈsɛnatɔt
сенатски	sɛnatski
сенборн	ˈsɛmbɔrn
сенд	sɛnd
сендвич	sɛndvitʃ
сендвич	ˈsɛndvitʃ
сендвича	ˈsɛndvɪtʃa
сендвичара	sɛndvitʃaɾa
сендвичара	ˈsɛndvitʃara
сендвичарница	sɛndvitʃarnitsa
сендвиче	sɛndvitʃɛ
сендвичи	sɛndvitʃi
сендвичи	ˈsɛndvɪtʃi
сендвичите	ˈsɛndvɪtʃɛ
сендвичиште	sɛndvitʃiʃtɛ
сендвичот	ˈsɛndvitʃɔt
сендерс	ˈsɛndɛrs
сенди	ˈsɛndi
сендикатот	ˈsɛndikɑtɔ
сендмен	ˈsɛndmɛn
сендпајпер	ˈsɛndpajpɛr
сендс	ˈsɛnds
сенегал	sɛnɛgaɫ
сенегалец	sɛnɛgalɛts
сенегалка	sɛnɛgaɫka
сенегалски	sɛnɛgaɫski
сензации	sɛnzatsii
сензационален	sɛnzatsijɔnalɛn
сензационализам	sɛnzatsijɔnalizam
сензационална	sɛnzatsionɑlna
сензационално	sɛnzatsijɔnaɫnɔ
сензационално	ˈsɛntsazionɑːlno
сензација	sɛnzatsija
сензибилитет	sɛnzibilitɛt
сензомоторен	sɛnzɔmɔtɔɾɛn
сензор	sɛnzɔr
сензор	ˈsɛnzɔr
сензорен	sɛnzɔɾɛn
сензори	sɛnzɔɾi
сензори	ˈsɛnzɔri
сензорите	ˈsɛnzɔritɛ
сензорот	ˈsɛnzɔɾɔt
сензуален	sɛnzualɛn
сензуално	sɛnzuaɫnɔ
сензуалност	sɛnzuaɫnɔst
сенилен	sɛnilɛn
сенилен	ˈsɛnilɛn
сенилно	sɛniɫnɔ
сенилност	sɛniɫnɔst
сениор	ˈsɛniɔr
сеница	sɛnitsa
сениште	sɛniʃtɛ
сениште	ˈsɛniʃtɛ
сенка	sɛŋka
сенкар	sɛŋkar
сенкари	sɛŋkaɾi
сенката	sɛnˈkata
сенки	sɛnki
сенки	sɛŋki
сенките	ˈsɛnikɛ
сенколовец	ˈsɛŋkɔlɔvɛts
сенколовци	ˈsɛŋkɔɫɔftsi
сенколовците	ˈsɛŋkɔɫɔftsɛ
сено	sɛnɔ
сеното	sɛnɔtɔ
сенсеи	ˈsɛnsɛi
сенсеј	ˈsɛnsɛj
сент	sɛnt
сентиментален	sɛntimɛntalɛn
сентиментален	sɛntimɛntɛˈlɛn
сентиментализам	sɛntimɛntalizam
сентиментална	ˈsɛntimɛntaɫna
сентиментални	ˈsɛntimɛntalni
сентиментално	sɛntimɛntaɫnɔ
сентиментално	ˈsɛntimɛntalno
сентименталност	sɛntimɛntaɫnɔst
сентименталност	ˈsɛntimɛntalnɔst
сентинел	ˈsɛntinɛɫ
сентлусиец	sɛntɫusijɛts
сентлусиски	sɛntɫusiski
сентлусијка	sɛntɫusijka
сентокс	ˈsɛntɔks
сентоксот	sɛntɔkˈsɔt
сентрал	ˈsɛntraɫ
сентџонски	sɛnddʒɔnski
сентџоншанец	sɛnddʒɔnʃanɛts
сентџоншанка	sɛnddʒɔnʃaŋka
сентџорџиец	sɛnddʒɔrdʒijɛts
сентџорџиски	sɛnddʒɔrdʒiski
сентџорџијка	sɛnddʒɔrdʒijka
сенф	sɛɱf
сенф	ʃɛnf
сенфиште	sɛɱfiʃtɛ
сенфови	sɛɱfɔvi
сенфот	ˈsɛnfɔt
сенце	sɛntsɛ
сенчен	sɛntʃɛn
сенчест	sɛntʃɛst
сенчење	sɛntʃɛɲɛ
сенчи	sɛntʃi
сеопфатен	sɛɔpfatɛn
сеопфатно	sɛɔpfatnɔ
сеопшт	sɛɔpʃt
сеопшто	sɛɔpʃtɔ
сепак	sɛpak
сепак	sɛˈpak
сепаратизам	sɛpaɾatizam
сепаратист	sɛpaɾatist
сепаратистички	sɛpaɾatistitʃki
сепаратистка	sɛpaɾatistka
сепарација	sɛparatsija
сепаре	sɛparɛ
сепија	sɛpija
сепнување	sɛpnuvaɲɛ
сепобеден	sɛpɔbɛdɛn
сеприсутен	sɛprisutɛn
сеприсутно	sɛprisutnɔ
сеприсутност	sɛprisutnɔst
сепса	sɛpsa
сепство	sɛpstvɔ
септа	sepˈta
септември	sɛptɛɱvri
септември	ˈsɛtɛmvrɪ
септемвриски	sɛptɛɱvriski
септет	sɛptɛt
септима	sɛptima
септичен	sɛptitʃɛn
септичка	sepˈtitʃka
септички	sɛptitʃki
септон	sepˈtɔn
сепфора	sepˈfɔra
сер	sɛr
сера	ˈsɛra
серам	sɛɾam
серам	ˈsɛɾam
серат	sɛɾat
серат	ˈsɛɾat
серафимски	sɛɾafimski
серај	sɛɾaj
сервер	sɛrvɛr
сервер	ˈsɛrvɛr
сервери	sɛrvɛɾi
сервери	ˈsɛrvɛri
серверите	servɛritɛ
сервериште	sɛrvɛɾiʃtɛ
серверот	ˈsɛrvɛrɔt
серверски	sɛrvɛrski
серверче	sɛrvɛrtʃɛ
сервира	sɛrviɾa
сервира	ˈsɛrviɾa
сервираат	ˈsɛrviɾaːt
сервирам	ˈsɛrviɾam
сервиран	sɛrviɾan
сервирана	ˈsɛrviɾana
сервираш	ˈsɛrviɾaʃ
сервирај	ˈsɛrvirai
сервирање	sɛrviɾaɲɛ
сервис	sɛrvis
сервис	ˈsɛɾiʋs
сервисен	sɛrvisɛn
сервисер	sɛrvisɛr
сервисериште	sɛrvisɛɾiʃtɛ
сервисерка	sɛrvisɛrka
сервиси	sɛrvisi
сервиси	ˈsɛrʋisi
сервисира	sɛrvisiɾa
сервисиран	sɛrvisiɾan
сервисирање	sɛrvisiɾaɲɛ
сервисот	ˈsɛrvitsɔt
сергеј	sergɛj
сергеј	sɛrgɛj
сергија	sɛrgija
сердар	sɛrdar
сердарски	sɛrdarski
сере	sɛɾɛ
сере	ˈsɛrɛ
сереа	sɛɾɛa
серебро	ˈsɛɾɛbrɔ
серев	sɛɾɛf
серев	sɛˈrɛf
серевме	sɛɾɛvmɛ
серевте	sɛɾɛftɛ
середум	sɛɾɛdum
серел	sɛrɛɫ
серел	sɛɾɛɫ
серела	sɛɾɛɫa
сереле	sɛɾɛlɛ
серело	sɛɾɛɫɔ
сереме	sɛɾɛmɛ
серен	sɛɾɛn
серена	ˈsɛɾɛna
серенада	sɛɾɛnada
серено	sɛɾɛnɔ
серете	sɛɾɛtɛ
серете	ˈsɛɾɛtɛ
сереш	sɛɾɛʃ
сереш	ˈsɛrɛʃ
сереше	sɛɾɛʃɛ
сереше	ˈsɛɾɛʃɛ
сереј	sɛɾɛj
серејќи	sɛrɛjci
серење	sɛɾɛɲɛ
серење	ˈsɛrɛɲɛ
серж	serʒ
сери	sɛɾi
сери	ˈsɛri
серии	sɛɾii
серии	ˈsɛriji
серик	sɛrik
сериозен	sɛɾiɔzɛn
сериозен	ˈsɛriɔzɛn
сериозна	ˈsɛriɔzna
сериозни	ˈsɛɾiɔzni
сериозно	sɛɾiɔznɔ
сериозно	ˈsɛɾiɔznɔ
сериозност	sɛɾiɔznɔst
сериозноста	ˈsɛɾiɔznɔsta
сериски	sɛɾiski
сериски	ˈsɛɾiski
серискиот	ˈsɛɾiski
сериските	ˈsɛɾiskitɛ
серија	sɛɾija
серија	ˈsɛːɾiʲa
серијата	ˈsɛri(j)ɛtɑ
серка	sɛrka
серко	sɛrko
серко	sɛrkɔ
серково	ˈsɛrkovɔ
серковци	sɛrˈkɔftsi
серковците	sɛrˈkɔftsɛ
серкото	sɛrˈkɔtɔ
серолошки	sɛrɔɫɔʃki
серотонин	sɛɾɔtɔnin
сероња	sɛrɔɲa
сероњо	ˈsɛɾɔɲɔ
серсеј	serˈsɛj
серси	serˈsi
серски	sɛrski
сертификат	sɛrtifikat
сертификат	sɛrtifikaːt
серум	sɛɾum
серум	sɛˈrum
серумот	sɛɾʊmɔt
серчанец	sɛrtʃanɛts
серчани	sɛrtʃani
серчанка	sɛrtʃaŋka
серчанки	sɛrtʃaŋki
серјожа	sɛrˈjɔʒa
серџ	serdʒ
серџо	serdʒɔ
сеси	sɛsi
сесии	sɛsii
сесии	ˈsɛsii
сесил	sɛsiɫ
сесилија	sɛsɪlija
сесија	sɛsija
сесија	ˈsɛsija
сесијата	ˈsɛsijata
сестина	sɛstina
сестра	sɛstra
сестран	sɛstran
сестрано	sɛstranɔ
сестраност	sɛstranɔst
сестрата	sɛstrata
сестри	sɛstri
сестрински	sɛstrinski
сестринство	sɛstrinstvɔ
сестринство	ˈsɛstriːnstvɔ
сестринството	ˈsɛstriɲiʃtɔ
сестрите	sɛstriˈtɛ
сестриче	sɛstritʃɛ
сестричка	sɛstritʃka
сестричка	ˈsɛstriʧka
сестричке	sɛstritʃkɛ
сестричке	ˈsɛstriːtʃkɛ
сестрична	sɛstritʃna
сестрични	sɛstritʃni
сестричник	sɛstritʃnik
сестричници	sɛstritʃnitsi
сестриште	sɛstriʃtɛ
сестро	sɛstrɔ
сеструле	sɛstrulɛ
сет	sɛt
сета	sɛta
сетам	ˈsɛtam
сетат	sɛˈtat
сетев	ˈsɛtɛf
сетен	sɛtɛn
сетете	ˈsɛtɛtɛ
сети	sɛti
сети	ˈsɛti
сетив	sɛ'tif
сетивте	ˈsɛtivtɛ
сетики	sɛtiki
сетил	sɛˈtil
сетила	sɛtiɫa
сетилата	sɛtiˈlata
сетиле	ˈsɛtilɛ
сетилен	sɛtilɛn
сетилник	sɛtiɫnik
сетилно	sɛtiɫnɔ
сетило	sɛtiɫɔ
сетило	ˈsɛtiɫɔ
сетиме	ˈsɛtimɛ
сетите	sɛtiˈtɛ
сетиш	ˈsɛtiʃ
сето	sɛtɔ
сетот	sɛtɔt
сеул	sɛul
сеул	sɛuɫ
сеулец	sɛulɛts
сеулка	sɛuɫka
сеулски	sɛuɫski
сеуште	sɛuʃtɛ
сеуште	ˈsɛuʃtɛ
сеф	sef
сеф	sɛf
сефирот	ˈsɛfiɾɔt
сефиште	sɛfiʃtɛ
сефови	sefɔvi
сефот	sefot
сефте	sɛftɛ
сецесионизам	sɛtsɛsijɔnizam
сецесионист	sɛtsɛsijɔnist
сецесионистички	sɛtsɛsijɔnistitʃki
сецесионистка	sɛtsɛsijɔnistka
сецесија	sɛtsɛsija
сецка	sɛtska
сецкан	sɛtskan
сецкајќи	sɛtskajci
сецкање	sɛtskaɲɛ
сецнат	sɛtsnat
сецне	sɛtsnɛ
сечам	sɛtʃam
сечам	sɛˈtʃam
сечат	sɛtʃat
сечат	ˈsɛtʃat
сечач	sɛtʃatʃ
сечачот	ˈsɛtʃatʃɔt
сече	sɛtʃɛ
сече	ˈsɛtʃɛ
сечеа	sɛtʃɛa
сечев	sɛtʃɛf
сечевме	sɛtʃɛvmɛ
сечевте	sɛtʃɛftɛ
сечел	sɛtʃɛɫ
сечел	sɛˈtʃɛɫ
сечела	sɛtʃɛɫa
сечеле	sɛtʃɛlɛ
сечело	sɛtʃɛɫɔ
сечеме	sɛtʃɛmɛ
сечеме	ˈsɛtʃɛmɛ
сечен	sɛtʃɛn
сеченица	sɛtʃɛnitsa
сечено	sɛtʃɛnɔ
сечете	sɛtʃɛtɛ
сечете	ˈsɛtʃɛtɛ
сечеш	sɛtʃɛʃ
сечеш	sɛˈtʃɛʃ
сечеше	sɛtʃɛʃɛ
сечеше	ˈsɛtʃɛʃɛ
сечејќи	sɛtʃɛjci
сечење	sɛtʃɛɲɛ
сечење	ˈsɛtʃɛɲɛ
сечењето	ˈsɛtʃɛɲɛ
сечи	sɛtʃi
сечива	sɛtʃiva
сечиво	sɛtʃivɔ
сечиво	ˈsɛtʃivɔ
сечие	sɛˈtʃiɛ
сечила	sɛtʃiɫa
сечила	ˈsɛtʃila
сечило	sɛtʃiɫɔ
сечило	ˈsɛtʃilo
сечилото	sɛtʃiˈlɔtɔ
сечиј	sɛtʃij
сечиј	ˈsɛtʃi
сечија	ˈsɛtʃija
сечка	sɛtʃka
сечкан	sɛtʃkan
сечкање	sɛtʃkaɲɛ
сечко	sɛtʃkɔ
сешто	sɛʃtɔ
сештојад	sɛʃtɔjat
сеј	sɛj
сејблер	ˈsɛjblɛr
сејди	sei̯di
сејмор	ˈsɛjmor
сејшелец	sɛjʃɛlɛts
сејшели	sɛjʃɛli
сејшелка	sɛjʃɛɫka
сејшелски	sɛjʃɛɫski
сејџ	seiʤ
сељак	sɛɫak
сељак	sɛʎak
сељакот	sɛʎaˈkɔt
сељандура	sɛʎanduɾa
сељанка	sɛʎaŋka
сељаци	ˈsɛʎatsi
сељачење	sɛʎatʃɛɲɛ
сељачиште	sɛʎatʃiʃtɛ
сељачиште	ˈsɛʎatʃiʃtɛ
сељачки	sɛʎatʃki
сењор	ˈsɛɲɔr
сењорита	ˈsɛɲɔɾita
сеќава	ˈsɛcaːva
сеќаваат	ˈsɛcaɫajt
сеќавав	sɛˈcaːva
сеќавал	sɛˈçaːvaɫ
сеќавам	ˈsɛcaʋam
сеќаваме	ˈsɛcaʋamɛ
сеќавате	sɛˈçaʋatɛ
сеќаваш	ˈsɛcaʋaʃ
сеќаваше	sɛˈçaʋaʃɛ
сеќавања	sɛcavaɲa
сеќавања	ˈsɛcaɾvaɲa
сеќавањата	ˈsɛcaɱvaŋa
сеќавање	sɛcavaɲɛ
сеќавање	ˈsɛcaˌvaɲɛ
сеќавањето	ˈsɛcaɾatɛ
сеќирај	ˈsɛɟiraj
сеџвик	ˈsɛdʒvik
сзо	səzəɔ
си	si
си	siː
сиаго	siago
сибел	sibɛl
сибил	sɪˈbil
сибир	sibir
сибирски	sibirski
сибискит	siˈbiskit
сиборгиум	sibɔrgijum
сив	sif
сив	ɕif
сива	siva
сивата	siˈvata
сиве	sivɛ
сивее	sivɛɛ
сивеење	sivɛɛɲɛ
сиви	sivi
сивило	siviɫɔ
сивиот	siˈviɔt
сивите	sivɛtɛ
сивкав	sifkaf
сивкаст	sifkast
сиво	sivo
сиво	sivɔ
сивокос	sivɔkɔs
сигел	ˈsʲigɛɫ
сигер	ˈsiger
сиги	sigi
сигла	sigɫa
сигли	sigli
сигма	sigma
сигнал	signaɫ
сигнал	sɪgnaɫ
сигнален	signalɛn
сигнален	ˈsɪgnalɛn
сигнали	signali
сигнали	sɪgnaˈli
сигнализатор	signalizatɔr
сигнализација	signalizatsija
сигнализација	ˈsʲignalizaˌziʲa
сигнализира	signaliziɾa
сигнализира	ˈsɪgnalizira
сигнализиран	signaliziɾan
сигнализирај	ˈsɪgnaliziraj
сигнализирање	signaliziɾaɲɛ
сигналите	signaˈlite
сигналот	ˈsɪgnaɫɔt
сигорен	ˈsɪgɔrɛn
сигорна	ˈsɪgɔrna
сигорни	s̪igɔrni
сигорно	ˈsɪgɔrno
сигрен	sɪgrɛn
сигруно	sigruˈno
сигуно	siguˈnɔ
сигурд	ˈsikurd
сигурен	siguɾɛn
сигурен	ˈsikurɛn
сигурна	ˈsikgurna
сигурната	ˈsikgurnata
сигурни	ˈsikurni
сигурно	sigurnɔ
сигурно	ˈsikurno
сигурносен	sigurnɔsɛn
сигурносен	ˈsikurnɔsɛn
сигурносна	ˈsikurnɔsna
сигурносната	ˈsikguɾɔnsata
сигурносни	ˈsikurnɔsni
сигурносниот	ˈsikurnɔsnit
сигурносните	ˈsikguɾɔnsnɪtɛ
сигурност	sigurnɔst
сигурност	ˈsikunost
сигурноста	ˈsikurˌnɔsta
сигфрид	sifrid
сид	sid
сида	sida
сида	ˈsida
сидер	ˈsider
сиднеец	sidnɛɛts
сиднеј	sidnɛj
сиднеј	sɪdˈnɛj
сиднејка	sidnɛjka
сиднејски	sidnɛjski
сидни	siːdni
сиднор	ˈsindɔr
сидорова	ˈsidorɔva
сидот	sidɔt
сидришта	sidriʃta
сидриште	sidriʃtɛ
сидро	sidrɔ
сидро	siːdro
сидрото	ˈsirdɔtɔ
сиена	siˈɛna
сиера	siˈera
сиералеонец	sijɛɾalɛɔnɛts
сиералеонка	sijɛɾalɛɔŋka
сиералеонски	sijɛɾalɛɔnski
сиетл	siɛtɫ
сиже	siʒɛ
сика	sika
сике	skiˈkɛ
сикизам	sikizam
сикингер	ˈsikiŋgɛr
сикорски	sikɔrski
сикрет	sikrɛt
сикс	siks
сиктер	siktɛr
сил	sil
сил	siɫ
сила	siɫa
сила	sɪla
силас	sʲiˈlas
силата	sɪlata
силач	siɫatʃ
силачи	siɫatʃi
силва	silva
силвано	ˈsilvano
силвер	sɪlvɛr
силви	silvi
силвиу	sɪlvʲu
силвија	siɫvija
силвија	ˈsilvija
силен	silɛn
силење	silɛɲɛ
силеџии	silɛdʒii
силеџии	ˈsilɛdʒiː
силеџика	silɛdʒika
силеџиски	silɛdʒiski
силеџиство	silɛdʒistvɔ
силеџија	silɛdʒija
силеџија	ˈsilɛdʒija
сили	sili
сили	ˈsili
силикон	silikɔn
силикониште	silikɔniʃtɛ
силиконската	siliˈkɔnska
силиконски	silikɔnski
силиконски	ˈsilikɔnski
силина	silina
силите	ˈsilitɛ
силициум	silitsijum
силија	sɪlɪja
силк	silk
силки	sɪlki
силна	silna
силната	silˈnata
силни	sɪlni
силник	siɫnik
силниот	sɪlnɔɲɔt
силните	sɪlnitɛ
силници	siɫnitsi
силно	siɫnɔ
силно	sɪlnɔ
силното	silnɔtɔ
сило	silo
силовит	siɫɔvit
силогизам	siɫɔgizam
силогистички	siɫɔgistitʃki
силос	siɫɔs
силос	ˈsilo̞s
силоси	siɫɔsi
силосиште	siɫɔsiʃtɛ
силосот	siloːsot
силу	siɫu
силува	siɫuva
силува	sɪˈɫuva
силуваа	ˈsiluva
силуваат	ˈsiluvaat
силувал	siluvɑɫ
силувале	ˈsiluvalɛ
силувам	sɪɫuʋam
силуван	siɫuvan
силуван	sɪɫuʋan
силувана	ˈsiluvana
силувани	ˈsiluvani
силувач	siɫuvatʃ
силувач	ˈsiluvatʃ
силувачи	ˈsiluvatʃi
силувачите	siluvatʃitɛ
силуваш	siluvɑʃ
силуваше	ˈsiluvaʃɛ
силувања	ˈsiluvaniʌ
силување	siɫuvaɲɛ
силување	ˈsiluvaɲɛ
силувањето	siluvatsi(j)ɛ
силуета	siɫuɛta
сим	sɪm
сима	sima
симба	simbɑ
симбиоза	simbiɔza
симбол	simbɔɫ
симбол	sɪmˈbɔɫ
симболи	simbɔli
симболи	sɪmbɔli
симболизам	simbɔlizam
симболизација	simbɔlizatsija
симболизира	simbɔliziɾa
симболизира	sɪmbɔliˈzira
симболизиран	simbɔliziɾan
симболизирање	simbɔliziɾaɲɛ
симболика	simbɔlika
симболист	simbɔlist
симболистички	simbɔlistitʃki
симболите	sɪmbɔlɪtɛ
симболичен	simbɔlitʃɛn
симболично	simbɔlitʃnɔ
симболично	sɪmbɔlitʃnɔ
симболот	simboɫɔt
симеон	simɛɔn
симетричен	simɛtritʃɛn
симетрично	simɛtritʃnɔ
симетричност	simɛtritʃnɔst
симетрија	simɛtrija
симит	simit
симиња	simiɲa
симињат	simiɲat
симињање	simiɲaɲɛ
симна	simna
симнаа	sɪmˈna
симнав	simnav
симнавме	simnavmɛ
симнал	simnal
симнале	sɪmˈnalɛ
симнам	simnam
симнат	simnat
симне	simnɛ
симне	sɪmˈnɛ
симнеме	simnɛmɛ
симнете	sɪmˈnɛtɛ
симнеш	simnɛʃ
симни	simni
симнува	simnuva
симнува	simˈnuva
симнуваат	simnuvaat
симнувам	sɪmnuvam
симнуваме	simˈnuvame
симнуван	simnuvan
симнуваш	simˈnuvaʃ
симнувај	simˈnuvaj
симнувајте	simnuˈvajtɛ
симнување	simnuvaɲɛ
симон	simɔn
симона	simɔna
симоне	sɪmɔnɛ
симонс	sɪˈmɔns
симор	sɪˈmɔr
симпатизер	simpatizɛr
симпатизери	simpatiˈzɛri
симпатизериште	simpatizɛɾiʃtɛ
симпатизира	simpatiziɾa
симпатизиран	simpatiziɾan
симпатизирање	simpatiziɾaɲɛ
симпатии	sɪmpatɪjɛ
симпатичен	simpatitʃɛn
симпатичен	sɪmpatitʃɛn
симпатична	simpatiʧna
симпатични	sɪmpatitʃni
симпатично	simpatitʃnɔ
симпатично	simpatiʧnɔ
симпатичност	simpatitʃnɔst
симпатија	simpatija
симпатија	ˈsimpatija
симплификација	simplifikatsija
