ഁ	ɐ̃
വിളിക്കാമോ	ʋiɭikːamo
വിളിക്കായി	ʋiɭikɐːi
വിളിക്കാറ്	ʋiɭikɑːr
വിളിക്കാൻ	ʋiɭikɑːn
വിളിക്കില്ല	ʋiɭikːɪɭː
വിളിക്കില്ലാ	ʋiɭikːillaː
വിളിക്കു	ʋiɭikːu
വിളിക്കും	ʋiɭikːum
വിളിക്കുക	ʋiɭikːugʌ
വിളിക്കുകയാണ്	ʋiɭikːukɑːn
വിളിക്കുകയും	ʋiɭiʋɨkɨʋʌɾʌ
വിളിക്കുകയോ	ʋiɭikːukɑjo
വിളിക്കുന്ന	ʋiɭiʈːoːn̪
വിളിക്കുന്നതാണ്	ʋiɭiʈːoːn̪n̪ət̪aːm
വിളിക്കുന്നതും	ʋiɭiʈːoːn̪t̪uʈu
വിളിക്കുന്നതുവരെ	ʋiɭiʈːoːn̪t̪uʋɛɾɛ
വിളിക്കുന്നതു്	ʋiɭiʈːɔn̪d̪u
വിളിക്കുന്നതെന്ന്	ʋiɭiʈːoːn̪t̪ən̪n̪u
വിളിക്കുന്നത്	ʋiɭiʈːon̪n̪əʈː
വിളിക്കുന്നവര്	ʋiɭiʈːoːʋəʋəɾə
വിളിക്കുന്നില്ല	ʋiɭiʈːoːn̪nɪɭː
വിളിക്കുന്നു	ʋiɭiɕːɔː
വിളിക്കുന്നുണ്ടോ	ʋiɭiʈːoːn̪n̪uɳoː
വിളിക്കുന്നുണ്ട്	ʋiɭiʈːuŋŋuɭ
വിളിക്കുന്നൂ	ʋiɭiʈːoːnuː
വിളിക്കുന്നെ	ʋiɭiʈːoːn̪e
വിളിക്കുന്നോ	ʋiɭiʈːoːnoː
വിളിക്കുമെന്ന്	ʋiɭikːumeːn̪n̪e
വിളിക്കുമോ	ʋiɭikːumɔ
വിളിക്കുമ്പോള്	ʋiɭikkuḿbɯɭɯ
വിളിക്കുമ്പോൾ	ʋiɭikkuḿbōːl
വിളിക്കൂ	ʋiɭikːuː
വിളിക്കെടാ	ʋiɭikːeːd̪a
വിളിക്കേണ്ട	ʋiɭikːeːɳɖ
വിളിക്കേണ്ടത്	ʋiɭikːeːɳɖɐt̪
വിളിക്ക്	ʋiɭikːu
വിളികൾ	ʋiɭiɭeːɭ
വിളിച്ച	ʋiɭit̪t̪ʃɐ
വിളിച്ചതാ	ʋiɭit̪ːə
വിളിച്ചതാണ്	ʋiɭit̪ːət̪əːm
വിളിച്ചതിന്	ʋiɭit̪ːɐkɨnɨ
വിളിച്ചതില്	ʋiɭit̪ːɐd̪iɭ
വിളിച്ചതിൽ	ʋiɭit̪t̪ɐɭiɭ
വിളിച്ചതും	ʋiɭit̪t̪ɨt̪um
വിളിച്ചതെന്ന്	ʋiɭit̪ːət̪en̪n̪u
വിളിച്ചത്	ʋiɭit̪ːəɭəʈː
വിളിച്ചപ്പോള്	ʋiɭitʃːɐpːoːɭ
വിളിച്ചപ്പോൾ	ʋiɭitʃːɐpːoːl
വിളിച്ചല്ലേ	ʋiɭiʧəɭə
വിളിച്ചായിരുന്നു	ʋiɭiʧoːɾoːgɑː
വിളിച്ചാലും	ʋiɭitʃaːlum
വിളിച്ചാലോ	ʋiɭiʧːaːloː
വിളിച്ചാല്	ʋiɭitʃaːl
വിളിച്ചാൽ	ʋiɭiʧɑːl
വിളിച്ചിട്ടില്ല	ʋiɭit̪ːiɭːɪɭː
വിളിച്ചിട്ടുണ്ട്	ʋiɭitʃːit̪ːuɭ̪t̪u
വിളിച്ചിട്ട്	ʋiɭit̪ːi
വിളിച്ചിരിക്കുന്നു	ʋiɭiʧːiɾɐggɐɳɳɐ
വിളിച്ചിരുന്നത്	ʋiɭitʃːɨɭɨn̪t̪ɨ
വിളിച്ചിരുന്നു	ʋiɭitʃːuɳːuɳːu
വിളിച്ചിരുന്നോ	ʋiɭit̪t̪ɾoːʃoː
വിളിച്ചില്ല	ʋiɭitʃːiɭːə
വിളിച്ചില്ലേ	ʋiɭiʧːɪɭːɛː
വിളിച്ചു	ʋiɭit̪ːu
വിളിച്ചുകൂവുന്നു	ʋiɭit̪ːuguːʋɑːɳɳu
വിളിച്ചുകൊണ്ടിരിക്കുന്നു	ʋiɭit̪ːugoːn̪d̪iɾɐɟːɐ
വിളിച്ചുകൊണ്ട്	ʋiɭit̪ːugoŋɭə
വിളിച്ചുചേര്	ʋiɭitʃːuʈʃeːrʊ
വിളിച്ചുപറയും	ʋiɭiʧːuɳɐɾɨm
വിളിച്ചൂ	ʋiɭiʧuː
വിളിച്ചെന്ന്	ʋiɭiʧeɳɳu
വിളിച്ചേ	ʋiɭitʃːeː
വിളിച്ചേക്കാം	ʋiɭitʃeːkɑːm
വിളിച്ചോ	ʋiɭiʧːo
വിളിച്ചോട്ടെ	ʋiɭitʃoːt̪e
വിളിച്ചോണ്ട്	ʋiɭitʃoːɳɖ
വിളിച്ചോളാം	ʋiɭiʧːoːɭɑːm
വിളിച്ചോളൂ	ʋiɭiʧːoːɭuː
വിളിച്ച്	ʋiɭiʈː
വിളിപ്പിച്ചത്	ʋiɭipːit̪ːɐt̪
വിളിപ്പിച്ചു	ʋiɭipːid̪u
വിളിപ്പേര്	ʋiɭipːeːɾʊ
വിഴുങ്ങാന്	ʋiɻuŋːaːn
വിഴുങ്ങി	ʋiɻuŋgi
വിഴുങ്ങിയത്	ʋiɻuŋgəɪt̪
വിഴുങ്ങും	ʋiɻuŋgum
വിഴുങ്ങുന്നു	ʋiɻuŋːuɳː
വിവരം	ʋiʋɐɾɐm
വിവരക്കേട്	ʋiʋɐɾəkkɛɖ
വിവരങ്ങളാണ്	ʋiʋɐɾənɳɑːm
വിവരങ്ങളും	ʋiʋɐɾəɭəɴ
വിവരങ്ങളെല്ലാം	ʋiʋɐɾəɳɲɛɭɐm
വിവരങ്ങളൊക്കെ	ʋiʋɐɾəŋɭoʈkɛ
വിവരങ്ങളൊന്നും	ʋiʋɐɾəŋɭoːn̪n̪ʊm
വിവരങ്ങള്	ʋiʋɐɾɐŋɭɨ
വിവരങ്ങൾ	ʋiʋɐɾəŋgəɭ
വിവരണം	ʋiʋɐɾɐɳɐ
വിവരണവും	ʋiʋɐɾɐɳɨʋʊm
വിവരദോഷികൾ	ʋiʋɐɾɐɖoːʃiːɭeː
വിവരമറിയും	ʋiʋɐɾəɾijum
വിവരമാണ്	ʋiʋɐɾɐɳː
വിവരമില്ലാത്ത	ʋiʋɐɾɐmɪɭɐt̪ːʰ
വിവരമുണ്ടോ	ʋiʋɐɾəmoːɳɖoː
വിവരമുണ്ട്	ʋiʋɐɾəmʊɭʈə
വിവരമുള്ള	ʋiʋɐɾɐmuɭː
വിവരവും	ʋiʋɐɾəʋum
വിവരവുമില്ല	ʋiʋɐɾɐʋumiɭɭə
വിവരസേവനം	ʋiʋɐɾɐseːʋən̪ə
വിവരിക്കാന്	ʋiʋɐɾikkɑːn
വിവരിക്കാൻ	ʋiʋɐɾikkɑːn
വിവരിക്കും	ʋiʋɐɾikːum
വിവരിക്കുന്നത്	ʋiʋɐɾikkɨn̪t̪ə
വിവരിക്കുന്നു	ʋiʋɐɾɪjɐːɳɳɐ
വിവരിക്കൂ	ʋiʋɐɾikkɯː
വിവരിച്ചു	ʋiʋɐɾiɖu
വിവര്	ʋiʋɐɾ
വിവാഹ	ʋiʋɑː
വിവാഹം	ʋiʋɑːhəm
വിവാഹങ്ങള്	ʋiʋɑːmɐɲɭ
വിവാഹത്തിനു	ʋiʋɑːt̪ːɪŋgu
വിവാഹത്തിനുള്ള	ʋiʋɑːt̪ːɪŋkuɭːɨ
വിവാഹത്തിനു്	ʋiʋɑːt̪ːɪŋu
വിവാഹത്തിന്	ʋiʋɑːn̪n̪u
വിവാഹത്തിന്റെ	ʋiʋɑːhɨt̪t̪i
വിവാഹത്തില്	ʋiʋɑːhətt̪il
വിവാഹത്തെ	ʋiʋɑːt̪ə
വിവാഹത്തെക്കുറിച്ച്	ʋiʋɑːt̪e̞kːuɾitʃʈʃɛ
വിവാഹബന്ധം	ʋiʋɑːhəbən̪d̪ə
വിവാഹമാണ്	ʋiʋɑːhɑːmːɑː
വിവാഹമോ	ʋiʋɑːhəmoː
വിവാഹമോചനം	ʋiʋɑːhəmoːtʃənə
വിവാഹമോതിരം	ʋiʋɑːhəmoːd̪iɾə̆m
വിവാഹവും	ʋiʋɑːhuṃ
വിവാഹസമ്മാനം	ʋiʋɑːhəsmɑːnɑːm
വിവാഹാഭ്യര്	ʋiʋɑːhɑːbʲhəɾə
വിവാഹാലോചന	ʋiʋɑːhɑːlɔtʃən
വിവാഹിതനാണോ	ʋiʋɑːhɪt̪ɐnɑːɳo
വിവാഹിതനാണ്	ʋiʋɑːhit̪ɨnɑːm
വിവാഹിതയാണ്	ʋiʋɑːhɪt̪ɑːjɑːm
വിവാഹിതരാകാം	ʋiʋɑːhɪtɐɾɑːkɑːm
വിവാഹിതരാണ്	ʋiʋɑːhɪt̪ɐɾɑːm
വിവാഹിതരായ	ʋiʋɑːhɪt̪ɨɾɑːj
വിവിധ	ʋiːd̪ʱə
വിവിധതരം	ʋiʋiɖɐɾɐm
വിവിയനോട്	ʋiʋjɐnɔːʈ
വിവിയന്	ʋiʋjɐn̪
വിവിയേന്	ʋiʋjeːn̪ə
വിവേകം	ʋiʋejɐm
വിവേകത്തോടെ	ʋiʋejɐt̪ːoːd̪e
വിവേകമുള്ള	ʋiʋejɐmullə
വിവേചനം	ʋiʋeːʈən̪am
വിവർത്തനം	ʋiʋɐɾt̪ːənɐm
വിശകലനം	ʋiʃkɐlənɐm
വിശക്കുന്ന	ʋɪʃɐkːun̪
വിശക്കുന്നില്ല	ʋɪʃɐkːun̪nɪɭː
വിശക്കുന്നില്ലേ	ʋiʃɐkːun̪n̪ilːeː
വിശക്കുന്നു	ʋɪʃɐkɐn̪n̪u
വിശക്കുന്നുണ്ടോ	ʋɪʃɐkːun̪n̪uɳɳo
വിശക്കുന്നുണ്ട്	ʋiʃɐkːun̪n̪uɭt̪u
വിശക്കുന്നൂ	ʋɪʃɐkːunːuː
വിശക്കുന്നോ	ʋiʃɐkːun̪n̪o
വിശദമായ	ʋiʃɐd̪ɐmaɯ
വിശദമായി	ʋiʃɐd̪ɐmaɪ
വിശദാംശങ്ങളും	ʋɪɕɐd̪ɐːmʃɐm
വിശദാംശങ്ങള്	ʋiʃɐd̪ɐːmʃɐŋgɐlʲ
വിശദാംശങ്ങൾ	ʋɪɕɐɳɐːmʃɐŋgɐ
വിശദീകരണം	ʋiʃɐd̪iːkɐɾɐɳɐ
വിശദീകരണങ്ങള്	ʋɪɕɐd̪iːkɐɾɐɳɳɐl
വിശദീകരിക്കണോ	ʋiʃɐɖiːkɐɾikɒːno
വിശദീകരിക്കാം	ʋiʃɐɖiːkɐɾikɑːm
വിശദീകരിക്കാന്	ʋiɕɐɖiːkɐɳɐ
വിശദീകരിക്കാമോ	ʋɪɕɐd̪iːɾikkɑːmo
വിശദീകരിക്കാൻ	ʋiʃɐɖiːkɐɳ
വിശദീകരിക്കും	ʋiʃɐɖiːkɐɾikɯm
വിശദീകരിക്കുന്നു	ʋiʃɐd̪iːkɐɾiʔːoː
വിശദീകരിക്കൂ	ʋɪɕɐd̪iːkɐɾikːuː
വിശദീകരിക്കേണ്ട	ʋiʃɐɖiːkɐɾikɛɳɖ
വിശദീകരിക്ക്	ʋiʃɐɖiːkɐɾikːu
വിശദീകരിച്ചു	ʋiʃɐɖiːkuɾiʈu
വിശദീകരിച്ച്	ʋɪɕɐɖiːɾiːtʃː
വിശന്നിട്ടു	ʋiʃɐn̪ːiʈːu
വിശന്നിരിക്കുന്ന	ʋiʃɐn̪n̪iɾoŋŋu
വിശന്നു	ʋiʃənːu
വിശന്നുമരിക്കാന്	ʋiʃɐn̪n̪uːmɐɾiːkɑːn̪
വിശന്ന്	ʋɪʃn̪n̪
വിശപ്പാണ്	ʋiʃɐpːɑːn
വിശപ്പായിരിക്കും	ʋiʃɐpaːjiɾikːum
വിശപ്പിന്	ʋɪʃɐpːiɳ
വിശപ്പില്ല	ʋiʃɐpːɪɭː
വിശപ്പു	ʋiʃɐpːu
വിശപ്പും	ʋɪʃɐpːu
വിശപ്പുണ്ടാകും	ʋɪʃɐpːuɳɐkɯm
വിശപ്പുണ്ട്	ʋiʃɐpːuɳʈ
വിശപ്പുള്ള	ʋiʃɐpuɭː
വിശപ്പ്	ʋiʃɐpː
വിശാല	ʋɪɕɑːl
വിശാലമാക്കൂ	ʋɪʃaːlɐmɑːkuː
വിശാലമായ	ʋɪʃɑːləmaɪə
വിശാലമായി	ʋɪɕɑːləmaɪ
വിശാലമായൊരു	ʋɪʃɑːləmoːɾu
വിശിഷ്ട	ʋiʃiʂʈə
വിശിഷ്ടം	ʋiʃiʂʈɐm
വിശിഷ്ടമായ	ʋiʃiʂʈəmaɪə
വിശിഷ്ട്ട	ʋiʃiʂʈː
വിശിഷ്യാ	ʋiʃiɕjɑː
വിശുദ്ധ	ʋiʃɳɖː
വിശുദ്ധ-നഗരം	ʋiʃɳɖən̪əgəɾə
വിശുദ്ധജലം	ʋɪʃɳɖɐdʒɐləm
വിശുദ്ധനാണ്	ʋiʃɳɳɯnɑːm
വിശുദ്ധനായ	ʋɪʃɳɖənaɪ
വിശുദ്ധമായ	ʋiʃɳɳəmaːjə
വിശുദ്ധരുടെയും	ʋiʃɳɖəɾɯɳgɯ
വിശുദ്ധൻ	ʋiʃɳɳɳ
വിശേഷം	ʋiʃeːʃɐm
വിശേഷങ്ങള്	ʋiʃeːʃaŋgaɭ
വിശേഷങ്ങൾ	ʋiʃeːʃaŋgaɭ
വിശേഷപ്പെട്ട	ʋiʃeːʃəpːeɳt̪ː
വിശേഷിച്ചും	ʋiʃeːʃiʈːum
വിശേഷിച്ച്	ʋiʃeːʃɨtʃʈʌ
വിശേഷിപ്പിക്കുന്നത്	ʋiʃeːʂipːiŋŋɐt̪
വിശ്രമ	ʋɪʃɾəmə
വിശ്രമം	ʋɪʃɾɐmɐm
വിശ്രമകേന്ദ്രം	ʋiʃɾɐməkẽːɳɖɾɐm
വിശ്രമമില്ല	ʋɪʃɾɐmɐmɪɭː
വിശ്രമമില്ലാതെ	ʋɪʃɾɐmɐmɪɭːɐt̪e
വിശ്രമവും	ʋɪʃɾɐməʋʊm
വിശ്രമിക്കട്ടെ	ʋɪʃɾɐmikkɐʈːe
വിശ്രമിക്കണം	ʋɪʃɾɐmikkɐɳɐ
വിശ്രമിക്കാം	ʋiʃɾɐmikkɑːm
വിശ്രമിക്കാന്	ʋɪʃɾɐmikkɑːn
വിശ്രമിക്കാൻ	ʋiʃɾɐmikkɑːn
വിശ്രമിക്കില്ല	ʋɪʃɾɐmikkɪɭː
വിശ്രമിക്കു	ʋɪʃɾɐmikkɯ
വിശ്രമിക്കുകയാണ്	ʋɪʃɾɐmikkɐːɳ
വിശ്രമിക്കുന്നു	ʋiʃɾəmaɪkkɔː
വിശ്രമിക്കൂ	ʋɪʃɾɐmikkɯ
വിശ്രമിക്ക്	ʋiʃɾəmiːk
വിശ്രമിച്ചോളു	ʋiʃɾɐmiʧːoːɭu
വിശ്രമിച്ചോളൂ	ʋɪʃɾɐmiːtʃoːɭuː
വിശ്വ	ʋiʃʋʷɐ
വിശ്വം	ʋiʃʋʷɐm
വിശ്വസനീയ	ʋiʃʋʷɐsɐniːjɐ
വിശ്വസനീയമായ	ʋɪʃʋɐsɐniːjɐmaɪ
വിശ്വസിക്കട്ടെ	ʋɪʃʋɐsɪkːɐt̪ːe
വിശ്വസിക്കണം	ʋɪʃʋɐsɪkɐɳɐm
വിശ്വസിക്കണോ	ʋɪʃʋɐsɪkːɐno
വിശ്വസിക്കണ്ടേ	ʋɪʃʋɐsɪkɐɳɳeː
വിശ്വസിക്കരുത്	ʋɪʃʋɑsɪkɾuʈ
വിശ്വസിക്കാം	ʋɪʃʋɐsɪkɐːm
വിശ്വസിക്കാതിരിക്കണം	ʋɪʃʋɐsɪkɐːt̪iɾikɐɳɐm
വിശ്വസിക്കാത്ത	ʋɪʃʋɐsɪkɐt̪ː
വിശ്വസിക്കാത്തത്	ʋɪʃʋɐsɪkɐt̪ːɨt̪
വിശ്വസിക്കാനാകുന്നില്ല	ʋɪʃʋɑsɪkɑːnɑːkʌnɪlː
വിശ്വസിക്കാനാണ്	ʋɪʃʋɐsɪkɑːnɑːm
വിശ്വസിക്കാനാവില്ല	ʋɪʃʋɑsɪkɑːnɑːʋɪɭ̆
വിശ്വസിക്കാനാവുന്നില്ല	ʋɪʃʋɐsɪkɑːnɑːʋunːɪɭː
വിശ്വസിക്കാനേ	ʋɪʃʋɐsɪkɑːnɛ
വിശ്വസിക്കാനോ	ʋɪʃʋɐsɪkɑːno
വിശ്വസിക്കാന്	ʋɪʃʋɐsɪkɑːn
വിശ്വസിക്കാമെന്ന്	ʋɪʃʋɐsɪkɐːmɛnː
വിശ്വസിക്കാമോ	ʋɪʃʋɐsɪkɐːmo
വിശ്വസിക്കാറില്ല	ʋɪʃʋɐsɪkɑːrɪɭɭɐ
വിശ്വസിക്കാവുന്ന	ʋɪʃʋɐsɪkɑːʋun̪
വിശ്വസിക്കാൻ	ʋɪʃʋɐsɪkɑːn
വിശ്വസിക്കില്ല	ʋɪʃʋɑsɪkɪɭː
വിശ്വസിക്കു	ʋɪʃʋɑsɪkːu
വിശ്വസിക്കും	ʋɪʃʋɐsikːum
വിശ്വസിക്കുക	ʋiʃʋʷɐsikkugɐ
വിശ്വസിക്കുക	ʋɪʃʋɐsɪkːuː
വിശ്വസിക്കുകയും	ʋɪʃʋɑsɪkːu
വിശ്വസിക്കുന്ന	ʋɪʃʋɐsɪŋŋu
വിശ്വസിക്കുന്നത്	ʋɪʃʋɐsɪŋŋɐt̪
വിശ്വസിക്കുന്നില്ല	ʋɪʃʋɐsɪŋŋɪɭ̆
വിശ്വസിക്കുന്നില്ലല്ലോ	ʋɪʃʋɐsiŋŋɪlːɐː
വിശ്വസിക്കുന്നില്ലേ	ʋɪʃʋɐsɪŋŋɪɭːeː
വിശ്വസിക്കുന്നു	ʋɪʃʋɐsɪɳɳoː
വിശ്വസിക്കുന്നുണ്ടോ	ʋɪʃʋɐsiŋgoːn̪d̪oː
വിശ്വസിക്കുന്നുണ്ട്	ʋɪʃʋɐsɪŋŋuɭd̪u
വിശ്വസിക്കുന്നോ	ʋɪʃʋɐsɪŋŋo
വിശ്വസിക്കുമെന്ന്	ʋɪʃʋɐsikkumeːn̪n̪ə
വിശ്വസിക്കുമോ	ʋɪʃʋɐsikːumɔ
വിശ്വസിക്കുവാന്	ʋɪʃʋɑsɪkʋɑːn̪
വിശ്വസിക്കൂ	ʋɪʃʋɐsɪkːuː
വിശ്വസിക്കേണ്ട	ʋɪʃʋɑsɪkːeːɳɖ
വിശ്വസിക്കേണ്ടി	ʋɪʃʋɑsɪkːeːɳɖi
വിശ്വസിക്ക്	ʋɪʃʋɑsɪkːu
വിശ്വസിച്ചത്	ʋɪʃʋɑsiːt̪ːɨ
വിശ്വസിച്ചാലും	ʋɪʃʋɐsiːd̪ɐːlɨm
വിശ്വസിച്ചാല്	ʋɪʃʋɐsiːd̪ɐːl
വിശ്വസിച്ചിട്ടില്ല	ʋɪʃʋɑsiːt̪ːɪɭː
വിശ്വസിച്ചിരുന്നത്	ʋɪʃʋɐsiːd̪d̪ɨɾɨɳd̪ɨt̪
വിശ്വസിച്ചിരുന്നു	ʋɪʃʋɑsiːd̪ːuːn̪n̪u
വിശ്വസിച്ചില്ല	ʋɪʃʋɐsiːt̪ːɪɭː
വിശ്വസിച്ചു	ʋɪʃʋɐsɪɖu
വിശ്വസിച്ചേ	ʋɪʃʋɐsiːtʃeː
വിശ്വസിച്ചോ	ʋɪʃʋɐsiːdʒoː
വിശ്വസിച്ചോളൂ	ʋɪʃʋɑsiːt̪ːoːluː
വിശ്വസിച്ച്	ʋɪʃʋɑːsɪtʃː
വിശ്വസിപ്പിക്കണം	ʋɪʃʋɐsipːikːɐɳɐm
വിശ്വസിപ്പിക്കാന്	ʋɪʃʋɐsipːɪkɐːn
വിശ്വസിപ്പിക്കാൻ	ʋɪʃʋɑsipːɪkɑːn
വിശ്വസിപ്പിക്കും	ʋɪʃʋɐsipːikːum
വിശ്വസിപ്പിച്ചു	ʋɪʃʋɑsipːid̪d̪u
വിശ്വസ്	ʋɪʃʋəs
വിശ്വസ്തത	ʋɪʃʋɑːs̪t̪ə
വിശ്വസ്തതയോടെ	ʋɪʃʋɐsʈəɖəoːʈe
വിശ്വസ്തനായ	ʋɪʃʋɐst̪n̪ɑːj
വിശ്വസ്തന്	ʋɪʃʋɑːst̪ɨnə
വിശ്വസ്തരായ	ʋɪʃʋɐsʈɐɾɑːj
വിശ്വാസ	ʋɪʃʋɑːs
വിശ്വാസം	ʋiʃʋʷaːsɐm
വിശ്വാസം	ʋɪʃʋɑːsɑːm
വിശ്വാസങ്ങളെ	ʋɪʃʋɑːsmɑɲɲe
വിശ്വാസങ്ങള്	ʋɪʃʋɑːsəŋgɑːl
വിശ്വാസങ്ങൾ	ʋɪʃʋɑːsəŋgəɭ
വിശ്വാസത്തിന്	ʋɪʃʋɑːs̪t̪r̪iːn̪
വിശ്വാസത്തിന്റെ	ʋɪʃʋɑːst̪t̪i
വിശ്വാസത്തിൽ	ʋɪʃʋɑːst̪ɪl
വിശ്വാസത്തെ	ʋɪʃʋɑːst̪ə
വിശ്വാസത്തോടെ	ʋɪʃʋɑːs̪t̪ːoːʈe
വിശ്വാസമര്	ʋɪʃʋɑːsəməɾə
വിശ്വാസമാ	ʋɪʃʋɑːsɑːmɑː
വിശ്വാസമാണോ	ʋɪʃʋɑːsɑːmɑːɳoː
വിശ്വാസമാണ്	ʋɪʃʋɑːsɪmːɑːtːam
വിശ്വാസമായിരുന്നു	ʋɪʃʋɑːsɑːmɑːjɪnːuː
വിശ്വാസമായില്ല	ʋɪʃʋɑːsɑːmɑjɪɭː
വിശ്വാസമില്ല	ʋɪʃʋɑːsɐmɪɭːɐ
വിശ്വാസമില്ലെങ്കിൽ	ʋɪʃʋɑːsɐmɪɭːeŋgɪɭ̆
വിശ്വാസമില്ലേ	ʋɪʃʋɑːsɐmɪɭːeː
വിശ്വാസമുണ്ടെങ്കില്	ʋɪʃʋɑːsɑmoːɳt̪eŋkiːɭ
വിശ്വാസമുണ്ടോ	ʋɪʃʋɑːsɑːmoːɳɖoː
വിശ്വാസമുണ്ട്	ʋɪʃʋɑːsɐmʊɳʈ
വിശ്വാസവഞ്ചന	ʋɪʃʋɑːsəɳdʒə
വിശ്വാസവും	ʋɪʃʋɑːsuṃ
വിശ്വാസി	ʋiʃʋʷaːsi
വിശ്വാസികളായ	ʋɪʃʋɑːɪkɑːlɑːjoː
വിശ്വാസികള്	ʋɪʃʋɑːɪkɑːlɨ
വിശ്വാസിക്കു	ʋɪʃʋɑːsɪkːu
വിശ്വാസിക്ക്	ʋɪʃʋɑːɪk
വിശ്വാസ്യത	ʋɪʃʋɑːs̪jəʈə
വിഷ	ʋiʂ
വിഷം	ʋiʂɐm
വിഷത്തിന്	ʋiʂəɳ
വിഷത്തിന്റെ	ʋiʂɨt̪t̪i
വിഷമം	ʋiʂɐmɐm
വിഷമകരം	ʋiʂməkərəm
വിഷമകരമായ	ʋiʂməkɐɾɐmaɯ
വിഷമങ്ങള്	ʋiʂɐmɐɲɭɯ
വിഷമത്തിലാണ്	ʋiʂəmɐt̪ːilɑːm
വിഷമത്തിലായിരുന്നു	ʋiʂəmɐt̪ːilɯɳgɑːd̪ːu
വിഷമമാണ്	ʋiʂɐmɐːm
വിഷമമായി	ʋiʂəmɐmaɪ
വിഷമമായിരിക്കും	ʋiʂəmɐjɐɾikːuṃ
വിഷമമായോ	ʋiʂəməjoː
വിഷമമാവും	ʋiʂɐmɐmɑːʋuṃ
വിഷമമില്ല	ʋiʂɐmɐmɪɭː
വിഷമമുണ്ടായിരുന്നു	ʋiʂɐmɐmuɳːɐnduːɳːɐ
വിഷമമുണ്ടെന്നു	ʋiʂɐmɐmund̪ennu
വിഷമമുണ്ടോ	ʋiʂɐmɐmuɳɳo
വിഷമമുണ്ട്	ʋiʂɐmɐmʊɭʈ
വിഷമമുള്ള	ʋiʂɐmɐmʊɭːə
വിഷമമൊന്നും	ʋiʂɐmɐmɔn̪n̪ʌ
വിഷമമൊന്നുമില്ലല്ലോ	ʋiʂɐmɐmoːnːuɭːɐɭːoː
വിഷമയമാണ്	ʋiʂɐmɐjɐmːɐːtːɐm
വിഷമവും	ʋiʂɐmɐʋum
വിഷമവുമില്ല	ʋiʂɐməʋumiɭɭə
വിഷമാണ്	ʋiʂɐmːɐ
വിഷമിക്കണ്ട	ʋiʂɐmikkɐɳɳɐ
വിഷമിക്കണ്ടാ	ʋiʂɐmikkɐɳɳɐ
വിഷമിക്കരുത്	ʋiʂəmiːkɐɾud̪ʱ
വിഷമിക്കാതിരിക്കൂ	ʋiʂɐmikkɐt̪iɾikkuː
വിഷമിക്കാതെ	ʋiʂɐmikkɐt̪e
വിഷമിക്കാന്	ʋiʂɐmikkɑːn̪
വിഷമിക്കും	ʋiʂɐmikkɨm
വിഷമിക്കുകയാണ്	ʋiʂəmiːkukɑːn
വിഷമിക്കുകയൊന്നും	ʋiʂɐmikkukajɔn̪n̪ʊm
വിഷമിക്കുന്നത്	ʋiʂɐmɐgɐn̪n̪əɭ
വിഷമിക്കുന്നു	ʋiʂɐmɨjːɐɳɳu
വിഷമിക്കേണ്ട	ʋiʂɐmikkɛɳɖ
വിഷമിക്കേണ്ടതില്ല	ʋiʂəmikeːɳʈəɭɭɪɭ
വിഷമിച്ചിരിക്കുകയാണെന്ന്	ʋiʂəmiʈːiɾikːugaːɲeːɳeː
വിഷമിച്ചു	ʋiʂəmiʈu
വിഷമിച്ചോ	ʋiʂɐmitʃːo
വിഷമിച്ച്	ʋiʂəmiʈː
വിഷമിപ്പിക്കല്ലേ	ʋiʂɐmipːɪkɐɭːe
വിഷമിപ്പിക്കും	ʋiʂəmiːpikːuṁ
വിഷമിപ്പിക്കുന്നത്	ʋiʂəmippɪɳŋɐt̪
വിഷമിപ്പിക്കുന്നു	ʋiʂɐmipːɨɳːoː
