㔂	lan˨˦
芒種雨	boŋ˨˦tsiŋ˥˧hɔ˧˧
芝山	tsi˥˥san˥˥
芟	siŋ˥˥
芡	kʰian˨˩
芡滷	kʰian˨˩lɔ˥˧
芡芳	kʰian˨˩pʰaŋ˥˥
芥末	kai˨˩buaʔ˦
芥菜	kua˨˩tsʰai˨˩
芥菜當咧出	kua˨˩tsʰai˨˩tŋ˥˥teʔ˨tsʰut˨
芥藍仔	ke˨˩na˨˦a˥˧
芥辣	kai˨˩luaʔ˦
芫荽	ian˨˦sui˥˥
芭蕉	pa˥˥tsio˥˥
芭蕾	pa˥˥le˨˦
花	hua˥˥
花	hue˥˥
花仔和尚	hue˥˥a˥˧hue˨˦sĩũ˧˧
花仔布	hue˥˥a˥˧pɔ˨˩
花哩囉	hue˥˥li˥˥lo˥˥
花園	hue˥˥hŋ˥˥
花坩	hue˥˥kʰã˥˥
花壇	hue˥˥tũã˨˦
花巴哩貓	hue˥˥pa˥˥li˥˥niau˥˥
花店	hue˥˥tiam˨˩
花彔彔	hue˥˥lok˨lok˨
花旦	hue˥˥tũã˨˩
花是你送的乎	hue˥˥si˧˧li˥˧saŋ˨˩e˨˦hõ˨
花枝	hue˥˥ki˥˥
花栽	hue˥˥tsai˥˥
花條馬	hue˥˥tiau˨˦be˥˧
花樣	hue˥˥ĩũ˧˧
花欉	hue˥˥tsaŋ˨˦
花無百日紅	hue˥˥bo˨˦paʔ˨dzit˦aŋ˨˦
花燈	hue˥˥tiŋ˥˥
花環	hue˥˥kʰuan˨˦
花瓶	hue˥˥pan˨˦
花眉	hue˥˥bi˨˦
花矸	hue˥˥kan˥˥
花磚	hue˥˥tsŋ˥˥
花箍	hue˥˥kʰɔ˥˥
花籃	hue˥˥na˨˦
花粉	hue˥˥hun˥˧
花花仔	hue˥˥hue˥˥a˥˧
花花公子	hua˥˥hua˥˥koŋ˥˥tsu˥˧
花茶	hue˥˥te˨˦
花草	hue˥˥tsʰau˥˧
花莓	hue˥˥m˥˥
花菜	hue˥˥tsʰai˨˩
花蓮	hua˥˥lian˨˦
花蕊	hue˥˥lui˥˧
花蛤仔	hue˥˥kap˨a˥˧
花血	hue˥˥hiat˨
花袂牢枝	hue˥˥be˧˧tiau˨˦ki˥˥
花言巧語	hua˥˥gian˨˦kʰa˥˧gi˥˧
花貓貓	hue˥˥niau˥˥niau˥˥
花身仔	hue˥˥sin˥˥a˥˧
花車	hue˥˥tsʰia˥˥
花轎	hue˥˥kio˧˧
花飛	hue˥˥hui˥˥
花鮡	hue˥˥tʰiau˨˦
芳	pʰaŋ˥˥
芳味	pʰaŋ˥˥bi˧˧
芳料	pʰaŋ˥˥liau˧˧
芳水	pʰaŋ˥˥tsui˥˧
芳瓜	pʰaŋ˥˥kue˥˥
芳粉	pʰaŋ˥˥hun˥˧
芳貢貢	pʰaŋ˥˥koŋ˨˩koŋ˨˩
芳雪文	pʰaŋ˥˥sap˨bun˨˦
芹菜	kʰin˨˦tsʰai˨˩
芹菜珠	kʰin˨˦tsʰai˨˩tsu˥˥
芽	ge˨˦
苑裡	uan˥˧li˥˧
苓雅運動園區	liŋ˨˦ŋa˥˧un˧˧toŋ˧˧hŋ˥˥kʰu˥˥
苗栗	biau˨˦lik˦
苛	kʰo˨˦
苛頭	kʰo˨˦tʰau˨˦
若	na˥˧
若	na˧˧
若像	na˥˧tsʰĩũ˧˧
若像欲昏去矣	na˥˧tsʰĩũ˧˧beʔ˨hun˧˧kʰi˨˩aʔ˨
若想著這層代誌	na˧˧sĩũ˧˧tioʔ˨tsit˨tsan˨˦tai˧˧tsi˨˩
若是	na˧˧si˧˧
若是一个毋好勢	na˧˧si˧˧tsit˦e˨˦m˥˥ho˥˧se˨˩
若有若無	na˥˧u˧˧na˥˧bo˨˦
若準	na˧˧tsun˥˧
若無	na˧˧bo˨˦
若親像	na˥˧tsʰin˥˥tsʰĩũ˧˧
若講著車	na˧˧koŋ˥˧tioʔ˨tsʰia˥˥
苦	kʰɔ˥˧
苦主	kʰɔ˥˧tsu˥˧
苦力	ku˥˥li˥˧
苦勸	kʰɔ˥˧khǹg1
苦工	kʰɔ˥˧kaŋ˥˥
苦心	kʰɔ˥˧sim˥˥
苦悶	kʰɔ˥˧bun˧˧
苦情	kʰɔ˥˧tsiŋ˨˦
苦旦	kʰɔ˥˧tũã˨˩
苦楝仔	kʰɔ˥˧liŋ˧˧a˥˧
苦楝舅	kʰɔ˥˧liŋ˧˧ku˧˧
苦毒	kʰɔ˥˧tok˨
苦毛仔	kʰɔ˥˧mŋ˥˥a˥˧
苦海	kʰɔ˥˧hai˥˧
苦湯	kʰɔ˥˧tʰŋ˥˥
苦無	kʰɔ˥˧bo˨˦
苦瓜	kʰɔ˥˧kue˥˥
苦瓜封	kʰɔ˥˧kue˥˥hoŋ˥˥
苦甘	kʰɔ˥˧kam˥˥
苦花	kʰɔ˥˧hue˥˥
苦苦	kʰɔ˥˧kʰɔ˥˧
苦茶油	kʰɔ˥˧te˨˦iu˨˦
苦衷	kʰɔ˥˧tʰioŋ˥˥
苦難	kʰɔ˥˧lan˧˧
苦齣	kʰɔ˥˧tsʰut˨
苧仔	te˧˧a˥˧
英吋	iŋ˥˥tsʰun˨˩
英商	iŋ˥˥sioŋ˥˥
英尺	iŋ˥˥tsʰioʔ˨
英才	iŋ˥˥tsai˨˦
英文	iŋ˥˥bun˨˦
英語	iŋ˥˥gi˥˧
英里	iŋ˥˥li˥˧
英鎊	iŋ˥˥poŋ˧˧
英雄	iŋ˥˥hioŋ˨˦
苳蒿	taŋ˥˥o˥˥
苴	tsu˧˧
茂	om˧˧
茄	kio˨˦
茄仔色	kio˨˦a˥˧sik˨
茄苳	ka˥˥taŋ˥˥
茄茉菜	ka˥˥buaʔ˦tsʰai˨˩
茅仔草	hm˥˥a˥˧tsʰau˥˧
茈	tsĩ˥˧
茈薑	tsĩ˥˧kĩũ˥˥
茉草	buaʔ˦tsʰau˥˧
茉莉花	bak˦ni˧˧hue˥˥
茫	baŋ˨˦
茫	boŋ˨˦
茫茫渺渺	boŋ˨˦boŋ˨˦biau˥˧biau˥˧
茭白筍	kʰa˥˥peʔ˦sun˥˧
茭荖仔	ka˥˥lo˥˧a˥˧
茯苓糕	hok˨liŋ˨˦ko˥˥
茶	te˨˦
茶仔油	te˨˦a˥˧iu˨˦
茶包	te˨˦pau˥˥
茶園	te˨˦hŋ˥˥
茶山	te˨˦sũã˥˥
茶店仔	te˨˦tiam˨˩a˥˧
茶心	te˨˦sim˥˥
茶心粕	te˨˦sim˥˥pʰoʔ˨
茶心茶	te˨˦sim˥˥te˨˦
茶杯	te˨˦pue˥˥
茶欉	te˨˦tsaŋ˨˦
茶油	te˨˦iu˨˦
茶洗	te˨˦se˥˧
茶湯	te˨˦tʰŋ˥˥
茶滓	te˨˦tai˥˧
茶甌	te˨˦au˥˥
茶盤	te˨˦pũã˨˦
茶箍	te˨˦kʰɔ˥˥
茶籗	te˨˦kʰaʔ˨
茶米	te˨˦bi˥˧
茶米茶	te˨˦bi˥˧te˨˦
茶罐	te˨˦kuan˨˩
茶莊	te˨˦tsŋ˥˥
茶葉	te˨˦hioʔ˨
茶藝館	te˨˦ge˧˧kuan˥˧
茶鈷	te˨˦kɔ˥˧
茶館	te˨˦kuan˥˧
草	tsʰau˥˧
草	tsʰo˥˧
草人	tsʰau˥˧laŋ˨˦
草仔	tsʰau˥˧a˥˧
草仔子	tsʰau˥˧a˥˧tsi˥˧
草仔粿	tsʰau˥˧a˥˧kue˥˧
草厝仔	tsʰau˥˧tsʰu˨˩a˥˧
草囷	tsʰau˥˧kʰun˨˦
草地	tsʰau˥˧te˧˧
草地人	tsʰau˥˧te˧˧laŋ˨˦
草地倯	tsʰau˥˧te˧˧soŋ˨˦
草地親家坐大位	tsʰau˥˧te˧˧tsʰin˥˥ke˥˥tse˧˧tua˧˧ui˧˧
草埔	tsʰau˥˧pɔ˥˥
草寮仔	tsʰau˥˧liau˨˦a˥˧
草木	tsʰo˥˧bok˨
草本植物	tsʰau˥˧pun˥˧sit˦but˦
草案	tsʰo˥˧an˨˩
草橄欖	tsʰo˥˧kan˥˥na˥˧
草猴	tsʰau˥˧kau˨˦
草窒仔	tsʰo˥˧tʰat˨a˥˧
草笠仔	tsʰau˥˧leʔ˦a˥˧
草索仔	tsʰau˥˧soʔ˨a˥˧
草絪	tsʰau˥˧in˥˥
草莓	tsʰau˥˧m˥˥
草菇	tsʰau˥˧kɔ˥˥
草蓆	tsʰau˥˧tsʰioʔ˨
草蔬	tsʰau˥˧se˥˥
草藥	tsʰau˥˧ioʔ˨
草蜢仔	tsʰau˥˧meʔ˨a˥˧
草蜢公	tsʰau˥˧meʔ˨koŋ˥˥
草蝦	tsʰau˥˧he˨˦
草衙	tsʰau˥˧ge˨˦
草踏	tsʰau˥˧taʔ˦
草鍥仔	tsʰau˥˧keʔ˨a˥˧
草霸王	tsʰau˥˧pa˨˩oŋ˨˦
草鞋	tsʰau˥˧e˨˦
草魚	tsʰau˥˧hi˨˦
荏	lam˥˧
荏懶	lam˥˧nua˧˧
荏身	lam˥˧sin˥˥
荏身命	lam˥˧sin˥˥mia˧˧
荒	hŋ˥˥
荒埔	hŋ˥˥pɔ˥˥
荒廢	hoŋ˥˥hui˨˩
荔枝	nai˧˧tsi˥˥
荖藤	lau˥˧tin˨˦
荷包	ha˨˦pau˥˥
荷蘭豆	hue˨˦lian˨˦tau˧˧
莊	tsŋ˥˥
莊嚴	tsoŋ˥˥giam˨˦
莢	ŋeʔ˨
莧菜	hiŋ˧˧tsʰai˨˩
莫	bok˨
莫	mai˨˩
莫共人講！	mai˨˩ka˧˧laŋ˨˦kong!2
莫共外人牽拖入來	mai˨˩ka˧˧gua˧˧laŋ˨˦kʰan˥˥tʰua˥˥dzip˦lai˨˦
莫名	bok˨biŋ˨˦
莫名其妙	bok˨biŋ˨˦ki˨˦miau˧˧
莫怪	bok˨kuai˨˩
莫戴小鬼仔殼佇遐共人嚇驚	mai˨˩ti˨˩siau˥˧kui˥˧a˥˧kʰak˨ti˧˧hia˥˥ka˧˧laŋ˨˦heʔ˨kĩã˥˥
莫行遐緊	mai˨˩kĩã˨˦hiaʔ˨kin˥˧
莫講	mai˨˩koŋ˥˧
莫閣出矣！	mai˨˩koʔ˨tsʰut˨ah!1
莫非	bok˨hui˥˥
莿桐	tsʰi˨˩toŋ˨˦
菁仔	tsʰẽ˥˥a˥˧
菁仔欉	tsʰẽ˥˥a˥˧tsaŋ˨˦
菁桐	tsʰĩ˥˥toŋ˨˦
菁英	tsiŋ˥˥iŋ˥˥
菅芒	kũã˥˥baŋ˨˦
菅草	kũã˥˥tsʰau˥˧
菅蓁	kũã˥˥tsin˥˥
菇	kɔ˥˥
菊	kiok˨
菊花	kiok˨hue˥˥
菖蒲	tsʰioŋ˥˥pɔ˨˦
菜	tsʰai˨˩
菜價攏夯起來	tsʰai˨˩ke˨˩loŋ˥˧gia˨˦kʰi˥˧lai˨˦
菜刀	tsʰai˨˩to˥˥
菜包	tsʰai˨˩pau˥˥
菜單	tsʰai˨˩tũã˥˥
菜園	tsʰai˨˩hŋ˥˥
菜堂	tsʰai˨˩tŋ˥˥
菜姑	tsʰai˨˩kɔ˥˥
菜子	tsʰai˨˩tsi˥˧
菜子油	tsʰai˨˩tsi˥˧iu˨˦
菜宅	tsʰai˨˩tʰeʔ˦
菜寮	tsʰai˨˩liau˨˦
菜尾	tsʰai˨˩bue˥˧
菜市仔	tsʰai˨˩tsʰi˧˧a˥˧
菜市仔名	tsʰai˨˩tsʰi˧˧a˥˧mia˨˦
菜底	tsʰai˨˩te˥˧
菜店	tsʰai˨˩tiam˨˩
菜店查某	tsʰai˨˩tiam˨˩tsa˥˥bɔ˥˧
菜心	tsʰai˨˩sim˥˥
菜擴	tsʰai˨˩kʰok˨
菜架仔	tsʰai˨˩ke˨˩a˥˧
菜桌	tsʰai˨˩toʔ˨
菜櫥	tsʰai˨˩tu˨˦
菜油	tsʰai˨˩iu˨˦
菜湯	tsʰai˨˩tʰŋ˥˥
菜燕	tsʰai˨˩ian˨˩
菜瓜	tsʰai˨˩kue˥˥
菜瓜布	tsʰai˨˩kue˥˥pɔ˨˩
菜瓜摖	tsʰai˨˩kue˥˥tsʰe˨˩
菜瓜蒲	tsʰai˨˩kue˥˥pɔ˨˦
菜真幼	tsʰai˨˩tsin˥˥iu˨˩
菜砧	tsʰai˨˩tiam˥˥
菜礤	tsʰai˨˩tsʰuaʔ˨
菜籃	tsʰai˨˩na˨˦
菜粽	tsʰai˨˩tsaŋ˨˩
菜股	tsʰai˨˩kɔ˥˧
菜脯	tsʰai˨˩pɔ˥˧
菜脯簽	tsʰai˨˩pɔ˥˧tsʰiam˥˥
菜脯米	tsʰai˨˩pɔ˥˧bi˥˧
菜色	tsʰai˨˩sik˨
菜花	tsʰai˨˩hue˥˥
菜蔬	tsʰai˨˩se˥˥
菜蟲	tsʰai˨˩tʰaŋ˨˦
菜蟲食菜	tsʰai˨˩tʰaŋ˨˦tsiaʔ˦tsʰai˨˩
菜蟳	tsʰai˨˩tsim˨˦
菜豆	tsʰai˨˩tau˧˧
菜販仔	tsʰai˨˩huan˨˩a˥˧
菜跤死	tsʰai˨˩kʰa˥˥si˥˧
菜配	tsʰai˨˩pʰue˨˩
菜頭	tsʰai˨˩tʰau˨˦
菜頭粿	tsʰai˨˩tʰau˨˦kue˥˧
菜館	tsʰai˨˩kuan˥˧
菜鳥	tsʰai˨˩tsiau˥˧
菜鳥仔	tsʰai˨˩tsiau˥˧a˥˧
菜鴨	tsʰai˨˩aʔ˨
菜鹹	tsʰai˨˩kiam˨˦
菝仔	puat˦a˥˧
菝仔票	pat˦a˥˧pʰio˨˩
菠薐仔	pue˥˥liŋ˨˦a˥˧
菩提樹	pʰɔ˨˦tʰe˨˦tsʰiu˧˧
菩薩	pʰɔ˨˦sat˨
華人	hua˨˦dzin˨˦
華僑	hua˨˦kiau˨˦
華府	hua˨˦hu˥˧
華文	hua˨˦bun˨˦
華裔	hua˨˦e˨˩
華語	hua˨˦gi˥˧
菱角	liŋ˨˦kak˨
萎	ui˥˥
萬	ban˧˧
萬一	ban˧˧it˨
萬丈深坑	ban˧˧tŋ˥˥tsʰim˥˥kʰẽ˥˥
萬不二	ban˧˧put˨dzi˧˧
萬不幸	ban˧˧put˨hiŋ˧˧
萬不得已	ban˧˧put˨tik˨i˥˧
萬世	ban˧˧se˨˩
萬事	ban˧˧su˧˧
萬事起頭難	ban˧˧su˧˧kʰi˥˧tʰau˨˦lan˨˦
萬事通	ban˧˧su˧˧tʰoŋ˥˥
萬代	ban˧˧tai˧˧
萬全	ban˧˧tsuan˨˦
萬年久遠	ban˧˧ni˨˦kiu˥˧uan˥˧
萬年筆	ban˧˧lian˨˦pit˨
萬幸	ban˧˧hiŋ˧˧
萬榮	ban˧˧iŋ˨˦
萬無一失	ban˧˧bu˨˦it˨sit˨
萬物	ban˧˧but˦
萬能	ban˧˧liŋ˨˦
萬般	ban˧˧pũã˥˥
萬芳社區	ban˧˧hoŋ˥˥sia˧˧kʰu˥˥
萬芳醫院	ban˧˧hoŋ˥˥pẽ˧˧ĩ˧˧
萬華	ban˧˧hua˨˦
萬萬	ban˧˧ban˧˧
萬金買厝邊	ban˧˧kim˥˥be˥˧tsʰu˨˩pĩ˥˥
萬隆	ban˧˧lioŋ˨˦
萬項	ban˧˧haŋ˧˧
萵仔菜	ue˥˥a˥˧tsʰai˨˩
落	lak˨
落	lau˨˩
落	lok˨
落	loʔ˨
落䈄	lau˨˩ham˥˥
落下	loʔ˨ha˧˧
落下頦	lau˨˩e˧˧hai˨˦
落人	lau˨˩laŋ˨˦
落人的喙	loʔ˨laŋ˨˦e˨˦tsʰui˨˩
落伍	lok˨ŋɔ˥˧
落來	loʔ˨lai˨˦
落價	loʔ˨ke˨˩
落入	loʔ˨dzip˦
落勾	lau˨˩kau˥˥
落南	loʔ˨lam˨˦
落去	loʔ˨kʰi˨˩
落台	loʔ˨tai˨˦
落名	loʔ˨mia˨˦
落吐症	lau˨˩tʰɔ˨˩tsiŋ˨˩
落喉	loʔ˨au˨˦
落塗	loʔ˨tʰɔ˨˦
落塗時八字命	loʔ˨tʰɔ˨˦si˨˦peʔ˨dzi˧˧mia˧˧
落實	lok˨sit˦
落尾	loʔ˨bue˥˧
落尾手	loʔ˨bue˥˧tsʰiu˥˧
落屎	lau˨˩sai˥˧
落屎星	lau˨˩sai˥˧tsʰẽ˥˥
落屎馬	lau˨˩sai˥˧be˥˧
落山	loʔ˨sũã˥˥
落山風	loʔ˨sũã˥˥hoŋ˥˥
落崎	loʔ˨kia˧˧
落幕	loʔ˨bɔ˧˧
落後年	loʔ˨au˧˧ni˨˦
落後日	loʔ˨au˧˧dzit˦
落成	lok˨siŋ˨˦
落手	loʔ˨tsʰiu˥˧
落昨日	loʔ˨tsoʔ˨dzit˦
落本	loʔ˨pun˥˧
落杓	lau˨˩siaʔ˦
落氣	lau˨˩kʰui˨˩
落水	loʔ˨tsui˥˧
落水平平沉	loʔ˨tsui˥˧pẽ˨˦pẽ˨˦tim˨˦
落注	loʔ˨tu˨˩
落湳	loʔ˨lam˨˩
落漆	lak˨tsʰat˨
落眠	loʔ˨bin˨˦
落空車	lau˨˩kʰaŋ˥˥tsʰia˥˥
落空逝	lau˨˩kʰaŋ˥˥tsua˧˧
落第	lok˨te˧˧
落翼仔	lau˨˩sit˦a˥˧
落肥	loʔ˨pui˨˦
落胎	lau˨˩tʰe˥˥
落臉	lak˨lian˥˧
落船	loʔ˨tsun˨˦
落色	lak˨sik˨
落落	lau˨˩lau˨˩
落葬	loʔ˨tsoŋ˨˩
落衰	loʔ˨sue˥˥
落袂過車路	loʔ˨be˧˧kue˨˩tsʰia˥˥lɔ˧˧
落褲	lau˨˩kʰɔ˨˩
落貨	loʔ˨hue˨˩
落跑	lau˨˩pʰau˨˦
落跤氣	loʔ˨kʰa˥˥kʰi˨˩
落車	loʔ˨tsʰia˥˥
落軟	loʔ˨nńg1
落選	lok˨suan˥˧
落難	loʔ˨lan˧˧
落雨	loʔ˨hɔ˧˧
落雨天	loʔ˨hɔ˧˧tʰĩ˥˥
落雨天的時陣	loʔ˨hɔ˧˧tʰĩ˥˥e˨˦si˨˦tsun˧˧
落雪	loʔ˨seʔ˨
落霜	loʔ˨sŋ˥˥
落風	lau˨˩hoŋ˥˥
落魄	lok˨pʰik˨
葉	hioʔ˨
葉仔	hioʔ˨a˥˧
著	tioʔ˨
著	toʔ˨
著作	tu˨˩tsok˨
著傷	tioʔ˨sioŋ˥˥
著力	tioʔ˨lat˦
著吊	tioʔ˨tiau˨˩
著味	tioʔ˨bi˧˧
著咳嗾	tioʔ˨ka˥˥tsak˦
著囝甘	tioʔ˨kĩã˥˧kam˥˥
著寒熱仔	tioʔ˨kũã˨˦dziat˦a˥˧
著急	tioʔ˨kip˨
著愛	tioʔ˨ai˨˩
著愛加食一寡較營養的物件	tioʔ˨ai˨˩ke˥˥tsiaʔ˦tsit˦kua˥˧kʰaʔ˨iŋ˨˦ioŋ˥˧e˨˦miʔ˦kĩã˧˧
著愛大後年才會當倒轉來	tioʔ˨ai˨˩tua˧˧au˧˧ni˨˦tsiaʔ˨e˧˧taŋ˨˩to˨˩tńg1lai˨˦
著愛有充分的證據	tioʔ˨ai˨˩u˧˧tsʰioŋ˥˥hun˥˥e˨˦tsiŋ˨˩ki˨˩
著時	tioʔ˨si˨˦
著水蛆	tioʔ˨tsui˥˧tsʰi˥˥
著火	toʔ˨hue˥˧
著災	tioʔ˨tse˥˥
著無	tioʔ˨bo˨˦
著猴	tioʔ˨kau˨˦
著獎	tioʔ˨tsioŋ˥˧
著生驚	tioʔ˨tsʰẽ˥˥kĩã˥˥
著病	tioʔ˨pẽ˧˧
著痧	tioʔ˨sua˥˥
著等	tioʔ˨tiŋ˥˧
著蟲	tioʔ˨tʰaŋ˨˦
著觸	tioʔ˨tak˨
著賊偷	tioʔ˨tsʰat˦tʰau˥˥
著銃	tioʔ˨tsʰiŋ˨˩
著頭	tioʔ˨tʰau˨˦
著驚	tioʔ˨kĩã˥˥
葡萄	pʰu˨˦to˨˦
葡萄酒	pʰu˨˦to˨˦tsiu˥˧
董事	taŋ˥˧su˧˧
董事長	taŋ˥˧su˧˧tĩũ˥˧
葩	pʰa˥˥
葫洲	ɔ˨˦tsiu˥˥
葫蘆	hɔ˨˦lɔ˨˦
葬	tsoŋ˨˩
葵扇	kʰue˨˦sĩ˨˩
蒂	ti˨˩
蒂頭	ti˨˩tʰau˨˦
蒜	suan˨˩
蒜仔	suan˨˩a˥˧
蒜仔花	suan˨˩a˥˧hue˥˥
蒜茸	suan˨˩dzioŋ˨˦
蒜頭	suan˨˩tʰau˨˦
蓄	hak˨
蓄厝	hak˨tsʰu˨˩
蓄嫁粧	hak˨ke˨˩tsŋ˥˥
蓆	tsʰioʔ˨
蓋	kai˨˩
蓋	kaʔ˨
蓋	kua˨˩
蓋蠟	kai˨˩laʔ˦
蓋被	kaʔ˨pʰue˧˧
蓪草	tʰoŋ˥˥tsʰo˥˧
蓬	pʰoŋ˧˧
蓬心	poŋ˧˧sim˥˥
蓬萊米	hoŋ˨˦lai˨˦bi˥˧
蓬鬆	pʰoŋ˧˧soŋ˥˥
蓮子	lian˨˦tsi˥˧
蓮花	lian˨˦hue˥˥
蓮花金	lian˨˦hue˥˥kim˥˥
蓮花頭	lian˨˦hue˥˥tʰau˨˦
蓮蕉	lian˨˦tsiau˥˥
蓮蕉花	lian˨˦tsiau˥˥hue˥˥
蓮藕	lian˨˦ŋau˧˧
蓮霧	lian˥˧bu˧˧
蔗	tsia˨˩
蔗箬	tsia˨˩haʔ˦
蔥	tsʰaŋ˥˥
蔥仔	tsʰaŋ˥˥a˥˧
蔥仔珠	tsʰaŋ˥˥a˥˧tsu˥˥
蔥仔餅	tsʰaŋ˥˥a˥˧pĩã˥˧
蔥頭	tsʰaŋ˥˥tʰau˨˦
蔫	lian˥˥
蔭	im˨˩
蔭	ńg1
蔭瓜仔	im˨˩kue˥˥a˥˧
蔭豉仔	im˨˩sĩ˧˧a˥˧
蔭身	im˨˩sin˥˥
蕊	lui˥˧
蕗蕎	lɔ˧˧gio˧˧
蕨貓	kueʔ˨niau˥˥
蕹菜	iŋ˨˩tsʰai˨˩
薁蕘	o˨˩gio˨˦
薄	poʔ˨
薄情	pok˨tsiŋ˨˦
薄板	poʔ˨pan˥˧
薄板仔	poʔ˨pan˥˧a˥˧
薄縭絲	poʔ˨li˥˥si˥˥
薄荷	pok˨ho˨˦
薅	kʰau˥˥
薅草	kʰau˥˥tsʰau˥˧
薏仁	i˨˩dzin˨˦
薑	kĩũ˥˥
薑母	kĩũ˥˥bo˥˧
薑母鴨	kĩũ˥˥bo˥˧aʔ˨
薑絲	kĩũ˥˥si˥˥
薟	hiam˥˥
薟椒仔	hiam˥˥tsio˥˥a˥˧
薟薑仔	hiam˥˥kĩũ˥˥a˥˧
薪傳	sin˥˥tʰuan˨˦
薪水	sin˥˥sui˥˧
薪水予伊三除四扣就賰無偌濟矣	sin˥˥sui˥˧hɔ˧˧i˥˥sã˥˥tu˨˦si˨˩kʰau˨˩to˧˧tsʰun˥˥bo˨˦gua˧˧tse˧˧aʔ˨
薪資	sin˥˥tsu˥˥
薯	tsi˨˦
薰	hun˥˥
薰吹	hun˥˥tsʰue˥˥
薰喙仔	hun˥˥tsʰui˨˩a˥˧
薰屎	hun˥˥sai˥˧
薰觳仔	hun˥˥kʰok˨a˥˧
薰頭	hun˥˥tʰau˨˦
薸	pʰio˨˦
藃	hiauʔ˨
藃藃	hiauʔ˨hiauʔ˨
藃蟶	hiauʔ˨tʰan˥˥
藍	na˨˦
藍圖	na˨˦tɔ˨˦
藍色	na˨˦sik˨
藍調	na˨˦tiau˧˧
藏	tsʰaŋ˨˩
藏水沬	tsʰaŋ˨˩tsui˥˧bi˧˧
藏鏡人	tsoŋ˨˦kĩã˨˩dzin˨˦
藐視	biau˥˧si˧˧
藝	ge˧˧
藝人	ge˧˧dzin˨˦
藝品	ge˧˧pʰin˥˧
藝壇	ge˧˧tũã˨˦
藝文	ge˧˧bun˨˦
藝旦	ge˧˧tũã˨˩
藝術	ge˧˧sut˦
藝術家	ge˧˧sut˦ka˥˥
藤	tin˨˦
藥	ioʔ˨
藥丸	ioʔ˨uan˨˦
藥丹	ioʔ˨tan˥˥
藥仔	ioʔ˨a˥˧
藥仔食落去	ioʔ˨a˥˧tsiaʔ˦loʔ˨kʰi˨˩
藥劑	ioʔ˨tse˥˥
藥劑師	ioʔ˨tse˨˩su˥˥
藥包	ioʔ˨pau˥˥
藥品	ioʔ˨pʰin˥˧
藥單	ioʔ˨tũã˥˥
藥局	ioʔ˨kiok˨
藥師	ioʔ˨su˥˥
藥廠	ioʔ˨tsʰĩũ˥˧
藥房	ioʔ˨paŋ˨˦
藥效	ioʔ˨hau˧˧
藥方	ioʔ˨hŋ˥˥
藥材	ioʔ˨tsai˨˦
藥櫥	ioʔ˨tu˨˦
藥水	ioʔ˨tsui˥˧
藥水布	ioʔ˨tsui˥˧pɔ˨˩
藥洗	ioʔ˨se˥˧
藥渣	ioʔ˨tse˥˥
藥片	ioʔ˨pʰĩ˨˩
藥物	ioʔ˨but˦
藥粉	ioʔ˨hun˥˧
藥粕	ioʔ˨pʰoʔ˨
藥膏	ioʔ˨ko˥˥
藥茶	ioʔ˨te˨˦
藥草	ioʔ˨tsʰau˥˧
藥酒	ioʔ˨tsiu˥˧
藥鈷仔	ioʔ˨kɔ˥˧a˥˧
藥頭	ioʔ˨tʰau˨˦
藥頭仔	ioʔ˨tʰau˨˦a˥˧
蘆洲	lɔ˨˦tsiu˥˥
蘆竹	lɔ˨˦tik˨
蘆筍	lɔ˨˦sun˥˧
蘆薈	lɔ˨˦hue˧˧
蘆藤	lɔ˨˦tin˨˦
蘆黍	lɔ˨˦se˥˧
蘇澳	sɔ˥˥o˨˩
蘇澳新站	sɔ˥˥o˨˩sin˥˥tsam˧˧
蘋果	pʰoŋ˨˦ko˥˧
蘋果檨	pʰoŋ˨˦ko˥˧sũãĩ˧˧
蘑菇	mɔ˨˦kɔ˥˥
蘭	lan˨˦
蘭花	lan˨˦hue˥˥
虎	hɔ˥˧
虎姑婆	hɔ˥˧kɔ˥˥po˨˦
虎牙	hɔ˥˧ge˨˦
虎皮	hɔ˥˧pʰue˨˦
虎豹母	hɔ˥˧pa˨˩bu˥˧
虎頭夾仔	hɔ˥˧tʰau˨˦ŋeʔ˨a˥˧
虎頭柑	hɔ˥˧tʰau˨˦kam˥˥
虎頭蜂	hɔ˥˧tʰau˨˦pʰaŋ˥˥
虎骨酒	hɔ˥˧kut˨tsiu˥˧
虎鬚	hɔ˥˧tsʰiu˥˥
虎鼻師	hɔ˥˧pʰĩ˧˧sai˥˥
虐待	gik˦tʰai˧˧
虔誠	kʰian˨˦siŋ˨˦
處份	tsʰu˥˧hun˧˧
處境	tsʰu˥˧kiŋ˥˧
處女	tsʰu˥˧lu˥˧
處方	tsʰu˥˧hŋ˥˥
處暑	tsʰu˨˩su˥˧
處理	tsʰu˥˧li˥˧
處置	tsʰu˥˧ti˨˩
處罰	tsʰu˥˧huat˦
處長	tsʰu˨˩tĩũ˥˧
虛	hi˥˥
虛弱	hi˥˥dziok˨
虛擬	hi˥˥gi˥˧
虛構	hi˥˥kɔ˨˩
虛火	hi˥˥hue˥˧
虛荏	hi˥˥lam˥˧
虛華	hi˥˥hua˥˥
號	ho˧˧
號令	ho˧˧liŋ˧˧
號做	ho˧˧tso˨˩
號名	ho˧˧mia˨˦
號外	ho˧˧gua˧˧
號碼	ho˧˧be˥˧
號頭	ho˧˧tʰau˨˦
