5	t
фабрички	fǎbritʃkiː
фаворит	faʋǒriːt
фаза	fˈazɐ
факат	fâkat
факин	fǎkiːn
факинажа	fakinǎːʒa
факинарити	fakinǎːriti
факинарија	fakinǎrija
факинка	fakǐːnka
факински	fǎkiːnski
факински	fǎkiːnskiː
факинчина	fakǐntʃina
факинчић	fakǐntʃitɕ
факир	fǎkiːr
факирски	fǎkiːrski
факирски	fǎkiːrskiː
факс	fâks
факсирати	faksǐːrati
факт	fâkt
фактичан	fǎktitʃan
фактички	fǎktitʃki
фактично	fǎktitʃno
фактор	faktur
факултет	fakult̪et̪
факултет	fakǔlteːt
фалити	fâliti
фаличан	fǎlitʃan
фалос	fâlos
фалсет	fǎlset
фалсификат	falsifǐkaːt
фалсификатор	falsifǐkaːtor
фалсификација	falsifikǎːtsija
фалус	fâlus
фамилија	fǎmiːlija
фамилијаран	fâmilijaːran
фамозан	fâmoːzan
фамозно	fâmoːzno
фанатизам	fanatǐzam
фанатик	fanǎtik
фанатичан	fanǎtitʃan
фанатичност	fanǎtitʃnoːst
фанта	fâːnta
фантазам	fantaza
фантазија	fǎntaːzija
фантазма	fantǎzma
фантазмагорија	fantazmagǒrija
фантастичан	fantǎstitʃan
фантастично	fantǎstitʃno
фантитељ	fǎntiteʎ
фантом	fantum
фантом	fǎntoːm
фараон	farǎoːn
фарба	fâːrba
фарбати	fâːrbati
фарма	fâːrma
фармаколог	farmakǒlog
фармакологија	farmakolǒgija
фармер	fârmer
фасада	fasǎːda
фасцикл	fastsǐkl
фасцинантан	fastsinǎntan
фасцинација	fastsinǎːtsija
фасцинирати	fastsinǐːrati
фаталан	fâtaːlan
фатализам	fatalǐzam
фаталист	fatǎlist
фаталистички	fatalǐstitʃki
фаталистички	fatalǐstitʃkiː
фаталисткиња	fatǎlistkiɲa
фатално	fǎtaːlno
фатум	fǎːtum
фаустовски	fǎustoʋski
фаустовски	fǎustoʋskiː
фашизам	faʃǐzam
фашист	fǎʃist
фашистички	faʃǐstitʃki
фашистички	faʃǐstitʃkiː
фашисткиња	fǎʃistkiɲa
фајда	fǎjda
фајерунт	fǎjerunt
фајл	fâːjl
фајронт	fǎjront
фајрунт	fǎjrunt
фебруар	fêbruaːr
фебруарски	fêbruarskiː
федералан	fêderaːlan
федерализам	federalǐzam
федералист	federǎlist
федералистички	federalǐstitʃki
федералистички	federalǐstitʃkiː
федералисткиња	federǎlistkiɲa
федеративан	fêderatiːʋan
федерација	federǎːtsija
фекалије	fěkaːlije
фелација	felǎːtsija
феминизам	feminǐzam
феминистички	feminǐstitʃki
феминистички	feminǐstitʃkiː
фен	fɛn
феникс	fěːniks
фениција	fenǐːtsija
феничанин	fenǐːtʃanin
фенички	fěniːtʃkiː
фенологија	fenolǒgija
феноменалан	fênomenaːlan
ферије	fêːrije
ферплеј	fêːrplej
ферцихтати	fertsǐxtati
фес	fês
фетиш	fětiʃ
фетишизам	fetiʃǐzam
фетус	fěːtus
феудалан	fêudaːlan
феудалац	feudǎːlats
феудализам	feudalǐzam
фељтон	fěʎtoːn
фењер	fěɲer
фибула	fîbula
фигура	figǔːra
фигуративан	fîguratiːʋan
фигуративно	fîguratiːʋno
фигурица	figǔːritsa
физика	fisika
физика	fǐzika
физиолог	fizijolog
физиолог	fiziǒlog
физиологија	fiziolǒgija
физиолошки	fiziǒloʃki
физиолошки	fiziǒloʃkiː
физиотерапеут	fizioterapěut
физиотерапеуткиња	fizioterapěutkiɲa
физиотерапеутски	fizioterapěutski
физиотерапеутски	fizioterapěutskiː
физиотерапија	fizioterǎpija
физиотерапијски	fizioterǎpiːjskiː
физичке	fizitʃkʲem
физички	fǐzitʃkiː
фиксан	fîksan
фикција	fǐktsija
фил	fîl
фил	fîːl
филантроп	filǎntrop
филантропија	filantrǒpija
филантропкиња	filǎntropkiɲa
филантропски	filǎntropski
филантропски	filǎntropskiː
филдиш	fǐldiʃ
филипа	silipa
филипини	filipǐːni
филистеја	fiʎistẽe̞i̯a
филмски	fîlmski
филмски	fîlmskiː
филогенеза	filogěneza
филогенија	filogěːnija
филозоф	filǒzof
филолог	filǒlog
филологија	filolǒgija
филолошки	filǒloʃki
филолошки	filǒloʃkiː
филтар	fǐltar
филтер	fǐlter
филтрирати	filtrǐːrati
филџан	fǐldʒaːn
фин	fîːn
финале	finǎːle
финалист	finǎlist
финалисткиња	finǎlistkiɲa
финални	fǐnaːlniː
финансије	finǎnsije
финансијски	finǎnsiːjski
финансијски	finǎnsiːjskiː
финанције	finǎntsije
финац	fǐːnats
финик	fǐnik
финоћа	finǒtɕa
финска	fîːnskaː
фински	fîːnskiː
финџан	fǐndʒaːn
фирма	firmɑ
фирма	fîːrma
фисија	fǐːsija
фискални	fǐskaːlniː
фитиљ	fǐtiːʎ
фитопатолог	fjtopatolog
фишек	fǐʃek
фишеклија	fiʃěklija
фишеклук	fiʃěkluk
фиштар	fîʃtar
фијаско	fijǎsko
фијола	fîjola
фламански	flǎmaːnski
фламански	flǎmaːnskiː
флатуленција	flatulěntsija
флаута	flǎuta
флаутист	flaǔtist
флаша	flâʃa
флаширати	flaʃǐːrati
флајш	flâjʃ
флебитис	flebǐtis
флегма	flěgma
флегматичан	flegmǎtitʃan
флегматично	flegmǎtitʃno
флек	flêk
флека	flêka
флексибилан	flêksibiːlan
флексибилно	flêksibiːlno
флексија	flěksija
флерт	flêrt
флертовати	flêrtoʋati
флора	flôːra
флорида	flǒrida
флоскула	flôskula
флота	flôta
флувијалан	flûʋijaːlan
флуид	flûiːd
флуидан	flûiːdan
флукс	flûks
флуктуација	fluktuǎːtsija
флуктуирати	fluktuǐːrati
флуор	flǔoːr
флуоресцентан	fluorestsěntan
флуоресценција	fluorestsěntsija
флуорид	fluǒriːd
фоаје	foǎjeː
фобија	fǒbija
фока	fôka
фокус	fǒːkus
фокусирати	fokusǐːrati
фолклор	fǒlkloːr
фолклорист	folklǒrist
фолклористика	folklorǐstika
фондација	fondǎːtsija
фонем	fǒneːm
фонемски	fǒneːmskiː
фонетички	fonětitʃkiː
фонетски	fǒnetskiː
фонограф	fonǒgraf
фонолог	fonǒlog
фонологија	fonolǒgija
фонолошки	fonǒloʃkiː
фонтана	fǒntaːna
форинт	fǒriːnt
форинта	forǐːnta
форма	fôːrma
формалан	fǒrmaːlan
формализам	formalǐzam
формалист	formǎlist
формалистички	formalǐstitʃki
формално	fǒrmaːlno
формалност	formǎːlnoːst
формант	fǒrmant
формација	formǎːtsija
формирали	formiːrali
формирати	formǐːrati
формулација	formulǎːtsija
формулирати	formulǐːrati
фортификација	fortifikǎːtsija
форум	fǒːrum
фосил	fǒsiːl
фосилни	fǒsiːlniː
фосфор	fôsfor
фосфорни	fôsfoːrniː
фотка	fôtka
фотоапарат	fotoapǎraːt
фотогеничан	fotogěnitʃan
фотограф	fotǒgraf
фотографија	fotogrǎfija
фотомонтажа	fotomontǎːʒa
фоторепортажа	fotoreportǎːʒa
фоторепортер	fotorepǒrteːr
фоторобот	fotorǒbot
фотосинтеза	fotosintěːza
фотоћелија	fototɕělija
фрагилан	frâgiːlan
фрагмент	frǎgment
фрагментаран	frâgmentaːran
фразеологија	frazeolǒgija
фрамасон	framǎsoːn
франачки	frânatʃkiː
француз	frǎntsuːz
французи	frˈantsuzi
француска	frǎntsuːskaː
француски	fraːntsuski
француски	frǎntsuːski
француски	frǎntsuːskiː
францускиња	frǎntsuskiɲa
фратар	fraħtär
фратар	frâːtar
фратрицид	fratrǐtsiːd
фрегата	fregǎta
фреквентан	frekʋěntan
френд	frênd
френдица	frênditsa
френетичан	frenětitʃan
фреска	frêska
фриволан	frîʋoːlan
фриволно	frîʋoːlno
фригати	frîgati
фригидан	frǐgiːdan
фрижидер	friʒǐdeːr
фриз	frîːz
фрикатив	frîkatiːʋ
фрикција	frǐktsija
фркати	fřːkati
фронт	frônt
фронталан	frǒntaːlan
фронтално	frǒntaːlno
фруктоза	fruktǒːza
фрустрација	frustrǎːtsija
фрустриран	frǔstriːran
фудбал	fûdbaːl
фудбалер	fudbǎleːr
фукара	fukǎra
фукара	fûkara
фумар	fǔmaːr
фумати	fǔmati
фундаменталан	fûndamentaːlan
фундаментализам	fundamentalǐzam
фундаменталистички	fundamentalǐstitʃkiː
функционалан	fûnktsionaːlan
функционализам	funktsionalǐzam
функционално	fǔnktsionaːlno
функционирати	funktsionǐːrati
функција	fǔnktsija
фунта	fûːnta
фуриозан	fûrioːzan
фуриозно	fûrioːzno
фурнир	fǔrniːr
фурунџија	furǔndʒija
фуснота	fûsnoːta
футур	fǔtuːr
футуризам	futurǐzam
футурист	futǔrist
футуристички	futurǐstitʃki
футуристички	futurǐstitʃkiː
футуристкиња	futǔristkiɲa
фуј	fuj
фјорд	fjôrd
х	x
ха	xâ
хабати	xâbati
хабер	xǎber
хабитат	xabǐtaːt
хаварија	xǎʋaːrija
хавајски	xǎʋaːjskiː
хаг	xâːg
хагиографски	xagiǒgrafski
хагиографски	xagiǒgrafskiː
хадрон	xǎdroːn
хазард	xǎzard
хазардер	xazǎrdeːr
хазардерка	xazǎrdeːrka
хазардни	xǎzardniː
хазена	xazěːna
хазна	xâzna
хазнадар	xaznǎdaːr
хаићански	xaǐːtɕanskiː
хакер	xâker
хаким	xǎkim
халабука	xalǎbuka
халиф	xǎliːf
халка	xâːlka
халуцинантан	xalutsinǎntan
халуцинација	xalutsinǎːtsija
халуцинирати	xalutsinǐːrati
халуциноген	xâlutsinogeːn
хамајлија	xamǎjlija
хамер	xâmer
хаметице	xǎmetitseː
хан	xâːn
ханумица	kanomitsa
ханџар	xǎndʒaːr
хаос	xâos
хаплоидан	xâploiːdan
хапсити	xâpsiti
харамија	xarǎmija
харанга	xǎraːnga
харати	xǎːrati
харач	xǎraːtʃ
хардвер	xârdʋeːr
харинга	xǎriːnga
харлекин	xarlěkiːn
хармоника	xarmǒnika
хармоникаш	xarmonǐkaːʃ
хармоничан	xarmǒnitʃan
хармонија	xǎrmoːnija
хармонијски	xǎrmoːniːjskiː
харпија	xǎrpija
харпун	xǎrpuːn
харпунар	xarpǔnaːr
хартија	xǎrtija
хауба	xǎuba
хаубица	xǎubitsa
хаубички	xǎubitʃkiː
хаустор	xǎustor
хахар	xâxaːr
хашиш	xǎʃiʃ
хашки	xâːʃkiː
хајати	xâjati
хајде	xǎjde
хајдемо	xǎjdemo
хајдмо	xǎjdmo
хајдук	xǎjduːk
хајка	xâːjka
хајмо	xǎjmo
хаљина	xǎʎina
хаџија	xǎdʒija
хвала	xlaːla
хвала	xʋǎːla
хвалисав	xʋalǐsaʋ
хвалисаво	xʋalǐsaʋo
хвалисати	xʋǎlisati
хвалити	xʋǎːliti
хвалиша	xʋǎliʃa
хвалоспев	xʋâlospeːʋ
хвалоспјев	xʋâlospjeːʋ
хвар	xʋâːr
хваранин	xʋǎːranin
хвастав	xʋâstaʋ
хватати	xʋâtati
хватач	xʋǎtaːtʃ
хебрејски	xěbreːjskiː
хегемонија	xegemǒnija
хедонизам	xedonǐzam
хедонист	xedǒnist
хедонистички	xedonǐstitʃki
хедонистички	xedonǐstitʃkiː
хедонисткиња	xedǒnistkiɲa
хексадецималан	xeksadětsimaːlan
хексаметар	xêksametar
хектар	xêktaːr
хектограм	xěktogram
хеликоптер	xelikǒpter
хелиоцентризам	xeliotsentrǐzam
хелијум	kelium
хематологија	xematolǒgija
хемикалија	xemikǎlija
хемичар	xěmitʃaːr
хемичарка	xěmitʃaːrka
хемија	xěːmija
хемијски	xěːmiːjskiː
хемофилија	xemofǐlija
хенотеизам	xenoteǐzam
хералдика	xerǎldika
херетик	xerětik
херметичан	xermětitʃan
херметички	xermětitʃki
херметички	xermětitʃkiː
херметично	xermětitʃno
хероизам	xeroǐzam
хероин	xerǒiːn
хероина	xeroǐːna
херој	xěroːj
херојски	xěroːjski
херојски	xěroːjskiː
херојство	xerǒːjstʋo
херц	xêrts
херцеговац	xěrtsegoʋats
херцеговачки	xěrtsegoʋatʃki
херцеговачки	xěrtsegoʋatʃkiː
херцеговина	xěrtsegoʋina
хетероген	xêterogeːn
хетерогеност	xeterogěːnoːst
хетерозигот	xeterozǐgoːt
хетеросексуалност	xeteroseksuǎːlnoːst
хетеросилабички	xeterosilǎbitʃkiː
хетитски	xětiːtskiː
хефта	xěfta
хећим	xětɕim
хибернација	xibernǎːtsija
хибрид	xǐbriːd
хибридан	xǐbriːdan
хигијена	xigijěːna
хигијеничар	xigijěnitʃaːr
хигијеничарка	xigijěnitʃaːrka
хигијенски	xîgijeːnskiː
хигрометар	xîgrometar
хигроскоп	xîgroskop
хигроскопан	xîgroskopan
хидрат	xǐdraːt
хидрауличан	xidraǔlitʃan
хидраулички	xidraǔlitʃki
хидраулички	xidraǔlitʃkiː
хималаја	ximalǎːja
хималајски	ximǎlaːjskiː
химен	xîːmen
химера	xǐmera
хинди	hindi
хиндуизам	xinduǐzam
хиндуистички	xinduǐstitʃki
хиндуистички	xinduǐstitʃkiː
хипербола	xipěrbola
хиперболичан	xiperbǒlitʃan
хипи	xîpi
хипик	xǐpik
хипноза	xipnǒːza
хипнотизер	xipnotǐzeːr
хиподром	xîpodrom
хипокризија	xipokrǐːzija
хипокрит	xipǒkrit
хипокритски	xipǒkritski
хипокритски	xipǒkritskiː
хипонимија	xiponǐmija
хипотеза	xipotěːza
хипотенуза	xipotenǔːza
хипотетичан	xipotětitʃan
хипотетично	xipotětitʃno
хипотетичност	xipotětitʃnoːst
хипофиза	xipofǐːza
хипохондар	xipoxǒndar
хипохондричан	xipoxǒndritʃan
хир	xîːr
хирагана	xiragǎna
хировит	xirǒʋit
хировито	xirǒʋito
хировитост	xirǒʋitoːst
хирошима	xiroʃǐːma
хиспанистика	xispanǐstika
хистерик	xistěrik
хистеричан	xistěritʃan
хистеричност	xistěritʃnoːst
хистерија	xistěrija
хисторија	xǐstoːrija
хитан	xîtan
хитар	xîtar
хитац	xîtats
хитлеризам	xitlerǐzam
хитлеровски	xǐtleroʋskiː
хитрост	xîtroːst
хихотати	xixǒtati
хијат	xîjaːt
хијацинт	xijǎtsint
хијена	xijěːna
хијерархија	xijerǎrxija
хијерархијски	xijerǎrxiːjski
хијерархијски	xijerǎrxiːjskiː
хијероглиф	xijerǒgliːf
хијероглифски	xijerǒgliːfskiː
хиљадарка	xiʎadǎːrka
хиљаду	xîʎadu
хиџра	xîdʒra
хиџрет	xǐdʒret
хлад	xlâːd
хладан	kladam
хладан	xlǎːdan
хладити	xlǎːditi
хладно	xlǎːdno
хладнокрван	xlâdnokrːʋan
хладнокрвно	xlâdnokrːʋno
хладнокрвност	xladnokřːʋnoːst
хладноратовски	xladnorǎtoʋski
хладноратовски	xladnorǎtoʋskiː
хладноћа	xladnǒtɕa
хладовина	xladǒʋina
хладњак	xlâːdɲaːk
хладњача	xlǎːdɲatʃa
хлапити	xlǎːpiti
хлаче	xlâtʃe
хлеб	xlêb
хлепчић	xlěptʃitɕ
хлорофил	xlorǒfiːl
хмељ	xmêʎ
хоби	xôbi
хобист	xǒbist
хоботница	xǒbotnitsa
ход	xôːd
ходати	xǒːdati
ходач	xǒdaːtʃ
ходајући	xǒːdajuːtɕiː
ходити	xǒditi
ходник	xôdniːk
ходом	xôːdom
ходочасник	xôdotʃasniːk
ходочашће	xôdotʃaʃtɕe
хокеј	xǒkeːj
хокејаш	xokějaːʃ
холандија	xolǎndija
холандски	xǒlandskiː
холанђанин	xolǎːndʑanin
