!ਨਵੀਂ	nəviː
ਵਾਲਿਟ	ʋɑːlɪt̪
ਵਾਲੀ	ʋaːliː
ਵਾਲੀ ਕੈਂਪ	ʋaːliːkæ̃mp
ਵਾਲੀ ਕੈਟਰੀਨਾ	ʋaːliːkɛːt̪ɾɪ́ːnɑː
ਵਾਲੀ।	ʋaːliː
ਵਾਲੀਆ	ʋaːliːə
ਵਾਲੀਆਂ	ʋaːliːə̃
ਵਾਲੀਆਂ ਲੋਕ	ʋaːliːɑ̃lɔk
ਵਾਲੀਬਾਲ	ʋaːliːbaːl
ਵਾਲੇ	ʋaːle
ਵਾਲੇ ਦੇ	ʋaːleːd̪eː
ਵਾਲੇ।	ʋaːleː
ਵਾਲੇਟ	ʋaːlɛːt̪
ਵਾਲੇਵੀ	ʋaːleːʋiː
ਵਾਲੋ	ʋɑːlɔː
ਵਾਲ਼ਾਂ	ʋɑːɭɑ̃ː
ਵਾਲ਼ਿਆ	ʋaːljɑː
ਵਾਲ਼ਿਆਂ	ʋaːljɑ̃ː
ਵਾਵਰਿੰਕਾ	ʋɑːʋɾɪŋkɑː
ਵਾਵਰੋਲਾ	ʋɑːʋɾoːlɑː
ਵਾਵਾ	ʋaːʋaː
ਵਾਸ਼ਰ	ʋɑːʃər
ਵਾਸ਼ਰੂਮ	ʋɑːʃruːm
ਵਾਸ਼ਿਮ	ʋaːʃɪm
ਵਾਸ਼ਿੰਗ	ʋɑːʃɪŋ
ਵਾਸ਼ਿੰਗਟਨ	ʋɑːʃɪŋʈən
ਵਾਸ਼ੀ	ʋaːʃiː
ਵਾਸਕੇ	ʋaːskɛ
ਵਾਸਤਾ	ʋɑːst̪ə
ਵਾਸਤੇ	ʋɑːste
ਵਾਸਨਿਕ	ʋɑːsɪnɪk
ਵਾਸਵ	ʋɑːsʋ
ਵਾਸ਼ਿੰਗ	ʋɑːʃɪŋ
ਵਾਸੀ	ʋaːsiː
ਵਾਸੀਆ	ʋaːsiːə
ਵਾਸੀਆਂ	ʋaːsiːə̃
ਵਾਸੇਪੁਰ'	ʋaːseːpʊɾ
ਵਾਹ	ʋaː
ਵਾਹਕ	ʋɑːk
ਵਾਹਗਾ	ʋɑːɦgɑː
ਵਾਹਗਾਅਟਾਰੀ	ʋaːɣɑːt̪aːɾiː
ਵਾਹਘਾ	ʋaːɣːə
ਵਾਹਨ	ʋɑːhən
ਵਾਹਨ ਸਪੇਅਰ	ʋɑːhənspɛːr
ਵਾਹਨ।	ʋɑːhən
ਵਾਹਨਾਂ	ʋɑːhənɑ̃ː
ਵਾਹਯਾਤ	ʋaːjɑːt̪
ਵਾਹਵਾਸਤਾ	ʋɑːɦʋɑːsʈɑː
ਵਾਹਿਆਤ	ʋaːɪjɑːt̪
ਵਾਹਿਗੁਰੂ	ʋɑːɪgʊɾʊ
ਵਾਹਿਯਾਤ	ʋɑːɪjɑːt̪
ਵਾਹੀ	ʋaːi
ਵਾਹੁਣ	ʋɑːʔʊ̃
ਵਾਜ਼ਿਬ	ʋɑzɪb
ਵਾੱ	ʋə
ਵਿ	ʋɪ
ਵਿ4ਚ	ʋɪtʃ
ਵਿਅਕਤ	ʋɪəkt̪
ਵਿਅਕਤੀ	ʋjɑːkːt̪iː
ਵਿਅਕਤੀ'	ʋɪəkt̪iː
ਵਿਅਕਤੀਆਂ	ʋjɑːkt̪iɑ̃ː
ਵਿਅਜ	ʋɪəʐ
ਵਿਅਤਨਾਮ	ʋɪətnɑːm
ਵਿਅਰਥ	ʋjɑːɾt̪ʰ
ਵਿਅਸਤ	ʋɪəsta
ਵਿਅਾਹ	ʋjɑː
ਵਿਅੰਗ	ʋjɑːŋ
ਵਿਆਕਤੀਆਂ	ʋjɑːkt̪ȋɑ̃ː
ਵਿਆਖਿਆ	ʋjɑːkɪ̀ɑː
ਵਿਆਚ	ʋjɑːtʃ
ਵਿਆਜ	ʋjɑːdʒ
ਵਿਆਜ਼	ʋjɑːz
ਵਿਆਪਕ	ʋjɑːpək
ਵਿਆਪਲੇ	ʋjɑːplə
ਵਿਆਸ	ʋjɑːs
ਵਿਆਹ	ʋjɑː
ਵਿਆਹ'	ʋjɑː
ਵਿਆਹਪਾਰਟੀਆਂ	ʋjɑːpɑːɾʈiːɑ̃ː
ਵਿਆਹਸ਼ਾਦੀਆਂ	ʋjɑːɦʃɑːdiːɔ̃ː
ਵਿਆਹਾਂ	ʋjɑːhɑ̃ː
ਵਿਆਹੀ	ʋjɑːhiː
ਵਿਆਹੇ	ʋjɑːhɛː
ਵਿਆਜ਼	ʋjɑːz
ਵਿਊਜ਼	ʋiːz
ਵਿਊਜ਼	ʋɪuːz
ਵਿਏਰਾ	ʋiːəɾa
ਵਿਕ	ʋɪk
ਵਿਕਅਤੀ	ʋɪkəɪt̪iː
ਵਿਕਟ)	ʋɪkːə
ਵਿਕਟਕੀਪਰ	ʋɪkːʈkɪpər
ਵਿਕਟਕੀਪਰਬੱਲੇਬਾਜ਼	ʋɪkːʈkɪpɾbɑlːɛbɑz
ਵਿਕਟਕੀਪਰਾਂ	ʋɪkːəkɪpɾɑ̃ː
ਵਿਕਟਕੀਪਿੰਗ	ʋɪkːəkiːpɪŋ
ਵਿਕਟਾ	ʋɪkːə
ਵਿਕਣ	ʋɪkəɳ
ਵਿਕਰਮ	ʋɪkəɾm
ਵਿਕਰਮਜੀਤ	ʋɪkəɾmədʒiːt
ਵਿਕਰਮਸਿੰਘੇ	ʋɪkəɾməsɪ́ŋgʱe
ਵਿਕਰਮਾਦਿੱਤਿਆ	ʋɪkɾəmɑːd̪ɪt̪ːjɑː
ਵਿਕਰਾਂਤ	ʋɪkɾɑːnt̪
ਵਿਕਰੀ	ʋɪkɾiː
ਵਿਕਰੀ)	ʋɪkɾiː
ਵਿਕਰੇਤਾ	ʋɪkɾeːt̪ə
ਵਿਕਲਪ	ʋɪkəlp
ਵਿਕਲਪਾਂ	ʋɪkəlpɑ̃ː
ਵਿਕਵਾ	ʋɪkwa
ਵਿਕਵਾਉਂਦੇ	ʋɪkwaːʊ̯nde
ਵਿਕਸਤ	ʋɪkːəst
ਵਿਕਾਵਿਕਾ	ʋɪkɑːʋɪkɑː
ਵਿਕਾਸ਼	ʋɪkɑːʃ
ਵਿਕਾਸ	ʋɪkɑːs
ਵਿਕਾਸ ਕੀਤਾ	ʋɪkɑːskɪːt̪ːɑː
ਵਿਕਾਸਕ੍ਰਮ	ʋɪkɑːskɾəm
ਵਿਕਾਸਸ਼ੀਲ	ʋɪkɑːʃiːl
ਵਿਕਾਸਾਂ	ʋɪkɑːsɑ̃ː
ਵਿਕਿਆ	ʋɪkɪə
ਵਿਕਿਆ।	ʋɪkɪjə
ਵਿਕੀ	ʋɪkiː
ਵਿਕੀ।	ʋɪkːiː
ਵਿਕੀਆਂ।	ʋɪkɪ́ə̃
ਵਿਕੇ	ʋɪkɛː
ਵਿਕੇ।	ʋɪkɛː
ਵਿਕੇਟ	ʋɪkɛːt̪
ਵਿਕ੍ਰਾਂਤ	ʋɪkɾənt̪
ਵਿਖਣਾ	ʋɪkʰɳa
ਵਿਖਾ	ʋɪkʰa
ਵਿਖਾਇਆ	ʋɪkʰaːi̯ə
ਵਿਖਾਇਆ।	ʋɪkʰaːɪ̯ə
ਵਿਖਾਈ	ʋɪkʰaːiː
ਵਿਖਾਈ।	ʋɪkʰaːiː
ਵਿਖਾਈਆਂ	ʋɪkʰaːi̯æ̯ŋ
ਵਿਖਾਉਣ	ʋɪkɑ̃uɳ
ਵਿਖਾਉਣਗੇ	ʋɪkɑ̃uɳge
ਵਿਖਾਉਣਗੇ।	ʋɪkɑ̃uɳge
ਵਿਖਾਉਣਾ	ʋɪkɑ̃ʊ̯nɑ̃
ਵਿਖਾਉਣੀ	ʋɪkɑ̃ːuɲiː
ਵਿਖਾਏ	ʋɪkʰaːe̯
ਵਿਖਾਏ।	ʋɪkʰaːe̯
ਵਿਖਾਏਗਾ	ʋɪkʰaːegɑː
ਵਿਖਾਏਗੀ।	ʋɪkʰaːegiː
ਵਿਖਾਓ	ʋɪkʰɑːo
ਵਿਖਾਵਾਂਗੇ।'	ʋɪkʰaːʋɑːŋge
ਵਿਖੇ	ʋɪkʰeː
ਵਿਖੇਰਿਆ	ʋɪkʰeːɾɪ́ə
ਵਿਖੇਰੇ।	ʋɪkʰeːreː
ਵਿਗਾਨ	ʋɪgaːn
ਵਿਗਾਰ	ʋɪgaːr
ਵਿਗਾੜ	ʋɪgaːɽ
ਵਿਗਾੜੇਗਾ	ʋɪgaːɽeːgə
ਵਿਗਿਆਨ	ʋɪgjɑːn
ਵਿਗਿਆਨੀ	ʋɪgjɑːniː
ਵਿਗਿਆਨੀਆਂ	ʋɪgjɑːniːɑː
ਵਿਗਿਆਪਣ	ʋɪgjɑːpəɳ
ਵਿਗਿਆਪਨ	ʋɪgjɑːpən
ਵਿਗਿਆਪਨ  'ਚ	ʋɪgjɑːpəntʃʰ
ਵਿਗੋ	ʋɪgoː
ਵਿਗੜ	ʋɪgəɽ
ਵਿਗੜਣ	ʋɪgəɳ
ਵਿਗੜਦਾ	ʋɪgəɽd̪ə
ਵਿਗੜਦੇ	ʋɪgəɽd̪e
ਵਿਗੜਨ	ʋɪgəɳ
ਵਿਗੜਿਆ	ʋɪgəɽjɑ
ਵਿਗੜੀ	ʋɪgəɽiː
ਵਿਗੜੇ	ʋɪgəɽe
ਵਿਗੜੇਗਾ	ʋɪgəɽeːgə
ਵਿਘਨ	ʋɪgən
ਵਿਚ	ʋɪtʃ
ਵਿਚ'।	ʋɪtʃ
ਵਿਚ)	ʋɪtʃ
ਵਿਚ।	ʋɪtʃ
ਵਿਚਕਾਰ	ʋɪtʃkɑːr
ਵਿਚਕਾਰਲੇ	ʋɪtʃkɑːɾle
ਵਿਚਕਾਰੋਂ	ʋɪtʃkɑːɾoːn
ਵਿਚਰ	ʋɪtʃəɾ
ਵਿਚਰਣ	ʋɪtʃəɾɳ
ਵਿਚਰਦਾ	ʋɪtʃəɾd̪ə
ਵਿਚਰਦੇ	ʋɪtʃəɾd̪e
ਵਿਚਲਾ	ʋɪtʃəlɑ
ਵਿਚਲੀ	ʋɪtɕliː
ਵਿਚਲੀਆਂ	ʋɪtɕəliːə̯
ਵਿਚਲੇ	ʋɪtʃlə
ਵਿਚਵਿਚ	ʋɪtʃʋɪtʃ
ਵਿਚਵਿਚਾਲੇ	ʋɪtʃʋɪtʃɑːle
ਵਿਚਵੀ	ʋɪtʃʋiː
ਵਿਚਾਕਾਰ	ʋɪtʃaːkɑːr
ਵਿਚਾਰ	ʋɪtʃɑːr
ਵਿਚਾਰ'	ʋɪtʃɑːr
ਵਿਚਾਰਕ	ʋɪtʃɑːɾk
ਵਿਚਾਰਚਰਚਾ	ʋɪtʃɑːɾtʃəɾtʃɑː
ਵਿਚਾਰਧਾਰਕ	ʋɪtʃɑːɾd̪ʱɑːɾkʰ
ਵਿਚਾਰਧਾਰਾ	ʋɪtʃɑːɾd̪ʱɑːɾɑː
ਵਿਚਾਰਨ	ʋɪtʃɑːɾən
ਵਿਚਾਰਵਟਾਂਦਰਾ	ʋɪtʃɑːɾʋəʈʌːnd̪ɾɑː
ਵਿਚਾਰਾ	ʋɪtʃɑːɾɑː
ਵਿਚਾਰਾਂ	ʋɪtʃɑːɾɑ̃ː
ਵਿਚਾਰਾਂਗਾ	ʋɪtʃɑːɾɑːŋgɑː
ਵਿਚਾਰਿਆ	ʋɪtʃɑːɾɪ́ə
ਵਿਚਾਰੇ	ʋɪtʃɑːɾe
ਵਿਚਾਲਿਓਂ	ʋɪtʃɑːli̯ɔ̃ː
ਵਿਚਾਲੇ	ʋɪtʃɑːlə
ਵਿਚਾਲੇ ਆਈਪੀਐਲ	ʋɪtʃɑːleːaɪpɪːl
ਵਿਚਾਲੇ ਇੱਕ	ʋɪtʃɑːlɛ‿ɪkː
ਵਿਚਾਲੇ ਕ੍ਰਿਕੇਟ	ʋɪtʃɑːlɛkɾɪkɛt̪
ਵਿਚਾਲੇ ਖੇਡਿਆ	ʋɪtʃaːleːkʰeːɖɪ́ə
ਵਿਚਾਲੇ ਸੀਟ	ʋɪtʃɑːlɛsiːt̪
ਵਿਚੋ	ʋɪtʃoː
ਵਿਚੋਂ	ʋɪtʃoːn
ਵਿਚੋਲੇ	ʋɪtʃoːle
ਵਿਛਾਇਆ	ʋɪtʃaːjɑː
ਵਿਛਾਈ	ʋɪtʃaːiː
ਵਿਛਾਉਂਦੇਵਿਛਾਉਂਦੇ	ʋɪtʃɔːnd̪eʋɪtʃɔːnd̪e
ਵਿਛਾਉਣ	ʋɪtʃɔːɳ
ਵਿਛਾਏ	ʋɪtʃaːe̯
ਵਿਛੋੜਾ	ʋɪtʃoːɽɑː
ਵਿਜ	ʋɪdʒ
ਵਿਜਤ	ʋɪdʒət̪
ਵਿਜਨ	ʋɪdʒən
ਵਿਜਨਾਲਡਮ	ʋɪdʒənaːld̪m
ਵਿਜਨੈਸ	ʋɪdʒəneːs
ਵਿਜਯਨ	ʋɪdʒjən
ਵਿਜ਼ੂਅਲ	ʋɪdʒuɑːl
ਵਿਜਾ	ʋɪdʒɑ
ਵਿਜਾਗ	ʋɪdʒaːg
ਵਿਜਾਨ	ʋɪdʒaːn
ਵਿਜੀਬਿਲਟੀ	ʋɪdʒiːbɪl̪t̪iː
ਵਿਜੇ	ʋɪdʒeː
ਵਿਜੇਂਦਰ	ʋɪdʒeːnd̪ɾ
ਵਿਜੇਇੰਦਰ	ʋɪdʒeːɪ̯nɖəɾ
ਵਿਜੇਤਾ	ʋɪdʒeːt̪ə
ਵਿਜੇਦੀਪ	ʋɪdʒeːd̪iːp
ਵਿਜੇਪਾਲ	ʋɪdʒeːpɑːl
ਵਿਜੇਵਰਗੀਯ	ʋɪdʒeːʋəɾgiːj
ਵਿਜੈ	ʋɪdʒaɪ
ਵਿਜੈ	ʋɪdʒɛː
ਵਿਜੈਆ	ʋɪdʒaɪə
ਵਿਜੈਇੰਦਰ	ʋɪdʒɛːɪ̯nɖəɾ
ਵਿਜੈਪਾਲ	ʋɪdʒaɪpɑːl
ਵਿਟਾਂ	ʋɪt̪aː
ਵਿਟਾਰਾ)	ʋɪt̪aːɾə
ਵਿਟੋਰੀ	ʋɪt̪oːɾɪ
ਵਿਡਰਾਲ	ʋɪɖɾɑːl
ਵਿਡੀਓ	ʋɪdiːoː
ਵਿਡੋਡੋ	ʋɪɖoːɖoː
ਵਿਣਾ	ʋɪɳa
ਵਿਤਕਰੇ	ʋɪt̪kəɾeː
ਵਿਤਾਰਧਾਰਾ	ʋɪt̪aːɾd̪ʱɑːɾɑː
ਵਿਦ	ʋɪd̪
ਵਿਦਡ੍ਰਾਅਲ	ʋɪd̪ːɾɑːl
ਵਿਦਡ੍ਰਾਲ	ʋɪd̪ːɾɑːl
ਵਿਦਰਭ	ʋɪd̪ɾəpʰ
ਵਿਦਰੋਹੀ	ʋɪd̪ɾoːɦiː
ਵਿਦਵਾਨ	ʋɪd̪ʋaːn
ਵਿਦਵਾਨਾਂ	ʋɪd̪ʋaːnɑ̃ː
ਵਿਦਾ	ʋɪd̪aː
ਵਿਦਾਇਗੀ	ʋɪdaːjgiː
ਵਿਦਾਈ	ʋɪd̪aːiː
ਵਿਦਿਅਕ	ʋɪd̪ɪək
ਵਿਦਿਆ	ʋɪd̪jɑː
ਵਿਦਿਆਰਥਣਾਂ	ʋɪd̪jɑːɾəʈʰɑ̃ː
ਵਿਦਿਆਰਥੀ	ʋɪd̪jɑːɾəθiː
ਵਿਦਿਆਰਥੀਆਂ	ʋɪd̪jɑːɾt̪ʰiːɑː
ਵਿਦਿਆਲਿਆ	ʋɪd̪jɑːli̯ɑː
ਵਿਦਿਆਸਾਗਰ	ʋɪd̪jɑːsɑːgəɾ
ਵਿਦਿਸ਼ਾ	ʋɪdɪʃɑː
ਵਿਦਿਸ਼ਾ	ʋɪdɪʃɑ
ਵਿਦਿਾਰਥੀਆਂ	ʋɪd̪ɑːɾt̪ʰiːɑ̃ː
ਵਿਦੀਸ਼ਾ	ʋɪd̪iːʃɑː
ਵਿਦੀਸ਼ਾ	ʋɪd̪iːʃɑː
ਵਿਦੁਤ	ʋɪdʊt̪
ਵਿਦੇਸ਼	ʋɪd̪eːʃ
ਵਿਦੇਸ਼ਾ	ʋɪd̪eːʃɑː
ਵਿਦੇਸ਼ਾਂ	ʋɪd̪eːʃɑ̃ː
ਵਿਦੇਸ਼ੀ	ʋɪd̪eːʃiː
ਵਿਦੇਸ਼ੀਆਂ	ʋɪd̪eːʃɪ̄ɔ̯ː
ਵਿਦੇਸ਼ੀਬੈਂਕ	ʋɪd̪eːʃiːbæːŋk
ਵਿਦੇਸ਼	ʋɪd̪eːʃ
ਵਿਦੇਸ਼ੀ	ʋɪd̪eːʃiː
ਵਿਦੇਸੀ	ʋɪd̪eːsɪ
ਵਿਧਵਾ	ʋɪd̪ʱəʋɑː
ਵਿਧਾਇਕ	ʋɪɖaːɪk
ਵਿਧਾਇਕ)	ʋɪɖaːɪk
ਵਿਧਾਇਕ ਡਾ	ʋɪd̪ʱɑːɪk‿ɖɑː
ਵਿਧਾਇਕ ਹਨ	ʋɪd̪ʰaːɪkhən
ਵਿਧਾਇਕਅਮਰਿੰਦਰ	ʋɪɖɑːɪkəməɾɪnd̪ɾ̪
ਵਿਧਾਇਕਾ	ʋɪɖɑːɪkɑː
ਵਿਧਾਇਕਾਂ	ʋɪɖɑːɪkɑ̃ː
ਵਿਧਾਇਕੀ	ʋɪɖɑːɪkɪ
ਵਿਧਾਇਾਂ	ʋɪɖaːjɑ̃ː
ਵਿਧਾਨ	ʋɪd̪ʰɑːn
ਵਿਧਾਨਦੋ	ʋɪɖʌːnɗoː
ਵਿਧਾਨਸਪਾ	ʋɪd̪ʰɑːnspə
ਵਿਧਾਨਿਕ	ʋɪd̪ʱɑːnɪk
ਵਿਧੀ	ʋɪd̪ɪ
ਵਿਧੂ	ʋɪɖʱʊ
ਵਿਨ	ʋɪn
ਵਿਨਤੀ	ʋɪntiː
ਵਿਨਫੀਲਡ	ʋɪnpʰiːlː
ਵਿਨਰ	ʋɪnɾ
ਵਿਨਰਸ	ʋɪnɾəs
ਵਿਨਾਇਕ	ʋɪnɑːɪk
ਵਿਨਾਸ਼ਕਾਰੀ	ʋɪnɑːʃkɑːɾiː
ਵਿਨਿਯਮ	ʋɪnɪjəm
ਵਿਨਿਰਮਾਣ	ʋɪnɪɾmaːɳ
ਵਿਨਿਰਮਾਤਾਵਾਂ	ʋɪnɪɾmaːtaːʋɑ̃ː
ਵਿਨਿਵੇਸ਼	ʋɪnɪbɛʃ
ਵਿਨਿੰਗ	ʋɪnɪŋ
ਵਿਨੀਤ	ʋɪniːt̪
ਵਿਨੇ	ʋɪnɛː
ਵਿਨੇਸ਼	ʋɪnɛʃ
ਵਿਨੈ	ʋɪnɛː
ਵਿਨੋਦ	ʋɪnɔːd̪
ਵਿਨ੍ਹ	ʋɪnɪ́
ਵਿਪਨ	ʋɪpən
ਵਿਪਰੋ	ʋɪpɾoː
ਵਿਪਿਨ	ʋɪpɪn
ਵਿਪੁਲ	ʋɪpʊl
ਵਿਬਰੀ	ʋɪbɾiː
ਵਿਭਾ	ʋɪbʰaː
ਵਿਭਾਗ	ʋɪbʰɑːg
ਵਿਭਾਗਾਂ	ʋɪbʰɑːgɑ̃ː
ਵਿਭਾਗੀ	ʋɪbʰaːgiː
ਵਿਭਿੰਨਤਾ	ʋɪbʰɪnːt̪ə
ਵਿਭੂਸ਼ਣ	ʋɪbuːʃəɳ
ਵਿਭੂਸ਼ਨ`	ʋɪbuːʃən
ਵਿਮਲ	ʋɪməl
ਵਿਮੀ	ʋɪmiː
ਵਿਮੈਨ	ʋɪmæːn
ਵਿਯ	ʋiːj
ਵਿਯਾਗੋਗੋ	ʋɪjɑːgoːgoː
ਵਿਯੇਤਾ	ʋɪjɛːt̪ə
ਵਿਰਕ	ʋɪɾk
ਵਿਰਟਾ	ʋɪɾt̪ɑː
ਵਿਰਲ	ʋɪɾəl
ਵਿਰਵਾ	ʋɪɾʋaː
ਵਿਰਸਾ	ʋɪɾsɑ
ਵਿਰਸੇ	ʋɪɾsɛ
ਵਿਰਾਇਟੀ	ʋɪɾɑːɪt̪iː
ਵਿਰਾਜਮਾਨ	ʋɪɾɑːdʒmɑːn
ਵਿਰਾਟ	ʋɪɾaːʈ
ਵਿਰਾਟਵਿਰਾਟ	ʋɪɾɑːʈʋɪɾɑːʈ
ਵਿਰਾਮ	ʋɪɾɑːm
ਵਿਰਾਸਤ	ʋɪɾɑːsət
ਵਿਰਾਸਤੀ	ʋɪɾɑːsːt̪iː
ਵਿਰੁਧ	ʋɪɾʊd̪ʱ
ਵਿਰੁੱਧ	ʋɪɾʊːd̪ːʱ
ਵਿਰੁੱਧ ਮਾਹੌਲ	ʋɪɾʊːd̪ː‿mɑːɦɔːl
ਵਿਰੋਧਾਭਾਸੀ	ʋɪɾoːɖʌbʌsiː
ਵਿਰੋਧੀ	ʋɪɾoːðʰiː
ਵਿਰੱਧ	ʋɪɾɑːd̪ːʱ
ਵਿਲ	ʋɪl
ਵਿਲਖਣ	ʋɪlːkʰəɳ
ਵਿਲਡ	ʋɪɭːd̪
ਵਿਲਫਰੇਡ	ʋɪlfɾeːɖ
ਵਿਲਬਰ	ʋɪlbər
ਵਿਲਮਾ	ʋɪləma
ਵਿਲਸਨ	ʋɪlsən
ਵਿਲਾ	ʋɪlɑː
ਵਿਲਾਸ	ʋɪlɑːs
ਵਿਲਿੰਗਜ਼	ʋɪlɪŋz
ਵਿਲੀ	ʋiːliː
ਵਿਲੀਅਨ	ʋiːliːən
ਵਿਲੀਅਮ	ʋɪliːə̀m
ਵਿਲੀਅਮਸ	ʋɪliːəms
ਵਿਲੀਅਮਸਨ	ʋɪliːəmsən
ਵਿਲੀਅਮਜ਼।	ʋɪliːəmz
ਵਿਲੇ	ʋɪlɛː
ਵਿਲੇਜ	ʋɪlɛːdʒ
ਵਿਲੇਜ)	ʋɪlɛːdʒ
ਵਿਲੇਨ	ʋɪlɛːn
ਵਿਲੇਨ'	ʋɪlɛːn
ਵਿਲੇਨ@	ʋɪlɛːn
ਵਿਲਜ਼	ʋɪlz
ਵਿਲੱਖਣ	ʋɪləkːɳ
ਵਿਵ	ʋɪʋ
ਵਿਵਰਨ	ʋɪbərən
ਵਿਵਸਥਾ	ʋɪʋəsθɑː
ਵਿਵਸਥਾਵਾਂ	ʋɪʋəsʈʰɑ̃ː
ਵਿਵਹਾਰ	ʋɪʋɑːɾ
ਵਿਵਹਾਰਕ	ʋɪʋɑːɾk
ਵਿਵਾਦ	ʋɪʋɑːd
ਵਿਵਾਦ।	ʋɪʋɑːd̪
ਵਿਵਾਦਗ੍ਰਸਤ	ʋɪʋɑːd̪gɾəs̪t̪
ਵਿਵਾਦਤ	ʋɪʋɑːd̪t̪
ਵਿਵਾਦਪੂਰਨ	ʋɪʋɑːd̪puːrən
ਵਿਵਾਦਾਂ	ʋɪʋɑːd̪ə̃
ਵਿਵਾਦਿਤ	ʋɪʋɑːdɪt
ਵਿਵਾਨ	ʋɪʋɑːn
ਵਿਵਿਧਤਾਪੂਰਨ	ʋɪʋɪɖt̪aːpuːɾən
ਵਿਵੀਅਨ	ʋɪʋiːə̯n
ਵਿਵੇਕ	ʋɪʋɛk
ਵਿਵੇਕਸ਼ੀਲ	ʋɪʋeːkʃiːl
ਵਿਸ਼	ʋɪʃ
ਵਿਸ਼ਟ	ʋɪʃːt
ਵਿਸ਼ਣੂ	ʋɪʃɳuː
ਵਿਸ਼ਪ	ʋɪʃp
ਵਿਸ਼ਰਾਮਪੁਰਰਾਮਚੰਦਰ	ʋɪʃɾaːmpʊɾɾaːmʧəɳɖəɾ
ਵਿਸ਼ਲੇਸ਼ਕ	ʋɪʃleːʃk
ਵਿਸ਼ਲੇਸ਼ਕਾਂ	ʋɪʃleːʃkɑ̃ː
ਵਿਸ਼ਲੇਸ਼ਣ	ʋɪʃleːʃəɳ
ਵਿਸ਼ਲੇਸ਼ਿਤ	ʋɪʃleːʃɪt
ਵਿਸ਼ਵਕੱਪ	ʋɪʃwkəpː
ਵਿਸ਼ਵਤਮਾ	ʋɪʃəʈəma
ਵਿਸ਼ਵਨਾਥ	ʋɪʃənaːt̪ʰ
ਵਿਸ਼ਵਵਿਆਪੀ	ʋɪʃːʋjɑːpiː
ਵਿਸ਼ਵਾਮਿੱਤਰ	ʋɪʃɑːmɪt̪r̪
ਵਿਸ਼ਵਾਸ	ʋɪʃʋaːs
ਵਿਸ਼ਵਾਸ=ਜੇਤੂ	ʋɪʃʋaːsdʒeːtuː
ਵਿਸ਼ਵਾਸਮਤ	ʋɪʃʋaːsmət
ਵਿਸ਼ਾ	ʋɪʃaː
ਵਿਸ਼ਾ ਬਣ	ʋɪʃaːbən
ਵਿਸ਼ਾਖ	ʋɪʃaːkʰ
ਵਿਸ਼ਾਖਾ	ʋɪʃaːkʰə
ਵਿਸ਼ਾਗਨ	ʋɪʃaːgən
ਵਿਸ਼ਾਲ	ʋɪʃɑːl
ਵਿਸ਼ਾਲਸ਼ੇਖਰ	ʋɪʃaːlʃɛkʰəɾ
ਵਿਸ਼ੇ	ʋɪʃeː
ਵਿਸ਼ੇਸ਼	ʋɪʃeːʃ
ਵਿਸ਼ੇਸ਼ਕਾਂ	ʋɪʃeːʃkɑ̃ː
ਵਿਸ਼ੇਸ	ʋɪʃeːs
ਵਿਸ਼ੇਸ਼	ʋɪʃeːʃ
ਵਿਸਕੀ	ʋɪskɪ
ਵਿਸਤਾਰ	ʋɪstaːr
ਵਿਸਤਾਰਾ	ʋɪstaːɾə
ਵਿਸਥਾਰ	ʋɪsθɑːɾ
ਵਿਸਥਾਰਤ	ʋɪsθɑːɾət̪
ਵਿਸਥਾਰਿਤ	ʋɪsθɑːɾɪt
ਵਿਸਫੋਕਟ	ʋɪsfoːkt̪
ਵਿਸਫੋਟਕ	ʋɪsfoːʈk
ਵਿਸਵ	ʋɪsʋ
ਵਿਸਵਾਸ	ʋɪsʋɑːs
ਵਿਸ਼ਲੇਸ਼ਕ	ʋɪʃleːʃk
ਵਿਸ਼ਲੇਸ਼ਕ)	ʋɪʃleːʃk
ਵਿਸ਼ਲੇਸ਼ਕਾਂ	ʋɪʃleːʃkɑ̃ː
ਵਿਸ਼ਵ	ʋɪʃːʋ
ਵਿਸ਼ਵਾਸ	ʋɪʃʋaːs
ਵਿਸ਼ਾਵਸਤੂ	ʋɪʃɑːʋəsʈuː
ਵਿਸ਼ਿਆਂ	ʋɪʃjɑ̃
ਵਿਸ਼ੇਸ਼	ʋɪʃeːʃ
ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ	ʋɪʃeːʃt̪aːʋɑ̃ː
ਵਿਸਾਖੀ	ʋɪsɑːkʰiː
ਵਿਸਾਰ	ʋɪsɑːr
ਵਿਸਾਰੀ	ʋɪsɑːɾiː
ਵਿਹਲੇ	ʋɪhale
ਵਿਹਾਰਕ	ʋɪɦaːɾk
ਵਿਹਾਰੀ	ʋɪɦaːɾiː
ਵਿਹੜੇ	ʋɪɦɑːɽe
ਵਿਜ਼ਨ2020।	ʋɪzən2020
ਵਿਜ਼ੁਅਲ	ʋɪzɑːl
ਵਿਜ਼ੂਅਲ	ʋɪzʊəɭ
ਵਿੰਕ	ʋɪŋk
ਵਿੰਗ	ʋɪŋ
ਵਿੰਗਾਂ	ʋɪŋgə̃ː
ਵਿੰਚ	ʋɪ̃tʃ
ਵਿੰਡਰਸ	ʋɪ̃ːɳɖəɾs
ਵਿੰਡੀਜ਼	ʋɪ̃ːɖː
ਵਿੰਡੋ	ʋɪ̃ːɳɖoː
