a	aː
servīveris	seru̯iːu̯eriːs
servīveritis	seru̯iːu̯eritis
servīveritis	seru̯iːu̯eriːtis
servō	seru̯oː
serāchī	seraːkʰiː
serēna	sereːna
serēna	sereːnaː
serēnifer	sereːnifer
serēnificus	sereːnifikus
serēnitās	sereːnitaːs
serēnus	sereːnus
serīphus	seriːpʰus
serō	seroː
sescenta	seskenta
sescentae	seskentae̯
sescentēsimus	seskenteːsimus
sescentī	seskentiː
sessilifolius	sessilifolius
sessilis	sessilis
sessim	sessim
sessiō	sessioː
sessītēs	sessiːteːs
sessōrium	sessoːrium
sestīnum	sestiːnum
sesōstris	sesoːstris
set	set
setantiī	setantiiː
setelsis	setelsis
setheriēs	setʰerieːs
setifer	setifer
seu	seu̯
seulum	seulum
seurbī	seu̯rbiː
seuthēs	seu̯tʰeːs
sevacēs	seu̯akeːs
seviō	seu̯ioː
sevēriānus	seu̯eːriaːnus
sevērus	seu̯eːrus
sevērīnus	seu̯eːriːnus
sevērō	seu̯eːroː
sex	seks
sexangulus	seksanɡulus
sexdentātus	seksdentaːtus
sexennis	seksennis
sexennium	seksennium
sexfasciātus	seksfaskiaːtus
sexhōrārius	sekshoːraːrius
sexmaculātus	seksmakulaːtus
sextus	sekstus
sextusdecimus	sekstusdekimus
sextāns	sekstans
sextārius	sekstaːrius
sextīlis	sekstiːlis
sextīlius	sekstiːlius
sexus	seksus
sexuālis	seksuaːlis
sexuālitās	seksuaːlitaːs
sexvir	seksu̯ir
sexvirātus	seksu̯iraːtus
sexāgintā	seksaːɡintaː
sexāgintānovemō	seksaːɡintaːnou̯emoː
sexāgēsima	seksaːɡeːsima
sexāgēsimum	seksaːɡeːsimum
sexāgēsimus	seksaːɡeːsimus
shastēnsis	sastensis
shaviānus	sau̯iaːnus
siamēnsis	siamensis
siarum	siarum
sibidiēnus	sibidieːnus
sibina	sibina
sibiricus	sibirikus
sibus	sibus
sibuzātēs	sibuzzaːteːs
sibylla	sibylla
sibyrtius	sibyrtius
sibī̆	sibi
sicambrī	sikambriː
siccanās	sikkanaːs
siccus	sikkus
sicilia	sikilia
sicinius	sikinius
sicinos	sikinos
siclus	siklus
sicoris	sikoris
siculus	sikulus
siculī	sikuliː
sicum	sikum
sicyōn	sikyoːn
sicānia	sikaːnia
sicānus	sikaːnus
sicānī	sikaːniː
sidenus	sidenus
sidyma	sidyma
sidē	sideː
sidēris	sideːris
sidērītis	sideːriːtis
sidūs	siduːs
sidūsa	siduːsa
siga	siɡa
sigillum	siɡillum
sigillāre	siɡillaːre
sigillō	siɡilloː
siglum	siɡlum
sigmodontis	siɡmodontis
signia	siɡnia
signifer	siɡnifer
signifex	siɡnifeks
significāns	siɡnifikans
significō	siɡnifikoː
signiās	siɡniaːs
signum	siɡnum
signāculum	siɡnaːkulum
signāret	siɡnaːret
signātor	siɡnaːtor
signō	siɡnoː
sigrium	siɡrium
sigus	siɡus
sikkimēnsis	sikkimensis
silarus	silarus
silbium	silbium
silentium	silentium
silentiōsus	silentioːsus
silentēs	silenteːs
silesicus	silesikus
silex	sileks
sileō	sileoː
silicernium	silikernium
siliceus	silikeus
silicium	silikium
silicius	silikius
siliculōsus	silikuloːsus
silingae	silinɡae̯
siliqua	silikʷa
siliquastrum	silikʷastrum
silis	silis
sillybus	sillybus
silpia	silpia
silsilis	silsilis
silurēs	silureːs
silus	silus
silva	silu̯a
silvanectēs	silu̯anekteːs
silvester	silu̯ester
silvestris	silu̯estris
silvicola	silu̯ikola
silvicolus	silu̯ikolus
silvicultrīx	silu̯ikultriːks
silvifragus	silu̯ifraɡus
silviger	silu̯iɡer
silvium	silu̯ium
silvula	silu̯ula
silvāna	silu̯aːna
silvānus	silu̯aːnus
silvāticus	silu̯aːtikus
silvōsus	silu̯oːsus
silāna	silaːna
silēns	silens
silēscō	sileːskoː
sim	sim
simeōn	simeoːn
simeōne	simeoːne
simeōnī	simeoːniː
simila	simila
similis	similis
similitūdō	similituːdoː
similāgineus	similaːɡineus
similāgō	similaːɡoː
similārium	similaːrium
similārēs	similaːreːs
similō	similoː
simoīs	simoiːs
simplex	simpleks
simpliciter	simplikiter
simplificandum	simplifikandum
simplificandus	simplifikandus
simplificandō	simplifikandoː
simplificor	simplifikor
simplificāre	simplifikaːre
simplificārī	simplifikaːriː
simplus	simplus
simplī	simpliː
simpulum	simpulum
simul	simul
simultānea	simultaːnea
simultānea	simultaːneaː
simultānee	simultaːnee
simultāneus	simultaːneus
simultāneī	simultaːneiː
simultās	simultaːs
simulācrum	simulaːkrum
simulātor	simulaːtor
simulō	simuloː
simēna	simeːna
simītū	simiːtuː
simō	simoː
simōne	simoːne
sincipita	sinkipita
sincipitālem	sinkipitaːlem
sincipitālibus	sinkipitaːlibus
sincipitālis	sinkipitaːlis
sinciput	sinkiput
sincēra	sinkeːra
sincēra	sinkeːraː
sincērus	sinkeːrus
sindunī	sinduniː
sindus	sindus
sindī	sindiː
sinere	sinere
singae	sinɡae̯
singamēs	sinɡameːs
singapura	sinɡapura
singara	sinɡara
singidūnum	sinɡiduːnum
singiliō	sinɡilioː
singillātim	sinɡillaːtim
singulis	sinɡulis
singultim	sinɡultim
singultissimē	sinɡultissimeː
singultius	sinɡultius
singultus	sinɡultus
singultō	sinɡultoː
singulus	sinɡulus
singulāris	sinɡulaːris
singulārēs	sinɡulaːreːs
singulīs	sinɡuliːs
singus	sinɡus
singās	sinɡaːs
sinicus	sinikus
siniscalcus	siniskalkus
sinister	sinister
sinistra	sinistra
sinnacēs	sinnakeːs
sinnius	sinnius
sinnus	sinnus
sint	sint
sinuessa	sinuessa
sinus	sinus
sinuō	sinuoː
sinuōsus	sinuoːsus
sināpis	sinaːpis
sināpis	sinaːpiːs
sināpum	sinaːpum
sināpī	sinaːpiː
sināpīs	sinaːpiːs
sinēnsis	sinensis
sinō	sinoː
sinōnia	sinoːnia
sinōniae	sinoːniae̯
sinōniam	sinoːniam
sion	sion
siphnos	sipʰnos
sipia	sipia
sipylus	sipylus
siracī	sirakiː
sirpe	sirpeː
sirpus	sirpus
sirōna	siroːna
sisamnēs	sinnakeːs
sisapō	sisapoː
siscia	siskia
siser	siser
sistī	sistiː
sistō	sistoː
sisygambis	sisyɡambis
sit	sit
sitalcēs	sitalkeːs
sitella	sitella
sitellitergus	sitelliterɡus
sithōnia	sitʰoːnia
sitibundus	sitibundus
siticen	sitiken
sitiogagus	sitioɡaɡus
sitis	sitis
sitiō	sitioː
sitonēs	sitoneːs
sitrae	sitrae̯
sittacē	sittakeː
sittacēnē	sittakeːneː
sittius	sittius
sittybus	sittybus
situlae	situlae̯
situlus	situlus
situlās	situlaːs
situāte	situaːte
situō	situoː
sitū	situː
skrbinēnsis	skerbinensis
slavicus	slau̯ikus
slovacia	slou̯akia
slovacicus	slou̯akikus
slovacus	slou̯akus
smalcius	smalkius
smaragdus	smaraɡdus
smaragdīnus	smaraɡdiːnus
smerdis	smerdis
smila	smila
smēcticus	smeːktikus
smēgma	smeːɡma
smēgmārius	smeːɡmaːrius
smēnus	smeːnus
smȳrus	smyːrus
soana	soana
soanī	soaniː
soccitō	sokkitoː
soccus	sokkus
socer	soker
societās	sokietaːs
sociniānus	sokiniaːnus
sociofraudus	sokiofrau̯dus
socius	sokius
sociāle	sokiaːle
sociālis	sokiaːlis
sociālēs	sokiaːleːs
sociālī	sokiaːliː
sociī	sokiiː
sociō	sokioː
socolāta	sokolaːta
socondios	sokondios
socors	sokors
socotrānus	sokotraːnus
socrus	sokrus
sodamus	sodamus
sodālicius	sodaːlikius
sodālis	sodaːlis
sodālitās	sodaːlitaːs
sodī	sodiː
sofista	sofista
sofistica	sofistika
sofistica	sofistikaː
sofisticam	sofistikam
sofisticus	sofistikus
sofisticās	sofistikaːs
sofisticī	sofistikiː
sofisticō	sofistikoː
sofistās	sofistaːs
sogiuntī	soɡiuntiː
sohaemus	sohae̯mus
solanadēs	solanadeːs
solcinium	solkinium
soldus	soldus
solea	solea
soleātus	soleaːtus
soleīs	soleiːs
solfataricus	solfatarikus
solia	solia
solida	solida
solida	solidaː
solide	solide
solidipēs	solidipeːs
solidum	solidum
solidus	solidus
solidī	solidiː
solidō	solidoː
solimariaca	solimariaka
solimnia	solimnia
solitus	solitus
solium	solium
solle	solle
sollemnis	sollemnis
sollempnis	sollempnis
sollennis	sollennis
sollers	sollers
sollerter	sollerter
sollertia	sollertia
sollicitus	sollikitus
sollicitātiō	sollikitaːtioː
sollicitō	sollikitoː
sollium	sollium
sollius	sollius
sollus	sollus
solomatis	solomatis
solomonēnsis	solomonensis
solomōn	solomoːn
solorius	solorius
soluit	soluit
solum	solum
solve	solu̯e
solvit	solu̯it
solvō	solu̯oː
solygeia	solyɡei̯i̯a
solyma	solyma
solymī	solymiː
solōn	soloːn
solōna	soloːna
solōx	soloːks
solūs	soluːs
solūtiō	soluːtioː
solūtus	soluːtus
somalicus	somalikus
somniculōsus	somnikuloːsus
somnifer	somnifer
somniger	somniɡer
somnio	somnioː
somnium	somnium
somniāliter	somniaːliter
somniātor	somniaːtor
somnolentia	somnolentia
somnolentia	somnolentiaː
somnolentus	somnolentus
somnulentus	somnulentus
somnus	somnus
sonautēs	sonau̯teːs
sondaicus	sondaikus
sondrae	sondrae̯
songoricus	sonɡorikus
sonipēs	sonipeːs
sonitus	sonitus
sonitō	sonitoː
sonte	sonte
sontia	sontia
sonticus	sontikus
sontius	sontius
sonus	sonus
sonābilis	sonaːbilis
sonāx	sonaːks
sonīvius	soniːu̯ius
sonōra	sonoːra
sonōritās	sonoːritaːs
sonōrus	sonoːrus
sonōrē	sonoːreː
sophia	sopʰia
sophista	sopʰista
sophistam	sopʰistam
sophisticus	sopʰistikus
sophistēs	sopʰisteːs
sophoclidisca	sopʰoklidiska
sophoclē	sopʰokleː
sophoclēs	sopʰokleːs
sophoclēus	sopʰokleːus
sophonība	sopʰoniːba
sophus	sopʰus
sopor	sopor
sopōrifer	sopoːrifer
sopōrus	sopoːrus
sopōrō	sopoːroː
sorabicus	sorabikus
soractia	soraktia
sorbeō	sorbeoː
sorbillō	sorbilloː
sordeō	sordeoː
sordidus	sordidus
sordidātus	sordidaːtus
sordonēs	sordoneːs
sordulentus	sordulentus
sordēs	sordeːs
sordēscō	sordeːskoː
sordī	sordiː
sorofagēs	sorofaɡeːs
soror	soror
sors	sors
sortiger	sortiɡer
sortilegum	sortileɡum
sortilegus	sortileɡus
sortior	sortior
sortītiō	sortiːtioː
sortītō	sortiːtoː
sorōricīda	soroːrikiːda
sorōricīdium	soroːrikiːdium
sorōritās	soroːritaːs
sorōrius	soroːrius
sosaeadae	sosae̯adae̯
sosintigi	sosintiɡi
sosius	sosius
sospes	sospes
sospita	sospita
sossius	sossius
sotiātēs	sotiaːteːs
sotī	sotiː
spacus	spakus
spadōnīnus	spadoːniːnus
spalāthra	spalaːtʰra
spargapisēs	sparɡapiseːs
spargō	sparɡoː
sparta	sparta
spartacus	spartakus
sparverius	sparu̯erius
spatha	spatʰa
spathifer	spatʰifer
spathula	spatʰula
spathulātus	spatʰulaːtus
spatior	spatior
spatium	spatium
spatiālis	spatiaːlis
spatiōsus	spatioːsus
spatula	spatula
spatulāta	spatulaːta
spatulāta	spatulaːtaː
specificus	spekifikus
specimen	spekimen
specimina	spekimina
speciālis	spekiaːlis
speciē	spekieː
speciēs	spekieːs
speciō	spekioː
speciōsus	spekioːsus
speclum	speklum
spectile	spektile
spectrum	spektrum
spectābilis	spektaːbilis
spectātor	spektaːtor
spectō	spektoː
specula	spekula
speculor	spekulor
speculum	spekulum
speculābundus	spekulaːbundus
speculārium	spekularium
speculāte	spekulaːte
speculātor	spekulaːtor
speculātrīx	spekulaːtriːks
speculātīvus	spekulaːtiːu̯us
speculātōrius	spekulaːtoːrius
spelta	spelta
spendius	spendius
sperchiae	sperkʰiae̯
sperchēus	sperkʰeːus
spernō	spernoː
speusippus	speu̯sippus
sphacos	spʰakos
sphactēria	spʰakteːria
sphaera	spʰae̯ra
sphaericus	spʰae̯rikus
sphaeristērium	spʰae̯risteːrium
sphaerocarpus	spʰae̯rokarpus
sphaeroglōssa	spʰae̯roɡloːssa
sphaeroīdes	spʰae̯roiːdes
sphaerīta	spʰae̯riːta
sphingion	spʰinɡion
sphintria	spʰintria
sphinx	spʰinks
sphēnoīdālis	spʰeːnoiːdaːlis
sphēttus	spʰeːttus
sphȳraena	spʰyːrae̯na
spicilius	spikilius
spiciō	spikioː
spinipēs	spinipeːs
spintharus	spintʰarus
spintria	spintria
spinturnix	spinturniks
spinō	spinoː
spissus	spissus
spissē	spisseː
splanchnocrānium	splankʰnokraːnium
splendeō	splendeoː
splendidus	splendidus
splendor	splendor
splendēns	splendens
splendēscō	splendeːskoː
splēnium	spleːnium
spodos	spodos
spoliātor	spoliaːtor
spoliō	spolioː
sponda	sponda
spondeō	spondeoː
spondolicī	spondolikiː
spondylus	spondylus
spondēus	spondeːus
spongia	sponɡia
spongiōsus	sponɡioːsus
spongītis	sponɡiːtis
spontānea	spontaːnea
spontānea	spontaːneaː
spontānee	spontaːnee
spontāneus	spontaːneus
spontāneī	spontaːneiː
spontāneō	spontaːneoː
sporta	sporta
sportula	sportula
spurcus	spurkus
spurcō	spurkoː
spurilius	spurilius
spurius	spurius
spuō	spuoː
spādiceus	spaːdikeus
spādīx	spaːdiːks
spē	speː
spēcula	speːkula
spēlunca	speːlunka
spēlēa	speːleːa
spēlēī	speːleːiː
spēlēō	speːleːoː
spērātus	speːraːtus
spērō	speːroː
spēs	speːs
spīca	spiːka
spīcilegium	spiːkileɡium
spīculum	spiːkulum
spīcārium	spiːkaːrium
spīcātus	spiːkaːtus
spīna	spiːna
spīnae	spiːnae̯
spīneus	spiːneus
spīnifer	spiːnifer
spīniger	spiːniɡer
spīnipennis	spiːnipennis
spīnulifer	spiːnulifer
spīnulōsus	spiːnuloːsus
spīnus	spiːnus
spīnālis	spiːnaːlis
spīnētum	spiːneːtum
spīnōsus	spiːnoːsus
spīra	spiːra
spīraeum	spiːrae̯um
spīrantī	spiːrantiː
spīritibus	spiːritibus
spīritum	spiːritum
spīritus	spiːritus
spīrituum	spiːrituum
spīrituālis	spiːrituaːlis
spīrituālitās	spiːrituaːlitaːs
spīrituī	spiːrituiː
spīritālis	spiːritaːlis
spīritālitās	spiːritaːlitaːs
spīritū	spiːrituː
spīropolis	spiːropolis
spīrābilis	spiːraːbilis
spīrāculum	spiːraːkulum
spīrālis	spiːraːlis
spīrāmen	spiːraːmen
spīrāmentum	spiːraːmentum
spīrātiō	spiːraːtioː
spīrātus	spiːraːtus
spīrō	spiːroː
spōns	spons
spōnsa	sponsa
spōnsor	sponsor
spōnsus	sponsus
spōnsālia	sponsaːlia
spōnsō	sponsoː
spūma	spuːma
spūmeus	spuːmeus
spūmidus	spuːmidus
spūmifer	spuːmifer
spūmiger	spuːmiɡer
spūmābundus	spuːmaːbundus
spūmātiō	spuːmaːtioː
spūmēscō	spuːmeːskoː
spūmō	spuːmoː
spūmōsus	spuːmoːsus
spūtum	spuːtum
spūtō	spuːtoː
squalenifaciēns	skʷalenifakiens
squarrōsus	skʷarroːsus
squilla	skʷilla
squāleō	skʷaːleoː
squālidus	skʷaːlidus
squālor	skʷaːlor
squāma	skʷaːma
squāmiger	skʷaːmiɡer
squāmigerī	skʷaːmiɡeriː
squāmulōsus	skʷaːmuloːsus
squāmōsus	skʷaːmoːsus
staberius	staberius
stabiae	stabiae̯
stabilis	stabilis
stabilitās	stabilitaːs
stabiliō	stabilioː
stabilīmen	stabiliːmen
stabilīmentum	stabiliːmentum
stabulum	stabulum
staca	staka
stachīr	stakʰiːr
stacta	stakta
stacton	stakton
stadia	stadia
stadie	stadie
stadieus	stadieu̯s
stadion	stadion
stadios	stadios
stadisis	stadisis
stadium	stadium
stadius	stadius
stadiī	stadiiː
stadiō	stadioː
stadiōs	stadioːs
stadī	stadiː
stadīle	stadiːle
stagneus	staɡneus
stagoniās	staɡoniaːs
stagīra	staɡiːra
staiēnus	stai̯i̯eːnus
stallius	stallius
stallum	stallum
stanacum	stanakum
standus	standus
stanneus	stanneus
stannum	stannum
stapedius	stapedius
stapediī	stapediiː
stapēs	stapeːs
stasanor	stasanor
stasimum	stasimum
stater	stater
staticum	statikum
statiellī	statielliː
statilius	statilius
statim	statim
statiō	statioː
statua	statua
statuārius	statuaːrius
statuō	statuoː
statī	statiː
statīra	statiːra
statīva	statiːu̯a
statīva	statiːu̯aː
statīvus	statiːu̯us
statīvō	statiːu̯oː
statōnia	statoːnia
statōrius	statoːrius
staurēs	stau̯reːs
stavānī	stau̯aːniː
stega	steɡa
stegma	steɡma
stegnus	steɡnus
stemma	stemma
stenocarpus	stenokarpus
stenopetalus	stenopetalus
stenophyllus	stenopʰyllus
stenyclarus	stenyklarus
stephanus	stepʰanus
stercorārius	sterkoraːrius
stercorō	sterkoroː
stercus	sterkus
stercēia	sterkeːi̯a
steresēs	stereseːs
stergēthron	sterɡeːtʰron
sterilis	sterilis
sternocleidomastoideus	sternoklei̯domastoiːdeus
sternocleidomastoīdeī	sternoklei̯domastoiːdeiː
sternohȳoīdeus	sternohyːoiːdeus
sternohȳoīdeī	sternohyːoiːdeiː
sternothyroīdeus	sternotʰyroiːdeus
sternothyroīdeī	sternotʰyroiːdeiː
sternuō	sternuoː
sternēbāmus	sterneːbaːmus
sternō	sternoː
sternūmentum	sternuːmentum
sternūtō	sternuːtoː
stertinius	stertinius
stertor	stertor
stertēia	sterteːi̯a
stertō	stertoː
stibadium	stibadium
stibinus	stibinus
stibium	stibium
stigmaticus	stiɡmatikus
stilbē	stilbeː
stilichō	stilikʰoː
stilpō	stilpoː
stilus	stilus
stilō	stiloː
stimula	stimula
stimulus	stimulus
stimulātiō	stimulaːtioː
stimulō	stimuloː
stinguere	stinɡʷere
stinguō	stinɡʷoː
stipendiārius	stipendiaːrius
stips	stips
stipula	stipula
stipulor	stipulor
stipulus	stipulus
stirps	stirps
stirpēs	stirpeːs
stlatta	stlatta
stlattārius	stlattaːrius
stlembus	stlembus
stlāta	stlaːta
stlātārius	stlaːtaːrius
stobrus	stobrus
stoebē	stoe̯beː
stoechadēs	stoe̯kʰadeːs
stoechas	stoe̯kʰas
stoechīologia	stoe̯kʰiːoloɡia
stoenī	stoe̯niː
stoicheiologia	stoe̯kʰei̯i̯oloɡia
stola	stola
stolidus	stolidus
stolus	stolus
stolō	stoloː
stolōnifer	stoloːnifer
stolōniferus	stoloːniferus
stomachor	stomakʰor
stomachus	stomakʰus
stomachābundus	stomakʰaːbundus
stomōma	stomoːma
storax	storaks
storea	storea
strabō	straboː
strabōne	straboːne
strangiās	stranɡiaːs
strangulō	stranɡuloː
strapellum	strapellum
stratia	stratia
stratoclēa	startokleːa
stratonīcēa	stratoniːkeːa
stratosphericus	stratospʰerikus
stratus	stratus
stratēgēma	strateːɡeːma
stratēgēmaticus	strateːɡeːmatikus
strebula	strebula
strepitus	strepitus
strepsa	strepsa
strepō	strepoː
striblīgō	stribliːɡoː
strictim	striktim
strictus	striktus
strictūra	striktuːra
striga	striɡa
strigilis	striɡilis
strigmentum	striɡmentum
strigātus	striɡaːtus
strigōsus	striɡoːsus
stringō	strinɡoː
striolātus	striolaːtus
strittō	strittoː
striātellus	striaːtellus
strombus	strombus
strongyla	stronɡyla
strongylē	stronɡyleː
strontium	strontium
strophadēs	stropʰadeːs
struīx	struiks
struō	struoː
strychnos	strykʰnos
strymē	strymeː
strāgulus	straːɡulus
strāmen	straːmen
strāmentum	straːmentum
strāmineus	straːmineus
strāta	straːta
strātum	straːtum
strātus	straːtus
strēna	streːna
strēnue	streːnue
strēnuitās	streːnuitaːs
strēnuus	streːnuus
strēnuē	streːnueː
strīdere	striːdere
strīdere	striːdeːre
strīdeō	striːdeoː
strīdor	striːdor
strīdēre	striːdeːre
strīdō	striːdoː
strī̆ga	striɡa
strī̆ga	striːɡa
strī̆x	striks
strī̆x	striːks
strūctilis	struːktilis
strūma	struːma
strūmōsus	struːmoːsus
strūtheus	struːtʰeus
strūthiocamēlinus	struːtʰiokameːlinus
strūthiocamēlus	struːtʰiokameːlus
strūthius	struːtʰius
strūthiō	struːtʰioː
studeō	studeoː
studium	studium
studiōsus	studioːsus
studēns	studens
stultiloquus	stultilokʷus
stultitia	stultitia
stultus	stultus
stultē	stulteː
stupefaciō	stupefakioː
stupefactūrus	stupefaktuːrus
stupeō	stupeoː
stupidus	stupidus
stupidō	stupidoː
stupor	stupor
stuppō	stuppoː
stuprum	stuprum
sturium	sturium
sturiī	sturiiː
sturiō	sturioː
sturnus	sturnus
stygius	styɡius
styllangium	styllanɡium
styloglōssus	styloɡloːssus
styloglōssī	styloɡloːssiː
stylohȳoīdeus	stylohyːoiːdeus
stylohȳoīdeī	stylohyːoiːdeiː
stylopharyngeus	stylopʰarynɡeus
stylopharyngeī	stylopʰarynɡeiː
stylus	stylus
stylōsus	styloːsus
stymbara	stymbara
stymphālus	stympʰaːlus
styra	styra
styracifluus	styrakifluus
styrax	styraks
styx	styks
stāgnum	staːɡnum
stāius	staːi̯us
stāmen	staːmen
stāmina	staːmina
stāmineus	staːmineus
stāns	stans
stātius	staːtius
stēlae	steːlae̯
stēlla	steːlla
stēlliger	steːlliɡer
stēlliō	steːllioː
stēllāns	steːllans
stēllāris	steːllaːris
stēllāte	steːllaːte
stēllō	steːlloː
stēria	steːria
stēsichorus	steːsikʰorus
stīlla	stiːlla
stīllō	stiːlloː
stīpendium	stiːpendium
stīpendiō	stiːpendioː
stīpes	stiːpes
stīpitāte	stiːpitaːte
stīpitātus	stiːpitaːtus
stīpō	stiːpoː
stīria	stiːria
stīris	stiːris
stō	stoː
stōbī	stoːbiː
stōicus	stoːikus
stōidēs	stoːideːs
stūprātor	stuːpraːtor
stūra	stuːra
stūrnium	stuːrnium
stȳlītē	styːliːteː
stȳlītēs	styːliːteːs
sua	sua
sua	suaː
suae	suae̯
suahelicus	su̯ahelikus
suam	suam
suanetēs	suaneteːs
suarataratae	suarataratae̯
suasa	suasa
sub	sub
subaemulor	subae̯mulor
subaemulātiō	subae̯mulaːtioː
subagrestis	subaɡrestis
subalbidus	subalbidus
subalbus	subalbus
subamārus	subamaːrus
subantarcticus	subantarktikus
subauditiō	subau̯ditioː
subaudiō	subau̯dioː
subbulliō	subbullioː
subcapitātus	subkapitaːtus
subcinerīcius	subkineriːkius
subcordātus	subkordaːtus
subcristātus	subkristaːtus
subcrēnātus	subkreːnaːtus
subcrīspus	subkriːspus
subcumbō	subkumboː
subditīvus	subditiːu̯us
subdoceō	subdokeoː
subductisupercilicarptor	subduktisuperkilikarptor
subductisupercilicarptōribus	subduktisuperkilikarptoribus
subductiō	subduktioː
subductārius	subduktaːrius
subdēficiō	subdeːfikio
subdēligō	subdeːliɡoː
subdīvide	subdiːu̯ide
subdīvidō	subdiːu̯idoː
subdō	subdoː
subdūcō	subduːkoː
subedendum	subedendum
subedendus	subedendus
subedendī	subedendiː
subedentia	subedentia
subeditis	subeditis
subedunt	subedunt
subedāmus	subedaːmus
subedēns	subedens
subedō	subedoː
subeō	subeoː
subfamilia	subfamilia
subfasciātus	subfaskiaːtus
subferentia	subferentia
subflāvus	subflaːu̯us
subfodiō	subfodioː
subfulciō	subfulkioː
subfuscus	subfuskus
subgenus	subɡenus
subhastātus	subhastaːtus
subhorridus	subhorridus
subiaceō	subi̯akeoː
subiciō	subikioː
subiciō	subi̯ikioː
subierimus	subierimus
subierimus	subieriːmus
subieris	subieris
subieris	subieriːs
subieritis	subieritis
subieritis	subieriːtis
subigō	subiɡoː
subintellegō	subintelleɡoː
subintroeō	subintroe̯oː
subintroitus	subintroitus
subintroitūrus	subintroituːrus
subintrō	subintroː
subinvideō	subinu̯ideoː
subinvīsum	subinu̯iːsum
subinvīsūrus	subinu̯iːsuːrus
