a	aː
truncātis	trunkaːtis
truncātulus	trunkaːtulus
truncātus	trunkaːtus
truncātīs	trunkaːtiːs
truncāverimus	trunkaːu̯erimus
truncāverimus	trunkaːu̯eriːmus
truncāveris	trunkaːu̯eris
truncāveris	trunkaːu̯eriːs
truncāveritis	trunkaːu̯eritis
truncāveritis	trunkaːu̯eriːtis
truncō	trunko
trustis	trustis
trutta	trutta
trux	truks
truō	truoː
tryginon	tryginon
tryx	tryks
trāchīa	traːkʰiːa
trāchīs	traːkʰiːs
trāditiō	traːditioː
trāditor	traːditor
trāditōre	traːditoːre
trāductiō	traːduktioː
trāductor	traːduktor
trāductīvus	traːduktiːu̯us
trādux	traːduks
trādō	traːdoː
trādūcō	traːduːkoː
trāgula	traːgula
trāiciō	traːi̯ikioː
trāiectiō	traːi̯ektioː
trāiectus	traːi̯ektus
trāiectōrium	traːi̯ektoːrium
trāiānus	traːi̯aːnus
trājectīcius	traːi̯ektiːkius
trājiciō	traːi̯ikioː
trāloquor	traːlokʷor
trālātīcius	traːlaːtiːkius
trāma	traːma
trāmes	traːmes
trāmittō	traːmittoː
trāns	trans
trānsabeō	transabeoː
trānsalpīnus	transalpiːnus
trānscendent	transkendent
trānscendō	transkendoː
trānscrībō	transkriːboː
trānscrīpta	transkriːpta
trānscrīpta	transkriːptaː
trānscrīptās	transkriːptaːs
trānscrīptōs	transkriːptoːs
trānscēnsus	transkensus
trānscīdō	transkiːdoː
trānsdūcō	transduːkoː
trānsenna	transenna
trānseō	transeoː
trānsferor	transferor
trānsferō	transferoː
trānsfigūrō	transfiguːroː
trānsfluō	transfluoː
trānsfodiō	transfodioː
trānsfretō	transfretoː
trānsfuga	transfuga
trānsfugiō	transfugioː
trānsfulgeō	transfulgeoː
trānsfundō	transfundoː
trānsfīgō	transfiːgoː
trānsfōrmāre	transfoːrmaːre
trānsfōrmātiō	transfoːrmaːtioː
trānsfōrmō	transfoːrmoː
trānsgredior	transgredior
trānsgressiō	transgressioː
trānsgressor	transgressor
trānsierimus	transierimus
trānsierimus	transieriːmus
trānsieris	transieris
trānsieris	transieriːs
trānsieritis	transieritis
trānsieritis	transieriːtis
trānsigō	transigoː
trānsiliō	transilioː
trānsiluerimus	transiluerimus
trānsiluerimus	transilueriːmus
trānsilueris	transilueris
trānsilueris	transilueriːs
trānsilueritis	transilueritis
trānsilueritis	transilueriːtis
trānsitiō	transitioː
trānsitus	transitus
trānsitīva	transitiːu̯a
trānsitīva	transitiːu̯aː
trānsitīvus	transitiːu̯us
trānsitōrius	transitoːrius
trānslātiō	translaːtioː
trānslātus	translaːtus
trānslātīcius	translaːtiːkius
trānslātīvus	translaːtiːu̯us
trānslūceō	transluːkeoː
trānsmarīnus	transmariːnus
trānsmeō	transmeoː
trānsmigrātiō	transmigraːtioː
trānsmigrō	transmigroː
trānsmissiō	transmissioː
trānsmittō	transmittoː
trānsmontānus	transmontaːnus
trānsmoveō	transmou̯eoː
trānsmūtātiō	transmuːtaːtioː
trānsmūtō	transmuːtoː
trānsnatō	transnatoː
trānsnāvigō	transnaːu̯igoː
trānspadāna	transpadaːna
trānspiciō	transpikioː
trānsplantātiō	transplantaːtioː
trānsplantō	transplantoː
trānsportāverimus	transportau̯erimus
trānsportō	transportoː
trānspungō	transpungoː
trānspāreō	transpaːreoː
trānspārēns	transpaːrens
trānspōnō	transpoːnoː
trānsscendō	transkendoː
trānsscrībō	transkriːboː
trānstiberīnus	transtiberiːnus
trānstineō	transtineoː
trānstrum	transtrum
trānsubstantiāre	transubstantiaːre
trānsubstantiātiō	transubstantiaːtioː
trānsubstantiō	transubstantioː
trānsvaalicus	transu̯aːlikus
trānsvaalēnsis	transu̯aːlensis
trānsvehō	transu̯ehoː
trānsveniō	transu̯enioː
trānsverberō	transu̯erberoː
trānsverse	transu̯erse
trānsversim	transu̯ersim
trānsversus	transu̯ersus
trānsversālis	transu̯ersaːlis
trānsversē	transu̯erseː
trānsvertō	transu̯ertoː
trānsvexerimus	transu̯ekserimus
trānsvolō	transu̯oloː
trānsvorsus	transu̯orsus
trānsvorsē	transu̯orseː
trānsvādō	transu̯aːdoː
trānsāctiō	transaːktioː
trānō	traːnoː
trāvehō	traːu̯ehoː
trāversus	traːu̯ersus
trāvus	trau̯us
trēbula	treːbula
trēpālium	treːpaːlium
trērus	treːrus
trērēs	treːreːs
trēs	treːs
trēspēs	treːspeːs
trēventum	treːu̯entum
trēverī	treːu̯eriː
trībula	triːbula
trībulātiō	triːbulaːtioː
trīclīniarcha	triːkliːniarkʰa
trīclīnium	triːkliːnium
trīcēnārius	triːkeːnaːrius
trīcēsimus	triːkeːsimus
trīduum	triːduum
trīgintā	triːgintaː
trīgēsimus	triːgeːsimus
trīmulus	triːmulus
trīmus	triːmus
trīnacria	triːnakria
trīnitāria	triːnitaːria
trīnitāria	triːnitaːriaː
trīnitārie	triːnitaːrie
trīnitārius	triːnitaːrius
trīnitāriās	triːnitaːriaːs
trīnitāriō	triːnitaːrioː
trīnitāriōs	triːnitaːrioːs
trīnitās	triːnitaːs
trīnus	triːnus
trīnālis	triːnaːlis
trīnāliter	triːnaːliter
trīnō	triːnoː
trīsticulus	triːstikulus
trīstificus	triːstifikus
trīstimōnia	triːstimoːnia
trīstis	triːstis
trīstitia	triːstitia
trīstor	triːstor
trīstēs	triːsteːs
trīticeus	triːtikeus
trīticum	triːtikum
trītūra	triːtuːra
trītūrō	triːtuːroː
trōas	troːas
trōglodytae	trgoːlodytae̯
trōglodytēs	troːglodyteːs
trōgus	troːgus
trōgītis	troːgiːtis
trōja	troːi̯a
trūdō	truːdoː
trȳgōn	tryːgoːn
tsushimēnsis	tsusimensis
tua	tua
tua	tuaː
tuae	tuae̯
tuam	tuam
tuba	tuba
tubantēs	tubanteːs
tuberō	tuberoː
tubicen	tubiken
tubicinem	tubikinem
tubicinēs	tubikineːs
tubicinō	tubikinoː
tubunae	tubunae̯
tuburchinābundus	tuburkʰinaːbundus
tuburcinābundus	tuburkinaːbundus
tubus	tubus
tucca	tukka
tuccius	tukkius
tuccētum	tukketum
tucumanēnsis	tukumanensis
tuder	tuder
tudes	tudes
tudes	tudeːs
tudicius	tudikius
tudiculō	tudikuloː
tuditānus	tuditaːnus
tue	tue
tueor	tueor
tugia	tugia
tugurium	tugurium
tuitiō	tuitioː
tuitiōne	tuitioːne
tuitiōnem	tuitioːnem
tuitiōnibus	tuitioːnibus
tuitiōnis	tuitioːnis
tuitiōnum	tuitioːnum
tuitiōnēs	tuitioːneːs
tuitiōnī	tuitioːniː
tularēnsis	tularensis
tulcis	tulkis
tulingī	tulingiː
tulliassēs	tulliasseːs
tullius	tullius
tullum	tullum
tum	tum
tumba	tumba
tumefaciō	tumefakioː
tumefacta	tumefakta
tumefacta	tumefaktaː
tumefactās	tumefaktaːs
tumefactō	tumefaktoː
tumefactōs	tumefaktoːs
tumefactūrus	tumefaktuːrus
tumentia	tumentia
tumeō	tumeoː
tumiditās	tumiditaːs
tumidulus	tumidulus
tumidus	tumidus
tumidē	tumideː
tumidō	tumidoː
tumidōsus	tumidoːsus
tumor	tumor
tumultuarius	tumultuarius
tumultuor	tumultuor
tumultus	tumultus
tumultuāre	tumultuaːre
tumultuōsus	tumultuoːsus
tumulus	tumulus
tumulāmen	tumulaːmen
tumulātus	tumulaːtus
tumulō	tumuloː
tumulōsus	tumuloːsus
tumēscō	tumeːskoː
tumōrōsus	tumoːroːsus
tunc	tunk
tundō	tundoː
tungrī	tungriː
tunica	tunika
tunicātus	tunikaːtus
tunna	tunna
turba	turba
turbidus	turbidus
turbulentia	turbulentia
turbulentus	turbulentus
turbā	turbaː
turbīnātus	turbiːnaːtus
turbō	turboː
turcia	turkia
turcilingī	turkilingiː
turcomannicus	turkomannikus
turdulī	turduliː
turdus	turdus
turdētānī	turdeːtaːniː
turenum	turenum
turgeō	turgeoː
turgidulus	turgidulus
turgidus	turgidus
turgēscente	turgeːskente
turicēnsis	turikensis
turius	turius
turiō	turioː
turkestanicus	turkestanikus
turma	turma
turmogidī	turmogidiː
turmālis	turmaːlis
turnacum	turnakum
turner	turner
turnus	turnus
turobriga	turobriga
turonēs	turoneːs
turoqua	turokʷa
turpiculus	turpikulus
turpilius	turpilius
turpiloquium	turpilokʷium
turpilucricupidus	turpilukrikupidus
turpilucrus	turpilukrus
turpis	turpis
turpitūdō	turpituːdoː
turpiō	turpioː
turpō	turpoː
turquinēnsis	turkʷinensis
turriger	turriger
turris	turris
turrānius	turraːnius
turrītus	turriːtus
tursiō	tursioː
turtur	turtur
turutius	turutius
turīcum	turiːkum
tuscia	tuskia
tuscilius	tuskilius
tusculum	tuskulum
tuscus	tuskus
tuscāna	tuskaːna
tuscēnius	tuskeːnius
tussis	tussis
tussiō	tussioː
tussēdō	tusseːdoː
tutīnī	tutiːniː
tuum	tuum
tuus	tuus
tuārum	tuaːrum
tuās	tuaːs
tuātim	tuaːtim
tuēns	tuens
tuī	tuiː
tuīs	tuiːs
tuō	tuoː
tuōrum	tuoːrum
tuōs	tuoːs
tyana	tyana
tychō	tykʰoː
tydiī	tydiiː
tylissus	tylissus
tylos	tylos
tymbrēs	tymbreːs
tympanum	tympanum
tympanī	tympaniː
tymphaea	tympʰae̯a
tymphaeī	tympʰae̯iː
tymphrēstus	tympʰreːstus
tymphē	tympʰeː
typicus	typikus
typographia	typograpʰia
typologia	typologia
typologicus	typologikus
typus	typus
typārium	typaːrium
typīs	typiːs
typōs	typoːs
tyrambae	tyrambae̯
tyrannicus	tyrannikus
tyrannicē	tyrannikeː
tyrannicīda	tyrannikiːda
tyrannicīdium	tyrannikiːdium
tyrannis	tyrannis
tyrannus	tyrannus
tyrannī	tyranniː
tyrannīs	tyranniːs
tyriaeum	tyriae̯um
tyrissa	tyrissa
tyrius	tyrius
tyrrhus	tyrrus
tyrrhēnia	tyrreːniaː
tyrrhēniae	tyrreːniae̯
tyrrhēniam	tyrreːniam
tyrtaeus	tyrtae̯us
tyrus	tyrus
tyrās	tyraːs
tzetzēs	tsetseːs
tābefaciō	taːbefakioː
tābefactūrus	taːbefaktuːrus
tābeō	taːbeoː
tābidulus	taːbidulus
tābidus	taːbidus
tābidōsus	taːbidoːsus
tābificus	taːbifikus
tābificābilis	taːbifikaːbilis
tābificō	taːbifikoː
tābifluus	taːbifluus
tābum	taːbum
tābēs	taːbeːs
tābēscō	taːbeːskoː
tāctilis	taːktilis
tāgō	taːgo
tāle	taːle
tālea	taːlea
tālis	taːlis
tālitrum	taːlitrum
tālus	taːlus
tālāris	taːlaːris
tālārius	taːlaːrius
tālēs	taːleːs
tālō	taloː
tāmarēnsis	taːmarensis
tānagra	taːnagra
tānfāna	tanfaːna
tāprobanē	taːprobaneː
tāygetus	taːygetus
tēcolithos	teːkolitʰos
tēcte	teːkte
tēctulum	teːktulum
tēctum	teːktum
tēcum	teːkum
tēgula	teːgula
tēgulārius	teːgulaːrius
tēlandrus	teːlandrus
tēlephōnium	teːlepʰoːnium
tēlephōnum	teːlepʰoːnum
tēlescopium	teːleskopium
tēlevīsificus	teːleu̯iːsifikus
tēlevīsiō	teːleu̯iːsioː
tēliger	teːliger
tēlos	teːlos
tēlum	teːlum
tēmathia	teːmatʰia
tēmenothyra	teːmenotʰyra
tēmnus	teːmnus
tēmulentus	teːmulentus
tēnesmus	teːnesmus
tēnos	teːnos
tēnsiō	tensioː
tēnsus	tensus
tēnsūra	tensuːra
tēpalum	teːpalum
tēriās	teːriaːs
tēter	teːter
tēterrimus	teːterrimus
tēthea	teːtʰea
tētrinniō	teːtrinnioː
tētrior	teːtrior
tētriōris	teːtrioːris
tētrīs	teːtriːs
tē̆ba	teba
tē̆ba	teːba
tē̆tricus	tetrikus
tībia	tiːbia
tībiāle	tiːbiaːle
tībiālis	tiːbiaːlis
tībulus	tiːbulus
tībur	tiːbur
tīburtius	tiːburtius
tībīcen	tiːbiːken
tībīcinēs	tiːbiːkineːs
tīfernus	tiːfernus
tīmagenēs	tiːmageneːs
tīmarchus	tiːmarkʰus
tīmaretē	tiːmareteː
tīmoleōn	tiːmoleoːn
tīmomachus	tiːmomakʰus
tīmotheus	tiːmotʰeus
tīna	tiːna
tīnctilis	tiːnktilis
tīnctiō	tiːnktioː
tīnctōrius	tiːnktoːrius
tīnctūra	tiːnktuːra
tīnctūra	tiːnktuːraː
tīridātēs	tiːridaːteːs
tīryns	tiːryns
tīrō	tiːroː
tīrōcinium	tiːroːkinium
tīrōniānus	tiːroːniaːnus
tītillus	tiːtillus
tītillāmentum	tiːtillaːmentum
tītillātiō	tiːtillaːtioː
tītillōsus	tiːtilloːsus
tītiō	tiːtioː
tītānium	tiːtaːnium
tītāniō	tiːtaːnioː
tīus	tiːus
tōficius	toːfikius
tōfāceus	toːfaːkeus
tōkiō	toːkioː
tōlēs	toːleːs
tōmentum	toːmentum
tōmentōsus	toːmentoːsus
tōnsilla	tonsilla
tōnsillae	tonsillae̯
tōnsor	tonsor
tōnstrīx	tonstriːks
tōnsus	tonsus
tōnsōrius	tonsoːrius
tōnsūra	tonsuːra
tōsilla	toːsilla
tōsillae	toːsillae̯
tōttus	toːttus
tōtus	toːtus
tō̆stus	tostus
tō̆stus	toːstus
tŏtus	totus
tū	tuː
tūber	tuːber
tūberculātus	tuːberkulaːtus
tūberculōsa	tuːberkuloːsa
tūberculōsa	tuːberkuloːsaː
tūberculōsās	tuːberkuloːsaːs
tūberculōsō	tuːberkuloːsoː
tūberculōsōs	tuːberkuloːsoːs
tūbertus	tuːbertus
tūberōsus	tuːberoːsus
tūerobis	tuːerobis
tūnēs	tuːneːs
tūra	tuːra
tūrcae	tuːrkae̯
tūriasō	tuːriasoː
tūribulum	tuːribulum
tūrodī	tuːrodiː
tūrūntus	tuːruːntus
tūs	tuːs
tūte	tuːte
tūtemet	tuːtemet
tūtilius	tuːtilius
tūtissimō	tuːtissimoː
tūtius	tuːtius
tūtrīx	tuːtriːks
tūtus	tuːtus
tūtāmen	tuːtaːmen
tūtāmentum	tuːtaːmentum
tūtāns	tuːtans
tūtātus	tuːtaːtus
tūtātūrus	tuːtaːtuːrus
tūtē	tuːteː
tūtēla	tuːteːla
tȳphonicus	tyːpʰonikus
tȳphōnomachia	tyːpʰoːnomakʰia
tȳrotarīchos	tyːrotariːkʰos
uberae	uberae̯
uberī	uberiː
ubi	ubi
ubicumque	ubikunkʷe
ubicumque	ubiːkunkʷe
ubicātiō	ubikaːtioː
ubiī	ubiiː
ubus	ubus
ucraī̆na	ukraina
ucraī̆na	ukraiːna
ucraī̆nicus	ukrainikus
ucraī̆nicus	ukraiːnikus
ucraī̆nus	ukrainus
ucraī̆nus	ukraiːnus
ucēnī	ukeːniː
udura	udura
udīnī	udiːniː
uffugum	uffugum
uganda	uganda
ugernum	ugernum
ugia	ugia
ugricus	ugrikus
ulcerōsus	ulkeroːsus
ulcus	ulkus
ulcīscor	ulkiːskor
ulcīscō	ulkiːskoː
ulia	ulia
ulixēs	ulikseːs
uliārus	uliaːrus
ulmeus	ulmeus
ulmus	ulmus
ulna	ulna
ulphilās	ulpʰilaːs
ulpius	ulpius
uls	uls
ulter	ulter
ulterior	ulterior
ultima	ultima
ultima	ultimaː
ultime	ultime
ultimus	ultimus
ultimāte	ultimaːte
ultimī	ultimiː
ultimō	ultimoː
ultiō	ultioː
ultor	ultor
ultrā	ultraː
ultrāmundānus	ultraːmundaːnus
ultrās	ultraːs
ultrīx	ultriːks
ultrō	ultroː
ultrōneus	ultroːneus
ultus	ultus
ultōnia	ultoːnia
ultōniēnsis	ultoːniensis
ulubrae	ulubrae̯
uluguruēnsis	uluguruensis
ulula	ulula
ululō	ululoː
ulva	ulu̯a
ulyssēs	ulysseːs
umbellātus	umbellaːtus
umber	umber
umbilicātus	umbilikaːtus
umbilīcus	umbiliːkus
umbra	umbra
umbrifer	umbrifer
umbrāticola	umbraːtikola
umbrāticus	umbraːtikus
umbrātilis	umbraːtilis
umbrātiō	umbraːtioː
umbrēnus	umbreːnus
umbrō	umbroː
umbrōsus	umbroːsus
umbō	umboː
umbōnius	umboːnius
umerus	umerus
ummidius	ummidius
umquam	unkʷam
uncipēs	unkipeːs
unciālis	unkiaːlis
uncus	unkus
uncīnus	unkiːnus
uncīnātus	unkiːnaːtus
uncō	unkoː
unda	unda
unde	unde
undique	undikʷe
undisonus	undisonus
unditānum	unditaːnum
undivagus	undiu̯agus
undula	undula
undulātus	undulaːtus
undulō	unduloː
undābundus	undaːbundus
undāns	undans
undātim	undaːtim
undātus	undaːtus
undō	undoː
unedō	unedoː
unellī	unelliː
ungarī	ungari
unguen	ungʷen
unguentum	ungʷentum
unguentāria	ungʷentaːria
unguentārius	ungʷentaːrius
unguentātus	ungʷentaːtus
unguentī	ungʷentiː
unguiculātus	ungʷikulaːtus
unguis	ungʷis
ungula	ungula
ungulātus	ungulaːtus
ungustus	ungustus
unguō	ungʷoː
ungō	ungoː
univittātus	uniu̯ittaːtus
unquam	unkʷam
upsala	upsala
upsaliēnsis	upsaliensis
upupa	upupa
uralicus	uralikus
urbatē	urbateː
urbicius	urbikius
urbicremus	urbikremus
urbicus	urbikus
urbicārius	urbikaːrius
urbis	urbis
urbium	urbium
urbāne	urbaːne
urbāniciānus	urbaːnikiaːnus
urbānitās	urbaːnitaːs
urbānus	urbaːnus
urbānātim	urbaːnaːtim
urbānē	urbaːneː
urcō	urkoː
urgaō	urgaoː
urgent	urgent
urgente	urgente
urgentēs	urgenteːs
urgeō	urgeoː
urgueō	urgʷeoː
urgō	urgoː
uria	uria
urpānus	urpaːnus
urruncum	urrunkum
ursa	ursa
ursa	ursaː
ursentum	ursentum
ursiō	ursioː
ursus	ursus
ursānius	ursaːnius
ursātius	ursaːtius
ursēius	urseːi̯us
ursīnus	ursiːnus
ursō	ursoː
urtīca	uːrtiːka
urtīcāria	urtiːkaːria
uruguaia	urugʷai̯i̯a
usaepō	usae̯poː
usambaricus	usambarikus
usambarēnsis	usambarensis
usar	usar
uscudama	uskudama
uscēnum	uskenum
usellis	usellis
usipetēs	usipetes
uspiam	uspiam
ussubium	ussubium
ussuriēnsis	ussuriensis
ustilāgō	ustilaːgoː
ustulō	ustuloː
ustus	ustus
ustīca	ustiːka
ut	ut
utcumque	utkunkʷe
utensilia	uːtensilia
uter	uter
utercumque	uterkunkʷe
uterque	uterkʷe
uterus	uterus
utervīs	uteru̯iːs
uterīnus	uteriːnus
utica	utika
utinam	utinam
utis	utis
utque	utkʷe
utramvīs	utramu̯iːs
utrimque	utrinkʷe
utrumnam	utrumnam
utus	utus
utī	utiː
uxama	uksama
uxantis	uksantis
uxellodūnum	ukselloduːnum
uxentum	uksentum
uxiī	uksiiː
uxor	uksor
uxōricīdium	uksoːrikiːdium
uzbecia	uzbekia
uzbecicus	uzbekikus
uērus	u̯eːrus
uīuus	u̯iːu̯us
vacat	u̯akat
vacca	u̯akka
vaccifōrmis	u̯akkifoːrmis
vaccula	u̯akkula
vaccīnium	u̯akkiːnium
vaccīnus	u̯akkiːnus
vaccīnātus	u̯akkiːnaːtus
vacerrōsus	u̯akerroːsus
vacillante	u̯akillante
vacillō	u̯akilloː
vacomagī	u̯akomagiː
vacuitās	u̯akuitaːs
vacuitātem	u̯akuitaːtem
vacuolātus	u̯akuolaːtus
vacuus	u̯akuus
vacuēfaciō	u̯akueːfakioː
vacuēfactūrus	u̯akueːfaktuːrus
vacātiō	u̯akaːtioː
vacātur	u̯akaːtur
vacēfactum	u̯akeːfaktum
vacēfactus	u̯akeːfaktus
vacēfīō	u̯akeːfiːoː
vacīvus	u̯akiːu̯us
vacūna	u̯akuːna
vadaeī	u̯adae̯iː
vadantī	u̯adantiː
vadum	u̯adum
vadātī	u̯adaːtiː
vadīs	u̯adiːs
vadīs	u̯aːdis
vadō	u̯adoː
vadōsus	u̯adoːsus
vae	u̯ae̯
vaecors	u̯ae̯kors
vaesānus	u̯ae̯saːnus
vafer	u̯afer
vagam	u̯agam
vagandō	u̯agandoː
vagellius	u̯agellius
vagiennī	u̯agienniː
vagor	u̯agor
vagoritum	u̯agoritum
vagulus	u̯agulus
vagus	u̯agus
vagābundus	u̯agaːbundus
vagārem	u̯agaːrem
vagārēs	u̯agaːreːs
vagās	u̯agaːs
vagātum	u̯agaːtum
vagī	u̯agiː
vagōs	u̯agoːs
valdasus	u̯aldasus
valdē	u̯aldeː
valedīcō	u̯alediːkoː
valefaciō	u̯alefakioː
valefactum	u̯alefaktum
valefactūrus	u̯alefaktuːrus
valentia	u̯alentia
valentiānus	u̯alentiaːnus
valentīniānōs	u̯alentiːniaːnoːs
valentīnus	u̯alentiːnus
valeria	u̯aleria
valerius	u̯alerius
valeō	u̯aleoː
valgius	u̯algius
valgus	u̯algus
valida	u̯alida
valida	u̯alidaː
validam	u̯alidam
validicornis	u̯alidikornis
validus	u̯alidus
validē	u̯alideː
vallatum	u̯allatum
vallecula	u̯allekula
valleculae	u̯allekulae̯
vallettus	u̯allettus
vallicula	u̯allikula
vallonicus	u̯allonikus
vallum	u̯allum
vallēs	u̯alleːs
vallō	u̯alloː
vallōnia	u̯alloːnia
valor	u̯alor
valutius	u̯alutius
valva	u̯alu̯a
valē	u̯aleː
valēns	u̯alens
valēscō	u̯aleːskoː
valēte	u̯aleːte
valētūdinārius	u̯aleːtuːdinaːrius
valētūdō	u̯aleːtuːdoː
valī	u̯aliː
valōrī	u̯aloːriː
vamacurēs	u̯amakureːs
vanadium	u̯anadium
vandalicus	u̯andalikus
vandalirīce	u̯andaliriːke
vandalirīcus	u̯andaliriːkus
vanga	u̯anga
vangionēs	u̯angioneːs
vangiō	u̯angioː
vannius	u̯annius
vannus	u̯annus
vannō	u̯annoː
vapidus	u̯apidus
vapincum	u̯apinkum
vapor	u̯apor
vappa	u̯appa
vappō	u̯appoː
vapōrāta	u̯apoːraːta
vapōrāta	u̯apoːraːtaː
vapōrī	u̯apoːriː
vapōrō	u̯apoːroː
varagrī	u̯aragriː
varamus	u̯aramus
varciānī	u̯arkiaːniː
vardaeī	u̯ardae̯iː
vardanēs	u̯ardaneːs
vardulī	u̯arduliː
vareia	u̯arei̯i̯a
varguntēius	u̯argunteːi̯us
varia	u̯aria
varia	u̯ariaː
varicolor	u̯arikolor
variegō	u̯ariegoː
varietās	u̯arietaːs
variolōsus	u̯arioloːsus
varipēs	u̯aripeːs
varisidius	u̯arisidius
varius	u̯arius
varix	u̯ariks
variā	u̯ariaː
variābilis	u̯ariaːbilis
variō	u̯arioː
varrutius	u̯arrutius
varrō	u̯arroː
varsovia	u̯arsou̯ia
varulus	u̯arulus
varus	u̯arus
varīnius	u̯ariːnius
varīnī	u̯ariːniː
vas	u̯as
vasalaetus	u̯asalae̯tus
vascintōnia	u̯askintoːnia
vasconia	u̯askonia
vasconice	u̯askonike
vasconicum	u̯askonikum
vasconicus	u̯askonikus
vasconicī	u̯askonikiː
vasconicō	u̯askonikoː
vasconēs	u̯askoneːs
vascus	u̯askus
vasius	u̯asius
vasiō	u̯asioː
vassallus	u̯assallus
vassēī	u̯asseːiː
vatius	u̯atius
vatrēnus	u̯atreːnus
vatīnius	u̯atiːnius
vavatō	u̯au̯atoː
veamīnī	u̯eamiːniː
veclus	u̯eklus
vecta	u̯ekta
vectae	u̯ektae̯
vectam	u̯ektam
vectem	u̯ektem
vectis	u̯ektis
vectiō	u̯ektioː
vector	u̯ektor
vectēnsis	u̯ektensis
vectīgal	u̯ektiːgal
vectīgālis	u̯ektiːgaːlis
vectō	u̯ektoː
vectōrius	u̯ektoːrius
vediantiī	u̯ediantiiː
vedīnum	u̯ediːnum
vegeiia	u̯egei̯i̯ia
vegetius	u̯egetius
vegetus	u̯egetus
vegetābilis	u̯egetaːbilis
vegetō	u̯egetoː
vegeō	u̯egeoː
vegium	u̯egium
vegliō	u̯eglioː
vegliōne	u̯eglioːne
vegliōnī	u̯eglioːniː
veglō	u̯egloː
veglōnus	u̯egloːnus
vehementer	u̯ehementer
vehemēns	u̯ehemens
vehiculum	u̯ehikulum
vehilius	u̯ehilius
vehō	u̯ehoː
veientō	u̯ei̯i̯entoː
vel	u̯el
vela	u̯ela
velam	u̯elam
velaunī	u̯elau̯niː
veldidēna	u̯eldideːna
veleia	u̯elei̯i̯a
velia	u̯elia
velim	u̯elim
veliocassēs	u̯eliokasseːs
vellereus	u̯ellereus
vellica	u̯ellika
vellicō	u̯ellikoː
vellus	u̯ellus
vellātēs	u̯ellaːteːs
vellātūra	u̯ellaːtuːra
vellēius	u̯elleːi̯us
vellō	u̯elloː
velutinus	u̯elutinus
velānius	u̯elaːnius
velās	u̯elaːs
velīs	u̯eliːs
velī̆trae	u̯elitrae̯
venamī	u̯enamiː
venedicus	u̯enedikus
venedī	u̯enediː
venereālis	u̯enereaːlis
venerivagus	u̯eneriu̯agus
veneror	u̯eneror
venerābilis	u̯eneraːbilis
venerābundus	u̯eneraːbundus
venetia	u̯enetia
veneticus	u̯enetikus
venetiola	u̯enetiola
venetus	u̯enetus
venezuelānus	u̯enezzuelaːnus
venezuelēnsis	u̯enezzuelensis
venia	u̯enia
venicōnēs	u̯enikoːneːs
venit	u̯enit
venit	u̯eːnit
veniālia	u̯eniaːlia
veniālis	u̯eniaːlis
veniō	u̯enioː
vennō	u̯ennoː
vennōnius	u̯ennoːnius
vennōnēs	u̯ennoːnes
venostēs	u̯enosteːs
venox	u̯enoks
venta	u̯enta
venter	u̯enter
ventidius	u̯entidius
ventilābrum	u̯entilaːbrum
ventilābundus	u̯entilaːbundus
ventilātor	u̯entilaːtor
ventilō	u̯entiloː
ventipō	u̯entipoː
