3	tʂɚ
wolnościowiec	vɔlnɔɕtɕɔvjɛt
wolnościowy	vɔlnɔɕtɕɔvɨ
wolnością	vɔlnɔɕtɕɔw̃
wolność	vɔlnɔɕtɕ
wolny	vɔlnɨ
wolnych	vɔlnɨx
wolnych	wolnɨx
wolnym	vɔlnɨm
wolnym	wɔlnɛm
wolnymi	vɔlnɨmi
wolną	vɔlnɔw̃
wolo	vɔlɔ
woloczkowicz	vɔlɔtʂkɔvitʂ
wolom	vɔlɔm
wolontariat	vɔlɔntarjat
wolontariusz	vɔlɔntarjuʂ
wolontariuszka	vɔlɔntarjuʂka
wolski	vɔlski
wolszczak	vɔlʂtʂak
wolsztyn	vɔlʂtɨn
wolt	vɔlt
wolta	vɔlta
woltaż	vɔltaʂ
wolter	vɔltɛr
woltomierz	vɔltɔmjɛʂ
woltyżerka	voltɨʐɛrka
woltyżerka	vɔltɨʐɛrka
wolu	vɔlu
wolumen	vɔlumɛn
wolumin	vɔlumin
woluntariat	volontariat
wolą	vɔlɔw̃
wolę	vɔlɛ
wombat	vɔmbat
won	vɔn
won!	vɔn
wonczas	vontʃas
wondołowski	vɔndɔwɔfski
woni	vɔɲi
woniach	vɔɲax
woniami	vɔɲami
wonie	vɔɲɛ
woniej	vɔɲɛj
wonienie	vɔɲɛɲɛ
wonieć	vɔɲɛtɕ
woniom	vɔɲɔm
wonią	vɔɲɔw̃
wonna	vɔnna
wonne	vɔnnɛ
wonnego	vɔnnɛgɔ
wonnej	vɔnnɛj
wonnemu	vɔnnɛmu
wonni	vɔnɲi
wonniejszego	vɔnɲɛjʂɛgɔ
wonniejszy	vɔnɲɛjʂɨ
wonny	voŋɨ
wonny	vɔnnɨ
wonnych	vɔnnɨx
wonnym	vɔnnɨm
wonnymi	vɔnnɨmi
wonną	vɔnnɔw̃
wons	vɔns
wonsik	vɔnɕik
wontor	vɔntɔr
wopista	vopista
wora	vɔra
worach	vɔrax
worami	vɔrami
worać	vɔratɕ
worcell	fortsɛl
woreczek	vɔrɛtʂɛk
worek	vɔrɛk
worem	vɔrɛm
worka	vɔrka
worki	vɔrki
workowata	vorkɔvata
workowate	vorkɔvatɛ
workowaty	vɔrkɔvatɨ
workowiec	vɔrkɔvjɛts
worku	vɔrku
wormacja	vɔrmatsja
worobiec	vɔrɔbjɛts
worobiej	vɔrɔbjɛj
worobij	vɔrɔbij
woroch	vɔrɔx
worom	vɔrɔm
woroneż	vɔrɔnɛʂ
woroniec	vɔrɔɲɛts
woroniecki	vɔrɔɲɛtski
woronkiewicz	vɔrɔŋkjɛvitʂ
woronkowicz	vɔrɔŋkɔvitʂ
woronowicz	vorɔnɔitʂ
woronowicz	vɔrɔnɔvitʂ
worowi	vɔrɔvi
woroń	vɔrɔɲ
worwąg	vɔrvɔŋk
wory	vɔrɨ
worywać	vɔrɨvatɕ
worze	vɔʐɛ
worów	vɔruf
wos	vɔs
wosiewicz	vɔɕɛvitʂ
wosk	vɔsk
wosk	vˈas
woskowane	vɔskɔvaɲiɛ
woskowaty	vɔskɔvatɨ
woskowina	vɔskɔvina
woskownica	vɔskɔvɲitsa
woskowy	vɔskɔvɨ
wosku	vɔsku
woskówce	vɔskuftsɛ
woskówek	vɔskuvɛk
woskówka	vɔskufka
woskówkach	vɔskufkax
woskówkami	vɔskufkami
woskówki	vɔskufki
woskówko	vɔskufkɔ
woskówkom	vɔskufkɔm
woskówką	vɔskufkɔw̃
woskówkę	vɔskufkɛ
woszczak	vɔʂtʂak
woszczek	vɔʂtʂɛk
woszczyce	foʂtʂɨtsɛ
woszczyk	vɔʂtʂɨk
woszczyna	vɔʂtʂɨna
wotum	vɔtum
wotywa	vutɛva
wotywny	vɔtɨvnɨ
wow	waw
wower	vɔvɛr
wowk	vɔfk
wowrzyk	vɔvʐɨk
woytowicz	vɔjtɔvitʂ
wozach	vɔzax
wozami	vɔzami
wozem	vɔzɛm
wozi	vɔʑi
wozicie	vɔʑitɕɛ
wozie	vɔʑɛ
wozili	vɔʑili
wozimy	vɔʑimɨ
wozisz	vɔʑiʂ
wozić	vɔʑitɕ
woził	vɔʑiw
woziła	vɔʑiwa
woziłaby	vɔʑiwabɨ
woziłabym	vɔʑiwabɨm
woziłam	vɔʑiwam
woziłaś	vɔʑiwaɕ
woziłby	vɔʑiwbɨ
woziłbym	vɔʑiwbɨm
woziłbyś	vɔʑiwbɨɕ
woziłem	vɔʑiwɛm
woziłeś	vɔʑiwɛɕ
woziło	vɔʑiwɔ
woziły	vɔʑiwɨ
wozniesieńsk	vɔzɲɛɕɛɲsk
wozom	vɔzɔm
wozowi	vɔzɔvi
wozu	vɔzu
wozy	vɔzɨ
wozów	vɔzuf
wozówka	vɔzufka
woła	vɔwa
woła	wˈɔla
wołach	vɔwax
wołacie	vɔwatɕɛ
wołacz	vɔwatʂ
wołacze	wɔwatʂɛ
wołaczy	wɔwatʂɨ
wołaj	vɔwaj
wołają	vɔwajɔw̃
wołali	vɔwali
wołam	vɔwam
wołami	vɔwami
wołamy	vɔwamɨ
wołanie	vɔwaɲɛ
wołanie	vɔɫaɲɛ
wołaniem	bɔwaɲɛm
wołano	vɔwanɔ
wołasz	vɔwaʂ
wołać	vɔvatɕ
wołać	vɔwatɕ
wołał	vɔwaw
wołała	vɔwawa
wołałam	vɔwawam
wołałaś	vɔwawaɕ
wołałem	vɔwawɛm
wołałeś	vɔwawɛɕ
wołało	vɔwawɔ
wołały	vɔwawɨ
wołczyk	vɔwtʂɨk
wołek	vɔwɛk
wołek	wɔɫɛk
wołem	vɔwɛm
wołga	vɔwga
wołk	vɔwk
wołka	vɔwka
wołkach	vɔwkax
wołkami	vɔwkami
wołkaniec	vɔwkaɲɛts
wołki	vɔwki
wołkiem	vɔwkjɛm
wołkiewicz	vɔwkjɛvitʂ
wołkom	vɔwkɔm
wołkowi	vɔwkɔvi
wołkowicz	vɔwkɔvitʂ
wołku	vɔwku
wołków	vɔwkuf
wołoch	vavɔx
wołoch	vɔwɔx
wołochowicz	vɔwɔxɔvitʂ
wołodia	voɫodja
wołodkiewicz	vɔwɔtkjɛvitʂ
wołodkowicz	vɔwɔtkɔvitʂ
wołodźko	vɔwɔtɕkɔ
wołom	vɔwɔm
wołomin	vɔwɔmin
wołoncewicz	vɔwɔntsɛvitʂ
wołonciej	vɔwɔntɕɛj
wołongiewicz	vɔwɔŋgjɛvitʂ
wołonkiewicz	vɔwɔŋkjɛvitʂ
wołonsewicz	vɔwɔnsɛvitʂ
wołos	vɔwɔs
wołosewicz	vɔwɔsɛvitʂ
wołosiewicz	vɔwɔɕɛvitʂ
wołoski	vɔwɔski
wołosowicz	vɔwɔsɔvitʂ
wołoszczak	vɔwɔʂtʂak
wołoszczyzna	vɔwɔʂtʂɨzna
wołoszczyzna	wɔwɔʃtʂɨzna
wołoszka	vɔwɔʂka
wołoszkiewicz	vɔwɔʂkjɛvitʂ
wołoszyn	vɔwɔʂɨn
wołowczyk	vɔwɔftʂɨk
wołowi	vɔwɔvi
wołowicz	vɔwɔvitʂ
wołowiec	vɔwɔvjɛts
wołowina	vɔwɔvina
wołowiny	woɫovinɨ
wołowno	fɔvɔvnɔ
wołowy	voɫovɨ
wołowy	vɔwɔvɨ
wołu	vɔwu
wołujewicz	vɔwujɛvitʂ
woły	vɔwɨ
wołyniak	vɔwɨɲak
wołynianie	vɔɫɨɲaniɛ
wołynianin	vɔwɨɲaɲin
wołynianka	vɔwɨɲaŋka
wołyniec	vɔwɨɲɛts
wołynkiewicz	vɔwɨŋkjɛvitʂ
wołyń	vɔwɛɲ
wołyń	vɔwɨɲ
wołyński	vɔwɨɲski
wołów	vɔwuf
wołągiewicz	vɔwɔŋgjɛvitʂ
wołąkiewicz	vɔwɔŋkjɛvitʂ
wołąsewicz	vɔwɔw̃sɛvitʂ
wołżański	vɔwʐaɲski
woń	vɔɲ
woś	vɔɕ
wośko	vɔɕkɔ
wośkowiak	vɔɕkɔvjak
woź	vɔɕ
woźna	vɔʑna
woźniak	vɔʑɲak
woźniak	vɔʒɲak
woźniak	wɔʐɲak
woźniakiewicz	vɔʑɲakjɛvitʂ
woźniakowie	vɔʐɲakɔvjɛ
woźniakowski	vɔʐɲakɔfski
woźnica	vɔʑɲitsa
woźnica	vˈoʒɲitsa
woźniczak	vɔʑɲitʂak
woźniczanka	vɔʑɲitʂankɒ
woźniel	vɔʑɲɛl
woźniewicz	vɔʑɲɛvitʂ
woźniki	voʒɲiki
woźny	vɔʑnɨ
woźny	wɔʑn
wożenie	vɔʐɛɲɛ
wożono	vɔʐɔnɔ
wożony	vɔʐɔnɨ
wożą	vɔʐɔw̃
wożąc	vɔʐɔnts
wożący	vɔʐɔntsɨ
wożę	vɔʐa
wożę	vɔʐɛ
wpada	spada
wpadamy	spadamɨ
wpadanie	fpadaɲɛ
wpadać	fpadatɕ
wpadała	fpadawa
wpadce	fpatsɛ
wpadka	fpatka
wpadlibyśmy	wɨpadlibɨɕmɨ
wpadniecie	fpadɲɛtɕɛ
wpadnij	fpadɲi
wpadnięto	fpadɲjɛnto
wpadł	fpadw
wpadłem	fpadwɛm
wpadłem	padwɛm
wpajanego	fpaːjɛnɛgɔ
wpajać	fpajatɕ
wpajała	fpajɐɫɒ
wparcie	fpartɕɛ
wparli	fparli
wparty	fpartɨ
wpatrywać	fpatrɨvatɕ
wpatrzyć	fpatʂɨtɕ
wpaść	fpaɕtɕ
wpełzać	fpɛwzatɕ
wpełznąć	fpɛwznɔɲtɕ
wpieniać	fpjɛɲatɕ
wpienić	fpjɛɲitɕ
wpieprzanie	fpjɛpʂaɲɛ
wpieprzać	fpjɛpʂatɕ
wpieprzenie	fpjɛpʂɛɲɛ
wpieprzyć	fpjɛpʂɨtɕ
wpierania	fspjɛraɲa
wpieranie	fpjɛraɲɛ
wpierać	fpjɛratɕ
wpierać	spjɛratɕ
wpierdalanie	fpjɛrdalaɲɛ
wpierdalać	fpjɛrdalatɕ
wpierdol	fpjɛrdɔl
wpierdolenie	fpjɛrdɔlɛɲɛ
wpierdolić	fpjɛrdɔlitɕ
wpierdolić	wɨpjɛrdɔlitɕ
wpierw	fpjɛrf
wpinać	fpinatɕ
wpis	fpis
wpisać	fpisatɕ
wpisowe	fpisɔvɛ
wpisujemy	fpjsujemɨ
wpisywać	fpisɨvatɕ
wpisz	fpiʂ
wpiszcie	wpiʂtɕe
wpiszmy	fpjɛʂmɨ
wpiszę	fpjszɔ
wpiąć	fpjɔɲtɕ
wpiąć	fpjɔ̃tɕ
wplata	fplata
wplatać	fplatatɕ
wplatać	splatatɕ
wpleść	fplɛɕtɕ
wplątanie	fplɔntaɲɛ
wplątać	fplɔntatɕ
wplątywać	fplɔntɨvatɕ
wplątywać	plɔntɨvatɕ
wpoi	fpɔi
wpoić	fpɔitɕ
wpoją	fpɔjɔw̃
wpoję	fpɔjɛ
wpompowali	fpɔmpɔvˈaːli
wprawa	fprava
wprawa	sprava
wprawdzie	fpravdʑɛ
wprawianie	fpravjaɲɛ
wprawiać	fpravjatɕ
wprawiać	pravjatɕ
wprawie	fpravjɛ
wprawienie	fpravjɛɲɛ
wprawiony	fpravjɔnɨ
wprawić	fpravitɕ
wprawić	spravitɕ
wprawię	fpravjɛ
wprawka	fprafka
wprawność	fpravnɔɕtɕ
wprawny	fpravnɨ
wprawny	pravnɨ
wprawy	spravɨ
wprost	fprɔst
wprowadzanie	sprɔvadzaɲɛ
wprowadzany	fprɔadzanɨ
wprowadzać	fprɔvadzatɕ
wprowadzeni	wprɔvatsaɲi
wprowadzenie	fprɔvadzɛɲɛ
wprowadzenie	prɔvadzɛɲɛ
wprowadzić	fprɔvadʑitɕ
wprowadzona	sprɔwadzɔna
wprowadzone	fprɔwadzɔnɨ
wprowadź	fprɔvatɕ
wprzód	fpʂut
wprząść	fpʂɔɲɕtɕ
wprzęgnięcie	fpʂɛmkɲɛɲtɕɛ
wprzęgnięty	fpʂɛmgniamtɨ
wprzęgnąć	pʂɛw̃gnɔɲtɕ
wpuszczać	fpuʂtʂatɕ
wpuszczę	spwʂtʂɛ
wpuści	fpuɕtɕi
wpuścisz	fbwɕtɕiʂ
wpuść	fpuɕtɕ
wpychanie	fpɨxaɲɛ
wpychać	fpɨxatɕ
wpój	fpuj
wpół	fpuw
wpół	fpˈoɭ
wpółżywy	fpuwʐɨvɨ
wpędzić	fpɛɲdʑitɕ
wpłacać	fpwatsatɕ
wpłaci	fpwatɕi
wpłacie	fpwatɕɛ
wpłat	fpwat
wpłata	fpwata
wpłatach	fpwatax
wpłatami	fpwatami
wpłato	fpwatɔ
wpłatom	fpwatɔm
wpłaty	fpwatɨ
wpłatą	fpwatɔw̃
wpłatę	fpwatɛ
wpław	fpwaf
wpłać	fpwat
wpłynąć	fpwɨnɔɲtɕ
wpłynąć	fwajnɔɲtɕ
wpłynęło	fpɫɨnɛwɔ
wpływ	fpwɨf
wpływa	fpwɨva
wpływacie	fpwɨvatɕɛ
wpływaj	fpwɨvaj
wpływajcie	fpwɨvajtɕɛ
wpływajmy	fpwɨvajmɨ
wpływają	fpwɨvajɔw̃
wpływając	fpwɨvajɔnts
wpływająca	fpwɨvajɔntsa
wpływające	fpwɨvajɔntsɛ
wpływające	fwɨvajɔw̃tsɛ
wpływającego	fpwɨvajɔntsɛgɔ
wpływającej	fpwɨvajɔntsɛj
wpływającemu	fpwɨvajɔntsɛmu
wpływający	fpwɨvajɔntsɨ
wpływających	fpwɨvajɔntsɨx
wpływającym	fpwɨvajɔntsɨm
wpływającymi	fpwɨvajɔntsɨmi
wpływającą	fpwɨvajɔntsɔw̃
wpływali	fpwɨvali
wpływaliby	fpwɨvalibɨ
wpływalibyście	fpwɨvalibɨɕtɕɛ
wpływalibyśmy	fpwɨvalibɨɕmɨ
wpływaliście	fpwɨvaliɕtɕɛ
wpływaliśmy	fpwɨvaliɕmɨ
wpływam	fpwɨvam
wpływamy	fpwɨvamɨ
wpływania	fpwɨvaɲa
wpływanie	fpwɨvaɲɛ
wpływaniem	fpwɨvaɲɛm
wpływaniu	fpwɨvaɲu
wpływano	fpwɨvanɔ
wpływasz	fpwɨvaʂ
wpływać	fpwɨvatɕ
wpływał	fpwɨvaw
wpływała	fpwɨvawa
wpływałaby	fpwɨvawabɨ
wpływałabym	fpwɨvawabɨm
wpływałabyś	fpwɨvawabɨɕ
wpływałam	fpwɨvawam
wpływałaś	fpwɨvawaɕ
wpływałby	fpwɨvawbɨ
wpływałbym	fpwɨvawbɨm
wpływałbyś	fpwɨvawbɨɕ
wpływałem	fpwɨvawɛm
wpływałeś	fpwɨvawɛɕ
wpływało	fpwɨvawɔ
wpływałoby	fpwɨvawɔbɨ
wpływały	fpwɨvawɨ
wpływałyby	fpwɨvawɨbɨ
wpływałybyście	fpwɨvawɨbɨɕtɕɛ
wpływałybyśmy	fpwɨvawɨbɨɕmɨ
wpływałyście	fpwɨvawɨɕtɕɛ
wpływałyśmy	fpwɨvawɨɕmɨ
wpływowy	fpwɨvɔvɨ
wrabianie	vrabjaɲɛ
wrabiać	vrabjatɕ
wraca	vratsa
wracacie	vratsatɕɛ
wracaj	vratsaj
wracajcie	vratsajtɕɛ
wracajmy	vratsajmɨ
wracają	vratsajɔw̃
wracając	vratsajɔnts
wracająca	vratsajɔntsa
wracające	vratsajɔntsɛ
wracający	vratsajɔntsɨ
wracali	vratsali
wracaliby	vratsalibɨ
wracalibyście	vratsalibɨɕtɕɛ
wracalibyśmy	vratsalibɨɕmɨ
wracaliście	vratsaliɕtɕɛ
wracaliśmy	vratsaliɕmɨ
wracam	vratsam
wracamy	vratsamɨ
wracanie	vratsaɲɛ
wracasz	vratsas
wracasz	vratsaʂ
wracać	vratsatɕ
wracać	vrɒtsatɕ
wracał	vratsaw
wracał	zrɒtsaw
wracała	vratsawa
wracałaby	vratsawabɨ
wracałabym	vratsawabɨm
wracałabyś	vratsawabɨɕ
wracałam	vratsawam
wracałaś	vratsawaɕ
wracałby	vratsawbɨ
wracałbym	vratsawbɨm
wracałbyś	vratsawbɨɕ
wracałem	vratsawɛm
wracałeś	vratsawɛɕ
wracało	vratsawɔ
wracałoby	vratsawɔbɨ
wracały	vratsawɨ
wracały	wrɔtsawɨ
wracałyby	vratsawɨbɨ
wracałybyście	vratsawɨbɨɕtɕɛ
wracałybyśmy	vratsawɨbɨɕmɨ
wracałyście	vratsawɨɕtɕɛ
wracałyśmy	frɨtsawɨɕmɨ
wracałyśmy	vratsawɨɕmɨ
wradzać	vradzatɕ
wrak	vrak
wrana	vrana
wrap	vrap
wrastać	vrastatɕ
wratysław	vratɨswaf
wraz	vras
wraz	vrɒs
wrazić	vraʑitɕ
wrazić	vraːʒitɕ
wraź	vraɕ
wrażać	vraʐatɕ
wrażda	vraʐda
wrażenie	vraʐɛɲɛ
wrażenie	wraʐɛɲe
wrażeniem	vraʐɛɲɛm
wrażeń	vraʐɛɲ
wrażliwość	fraʐlimɔɕtɕ
wrażliwość	vraʐlivɔɕtɕ
wrażliwszego	vraʐlifʂɛgɔ
wrażliwszy	vraʐlifʂɨ
wrażliwy	vraʐlivɨ
wraży	vraʐɨ
wre	vrɛ
wredna	vrɛdna
wredne	vrɛdnɛ
wrednego	vrɛdnɛgɔ
wrednej	vrɛdnɛj
wrednemu	vrɛdnɛmu
wredni	vrɛdɲi
wredniejszego	vrɛdɲɛjʂɛgɔ
wredniejszy	frɛtnʲejʂɨ
wredniejszy	vrɛdɲɛjʂɨ
wredny	vrɛdnɨ
wrednych	vrɛdnɨx
wrednym	vrɛdnɨm
wrednymi	vrɛdnɨmi
wredną	vrɛdnɔw̃
wredota	vrɛdɔta
wrembel	vrɛmbɛl
wreszcie	vrɛʂtɕɛ
wreszcie	wrɛʂtɕa
wrobienie	vrɔbjɛɲɛ
wrobić	vrɔbitɕ
wrocław	prɔtsɫɒv
wrocław	vrɔtswaf
wrocław	vrɔtswɒv
wrocław	vrɔtsɫav
wrocław	vrɔtsɫɑf
wrocław	vrɔtsʎav
wrocław	vrɔtɫɐv
wrocław	vrˈɔtsʃav
wrocław	wrɔtswap
wrocław	wrɔtwap
wrocławscy	vrɔtswafstsɨ
wrocławska	vrɔtswafska
wrocławski	vrɔtswafski
wrocławskich	vrɔtswafskix
wrocławskie	vrɔtswafskjɛ
wrocławskiego	vrɔtswafskjɛgɔ
wrocławskiej	vrɔtswafskjɛj
wrocławskiemu	vrɔtswafskjɛmu
wrocławskim	vrɔtswafskim
wrocławskimi	vrɔtswafskimi
wrocławską	vrɔtswafskɔw̃
wrodzić	vrɔdʑitɕ
wrodzoność	vrɔdzɔnɔɕtɕ
wrodzony	vrɔdzɔnɨ
wrodzy	frɔdzɛ
wrodzy	vrɔdzɨ
wrodzy	vrˈotzi
wroga	vrɔga
wrogi	vrɔgi
wrogich	vrɔgix
wrogie	vrɔgjɛ
wrogiego	vrɔgjɛgɔ
wrogiej	vrɔgjɛj
wrogiem	fˈroːgjˈæm
wrogiem	vrɔgjɛm
wrogiemu	vrɔgjɛmu
wrogim	vrɔgim
wrogimi	vrɔgimi
wrogo	vrɔgɔ
wrogom	vrɔgɔm
wrogości	frɔgɔɕtɕi
wrogość	vrɔgɔɕtɕ
wrogu	vrɔgu
wrogów	vrɔguf
wrogą	vrɔgɔw̃
wrombel	vrɔmbɛl
wron	vrɔn
wrona	fɯrɔna
wrona	vrɔna
wronach	vrɔnax
wronami	vrɔnami
wrone	vrɔnɛ
wronecki	prɔnɛtski
wronego	vrɔnɛgɔ
wronej	vrɔnɛj
wronemu	vrɔnɛmu
wroni	vrɔɲi
wronia	vrɔɲa
wronich	vrɔɲix
wronie	vrɔɲɛ
wroniec	vrɔɲɛts
wroniego	vrɔɲɛgɔ
wroniemu	vrɔɲɛmu
wroniewicz	vrɔɲɛvitʂ
wronim	vrɔɲim
wronimi	vrɔɲimi
wronisz	vrɔɲiʂ
wroniszewski	brɔɲiʂɛvzki
wronią	vrɔɲɔw̃
wronię	vrɔɲɛ
wronka	vrɔnkɔ
wrono	vrɔnɔ
wronom	vrɔnɔm
wronowicz	vrɔnɔvitʂ
wrony	vrɔnɨ
wronych	vrɔnɨx
wronym	vrɔnɨm
wronymi	vrɔnɨmi
wroną	vrɔnɔw̃
wronę	vrɔnɛ
wrosnąć	vrɔsnɔɲtɕ
wrostek	vrɔstɛk
wrota	vrɔta
wrotach	vrɔtax
wrotami	vrɔtami
wrotek	vrɔtɛk
wrotka	vrɔtka
wrotkarstwo	vrɔtkarstfɔ
wrotkarz	vrɔtkas
wrotniak	vrɔtɲak
wrotny	vrɔtnɨ
wrotnów	vrˈɔtnˈuːf
wrotom	vrɔtɔm
wrotoń	vrɔtɔɲ
wrotycz	frɔtɨtʂ
wrotycz	vrɔtɨtʂ
wrończyk	rɔɲtʂɨk
wrończyk	vrɔɲtʂɨk
wrubel	vrubɛl
wruk	vruk
wruszczak	vruʂtʂak
wrutniak	vrutɲak
wryk	vrɨk
wryć	vrɨtɕ
wrzal	vʐal
wrzalik	vʐalik
wrzask	vʐask
wrzask	wʐas
wrzasnąć	vʐasnɔɲtɕ
wrzaszcz	vʐaʂtʂ
wrzaszczyk	vʐaʂtʂɨk
wrzawa	vʐava
wrzawa	vʒava
wrzawie	vʐavjɛ
wrzał	vʐaw
wrzała	vʐawa
wrzało	vʐawɔ
wrzały	vʐawɨ
wrze	vʐɛ
wrzecion	vʐɛtɕɔn
wrzeciona	fʐɛtɕɔw̃a
wrzeciono	vʐɛtɕɔnɔ
wrzecionowaty	vʐɛtɕɔnɔvatɨ
wrzecionowy	vʐɛtɕɔnɔvɨ
wrzeciądz	vʐɛtɕɔnts
wrzedzić	vʐɛdʑitɕ
wrzeli	vʐɛli
wrzelów	fʐɛlu
wrzenie	vʐɛɲɛ
wrzep	vʐɛp
wrzesień	vʐɛɕɛɲ
wrzesiński	vʐɛɕiɲski
wrzeszcz	vʐɛʂtʂ
wrzeszcz	ʐɛʂtʂ
wrzeszczeć	fʐɛʂtʂatsʲ
wrzeszczeć	vʐɛʂtʂɛtɕ
wrzeć	vʐɛtɕ
wrzeć	ʐɛtɕ
wrześni	vʐɛɕɲi
września	vʐɛɕɲa
wrześniach	vʐɛɕɲax
wrześniak	vʐɛɕɲak
wrześniami	vʐɛɕɲami
wrześnianin	vʐɛɕɲaɲin
wrześnianka	vʐɛɕɲaŋka
wrześnica	vʐɛʑɲitsa
wrześnie	vʐɛɕɲɛ
wrześniem	vʐɛɕɲɛm
wrześniewski	fʐɛɕɲɛvzk
wrześniewski	vʐɛɕɲɛfski
wrześniom	vʐɛɕɲɔm
wrześniowi	vʐɛɕɲɔvi
wrześniowy	vʐɛɕɲɔvɨ
wrześniu	uʂɛɕɲu
wrześniu	vʐɛɕɲu
wrześniów	vʐɛɕɲuf
wrzochal	vʐɔxal
wrzochol	vʐɔxɔl
wrzodak	vʐɔdak
wrzodek	vʐɔdɛk
wrzodowy	wzɔdɔvɨ
wrzodzieć	vʐɔdʑɛtɕ
wrzodzik	vʐɔdʑik
wrzos	vʐɔs
wrzosek	vʐɔsɛk
wrzosiec	wʐoɕɛts
wrzoskiewicz	vʐɔskjɛvitʂ
wrzosok	vʐɔsɔk
wrzosowiec	vʐɔsɔvjɛts
wrzosowisko	vʐɔsɔviskɔ
wrzosowy	wʐosɔvɨ
wrzoszczyk	vʐɔʂtʂɨk
wrzoł	vʐɔw
wrzołek	vʐɔwɛk
wrzucać	vʐutsatɕ
wrzucić	vʐutɕitɕ
wrzuciła	wʐɔtɕwa
wrzuszczak	vʐuʂtʂak
wrzut	vʐut
wrzutka	vʐutka
wrzutnia	vʒutɲa
wrzuć	vʐutɕ
wrzyciel	vʐɨtɕɛl
wrzyj	vʐɨj
wrzyszcz	vʐɨʂtʂ
wrzód	vʐut
wrzą	vʐɔw̃
wrzący	vʐɔntsɨ
wrzątek	vʐɔntɛk
wrzątek	wʐɔntak
wrzę	vʐɛ
wrzępia	wʐɛmpja
wrób	vrup
wróbel	fruˈbɛl
wróbel	grubɛl
wróbel	vrubɛl
wróbelek	vrubɛlɛk
wróbla	vrubla
wróblach	vrublax
wróblami	vrublami
wróble	vrublɛ
wróblego	vrublɛgɔ
wróblej	vrublɛj
wróblem	vrublɛm
wróblemu	vrublɛmu
wróblewicz	vrublɛvitʂ
wróblewska	vrublɛfska
wróblewski	vrublɛfski
wróblewski	wrblɛfski
wróbli	vrubli
wróblica	vrublitsa
wróblich	vrublix
wróbliczka	vrublitʂka
wróblik	vrublik
wróblim	vrublim
wróblimi	vrublimi
wróblom	vrublɔm
wróblowi	vrublɔvi
wróblu	vrublu
wróblą	vrublɔw̃
wrócenie	vrutsɛɲɛ
wróci	vrutɕi
wrócili	vrukɨli
wrócili	vrutɕili
wrócimy	vrutɕimɨ
wrócić	vrutɕitɕ
wrócić	wrutɕitɕ
wrócił	vrutɕiw
wróciła	vrutɕiwa
wróciłam	vrutɕiwam
wróciłam	wrotsiɫam
wróciłem	vrutɕiwɛm
wróciły	vrutsʲiɫa
wrócą	vrutsɔw̃
wrócę	vrutsɐ
wrócę	vrutsɛ
wróg	ruk
wróg	vruk
wrót	vrut
wrótniak	vrutɲak
wrótny	vrutnɨ
wróć	vrutɕ
wróć	vrˈutʃ
wróćcie	wrutɕtɕe
wróż	vruʂ
wróża	vruʐa
wróżba	vruʐba
wróżba	vrɔʐba
wróżbiarz	vruʐbjaʂ
wróżbita	vruʐbita
wróżbitka	vruʐbitka
wróżby	vruːʒbɨ
wróżce	vruʂtsɛ
wróżda	vruʐda
wróże	vruʐɛ
wróżebny	vruʐɛbnɨ
wróżek	vruʐɛk
wróżem	vruʐɛm
wróżenie	vruʐɛɲɛ
wróżka	vruʂka
wróżkach	vruʂkax
wróżkami	vruʂkami
wróżki	vruʂki
wróżko	vruʂkɔ
wróżkom	vruʂkɔm
wróżką	vruʂkɔw̃
wróżkę	vruʂkɛ
wróżu	vruʐu
wróży	vruʐɨ
wróży	wruʐɛ
wróżyć	vruʐɨtɕ
wróżył	vroʐɨw
wróżą	vruʐɔw̃
wróżę	vruʐɛ
wrą	vrɔw̃
wrąb	vrɔmp
wrąbanie	vrɔmbaɲɛ
wrąbel	vrɔmbɛl
wrąc	vrɔnts
wrąca	vrɔntsa
wrące	vrɔntsɛ
wrący	vrɔntsɨ
wrącą	vrɔntsɔw̃
wrę	vrɛ
wrębel	vrɛmbɛl
wrębiak	vrɛmbjak
wręczanie	vrɛntʂaɲɛ
wręczać	vrɛntʂatɕ
wręczać	wrɛntʂatɕ
wręczyć	vrɛntʂɨtɕ
wręg	vrɛŋk
wręga	vrɛŋga
wrężel	vrɛw̃ʐɛl
wsad	fsat
wsadowy	fisadɔvɨ
wsadowy	fsadɔvɨ
wsadzaniiu	fsadzaɲu
wsadzaniu	sadzaɲu
wsadzać	fsadzatɕ
wsadzić	fsadʑit
wsadzić	fsadʑitɕ
wschodach	fsxɔdax
wschodami	fsxɔdami
wschodem	fsxɔdɛm
wschodni	fsxɔdɲi
wschodnia	fsxɔdɲa
wschodnich	fsxɔdɲix
wschodnie	fsxɔdɲɛ
wschodniego	fsxɔdɲɛgɔ
wschodniej	fsxɔdɲɛj
wschodniej	sxɔdɲɛj
wschodniemu	fsxɔdɲɛmu
wschodnim	fsxɔdɲim
wschodnimi	fsxɔdɲimi
wschodnioafrykańscy	fsxɔdɲɔafrɨkaɲstsɨ
wschodnioafrykańska	fsxɔdɲɔafrɨkaɲska
wschodnioafrykański	fsxɔdɲɔafrɨkaɲski
wschodnioafrykański	fsxɔdɲɔfafrɨkaɲski
wschodnioafrykańskich	fsxɔdɲɔafrɨkaɲskix
wschodnioafrykańskie	fsxɔdɲɔafrɨkaɲskjɛ
wschodnioafrykańskiego	fsxɔdɲɔafrɨkaɲskjɛgɔ
