'anar'	anaɾ
mucocutáneo	mukokut̪aneo
mucopolisacárido	mukopolisakaɾið̞o
mucormicosi	mˈˈukoɾmˈiːkˈosi
mucormicosis	mukoɾmikosis
mucosa	mukosa
mucosidad	mukosið̞að̞
mucositat	mokosit̪at̪
mucoso	mukoso
mucoviscidosis	mukoβ̞isθið̞osis
mucuteno	mukut̪eno
mucílago	muθilaɣ̞o
muda	muð̞a
mudable	muð̞aβ̞le
mudada	muð̞að̞a
mudadas	muð̞að̞as
mudado	muð̞að̞o
mudados	muð̞að̞os
mudamos	muð̞amos
mudando	muð̞ãn̪d̪o
mudar	muð̞aɾ
mudara	muð̞aɾa
mudella	moð̞ella
mudemos	muð̞emos
mudesa	uð̞esa
mudez	muð̞eθ
mudito	muð̞it̪o
mudo	muð̞o
mudéjar	muð̞exaɾ
mueblaje	mweβ̞laxe
mueble	mweβ̞le
mueblista	mweβ̞list̪a
mueca	mweka
muecín	mweθĩn
muela	mwela
muelas	mwelas
muelle	mweʝe
muellecillo	mweʝeθiʝo
muera	mweɾa
muerdealmohadas	mweɾð̞ealmoað̞as
muermo	mweɾmo
muerte	mweɾt̪e
muertea	mweɾt̪ea
muerteaba	mweɾt̪eaβ̞a
muerteabais	mweɾt̪eaβ̞ai̯s
muerteaban	mweɾt̪eaβ̞ãn
muerteabas	mweɾt̪eaβ̞as
muertead	mweɾt̪eað̞
muerteada	mweɾt̪eað̞a
muerteadas	mweɾt̪eað̞as
muerteado	mweɾt̪eað̞o
muerteados	mweɾt̪eað̞os
muerteamos	mweɾt̪eamos
muertean	mweɾt̪eãn
muerteando	mweɾt̪eãn̪d̪o
muertear	mweɾt̪eaɾ
muerteara	mweɾt̪eaɾa
muertearais	mweɾt̪eaɾai̯s
muertearan	mweɾt̪eaɾãn
muertearas	mweɾt̪eaɾas
muerteare	mweɾt̪eaɾe
muerteareis	mweɾt̪eaɾei̯s
muertearemos	mweɾt̪eaɾemos
muertearen	mweɾt̪eaɾẽn
muerteares	mweɾt̪eaɾes
muertearon	mweɾt̪eaɾõn
muerteará	mweɾt̪eaɾa
muertearán	mweɾt̪eaɾãn
muertearás	mweɾt̪eaɾas
muertearé	mweɾt̪eaɾe
muertearía	mweɾt̪eaɾia
muertearíais	mweɾt̪eaɾiai̯s
muertearíamos	mweɾt̪eaɾiamos
muertearían	mweɾt̪eaɾiãn
muertearías	mweɾt̪eaɾias
muerteas	mweɾt̪eas
muertease	mweɾt̪ease
muerteaseis	mweɾt̪easei̯s
muerteasen	mweɾt̪easẽn
muerteases	mweɾt̪eases
muerteaste	mweɾt̪east̪e
muerteasteis	mweɾt̪east̪ei̯s
muertecillo	mweɾt̪eθiʝo
muertecito	mweɾt̪eθit̪o
muertee	mweɾt̪ee
muerteemos	mweɾt̪eemos
muerteen	mweɾt̪eẽn
muertees	mweɾt̪ees
muerteo	mweɾt̪eo
muerteá	mweɾt̪ea
muerteábamos	mweɾt̪eaβ̞amos
muerteáis	mweɾt̪eai̯s
muerteáramos	mweɾt̪eaɾamos
muerteáremos	mweɾt̪eaɾemos
muerteás	mweɾt̪eas
muerteásemos	mweɾt̪easemos
muerteé	mweɾt̪ee
muerteéis	mweɾt̪eei̯s
muerteés	mweɾt̪ees
muerteó	mweɾt̪eo
muertita	mweɾt̪it̪a
muertitas	mweɾt̪it̪as
muertito	mweɾt̪it̪o
muertitos	mweɾt̪it̪os
muerto	mweɾt̪o
muertos	mweɾt̪os
muesli	mwesli
mueso	mweso
muestra	mwest̪ɾa
muestrario	mwest̪ɾaɾjo
muestras	mwest̪ɾas
muestreada	mwest̪ɾeað̞a
muestreadas	mwest̪ɾeað̞as
muestreador	mwest̪ɾeað̞oɾ
muestreados	mwest̪ɾeað̞os
muestrear	mwest̪ɾeaɾ
muestro	mwest̪ɾo
muete	mwet̪e
mueva	mweβ̞a
muevo	mweβ̞o
mufa	mufa
mufló	muvlˈa
muftí	muft̪i
muga	muga
muga	muɣ̞a
mugar	muɣ̞aɾ
mugida	muxið̞a
mugidas	muxið̞as
mugido	muxið̞o
mugidos	muxið̞os
mugir	muxiɾ
mugor	muɣ̞oɾ
mugre	muɣ̞ɾe
mugrienta	muɣ̞ɾjẽn̪t̪a
mugrientas	muɣ̞ɾjẽn̪t̪as
mugriento	muɣ̞ɾjẽn̪t̪o
mugrientos	muɣ̞ɾjẽn̪t̪os
mugrosa	muɣ̞ɾosa
mugrosas	muɣ̞ɾosas
mugroso	muɣ̞ɾoso
mugrosos	muɣ̞ɾosos
muicle	mwikle
muja	muxa
mujamos	muxamos
mujer	muxeɾ
mujercita	muxeɾθit̪a
mujeril	muxeɾil
mujerona	muxeɾona
mujeronas	muxeɾonas
mujerío	muxeɾio
mujerón	muxeɾõn
mujica	muxika
mul	mul
mula	mula
mulada	mulað̞a
muladas	mulað̞as
muladí	mulað̞i
mular	mulaɾ
mulata	mulat̪a
mulatas	mulat̪as
mulater	mulat̪e
mulato	mulat̪o
mulcedinoso	mul̟θeð̞inoso
mulcer	mul̟θeɾ
mulchén	mulʲtʃẽn
mulcédine	mul̟θeð̞ine
mulero	muleɾo
mules	mules
muleta	mulet̪a
muletazo	mulet̪aθo
muletazos	mulet̪aθos
muleteada	mulet̪eað̞a
muleteadas	mulet̪eað̞as
muleteados	mulet̪eað̞os
muletilla	mulet̪iʝa
muleto	mulet̪o
mulger	mulxeɾ
mulhacén	mulaθẽn
mulillera	muliʝeɾa
mulillero	muliʝeɾo
mulita	mulit̪a
mullabilitat	moʝaβ̞ilit̪at̪
mullader	mwˌʝaðˈeɾ
mullant	mwʝan
mullat	moʝat̪
mullen	muʝen
mullena	mʊʝeŋa
muller	moʝeɾ
muller	mulʝeɾ
muller	muʝeɾ
mullera	mʝeɾa
mullida	muʝið̞a
mullidas	muʝið̞as
mullido	muʝið̞o
mullidos	muʝið̞os
mullinet	moʝinet̪
mullir	muʝiɾ
mulo	mulo
multa	mul̪t̪a
multada	mul̪t̪að̞a
multadas	mul̪t̪að̞as
multado	mul̪t̪að̞o
multados	mul̪t̪að̞os
multamos	mul̪t̪amos
multando	mul̪t̪ãn̪d̪o
multar	mul̪t̪aɾ
multara	mul̪t̪aɾa
multaras	mul̪t̪aɾas
multare	mul̪t̪aɾe
multareis	mul̪t̪aɾei̯s
multaremos	mul̪t̪aɾemos
multares	mul̪t̪aɾes
multará	mul̪t̪aɾa
multarás	mul̪t̪aɾas
multaríamos	mul̪t̪aɾiamos
multas	mul̪t̪as
multaste	mul̪t̪ast̪e
multe	mul̪t̪e
multemos	mul̪t̪emos
multes	mul̪t̪es
multi	mul̪t̪i
multiactor	mul̪t̪jaɣ̞t̪oɾ
multiaventura	mul̪t̪jaβ̞ẽn̪t̪uɾa
multibuc	multibˈuk
multicapas	mul̪t̪ikapas
multicolinealidad	mul̪t̪ikolinealið̞að̞
multicolor	mul̪t̪ikoloɾ
multicolores	mul̪t̪ikoloɾes
multiconfesional	mul̪t̪ikõɱfesjonal
multicontinentals	multikont̪inẽn̪t̪als
multicultural	mul̪t̪ikul̪t̪uɾal
multiculturales	mul̪t̪ikul̪t̪uɾales
multiculturalidad	mul̪t̪ikul̪t̪uɾalið̞að̞
multiculturalismo	mul̪t̪ikul̪t̪uɾalizmo
multicéntrica	mul̪t̪iθẽn̪t̪ɾika
multicéntricas	mul̪t̪iθẽn̪t̪ɾikas
multicéntrico	mul̪t̪iθẽn̪t̪ɾiko
multicéntricos	mul̪t̪iθẽn̪t̪ɾikos
multidifusión	mul̪t̪ið̞ifusjõn
multidimensional	mul̪t̪ið̞imẽnsjonal
multidimensionales	mul̪t̪ið̞imẽnsjonales
multidispositivo	mul̪t̪ið̞isposit̪iβ̞o
multieje	mul̪t̪jexe
multiempleo	mul̪t̪jẽmpleo
multiescala	mul̪t̪jeskala
multiespacio	mul̪t̪jespaθjo
multiespecialidad	mul̪t̪jespeθjalið̞að̞
multiespectral	mul̪t̪jespeɣ̞t̪ɾal
multifase	mul̪t̪ifase
multifilar	multifilˈaɾ
multiformato	mul̪t̪ifoɾmat̪o
multifrecuencia	mul̪t̪ifɾekwẽn̟θja
multifuncional	mul̪t̪ifũn̟θjonal
multifuncionalidad	mul̪t̪ifũn̟θjonalið̞að̞
multifunció	mult̪ifunkio
multihomicida	mul̪t̪jomiθið̞a
multijugador	mul̪t̪ixuɣ̞að̞oɾ
multijugadora	mul̪t̪ixuɣ̞að̞oɾa
multijugadoras	mul̪t̪ixuɣ̞að̞oɾas
multijugadores	mul̪t̪ixuɣ̞að̞oɾes
multilateral	mul̪t̪ilat̪eɾal
multilenguaje	mul̪t̪ilẽŋgwaxe
multilingüe	mul̪t̪ilĩŋgwe
multilingüismo	mul̪t̪ilĩŋgwizmo
multimedia	mul̪t̪imeð̞ja
multimodal	mul̪t̪imoð̞al
multimèdia	mul̪t̪imð̞ja
multinacional	mul̪t̪inaθjonal
multineuritis	mult̪imauɾit̪is
multinstrumentista	mul̪t̪ĩnst̪ɾumẽn̪t̪ist̪a
multinúcleo	mul̪t̪inukleo
multipantalla	mul̪t̪ipãn̪t̪aʝa
multipartito	mul̪t̪ipaɾt̪it̪o
multipista	multipist̪a
multiplexar	mul̪t̪ipleɣ̞saɾ
multiplexatge	multipleɣ̞sat̪ɣ̞e
multiplexión	mul̪t̪ipleɣ̞sjõn
multiplicació	mult̪jplikakio
multiplicación	mul̪t̪iplikaθjõn
multiplicada	mul̪t̪iplikað̞a
multiplicadas	mul̪t̪iplikað̞as
multiplicado	mul̪t̪iplikað̞o
multiplicador	mul̪t̪iplikað̞oɾ
multiplicados	mul̪t̪iplikað̞os
multiplicamos	mul̪t̪iplikamos
multiplicando	mul̪t̪iplikãn̪d̪o
multiplicar	mul̪t̪iplikaɾ
multiplicatiu	multiplikat̪jw
multiplicativa	mul̪t̪iplikat̪iβ̞a
multiplicidad	mul̪t̪ipliθið̞að̞
multipotente	mul̪t̪ipot̪ẽn̪t̪e
multiprogramación	mul̪t̪ipɾoɣ̞ɾamaθjõn
multiproteico	mul̪t̪ipɾot̪ei̯ko
multiradiat	mult̪ireð̞iat̪
multirregional	mul̪t̪irexjonal
multisectorial	mult̪jssekt̪oɾjal
multisecular	mul̪t̪isekulaɾ
multiservicios	mul̪t̪iseɾβ̞iθjos
multisápida	mul̪t̪isapið̞a
multitareas	mul̪t̪it̪aɾeas
multituberculado	mul̪t̪it̪uβ̞eɾkulað̞o
multitud	mul̪t̪it̪uð̞
multitudinaria	mul̪t̪it̪uð̞inaɾja
multitudinarias	mul̪t̪it̪uð̞inaɾjas
multitudinario	mul̪t̪it̪uð̞inaɾjo
multitudinarios	mul̪t̪it̪uð̞inaɾjos
multiusos	mul̪t̪jusos
multivalente	mul̪t̪iβ̞alẽn̪t̪e
multivariado	mul̪t̪iβ̞aɾjað̞o
multivariante	mul̪t̪iβ̞aɾjãn̪t̪e
multivibrador	multiβ̞jβ̞ɾað̞oɾ
multiválvulas	mul̪t̪iβ̞alβ̞ulas
multo	mul̪t̪o
multáramos	mul̪t̪aɾamos
multímero	mul̪t̪imeɾo
multímetro	mul̪t̪imet̪ɾo
mulá	mula
munayco	munai̯ko
munda	munga
mundana	mũn̪d̪ana
mundanal	mũn̪d̪anal
mundanalidad	mũn̪d̪analið̞að̞
mundanament	munt̪ð̞anamẽn̪t̪
mundanas	mũn̪d̪anas
mundanidad	mũn̪d̪anið̞að̞
mundano	mũn̪d̪ano
mundanos	mũn̪d̪anos
mundatge	munt̪at̪ɣ̞e
mundial	mũn̪d̪jal
mundialista	mũn̪d̪jalist̪a
mundialización	mũn̪d̪jaliθaθjõn
mundialmente	mũn̪d̪jalmẽn̪t̪e
mundillo	mũn̪d̪iʝo
mundina	mõn̪d̪ina
mundo	mũn̪d̪o
mundó	munðo
mungo	mũŋgo
munguía	mũŋgia
municionamiento	muniθjonamjẽn̪t̪o
municionar	muniθjonaɾ
municipal	muniθipal
municipalidad	muniθipalið̞að̞
municipalitzar	muniθipalit̪θaɾ
municipalizar	muniθipaliθaɾ
municipals	muniθipals
municipi	munisipi
municipi	muniθipj
municipio	muniθipjo
munición	muniθjõn
munir	muniɾ
munné	munne
muntadas	munt̪að̞es
muntanyejar	munt̪anʝexa
muntanyenc	munt̪anʝẽn̟θ
muntanyes	munt̪anʝes
muntanyisme	munt̪ãn̪ʝsme
muntanyola	munt̪anʝala
muntanyà	munt̪anʝ
muntanyès	munt̪anʝz
muntanyós	munt̪ãn̪ʝos
muntat	munt̪að̞
muntenia	mũn̪t̪enja
munteria	mõn̪t̪eɾia
muntijol	mult̪ixol
muny	mˈunʒ
muones	muones
muones	mwones
mur	muɾ
mura	muɾa
murada	muɾað̞a
muradas	muɾað̞as
murado	muɾað̞o
murados	muɾað̞os
mural	muɾal
muralisme	moɾalizme
muralismo	muɾalizmo
muralla	muɾaʝa
muramos	muɾamos
murando	muɾãn̪d̪o
murano	muɾano
murar	muɾaɾ
murare	muɾaɾe
murario	muɾaɾjo
muraste	muɾast̪e
murcia	muɾθja
murcianista	muɾθjanist̪a
murciano	muɾθjano
murciégalo	muɾθjeɣ̞alo
murciélaga	muɾθjelaɣ̞a
murciélago	muɾθjelaɣ̞o
mures	muɾes
murete	muɾet̪e
murga	muɾɣ̞a
murgita	muɾxit̪a
murguera	muɾɣ̞eɾa
murgueras	muɾɣ̞eɾas
murguero	muɾɣ̞eɾo
murgueros	muɾɣ̞eɾos
murguista	muɾɣ̞ist̪a
murgón	muɾɣ̞õn
muriac	moɾiak
murillo	muɾiʝo
murina	muɾina
murinas	muɾinas
murino	muɾino
murinos	muɾinos
murió	muɾjo
murla	muɾla
murler	mˌuɾˈlˈe
murmunta	muɾmũn̪t̪a
murmura	muɾmuɾa
murmurada	muɾmuɾað̞a
murmuradas	muɾmuɾað̞as
murmurado	muɾmuɾað̞o
murmurador	muɾmuɾað̞oɾ
murmurados	muɾmuɾað̞os
murmuramos	muɾmuɾamos
murmurando	muɾmuɾãn̪d̪o
murmurar	muɾmuɾaɾ
murmurara	muɾmuɾaɾa
murmuraras	muɾmuɾaɾas
murmurareis	muɾmuɾaɾei̯s
murmuraremos	muɾmuɾaɾemos
murmurares	muɾmuɾaɾes
murmurará	muɾmuɾaɾa
murmurarás	muɾmuɾaɾas
murmuraríamos	muɾmuɾaɾiamos
murmuras	muɾmuɾas
murmuraste	muɾmuɾast̪e
murmure	muɾmuɾe
murmuremos	muɾmuɾemos
murmures	muɾmuɾes
murmurio	muɾmuɾjo
murmuro	muɾmuɾo
murmuráramos	muɾmuɾaɾamos
muro	muɾo
murriada	moɾɾiað̞a
murrieta	murjet̪a
murs	mũɾz
murs	mˈoɾs
murta	moɾt̪a
murtera	moɾt̪eɾa
murtilla	muɾt̪iʝa
mus	mus
musa	musa
musaka	musaka
musaraña	musaɾaɲa
musc	mˈuʃk
muscarina	muskaɾina
muscarínic	muskaɾinik
muscarínico	muskaɾiniko
muscle	muskla
musclera	mˌuskleɾa
musculación	muskulaθjõn
musculando	muskulãn̪d̪o
muscular	muskulaɾ
musculares	muskulaɾes
musculatura	muskulat̪uɾa
musculofrénica	muskulofɾenika
musculofrénicas	muskulofɾenikas
musculofrénico	muskulofɾeniko
musculofrénicos	muskulofɾenikos
musculosa	muskulosa
musculosas	muskulosas
musculoso	muskuloso
musculosos	muskulosos
muselina	muselina
musell	musell
museo	museo
museografía	museoɣ̞ɾafia
museográfica	museoɣ̞ɾafika
museográficas	museoɣ̞ɾafikas
museográfico	museoɣ̞ɾafiko
museográficos	museoɣ̞ɾafikos
museología	museoloxia
muses	muses
museógrafo	museoɣ̞ɾafo
museóloga	museoloɣ̞a
musgo	muzɣ̞o
music	musik
musicadura	musikad̪uɾa
musical	musikal
musical'	musikal
musicalidad	musikalið̞að̞
musicalización	musikaliθaθjõn
musicalizadora	musikaliθað̞oɾa
musicalizar	musikaliθaɾ
musical»	musikal
musicar	musikaɾ
musicograma	musikoɣ̞ɾama
musicología	musikoloxia
musicoterapeuta	musikot̪eɾapeu̯t̪a
musicógrafo	musikoɣ̞ɾafo
musida	musið̞a
musidas	musið̞as
musido	musið̞o
musidos	musið̞os
musique	musike
musiquer	musikeˈ
musiquilla	musikiʝa
musirse	musiɾse
musitada	musit̪að̞a
musitadas	musit̪að̞as
musitado	musit̪að̞o
musitados	musit̪að̞os
musiu	muzˈiu
musivario	musiβ̞aɾjo
muslo	muslo
muso	muso
musquera	moskeɾa
mussaca	musaka
mustafá	must̪afa
mustapha	must̪afa
mustiesa	must̪jasa
mustio	must̪jo
mustélido	must̪elið̞o
musulmán	musulmãn
mut	mut
mut	mut̪
muta	mut̪a
mutabilidad	mut̪aβ̞ilið̞að̞
mutabilitat	mutaβ̞ilit̪at̪
mutable	mut̪aβ̞le
mutablement	mutaβ̞lemẽn̪t̪
mutaciones	mut̪aθjones
mutación	mut̪aθjõn
mutada	mut̪að̞a
mutadas	mut̪að̞as
mutado	mut̪að̞o
mutados	mut̪að̞os
mutagenicidad	mut̪axeniθið̞að̞
mutagénica	mut̪axenika
mutagénicas	mut̪axenikas
mutagénico	mut̪axeniko
mutagénicos	mut̪axenikos
mutar	mut̪aɾ
mutazilita	mut̪azjlit̪a
mute	mut̪e
mutear	mut̪eaɾ
mutilación	mut̪ilaθjõn
mutilada	mut̪ilað̞a
mutiladas	mut̪ilað̞as
mutilado	mut̪ilað̞o
mutilador	mut̪ilað̞oɾ
mutilados	mut̪ilað̞os
mutilamos	mut̪ilamos
mutilando	mut̪ilãn̪d̪o
mutilar	mut̪ilaɾ
mutilándolas	mut̪ilãn̪d̪olas
mutis	mut̪is
mutisme	mot̪isme
mutismo	mut̪izmo
muto	mut̪o
mutua	mut̪wa
mutual	mut̪wal
mutualidad	mut̪walið̞að̞
mutualistes	mut̪wal̟ist̪es
mutualitat	muð̞ualit̪at̪
mutuamente	mut̪wamẽn̪t̪e
mutuaria	mut̪waɾja
mutuario	mut̪waɾjo
mutuas	mut̪was
mutuo	mut̪wo
mutuos	mut̪wos
mutxamel	mut̪ʃamel
muxart	mwʃaɾt̪
muy	mui̯
muy	mwi
muérdago	mweɾð̞aɣ̞o
muérgano	mweɾɣ̞ano
muévelo	mweβ̞elo
muña	muɲa
muñeca	muɲeka
muñeco	muɲeko
muñequera	muɲekeɾa
muñequilla	muɲekiʝa
muñequita	muɲekit̪a
muñequito	muɲekit̪o
muñida	muɲið̞a
muñidas	muɲið̞as
muñido	muɲið̞o
muñidor	muɲið̞oɾ
muñidos	muɲið̞os
muñir	muɲiɾ
muñoz	muɲoθ
muñón	muɲõn
muó	muo
muón	muõn
muón	mwõn
màfia	mafia
màgics	mɣ̞iks
màlaga	malaga
mànic	manik
màniga	mˈaniga
màquina	mˈakina
màrcia	maɾθja
màrius	maɾius
màxima	mɑɣ̞sima
màxims	maɣ̞sjms
máchica	matʃika
mácula	makula
mágica	maxika
mágico	maxiko
málaga	malaɣ̞a
mámame	mamame
mámoa	mamoa
máncer	mãn̟θeɾ
mánchester	mãnʲtʃest̪eɾ
mántrico	mãn̪t̪ɾiko
máquina	makina
márfega	maɾfeɣ̞a
márjen	maɾxẽn
márketin	maɾket̪ĩn
mármol	maɾmol
márquetin	maɾket̪ĩn
márquez	maɾkeθ
márraga	maraɣ̞a
mártaga	maɾt̪aɣ̞a
mártir	maɾt̪iɾ
más	mas
máscara	maskaɾa
máster	mast̪eɾ
mástil	mast̪il
máuser	mau̯seɾ
mávila	maβ̞ila
máxima	maɣ̞sima
máximas	maɣ̞simas
máximo	maɣ̞simo
máximos	maɣ̞simos
mèdics	md̪jks
mèlia	mljˈa
mètode	mt̪oð̞a
médano	með̞ano
médica	með̞ika
médico	með̞iko
médium	með̞jũm
médula	með̞ula
méjico	mexiko
méndez	mẽn̪d̪eθ
mérgulo	meɾɣ̞ulo
mérida	meɾið̞a
mérito	meɾit̪o
més	mez
més	mˈɛs
método	met̪oð̞o
métrica	met̪ɾika
métricamente	met̪ɾikamẽn̪t̪e
métricas	met̪ɾikas
métrico	met̪ɾiko
métricos	met̪ɾikos
méxico	mexiko
mí	mi
mía	mia
mías	mias
míchigan	mitʃiɣ̞ãn
mílio	milio
mílite	milit̪e
mílites	milit̪es
mímica	mimika
mímicas	mimikas
mímico	mimiko
mímicos	mimikos
mínim	minim
mínima	minima
mínimas	minimas
mínimo	minimo
mínimos	minimos
mínimum	minimũm
mío	mio
míos	mios
míriam	miɾjãm
mísero	miseɾo
míssils	missils
míster	mist̪eɾ
mística	mist̪ika
místicas	mist̪ikas
místico	mist̪iko
místicos	mist̪ikos
mítico	mit̪iko
mízcalo	miθkalo
mòbil	mβ̞il
mònaco	monako
mònica	monika
módem	moð̞ẽm
módena	moð̞ena
módico	moð̞iko
módulo	moð̞ulo
món	bon
món	mon
mónaco	monako
mónada	monað̞a
mónadico	monað̞iko
mónago	monaɣ̞o
mónica	monika
món’	mon
móra	noɾa
mórbida	moɾβ̞ið̞a
mórbidamente	moɾβ̞ið̞amẽn̪t̪e
mórbidas	moɾβ̞ið̞as
mórbido	moɾβ̞ið̞o
mórbidos	moɾβ̞ið̞os
mórfico	moɾfiko
móvil	moβ̞il
múgil	muxil
mújol	muxol
múltiple	mul̪t̪iple
múltiples	mult̪jples
múnich	munik
múnich	munitʃ
múnich	munix
múria	mulja
múrice	muɾiθe
múrria	muria
múscul	muskul
múscul	mˈuskul
músculo	muskulo
músculs	muskuls
músculs	muzkuls
músic	musik
música	musika
músico	musiko
mútilo	mut̪ilo
mútua	mut̪ua
mútuament	mut̪wamẽn̪t̪
n'entenen	nant̪ẽn̪en
n'hi	ne
n'oriol	nwɾiwl̟
n'és	nes
na	na
naba	naβ̞a
nabal	maβ̞alo
nabal	naβ̞al
nabiu	maːbiːu
nabiuera	nabjueɾa
nabo	naβ̞o
nabo	nˈabu
naca	naka
nacarada	nakaɾað̞a
nacaradas	nakaɾað̞as
nacarado	nakaɾað̞o
nacarados	nakaɾað̞os
nacas	nakas
nacascolo	nakaskolo
nacatamal	nakat̪amal
nace	naθe
nacedero	naθeð̞eɾo
nacer	naθeɾ
nacho	natʃo
nacida	naθið̞a
nacidas	naθið̞as
nacido	naθið̞o
nacidos	naθið̞os
naciente	naθjẽn̪t̪e
nacimiento	naθimjẽn̪t̪o
nacional	naθjonal
nacionalcatolicisme	naθjonalkat̪likisme
nacionales	naθjonales
nacionalicéis	naθjonaliθei̯s
nacionalidad	naθjonalið̞að̞
nacionalismo	naθjonalizmo
nacionalista	naθjonalist̪a
nacionalistas	naθjonalist̪as
nacionalitzar	naθjonalit̪θa
nacionaliza	naθjonaliθa
nacionalización	naθjonaliθaθjõn
nacionalizada	naθjonaliθað̞a
nacionalizadas	naθjonaliθað̞as
nacionalizado	naθjonaliθað̞o
nacionalizador	naθjonaliθað̞oɾ
nacionalizados	naθjonaliθað̞os
nacionalizamos	naθjonaliθamos
nacionalizando	naθjonaliθãn̪d̪o
nacionalizar	naθjonaliθaɾ
nacionalizara	naθjonaliθaɾa
nacionalizaras	naθjonaliθaɾas
nacionalizareis	naθjonaliθaɾei̯s
nacionalizaremos	naθjonaliθaɾemos
nacionalizares	naθjonaliθaɾes
nacionalizará	naθjonaliθaɾa
nacionalizarás	naθjonaliθaɾas
nacionalizaréis	naθjonaliθaɾei̯s
nacionalizaría	naθjonaliθaɾia
nacionalizaríamos	naθjonaliθaɾiamos
nacionalizarías	naθjonaliθaɾias
nacionalizas	naθjonaliθas
nacionalizaste	naθjonaliθast̪e
nacionalizo	naθjonaliθo
nacionalizáramos	naθjonaliθaɾamos
nacionalsindicalisme	naθjonalsĩn̪d̪ikalisme
nacionalsocialisme	naθjonalsokialisme
nacionalsocialismo	naθjonalsoθjalizmo
nacional’	naθjonal
nacismo	naθizmo
nació	naθjo
nación	naθjõn
naco	nako
nacor	nakoɾ
nacos	nakos
nacra	nˈakɾa
nacrat	nakrat
nacrita	nakɾita
nací	naθi
nada	nað̞a
nadada	navað̞a
nadada	nað̞að̞a
nadadas	nað̞að̞as
nadadera	nað̞að̞eɾa
nadado	nað̞að̞o
nadador	nað̞að̞oɾ
nadadora	nað̞að̞oɾa
nadados	nað̞að̞os
nadal	nað̞al
nadal	neð̞al
nadalenques	naθalẽn̪kes
nadamos	nað̞amos
nadan	nað̞ãn
nadando	nað̞ãn̪d̪o
nadar	nað̞aɾ
nadaren	nað̞aɾẽn
nadería	nað̞eɾia
nadie	nað̞je
nadien	nað̞jẽn
nadillal	nað̞jʝaw
nadir	nað̞iɾ
nadires	nað̞iɾes
nadiu	nað̞iu
nado	nað̞o
nadó	naðˈo
nafcilina	nafθilina
nafra	nafɾa
nafrar	nafɾaɾ
nafta	naft̪a
naftaleno	naft̪aleno
naftalina	naft̪alina
naftero	naft̪eɾo
nagua	naɣ̞wa
nagual	naɣ̞wal
nahual	nawal
nahual	naɣ̞wal
nahualismo	nawalizmo
nahuatlato	nawat̪lat̪o
nahuizalco	nawiθalko
nahulingo	nau̯lĩŋgo
nahum	nãũm
nahúm	naũm
naiden	nai̯ð̞ẽn
naidí	nai̯ð̞i
naif	naif
nailon	nai̯lõn
naipe	nai̯pe
naipes	nai̯pes
nairobi	nai̯ɾoβ̞i
naix	naiɣ̞
naixedura	naiɣ̞sað̞uɾa
najarro	naxaro
najasa	naxasa
naki	naki
nalca	nalka
nalec	naʝk
nalga	nalɣ̞a
nalgada	nalɣ̞að̞a
nalgas	nalɣ̞as
nalgoncito	nalɣ̞õn̟θit̪o
nalguda	nalɣ̞uð̞a
nalgudas	nalɣ̞uð̞as
nalgudo	nalɣ̞uð̞o
nalgudos	nalɣ̞uð̞os
nalgueada	nalɣ̞eað̞a
nalgueadas	nalɣ̞eað̞as
nalgueado	nalɣ̞eað̞o
nalgueados	nalɣ̞eað̞os
nalguita	nalɣ̞it̪a
nalgón	nalɣ̞õn
nalgótica	nalɣ̞ot̪ika
nalidíxico	nalið̞iɣ̞siko
nalmefeno	nalmefeno
naloxona	naloɣ̞sona
nalvarte	nalβ̞aɾt̪e
namasté	namast̪e
namibia	namiβ̞ja
namibias	namiβ̞jas
namibio	namiβ̞jo
namibios	namiβ̞jos
nampulá	nãmpula
nan	nan
nana	nana
nanacate	nanakat̪e
nanas	nanas
nancagua	nãŋkaɣ̞wa
nancagüino	nãŋkaɣ̞wino
nanclares	nãŋklaɾes
nandrolona	nãn̪d̪ɾolona
nanes	nãnes
nanictidópido	naniɣ̞t̪ið̞opið̞o
nano	manu
nano	nano
nanobacteria	nanoβ̞aɣ̞t̪eɾja
nanociencia	nanoθjẽn̟θja
nanoestructurado	nanoest̪ɾuɣ̞t̪uɾað̞o
nanométrico	nanomet̪ɾiko
nanorrobot	nanoroβ̞ot̪
nanos	nanos
nanosatélite	nanosat̪elit̪e
nanoscópica	nanoskopika
nanoscópicas	nanoskopikas
nanoscópico	nanoskopiko
nanoscópicos	nanoskopikos
nansú	nãnsu
nao	nao
naomi	naomi
nap	nap
nap-buf	naβ̞uf
napa	napa
napalm	napalm
napejar	napexˈa
napelo	napelo
napia	napja
napicol	na˩˥ːpjkou̯˨˩
napo	napo
napoleó	napoleo
napoleó	napolio
napoleón	napoleõn
napoleónica	napoleonika
napoleónicas	napoleonikas
napoleónico	napoleoniko
napoleónicos	napoleonikos
napolitana	napolit̪ana
napolitanas	napolit̪anas
napolitano	napolit̪ano
napolitanos	napolit̪anos
napolità	napoˈljt̪
naquera	nakera
nar	naɾ
nara	naɾã
naranja	naɾãŋxa
naranjada	naɾãŋxað̞a
naranjal	naɾãŋxal
naranjilla	naɾãŋxiʝa
naranjita	naɾãŋxit̪a
naranjo	naɾãŋxo
narcisa	naɾθisa
narcisista	naɾθisist̪a
narcisistas	naɾθisist̪as
narciso	naɾθiso
narco	naɾko
narcocorrido	naɾkokorið̞o
narcodólar	naɾkoð̞olaɾ
