a	aː
piws	pɪu̯s
piwïaid	pɪu̯iːai̯d
piwïaid	pɪu̯iːɛd
pla	plaː
pladur	plaːdɪr
pladuriau	pladɨ̞rjai̯
pladuriau	pladɨ̞rjɛ
plaen	plai̯n
plaid	plai̯d
planed	planɛd
planhigion	planhɪɡjɔn
planhigyn	planhiːɡɪn
planhigyn	planhɪɡɪn
plannu	plani
plant	plant
plas	plaːs
plastig	plasdɪɡ
platfform	platfɔrm
platinwm	platɪnʊm
pleidiol	plei̯djɔl
pleidlais	plei̯dlai̯s
pleidleisiau	plei̯dlei̯sjai̯
pleidleisiau	plei̯dlei̯sjɛ
pleidleisiau	plei̯dlei̯ʃai̯
pleidleisiau	plei̯dlei̯ʃɛ
pleidleisio	plei̯dlei̯sjɔ
pleidleisio	plei̯dlei̯ʃɔ
plentyn	plɛntɪn
plentynnaidd	plɛntənai̯ð
plentynnaidd	plɛntənɛð
pleth	pleːθ
plethau	plɛθai̯
plethau	plɛθɛ
plethdorch	plɛθdɔrχ
plethedig	plɛθeːdɪɡ
plethedig	plɛθɛdɪɡ
plethi	plɛθi
plethu	plɛθi
plethwaith	plɛθwai̯θ
plis	pliːz
plismon	plɪsmɔn
plismones	plismoːnɛs
plismones	plismɔnɛs
plismyn	plɪsmɪn
plith	pliːθ
plorod	ploːrɔd
plorod	plɔrɔd
ploryn	ploːrɪn
ploryn	plɔrɪn
plu	pliː
pluen	pliːɛn
pluf	pliːv
plufyn	pliːvɪn
plufyn	plɪvɪn
plwg	pluːɡ
plwg	plʊɡ
plwm	plʊm
plwmws	plʊmʊs
plwtoniwm	plʊtɔnjʊm
plwyf	plʊi̯
plwyf	plʊi̯v
plyg	pliːɡ
plygain	pləɡai̯n
plygain	pləɡɛn
plygiau	pləɡjai̯
plygiau	pləɡjɛ
plygio	pləɡjɔ
plygu	pləɡi
plymer	pləmɛr
plymio	pləmjɔ
plymiwr	pləmjʊr
plymwr	pləmʊr
plymwyr	pləmwɪr
plôr	ploːr
pob	poːb
pobi	pɔbi
pobl	poːbɔl
pobl	pɔbl
pobl	pɔbɔl
pobloedd	pɔblɔi̯ð
poblog	pɔblɔɡ
poblogaidd	pɔblɔɡai̯ð
pobman	pɔbman
pobol	poːbɔl
pobol	pɔbɔl
poced	poːkɛd
poced	pɔkɛd
poed	pɔi̯d
poen	poːn
poen	pɔi̯n
poena	pɔi̯na
poenen	pɔi̯nɛn
poeni	pɔi̯ni
poenit	pɔi̯nɪt
poenus	pɔi̯nɪs
poenydio	pɔi̯nədjɔ
poeth	poːθ
poeth	pɔi̯θ
poethach	pɔi̯θaχ
poethrawn	poi̯θrau̯n
poethwg	pɔi̯θʊɡ
polisi	pɔlɪsi
polisïau	pɔlɪsiai̯
polisïau	pɔlɪsiɛ
poloniwm	pɔlɔnjʊm
pont	pɔnt
pontydd	pɔntɪð
pop	pɔp
popeth	pɔpɛθ
poptai	pɔptai̯
popty	pɔpti
porchell	pɔrχɛɬ
porfa	pɔrva
porffor	pɔrfɔr
pori	poːri
pori	pɔri
porth	pɔrθ
porthiant	pɔrθjant
posib	pɔsɪb
posibil	pɔsɪbɪl
post	pɔsd
poster	pɔsdɛr
posteri	pɔsdeːri
posteri	pɔsdɛri
postio	pɔsdjɔ
postmon	pɔsdmon
postmyn	pɔsdmɪn
potasiwm	pɔtasjʊm
potel	pɔtal
potel	pɔtɛl
potes	pɔtas
potes	pɔtɛs
pothell	pɔθɛɬ
pothelli	pɔθɛɬi
pothellog	pɔθɛɬɔɡ
pothellu	pɔθɛɬi
poti	pɔti
potsio	pɔtʃɔ
powdr	pou̯dr
powdr	pou̯dʊr
praff	praːf
pragmateg	praɡmatɛɡ
praseodymiwm	prasɛɔdɪmjʊm
prawf	prau̯
prawf	prau̯v
pregeth	preːɡɛθ
pregeth	prɛɡɛθ
pregethu	prɛɡɛθi
preifat	prei̯vat
preifatrwydd	prei̯vatrʊi̯ð
pren	prɛn
pres	preːs
pres	prɛs
presgripsiwn	prɛsɡrɪpʃʊn
preswyl	prɛsʊi̯l
preswylio	prɛsʊi̯ljo
priapaeth	priapai̯θ
priapaeth	prjapai̯θ
pridd	priːð
prif	priːv
prifair	priːvai̯r
prifair	prɪvai̯r
prifardd	priːvarð
prifardd	prɪvarð
prifathrawes	prɪvaθrau̯ɛs
prifathro	prɪvaθrɔ
prifbwnc	prɪvbʊŋk
prifddinas	priːvðiːnas
prifddinas	priːvðɪnas
prifddinas	prɪvðiːnas
prifddinas	prɪvðɪnas
prifeirdd	priːvei̯rð
prifeirdd	prɪvei̯rð
priffordd	prɪfɔrð
prifgost	prɪvɡɔsd
prifiau	prɪvjai̯
prifiau	prɪvjɛ
prifion	prɪvjɔn
priflythyren	prɪvləθərɛn
prifodl	priːvɔdl
prifodl	prɪvɔdl
prifwynt	prɪvwɪnt
prin	priːn
prin	prɪn
prinned	prɪnɛd
printio	prɪntjɔ
priod	priɔd
priodas	prjoːdas
priodas	prjɔdas
priodas	prɪoːdas
priodas	prɪɔdas
priodi	prjoːdi
priodi	prjɔdi
priodi	proːdi
priodi	prɔdi
priodi	prɪoːdi
priodi	prɪɔdi
pris	priːs
pris	priːʃ
problem	prɔblɛm
problemau	prɔbleːmai̯
problemau	prɔbleːmɛ
problemau	prɔblɛmai̯
problemau	prɔblɛmɛ
profi	proːvi
profi	prɔvi
profiad	prɔvjad
profion	prɔvjɔn
promethiwm	prɔmɛθjʊm
prop	prɔp
prosiect	prɔʃɛkt
protactiniwm	prɔtaktɪnjʊm
protest	prɔtɛsd
protestiadau	prɔtɛsdjadai̯
protestiadau	prɔtɛsdjadɛ
protestiadau	prɔtɛsdjaːdai̯
protestiadau	prɔtɛsdjaːdɛ
protestio	prɔtɛsdjɔ
protocol	prɔtɔkɔl
prudd	priːð
pryd	priːd
prydeinig	prədei̯nɪɡ
pryder	prədɛr
prydferth	prədvɛrθ
pryf	priːv
pryfed	prəvɛd
pryfyn	prəvɪn
pryfysol	prəvəsɔl
pryna	prəna
prynhawn	pnau̯n
prynhawn	prənau̯n
prynhawn	prənhau̯n
prynhawn	prɪnhau̯n
prynhawniau	pnau̯njɛ
prynhawniau	prənau̯njɛ
prynhawniau	prənhau̯njɛ
prynhawniau	prɪnhau̯njai̯
prynhawniau	prɪnhau̯njɛ
prynoch	prənɔχ
prynodd	prənɔð
prynon	prənɔn
prynu	prəni
prynwch	prənʊχ
prys	priːs
prysglwyn	prəsɡlʊi̯n
prysglwyni	prəsɡlʊi̯ni
prysur	prəsɪr
prŷn	priːn
pum	pɪm
pumawd	pɪmau̯d
pumdegau	pɪmdeːɡɛ
pumed	pɪmɛd
pumongl	pɪmɔŋl
pump	pɪmp
punnau	pɪnai̯
punnau	pɪnɛ
punnoedd	pɪnɔi̯ð
punt	pɪnt
pupur	pɪpɪr
pur	piːr
puramid	pɪramɪd
purdeb	pɪrdɛb
pured	piːrɛd
pured	pɪrɛd
purlan	pirlan
putain	pɪtai̯n
putain	pɪtɛn
puteindy	pɪtei̯ndi
pwd	puːd
pweru	pueːri
pweru	puɛri
pwl	pʊl
pwll	puːɬ
pwll	pʊɬ
pwmpen	pʊmpan
pwmpen	pʊmpɛn
pwn	pʊn
pwnc	pʊŋk
pwrpas	pʊrpas
pwy	pʊi̯
pwyll	pʊi̯ɬ
pwyllgor	pʊi̯ɬɡɔr
pwyllgora	pʊi̯ɬɡoːra
pwyllgora	pʊi̯ɬɡɔra
pwyllgorau	pʊi̯ɬɡoːrai̯
pwyllgorau	pʊi̯ɬɡoːrɛ
pwyllgorau	pʊi̯ɬɡɔrai̯
pwyllgorau	pʊi̯ɬɡɔrɛ
pwynt	pʊi̯nt
pwys	pʊi̯s
pwysau	pʊi̯sai̯
pwysau	pʊi̯sɛ
pwysi	pʊi̯si
pwysig	pʊi̯sɪɡ
pwysigrwydd	pʊi̯sɪɡrʊi̯ð
pwyslais	pʊi̯slai̯s
pwysleisio	pʊi̯slei̯sjɔ
pwysleisio	pʊi̯slei̯ʃɔ
pwyso	pʊi̯sɔ
pydredd	pədrɛð
pydru	pədri
pyg	piːɡ
pyglyd	pəɡlɪd
pyjamas	pəd͡ʒamaz
pyliau	pəljai̯
pyliau	pəljɛ
pylor	pəlɔr
pylu	pəli
pymtheg	pəmθɛɡ
pymthegfed	pəmθɛɡvɛd
pymthegnos	pəmθɛɡnɔs
pyramid	pɪramɪd
pyrwydd	pɪrwɪð
pyrwydd	pɪrʊi̯ð
pys	piːs
pysen	pəsɛn
pysgadain	pəsɡaːdai̯n
pysgod	pəsɡɔd
pysgodfa	pəsɡɔdva
pysgodle	pəsɡɔdlɛ
pysgodyn	pəsɡoːdɪn
pysgodyn	pəsɡɔdɪn
pysgota	pəsɡɔta
pysgotwr	pəsɡɔtʊr
pythefnos	pəθɛvnɔs
pâl	paːl
pâr	paːr
pêl	peːl
pêr	peːr
pìn	pɪn
pŵer	puɛr
pŵer	puːɛr
pŵl	puːl
pỳg	pəɡ
rabi	rabi
raced	rakɛd
rad	raːd
radio	radjɔ
radiwm	radjʊm
radon	raːdɔn
radwla	radʊla
raff	raːf
rai	rai̯
randibŵ	randɪbuː
ras	raːs
rasel	rasɛl
raser	rasɛr
rasys	rasɪz
rech	reːχ
record	rɛkɔrd
recordiad	rɛkɔrdjad
recordio	rɛkɔrdjɔ
recriwtiaid	rɛkrɪu̯tjai̯d
recriwtiaid	rɛkrɪu̯tjɛd
recríwt	rɛkrɪu̯t
redais	reːdai̯s
redais	reːdɛs
redais	rɛdai̯s
redais	rɛdɛs
redaist	reːdai̯sd
redaist	reːdɛsd
redeg	reːdɛɡ
redeg	rɛdɛɡ
rediad	rɛdjad
rediadau	rɛdjaːdai̯
rediadau	rɛdjaːdɛ
redoch	reːdɔχ
redoch	rɛdɔχ
redodd	reːdɔð
redodd	rɛdɔð
redon	reːdɔn
redon	rɛdɔn
regen	reːɡɛn
regen	rɛɡɛn
regennod	rɛɡɛnɔd
regi	reːɡi
regi	rɛɡi
reiat	rei̯at
reis	rei̯s
reit	rei̯t
reolaeth	rɛɔlai̯θ
restr	rɛsdr
restr	rɛsdɛr
rew	rɛu̯
rewgell	rɛu̯ɡɛɬ
rewi	rɛu̯i
rhacs	r̥aks
rhad	r̥aːd
rhadlon	r̥adlɔn
rhaeadr	r̥ei̯adr
rhaff	r̥aːf
rhafn	r̥avn
rhafnwydd	r̥avnwɪð
rhag	r̥aɡ
rhagddodiad	r̥aɡðɔdjad
rhagdybiaeth	r̥aɡdəbjai̯θ
rhagdybiaeth	r̥aɡdəbjɛθ
rhagenw	r̥aɡeːnu
rhagenw	r̥aɡɛnu
rhaglenni	r̥aɡlɛni
rhaglennu	r̥aɡlɛni
rhaglun	r̥aɡlɪn
rhagluniau	r̥aɡlɨ̞njai̯
rhagluniau	r̥aɡlɨ̞njɛ
rhagori	r̥aɡoːri
rhagori	r̥aɡɔri
rhagoriaeth	r̥aɡɔrjai̯θ
rhagoriaeth	r̥aɡɔrjɛθ
rhagoriaethau	r̥aɡɔrjei̯θai̯
rhagoriaethau	r̥aɡɔrjei̯θɛ
rhagorsaf	r̩aɡɔrsav
rhagrith	r̥aɡrɪθ
rhai	r̥ai̯
rhaid	rai̯d
rhaid	r̥ai̯d
rhaidd	r̥ai̯ð
rhain	rei̯n
rhain	r̥ai̯n
rhain	r̥ei̯n
rhaith	r̥ai̯θ
rhan	r̥an
rhanbarth	r̥anbarθ
rhanbarthau	r̥ambarθɛ
rhanbarthau	r̥anbarθai̯
rhanddeiliad	r̥anðei̯ljad
rhanddeiliaid	r̥anðei̯ljai̯d
rhanddeiliaid	r̥anðei̯ljɛd
rhandy	r̥andi
rhannu	r̥ani
rhatach	r͈aːtaχ
rhathu	r̥aθi
rhaw	r̥au̯
rhawch	r̥au̯χ
rhawiau	r̥au̯jai̯
rhawiau	r̥au̯jɛ
rhawn	r̥au̯n
rhech	r̥eːχ
rheda	r̥eːda
rheda	r̥ɛda
rhedais	r̥eːdai̯s
rhedais	r̥eːdɛs
rhedais	r̥ɛdai̯s
rhedais	r̥ɛdɛs
rhedaist	r̥eːdai̯sd
rhedaist	r̥eːdɛsd
rhedaist	r̥ɛdai̯sd
rhedaist	r̥ɛdɛsd
rhedeg	r̥eːdɛɡ
rhedeg	r̥ɛdɛɡ
rhediad	r̥ɛdjad
rhediadau	r̥ɛdjaːdai̯
rhediadau	r̥ɛdjaːdɛ
rhedoch	r̥eːdɔχ
rhedoch	r̥ɛdɔχ
rhedodd	r̥eːdɔð
rhedodd	r̥ɛdɔð
rhedon	r̥eːdɔn
rhedon	r̥ɛdɔn
rhedwch	r̥eːdʊχ
rhedwch	r̥ɛdʊχ
rhedyn	r̥eːdɪn
rhedyn	r̥ɛdɪn
rhedyna	r̥ɛdəna
rhedynach	r̥ɛdənaχ
rhedynaidd	r̥ɛdənai̯ð
rhedynaidd	r̥ɛdənɛð
rhedynos	r̥ɛdənɔs
rheg	r̥eːɡ
rhegen	r̥eːɡɛn
rhegen	r̥ɛɡɛn
rhegennod	r̥ɛɡɛnɔd
rhegfa	r̥ɛɡva
rhegfeydd	r̥ɛɡvei̯ð
rhegi	r̥eːɡi
rhegi	r̥ɛɡi
rhegion	r̥ɛɡjɔn
rheiddiadur	r̥ei̯ðjadɪr
rheiddiadur	r̥ei̯ðjaːdɪr
rheiddiau	r̥ei̯ðjai̯
rheiddiau	r̥ei̯ðjɛ
rheiddio	r̥eiðjɔ
rheiddyn	r̥ei̯ðin
rheilffordd	r̥ei̯lfɔrð
rheina	rei̯na
rheina	r̥ei̯na
rheini	r̥ei̯ni
rheniwm	r̥ɛnjʊm
rhent	r̥ɛnt
rhenti	r̥ɛnti
rhentu	r̥ɛnti
rhentwr	r̥ɛntʊr
rhentwyr	r̥ɛntwɪr
rheol	r̥eːɔl
rheolaeth	r̥ɛɔlai̯θ
rheolaidd	r̥ɛoːlai̯ð
rheolaidd	r̥ɛoːlɛð
rheolaidd	r̥ɛɔlai̯ð
rheolaidd	r̥ɛɔlɛð
rheolau	r̥ɛoːlai̯
rheolau	r̥ɛoːlɛ
rheolau	r̥ɛɔlai̯
rheolau	r̥ɛɔlɛ
rheoli	r̥ɛoːli
rheoli	r̥ɛɔli
rheoliad	r̥ɛɔljad
rheoliadau	r̥ɛɔljadai̯
rheoliadau	r̥ɛɔljadɛ
rheoliadau	r̥ɛɔljaːdai̯
rheoliadau	r̥ɛɔljaːdɛ
rheoliadur	r̥ɛɔljadɪr
rheoliadur	r̥ɛɔljaːdɪr
rheoliaduron	r̥ɛɔljadiːrɔn
rheoliaduron	r̥ɛɔljadɪrɔn
rheolwr	r̥ɛoːlʊr
rheolwr	r̥ɛɔlʊr
rheolydd	r̥ɛoːlɪð
rheolydd	r̥ɛɔlɪð
rhes	r̥eːs
rhesi	r̥ɛsi
rhestr	r̥ɛsdr
rhestr	r̥ɛsdɛr
rhestrau	r̥ɛsdrai̯
rhestrau	r̥ɛsdrɛ
rhestri	r̥ɛsdri
rheswm	r̥ɛsʊm
rhesymol	r̥ɛsəmɔl
rhesymoldeb	r̥ɛsəmɔldɛb
rhew	r̥ɛu̯
rhewbwynt	r̥ɛu̯bʊi̯nt
rheweiddio	r̥ɛu̯ei̞ðjɔ
rhewgell	r̥ɛu̯ɡɛɬ
rhewi	r̥ɛu̯i
rhewiad	r̥ɛu̯jad
rhewlif	r̥ɛu̯lɪv
rhewlifeg	r̥ɛu̯liːvɛɡ
rhewlifeg	r̥ɛu̯lɪvɛɡ
rhewlifo	r̥ɛu̯liːvɔ
rhewlifo	r̥ɛu̯lɪvɔ
rhewlifoedd	r̥ɛu̯liːvɔi̯ð
rhewlifoedd	r̥ɛu̯lɪvɔi̯ð
rhi	r̥iː
rhiain	r̥iai̯n
rhiant	r̥iːant
rhic	r̥ɪk
rhieni	r̥jeːni
rhieni	r̥jɛni
rhif	r̥iːv
rhifau	r̥iːvai̯
rhifau	r̥iːvɛ
rhifau	r̥ɪvai̯
rhifau	r̥ɪvɛ
rhiffio	r̥ɪfjɔ
rhifo	r̥iːvɔ
rhifo	r̥ɪvɔ
rhin	r̥iːn
rhinart	r̥iːnart
rhinart	r̥ɪnart
rhingyll	r̥ɨnɡɨɬ
rhiniart	r̥ɪnjart
rhiniog	r̥ɪnjɔɡ
rhinoseros	r̥ɪnɔsɛrɔs
rhisgl	r̥ɪsɡɪl
rhisgl	r̥ɪʃɡɪl
rhith	r̥iːθ
rhithweledigaeth	r̥ɪθwɛlɛdiːɡai̯θ
rhithweledigaeth	r̥ɪθwɛlɛdiːɡɛθ
rhiw	r̥ɪu̯
rho	r̥oː
rhoces	r̥ɔkɛs
rhoch	r̥oːχ
rhod	r̥oːd
rhodd	r̥oːð
rhoddion	r̥ɔðjɔn
rhoddwr	r̥oːðʊr
rhoddwr	r̥ɔðʊr
rhodia	r̥ɔdja
rhodio	r̥ɔdjɔ
rhodiwch	r̥ɔdjʊχ
rhodiwm	r̥ɔdjʊm
rhofio	r̥ɔvjɔ
rhoi	r̥ɔi̯
rhos	r̥oːs
rhosb	r̥ɔsb
rhosmari	r̥ɔsmaːri
rhosod	r̥ɔsɔd
rhostio	r̥ɔsdjɔ
rhostog	r̥ɔsdɔɡ
rhostogion	r̥ɔsdɔɡjɔn
rhosyn	r̥ɔsɪn
rhosynnau	r̥ɔsənai̯
rhosynnau	r̥ɔsənɛ
rhosys	r̥ɔsɪs
rhudd	r̥iːð
rhuddgoch	r̥ɪðɡɔχ
rhuddlas	r̥ɪðlas
rhuddlasu	r̥ɨ̞ðlasi
rhuddlaswyn	r̥ɪðlaswɪn
rhuddog	r̥iːðɔɡ
rhuddog	r̥ɪðɔɡ
rhuddwyn	r̥ɪðwɪn
rhuddygl	r̥ɪðɪɡl
rhued	r̥iːɛd
rhuo	r̥iːɔ
rhuthraf	r̥ɪθra
rhuthraf	r̥ɪθrav
rhuthro	r̥ɪθrɔ
rhwbiad	r̥ʊbjad
rhwbio	r̥ʊbjɔ
rhwd	r̥uːd
rhwng	r̥ʊŋ
rhwth	r̥uːθ
rhwyd	r̥ʊi̯d
rhwydd	r̥ʊi̯ð
rhwyddlwyn	r̥ʊi̯ðlʊi̯n
rhwydo	r̥ʊi̯dɔ
rhwydwaith	r̥ʊi̯dwai̯θ
rhwydwaith	r̥ʊi̯dwɛθ
rhwydweithio	r̥ʊi̯dwei̯θjɔ
rhwydweithio	r̥ʊi̯dwei̯θɔ
rhwyf	r̥ʊi̯v
rhwyfau	r̥ʊi̯vai̯
rhwyfau	r̥ʊi̯vɛ
rhwyfo	r̥ʊi̯vɔ
rhwyg	r̥ʊi̯ɡ
rhwygo	r̥ʊi̯ɡɔ
rhwyll	r̥ʊi̯ɬ
rhwyllau	r̥ʊi̯ɬai̯
rhwyllau	r̥ʊi̯ɬɛ
rhwym	r̥ʊi̯m
rhwymiad	r̥ʊi̯mjad
rhwymo	r̥ʊi̯mɔ
rhwystr	r̥ʊi̯sdr
rhwystr	r̥ʊi̯sdɪr
rhwystrau	r̥ʊi̯sdrai̯
rhwystrau	r̥ʊi̯sdrɛ
rhwystredig	r̥ʊi̯sdreːdɪɡ
rhwystredig	r̥ʊi̯sdrɛdɪɡ
rhwystredigaeth	r̥ʊi̯sdrɛdiːɡai̯θ
rhwystredigaeth	r̥ʊi̯sdrɛdiːɡɛθ
rhwystredigaeth	r̥ʊi̯sdrɛdɪɡai̯θ
rhwystredigaeth	r̥ʊi̯sdrɛdɪɡɛθ
rhwystredigaethau	r̥ʊi̯sdrɛdɪɡei̯θai̯
rhwystredigaethau	r̥ʊi̯sdrɛdɪɡei̯θɛ
rhwystro	r̥ʊi̯sdrɔ
rhy	r̥iː
rhych	r̥iːχ
rhychau	r̥əχai̯
rhychau	r̥əχɛ
rhyd	r̥iːd
rhydau	r̥ədai̯
rhydau	r̥ədɛ
rhydd	r̥iː
rhydd	r̥iːð
rhyddfarn	r̥əðvarn
rhyddfraint	r̥əðvrai̯nt
rhyddfreiniad	r̥əðvrei̯njad
rhyddfreinio	r̥əðvrei̯njɔ
rhyddfreiniwr	r̥əðvrei̯njʊr
rhyddfrydedd	r̥ɪðvrɪdɛð
rhyddfrydiaeth	r̥ɪðvrɪðjaɪθ
rhyddfrydol	r̥iːðvrədɔl
rhyddfrydol	r̥ɪðvrədɔl
rhyddhad	r̥əðhaːd
rhyddhaf	r̥əðhaːv
rhyddhau	r̥əðhai̯
rhyddid	r̥əðɪd
rhydni	r̥ədni
rhydwythol	r̥ədʊi̯θɔl
rhyfedd	r̥əvɛð
rhyfeddu	r̥əveːði
rhyfeddu	r̥əvɛði
rhyfel	r̥əvɛl
rhyfela	r̥əveːla
rhyfela	r̥əvɛla
rhyfelwr	r̥əveːlʊr
rhyfelwr	r̥əvɛlʊr
rhyfelwyr	r̥əvɛlwɪr
rhyg	r̥iːɡ
rhygwenith	r̥əɡweːnɪθ
rhygwenith	r̥əɡwɛnɪθ
rhyn	r̥ɪn
rhyngol	r̥əŋɔl
rhyngrwyd	r̥əŋrʊi̯d
rhyngwladol	r̥əŋladɔl
rhyngwladol	r̥əŋlaːdɔl
rhyngwladol	r̥əŋwladɔl
rhyngwladol	r̥əŋwlaːdɔl
rhynion	r̥ənjɔn
rhynionyn	r̥ənjoːnɪn
rhynionyn	r̥ənjɔnɪn
rhyw	r̥ɪu̯
rhywbeth	rʊbɛθ
rhywbeth	rʊpɛθ
rhywbeth	r̥ɪu̯bɛθ
rhywbeth	r̥ʊbɛθ
rhywbeth	r̥ʊpɛθ
rhywbryd	r̥ɪu̯brɪd
rhywedd	r̥ɪu̯ɛð
rhywfaint	r̥ɪu̯vai̯nt
rhywfodd	r̥ɪu̯vɔð
rhywiol	r̥ɪu̯jɔl
rhywle	rʊlɛ
rhywle	r̥ɪu̯lɛ
rhywle	r̥ʊlɛ
rhywogaeth	r̥ɪu̯oːɡaɨ̯θ
rhywogaeth	r̥ɪu̯oːɡɛθ
rhywogaeth	r̥ɪu̯ɔɡaɨ̯θ
rhywogaeth	r̥ɪu̯ɔɡɛθ
rhywsut	rɪu̯sɪt
rhywsut	r̥ɪu̯sɪt
rhywun	rɪu̯ɪn
rhywun	r̥ɪu̯ɪn
ricriwtiaid	rɪkrɪu̯tjai̯d
ricriwtiaid	rɪkrɪu̯tjɛd
ricríwt	rikrɪu̯t
rif	riːv
ril	riːl
riliau	rɪljai̯
riliau	rɪljɛ
rils	riːlz
rith	riːθ
ro	roː
ro'ch	rɔχ
roc	rɔk
rod	roːd
roedd	roːð
roedd	rɔi̯ð
roeddech	rɔi̯ðɛχ
roedden	rɔi̯ðɛn
roeddet	rɔi̯ðɛt
roeddwn	rɔi̯ðɛn
roeddwn	rɔi̯ðʊn
roentgeniwm	rɛntɡɛnjʊm
roi	rɔi̯
rondefŵ	rɔndɛvuː
rosmari	rɔsmaːri
rosod	rɔsɔd
rosynnau	rɔsənai̯
rosynnau	rɔsənɛ
rosys	rɔsɪs
rownd	rɔu̯nd
rutherffordiwm	rəðərfɔrdjʊm
rw	rʊ
rwber	rʊbɛr
rwbidiwm	rʊbɪdjʊm
rwtheniwm	rʊθɛnjʊm
rwy	rʊi̯
rwyd	rʊi̯d
rwyf	rʊi̯v
rwyfau	rʊi̯vai̯
rwyfau	rʊi̯vɛ
rwyfo	rʊi̯vɔ
rwyt	rʊi̯t
ry	riː
rybela	rəbeːla
rybela	rəbɛla
rydd	riːð
ryddhaf	rəðhaːv
ryddhau	rəðhai̯
ryddid	rəðɪd
rydw	rədu
rydw	rədw
rydw	rədʊ
rydych	rədɪχ
ryfelwr	rəveːlʊr
ryfelwr	rəvɛlʊr
ryfelwyr	rəvɛlwɪr
rygbi	rəɡbi
ryseitiau	rəsei̯tjai̯
ryseitiau	rəsei̯tjɛ
rysáit	rəsai̯t
rywbeth	rɪu̯bɛθ
rywbeth	rʊbɛθ
rywbryd	rɪu̯brɪd
rywle	rɪu̯lɛ
rywle	rʊlɛ
rywsut	rɪu̯sɪt
rywun	rɪu̯ɪn
rŵan	ruːan
sach	saːχ
sachell	saχɛɬ
sachell	saːχɛɬ
saer	sai̯r
saeth	sai̯θ
saethdwll	sei̯θdʊɬ
saethu	sei̯θi
saethwr	sei̯θʊr
saethwyr	sei̯θwɪr
saethyddiaeth	sei̯θəðjai̯θ
saethyddiaeth	sei̯θəðjɛθ
safbwynt	savbʊi̯nt
saff	saːf
saffari	safaːri
safle	savlɛ
safon	savɔn
safon	saːvɔn
safri	savri
saib	sai̯b
saif	sai̯v
saig	sai̯ɡ
sail	sai̯l
saim	sai̯m
saim	saːm
sain	sai̯n
saint	sai̯nt
saith	sai̯θ
salad	saːlad
salamandr	salamandr
sallwyr	saɬʊi̯r
salm	salm
saltring	saltrɪŋ
salw	salu
salwch	salʊχ
salwch	saːlʊχ
samariwm	samarjʊm
sanctaidd	saŋktai̯ð
sancteiddier	saŋktei̯ðjɛr
sancteiddio	saŋktei̯ðjɔ
sancteiddrwydd	saŋktei̯ðrʊi̯ð
sandio	sandjɔ
sant	sant
santes	santɛs
santesau	santɛsai̯
santesau	santɛsɛ
sarff	sarf
sarhad	sarhaːd
sarhau	sarhai̯
sarhaus	sarhai̯s
sashimi	saʃiːmi
sashimi	saʃɪmi
sawdd	sau̯ð
sawdl	sau̯dl
sawdl	sau̯dʊl
sawl	sau̯l
sawr	sau̯r
sawrus	sau̯rɪs
saws	sau̯s
sawsiau	sau̯sjai̯
sawsiau	sau̯sjɛ
sawsiau	sau̯ʃai̯
sawsiau	sau̯ʃɛ
sba	sbaː
sbageti	sbaɡɛti
sbaner	sbaːnɛr
sbectol	sbɛktɔl
sbectolog	sbɛktoːlɔɡ
sbectolog	sbɛktɔlɔɡ
sbeis	sbei̯s
sbeisiog	sbei̯sjɔɡ
sbeisiog	sbei̯ʃɔɡ
sbeislyd	sbei̯slɪd
sbel	sbɛl
sbelt	sbɛlt
sbio	sbiːɔ
sbleisio	sblei̯sjɔ
sbleisio	sblei̯ʃɔ
sbon	sbɔn
sbonc	sbɔŋk
sboncen	sbɔŋkɛn
sbonciwr	sbɔŋkjʊr
sboner	sbɔnɛr
sbort	sbɔrt
sbot	sbɔt
sbring	sbrɪŋ
sbriws	sbrɪu̯s
sbwliau	sbʊljai̯
sbwliau	sbʊljɛ
sbwlio	sbʊljɔ
sbwriel	sbʊrjɛl
sbâr	sbaːr
sbôc	sboːk
sbŵl	sbuːl
scandiwm	sɡandjʊm
sdim	sdɪm
se	sɛ
seaborgiwm	sɪbɔrɡjʊm
sebon	seːbɔn
sebon	sɛbɔn
sebonllyd	sɛbɔnɬɪd
sebra	zebra
sebraod	zebraːɔd
sebras	zebraz
sedd	seːð
seddi	seːði
seddi	sɛði
sef	seːv
sefwch	seːvʊχ
sefwch	sɛvʊχ
sefydlog	sɛvədlɔɡ
sefydlogi	sɛvədloːɡi
sefydlogi	sɛvədlɔɡi
sefydlu	sɛvədlɨ
sefyll	seːvɪɬ
sefyll	sɛvɪɬ
sefyllfa	sɛvəɬva
sefyllfaoedd	sɛvəɬvaːɔi̯ð
segur	seːɡɪr
segur	sɛɡɪr
seibiau	sei̯bjai̯
seibiau	sei̯bjɛ
seiclo	sei̯klɔ
seicloch	sei̯klɔχ
seiclodd	sei̯klɔð
seiclon	sei̯klɔn
seiclwr	sei̯klʊr
seiclwyr	sei̯klwɪr
seidr	sei̯dɪr
seimllyd	sei̯mɬɪd
seimlyd	sei̯mlɪd
seindorf	sei̯ndɔrv
seineg	sei̯nɛɡ
seinegol	sei̯neːɡɔl
seinegol	sei̯nɛɡɔl
seinegydd	sei̯neːɡɪð
seinegydd	sei̯nɛɡɪð
seiniau	sei̯njai̯
seiniau	sei̯njɛ
seintiau	sei̯ntjai̯
seintiau	sei̯ntjɛ
seirff	sei̯rf
