"бацькаўшчына"	batsʲkau̯ʂtʂɨna
це́рці	tsʲertsʲe
цел	tsʲeɫ
цела	tsʲeɫa
целам	tsʲeɫam
целасклад	tsʲeɫoskɫat
целы	tsʲeɫɨ
цемнаты	tsʲemnatɨ
цемрадзь	tsʲemrɨtsʲ
цемрай	tsʲemraj
цемру	tsʲemru
цемры	tsʲemrɨ
цемрыва	tsʲemrɨba
цемя	tsʲemʲa
цень	tsʲenʲ
цені	tsʲeʲːi
церабіліся	tsʲirabʲiɫʲisja
церабіць	tsʲirabʲitsʲ
церні	tsʲernʲi
церушыць	tsʲiruʂɨtsʲ
церці	tsʲertsʲi
цесна	tsʲesna
цесны	sʲeznɨ
цесны	tsʲesnɨ
цеста	tsʲesta
цесць	tsʲesʲtsʲ
цецярук	tsʲitsʲaruk
цеча	tsʲetʂa
цешча	tsʲeʂtʂa
цмок	smok
цмок	tsmok
цмокаць	tsmokatsʲ
цнатлівы	tsnatlʲivɨ
цнатлівы	tsnatɫʲivɨ
цнота	tsnota
цотная	tsotnaja
цотны	tsotnɨ
цуд	tsut
цуд	tʂud
цуда	tsuda
цудатворны	tsudatvornɨ
цудатворца	tsudatvortso
цудоўна	tsudou̯na
цудоўна	tsulou̯no
цудоўнае	sudou̯naʲe
цудоўны	tsudou̯nɨ
цудоўным	tsutou̯nɨm
цуды	tsudɨ
цукар	tsukar
цукер	tsˈukɛr
цукерак	tsukʲerok
цукерка	tsukʲerka
цукру	tsukru
цупкі	tsupkʲi
цыбулю	tsɨbulʲu
цыбуля	tsɨbulʲa
цыбуляй	tsɨbulʲaj
цыбуляю	tsɨbulʲaju
цыбулі	tsɨbulʲi
цывільнае	tsɨvʲilʲnoʲe
цывільным	tsɨvʲiɫʲnɨm
цывілізаваны	tsɨvjilʲizavanɨ
цывілізаваных	tsivʲiɫʲizavanɨx
цывілізацыя	tsɨvʲeɫʲizatsɨja
цыган	tsɨɣan
цыганы	tsɨɣanɨ
цыгарэт	tsɨɣarɛt
цыгарэта	tsɨɣarɛta
цыгарэта	tsɪɣarɛta
цыкалі	tsɨkaɫʲi
цыкл	tsɨkl
цыкла	tsɨkɫa
цыклах	tsɨkɫax
цыклон	tsɨgɫon
цыклу	tsɨkɫu
цыклы	tsɨkɫɨ
цымус	tsɨmus
цынкам	tsɨnkam
цыпачках	tsɨpatʂkax
цырк	tsɨrk
цырка	tsɨrka
цырку	tsɨrku
цыркуль	tsɨrkulʲ
цырульня	tsɨrulʲnʲa
цырульнік	tsɨrulʲnʲik
цырыманіяльныя	tsɨrɨmanʲiʲaɫʲnɨja
цырымонія	tsɨrɨmonʲija
цыстыт	tsɨstɨt
цытрамон	tsɨtramon
цытрусавыя	tsɨtrusavɨja
цытую	tsɨtuju
цыцкі	tsɨtski
цыцкі	tsɨtskʲi
цыянід	tsɨjanʲit
цьма	tsʲma
цьмяна	tsʲmjana
цьмянае	tsʲmjanaʲe
цэгла	tsɛɣɫa
цэглы	tsɛxɫɨ
цэлага	tsɛɫaɣa
цэлае	tsɛɫaje
цэлай	tsɛlaj
цэламу	tsɛɫamu
цэласнасць	tsɛɫasnaʂtsʲ
цэлая	tsɛɫaja
цэлы	tsɛɫɨ
цэлым	tsɛɫɨm
цэлымі	tsɛɫɨmʲi
цэлыя	tsɛlɨja
цэльны	tsɛɫʲnɨ
цэлі	tsɛɫji
цэн	tsɛn
цэнах	tsɛnax
цэнаў	tsɛnaw
цэнз	tsɛns
цэнзура	tsɛnzura
цэнзурай	tsɛnzuraj
цэнзуру	tsɛnsuru
цэнт	tsɛnt
цэнтр	tsɛntr
цэнтра	tsɛntra
цэнтравымі	tsɛntravɨmʲi
цэнтральную	tsɛntraɫʲnuju
цэнтральны	tsɛntraɫʲnɨ
цэнтральных	tsɛntraɫʲnɨx
цэнтрам	tsɛndram
цэнтрах	tsɛndrax
цэнтры	tsʲetrɨ
цэнтрычны	tsɛntrɨtʂnɨ
цэнтрычным	tsɛntrɨtʂnɨm
цэны	ʲtsɛnɨ
цэнім	tsɛnʲim
цэп	tsɛb
цэрквамі	tsɛrkvamʲi
цэрквах	tsɛrkvax
цэрквы	tsɛrkvɨ
цэсар	tsɛsar
цэтлік	tsätlʲik
цэх	tsɛx
цэха	tsɛxa
цюлень	tsʲulʲenʲ
цюлені	tsʲulʲenʲi
цюльпан	tsʲulʲpan
цюльпаны	tsʲuɫʲpanɨ
цюцька	tsʲutsʲka
ця́жкі́	tsʲaʂkʲi
цябе	tsʲabʲe
цяга	tsʲaɣa
цягам	tsʲaxom
цягамі	tsʲaɣamʲi
цягаць	tsʲaɣatsʲ
цягліца	tsʲaɣlʲitsa
цягне	tsʲaɣnʲa
цягну	tsʲaɣnuu̯
цягнулі	tsʲaɣnulʲi
цягнуліся	tsʲaɣnulʲisja
цягнуць	tsʲaɣnutsʲ
цягні	tsʲaɣnʲi
цягнік	tsʲaɣnʲik
цягнікоў	tsʲaɣnʲikow
цягніку	tsʲaɣnʲiku
цягнікі	tsʲaɣnʲikʲi
цягучым	tsʲaɣutʂɨm
цягі	tsʲaxʲi
цяж	tsʲaʂ
цяжар	tsʲaʐar
цяжарам	tsʲaʐaram
цяжарнасць	tsʲaʐarnasʲtsʲ
цяжарная	tsaʐarnoja
цяжарная	tsʲaʐarnaja
цяжарны	tsʲaʐarnɨ
цяжары	tsʲaʐarɨ
цяжба	tsʲaʐba
цяжка	tsʲaʂka
цяжка-	tsʲaʂka
цяжкагружаны	tsʲaʂkavruʐanɨ
цяжкадаступны	tsʲaʂkadastupnɨ
цяжкі	tsʲaʂkʲi
цяжкія	tsʲaʂkʲija
цякучку	tsʲakutʂku
цялушачку	tsʲaɫuʂatʂku
цяля	tsʲalʲa
цяліца	tsʲalʲitsa
цямніца	tsʲamnʲitsa
цяні	tsʲanʲi
цяпер	tsʲapʲer
цяперака	tsʲapʲeraka
цяперашні	tsʲapʲeraʂnʲi
цяпло	tsʲapɫo
цярпела	tsʲarpʲeɫa
цярпення	tsʲarpʲenʲːa
цярпець	tsʲarpʲetsʲ
цярплівы	tsʲarplʲivɨ
цярплівы	tsʲerplʲivɨ
цярпіць	tsʲarpʲitsʲ
цярушыць	tsʲaruxʂɨtsʲ
цясла	tsʲasɫa
цясніны	tsʲasʲːinɨ
цячы	tsʲatʂɨ
цёмна	tsʲomna
цёмна	tɤ˥˩om˥˩na˥˩
цёмна-зялёны	tsʲomnazʲalʲonɨ
цёмнага	tsʲomnaxa
цёмнай	tsʲomnaj
цёмначы	tsʲomnatʂɨ
цёмны	tsʲomnɨ
цёмным	tsʲomnɨm
цёмнымі	tsʲomnɨmʲi
цёмных	tsʲomnɨx
цёплай	tsʲoplaj
цёплая	tsʲoplaʲa
цёплы	tsʲopɫɨ
цёплы	tʃopɫɨ
цёплым	tsʲoplɨm
цёрн	tsʲorn
цёрты	tsʲortɨ
цёртым	tsʲortɨm
цётак	tsʲotak
цётка	tsʲotka
цётка	tʃotka
цётку	tsʲodku
цётцы	tsʲottsɨ
цёця	tsʲotsʲa
ці	si
ці	tsʲi
цівун	tsʲivun
ціка	tsʲika
цікавага	ʲtsʲikavaɣa
цікавай	tsʲigavaj
цікавасці	tʃikavasʲtsʲi
цікавая	sʲikavaja
цікавосткі	tsʲigavosdkʲi
цікавую	tsʲikavuju
цікавы	tsʲikavɨ
цікавымі	ʲtsʲikavɨmʲi
цікавых	tsʲigavɨx
цікавыя	tsʲikavoja
цікавыя	ʲtsʲikavɨja
цікавяць	tsʲikavʲitsʲ
цікавіліся	tsʲikavʲiɫʲisja
цікавіцца	tsʲikavʲitstsa
цікавіцца	tsʲikovʲitstsa
цікавіць	tsʲikavʲitsʲ
цікавіў	sʲikavʲiu̯
цікаўны	tʲikau̯nɨ
цікуючы	tsʲikajutʂɨ
цімафей	tsʲimafʲej
ціс	tsʲis
ціск	tsʲisk
цісканіна	tsʲizkʲanʲina
ціскаць	tsiskatsʲ
ціску	tsʲiʂku
цісну	tsʲisnˈu
цісну	tʃisnu
ціха	tsʲixa
ціха	tʂixa
ціхан	tsʲixan
ціхановіч	tsʲixanovʲitʂ
ціханоўская	tsʲixanou̯skaja
ціханоўскі	tsʲixanou̯skʲi
ціхом	tsʲixom
ціхі	tsʲixʲi
ціш	tsʲiʂ
цішы	tsʲiʂɨ
цішыня	tsʲiʂɨnʲa
ціўкалі	sʲiu̯kalʲi
ч	ʂɚ˥˩
чабан	tʂaban
чабор	tʂabor
чабор	tʃabor
чавусы	tʃavusɨ
чага	tʂaɣa
чаго	tʂaɣo
чаго	tʃaɣo
чагось	tʂaɣosʲ
чагосьці	tʂaɣosʲtsʲi
чадам	tʂadam
чаду	tʂadu
чай	tʂaj
чайка	tʂajka
чайкі	tʂajkʲi
чайную	tʂajnuju
чайных	tʂajnɨx
чака	tʂaka
чакай	tʂakaj
чакай	tʃakaj
чакайце	tʂakajtsʲe
чакала	tʂokaɫa
чакалі	tʂagalʲi
чакалі	tʂakaɫʲi
чаканне	tʂakannʲe
чакання	tʂakannʲa
чаканым	tʂakanɨm
чаканых	tʂakonɨx
чакаць	tʂakatsʲ
чакаю	tʂokaʲu
чакаюцца	tʂakajutsːa
чакаюць	tʃakajutsʲ
чакаў	tʂokaw
чакаў	tʃakau̯
чала	tʂaɫa
чалавек	tʂaɫavʲek
чалавеку	tʂaɫavʲeku
чалавекі	tʂaɫavʲekʲi
чалавецтва	tʂaɫavʲetstva
чалавеча	tʂaɫavʲetʂa
чалавечага	tʂaɫavʲetʂaɣa
чалавечай	tʂaɫavʲetʂaj
чалавечак	tʂaɫavʲetʂak
чалавечаму	tʂaɫavʲetʂomu
чалавечка	tʂaɫavʲetʂka
чалавечнасьць	tʂaɫavʲetʂnastsʲ
чалавечы	tʂaɫavʲetʂɨ
чалавечых	tʂaɫavʲetʂɨx
чалавечыя	tʂaɫavʲetʂɨʲa
чалец	tʃalʲets
чало	tʂaɫo
чалы	tʂaɫɨ
чальцы	tʂaɫʲtsɨ
чамадан	tʂamadan
чамадана	tʂamatana
чаму	samu
чаму	tʂamu
чамусь	tʂamusʲ
чамусьці	tʂomuzʲtsʲi
чамусьці	tʃamusʲtsʲi
чапаем	tʂapaʲem
чапала	tʂapaɫa
чапаць	tʂopatsʲ
чапаў	tʂopaw
чапля	tʂaplʲa
чаплі	tʂaplji
чар	tʂar
чаравік	tʂaravʲik
чаравікі	tʂaravikʲi
чаравікі	tʂaravʲikʲi
чарадзе	tʂaradzʲe
чарадзей	tʂaradzʲej
чарадзею	tʂaradzʲeju
чарадзея	tʂaradzʲeja
чарадзеямі	tʂaradzʲejamʲi
чарадой	tʂaradoj
чараду	tʂarodu
чарады	tʂaradɨ
чаранках	tʂarankax
чарапах	tʂarapax
чарапаха	tʂarapaxa
чарапаху	tʂarapaxu
чараўнік	tʂarau̯nʲik
чарвяк	tʂarvʲak
чарвяк	tʃarvjak
чарвямі	tʂarvjamɨ
чарга	tʂarɣa
чарга	tʃarɣa
чаргаванае	tʂarɣavanaʲe
чаргаваць	tʂarɣavatsʲ
чарговага	tʂarɣovaxa
чарговая	tʃorɣovaja
чарговы	tʂarɣovɨ
чарговым	tʂarɣovɨm
чарговых	tʂarɣovɨx
чарговыя	tʂarɣovaja
чаргу	tʂarɣu
чаргі	tʂarɣʲi
чаркай	tʂarkaj
чарку	tʂarku
чаркі	tʂarkʲi
чарнаватыя	tʂarnovatɨja
чарнавым	tʂarnavɨm
чарнагорскі	tʂarnaɣorskʲi
чарнагорыя	tʂarnaɣorɨja
чарнаўцы	tʂarnau̯tsɨ
чарнелі	tʂarnʲeɫʲi
чарнец	tʂarnʲets
чарнец	tʃarnʲets
чарнушка	tʂarnuʂka
чарнявы	tʂarnʲavɨ
чарнявы	tʂornʲavɨ
чарняк	tʂarnʲak
чарніла	tʂarnʲiɫa
чарод	tʂarot
чаромха	tʂaromxa
чаромхі	tʂaromxʲi
чарот	tʂarot
чарот	tʃarot
чароўна	tʂarowna
чароўная	tʂarownaja
чароўны	tʂarou̯nɨ
чароўным	tʂarou̯nɨm
чарпак	tʂarpak
чарта	tʂarta
чарцы	tʂartsɨ
чарціць	tʂartsʲitsʲ
чары	tʂarɨ
чарэшня	tʂarɛʂnʲa
час	tʂas
час	tʃas
часавы	tʂasavɨ
часавыя	tʂasavɨja
часам	tʂasam
часе	tʂasʲe
часнок	tʂasnok
часовым	tʂasovɨm
часовых	tʂosovɨx
часовыя	tʂasovɨʲa
часопісамі	tʂasopʲisamʲi
часопісы	tʂasopʲiʂɨ
часоў	tʂasou̯
часта	tʂasta
часта	tʃasta
частавала	tʃastavaɫa
частак	tʂastak
частка	tʂastka
часткам	tʂastkam
частках	tʂastgax
частковага	tʂastkovaɣa
частковы	tʂastkovɨ
частку	tʂaʂdku
часткі	tʂasdkʲi
частот	tʂastot
часты	tʂastɨ
частым	tʂastɨm
частыя	tʂasdɨʲa
часу	tʂasu
часцей	tʂostsʲej
часць	tʂastsʲ
часцяком	tʂastsʲakom
часціца	tʂasʲtsʲitsa
часы	tʂasɨ
часіна	tʂasʲina
часінку	tʂasjinku
часіны	tʂaʂʲinɨ
чатырма	tʂatɨrma
чатырнаццаты	tʂatɨrnatsːatɨ
чатырнаццаць	tʂatɨrnatsːatsʲ
чатыром	tʂatɨrom
чатырох	tʂatɨrox
чатырохкутным	tʂatɨroxkutnɨm
чатырохсоты	tʂatɨroxsotɨ
чатыры	tʂatɨrɨ
чатырыста	tʂatɨrɨsta
чацвер	tʂatsʲvʲer
чацвярык	tʂatsvʲarɨk
чацвёра	tʂatsʲvʲora
чацвёртай	tʂatsvʲortaj
чацвёрты	tʂatsʲvʲortɨ
чацьвер	kʂatsʲvʲer
чацьвер	tʂatsʲvʲer
чача	tʂatʂa
чачэнская	tʂatʂɛnskaja
чачэнскі	tʂatʂɛnskʲi
чаша	tʂaʂa
чашай	tʂaʂaj
чашамі	tʂaʂamʲi
чашачкі	tʂaʂatʂkʲi
чашаю	tʂaʂaju
чашнікі	tʂaʂnʲikʲi
чашніцкі	tʂaʂnʲitskʲi
чашу	tʂaʂu
чашы	tʂaʂɨ
чвэртку	tʂvɛrtku
чвэрць	tʂvɛrtsʲ
чвэрці	tʂvɛrʲtsʲi
член	tʂlʲen
члена	tʂlʲena
члены	tʂlʲenɨ
члянёны	tʂlʲanʲonɨ
чмара	tʂmara
чмель	tʂmʲelʲ
чмялёў	ʂmjaɫʲou̯
чобаты	tʂɔbatɨ
човен	tʂovʲen
чоп	tʂop
чорна	tʂorna
чорна-белым	tʂornabʲeɫɨm
чорна-бурыя	tʂornaburɨja
чорна-ліловы	tʂornolʲiɫovɨ
чорнага	tʂornaɣa
чорнай	tʂornaj
чорная	tʂornaja
чорную	tʂornuju
чорны	tʂornɨ
чорным	tʂornɨm
чорнымі	tʂornɨmʲi
чорных	tʂornɨx
чорныя	tʂornɨja
чорт	tʂort
чорта	tʂorta
чортам	tʂortam
чорту	tʂortu
чос	tʂos
чубам	tʂubam
чубок	tʂubok
чубы	tʂupɨ
чуваць	tʂuvaʲtsʲ
чуе	tʂuʲe
чуеце	tʃuʲeʲtsʲe
чуецца	tʂuʲetstsa
чуеш	tʂuʲeʂ
чужаземец	tʂuʐazʲemʲets
чужаземны	tʂuʐazʲemnɨ
чужаземны	ʐuʐazʲamnɨ
чужаніца	tʂuʐaɲitsa
чужасць	tʂuʐasʲtsʲ
чужой	tʂuʐoj
чужому	tʂuʐomu
чужы	tʂuʐɨ
чужым	tʂuʐɨm
чужых	tʂuʐɨx
чуй	tʂuj
чуйце	tʂuʲeʲːe
чукры	tʂukrɨ
чукчаў	tʂuktʂau̯
чула	tʂuɫa
чула	tʃuɫa
чуламу	tʂuɫamu
чуласці	tʂuɫasʲtsʲi
чулая	tʂuɫaja
чулымі	tʂulɨmʲi
чулых	tʂuɫɨx
чулі	tʂulɨ
чуліся	tʂuɫʲiʂja
чума	tʂuma
чумой	tʂumoj
чуму	tʂumu
чумы	tʂumɨ
чупер'ядла	tʂupʲerjadla
чупрын	tʂuprɨn
чутка	tʂutka
чутку	tʂudku
чуткі	tʂutkʲi
чутна	tʂudna
чутно	tʂudno
чутны	tʂutnɨ
чутнымі	tʂutnɨmʲi
чутныя	tʂutnɨja
чухацца	tʂuxatsːa
чухаць	tʂuxatsʲ
чуць	tʂutsʲ
чучалы	tʂutʂaɫɨ
чую	tʂuju
чуюць	tʂujuʲtsʲ
чыгун	tʂɨɣun
чыгуначнай	tʂɨɣunatʂnaj
чыгуначны	tʂɨɣunatʂnɨ
чыгунка	tʂɨɣunka
чыгунку	tʂɨxunku
чыгункі	tʂɨxunkʲi
чыгунная	tʂɨɣunnaʲa
чыгуны	tʂɨɣunɨ
чый	tʂɨj
чый-нічый	tʂɨjnʲitʂɨj
чыкіляць	tʂɨkʲilʲatsʲ
чылі	tʂɨlʲi
чым	tʂɨm
чын	tɨn
чын	tʂɨn
чынам	tʂɨnom
чыннікі	tʂɨnnʲikʲi
чыну	tʂɨnu
чынш	tʂɨnʂ
чыны	tʂɨnɨ
чыньнік	tʂɨnnʲik
чыніць	tʂɨnʲitsʲ
чып	tʂɨp
чырвань	ʂɨrvonʲ
чырвонага	tʂɨrvonaɣa
чырвонае	tʂɨrvonaʲe
чырвонай	tʂɨrvonaj
чырвоная	tʂɨrvonaʲa
чырвоную	tʂɨrvonuju
чырвоны	tʂɨrvonɨ
чырвоным	tʂɨrvonɨm
чырвонымі	tʂɨrvonɨmji
чырвоных	tʂɨrvonɨx
чырвоныя	tʂɨrvonɨja
чыста	tʂɨsta
чыстай	tʂɨstaj
чыстка	tʂɨstka
чыстку	tʂɨstku
чысткі	tʂɨstkʲi
чысты	tʂɨstɨ
чыстымі	tʂɨstɨmʲi
чыстых	tʂɨstɨx
чысцейшае	tʂustsʲejʂaʲe
чысціню	tʂɨsʲtsʲinʲu
чысціць	tʂɨsʲtsʲitsʲ
чытай	tʂɨtaj
чытайце	tʂɨtajtsʲe
чытальні	tʂɨtaɫʲnʲi
чыталі	tʂɨtaɫʲi
чытанне	tʂɨtanʲːe
чытанні	tʂɨtannʲi
чытаць	tʂɨtatsʲ
чытач	tʂɨpatʂ
чытач	tʂɨtatʂ
чытачам	tʂɨtatʂam
чытачом	tʂɨtatʂom
чытачу	tʂɨtotʂu
чытачы	tʂɨtatʂɨ
чытаў	tʂɨtaw
чыткі	tʂɨtkʲi
чытэльны	tʂɨtɛlʲnɨ
чыю	tʂɨju
чыя	tʂɨja
чэк	tʂɛk
чэку	tʂɛku
чэкі	tʂɛkʲi
чэмпіянату	tʂɛmpʲijanatu
чэмпіянаце	tʂɛmpʲiʲanatsʲe
чэмпіёна	tʂɛmpʲiʲona
чэмпіёнка	tʂɛmpʲiʲonka
чэмпіёнкі	tʂɛmpʲiʲonkʲi
чэмпіёны	tʂɛmpʲiʲonɨ
чэпіцца	tʂɛpʲitstsa
чэпіць	tʂɛpʲitsʲ
чэрава	kʂɛrava
чэрава	tʂɛrava
чэрап	tʂɛrap
чэрап	ʃɛrap
чэрапа	tʂɛrapa
чэрвень	tʂɛrvʲenʲ
чэрвеньскі	tʂɛrvʲenʲskʲi
чэрвені	tʂɛrvʲenʲi
чэрнячы	tʂɛrnʲatʂɨ
чэрпаю	ʃɛrpaju
чэрствасць	tʂɛrstvoʂtsʲ
чэсна	tʂɛsna
чэсны	tʂɛsnɨ
чэсць	tʂɛsʲtsʲ
чэх	tʂɛx
чэхава	tʂɛxava
чэхаславакія	tʂɛxasɫavakʲija
чэхаславакія	tʂɨxasɫovakʲija
чэху	tʂɛxu
чэхі	tʂɛxʲi
чэхія	tʂɛxʲija
чэшка	tʂɛʂka
чэшскага	tʂɛʂskaɣa
чэшскі	tʂɛskʲi
чэшскі	tʂɛsːkʲi
чэшскіх	tʂɛʂʂkʲix
чэшуцца	tʂɛʂutsːa
ш	ʂ
ш	ʂɚ˥˩
ш	ʃa
шабля	ʂablʲa
шабля	ʃablʲa
шаблі	ʂabɫʲi
шабуня	ʂabunʲa
шавец	ʂavʲets
шавецкія	ʂavʲetskʲija
шаг	ʂax
шакалад	ʂakaɫat
шакаладу	ʂakaɫadu
шалашы	ʂaɫaʂɨ
шалею	ʂalʲeju
шалом	ʂaɫom
шалом	ʃaɫom
шаль	ʂaɫʲ
шалях	ʂalʲax
шалёны	ʂalʲonɨ
шалік	ʂalʲik
шаліка	ʂaɫʲika
шаманскі	ʂamanskʲi
шамаценне	tamatsʲenʲːe
шанавання	ʂanavanʲːa
шанаваць	ʂanavatsʲ
шанаваць	ʃanavatsʲ
шанец	ʂanʲets
шаноўная	ʂanou̯nɨja
шаноўны	ʂanou̯nɨ
шаноўныя	ʂanou̯nɨja
шансы	ʂansɨ
шануе	ʂanuje
шаную	ʂanuju
шаную	ʃanˈuju
шануюць	ʂanujuʲtsʲ
шанц	ʂants
шанцавання	ʂantsavannʲa
шанцаваць	ʃantsavatsʲ
шанцу	ʂantsu
шанцы	ʂantsɨ
шапак	ʂapak
шапаціць	ʂopatsʲitsʲ
шапачка	ʂapatʂka
шапачкай	ʂapatʂkaj
шапачкі	ʂapatʂkʲi
шапка	ʂapka
шапкай	ʂapkaj
шаптаць	ʂaptatsʲ
шар	ʂar
шара	ʂara
шара-	ʂara
шаравата-	ʂaravata
шараваты	ʂaravatɨ
шараватыя	ʂaravotɨja
шарамі	ʂaramʲi
шарападобныя	ʂarapotobnɨja
шарах	ʂarax
шарачковыя	ʂarotʂkovɨja
шаргацець	ʂarɣaʲːitsʲ
шаржы	ʂarʂɨ
шарм	ʂarm
шармам	ʂarmam
шарманка	ʂarmanka
шарпак	ʂarpak
шарф	ʂarf
шары	ʂarɨ
шарэла	ʂarɛɫa
шаснаццаты	ʂasnatsːatɨ
шаснаццаць	ʂasnatsːatsʲ
шасцю	ʂasʲtsʲu
шасцёра	ʂasʲtsʲora
шасці	ʂasʲtsʲi
шасцівугольнік	ʂasʲtsʲivuɣolʲnʲik
шасцідзесяты	ʂasʲtsʲidzʲesʲatɨ
шасцісоты	ʂasʲtsʲisotɨ
шатах	ʂatax
шатландскі	ʂatɫanski
шатландскі	ʂatɫantskʲi
шатландскія	ʂatɫantskʲija
шатландыя	ʂatɫandɨja
шатровай	ʂotrovaj
шатровы	ʂotrovɨ
шатровым	ʂatrovɨm
шатром	ʂadrom
шатры	ʂatrɨ
шафа	ʃafa
шафай	ʂafaj
шафам	ʂafam
шафу	ʂafu
шах	ʂax
шахмат	ʂaxmat
шахматнай	ʂaxmatnaj
шахматы	ʂaxmatɨ
шахматыст	ʂaxmatɨst
шахматыстка	ʂaxmatɨstka
шахтавых	ʂaxtavɨx
шахтах	ʂaxtax
шахты	ʂaxtɨ
шахцёр	ʂaɣtsʲor
шашка	ʂaʂka
шашкі	ʂaʂkʲi
шашу	ʂasu
шашы	ʂaʂɨ
шашэйных	ʂaʂɛjnɨx
шаўкавічны	ʂau̯kavʲitʂnɨ
