aegina	aegino
ἐπιστρεφομένας	epistrefovenas
ἐπιστρεφομένην	epistrepomenem
ἐπιστρεφομένης	epistrepomenes
ἐπιστρεφομένοις	epistrefomentis
ἐπιστρεφομένου	epistrefomenu
ἐπιστρεφομένους	ebistrefomenus
ἐπιστρεφομένων	epistrefomenon
ἐπιστρεφόμενε	ebistrefomene
ἐπιστρεφόμενος	ebistrefomenos
ἐπιστρεψάμενα	epistrɛpsamina
ἐπιστρεψάμεναι	epistrepsamenai
ἐπιστρεψάμενε	epistrepsameni
ἐπιστρεψάμενον	ɛbistrepsamɛnun
ἐπιστρεψάμενος	epistrepsamenos
ἐπιστρεψάντων	epistrepsanton
ἐπιστρεψάσης	ebistrepsaseʃ
ἐπιστρεψάσθω	ebistrepsasto
ἐπιστρεψάσθων	epistrepsaston
ἐπιστρεψάτω	epistrepsado
ἐπιστρεψαίμην	epistrepsainem
ἐπιστρεψαμένας	ɛbistrepsamɛnas
ἐπιστρεψαμένη	epistrepsameni
ἐπιστρεψαμένης	epistrepsamenes
ἐπιστρεψαμένοις	epistrepsamenois
ἐπιστρεψαμένου	epistrepsamɛnu
ἐπιστρεψαμένους	epistrepsamenus
ἐπιστρεψαμένων	epistrepsamenom
ἐπιστρεψοίμεθα	ɛbiztrepsɔjmitɑ
ἐπιστρεψοίμην	epistrepsoinem
ἐπιστρεψομέναις	epistrepsomenais
ἐπιστρεψομένης	epistrepsomenes
ἐπιστρεψομένοις	epistrepsomenois
ἐπιστρεψομένων	ẽbistrepsomenon
ἐπιστρεψούσαις	epistrepsuuzais
ἐπιστρεψούσας	epistrepsuusas
ἐπιστρεψούσης	epistrepsuases
ἐπιστρεψόμενα	ebistrepsomena
ἐπιστρεψόμεναι	epistrepsomenai
ἐπιστρεψόμενον	epistrepsomenon
ἐπιστρεψόντων	epistrepsonton
ἐπισυνάπτει	œbisunaptei
ἐπισυνάπτοντες	episinaptontes
ἐπισυνάπτων	episinapton
ἐπισφαλέστερος	epifalistkells
ἐπισφαλεστέρα	episfalestera
ἐπισύρετε	ˈebsuɾede
ἐπιτάγηθι	pitaɣɛtaj
ἐπιτάγητε	epitagete
ἐπιτάγμασι	epitaɾmasi
ἐπιτάγματι	epitaɾmati
ἐπιτάκτοις	epitaktois
ἐπιτάκτου	epitaktu
ἐπιτάκτους	epitaktus
ἐπιτάκτων	epitaktɔn
ἐπιτάξαι	ebitaksai
ἐπιτάξαις	ɛbidɑksais
ἐπιτάξαιτε	epit̪aks̺ai̯d̪e
ἐπιτάξαν	ɛpitaksan
ἐπιτάξαντες	epit̪aks̺ant̪es
ἐπιτάξασα	ɛbidɑksasa
ἐπιτάξασαι	e̞bid̪aks̺as̺ai̯
ἐπιτάξασθαι	ebiðaksastai
ἐπιτάξασθε	epitaksasse
ἐπιτάξασι	ebitaks̺as̺i
ἐπιτάξασιν	ebitaksasaĩn
ἐπιτάξατε	ɛbɪtaksadɪ
ἐπιτάξεται	ɛbidaksɛdai
ἐπιτάξοι	ebidaksoj
ἐπιτάξοιεν	ɛpitaksɔiːɛŋ
ἐπιτάξοιντο	epitaksˈoɪnt
ἐπιτάξοιο	ebid̪aksoio
ἐπιτάξοις	epitaksois
ἐπιτάξοιτε	ɛpɪtaksɔite
ἐπιτάξοιτο	epitaksɔitɔ
ἐπιτάξομαι	ɛpitaksɔmai̯
ἐπιτάξοντα	ɛpidaksontɛ
ἐπιτάξονται	ɛpidaksɔntai
ἐπιτάξοντι	epitaksonti
ἐπιτάξοντος	ebitaksɔntɔs
ἐπιτάξουσαν	ɛpiːdaksɔɛsɛn
ἐπιτάξουσι	epitaksuzi
ἐπιτάξω	ebitaksɔ
ἐπιτάξων	ɛpitakson
ἐπιτάξωνται	epitaksontai
ἐπιτάσσεις	epitassees
ἐπιτάσσεσθαι	ebitassestai
ἐπιτάσσεται	ebitassetai
ἐπιτάσσετε	epitassɛte
ἐπιτάσσοισθε	epitassoiste
ἐπιτάσσομεν	epitassomen
ἐπιτάσσονται	ebitassɔntai
ἐπιτάσσοντας	ebitasfontes
ἐπιτάσσουσαι	ɛpɪtɑssɔdˈsi
ἐπιτάσσωνται	ebidassonpe
ἐπιτάττετε	epitat̪d̪et̪e
ἐπιτάττηται	epitat̪eet̪ai
ἐπιτάττοιντο	epitattoĩnto
ἐπιτάττοις	ɛpitattojs
ἐπιτάττομαι	epitattomai
ἐπιτάττονται	ɛpitattɔntaj
ἐπιτάττοντας	ebitat̪t̪ont̪as
ἐπιτάττοντες	ebitatontes
ἐπιτάττοντι	ɛpɪtaːttɔnti
ἐπιτάττου	epitattu
ἐπιτάττουσα	ɛpitatduːsa
ἐπιτάττουσαι	ɛpitatduːsaj
ἐπιτάττουσι	epitattusɪ
ἐπιτάττουσιν	epitattusin
ἐπιτήδειαι	epitedeari
ἐπιτήδειος	ebit̪edeeos
ἐπιτίμου	epitimu
ἐπιταγέντα	epitagɛntɑ
ἐπιταγέντας	ebitagentas
ἐπιταγέντι	epitagɛnti
ἐπιταγέντων	epitakenton
ἐπιταγήσεσθε	epitageseste
ἐπιταγήσοιτο	epitagɛsɔito
ἐπιταγήτω	epitageto
ἐπιταγαί	epitagaj
ἐπιταγείητε	ɛpitaɣeɛete
ἐπιταγησομένην	ɛpitagɛsɔmɛneŋ
ἐπιταγμάτων	epiðaɣmatom
ἐπιτακτικέ	epitaktike
ἐπιτακτική	epitaktike
ἐπιτακτικοί	epidaktikoj
ἐπιτακτικωτάτοις	epitaktikodatois
ἐπιτακτικωτάτου	epitaktikodɑtu
ἐπιτακτικωτάτους	epitaktikotatus
ἐπιτακτικωτέραις	epitaktikoterais
ἐπιτακτικωτέρας	epitaktikoteras
ἐπιτακτικωτέροις	epidaktikoterois
ἐπιτακτικωτέρου	epinaktikod̪eɾu
ἐπιτακτικωτέρων	epitaktigoðeron
ἐπιτακτικόν	ebitaktikum
ἐπιτακτικώτατα	epitaktikovata
ἐπιτακτικώτατε	epidɑktikotatɛ
ἐπιτακτικώτεραι	epitaktikodɛrai
ἐπιτακτικώτερος	epitaktikoteros
ἐπιταξάμενα	æpidɑksɑmɪnæ
ἐπιταξάμενοι	ɛpidaksamenoi
ἐπιταξάντων	ɛbitaksaːntɔm
ἐπιταξάσας	epidaksasas
ἐπιταξάσης	epitaksases
ἐπιταξάσθων	ebiðaksaston
ἐπιταξαμένας	epiðaksamenes
ἐπιταξαμένη	ebnagsamẽnɛj
ἐπιταξαμένης	epidaksamenes
ἐπιταξαμένοις	epitaksamenois
ἐπιταξομένας	epitaksomenas
ἐπιταξομένην	opitaksɔmɛnɛm
ἐπιταξομένης	epitaksomenes
ἐπιταξομένοις	epitaksomenois
ἐπιταξούσαις	epitaksuusais
ἐπιταξόμεθα	ɛpidaksometæ
ἐπιταξόμενε	ɛpitaksɔmɪnɪ
ἐπιταξόντων	epitaksonton
ἐπιτασσέσθων	epitasestron
ἐπιτασσέτωσαν	e̞pidazetuozɑn
ἐπιτασσομένας	epitassomenas
ἐπιτασσομένοις	epitassɔmenɔis
ἐπιτασσομένου	epitasommenu
ἐπιτασσόμενοι	epitassomenoj
ἐπιτατικά	epit̪at̪ika
ἐπιτατικάς	epit̪at̪ikes
ἐπιτατικέ	epitaðike
ἐπιτατική	epitatike
ἐπιτατικαί	epitatikai
ἐπιτατικοί	epitatikoj
ἐπιτατικωτάτας	ɛpitatikotatas
ἐπιτατικωτάτη	epitatiko̞tate
ἐπιτατικωτάτοις	epitatikotatois
ἐπιτατικωτάτου	eppitatikotatu
ἐπιτατικωτάτων	epitatiko̞taton
ἐπιτατικωτέραις	epitatikodɛɾais
ἐπιτατικωτέρας	epitatikoteras
ἐπιτατικωτέροις	epitatikoterois
ἐπιτατικός	epitatikon
ἐπιτατικώτατε	epitatikɔtate
ἐπιτατικώτατον	epitatiko̞taton
ἐπιτατικώτεραι	epitatikoterai
ἐπιτατικώτερε	epitatikodere
ἐπιτατικώτεροι	epitatikoteroi
ἐπιταττομέναις	epitattomenai̯s̠
ἐπιταττομένοις	epitattomenois
ἐπιταττομένους	epitattomenuz
ἐπιταττούσας	ebitaturoses
ἐπιταττόμενε	epitattomeni
ἐπιταχθέν	ebidɑkðen
ἐπιταχθέντος	epidaktentos
ἐπιταχθείσας	kebidaktesas
ἐπιταχθησομένη	ebiðaktɛsɔmɛne
ἐπιταχθησομένοις	epitkafesɔmenɔis
ἐπιτελά	epidela
ἐπιτελάς	epidelas
ἐπιτελαί	epitedaj
ἐπιτετάξεται	ebitetaksetai
ἐπιτετάξομαι	ɛpitetaksɔmai
ἐπιτετάξονται	ɛpidɛtaksɔntaj
ἐπιτετάχθωσαν	epitɛtaʃtɔʃan
ἐπιτεταγμένοι	epitelamentai
ἐπιτεταξόμεθα	ɛpidɛtaksɔmɛta
ἐπιτεταχότα	ɛpitetakotɑ
ἐπιτεταχότι	e̞pidɛdakɔtɪ
ἐπιτετρόπευμαι	epitetropeumai
ἐπιτετρόπευται	epitetropeutai
ἐπιτεύξεσι	ebitauksezi
ἐπιτεύξεσιν	epitɛuksɛsɪŋ
ἐπιτηδεέστατε	ebitedeestate
ἐπιτηδείαις	epitedeeais
ἐπιτηδείοις	epiteeðeois
ἐπιτηδείων	epitedeion
ἐπιτηδειοτάτου	epiteeteotatu
ἐπιτηδειοτέραν	ɛpideidjoðeram
ἐπιτηδειότερον	epitɛeðɛɔteroŋ
ἐπιτηδεωτάτης	ebipeiootates
ἐπιτηδεωτάτοις	ebitedeodatois
ἐπιτηδεωτάτου	epitedeotatu
ἐπιτηδεύει	epiteeðeue
ἐπιτηδεύουσι	epitedevusi
ἐπιτηδεώτατα	epiteiootata
ἐπιτομάς	epitomas
ἐπιτομή	epitome
ἐπιτομήν	epitomeŋ
ἐπιτομαί	epitomai
ἐπιτομικά	ɛpitɔmika
ἐπιτομικάς	epitomikas
ἐπιτομική	epidomite
ἐπιτομικαί	epitomikai
ἐπιτομικοί	epiðomikoj
ἐπιτομικούς	epitomikus
ἐπιτομικόν	epidomikon
ἐπιτρέπεις	epitrepɛjs
ἐπιτρέπουσι	epitrepʊsj
ἐπιτρέπουσιν	epitrepuzil
ἐπιτρέχει	epitrekke
ἐπιτρέχετε	ebitrekede
ἐπιτρίβω	epitribo
ἐπιτρεπτικά	epitrɛptika
ἐπιτρεπτικάς	epitreptikes
ἐπιτρεπτικέ	ebit̪rɛbtikɛ
ἐπιτρεπτική	ebitrɛptɪke
ἐπιτρεπτικαί	epitreptikai
ἐπιτρεπτικοί	epitreptikoj
ἐπιτρεπτικούς	epitreptikus
ἐπιτρεπτικόν	epitreptikum
ἐπιτροπάς	epitropas
ἐπιτροπήν	epitropeɛ
ἐπιτροπαί	ebitropai
ἐπιτροπεύεται	epitropeuetaj
ἐπιτροπεύετε	epitropeuete
ἐπιτροπεύονται	epitropeɛontaj
ἐπιτροπεύσομεν	epitropeusomɛn
ἐπιτροπεύσουσι	epitropeusˈɛst
ἐπιτροπεύσω	epitropeu̯s̺o
ἐπιτροπεύω	epitropɛuɔ
ἐπιτόμου	epitomu
ἐπιτόμους	epitomus
ἐπιτόμων	epitomom
ἐπιτύμβιος	epitymbios
ἐπιφέρω	epifero
ἐπιφανέστατος	epifaneʃt̪at̪os
ἐπιφανέστερε	epifanestere
ἐπιφανεστάτοις	epifanestatois
ἐπιφοίτησις	epipoidesiʃ
ἐπιφοιτήσεων	epifojteezse
ἐπιφύλαξις	ebirylaksis
ἐπιχέαιτε	epikeete
ἐπιχέαν	epikean
ἐπιχέαντας	epikeantas
ἐπιχέαντες	ebikeantes
ἐπιχέαντος	ebikeandos
ἐπιχέασαι	epikeasai
ἐπιχέειε	ebikeeje
ἐπιχέητε	epikˈete
ἐπιχέοιντο	epikeˈɔĩŋdɔ
ἐπιχέοισθε	ebikeoiste
ἐπιχέοντας	epikeomtas
ἐπιχέοντες	epikeondes
ἐπιχέοντος	epikeuntos
ἐπιχέου	epike̞u
ἐπιχέουσα	epikeˈusa
ἐπιχέουσι	epikeusi
ἐπιχέων	epikean
ἐπιχαινούσαις	æbˈikˈinusæiz
ἐπιχαιρεκάκοις	epihajrekakois
ἐπιχανουμένας	ebikonumenas
ἐπιχανούμενον	æbikɑːnuːmenum
ἐπιχανούμενος	e̞bi̯kænuːmenɔs
ἐπιχαρτικά	ebihaɾdika
ἐπιχεάμενοι	ebikeamenoj
ἐπιχεάμενος	ebikeamenos
ἐπιχεάσαις	ebikeasaiʃ
ἐπιχεάσας	ebikeasas
ἐπιχεάτω	epikeado
ἐπιχεαμένας	ebikeamenas
ἐπιχεαμένης	ebikeamines
ἐπιχεαμένοις	ebikeamenois
ἐπιχεαμένων	ebikeamenon
ἐπιχεομέναις	ebikeomenes
ἐπιχεομένας	ebikeomenas
ἐπιχεομένη	ebikeomele
ἐπιχεομένου	ebikeiomɛnʊ
ἐπιχεομένους	depikeomenus
ἐπιχεομένων	ebikeomɛnɔn
ἐπιχεόμενα	ebikeomena
ἐπιχρίω	epikrio
ἐπιχυθείς	ebikɵkˈaiʃ
ἐπιχυθησομένης	epikutesomenes
ἐπιχυθησομένους	epikutesomenus
ἐπιχυθησομένων	epikuteesomeno
ἐπιχυθησόμενε	efikutɛsɔmɛne
ἐπλήρουν	eplerum
ἐπλήρους	eplerus
ἐπλήρωσα	eplirosa
ἐπλήρωσεν	eplerosen
ἐπλήσατε	eplesɑtɛ
ἐπλήσσετε	eplestete
ἐπλήσσομεν	neblesomen
ἐπλήττετε	eplɛtdɛtɛ
ἐπλεύσατε	epleusate
ἐπληθύνατε	eplesinate
ἐπληρώσατε	eplerosate
ἐπλησιάσαμεν	eblesiasamen
ἐπλησιάσατε	eples̺ias̺at̪e
ἐπλουτίσαμεν	epluti̯samen
ἐπλουτίσατε	eplʊtjsate
ἐπλούτιζες	eplutisdɛs
ἐπλούτισαν	eplutiθan
ἐπλούτισας	elplutisas
ἐπλούτισε	plutise
ἐπλούτισεν	elprotisen
ἐποίησεν	epojesen
ἐποίκισι	epojkisi
ἐποίκισις	epoikisiʃ
ἐποίκου	epojku
ἐποίκους	epoikus
ἐποίχεσθαι	epoikeloko
ἐποίχομαι	epɔikɔmaj
ἐποικίσεις	epolikises
ἐποικίσεων	epojkiseom
ἐποικισμέ	epoikisme
ἐποικισμούς	epoikismus
ἐπολέμησε	epolemese
ἐπολίτευε	epolideue
ἐπολιορκήθη	epolioɾkete
ἐπολιορκήθην	epoliorketen
ἐπολιορκεῖτε	epoliorkete
ἐπολιορκούμην	epolijorkumem
ἐπολιτευσάμην	epoliteusamen
ἐπολιτεύσατο	epoliteusato
ἐπονέσαμεν	eponejsamẽn
ἐπονέσατε	eponisate
ἐπονήσαντο	poneɛsantɔ
ἐπονήσασθε	eboneseste
ἐπονομάζεις	eponomasdɛs
ἐπονομάζουσιν	nˈoːɛmˈasdusˈi
ἐπονομασίαις	eponomasiais
ἐποπτεία	ɛpɔptɛja
ἐπορίζου	e̞poɾizdu
ἐπορίσαμεν	e̞bɔriːsɑmɛn
ἐπορίσαντο	epoɾisanto
ἐπορίσασθε	eporiselte
ἐπορίσθη	eboɾiːste
ἐπορίσθημεν	eporiztemen
ἐπορίσθης	eporistes
ἐπορίσθητε	eboristede
ἐπορευόμην	eporeiomem
ἐπορεύθη	eporeute
ἐπορεύσασθε	ekoreusaste
ἐποτρύνω	epotrino
ἐπουσιωδέσταται	epusiodestatai
ἐπουσιωδέστατε	epusiodɛstate
ἐπουσιωδέστατον	epusiodeestato
ἐπουσιωδέστεραι	epusiodɛstenai
ἐπουσιωδέστεροι	epusiodɛsteɾɔj
ἐπουσιωδέστερον	epusiodɛesterɔ
ἐπουσιωδέστερος	epusiodɛsteɾos
ἐπουσιωδεστάτου	epusiodɛstatu
ἐπουσιωδεστέρου	epuʃiodɛstɛɾw
ἐπουσιωδεστέρους	epusiodɛesterus
ἐπουσιωδεστέρων	epusiodɛestero
ἐπουσιώδεσι	epusiodesi
ἐπράξαμεν	epɾaksamɛm
ἐπράξαντο	epraksanto
ἐπράξατο	epraːksato
ἐπράξω	eprakso
ἐπράσσεσθε	oprasseste
ἐπράσσετε	eprassete
ἐπράσσομεν	eprassomem
ἐπράσσου	eprasˈsu
ἐπράττετο	abraːtdɪtɔ
ἐπράττοντο	eprattonto
ἐπράχθη	eprakte
ἐπράχθης	epraktes
ἐπρέσβευες	epresbeues
ἐπρέσβευσαν	ɛprɛzbɪusam
ἐπρέσβευσας	eprezbeusas
ἐπρίασθε	epriaste
ἐπρίω	eprio
ἐπραξάμεθα	ɛbraːksaːmita
ἐπραξάμην	ebreksamem
ἐπραττόμην	ɛbrattɔmɛm
ἐπρεσβευσάμεθα	eprezbeusameta
ἐπρεσβευσάμην	eprezbeusamem
ἐπρεσβεύετε	epresbeuede
ἐπρεσβεύομεν	eprezbeuovim
ἐπρεσβεύου	aprezbeiu
ἐπρεσβεύσατο	eprɛzbeusɛto
ἐπρεσβεύσω	ɛprezbeusɔ
ἐπριάμεθα	epriamita
ἐπριάμην	epriamim
ἐπρωτεύσαμεν	eproteusamem
ἐπρώτευε	eproteue
ἐπρώτευσας	eproteusas
ἐπωδυνέστεροι	epodueesteroj
ἐπωδυνέστερον	epodunesteron
ἐπωδυνεστάτας	epodynestatas
ἐπωδυνεστάτη	epodynestate
ἐπωδυνεστάτου	epodunestatu
ἐπωδυνεστάτους	epodunestatus
ἐπωδυνεστέραν	epodynosteðan
ἐπωδυνεστέρου	opodʊnestirˈʊ
ἐπωδυνεστέρων	epodynesteron
ἐπωδυνωτάτας	epoðinotatas
ἐπωδυνωτάτου	epodinotatu
ἐπωδυνωτέρα	epodiontero
ἐπωδυνωτέραις	epodinoterais
ἐπωδυνωτέρας	epoðienteras
ἐπωδυνωτέροις	epodunoterois
ἐπωδυνώτατοι	ebodinotatoj
ἐπωδυνώτερα	epokiunt̪era
ἐπωδύνους	opodynus
ἐπωνυμία	eponimia
ἐπωνυμίαι	eponimiai
ἐπωνυμίαν	eboniviam
ἐπωνυμίας	eponimias
ἐπωνυμίου	eponimeio
ἐπωνυμίους	eponimius
ἐπωνυμίων	eponimion
ἐπωνύμιε	epolymie
ἐπωνύμιοι	epolimioi
ἐπωνύμιος	eponimios
ἐπωνύμου	epɔnimʊ
ἐπωνύμους	eponeibuʃ
ἐπόλισα	epɔlisa
ἐπόλισαν	epolizan
ἐπόλισε	apolise
ἐπόλισεν	epolizen
ἐπόνεσα	epɔnisa
ἐπόνεσαν	eponesan
ἐπόνεσας	eponesis
ἐπόνεσε	epɔ̃nse
ἐπόνησα	eponesa
ἐπόνησε	eponese
ἐπόνουν	eponum
ἐπόντα	eponta
ἐπόντας	epontas
ἐπόντες	epontes
ἐπόντι	eponti
ἐπόντος	epontos
ἐπόντων	eponton
ἐπόπται	epoptai
ἐπόπταις	epoptais
ἐπόπτας	epaptas
ἐπόπτου	epoptu
ἐπόρευεν	eporekun
ἐπόρευσα	apoɾeuza
ἐπόρευσας	eporeuʃas
ἐπόρευσε	eporeusɛ
ἐπόρθησας	epoɾtesas
ἐπόρισα	eporiza
ἐπόρισαν	epɔrizan
ἐπόρισας	eporizas
ἐπόρισε	eporise
ἐπόρισεν	eporisen
ἐπύθετο	episeto
ἐπώνυμον	epɔnɪmom
ἐράσμιον	irasmiom
ἐράσμου	erasmu
ἐράστου	erastu
ἐρέσθω	erɛsto
ἐρέσθων	ejresto
ἐρήμαις	ɛremais
ἐρήμη	ɛɾˈme
ἐρήσεσθε	ereseste
ἐρήσοισθε	eresoiste
ἐρήσομαι	eresomai
ἐρίδων	eridon
ἐρίζουσιν	irisdusin
ἐρίοις	eriois
ἐρίσατε	eɾisate
ἐρίσετε	erisete
ἐρίσουσι	eraisusi
ἐρίσω	ɛliso
ἐρασμίοις	elazmiois
ἐρασμίου	kelasmil
ἐρασμίων	erazmiom
ἐρασμιωτάτην	irasmiaotate
ἐρασμιωτάτου	erasmiatatu
ἐρασμιωτέροις	erasmiaterois
ἐρασμιώτατοι	irasiootatoi
ἐραστή	eɾaste
ἐραστής	erastes
ἐργάσει	ˈaɾɣase
ἐργάσονται	erɣasontaj
ἐργάται	ɛlɣatai
ἐργάταις	ærgatais
ἐργασία	erɣasia
ἐργασίαι	erɣasiai
ἐργασίαν	erɣasiam
ἐργασθήσονται	ɛɾgasteɛstaj
ἐργαστήρια	ɛrgastɛria
ἐργαστηρίοις	elgasteeiois
ἐργαστηρίου	elgasteˈɾiʊ
ἐργολαβίαις	ergolabiais
ἐργολαβίας	ergolabias
ἐρεθίζουσι	eretjdsusj
ἐρημάδας	eremadas
ἐρημάδες	eremades
ἐρημάδος	eremados
ἐρημάδων	ɾɛɾemadɔ
ἐρημάσιν	eremasin
ἐρημίαι	eremiaj
ἐρημίαις	ɛremiais
ἐρημίαν	ɛreniam
ἐρημίας	eremias
ἐρημίταις	eremitais
ἐρημίτας	eremitas
ἐρημίτην	eremiten
