11-a	ɨˈa
velodrom	velodrom
velografie	velografije
velur	velur
velurat	velurat
velură	velurə
velvet	vɛlˈvɛt
velveton	velveton
velă	velə
velărie	velərije
vemelian	vemelijan
vena	vena
venal	venal
venalitate	venalitate
vendetă	vendetə
vene	vene
venea	venĕa
venea	veˈne̯a
veneai	veneaj
veneam	venĕam
veneam	veˈne̯am
veneau	venĕaw
veneau	veˈne̯aw
venectazie	venektazije
venele	veˈnele
venenifer	venenifer
venera	venera
venera	veneˈre̯a
venerabil	venerabil
venerabilitate	venerabilitate
venerare	venerare
venerat	venerat
venerat	venəˈrat
venerație	veneratsije
venerațiune	veneratsiune
venerează	venereˈasə
venerez	venereʃ
venerian	venerijan
veneric	venerik
venerice	venereɪtʃe
venerolog	venerolog
venerologie	venerolodʒije
venesecție	venesektsije
venet	venet
venetia	venetʲa
venetic	venetik
venezuela	venezuˈela
venezuelan	venezuelan
venezuelean	venezuelĕan
venezuelian	venezuelijan
venezuelit	venezuelit
veneţia	venetsia
venețian	venetsijan
venghercă	vengerkə
veni	veni
venii	veni
venim	venim
venin	venin
venina	venina
veninare	veninare
veninariță	veninaritsə
veninat	veninat
venind	venind
veninos	veninos
veninos	veniˈnos
veninul	veninul
venire	venire
venirea	venirĕa
venirea	veniˈre̯a
venise	venise
venise	veˈnise
venisem	venisem
veniseră	veniserə
venit	venit
venite	venite
veniti	veniti
venitul	venituɫ
venituri	venitur
venituri	venituɾʲ
veniturile	veniturile
veniturile	venituˈrile
venită	venitə
veniţi	venitsi
veniți	venits
veniți	venitsʲ
venos	venos
venozitate	venozitate
ventil	ventil
ventila	ventila
ventilare	ventilare
ventilat	ventilat
ventilatie	ʋentilati'e
ventilator	ventilator
ventilator	ʋentilaˈtor
ventilatorul	ʋentilatoˈrul
ventilaţia	ventilətsiə
ventilaţie	ventilətsʲe
ventilație	ventilatsije
ventral	ventral
ventricea	ventritʃ̩a
ventricul	ventrikul
ventricular	ventrikular
ventrilică	ventrilikə
ventriloc	ventrilok
ventrilog	ventrilog
ventru	ventru
ventura	ʋenˈtura
venturimetru	venturimetru
ventuză	ventuzə
venus	veˈnus
venusian	venusijan
venust	venust
venă	vena
venă	venə
vera	vera
veracitate	veratʃitate
veranda	veranˈda
verandă	verandə
verant	verant
veratrină	veratrinə
verb	verb
verb	verβ
verbal	verbal
verbal	verˈbal
verbale	verˈbale
verbalism	verbalism
verbaliza	verbaliza
verbalizare	verbalizare
verbalizat	verbalizat
verbenacee	verbenatʃee
verbiaj	verbijaʒ
verbigerație	verbidʒeratsije
verbină	verbinə
verbozitate	verbozitate
verdare	verdare
verde	verde
verdeaţă	verde̯atsə
verdeață	verdĕatsə
verdele	verdele
verdict	verdikt
verdict	vɛrˈdɪt
verdictul	vɛrˈdiktul
vere	vere
veresie	veresije
verfafor	verfafor
vergea	verdʒ̩a
vergel	verdʒel
vergela	verdʒela
vergelare	verdʒelare
vergelat	verdʒelat
vergelușă	verdʒeluʃə
vergeluță	verdʒelutsə
vergență	verdʒentsə
vergetură	verdʒeturə
vergin	verdʒin
verginal	verdʒinal
vergulescu	vergulesku
vergă	vergə
veri	veri
veric	verik
verice	veritʃe
veridic	veridik
veridicitate	veriditʃitate
verif	verif
verific	verifik
verific	veriˈfʲik
verific-o	veriˈfiko
verifica	verifika
verifica	veriˈfika
verificabil	verifikabil
verificam	verifiˈkam
verificare	verifikare
verificare	verifiˈkare
verificarea	vɛriˈfikkəre̯a
verificat	verifikat
verificat	verifiˈkats
verificat-o	verifiˈkato
verificate	verifikate
verificati	vɛrʲifikati
verificator	verifikator
verificată	verifiˈkate̯
verificaţi	verifikatsʲ
verificaţi-vă	verifikatsʲvə
verificați	verifikats
verificați	verifikatsʲ
verifice	veriˈfitʃe
verifici	verifiˈtʃʲ
verificând	verifiˈkɨnd
verifică	verifikə
verifică-i	vɛriˈfɪkəj
verifică-l	verifiˈkəl
verifică-ţi	verifiˈkətsi
verificăm	vɛriˈfʲikəm
verificări	verifikər
verificări	verifiˈkərʲ
veriga	veriga
verigar	verigar
verigariu	verigarju
verigea	veridʒ̩a
verigel	veridʒel
verigheta	veriˈgeta
verighetele	veriˈgetele
verighetă	verigetə
verighetă	veriˈgetə
veriguță	verigutsə
verigă	verigə
verile	verile
verină	verinə
verism	verism
verisoara	veriˈswara
verist	verist
veritabil	veritabil
veritabil	veritabɨl
veritabilă	veritabilə
veritas	veriˈtas
veritate	veritate
verity	veritʲ
verişoara	veriˈʃo̯ara
verişoarei	veriʃo̯arej
verişoară	veriˈʃo̯ara
verişorul	veriʃorul
verișcan	veriʃkan
verișor	veriʃor
verișorică	veriʃorikə
verma	vermɑ
vermeer	vermeːr
vermeșan	vermeʃan
vermial	vermijal
vermicid	vermitʃid
vermicular	vermikular
vermiculit	vermikulit
vermiform	vermiform
vermifug	vermifug
verminație	verminatsije
verminoză	verminozə
vermină	verminə
vermis	vermis
vermont	verˈmont
vermorel	vermorel
vermut	vermut
vermutiza	vermutiza
vermutizare	vermutizare
vermutizat	vermutizat
vern	vern
verna	vernɑ
vernal	vernal
vernalizare	vernalizare
verne	vern
vernescu	vernesku
vernier	vernijer
vernil	vernil
vernis	vernis
vernisa	vernisa
vernisaj	vernisaʒ
vernisare	vernisare
vernisat	vernisat
vernon	vernon
verona	veˈrona
veronal	veronal
veronica	veroˈnika
veronicăi	veroˈnikəj
veronika	veroniˈka
veros	veros
verosimil	verosimil
verosimilitate	verosimilitate
vers	vers
vers	ʋers
versace	ʋɛrˈsatsje
versailles	ʋɛrˈʃɛlʲ
versant	versant
versat	versat
versatil	versatil
versatilitate	versatilitate
verse	ʋɛrˈse
verset	verset
verset	ʋerˈset
versetul	versetul
versifica	versifika
versificare	versifikare
versificat	versifikat
versificator	versifikator
versificație	versifikatsije
version	ʋɛrˈsjon
versiune	versiune
versiune	ʋɛrˈsiune
versiunea	versiˈunʲe̯a
versiuni	ʋɛrsiuni
versiunile	ʋersiunile
verso	verso
versor	versor
verstă	verstə
versuire	versuire
versuit	versuit
versuitor	versuitor
versul	ʋerˈsul
versurel	versurel
versuri	versur
versuri	ʋɛrˈsurʲ
versurile	versurile
versurile	ʋɛrsuˈrile
versus	versus
vertebra	vertɛbɾa
vertebral	vertebral
vertebrală	vertɛbraˈlə
vertebrat	vertebrat
vertebre	vertɛbre
vertebrele	ˈvɛrtebrɛle
vertebră	vertebrə
vertex	verteks
vertical	vertikal
vertical	vɛrˈtʲikal
verticale	vetɾiˈkale
verticalitate	vertikalitate
verticală	vertikalə
verticală	vertiˈkalə
verticil	vertitʃil
verticilat	vertitʃilat
vertiginos	vertidʒinos
vertigo	vɛrˈtigo
vertij	vertiʒ
verucos	verukos
verucă	verukə
vervenă	vervenə
vervă	vervə
very	veri
verzal	verzal
verzea	verzĕa
verzeanu	verzĕanu
verzi	verz
verzi	verˈzi
verzitură	verziturə
verziu	verziw
verzişori	verziʃori
verziș	verziʃ
verzișor	verziʃor
verzui	verzuj
verzătură	verzəturə
verşi	verʃʲ
vesel	vesel
vesel	veˈsel
vesela	veˈsela
vesele	vesele
veseli	vesel
veseli	veˈseli
veselia	veselija
veselia	veselja
veselie	veselije
veselie	veˈselie
veselior	veselior
veselire	veselire
veselit	veselit
veselitor	veselitor
veselă	veselə
veselă	veˈselə
vesmânt	vesmɨnt
vesnic	vesnik
vesnica	vesnʲɪkə
vesnicie	vesnikʲe
vespasiană	vespasijanə
vesperal	vesperal
vest	vest
vesta	vestə
vestală	vestalə
veste	veste
vestea	veste̯a
vestea	vestĕa
vestejire	vesteʒire
vestejit	vesteʒit
vestele	vestele
vesti	vestʲ
vestiar	vestijar
vestiar	vestjɑr
vestiare	vestjɑre
vestiarul	vestjɑrʊl
vestibul	vestibul
vestibular	vestibular
vestic	vestik
vestice	vestitʃe
vestică	vestikə
vestile	vestile
vestimentar	vestimentar
vestimentar	vestimɛnˈtar
vestimentație	vestimentatsije
vestire	vestire
vestit	vestit
vestitor	vestitor
vestmânt	vestmɨnt
veston	veston
vestul	vestul
vestului	vestuˈluj
vestă	vestə
veteran	veteran
veteran	vetera̠n
veterani	veteraˈni
veteranii	veteraˈni
veteranilor	veteraˈnilor
veterinar	veterinar
veterinar	vet̪e̞t̪iˈnar
veterinarul	vet̪e̞t̪e̞ˈn̪ar̪ul̪
veti	veti
veto	veto
vetrele	vetrele
vetrelă	vetrelə
vetrice	vetritʃe
vetrilă	vetrilə
vetrișoară	vetriʃŏarə
vetriță	vetritsə
vetust	vetust
vetustate	vetustate
vetustețe	vetustetse
veverita	veveˈrita
veveriţa	veveˈritsa
veveriţe	veveˈritse
veveriţele	veveˈritsele
veveriţă	veveˈritsa
veveriță	veveritsə
vex	vek
vexa	veksa
vexare	veksare
vexat	veksat
vexatoriu	veksatorju
vexație	veksatsije
vexațiune	veksatsiune
vexil	veksil
vezeteu	vezetew
vezi	vezi
vezi-ti	vedʒiti
vezi-ţi	vezitsi
vezica	vezika
vezical	vezikal
vezicant	vezikant
vezicat	vezikat
vezicator	vezikator
vezicație	vezikatsije
vezicii	veziˈtʃiʲ
vezicular	vezikular
veziculos	vezikulos
veziculă	vezikulə
vezică	vezikə
vezică	veˈzʲikə
vezuvian	vezuvijan
veşnic	veʃˈnik
veşnice	veʃˈnitʃe
veşnicie	veʃˈnikʲe
veşnică	veʃˈnikə
veşti	veʃti
veştile	ʋeʃtiˈle
veţi	vetʃʲ
veșcă	veʃkə
veșnic	veʃnik
veșnicia	veʃnitʃija
veșnicie	veʃnitʃije
veșted	veʃted
veștezire	veʃtezire
veștezit	veʃtezit
vești	vestʃʲ
vești	veʃt
veștilor	veʃtilor
veți	vets
veți	vetsʲ
vi	vi
vi-a	viə
vi-i	vii
vi-l	vil
vi-o	vio
via	vija
via	viɑ
viabil	vijabil
viabil	viˈabʲil
viabile	viˈabile
viabilitate	vijabilitate
viabilă	viˈabilə
viagra	viˈagrɑ
viajer	vijaʒer
viando	vijando
viata	viˈata
viată	viˈate
viaþa	viəθa
viaþã	viˈatʃə
viaţa	viˈatsa
viaţa-i	viˈatsai
viaţă	viˈatsə
viața	viˈatsa
viața	vjatsa
viațã	viˈatsə
viață	viˈatsə
vibe	vibe
vibice	vibitʃe
vibra	vibra
vibrafon	vibrafon
vibrant	vibrant
vibrantă	vibrantə
vibrare	vibrare
vibrat	vibrat
vibratii	vibra'tsi
vibratil	vibratil
vibrato	vibrato
vibratoare	vibrato̯are
vibrator	vibrator
vibratoriu	vibratorju
vibraţie	vibratsie
vibraţii	vibratsii
vibraţiile	vibratsile
vibrație	vibratsije
vibrații	vibratsij
vibrațiune	vibratsiune
vibrează	viˈbɾe̯aʃə
vibreze	viˈbreze
vibrioză	vibriozə
vibrisă	vibrisə
vibroforeză	vibroforezə
vibrograf	vibrograf
vibrolaminare	vibrolaminare
vibromasaj	vibromasaʒ
vibrometru	vibrometru
vibronetezire	vibronetezire
vibroterapie	vibroterapije
vic	vik
vicar	vikar
vicariat	vikarijat
vice	vitʃe
vice-presedinte	ʋitʃepresiˈdinte
vice-preşedinte	vitʃepreʃeˈdinte
vice-preşedintele	vitʃepreʃeˈdintele
vicecampion	vitʃekampion
vicecancelar	vitʃekantʃelar
vicecomite	vitʃekomite
viceconsul	vitʃekonsul
viceconsulat	vitʃekonsulat
viceguvernator	vitʃeguvernator
vicente	viˈtʃente
vicepresedinte	ʋitʃepresedinte
vicepreşedinte	ʋitʃeˈpreʃedinte
vicepreşedintele	ʋitʃeˈpreʃedintele
vicepreședinte	vitʃepreʃedinte
vicerege	vitʃeredʒe
viceversa	vitʃeversa
viceversa	ʋitʃeˈversa
viciere	vitʃijere
vicii	viˈtʃʲ
viciile	ʋiˈtʃije
vicinal	vitʃinal
vicios	viˈtʃos
vicisitudine	vitʃisitudine
viciu	vitʃ̩u
viciu	ʋiˈtʃu
viciul	ʋiˈtʃul
vick	vik
vickers	ˈvikərs
vicki	vikʲ
vickie	vikʲe
vicky	viki
viclean	vikˈlean
vicleană	vikle̯əna
vicleim	vikleim
vicleni	vikˈlenʲ
viclenia	vikˈlenʲa
viclenie	viklenije
viclenie	vikˈlenie
viclenire	viklenire
viclenit	viklenit
vicleșug	vikleʃug
vicodin	viko'din
viconte	vikonte
vicontesă	vikontesə
victima	ˈviktima
victime	vik'timɛ
victime	viktime
victimei	viktimej
victimiza	viktimiza
victimizare	viktimizare
victimizat	viktimizat
victimă	viktimə
victor	viktor
victor	ˈviktor
victoria	viktorija
victoria	ˈviktorja
victorian	viktorijan
victorie	viktorije
victorie	ˈviktorje
victoriei	viktorijej
victoriei	viktorˈjej
victorii	ˈviktorij
victoriile	viktorile
victorios	viktorijos
victorios	ˌviktorjo̞s
victorioşi	ˈviktorjoʃʲ
vid	vid
vid	við
vida	vida
vidal	viˈdal
vidanja	vidanʒa
vidanjare	vidanʒare
vidanjat	vidanʒat
vidanjor	vidanʒor
vidare	vidare
vidat	vidat
videanu	vidĕanu
videle	videle
video	video
video	viˈdeo
video-ul	viˈde̯o̯ul
videocameră	videokamerə
videocaptor	videokaptor
videocasetofon	videokasetofon
videocasetă	videokasetə
videoclip	video'kliːp
videoclip	videoklip
videoclipul	videoˈklipul
videoclipuri	videoˈklipuri
videoclipurile	videoˈklipule
videodisc	videodisk
videofon	videofon
videofonic	videofonik
videofonie	videofonije
videofrecvență	videofrekventsə
videomagnetic	videomagnetik
videomagnetofon	videomagnetofon
videotecă	videotekə
videotelefon	videotelefon
vidican	vidikan
vidicon	vidikon
vidmă	vidmə
vidră	vidrə
vidu	vidu
viduitate	viduitate
vidul	vidul
vidya	viˈdi̯a
vie	vie
vie	vije
vielă	vijelə
viena	viˈe̯na
vienez	vijenez
vienna	viˈena
vier	vijer
viere	vijere
viereasă	vijerĕasə
vierit	vijerit
vierme	vierme
viermele	viermɛle
viermi	viermi
viermii	viermi
viermilor	ʋjermiˈlor
vieru	vijeru
viespe	viˈespe
viespea	viˈespe̯a
viespi	viˈɛspʲ
vietate	vijetate
vietcong	viˈetkɔŋ
vieti	viˈetʃʲ
vietii	vietsi
vietile	vie̯t̪ile̯
vietnam	viˈetnam
vietnamez	vietnaˈmeʃ
vietnamul	vietnamul
vietăți	vijetəts
vieţi	viˈetsi
vieţii	viˈetsi
vieţile	viˈe̯tsile
vieţilor	viˈe̯tsilor
vieți	viˈetsʲ
vieții	viˈetsʲ
vieții	vjetsij
viețile	vi̯e̯ˈtsile̯
vieților	vjetsilor
vifor	vifor
viforatec	viforatek
viforatic	viforatik
viforeală	viforĕalə
viforniță	vifornitsə
viforos	viforos
viforâre	viforɨre
viforât	viforɨt
viforî	viforɨ
vig	vig
vigilent	vidʒilent
vigilent	viʒiˈlent
vigilenţi	viʒiˈlentsʲ
vigilență	vidʒilentsə
vigoare	vigŏare
vigoare	viˈgo̯a̯re
vigonie	vigonije
viguros	viguros
vigurozitate	vigurozitate
vii	vij
vii	viː
viilor	vijilor
viitoare	vijitŏare
viitoare	viːˈtaore̯
viitoarea	viː'tɔ̯arə
viitoarei	viːˈto̯a̯rej
viitoarele	vijitŏarele
viitoarele	viːˈtaore̯le
viitor	viitor
viitor	viˈitoɾ
viitori	viˈjtor
viitorii	vijitorij
viitorime	viitorime
viitorist	viitorist
viitorolog	viitorolog
viitorologie	viitorolodʒije
viitorul	vijitorul
viitorul	viˈtorul
viitorului	vijitoruluj
viitorului	viˈitoɾulʲ
viitură	viiturə
viișoară	viiʃŏarə
vijay	viˈʒaj
vijelie	viʒelije
vijelios	viʒelijos
vik	vik
viki	viki
viking	viking
viking	viˈkiŋ
vikingi	viˈkindi
vikram	vikram
viktor	vik'tor
vil	vil
vila	vila
vila	vilə
vilaiet	vilajet
vilanelă	vilanelə
vilbrochen	vilbroken
vile	vile
vileag	vilĕag
vileag	viˈle̯ag
vilegiaturist	viledʒijaturist
vilit	vilit
village	viˈlaʒe
ville	viʎe
vilma	vilma
vilos	vilos
vilozitate	vilozitate
vilă	vilə
vin	vin
vin-o	vinɔ
vina	vina
vinar	vinar
vinariță	vinaritsə
vinars	vinars
vinasă	vinasə
vinaț	vinats
vince	vintʃe
vincent	vinˈtʃent
vincenzo	vinˈtʃentsɔ
vinci	vintʃʲ
vincier	vintʃijer
vinclu	vinklu
vinde	vinde
vinde-o	vindeo
vindea	vinde̯a
vindeai	vindej
vindeam	vinde̯am
vindeau	vinde̯aw
vindeau	vindĕaw
vindec	vindek
vindeca	vindeka
vindeca	vinˈdeka
vindecabil	vindekabil
vindecare	vindekare
vindecarea	vindekarĕa
vindecarea	vindekaˈre̯a
vindecat	vindekat
vindecat	vindeˈkat
vindecate	vindekate
vindecată	vindekatə
vindecaţi	vindeˈkatsʲ
vindece	vindetʃe
vindecea	vindetʃ̩a
vindeci	vinˈdetʃʲ
vindecă	vinˈdekə
vindecăm	vindeˈkəm
vindecătoare	vindekatora
vindecător	vindekaˈtor
vindecător	vindekətor
vindem	vindem
vindem	vindɛm
vindere	vindere
vinderel	vinderel
vindereu	vinderew
vindeti	vinˈdetʃ
vindeţi	vindetsi
vindiac	vindijak
vindicativ	vindikativ
vindictă	vindiktə
vindireu	vindirew
vindobonian	vindobonijan
vindrover	vindrover
vine	vine
vine	vinɛ
vinecior	vinetʃ̩or
vinegretă	vinegretə
vinei	vinej
vinerea	vinere̯a
vinerea	vinerĕa
vineri	viner
vineri	vinɛri
vineriță	vineritsə
vinete	vinetɛ
vinețea	vinetsĕa
vinețeală	vinetsĕalə
vinețiu	vinetsiw
vingalac	vingalak
vinghercă	vingerkə
vinicer	vinitʃer
vinicol	vinikol
vinietist	vinijetist
vinietă	vinijetə
vinifer	vinifer
vinifica	vinifika
vinificabil	vinifikabil
vinificare	vinifikare
vinificat	vinifikat
vinificator	vinifikator
vinificație	vinifikatsije
vinil	vinil
vinilic	vinilik
vinilin	vinilin
viniplast	viniplast
vinișoară	viniʃŏarə
vinișor	viniʃor
vinny	vinɨ
vino	vino
vino	vinɔ
vino-ncoa	vinonko̯a
vino-ncoace	vinonkoatʃe
vino-ţi	vinotsʲ
vinograd	vinograd
vinotecă	vinotekə
vinovat	vinovat
vinovat	vinɔvat
vinovata	vinɔva'tɨ
vinovate	vinɔvaˈte
vinovati	vinovaʈʲ
vinovatul	vinova'tul
vinovată	vinoˈvətə
vinovaţii	vinovaʈʃʲ
vinovăţia	vinoʋətsiʲa
vinovăţie	vinovoʈʃe
vinovăţiei	vinoʋətsie
vinovăție	vinovətsije
vintil	vintil
vintilescu	vintilesku
vintilă	vintilə
vintir	vintir
vintre	vintre
vinul	vinul
vinuleț	vinulets
vinului	vinuluj
vinului	vinuˈluj
vinuri	vinuɾʲ
vinurile	vinurile
vinurile	vinuˈrile
vinuț	vinuts
vinzi	vinzʲ
vinã	vinɑ
vină	vinə
vinărici	vinəritʃ
vinărie	vinərije
vinărit	vinərit
vințeler	vintseler
vioaie	viŏaje
vioaie	ˈvjo̯aje
vioara	viˈo̯ara
vioară	viŏarə
vioară	viˈo̯arə
vioi	vioj
vioi	viˈoj
vioiciunea	vioitʃ̩unĕa
viol	viol
viol	viɔl
viola	viola
viola	viˈo̯la
violabil	violabil
violabilitate	violabilitate
violaceu	violatʃew
violare	violare
violare	vioˈlare
violarea	vioˈlare̯a
violat	violat
violat	vio̯lat
violat-o	viɔˈlatə
violata	vioˈlata
violate	vioˈlate
violator	violator
violatori	violatori
violatorul	violatoˈrul
violată	vioˈlatə
violează	vioˈle̯asə
violent	violent
violenta	violenta
violentare	violentare
violentat	violentat
violente	vioˈlente
violentă	violentə
violenţa	vi̯oˈlentsə
violenţe	vi̯oˈlentse
violenţă	vioˈlentsə
violența	vi̯oˈlentsə
violență	vioˈlentsə
violet	violet
violet	viˈolet
violeta	vioˈleta
violete	vioˈlete
violetta	vioˈletə
violez	viˈoleʃ
violeze	vioˈleze
violezi	vioˈlezi
violină	violinə
violoncel	violontʃel
violoncel	viɔlɔntsel
violoncelist	violontʃelist
violonist	violonist
violonist	violɔnist
violonistic	violonistik
violul	violul
violului	vioˈluluj
violuri	viˈolurʲ
viorea	viorĕa
viorel	viorel
viorică	viorikə
viorist	viorist
vioriu	vioriw
vip	ʋip
vip-uri	ʋipʊrʲ
viper	vipər
vipera	viˈpera
vipere	viˈpere
viperin	viperin
viperă	viperə
viperă	viˈpere̯
vipie	vipije
vipiscă	vipiskə
viplă	viplə
vipt	vipt
vipușcă	vipuʃkə
vir	vir
vira	vira
viraj	viraʒ
viraj	viˈraʒ
viral	viral
virale	viralʲe
virală	viralə
virament	virament
viran	viran
virare	virare
virat	virat
virat	viˈrat
viraţi	viˈratsʲ
virdare	virdare
virează	viˈre̯aʃə
viremie	viremije
virg	ʋɪrg
virga	virga
virgație	virgatsije
virgin	virdʒin
virgin	viɾʒin
virgina	ʋirˈdʒina
virginal	virdʒinal
virgine	ʋirˈʒine
virgini	viɾˈʒinʲ
virginie	viɾʒiˈnie
virginiei	ʋirʤiˈneʲ
virginitate	virdʒinitate
virginitatea	viɾʤinite̯a
virglorian	virglorijan
virgulă	virgulə
virgulă	ʋirgulə
viriato	ʋiriˈato
viridin	viridin
viril	viril
viril	viɾil
virilism	virilism
virilitate	virilitate
viriliza	viriliza
virilizare	virilizare
virilizat	virilizat
virnanț	virnants
viroagă	virŏagə
virologie	virolodʒije
virolă	virolə
virotic	virotik
virozelor	virozelor
viroză	virozə
virsta	ʋirˈsta
virtual	virtuwal
virtual	viɾ'tuəl
virtualitate	virtuwalitate
virtuală	virtuwalə
virtuală	viɾ'tula
virtuos	virtuos
virtuos	ʋirtu̯os
virtuoz	virtuoz
virtuozitate	virtuozitate
virtute	virtute
virtute	ʋirtute
virtutea	ʋirtute̯a
virtuţi	ʋirtuʈʲ
virtuţile	ʋirtuˈtsilə
virulent	virulent
virulență	virulentsə
virus	virus
virus	viruʃ
virusolog	virusolog
virusologie	virusolodʒije
virusul	virusul
virusului	virusuˈluj
virusuri	virusur
viruşi	ʋiruʃʲ
viruşii	ʋiruʃʲij
virușii	viruʃij
vis	vis
vis-a-vis	visavɨs
visa	visa
visai	viˈsaj
visam	visam
visare	visare
visarea	visarĕa
visarion	visarion
visase	visase
visat	visat
visat-o	visato
visaţi	viˈsətsʲ
visceral	vistʃeral
viscere	vistʃere
visceroptoză	vistʃeroptozə
viscol	viskol
viscol	viskɔl
viscoleală	viskolĕalə
viscolire	viskolire
viscolit	viskolit
viscolitor	viskolitor
viscolitură	viskoliturə
viscolos	viskolos
viscolul	viskolul
viscozimetru	viskozimetru
viscozitate	viskozitate
viscoză	viskozə
vise	vise
vise	viˈse
viseaza	viˈse̯asə
visează	viˈse̯asə
visele	visele
visele	viˈsele
viselor	viselor
viselor	viselɔr
visez	visez
visez	viˈseʒ
viseze	viˈseze
visezi	visez
visezi	viˈsezi
vishal	viʃal
vishnu	viʃnu
vist	vist
vista	vistə
vistavoi	vistavoj
visterie	visterije
visternicel	visternitʃel
visternicie	visternitʃije
vistier	vistijer
vistiernic	vistijernik
vistiernicel	vistijernitʃel
vistiernicie	vistijernitʃije
visu	visu
visul	visul
visului	visulʲ
visuri	visuri
visurile	visuˈrile
visurilor	visurʲʎor
visând	visɨnd
visăm	visəm
visător	visətor
visător	visəˈtor
visători	visoˈtʃorʲe
visătorie	visətorije
vita	vitə
vitacee	vitatʃee
vital	vital
vital	viˈtal
vitale	viˈtale
vitali	viˈtali
vitalism	vitalism
vitalist	vitalist
vitalitate	vitalitate
vitalitate	vitaliˈtate
vitaliza	vitaliza
vitalizare	vitalizare
vitalizat	vitalizat
vitală	vitalə
vitală	viˈtala
vitamina	vitəminə
vitamine	vitəmine
vitaminele	vitamiˈnele
vitaminiza	vitaminiza
vitaminizare	vitaminizare
vitaminizat	vitaminizat
vitaminos	vitaminos
vitaminoterapie	vitaminoterapije
vitamină	vitaminə
vitcu	vitku
viteaz	vitĕaz
viteaz	viˈte̯aʃ
viteazul	viˈte̯azuɫ
vitejesc	viteʒesk
vitejește	viteʒeʃte
viteji	viˈteʒʲ
vitejie	viteʒije
vitejie	ʋiteˈʒje
vitel	viˈtel
vitele	viˈtele
vitelin	vitelin
vitellus	vitel̩us
vitelor	viˈtel̪or
vitelus	vitelus
viteza	ʋiteza
viteze	viˈteze
vitezei	viˈtezej
vitezele	viˈte̯ze̯le
vitezoman	vitezoman
vitezometru	vitezometru
viteză	vitezə
viticol	vitikol
viticultor	vitikultor
viticultură	vitikulturə
vitiligo	vitiligo
vitișoară	vitiʃŏarə
vito	vito
vitrai	vitraj
vitraj	vitraʒ
vitraliu	vitralju
vitrat	vitrat
vitreg	vitreg
vitreg	viˈtɾeg
vitrega	viˈtrega
vitrege	vitredʒe
vitregi	vitredʒi
vitregi	viˈtreʒʲ
vitregie	vitredʒije
vitregire	vitredʒire
vitregit	vitredʒit
vitregă	viˈtregə
vitrifia	vitrifija
vitrifiant	vitrifijant
vitrifiat	vitrifijat
vitrifica	vitrifika
vitrificare	vitrifikare
vitrificat	vitrifikat
vitrifiere	vitrifijere
vitrigon	vitrigon
vitrina	viˈtrina
vitrinier	vitrinijer
vitrină	vitrinə
vitrină	viˈtrinə
vitriol	vitriol
vitriola	vitriola
vitriolaj	vitriolaʒ
vitriolant	vitriolant
vitriolare	vitriolare
vitriolat	vitriolat
vitrit	vitrit
vitro	vitro
vitro	viˈtro
vitron	vitron
vitros	vitros
vitrozitate	vitrozitate
vittorio	viˈt̪orjo
vitulară	vitularə
vitupera	vitupera
vituperare	vituperare
vituperat	vituperat
vituperație	vituperatsije
vită	vitə
viu	viw
viu	viʊ
viv	viʋ
viva	vivə
vivace	vivatʃe
vivacitate	vivatʃitate
vivandieră	vivandijerə
vivant	vivant
vivariu	vivarju
vivat	vivat
vivendi	vivendi
vivian	viˈvjan
vivianit	vivijanit
vivien	viˈvjen
vivienne	viˈvjen
vivieră	vivijerə
vivifiant	vivifijant
vivipar	vivipar
viviparitate	viviparitate
vivisecție	vivisektsije
vivisecțiune	vivisektsiune
vivo	vivo
viza	viza
vizare	vizare
vizat	vizat
vizat	viˈzat
vizate	viˈzate
vizavi	vizav
vizavi	viˈzavi
vize	vize
vizează	vizĕazə
vizează	viˈze̯asə
vizetă	vizetə
vizibil	vizibil
vizibile	vizibile
vizibile	viˈzibile
vizibilimetru	vizibilimetru
vizibilitate	vizibilitate
vizibilitate	vizibilite
