є	jɛ
самір	sɑˈmʲir
саміт	ˈsamɪt
самка	ˈsamkɑ
саммер	ˈsamːer
саммерс	ˈsɑmːɛrs
саммите	sɑmːɪtːe
само	ˈsɑmɔ
самого	sɑmogo
самогубства	ˈsamɔgubstwɑ
самогубство	samɔgubstʋo
самогубством	sɑmɔgʊbʲstʲm
самогубців	ˈsamɔgubtsʲi
самое	sɑmɔjɛ
самозахист	samɔzaχɪst
самозахисту	sɑmɔzɑxɪstʊ
самозащита	ˈsamɔzɑʃtɪtɑ
самозащиты	ˈsamɔzɑʒtɪ
самознищення	ˈsamoznɪʃtʃʲenʲo
самої	sɑmɔji
самой	ˈsamɔj
самолет	samoˈlʲɛt
самолёт	ˈsamɔˈlʲɔt
самолёта	ˈsamɔˈlʲɔtɑ
самолета	sɑmɔlɛtɑ
самолёте	ˈsamɔˈlʲɔte
самолете	sɑmɔlɛtɛ
самолетом	sɑmɔˈlɛtɔm
самолету	samɔˈlɛtʊ
самолеты	ˈsamɔˈɫɛti
самом	ˈsamɔm
самому	ˈsamou̯mʊ
самопочуття	ˈsɑmopɔtʃudʲːɑ
самостійно	ˈsɑmɔstʲijno
самостоятельно	sɑmɔstɔjɛdʲnɔ
самосуд	ˈsamosud
самоті	ˈsɑmɔtʲi
самотні	ˈsɑmɔtɲi
самотній	ˈsɑmɔtɲiː
самотнім	sɑmɔtʲnʲiː
самотність	sɑmɔtʲnʲstʲ
самотніх	ˈsɑmɔtʲnʲiʃ
самотності	sɑmɔtʲˈʃtɔ
самотньо	sɑmɔtʲnʲo
самотньою	ˈsɑmɔtɲɔjʊ
самотня	ˈsɑmɔtɲɑ
самотужки	ˈsɑmɔtʊʒkɪ
самоубийства	ˈsɑmɔu̯ɪjstwɑ
самоубийство	sɑmɔu̯ɪjstʋɔ
самоубийством	ˈsɑmou̯bʲijstʋɔm
самочувствие	sɑmɔtʃʊftsʲijɛ
самою	sɑmɔjʊ
сам-то	sɑmˈto
саму	ˈsamʊ
самурай	ˈsamʊrai̯
самую	sɑˈmujʊ
самые	saˈmɛjɪ
самый	sɑˈmɪj
самым	sɑˈmɪm
самыми	ˈsamɪmʲi
самых	sɑˈmɪj
сан	san
сана	sɑnɑ
санада	sɑnɑdɑ
сандвіч	sɑndʋʲitʃ
сандерс	ˈsɑndɛrs
сан-дієго	sɑnʲdʲiɛɦo
сандра	ˈsandrɑ
сандро	ˈsɑndrɔ
сандру	ˈsandrʊ
сани	sanʲi
санітар	ˈsanʲitɑr
санкт	ˈsɑnkt
санні	ˈsɑnːi
саном	ˈsanɔm
санса	sɑnˈsɑ
сансе	sɑnˈsɛ
сансет	sɑnsɛt
санси	sɑnˈsɪ
сансо	ˈsɑnso
санта	ˈsɑntɑ
сантехніка	ˈsɑntexʲnikɑ
санти	ˈsɑntɪ
сантиметр	ˈsɑntɪmetr
сантиметри	sɑntɪˈmɛtʲɪ
сантиметрів	ˈsɑntɪmɛtrɪu̯
сантиметров	ˈsɑntɪmʲɛtrɔu̯
санто	ˈsɑnto
санторі	sɑntoˈri
санту	ˈsɑntu
сантьяго	ˈsɑntʲɑɣɔ
сану	sɑnu
сан-франциско	ˈsɑnfrɑntsɪskɔ
санчата	ˈsɑntʃɑtɑ
санчес	sɑnˈtʃɛs
сапо	ˈsapɔ
сара	ˈsɑrɑ
сарае	sɑrɑjɛ
саразен	sɑrɑzen
сараї	sɑrɑji
сарай	saˈraj
саранча	sɑrɑnʧɑ
сарацини	ˈsɑrɑtsɪnʲi
сардокарів	sɑrdoˈkɑɾiu̯
саре	saˈrɛ
сари	sɑri
саріс	sɑˈɾɪs
сарказм	sɑrkɑzm
саро	sɑˈrɔ
сарой	sɑˈrɔj
сару	ˈsɑrʊ
саруман	sɑrʊˈmɑn
сарумана	sɑrʊˈmɑnɑ
сары	sɑˈrɨ
сас	sɑs
саске	ˈsɑskɛ
сассмен	sɑsːmʲen
сассмена	ˈsɑsːmɛnɑ
сатана	ˈsɑtɑnɑ
сатани	ˈsɑtɑni
сатлер	ˈsɑtɫɛr
сатоси	sɑtɔsʲi
саттон	ˈsɑtːɔn
саттона	ˈsɑtːɔnɑ
сатурна	ˈsɑtʊrnɑ
саудівська	ˈsɑu̯dʲiu̯sʲkɑ
сауна	ˈsɑunɑ
сауну	ˈsɑːunʊ
саури	sɑu̯ri
саурон	ˈsɑwɔrɔn
саурона	ˈsɑu̯rɔnɑ
сафет	ˈsɑfɛt
сафо	ˈsɑfo
сахар	ˈsɑxɑr
сахара	sɑxɑrɑ
саш	ʃɑʃ
саша	sɑˈʃɑ
сашко	ˈsɑʃkɔ
сашу	ˈsɑʃʊ
сбегаешь	zbʲɛɣɛjɪtʃ
сбегать	sʲbʲɛgətʲ
сбегу	sʲbɛgʊ
сбежал	zbɛʐɑːɫ
сбежала	sʲbʲɛˈʐaɫa
сбежали	sʲbʲɛʒɑɪ̯
сбежать	zbɛʐaj
сбежим	sbɛʒɪm
сбежит	sʲbʲɛʐɪt
сбежишь	sʲbʲɛʐɪʃ
сбепем	sʲbɛpɛm
сбил	zbɪl
сбила	sʲbɪˈɫɑ
сбили	sʲbɪˈlʲi
сбился	zbɪɫɪsʲ
сбить	zbɪtʲ
сблизились	sblʲizʲɪlʲɪsʲ
сблизиться	ˈsblɪzɪtsʲe
сбн	sbɪn
сбой	sboɪ̯
сбор	sʲbor
сбора	sʲbɔra
сборе	sʲbɔre
сбросил	sbrɔsɪɫ
сбросить	sbrɔsɪtʲ
сбываются	sbɨˈvajutʲsʲɑ
свiй	svɪj
свiтi	sʋiˈti
свiт	sʲʋit
св	sʋ
свавілля	ˈsʋɑʋilʲjɑ
свадебное	svɑdʲɪbʲnɔ
свадебном	svɑdʲɛbnom
свадебные	sʋɐˈdɛbne
свадебный	svɑdʲɛbʲnɪj
свадьба	svɑdʲbɑ
свадьбе	sʋɐdʲbʲe
свадьбой	sʋɐdʲbɔj
свадьбу	svɑdʲbʊ
свадьбы	sʋɑdʲbɨ
сваливать	sʋɑlʋɑtʲ
сваливаю	svɑlʲɑjʊ
свалил	sʋɑlʲɪ́ł
свалился	sʋɑlʲiɫ̥sʲ
свалим	svɑlʲim
свалить	ˈsʋɑɫɪtʲ
сварилися	ˈsʋɑrɪlʲɪsʲɑ
сваримося	ˈsʋɑrimɔsʲɑ
сваритися	ˈsʋɑrɪtɪsʲɐ
сварить	ˈsʋɑrɪt
сварка	sʋɑrkɑ
сварки	sʋɑrkɪ
сварку	ˈsʋɑrkʊ
сваряться	svɑrʲɑtsʲ
сведению	sʲʋʲedʲenʲu
сведения	sʲvʲedʲenʲi
свежая	svʲɛˈʒajɑ
свежего	sʲvʲɛʒɛɣo
свежее	sʲvʲɛʒɛj
свежие	sʲvʲɛʒɪjɛ
свежий	sʲvʲɛʐɪj
свекровь	svɛkrɔu̯ʲ
свела	svɛˈɫɑ
свербить	sʲvʲɛrˈbɪtʲ
свергнуть	sʋʲɛrɣnʲutʲ
свердловин	ˈsʋɛrdɫɔʋɪn
свердловина	ˈsʋɛrdɫɔʋɪnɐ
свердловини	sʋɛrdɫoʋɪni
свердловину	ˈsʋɛrdɫɔʋɪnʊ
сверкер	sʋɛrˈkɛr
свернул	svɛrˈnuɫ
свернуть	sʋɛrnʊt
сверху	sʲvʲɛrˈxu
сверхъестественное	sʲvʲɛrxʲɪsʲtʲɛnʲɪtɛlʲnɪjɛ
свести	sʋɛsʲtʲi
свет	sʲvɛt
света	sʲʋɛta
свете	svɛtɛ
светит	sʲvʲɛtʲit
светлость	sʲvʲetɫosʲtʲ
светлые	sʲvʲetɫɪjɪ
светом	sʲvʲɛtɔm
светр	sʲvɛtʲr̥
светра	sʲvɛtˈra
свету	sʲʋɛtʊ
свеча	sʲvʲetʃɐ
свечи	sʲvʲɛtʃɪ
свечку	sʲvʲɛtʃkʊ
свечу	svɛtʃu
свидание	sʲvʲiˈdanʲɪj
свидании	sʲvʲiˈdanʲi
свиданий	svʲiˈdanɪj
свидания	svʲiˈdanʲɪjɐ
свидетелей	sʋʲiˈdɛtɛlʲi
свидетелем	sʋʲiˈdɛtɛm
свидетели	sʋʲiˈdɛtelʲi
свидетель	sʋʲiˈdɛtʲɛlʲ
свидетельница	sʲvidetʲɛlʲɪtʲsʲɐ
свидетельства	sʋʲiˈdɛtʲʃtʲva
свидетельство	sʋʲiˈdɛtʲʃtʲʋo
свидетельствовать	sʲvidetʲɛlʲˈʃtʲːafʲɪsʲtʲ
свидетеля	sʋʲiˈdɛtɛlʲɐ
свидетелями	sʋʲiˈdɛtɛlʲɪmʲ
свиней	sʋiˈnej
свинина	svɪˈnɪnɑ
свинину	sʋɪnɪnʊ
свині	svɪˈɲi
свинка	svɪnkɑ
свинки	svɪnkɪ
свинство	svɪnʲstʋo
свиньи	sʋɪɲi
свинью	sʋiɲu
свинья	svɪɲɑ
свиню	svɪˈɲu
свиня	sʋiɲɑ
свист	sʋɪst
свистить	sʋɪsʲtʲ
свисток	sʋʲiˈstɔk
свитер	sʋiˈtɛr
свихнулся	svɪxˈnʊtʃʊ
свідка	sʲʋʲidkɑ
свідками	sʋʲidˈkɑmi
свідки	sʲʋʲid̪kɪ
свідків	sʋʲidˈkɪu̯
свідком	sʋʲidˈkɔm
свідок	sʲʋʲidɔk
свідомість	sʲʋʲiˈdɔmʲiɕtʲ
свідомо	ˈsʋʲidɔmɔ
свідомості	sʋʲiˈdɔsʲtʲi
свідоцтво	sʋʲiˈdɔstʋo
свідчать	sʲʋʲiɖtʃɑtʃʲ
свідчення	sʲʋʲiɖʲtʃʲenʲi
свідчень	sʲʋʲid̪tʃenʲ
свідчити	sʲʋʲiʈˈtsʲi
свідчить	sʋʲid̪tʃɪtʲ
свіжа	sʲviʒa
свіже	sʲviʒe
свіжий	sʋʲiʒɪj
свіжим	svʲiʒɪm
свіжих	sʋʲiʒɪx
свіжі	svʲiʒi
свіжого	svʲiʒɔɦɔ
свіжої	svʲiʒɔi̯
свіжу	svʲiʒu
свії	svʲiː
свій	sʲviː
світ	ɕʋit
світанку	svitɑnˈku
світанок	svitanɔk
світах	svʲitɑx
світи	svʲiˈtɪ
світив	sʲvʲiˈtɪu̯
світило	sʋitɪɫo
світити	sʋʲiˈtɪti
світитися	sʋitɪtɪsʲ
світить	svʲiˈtɪtʲ
світиться	sʋitɪtsʲ
світі	sʲʋʲiːtʲi
світів	sʲʋitʲiw
світла	sʲʋitɫɑ
світле	sʲʋitʲle
світлі	sʲʋitʲlʲi
світло	ɕʋitɫo
світловий	sʲʋitɫoʋɪj
світлових	sʲʋitɫɔʋɪx
світлові	sʲʋitɫoʋi
світлом	sʲʋitɫom
світлосте	sʲʋitɫɔstɛ
світлу	ˈsʋitɫʊ
світова	ˈsʋitɔʋɐ
світовий	sʋʲiˈtɔʋɪj
світових	sʲʋitɔxʲi
світові	sʲwiˈtɔʋi
світовій	sʲʋitɔˈʋi
світового	sʲwitɔˈʋɔɦo
світової	sʲˈwitɔʋɔj
світову	sʲwiˈtɔwʊ
світом	sʲviˈtɔm
світу	sʲʋitʊ
свічка	sʲvʲiʧkɑ
свічки	sʲvʲiʧkɪ
свічку	ɕʋitʃʊ
свобода	sʋɪˈbɔdɐ
свободе	sʋɔˈβɔde
свободен	sʋɪˈbɔdɛn
свободи	sʋɪˈbɔde
свободі	sʋɔˈbɔdʲi
свободна	sʋɪˈbɔdnɐ
свободная	sʋɪˈbɔdʲnɐ
свободно	sʋɪˈbɔdnɔ
свободного	sʋɪˈbɔdʲnɔɣo
свободное	sʋɪˈbɔdne
свободной	sʋɪˈbɔdnoɪ
свободны	sʋɪˈbɔdne
свободные	sʋɪˈbɔdneɪ
свободный	sʋɪˈbɔdniː
свободным	sʋɔˈbɔdnɪm
свободных	sʋɪˈbɔdniʝ
свободой	sʋɪˈbɔdɔj
свободу	sʋɪˈbɔdʊ
свободы	sʋɪˈbɔdɪ
свого	sʲwɔɣo
сводит	sʋɔˈdɪt
сводить	sʋɔˈdɪtʲ
сводный	sʋɔdˈnɪj
свое	svojɛ
своё	sʋɔjɔ
своего	sʋɔˈjɔɦo
своей	svojɛj
своем	svojɛm
своём	svojɛm
своему	sʋɔjʊ
своє	svojɛ
своєї	svojɛj
своєму	svojɛmu
своєю	svojɛj
свои	sʋɔi
своим	svojim
своими	svojimi
своих	svojix
свої	svojɪ
своїй	svojʲ
своїм	svojim
своїми	svojimi
своїх	svojix
свой	svoj
сволота	sʋɔɫɔtɑ
сволоти	svoˈɫɔti
сволото	sʋɔɫɔtɔ
сволочь	sʋɔˈɫɔtʃ
сволочью	sʋɔɫɔtʃɪ́
свому	sʋɔmu
свон	svɔn
свонн	sʋɔn
свою	sʲɔu̯
своя	svojɑ
свояк	svojak
свыше	sʋɨʃe
свяжемся	sʲvʲɑʐɛmsʲɑ
свяжется	sʲvʲɑʐɪtʲsʲɑ
свяжись	ˈsʲʋajʒɪsʲ
свяжитесь	sʲvʲɑʐɨtʲsʲ
свяжусь	ˈsʲvʲaʒʊsʲ
связалась	sʲvʲɑzɑˈɫɑsʲ
связались	sʲvʲɪˈzɑɫɪsʲ
связался	ˈsʲvʲazəɫɪsʲ
связан	ˈsʲʋʲɑzɑn
связана	ˈsʲʋʲɑnɑ
связанное	sʲvʲɑˈzʲanːɔje
связанные	sʲvʲɑˈzantɪjɛ
связано	sʲvʲɑˈzɑnɔ
связаны	ˈsʲvʲɑzɐnɪ
связать	ˈsʲvʲaʒɐt
связаться	sʲvʲɪˈzatsʲa
связей	sʲvʲɑˈzʲej
связи	sʲvʲɪzɪ
связки	ˈsʲʋʲɑzkɪ
связывает	ˈsʲvʲazɪdɐt
связывайся	sʲvʲɪˈzʲːɑɪ̯sʲə
связываться	ˈsʲvʲazʲkətsʲa
связь	svʲɑsʲ
свят	sʲʋjat
свята	sʲwɪta
святая	sʲvʲɑtɑjɑ
святвечір	sʲʋjatveˈtʃʲir
святе	svʲɑtɛ
святий	sʲviˈtai̯
святилище	sʲvʲɑtɪˈlɪʃtʃe
святим	svʲɑtɪm
святиться	sʲvʲɑtɪtsʲ
святих	ɕʋajtɪx
святі	sʲʋjɑti
святій	ɕʋjɑˈtʲij
святість	sʲʋjɑˈtʲisʲt
святковий	sʲwʲɑtkɔʋɪj
святкову	sʲwʲɑtkɔu̯
святкування	sʲʋʲɑtkʊʋɑnʲːɐ
святкувати	sʲʋʲɑtkʊʋɑti
святкуємо	sʲʋʲɑtkʊjɛmɔ
святкують	sʲʋʲɑtkʊjʊtʲ
свято	sʲwɑto
святого	sʲvʲɪˈɦɔ
святої	sʲwɑtoji
святой	sʋɔjɔj
святом	svʲɑtɔm
святому	sʲvʲɑˈtomʊ
святосте	sʲwʲɐtoˈsʲtɛ
святою	sʲvʲɐˈtojʊ
святу	svʲɑtu
святые	svʲɑˈtɪjɪ
святым	sʲvʲɑˈtɪm
святых	svʲɑxɪj
священик	ɕwʲɑʃtʃenɪk
священика	sʲwʲaɕtʃeˈnɪkɑ
священиком	ˈsʲwʲaʃtʃenɪkɔm
священна	sʲwɪtɕɛnːɐ
священне	sʲwɪtʃenːe
священний	ˈsʲwɑʃtsɛnʲij
священник	ˈsʲwʲɑtʃnɪk
священника	sʲvʲɐˈɕːɛnʲɪkɐ
священником	ˈsʲwʲɑtʃnɪkʲ
священні	sʲwɪtʃɛdʲnʲi
священного	ˈsʲwʲɑtʃnɔɦɔ
священному	ˈsʲwɑʃtʃenːɔmʊ
сѓ	ʃɔː
сговор	sgɔvɔːr
сгорел	sɣɔrɛɫ
сгорела	sgɔrɛlɑ
сгореть	ˈsɣɔretʲ
сгорит	sgrɪt
сдавайся	sʲdɑˈʋajsʲɑ
сдавайтесь	sʲdɑvɑjˈtɛs
сдавать	zdavɑj
сдаваться	zdɑːˈvɑjɪtʲ
сдаешься	sʲdajʌʃʲ
сдай	sʲdaj
сдал	sdaːl
сдала	sɪdɫa
сдалась	zdɑɫɑsʲ
сдали	sɖɑlʲi
сдался	zdɑɫːsʲ
сдам	sdam
сдамся	sdam'sja
сдаст	sʲdast
сдать	sʲdɛt
сдаться	zdɑsʲtʲ
сдачи	sdačɪ
сдачу	sdačʊ
сдашь	sdaʃ
сдашься	zdɑʃːsʲɐ
сдаюсь	sʲdajʊsʲ
сдвинуть	sɟdɨnʊt
сделав	sʲdɛˈɫaf
сделаем	sʲdɛˈlajɛm
сделает	sʲdʲeˈlʲæjɛt
сделаете	sdɛlɑjɛ
сделаешь	sʲdʲɛˈɫajʃ
сделай	sʲdɛˈlaj
сделайте	sʲdɛˈlajtʲe
сделал	sʲdɛˈɫɑɫ
сделала	sʲdɛˈɫɑɫɑ
сделали	sʲdɛˈkɑɫɪ
сделало	sʲdɛˈɫɑɫo
сделан	sʲdɛˈɫan
сделана	ˈsɛdɛlɑnɑ
сделано	ɕdɛˈɫɑnɔ
сделаны	sʲdɛˈɫanɪ
сделать	sʲdɛˈlajtʲ
сделаю	sʲdɛˈlaju
сделают	sʲdɛˈlajʊt
сделка	sʲdɛlʲkɑ
сделке	sʲdɛɫkɛ
сделки	sʲdɛɫkɪ
сделку	sʲdɛɫˈku
сделок	sdɛˈlɔk
сдержать	ˈsʲdɛrʐætʲ
сдерживать	sʲdɛxrɪˈʋatʲ
сдох	sɔx
сдохла	ˈsdoχɫɑ
сдохнуть	sɔxnʲu
сеp	sɛr
се	sɛ
сеанс	sʲɛɑ̃ːs
себ	sɛb
себастиан	ˈsɛbɑstʲiɑn
себастіан	ˈsɛbɑsʲtʲiɑn
себастіане	ˈsɛbɑstʲijɑnɛ
себастьян	sʲɛbɑsʲtʲjɑn
себастьяна	ˈsɛbɑsʲtʲjɑnɑ
себастьяном	ˈsɛbɑsʲtʲjɑnɔm
себе	ˈsɛbɛ
себрі	ˈsɛbri
себто	ˈsɛbto
себя	sʲɛˈbʲa
севеpус	ˈsɛβerʊs
север	ˈsɛʋɛr
севера	ˈsɛwɛrɑ
севере	ˈsɛʋɛrɛ
северная	ˈsɛvɛrnɐjɐ
северное	ˈsɛvɛrnɛ
северной	ˈsɛʋɛrnɪj
северном	ˈsɛʋɛrn
северный	ˈsɛvɛrnɪj
северу	ˈsɛʋɛrʊ
северус	ˈsɛʋɛrus
сего	ˈsɛɦɔ
сегодня	ˈsʲɛdʲnʲɑ
сегодняшнего	sʲɪdʲɪˈnʲeʃnʲeɣo
сегодняшнее	ˈsʲɛdʲɔnʲɛʃːnʲɛ
сегодняшней	ˈsʲɛdʲɔdʲʃnɛj
сегодняшнем	ˈsʲɛdʲɔnʲɪʃnʲɪm
сегодняшние	ˈsʲɛdʲɔnʲɪʃnʲi
сегодняшний	ˈsɛdʲɔdʲaʃnɪj
сегодняшнюю	sʲɪdʲɪˈnʲæʃnʲʊ
седан	sɛdɑn
седі	sedʲi
седло	sedɫo
седрик	sedrik
седрику	sedrɪkʊ
седьмой	ˈsɛdʲmɔj
седьмом	ˈsɛdʲmɔm
сезон	sʲeˈzɔn
сезона	ˈsɛzɔnɑ
сезоне	sʲɛˈzɔne
сезону	ˈsɛzɔnʊ
сей	sei̯
сейді	sʲɛjˈdɪ
сеймур	sei̯mur
сейф	sei̯f
сейфа	sʲɛjˈfɑ
сейфе	sei̯fɛ
сейфі	sei̯fi
сейфу	sʲɛjˈfu
сейчас	sei̯ˈtʃɑs
секрет	ˈsɛkrɛt
секретар	sɛkrɛˈtɑr
секретарем	ˈsɛkrɛtɑrʲem
секретарка	sʲɪkrʲetɑrkɑ
секретарь	ˈsɛkrɛtɑrʲ
секретаря	ˈsɛkrɛtɑrʲɑ
секрете	sʲɛˈkrɛtɛ
секрети	ˈsɛkreˌtɪ
секреті	sʲɛˈkrɛti
секретів	ˈsɛkretef
секретна	ˈsɛkrɛtnɑ
секретная	ˈsɛkrɛtnɑjɑ
секретний	ˈsɛkrɛtⁿiː
секретно	ˈsɛkrɛtnɔ
секретного	ˈsɛkrɛtnɔɦɔ
секретное	ˈsɛkrɛtnɛ
секретної	sʲɛkrɛtˈnoji
секретной	ˈsɛkrɛtnɔj
секретном	sʲɛkrʲɛtˈnɔm
секретну	sʲɪkrɛtˈnu
секретные	ˈsɛkrɛtnɪjɪ
секретный	ˈsɛkrɛtnɪj
секретных	sʲɪkrʲetˈnɪx
секретов	ˈsɛkrɛtɔu̯
секретом	sʲɪkrʲetɔm
секрету	sɛkrɛtʊ
секреты	ˈsɛkrɛtɪ
секс	sɛks
секса	ˈsɛksɑ
секс-бомба	ˈsɛksbɔmbɑ
секс-бомбе	ˈsɛksbɔmbɛ
сексе	ˈsɛksɛ
секси	ˈsɛksɪ
сексі	ˈsɛksi
сексом	ˈsɛksɔm
сексу	ˈsɛksu
сексуальна	ˈsɛksʊɑlʲnɑ
сексуальная	ˈsɛksʊɑlʲnɐ
сексуальне	ˈsɛksʊɑlʲne
сексуальний	ˈsɛksʊɑlʲnɪj
сексуальним	ˈsɛksʊɑlʲnɪm
сексуальних	ˈsɛksʊɑlʲnɪx
сексуальні	ˈsɛksʊɑlʲnʲi
сексуально	ˈsɛksʊɑlʲnɔ
сексуального	ˈsɛksʊɑlʲnɔgo
сексуальное	ˈsɛksʊɑlʲnɔjɛ
сексуальной	ˈsɛksʊɑlʲnɔj
сексуальну	ˈsɛksʊɑɫnʊ
сексуальную	ˈsɛksʊɑlʲnʊjʊ
сексуальные	ˈsɛksʊɑlʲnɪjɪ
сексуальный	ˈsɛksʊɑlʲnɪj
сексуальным	ˈsɛksʊɑlʲnɪm
сексуальных	ˈsɛksuɑlʲnɪx
секта	ˈsɛktɑ
сектор	ˈsɛktɔr
сектора	ˈsɛktɔrɑ
секторах	ˈsɛktɔrɑx
секторі	ˈsɛktɔri
сектору	ˈsɛktɔrʊ
секунд	sekʊnt
секунда	sekʊndɑ
секунди	sekʊnˈdɪ
секундочку	sekʊnˈdɔtʃʊ
секунду	sekʊnˈdu
секунды	sɛkʊnˈdɪ
секуру	sekʊˈrɔ
секції	sekˈtsiji
секція	ˈsɛktsʲijɐ
сел	sɛɫ
села	sɛlɑ
селаз	ˈsɛlɑz
селах	ˈsɛlɑx
селе	ˈsɛlɛ
селезёнку	ˈsɛlʲɛzʲɔnʲkʊ
селеніє	ˈsɛlʲenʲijɛ
селеста	sʲɛˈlɛstɐ
сели	ˈsɛɫɪ
селища	ˈsɛlɪʃtʃɑ
селище	sɛlɪʃtʃe
селия	ˈsɛlʲijɐ
селі	ˈsɛli
селітру	ˈsɛlʲitru
селка	sɛlkɑ
селки	sɛlki
село	sɛlɔ
селян	ˈsɛlʲɑn
селяни	sʲɛlʲɑnʲi
селянин	ˈsɛlʲɑnʲ
сем	sem
сема	ˈsɛmɑ
семе	ˈsɛmɛ
семей	sʲɛˈmɛj
семейка	sʲɛˈmɛjkɐ
семейная	sʲɪˈmʲejnə
семейного	ˈsɛmʲɛjnɔɣo
семейное	ˈsɛmʲɛjnɔjɛ
семейной	ˈsɛmʲɛjnoɪ̯
семейные	sʲɪˈmʲejnɪjɪ
семейный	sʲɪˈmʲejnɪj
семейных	ˈsɛmʲɛjnɪx
семена	ˈsɛmɛnɑ
семеро	sʲɛmɛˈrɔ
семестр	sʲɛˈmɛstr
семестру	ˈsɛmɛstrʊ
семи	ˈsɛmɪ
семинар	sʲɛmʲinɑr
семі	sʲɛmʲi
семінар	ˈsɛmʲinɑr
семінарії	ˈsɛmʲinɑrʲi
семнадцать	sʲemˈnʲaɕtʲ
сему	ˈsɛmu
семь	sʲɛmʲ
семье	ˈsɛmjɛ
семьей	sʲɪmʲjɪ́j
семьёй	sʲɪmʲjɔj
семьи	ˈsɛmʲi
семью	sʲɪmʲu
семья	sʲɪmʲjɐ
семьями	sʲɪmʲjɪ́ːmɪ
семьях	sʲɪmʲjɪx
семя	ˈsɛmʲɑ
сенат	ˈsɛnɑt
сенатор	ˈsɛnɑtɔr
сенатора	ˈsɛnɑtorɑ
сенату	ˈsɛnɑtʊ
сендвіч	ˈsɛndʋɪtʃ
сендвічі	ˈsɛndʋɪtʃi
сенді	ʃɛnʲdʲi
сенс	sɛns
сенсація	ˈsɛnsʲɐtʲijɐ
сенсей	ˈsɛnsɛj
сенсею	ˈsɛnsejʊ
сенсі	ʃɛnˈsʲi
сенсори	ˈsɛnsɔri
сенсу	ˈsɛnsu
сент	sʲent
сент-луис	ˈsɛntlujs
сентября	sentɪbrʲɐ
сеньйор	ˈsɛɲjɔr
сеньйора	ˈsɛɲjɔrɑ
сеньйоре	ˈsɛɲjɔrɛ
сеньор	ˈsɛnʲɔr
сеньора	ˈsɛnʲɔrɐ
септон	septɔn
септу	septu
сер	ser
сера	serɑ
сербії	sɛrbʲi
сервант	serˈʋant
сервер	ser'vɛr
сервера	serˈvɛrɑ
серверів	serʋerʲiu̯
серветку	serˈʋɛtku
сервіс	serʋis
серденько	serdɛnʲko
сердец	sʲɛrˈdɛts
сердець	serˈdɛtsʲ
сердечная	sʲɛrdɛtʃnʲɐ
сердечно	serˈdɛʈʈʈno
сердечного	serˈdɛʧnɔgɔ
сердечной	serˈdɛtʃnɔj
сердечный	sʲɛrdɛtʃnɪj
сердись	serdɪsʲ
сердита	serˈdɪtɑ
сердитий	sʲerˈdɪtiɪ̯
сердиться	sʲɛrˈdɪtsʲe
сердишся	serdɪʃʲːɐ
сердишься	serdɪʃʲesʲ
сердца	serdzʲɑ
сердце	sʲɛrtsʲe
сердцебиение	serdzʲetsʲɛˈɲɛnʲo
сердцем	serdzʲem
сердцу	serdzu
сердься	serdʲsʲɐ
сере	serɛ
серебра	serɛˈbrɑ
серебро	ˈsɛrɛbrɔ
серед	sʲeˈrɛd
середа	serɛdɑ
середзем	ˈsɛredˈzɛm
середина	sʲeɾeˈdɪnɐ
середине	ˈsɛrɛdɪnɛ
середини	sʲɛrɛˈdɪnɪ
середині	ˈsɛrɛdiɲi
середину	ˈsɛrɛdɪnʊ
середмістя	sʲeˈrɛdmisʲtʲɑ
середнє	sɛˈrɛdɲɛ
середній	ˈsɛrɛdɲiː
середніх	seredʲnʲix
середнього	sʲeˈrɛdʲnʲo
середньої	ˈsɛredʲnʲi
середньому	ˈsɛrednʲɔmʊ
середню	sʲeˈrɛdɲu
середня	sʲeˈrɛdɲɑ
середовища	ˈsɛrɛdɔʋɪʃtʃɑ
середовище	ˈsɛrɛdɔwɪʃtʃe
середовищі	ˈsɛrɛdɔwɪʃtʃi
середу	serɛdu
сережки	serɛʒkɪ
серена	sʲɛrɛˈnɑ
серенада	serenada
серж	serʐ
сержант	sɛrʐɑnt
сержанта	sɛrʒɑntɑ
сержанте	serʒɑnte
сержантом	sʲerʐɐntɔm
сержусь	sʲɛrʐuɕ
сериал	serʲiɑɫ
сериала	serʲɪɑɫɑ
