ং	ŋ
শাবাশ	ʃabaʃ
শাবাশ	ʃabːaʃ
শামসুজ্জামান	ʃamɔʃudʑːaman
শামসুজ্জামান	ʃamɔʃudʒdʒaman
শামসুজ্জামান	ʃamɔʃuz̪̪dʒaman
শামা	ʃamaˑ
শামিয়ানা	ʃami̯anaˑ
শামুক	ʃamuk
শায়া	ʃae̯aˑ
শারমেন্দাগী	ʃaɹɔmend̪agiˑ
শারমেন্দাগী	ʃaɹɔmɛnd̪agiˑ
শারমেন্দাগী	ʃaɾɔmend̪agiˑ
শারমেন্দাগী	ʃaɾɔmɛnd̪agiˑ
শাল	ʃal
শাল	ʃaːl
শালগম	ʃalgɔm
শালা	ʃalaˑ
শালি	ʃaliˑ
শালিক	ʃalik
শালী	ʃaliˑ
শাসন	ʃaʃɔn
শাস্ত্র	ʃast̪ːɹoˑ
শাস্ত্র	ʃast̪ːɾoˑ
শাস্ত্রী	ʃast̪ːɹiˑ
শাস্ত্রী	ʃast̪ːɾiˑ
শাহ	ʃaː
শাহ	ʃaˑ
শাহতাজ	ʃaht̪adʑ
শাহতাজ	ʃaht̪adʒ
শাহতাজ	ʃeht̪adʑ
শাহতাজ	ʃeht̪adʒ
শাহরুখ	ʃahoɹuk
শাহরুখ	ʃahoɹux
শাহরুখ	ʃahoɾuk
শাহরুখ	ʃahoɾux
শাহাদাত	ʃahad̪at̪
শাহানা	ʃahanaˑ
শাহীন	ʃahin
শিং	ʃiŋ
শিউলি	ʃiu̯liˑ
শিকার	ʃikaɹ
শিকার	ʃikaɾ
শিক্ষক	s̠ikːʰɔ̜ˑk
শিক্ষিত	ʃikʰːit̪oˑ
শিখ	s̠iːkʰ
শিগ্গির	ʃigːiɾ
শিয়াল	ʃial
শিরস্ত্রাণ	ʃiɹɔst̪ːɹan
শিরস্ত্রাণ	ʃiɾɔst̪ːɾan
শিরিন	ʃiɾin
শিরোনাম	ʃiɹonam
শিরোনাম	ʃiɾonam
শিল	ʃil
শিল	ʃiːl
শিলনোড়া	ʃilnoɹaˑ
শিলনোড়া	ʃilnoɽaˑ
শিলনোড়া	ʃilnoɾaˑ
শিশু	ʃiʃuˑ
শিশ্ন	ʃiʃnoˑ
শীঘ্র	ʃigʱɹoˑ
শীঘ্র	ʃigʱɾoˑ
শীত	ʃit̪
শীততাপ	ʃit̪ɔt̪ap
শীতাতপ	ʃit̪at̪ɔp
শীষ	ʃiʃ
শীষ	ʃiːʃ
শুঁটকি	ʃutkiˑ
শুঁটকি	ʃũʈkiˑ
শুক্র	ʃukɾoˑ
শুক্রবার	ʃukɹɔbaɹ
শুক্রবার	ʃukɾɔbaɾ
শুক্রাশয়	ʃukɾaʃɔe̯
শুদ্ধ	ʃud̪ʱːoˑ
শুধু	ʃud̪ʱuˑ
শুভ	ʃubʱoˑ
শুভ	ʃuvoˑ
শুমার	s̠umäˑɾ
শুয়োর	ʃu̯oɹ
শুয়োর	ʃu̯oɾ
শুরু	ʃuɹuˑ
শুরু	ʃuɾuˑ
শুষ্ক	ʃuʃkoˑ
শূন্য	ʃunːoˑ
শেওড়া	ʃæo̯ɹaˑ
শেওড়া	ʃæo̯ɽaˑ
শেওড়া	ʃæo̯ɾaˑ
শেখ	ʃex
শেখ	ʃeːk
শেখানো	ʃekʰano
শেঠ	ʃetʰ
শেঠ	ʃeʈ
শেঠ	ʃeːʈ
শেয়াল	ʃeal
শেষ	ʃeʃ
শেষ	ʃeːʃ
শৈব	ʃoi̯b
শৈশব	ʃoi̯ʃɔb
শোক	ʃok
শোক	ʃoːk
শোনা	ʃonaˑ
শোয়া	ʃo̯aˑ
শোষণ	ʃoʃɔn
শোহরৎ	ʃɔhɔɹɔt̪
শোহরৎ	ʃɔhɔɾɔt̪
শ্বউর	ʃou̯ɹ
শ্বউর	ʃou̯ɾ
শ্বশুর	ʃoʃuɹ
শ্বশুর	ʃoʃuɾ
শ্বাস	s̠äːs̠
শ্বাসাঘাত	ʃːaʃagʱat̪
শ্বেত	ʃːet̪
শ্মশান	ʃɔʃan
শ্যাম	ʃæm
শ্যাম	ʃæːm
শ্যাম	ʃɛm
শ্যাম	ʃɛːm
শ্যামদেশ	ʃæmd̪eʃ
শ্যাম্পু	ʃæmpuˑ
শ্যাম্পু	ʃɛmpuˑ
শ্রবণ	sɹɔbon
শ্রবণ	sɾɔbon
শ্রম	sɹɔm
শ্রম	sɾɔm
শ্রম	sɾɔːm
শ্রাবণ	sɾabon
শ্রী	sɹiˑ
শ্রী	sɾiː
শ্রী	sɾiˑ
শ্রী	ʃɹiˑ
শ্রী	ʃɾiː
শ্রী	ʃɾiˑ
শ্রুতি	sɹut̪iˑ
শ্রুতি	sɾut̪iˑ
শ্রেণী	sɹeniˑ
শ্রেণী	sɾeniˑ
শ্লেষ্মা	sleʃːaˑ
শ্লেষ্মা	sleʃːãˑ
ষড়ঋতু	ʃɔɽoɾit̪uˑ
ষড়ঋতু	ʃɔɾoɾit̪uˑ
ষড়ভুজ	ʃɔɽobʱudʑ
ষড়ভুজ	ʃɔɽobʱudʒ
ষড়ভুজ	ʃɔɽovudʑ
ষড়ভুজ	ʃɔɽovudʒ
ষড়ভুজ	ʃɔɾobʱudʑ
ষড়ভুজ	ʃɔɾobʱudʒ
ষড়ভুজ	ʃɔɾovudʑ
ষড়ভুজ	ʃɔɾovudʒ
ষড়যন্ত্র	ʃɔɽodʑɔnt̪ːɾoˑ
ষড়যন্ত্র	ʃɔɽodʒɔnt̪ːɾoˑ
ষড়যন্ত্র	ʃɔɾodʑɔnt̪ːɾoˑ
ষড়যন্ত্র	ʃɔɾodʒɔnt̪ːɾoˑ
ষাঁড়	ʃaɹ
ষাঁড়	ʃãɽ
ষাঁড়	ʃãɾ
স	sɔː
স	sɔˑ
স	ʃɔː
স	ʃɔˑ
সংক্ষেপ	ʃɔŋkʰep
সংগঠন	ʃɔŋgɔtʰɔn
সংগঠন	ʃɔŋgɔʈʰɔn
সংগ্রাম	ʃɔŋgɹam
সংগ্রাম	ʃɔŋgɾam
সংঘর্ষ	ʃɔŋgʱɔɹʃoˑ
সংঘর্ষ	ʃɔŋgʱɔɾʃoˑ
সংবাদ	ʃɔŋbad̪
সংশোধন	ʃɔŋʃod̪ʱon
সংসদ	ʃɔŋʃɔd̪
সংসার	ʃɔŋʃaɹ
সংসার	ʃɔŋʃaɾ
সংস্কৃত	ʃɔŋskɹit̪oˑ
সংস্কৃত	ʃɔŋskɾit̪oˑ
সংস্কৃতি	ʃɔŋskɹit̪iˑ
সংস্কৃতি	ʃɔŋskɾit̪iˑ
সই	ʃoi̯
সওদা	ʃɔo̯d̪aˑ
সওয়া	ʃo̯aˑ
সওয়া	ʃɔo̯aˑ
সওয়ার	ʃɔo̯aɹ
সওয়ার	ʃɔo̯aɾ
সকল	ʃɔkol
সকাল	ʃɔkal
সখা	ʃɔkʰaˑ
সখী	ʃokʰiˑ
সঙ্গম	ʃɔŋgɔm
সঙ্গীত	ʃoŋgit
সঙ্গে	ʃɔŋgeˑ
সজারু	ʃɔdʑaɹuˑ
সজারু	ʃɔdʒaɾuˑ
সটান	ʃɔtan
সটান	ʃɔʈan
সঠিক	ʃɔtʰik
সঠিক	ʃɔʈʰik
সড়ক	ʃɔɹok
সড়ক	ʃɔɽok
সড়ক	ʃɔɾok
সত্ত্ব	ʃɔt̪ːoˑ
সত্ত্বেও	ʃɔt̪ːeo̯
সত্য	ʃot̪ːoˑ
সত্যি	ʃɔt̪ːiˑ
সত্যেন্দ্রনাথ	ʃɔt̪ːend̪ːɹɔnat̪
সত্যেন্দ্রনাথ	ʃɔt̪ːend̪ːɾɔnat̪
সদকা	sɔd̪kaˑ
সদর	ʃɔd̪oɹ
সদর	ʃɔd̪oɾ
সদা	ʃɔd̪aˑ
সদাশিব	ʃɔd̪aʃib
সদৃশ	ʃɔd̪ːɹiʃ
সদৃশ	ʃɔd̪ːɾiʃ
সন	ʃɔn
সন	ʃɔːn
সনদ	ʃɔnod̪
সনে	ʃɔneˑ
সন্ত	ʃɔnt̪oˑ
সন্তান	ʃɔnt̪an
সন্তুষ্ট	ʃɔnt̪ustoˑ
সন্তুষ্ট	ʃɔnt̪uʂʈoˑ
সন্তুষ্ট	ʃɔnt̪uʃtoˑ
সন্ধ্যা	ʃɔnd̪ʱaˑ
সপ্তাহ	ʃɔpt̪ahoˑ
সপ্তাহ	ʃɔpt̪aˑ
সফর	sɔfoɾ
সফল	ʃɔfɔl
সফেদ	ʃɔfed̪
সব	ʃɔb
সব	ʃɔːb
সবই	ʃɔboi̯
সবকিছু	ʃɔbkitɕʰuˑ
সবকিছু	ʃɔbkitʃʰuˑ
সবচেয়ে	ʃɔbtɕeˑ
সবচেয়ে	ʃɔbtʃeˑ
সবজজ	sɔbdʑɔdʑ
সবজজ	sɔbdʒɔdʒ
সবজা	ʃɔbdʑaˑ
সবজা	ʃɔbdʒaˑ
সবজি	ʃobdʑiˑ
সবজি	ʃobdʒiˑ
সবজি	ʃobziˑ
সবজি	ʃɔbdʑiˑ
সবজি	ʃɔbdʒiˑ
সবজি	ʃɔbziˑ
সবর	sɔboɹ
সবর	sɔboɾ
সবসময়	ʃɔbʃɔmɔe̯
সবাই	ʃɔbai̯
সবার	ʃɔbaɹ
সবার	ʃɔbaɾ
সবুজ	ʃobudʑ
সবুজ	ʃobudʒ
সবুজ	ʃobuz
সব্যসাচী	ʃobːoʃatɕiˑ
সব্যসাচী	ʃobːoʃatʃiˑ
সভা	ʃɔbʱaˑ
সভা	ʃɔvaˑ
সমকামী	ʃɔmɔkamiˑ
সমকে	ʃɔmkɛˑ
সমকে	ʃɔmxɛˑ
সমকে	ʃɔŋkɛˑ
সমকে	ʃɔŋxɛˑ
সমন	ʃɔmon
সময়	ʃɔmɔe̯
সময়কাল	ʃɔmɔe̯kal
সমাজতান্ত্রিক	ʃɔmadʒt̪ant̪ːɾik
সমাজতান্ত্রিক	ʃɔmaz̪̪t̪ant̪ːɹik
সমাজতান্ত্রিক	ʃɔmaz̪̪t̪ant̪ːɾik
সমাদর	ʃɔmad̪oɹ
সমাদর	ʃɔmad̪oɾ
সমাদর	ʃɔmad̪ɔɹ
সমাদর	ʃɔmad̪ɔɾ
সমাধান	ʃɔmad̪ʱan
সমাধি	ʃɔmad̪ʱiˑ
সম্পত্তি	ʃɔmpot̪ːiˑ
সম্পর্ক	sɔmpɔɹkoˑ
সম্পর্ক	sɔmpɔɾkoˑ
সম্পর্কে	ʃɔmpɔɹkeˑ
সম্পর্কে	ʃɔmpɔɾkeˑ
সম্পাদিকা	ʃɔmpad̪ikaˑ
সম্পূর্ণ	ʃɔmpuɹnoˑ
সম্পূর্ণ	ʃɔmpuɾnoˑ
সম্বন্ধে	ʃɔmbɔnd̪ʱeˑ
সম্ভব	ʃɔmbʱɔb
সম্ভব	ʃɔmvɔb
সম্মান	ʃɔmːan
সম্মেলন	ʃɔmːelɔn
সরফরাজ	ʃɔɹofɹadʑ
সরফরাজ	ʃɔɾofɾadʒ
সরবত	sɔɹbot̪
সরবত	sɔɾbot̪
সরবত	ʃɔɹbot̪
সরবত	ʃɔɾbot̪
সরবরাহ	ʃɔɹboɹahoˑ
সরবরাহ	ʃɔɾboɾahoˑ
সরল	ʃɔɾol
সরষে	ʃoɹʃeˑ
সরষে	ʃoɾʃeˑ
সরস্বতী	ʃɔɹoʃːot̪iˑ
সরস্বতী	ʃɔɾoʃːot̪iˑ
সরা	ʃɔra
সরানো	ʃɔrano
সরীসৃপ	s̠ɔ̝ɾis̠ːɾiˑp
সরোজ	ʃɔɹodʑ
সরোজ	ʃɔɾodʒ
সর্জি	ʃɔɹdʑiˑ
সর্জি	ʃɔɾdʒiˑ
সর্জিকা	ʃɔɹdʑikaˑ
সর্জিকা	ʃɔɾdʒikaˑ
সর্দি	ʃoɹd̪iˑ
সর্দি	ʃoɾd̪iˑ
সর্ব	ʃɔɹboˑ
সর্ব	ʃɔɾboˑ
সর্বকামী	ʃɔɹbɔkamiˑ
সর্বকামী	ʃɔɾbɔkamiˑ
সর্বত	sɔɹbot̪
সর্বত	sɔɾbot̪
সর্বত	ʃɔɹbot̪
সর্বত	ʃɔɾbot̪
সর্বদা	ʃɔɹbod̪aˑ
সর্বদা	ʃɔɾbod̪aˑ
সর্বোত্তম	ʃɔɹbot̪ːɔm
সর্বোত্তম	ʃɔɾbot̪ːɔm
সর্ব্বসময়	ʃɔɹbːɔʃɔmɔe̯
সর্ব্বসময়	ʃɔɾbːɔʃɔmɔe̯
সলতনত	sɔl̪t̪ɔnɔt̪
সলতনৎ	sɔl̪t̪ɔnɔt̪
সস্তা	ʃɔst̪aˑ
সহকার	ʃɔhokaɹ
সহকার	ʃɔhokaɾ
সহচর	ʃɔhotɕɔɹ
সহচর	ʃɔhotʃɔɾ
সহজ	ʃɔhodʑ
সহজ	ʃɔhodʒ
সহস্র	ʃɔhosɹoˑ
সহস্র	ʃɔhosɾoˑ
সহস্রাব্দ	ʃɔhosɹabd̪oˑ
সহস্রাব্দ	ʃɔhosɾabd̪oˑ
সহোদর	ʃɔhod̪ɔɹ
সহোদর	ʃɔhod̪ɔɾ
সহ্য	ʃɔdʑʱːoˑ
সহ্য	ʃɔdʒdʒʱoˑ
সহ্য	ʃɔz̪̪dʒʱoˑ
সাঁই	ʃai̯
সাঁই	ʃãiˑ
সাঁওতাল	ʃao̯t̪al
সাঁওতাল	ʃãot̪al
সাঁওতালি	ʃao̯t̪aliˑ
সাঁওতালি	ʃãot̪aliˑ
সাঁঝ	ʃadʑ
সাঁঝ	ʃaz
সাঁঝ	ʃãdʒ
সাঁতরানো	ʃãt̪rano
সাঁতার	ʃat̪aɹ
সাঁতার	ʃãt̪aɾ
সাংস্কৃতিক	ʃaŋskɹit̪ik
সাংস্কৃতিক	ʃaŋskɾit̪ik
সাইফ	sai̯f
সাঈদ	sai̯d̪
সাকিব	sakib
সাকিব	ʃakib
সাক্ষি	ʃakʰːiˑ
সাক্ষী	ʃakʰːiˑ
সাক্ষ্য	sakʰːoˑ
সাখী	ʃakʰiˑ
সাগর	ʃagoɹ
সাগর	ʃagoɾ
সাগু	ʃaguˑ
সাচ্চা	sət̪t̪ʃɑː
সাচ্চা	ʃatɕːaˑ
সাচ্চা	ʃatʃːaˑ
সাজা	ʃadʑaˑ
সাজা	ʃadʒaˑ
সাড়ে	ʃaɹeˑ
সাড়ে	ʃaɽeˑ
সাড়ে	ʃaɾeˑ
সাত	ʃat̪
সাতক্ষীরা	ʃat̪kʰiɾaˑ
সাতানব্বই	ʃat̪anɔbːoi̯
সাথে	ʃat̪ʰeˑ
সাদ	ʃad̪
সাদমান	sad̪man
সাদা	ʃad̪aˑ
সাদিয়া	sad̪i̯aˑ
সাধ	ʃad̪
সাধা	ʃad̪ʱaˑ
সাধারণ	ʃad̪ʱaron
সাধুভাষা	ʃad̪ʱubʱaʃaˑ
সাধুভাষা	ʃad̪ʱuvaʃaˑ
সানাই	ʃanai̯
সান্ত্বনা	ʃant̪onaˑ
সাফ	saf
সাফ	saːf
সাবধান	ʃabd̪ʱan
সাবধানতা	ʃabd̪ʱanot̪aˑ
সাবরিনা	sabɹinaˑ
সাবরিনা	sabɾinaˑ
সাবান	ʃaban
সাবিত	sabit̪
সাব্যস্ত	ʃabːost̪oˑ
সাভার	sabʱaɾ
সাভার	ʃabʱaɾ
সামনে	ʃamneˑ
সামিয়া	sami̯aˑ
সামী	samiˑ
সাম্যবাদ	ʃamːɔbad̪
সায়া	ʃae̯aˑ
সার	saɹ
সার	saɾ
সার	saːɾ
সার	ʃaɹ
সার	ʃaɾ
সার	ʃaːɾ
সারা	ʃaɹaˑ
সারা	ʃaɾaˑ
সারি	ʃaɹiˑ
সারি	ʃaɾiˑ
সার্জারি	ʃaɹdʑaɹiˑ
সার্জারি	ʃaɾdʒaɾiˑ
সাল	ʃal
সাল	ʃaːl
সালতানাত	sal̪t̪anat̪
সালমান	salman
সালাত	salat̪
সালাদ	salad̪
সালাম	salam
সালোকসংশ্লেষ	ʃalokʃɔŋsleʃ
সালোকসংশ্লেষণ	ʃalokʃɔŋsleʃon
সাহস	ʃahoʃ
সাহা	ʃahaˑ
সাহায্য	ʃahadʑːoˑ
সাহায্য	ʃahadʒdʒoˑ
সাহায্য	ʃahaz̪̪dʒoˑ
সাহিত্য	ʃahit̪ːoˑ
সাহেব	ʃae̯b
সাহেব	ʃaheb
সাহ্নাই	ʃahnai̯
সাহ্নাই	ʃanai̯
সিঁথি	ʃit̪ʰiˑ
সিঁথি	ʃĩt̪ʰiˑ
সিংহ	ʃiŋhoˑ
সিংহাসন	ʃiŋhaʃon
সিএনজি	si̯endʑiˑ
সিএনজি	si̯endʒiˑ
সিকান্দর	ʃikand̪ɔɹ
সিকান্দর	ʃikand̪ɔɾ
সিকিম	sikim
সিকিম	sixim
সিকিম	ʃikim
সিগারেট	ʃigaɹet
সিগারেট	ʃigaɾeʈ
সিঙ্গাপুর	ʃiŋgapuɹ
সিঙ্গাপুর	ʃiŋgapuɾ
সিডি	sid̪iˑ
সিদ্ধ	ʃid̪ʱːoˑ
সিদ্ধান্ত	ʃid̪ʱːant̪oˑ
সিধা	ʃid̪ʱaˑ
সিন্দুক	ʃind̪uk
সিন্ধু	ʃind̪ʱuˑ
সিন্ধুঘোটক	ʃind̪ʱugʱotɔk
সিন্ধুঘোটক	ʃind̪ʱugʱoʈɔk
সিয়াম	si̯am
সিলেট	silet
সিলেট	sileʈ
সিলেট	ʃilet
সিলেট	ʃileʈ
সীতা	ʃit̪aˑ
সীমা	ʃima
সুই	ʃu̯iˑ
সুইজারল্যান্ড	su̯izaɹlɛnd
সুইজারল্যান্ড	su̯izaɾlæɳɖ
সুখ	ʃux
সুখ	ʃuːk
সুগার	ʃugaɹ
সুগার	ʃugaɾ
সুজি	ʃudʑiˑ
সুজি	ʃudʒiˑ
সুড়ঙ্গ	ʃuɹɔŋgoˑ
সুড়ঙ্গ	ʃuɹɔŋgɔˑ
সুড়ঙ্গ	ʃuɽɔŋgoˑ
সুড়ঙ্গ	ʃuɾɔŋgoˑ
সুড়ঙ্গ	ʃuɾɔŋgɔˑ
সুদ	ʃud̪
সুনামি	ʃunamiˑ
সুনিধি	ʃunid̪ʱiˑ
সুন্দর	ʃund̪ɔɹ
সুন্দর	ʃund̪ɔɾ
সুন্দরবন	ʃund̪oɹbon
সুন্দরবন	ʃund̪oɾbon
সুপারিশ	ʃupaɹiʃ
সুপারিশ	ʃupaɾiʃ
সুপ্রভাত	ʃupɹobʱat̪
সুপ্রভাত	ʃupɹovat̪
সুপ্রভাত	ʃupɾobʱat̪
সুপ্রভাত	ʃupɾovat̪
সুবর্ণ	ʃubɔɹnoˑ
সুবর্ণ	ʃubɔɾnoˑ
সুবর্ণা	ʃubɔɹnaˑ
সুবর্ণা	ʃubɔɾnaˑ
সুবহানাল্লাহ	ʃubhanalːaˑ
সুবহানাল্লাহ	ʃuvanalːaˑ
সুমন	ʃumon
সুমন	ʃumɔn
সুরক্ষিত	ʃuɹɔkʰːit̪oˑ
সুরক্ষিত	ʃuɾɔkʰːit̪oˑ
সুরত	suɹɔt̪
সুরত	suɾɔt̪
সুরা	s̠uɾaˑ
সুরিনাম	ʃuɹinam
সুরিনাম	ʃuɾinam
সুলতান	sul̪t̪an
সুলতানা	sul̪t̪anaˑ
সুলুপ	s̠uluˑp
সুস্থ	ʃust̪ʰoˑ
সুস্বাদু	ʃuʃːad̪uˑ
সূচী	ʃutɕiˑ
সূচী	ʃutʃiˑ
সূরা	suɹaˑ
সূরা	suɾaˑ
সূরা	ʃuɹaˑ
সূরা	ʃuɾaˑ
সূর্য	ʃuɹdʑoˑ
সূর্য	ʃuɾdʒoˑ
সৃষ্টি	sɹistiˑ
সৃষ্টি	sɹiʃtiˑ
সৃষ্টি	sɾiʂʈiˑ
সে	ʃeː
সে	ʃeˑ
সেঁজা	ʃedʑaˑ
সেঁজা	ʃẽdʒaˑ
সেকেন্ড	sekend
সেকেন্ড	sekeɳɖ
সেখান	ʃekʰan
সেখানকার	ʃekʰankaɹ
সেখানকার	ʃekʰankaɾ
সেখানে	ʃekʰane
সেন	sen
সেন	seːn
সেনগুপ্ত	ʃengupt̪oˑ
সেনা	ʃenaˑ
সেন্সস	s̠ens̠ɔˑs̠
সেপ্টেম্বর	septembɔɹ
সেপ্টেম্বর	sepʈembɔɾ
সেবা	ʃebaˑ
সেলাম	selam
সেলুন	selun
সেহেতু	sehet̪uˑ
সোজা	ʃodʑaˑ
সোজা	ʃodʒaˑ
সোয়াদ	so̯ad̪
সোয়াদ	ʃo̯ad̪
সোয়ামি	ʃo̯amiˑ
সোহরাওয়ার্দী	sohɾəo̯ɑɾd̪iˑ
সোহরাওয়ার্দী	soɾɒo̯ɑɾd̪iˑ
সোহরাওয়ার্দী	sɔɾoo̯aɾd̪iˑ
সোহাগ	ʃohag
সৌন্দর্য	ʃou̯nd̪ɔɹdʑoˑ
সৌন্দর্য	ʃou̯nd̪ɔɾdʒoˑ
সৌভাগ্য	ʃou̯bʱagːoˑ
সৌভাগ্য	ʃou̯vagːoˑ
সৌরজগৎ	ʃou̯ɹodʑɔgot̪
সৌরজগৎ	ʃou̯ɾodʒɔgot̪
সৌরাষ্ট্র	ʃou̯ɹastːɹoˑ
সৌরাষ্ট্র	ʃou̯ɹaʃtːɹoˑ
সৌরাষ্ট্র	ʃou̯ɾaʂʈːɾoˑ
স্কুটার	skutaɹ
স্কুটার	skuʈaɾ
স্কুল	skul
স্কুল	skuːl
স্ট্রিট	stːɹit
স্ট্রিট	sʈːɾiʈ
স্ট্রিট	ʂʈːɾiʈ
স্ত্রী	st̪ːɾiˑ
স্থল	st̪ʰɔl
স্থান	st̪ʰan
স্থাপত্য	st̪ʰapot̪ːoˑ
স্থাপন	st̪ʰapɔn
স্থিত	st̪ʰit̪oˑ
স্নিগ্ধ	snigd̪ʱoˑ
স্নিগ্ধা	snigd̪ʱaˑ
স্নেহ	sneɦoˑ
স্পর্শ	spɔɹʃoˑ
স্পর্শ	spɔɾʃoˑ
স্পষ্ট	spɔstoˑ
স্পষ্ট	spɔʂʈoˑ
স্পষ্ট	spɔʃtoˑ
স্ফটিক	spʰoʈik
স্বদেশ	ʃɔd̪eʃ
স্বর	ʃɔɹ
স্বর	ʃɔɾ
স্বর	ʃɔːɾ
স্বর্ণ	ʃɔɹnoˑ
স্বর্ণ	ʃɔɾnoˑ
স্বসা	ʃɔʃaˑ
স্বাগতম	ʃagɔt̪om
স্বামিনী	ʃaminiˑ
স্বামী	ʃamiˑ
স্বামীস্ত্রী	ʃamist̪ːɹiˑ
স্বামীস্ত্রী	ʃamist̪ːɾiˑ
স্বার্থপরতা	ʃaɹt̪ʰɔpɹot̪aˑ
স্বার্থপরতা	ʃaɾt̪ʰɔpɾot̪aˑ
স্মরণ	ʃɔɹon
স্মরণ	ʃɔ̃ɾon
স্মৃতি	sɹit̪iˑ
স্মৃতি	sɾit̪iˑ
স্যর	sæɾ
স্যর	sæːɾ
স্যর	sɛɹ
স্যার	saɹ
স্যার	saɾ
স্যার	saːɾ
স্রেফ	sɹef
স্রেফ	sɾef
স্রেফ	sɾeːf
হংকং	hɔŋkɔŋ
হইতে	hoi̯t̪eˑ
হউর	hɔuɹ
হউর	hɔuɾ
হওয়া	hɔo̯aˑ
হকি	hɔkiˑ
হজ্জ	hɔdʑ
হজ্জ	hɔd̪z
হজ্জ	hɔdʒ
হজ্জ	hɔz
হজ্জ্ব	hɔdʑ
হজ্জ্ব	hɔdʑː
হজ্জ্ব	hɔdʒ
হজ্জ্ব	hɔdʒdʒ
হজ্জ্ব	hɔz̪̪dʒ
হজ্ব	hɔdʑ
হজ্ব	hɔdʑː
হজ্ব	hɔdʒ
হজ্ব	hɔdʒdʒ
হজ্ব	hɔz̪̪dʒ
হজ্য	hɔdʑ
হজ্য	hɔdʑː
হজ্য	hɔdʒ
হজ্য	hɔdʒdʒ
হজ্য	hɔz̪̪dʒ
হঠাৎ	hɔʈʰat̪
হতাশা	hɔt̪aʃaˑ
হত্যা	hottɑ
হদিস	hod̪is
হদিস	hod̪iʃ
হমকে	hɔmkɛˑ
হমকে	hɔmxɛˑ
হমকে	hɔŋkɛˑ
হমকে	hɔŋxɛˑ
হয়তো	hɔe̯t̪oˑ
হয়রান	hɔeɾan
হয়রানি	hɔe̯ɹaniˑ
হয়রানি	hɔe̯ɾaniˑ
হয়ে	hɔeˑ
হরতাল	hɔɹt̪al
হরতাল	hɔɽt̪al
হরফ	hɔɹof
হরফ	hɔɾop
হরফ	hɔɾopʰ
হরি	hoɹiˑ
হরি	hoɾiˑ
হরিজন	hoɾidʒoˑn
হরিজন	hɔɹidʑɔn
হরিজন	hɔɾidʒɔn
হরিণ	hoɹin
হরিণ	hoɾin
হরিয়ানা	hɔɾijana
হরীতকী	hoɹit̪okiˑ
হরীতকী	hoɾit̪okiˑ
হর্ষ	hɔɹʃoˑ
হর্ষ	hɔɾʃoˑ
হল	holoˑ
হল	hɔl
হসন্ত	hɔʃɔnt̪oˑ
হসপিটাল	hɔspital
হসপিটাল	hɔspiʈal
হস্তমৈথুন	hɔst̪omoi̯t̪ʰun
হাঁচি	hatɕiˑ
হাঁচি	hãtʃiˑ
হাঁটা	hãʈ̟a
হাঁটু	hatuˑ
হাঁটু	hãʈuˑ
হাঁড়ী	haɹiˑ
হাঁড়ী	haɾiˑ
হাঁড়ী	hãɽiˑ
হাঁড়ী	hãɾiˑ
হাঁস	haʃ
হাঁস	hãʃ
হাইপোথ্যালামাস	hai̯pot̪ʰælamas
হাইপোথ্যালামাস	hai̯pot̪ʰɛlamas
হাওড়	häo̯ɽ̟
হাওড়াবাসী	hao̯ɹabaʃiˑ
হাওড়াবাসী	hao̯ɽabaʃiˑ
হাওড়াবাসী	hao̯ɾabaʃiˑ
হাগা	hagaˑ
হাঙ্গামা	haŋgamaˑ
হাজং	hadʑɔŋ
হাজং	hadʒɔŋ
হাজার	hadʑaɹ
হাজার	hadʒaɾ
হাজারী	hazaɹiˑ
হাজারী	hazaɾiˑ
হাজির	hadʑiɾ
হাজির	hadʒiɾ
হাট	hat
হাট	haʈ
হাড়	haɹ
হাড়	haɽ
হাডুডু	haduduˑ
হাডুডু	haɖuɖuˑ
হাত	hat̪
হাতি	hat̪iˑ
হাতিয়ার	hat̪i̯aɹ
হাতিয়ার	hat̪i̯aɾ
হাদিয়া	had̪i̯aˑ
হাদিস	had̪is
হানা	hanaˑ
হানাফী	hanafiˑ
হানিফ	hanif
হানুক্কা	hanukːaˑ
হাফসা	hafsaˑ
হাফেজ	hafez
হাবশি	häbs̠iˑ
হাবীব	habib
হাভেলি	habʱeliˑ
হাভেলি	haveliˑ
হামলা	hamlaˑ
হামানদিস্তা	hamand̪ist̪aˑ
হামানো	hamanoˑ
হামেশা	hameʃaˑ
হায়	hae̯
হায়ওয়ান	hae̯o̯an
হায়দরাবাদ	hae̯d̪ɔɹabad̪
হায়দরাবাদ	hae̯d̪ɔɾabad̪
হায়দ্রাবাদ	hae̯d̪ːɹabad̪
হায়দ্রাবাদ	hae̯d̪ːɾabad̪
হায়েনা	hae̯naˑ
হার	har
হারা	hara
হারানো	harano
হারাম	haɹam
হারাম	haɾam
হারামজাদা	haɹamdʑad̪aˑ
হারামজাদা	haɾamdʒad̪aˑ
হার্মাদ	haɹmad̪
হার্মাদ	haɾmad̪
হাল	hal
হালকা	halkaˑ
হালাক	halak
হালাল	halal
হাসান	hasan
হাসান	haʃan
হিজড়া	hidʑɹaˑ
হিজড়া	hidʒɽaˑ
হিজড়া	hidʒɾaˑ
হিটলার	hitːlaɹ
