0k8	ʊkːɑː
యాభై	jaːbʱaj
యాభై	jæːbʌi
యామ్	jɑːm
యార్క్	jaːɾk
యార్డ్	jaːɾɖ
యాల్	jɑːl
యాషెస్	jɑːʃɛːs
యాష్	jɑːʃ
యాస	jɑːs
యాస్	jɑːs
యిన్	ijn̪
యిబ్బంది	jiːbːan̪d̪i
యు	u
యుక్తమైనది	jukt̪əmaɪn̪əd̪i
యుక్తులు	juk̟t̪ulu
యుద్ధం	jud̪d̪ʌʋ
యుద్ధ	jʊd̪d̪ʰ
యుద్ధంలో	jʊd̪ːʌml̪o
యుద్ధానికి	jʊd̪d̪ʌn̪ki
యుద్ధాన్ని	jʊd̪ːʌn̪ːi
యుద్ధాలు	jud̪d̪ːɑːlu
యునైటెడ్	ʲunɛɭɛʈeːd̪
యున్నది	junːd̪i
యురేనియం	jureːniːʌm
యువ	juʋ
యువకుడు	juʋakuɖu
యువకులు	juʋakulu
యువతి	juʋɖi
యువతుల	juʋt̪uɭ
యువరాణి	juʋaraːɳi
యువర్	juʋər
యువర్స్	juʋaɾs
యూ	juː
యూదా	juːd̪a
యూదులు	juːd̪ulu
యూనిట్	juːnɪt̪
యూనిట్లు	jʉːn̪iːʈːu
యూనియన్	jʉːniːɑːn
యూరోపియన్	joːɾoːpiʝɑːn
యూరోల	jʊɾoːl
యెగరోజు	jegaroːdʒu
యెంత	jeːn̪ʈ
యెల్	jɛl
యెుక్క	jeːkː
యే	jeː
యేః	jeː
యేల్	jɛːl
యేసు	jɛsu
యొక్క	joʋkə
యో	jɔː
యోగ్యుడైన	jogiɖuɳ
యోచిస్తోంది	jɔtʃis̪t̪aːduːr̪u
యోధుడు	jɔɖʈuɖu
ర	r
ర	ra
రకం	ɾaga
రకమైన	ɾakamɛi̯n
రకాల	ɾɑkɑːl̪
రక్త	ɾakːʈ
రక్తం	ɾɑkt̪ɑm
రక్తపుటేరుల్ని	ɾɐkʈɐpuːt̪eːɾul̪ni
రక్తంలో	ɾɐkːʈʌŋːo
రక్తస్రావం	ɾɐkʈɐsɾaːʋɐm
రక్షణ	ɾikʂɳ̪a
రక్షణకు	ɾɪkʂɳəku
రక్షణలో	ɾikʂ̄ɳɭo
రక్షించడానికి	ɾɑkʂiɳdʒæːkɛː
రక్షించబడిన	ɾɑkʂiɳd̪b̪iɳd̪i
రక్షించలేదు	ɾɐkʂiɳtʃaledu
రక్షించు	ɾɑkʂiɳtʃu
రక్షించుకోడానికే	ɾɐkʂiɳukuːɖaniːkeː
రక్షించే	ɾɐkʂiɲe
రక్షించేందుకు	ɾɑkʂiɳt̪uːne
రక్షిత	ɾɐkʂiɭʈ
రంగం	ɾaŋgʌm
రంగంలో	ɾaŋgɒːmloː
రంగంలోకి	ɾaŋgɒŋki
రగిలించి	ɾagilinci
రంగు	ɾaŋgu
రంగులు	ɾaŋguɭu
రంగులోకి	ɾaŋguɭoki
రగ్గు	ɾɑgːu
రచన	ɾatʃan
రచయిత	ɾatʃajit̪a
రచయిత	ɾɑtʃajit̪ʰ
రచయిత్రి	ɾatʃajit̪ɾi
రజకుడు	ɾadʒakuɖu
రజతాద్రి	ɾadʒat̪aːd̪ɾi
రండి	ɾandi
రత్నాలు	ɾɐt̪n̪ɐlu
రథం	ɾatʰɐm
రద్దీ	ɾɐɖːi
రద్దు	ɾɐɖːu
రద్దుకు	ɾɑɖːugu
రద్దుచెయ్యి	ɾɐɖːʈʃejːi
రధచక్రాల	ɾɐd̪ʌtʃɐkɾɑːl̪ː
రంధ్రం	ɾɐn̪d̪ʱɾam
రంధ్రము	ɾand̪ʱɾamu
రంధ్రంలో	ɾan̪d̪ʰɾamloː
రంధ్రాల	ɾan̪d̪ʰɾaːl̪u
రంధ్రాలు	ɾɐn̪d̪ʱɾɑːɭːiː
రన్	ɾɑːn
రన్నవుట్	ɾan̪n̪aʋuʈ
రన్నింగ్	ɾanːiŋː
రన్నిన్	ɾanːiːn
రన్వే	ɾanʋe
రఫ్	ɾɑɸ
రబ్బరు	ɾabːuɾu
రవాణా	ɾɔːn̪ʌ
రష్	ɾaʂ
రష్యన్	ɾaʂjan
రష్యన్లు	ɾaʂjan̪lu
రష్యా	ɾaʂja
రసం	ɾasɪ
రసాయన	ɾɐs̪aɪn̪a
రస్టీ	ɾast̪i
రహదారి	ɾɑhɛd̪aːɾi
రహదారులు	ɾɑhɪd̪aːɾuɭu
రహస్య	ɾɑɦɐsɪ
రహస్యం	ɾɑɦɑsʲə
రహస్యంగా	ɾɑhɑsjɾɑŋgɑ
రహస్యాలను	ɾɑhɐsjɐmuɳɐ
రహస్యాలు	ɾɑɦɐsjɑːlu
రహిత	ɾɑːɦit̪
రా	ɾɑ
రాక	ɾaːk
రాకీ	ɾaːkiː
రాకుండా	ɾaːkoːɳɖa
రాకెటీర్	ɾaːkɛːʈiːɾ
రాకెట్	ɾaːkeːʈː
రాక్	ɾaːk
రాక్షసుడిని	ɾaːkʂɐsuɖiɳi
రాక్షసుడు	ɾaːkʂɐsuɖu
రాక్షసులను	ɾaːkʂɐsɪnu
రాక్షసులు	ɾaːkʂɐsuːlu
రాగానే	ɾaːgaːneː
రాగాలను	ɾaːgɐɭuŋɐ
రాగాలు	ɾaːgɑːlu
రాగి	ɾaːgi
రాంగ్	ɾaːŋg
రాజ	ɾaːdʒ
రాజకీయ	ɾaːdʒakiiɟ
రాజకీయాల్లో	ɾaːdʒakiiʲɑːɭːo
రాజద్రోహం	ɾaːʑd̪ɾoːhɑːm
రాజధాని	ɾaːdʒɖʌːpɐːli
రాజధానిని	ɾaːdʒɖʱaːdiːni
రాజభక్తి	ɾaːdʒabʰkʈi
రాజమహేంద్రవరం	ɾaːdʒamaheːnd̪ɾaʋaɾam̃
రాజసము	ɾaːdʒasamu
రాజీ	ɾaːdʑiː
రాజీ	ɾaːdʒiː
రాజీనామా	ɾaːdʒiːnaːmaː
రాజీనామా	ɾaːʑiːnaːmaː
రాజీవ్	ɾaːdʒiːʋ
రాజు	ɾaːdʒu
రాజుకుంది	ɾaːdʒuːɳdi
రాజులు	ɾaːdʒuːlu
రాజ్యం	ɾaːdʒʲəm
రాజ్యాంగం	ɾaːʈʲɑːŋgɑːm
రాట్	ɾaːʈʈ
రాండమ్	ɾaːmɳɖam
రాడార్	ɾaːɖaːɾ
రాడ్	ɾaːɖ
రాణి	ɾaːɳi
రాతి	ɾaːti
రాత్రి	ɾaːʈɾi
రాత్రిపూట	ɾaːʈɾiːpuːʈ
రాదు	ɾaːdu
రానప్పుడు	ɾaːn̪ɐpːuɖu
రాని	ɾaːni
రానివ్వు	ɾaːnivːu
రానీయకండి	ɾaːniːjɐɳɖi
రానున్నట్టు	ɾaːnuːn̪ʈːu
రాన్	ɾaːn
రాపర్	ɾaːpɐɾ
రాపిడ్	ɾaːpiɖ
రాప్	ɾaːp̚
రాబడుతుంది	ɾaːbɐɖʌndu
రాబందు	ɾaːbɐnd̪u
రాబర్టో	ɾaːbɾɾoːt̪oː
రాబర్ట్	ɾaːbɾɛːʈ
రాబోతుంది	ɾaːboːt̪uɳ̪d̪i
రాబోయే	ɾaːboːjeː
రామ	ɾaːma
రాయబార	ɾaːjabɑːɾ
రాయాలి	ɾaːjɑːli
రాయి	ɾaːj
రాయ్	rai
రాలేదు	ɾoːleːdu
రావచ్చు	ɾaːʋɔtʃːu
రావడం	ɾaːʋɐɖʌm
రావడంతో	ɾaːʋɖoɳto
రావడానికి	ɾaːʋɖaːkɪ
రావాలని	ɾaːʋaːlani
రావాలి	ɾaːʋaːli
రావాల్సిందే	ɾaːʋaːl̪s̪indiːn̪d̪eː
రావాల్సిన	ɾaːʋaːl̪s̪iɳ
రావు	raːʋu
రావొద్దు	ɾaːʋoɖːu
రాశాడు	ɾaːʃaːɖu
రాశి	ɾaːʃi
రాష్ట్రం	ɾaːʂʈʌːm
రాష్ట్ర	ɾɑːʈʈuɾu
రాష్ట్రపతి	ɾɑːʈʂt̪ɾɑːpʰti
రాసికొను	ɾaːsikoːnu
రాసిన	ɾaːsɪn̪
రాసుకో	ɾaːsukoo
రాస్తారు	ɾaːsʈaːɾu
రాస్తున్నారు	ɾaːs̪t̪un̪d̪uɾu
రాహిత్యము	ɾaːɦit̪ʌmu
రాళ్లూ	ɾɑːɭːuː
రాళ్ళ	ɾaːɭː
రాళ్ళు	ɾɑːɭːu
రికవరీ	ɾikɐʋɾiː
రికార్డర్	ɾikɑːɾɖɛɾ
రికార్డు	ɾikɑːɾɖu
రికార్డును	ɾikɑːɾɖuːnu
రికార్డులు	ɾikɑːɾɖuːlu
రికార్డ్	ɾiːkaːɾɖ
రికార్డ్ను	ɾikɑːɾɖn̪u
రికెర్	ɾikːeːɾ
రిక్	ɾik
రింగర్	ɾiŋgɑːr
రింగింగ్	ɾiŋgiŋ
రిగ్	ɾigː
రింగ్	ɾiŋ
రింగ్టోన్	ɾiŋgʈoːn̪
రిగ్లు	ɾigɭu
రింగ్స్	ɾiŋːʂ
రిచర్డ్	ɾiːtʃɾiːɖ
రిచర్డ్స్	ɾiːtʃaːɾɖʌs
రిజర్వేషన్లు	ɾigɐɾʋeːʃɐn̪ɭu
రిజర్వ్	ɾidʒəɾʋ
రిజిస్టర్	ɾigiʃːiːʈɾʌ
రిడిల్	ɾiɖiɭ
రిడిల్స్	ɾiɖiɭːs
రిడ్జ్	ɾiɖːʈ
రిపీటర్	ɾiːpʰiːt̪eːɾ
రిపీట్	ɾiːpʰiːt̪ː
రిపేరు	ɾipɛːɾu
రిపోర్టర్	ɾiːpoːɾʈaːɾ
రిపోర్టింగ్	ɾipːoɾʈiŋ
రిపోర్ట్	ɾipːoɾt̪
రిఫ్రెష్	ɾiːpɾɛʃ
రిమైండర్	ɾiːmɛɪɳɖəɾ
రిమోట్	ɾimoːʈ
రిమోట్తో	ɾimoːt̪ːoː
రిమ్	ɾiːm
రియల్	ɾiʌːl
రియల్లీ	ɾijɐlli
రియాక్టర్	ɾijaːkʈɛːɾ
రియాన్	ɾijaːn̪
రియాలిటీ	ɾijaːlɪtiː
రిలాక్స్	ɾiːlɑkːʌs
రిలాక్స్డ్	ɾiːlɑkʂɖ
రిలే	ɾiːleː
రివెంజ్	ɾiʋeːɳdʒ
రివెరా	ɾiʋeɾaː
రిసార్ట్	ɾiːsɑːɾʈʰ
రిసిప్ట్లపై	ɾisɪpt̪ːɭapʰej
రిసీవర్	ɾiːs̪iːvaːɾ
రిసైటల్	ɾisɛɭaːɭ
రిస్క్	ɾiːsk
రిహన్న	ɾiːhanː
రిహార్సల్	ɾiːhaːɾsɐɭ
రీకన్	ɾiːkɑːn
రీకాల్	ɾiːkaːl̪
రీచ్	ɾiːtʃʰ
రీసెట్	ɾiːseːʈː
రీసెస్	ɾiːs̪eːs̪
రుచి	ɾuʧi
రుచికరమైన	ɾutʃikaramɛjɳ
రుచులలో	ɾuʧulaloː
రుజువు	ɾuːdʒuʋu
రుణ	ɾuɳ
రుణగ్రస్తులు	ɾuɳgɾɑs̪t̪ulu
రుణపడి	ɾuɳəɖi
రుణాలను	ɾuɳamuːlu
రుణాలు	ɾuɳɑːlu
రుతువిరతి	ɾʊtʊʋiɾɐti
రుతువు	ɾʊt̪uʋu
రుద్దడం	ɾud̪ːaɖːi
రుద్దు	ɾudd̪u
రుమాలు	ɾumɑːlu
రుసుము	ɾuʂumu
రూక	ruːka
రూకీ	ɾuːkiː
రూట్	ɾuːʈː
రూత్	ɾuːt̪ː
రూపం	ɾuːpam
రూపకర్త	ɾuːpəkɾ̥iːt̪e
రూపంలో	ɾuːpɒŋːoː
రూపాంతరం	ɾuːpɑːn̪t̪əɾəm
రూపొందించబడింది	ɾuːpoɾɛɳʈʈaɾaɾaɾi
రూపొందించినవారు	ɾuːpoːɳɖiːɳʈʃiɳɐɾuː
రూపొందిస్తున్నారు	ɾuːpoːɳɖis̪t̪un̪d̪uɾu
రూబిన్	ɾuːbiːn
రూబెన్	ɾuːbeːn
రూమ్	ɾuːm
రూమ్మేట్	ɾuːmːeːʈ
రూల్స్	ɾuːl̪s̪
రెక్కలపై	ɾekːɐlɐpʰej
రెక్కలు	ɾekːɭu
రెగ్గీ	ɾegːiː
రెంచ్	ɾenʈʃ
రెచ్చగొట్టింది	ɾetɕːgoʈːindi
రెచ్చి	ɾetɕːi
రెట్టించు	ɾeʈːiɲtʃu
రెట్టింపు	ɾeʈːimpu
రెట్లు	ɾeʈːu
రెండవ	ɾeːɳɖɑʋ
రెండవదిగా	ɾeːɳɖavadigɑ
రెండిటికీ	ɾeːɳɖiːkiː
రెడీ	ɾeːɖiː
రెండు	ɾeːɳɖu
రెండులో	ɾeːɳɖuːlo
రెండుసార్లు	ɾeːɳɖuʃaːɾmɳe
రెండూ	ɾeːɳɖuː
రెడ్	ɾeːɖ
రెనాల్డో	ɾeːn̪aːl̪ːɖoː
రెనో	ɾenoː
రెఫెర్	ɾeːpʰɛɾ
రెబ్	ɾeːb
రెవరెండ్	ɾeʋaɾeɳɖ
రెసిపీ	ɾeːs̪iːpiː
రెస్క్యూ	ɾeʃkjuː
రెస్టారెంట్	ɾeːst̪aːɾeːnt̪ː
రెస్టారెంట్లు	ɾeːst̪aːɾeːnt̪lu
రెస్ట్	ɾeːsʈ
రెస్పాన్స్	ɾeːspɑːn̪s̪
రెస్యూమ్	ɾeːsʉːm
రే	ɾeː
రేఖ	reːkʱa
రేగు	reːgu
రేచీకటి	reːtʃiːkaʈi
రేజర్	ɾeːgʑɾ
రేంజర్	ɾeːɲdʒəɾ
రేంజర్స్	ɾeːɲdʒaɾs̪
రేంజ్	ɾeːɲdʒ
రేటింగ్	ɾaːʈiŋ
రేటింగ్స్	ɾaːʈiŋgʃ
రేటు	ɾaːʈu
రేట్	ɾaːʈː
రేట్లు	ɾaːʈːu
రేడియేటర్	ɾeːɖijaːt̪eːɾ
రేడియేటర్లలో	ɾeːɖijaːt̪eːɾɭoː
రేడియేషన్	ɾeːɖijaːʃɔn
రేడియో	ɾeːɖiːoː
రేడియోలో	ɾeːɖiːjoːloː
రేణుక	reːɳuka
రేణువు	reːɳuʋu
రేపు	ɾeːpu
రేరాజు	ɾeːɾaːdʒu
రేసింగ్	ɾeːsɪŋg
రేసు	ɾeːsu
రైకాల్	rai̯kaːl̪
రైజ్	raiʒ
రైట్	raiʈ
రైట్స్	raiʈʂ
రైడింగ్	raiɖiŋ
రైడ్	raiːɖ
రైతు	raitu
రైతు	ɾajt̪u
రైతులకు	ɾeːt̪ulgu
రైతులు	rai̯tulu
రైఫిల్	rai̯pʰil
రైఫిల్స్	rai̯pʰil̪s̪
రైఫిళ్లను	raiːfiːɭːnu
రైలు	railu
రైసిన్	ɾeːsɪn
రైళ్లు	raiːɭːu
రొట్టె	ɾoʈːe
రొండు	ɾoːɳɖu
రొయ్యలు	ɾoːjːuː
రోక్షాన్నె	ɾoːkʃɑːn̪n̪e
రోగము	roːgamu
రోగి	ɾoːgi
రోగులు	ɾoːgulu
రోగ్	ɾoːg
రోజంతా	ɾoːdʒant̪a
రోజర్	ɾoːdʒəɾ
రోజు	ɾoːdʒu
రోజుకి	ɾoːdʒuki
రోజుకు	ɾoːʒuku
రోజున	ɾoːdʒun̪
రోజుల	ɾoːdʒuɭ
రోజులు	ɾoːdʒuɭu
రోజులోనే	ɾoːdʑuːl̪on̪e
రోజుల్లో	ɾoːdʒuɭːo
రోజువారీ	ɾoːdʒuɭi
రోజూ	ɾoːdʒuː
రోజెస్	ɾoːdʒes
రోజ్	ɾoːdʒ
రోటర్	ɾoːʈːɾ
రోటీ	ɾoːʈiː
రోట్	ɾoːʈː
రోడ్	ɾoːɖ
రోడ్జెర్స్	ɾoːɖʑeɾs
రోడ్బ్లాక్	ɾoːɖbɭaːk
రోడ్లు	ɾoːɖʈu
రోత	ɾoːt̪
రోదసి	roːdasi
రోనాల్డ్	roːn̪aːlɪɳɖ
రోనీ	roːniː
రోన్నీ	ɾoːnːiː
రోమా	ɾoːma
రోమింగ్	ɾoːmiŋ
రోమియో	ɾoːmiːjoː
రోమ్	ɾoːm
రోమ్నీ	roːmniː
రోలింగ్	ɾoːliŋ
రోల్	ɾoːl
రోల్స్	ɾoːlːs
రోవర్	ɾoːʋər
రోసీ	ɾoːsiː
రౌడీ	ɾauɖiː
రౌండు	ɾau̯ɳɖu
రౌండ్	ɾau̯nd̪iː
రౌండ్లు	ɾauːɳɖu
రౌండ్లో	ɾauːɳɖɭo
రౌతు	ɾawt̪u
ర్యాంకులు	ɾaːŋkulu
ర్యాలీ	ɾjɑːliː
ర్యాలీలు	ɾʲaːliːlu
ల	ɭ
లక్కీ	lɑkːiː
లక్షణం	ɭɪkʂɳɐm
లక్షణాన్ని	ləks̪aɳːn̪i
లక్షణాలు	ɭɪkʂ̪ɑːnɑːlu
లక్షల	ləkʂəl̪
లక్షాధికారి	ləkaʂɐdʱikɑːri
లక్ష్యం	ləks̪ʌm̪ʌ
లక్ష్యంగా	lagʃiɳgɑ
లక్ష్యంతో	lagʃjɛːto
లక్ష్యాన్ని	laːkʃjɛn̪ːi
లక్ష్యాలను	ləks̪jəmoːn̪u
లక్సోర్	ɭɔkʂoːr
లంగా	ɭaŋgɑ
లంఘనము	laŋgʱanamu
లఘు	ləgʊ
లంచం	ɭanʈʌm
లంచాలు	ɭanʈʈɑːlu
లంచ్	ɭanʈʃ
లచ్చి	latʃːi
లంజ	laɲdʒa
లండన్	lɑːɳɖɑːn
లడ్డు	laɖːu
లభిస్తుంది	ləbʰoːd̪uʈu
లభిస్తే	ləbʰiʂt̪eː
లయ	ɭaj
లయన్స్	ɭajɑːns
లయర్	ɭajəɾ
లలో	ɭoː
లవణం	ləʋaɳəm
లవ్	ləʋ
లా	ɭaː
లాకప్ను	laːkəpn̪u
లాకర్	laːkɐr
లాక్	ɭaːk
లాక్కోవడానికి	laːkːoːʋɐɖiː
లాగ	laːg
లాగడం	laːgɐɖʌm
లాగండి	laːgɐɳɖi
లాగా	laːga
లాగానే	laːgaːneː
లాగి	laːgi
లాగిన	laːgiɳ
లాగిపడవేయు	laːgiɱpaɖaveːu
లాగుతుంది	laːguɖu
లాగేజిటూకో	laːgeːʒiːtuːkuː
లాగ్	laːg
లాంగ్	laːŋg
లాగ్లను	laːgl̪nu
లాంగ్లే	laːŋgleː
లాంచ్	ɭaːnʧ
లాంజ్	laːɳdʒ
లాజ్లో	ɭaːdʒɭoː
లాటరీ	ɭaːʈɾiː
లాంటి	laːɳʈi
లాంటిది	laːn̪ʈiɖi
లాటినో	ɭaːt̪iːnoː
లాటిన్	ɭaːʈin̪
లాంటివే	laːɳʈiʋeː
లాట్	ɭaːʈː
లాట్వియన్	ɭaːʈʋiʌn
లాట్వియా	ɭaːʈʋijaː
లాండ్రీ	ɭaːɳɖɾiː
లాడ్స్	ɭaːɖʌs
లాన్	laːn
లాప్	ɭaːp̚
లాప్టాప్	ɭaːpːʈaːpː
లాఫింగ్	ɭoːɸiŋ
లాఫ్డ్	ɭoːpʰɖː
లాఫ్స్	ɭoːfʃ
లాబీ	ɭaːbiː
లాంబ్	laːmʋ
లాభదాయకంగా	ɭaːbʰad̪aːjʌkɐŋgɐ
లాభదాయకమైన	laːbʰad̪aːjɔkameːna
లాభాపేక్షలేని	ɭaːbʌpɛkʃɐlɛni
లాభాలలో	ɭaːbʰaːn̪d̪ɛlu
లామ్	laːm
లారీ	ɭaːɾiː
లార్	ɭaːɾ
లార్డ్	ɭaːɾɖ
లాలాజలం	ɭaːlaːdʒalaːm
లాలాజలము	laːlaːdʒalamu
లావాదేవీల	ɭaːʋaːd̪eːʋiːl̪
లావాదేవీలతో	ɭaːʋaːd̪eːʋiːɭoːt̪o
లావెండర్	ɭaːʋen̪ɖər
లావో-సే	laːʋoːseː
లాసాగ్నా	laːsagɳa
లాస్	loːs
లాస్ట్	ɭaːst̪
లింకింగ్	liːŋkiŋ
లింకున్న	liŋkuɳː
లిక్	liːk
లింక్	liŋk
లింగ్	liŋ
లించ్	liːɲʈʃ
లిజనింగ్	liːdʒaniŋ
లిటిల్	ɭiːt̪iːl̪
లిట్	lit̪ː
లిథియం	ɭiːt̪ʰijam
లిఫ్టింగ్	liːpʰʈiŋ
లిఫ్ట్	ɭiːpʰt̪ː
