"sé"	sɛ
tamargueira	dɐmˌɐɹgˈeɪɾɐ
tamari	amari
tamarilho	tɐmɐɾˈɨʎʊ
tamarillo	tɐmɐɾˈilw
tamarim	tɐmɐɾˈiŋ
tamarina	tɐmˌɐɹˈinɐ
tamarindeira	tɐmaɾˈiŋdeiɾˈa
tamarindo	tɐmɐɾˈiŋdʊ
tamarindo	tɐ̃mːɐɹˈiŋdʊ
tamarindo	tˈɑmˈarindu
tamarineira	dɐmˌɐɾinˈeɪɾɐ
tamarinheiro	tamaɾiŋejiɾu
tamarinho	tɐmˌɐɾˈiŋʊ
tamarino	tɐmˌɐɾˈinʊ
tamarisco	tɐmˌɐ̃ɾˈiʃkʊ
tamarita	tɐmˌɐ̃ɾˈidɐ
tamariz	tɐmɐɾˈiz
tamaru	tamaru
tamatarana	tɐmɐtˈaɾɐnˈɐ
tamatá	tamatːa
tamatá	taːmataː
tamayo	tɐmˈaɪʊ
tambaco	tˌɐ̃mbˈakʊ
tambaqui	tˌɐ̃mbɐkˈi
tambaú	tɐ̃mbaˈu
tambaú	tˌɐ̃mbɐˈu
tambem	tˈɐ̃mbeɪŋ
tamboara	tɐ̃mboaɾɐ
tamboarense	tˈɐ̃mbˌuɐɾˈˌeɪŋsj
tambor	tãmbɔɾ
tambor	tɐ̃mbˈoɹ
tambores	tɐ̃mbˈoɾjʃ
tambores	tˌɐ̃mbˈoɾɨʃ
tamboril	tɐ̃mbʊɾiʊ
tamborilar	tɐ̃mbˈoɾjlˈɐɹ
tamborilei	tɐ̃mbʊɾɨʎeɪ
tamborim	tɐ̃mbˈoɾiŋ
tamborins	tˌɐ̃mbuɾˈiŋʃ
tamboré	tˌɐ̃mbuɾˈɛ
tambouille	tˌɐ̃mbuwˈilɨ
tamburello	tˌɐ̃mbuɾˈɛlʊ
também	tɐ̃mbˈeɪŋ
tamer	tɐmˈeɹ
tamil	tɐ̃mˈil
tamires	taniɾis
tamo	tˈɐ̃mʊ
tamoio	amoio
tamoio	tɐmˈoɪʊ
tamoios	tɐmˈoɪʊʃ
tamoios	tɐmˈʊjʊʒ
tamoxifen	tɐmuksˈifeɪŋ
tampa	tɐ̃mpa
tampa	tˈɐ̃mpɐ
tampando	tɐ̃mpɐ̃ŋdʊ
tampar	sɐ̃mpaɾ
tampar	tɛmpar
tampas	tˈɐ̃mpɐʃ
tampei	tɛmpɛi
tampinha	tɐmpˈiŋˈɐ
tampo	tɐ̃mpʊ
tampo	tˈɐ̃mpʊ
tamponar	tɐmponˈa
tampouco	tɐ̃mpˈowkʊ
tampável	tampˈavˌɨl
tampão	tɐ̃mpˈɐ̃ʊ̃
tamárice	tamaːrisi
tan	tˈɐ̃ŋ
tanabe	tɐnˈabɨ
tanabi	tɐnɐbʊ
tanajura	tɐnɐʒˈuɾɐ
tanaka	tɐnˈakɐ
tanar	tɾanaɾ
tanatofobia	t̪anatufobie
tanatoide	taːnˈeːtˈojdi
tanatológico	tanatʊlɔʒikɔ
tanatoscopia	tˌɐnˌɐtˌuʃkˌupˈiɐ
tancredo	tˌɐ̃ŋkɹˈedʊ
tande	tˈɐ̃ŋdɨ
tandy	tˈɐ̃ŋdi
tang	tˈɐ̃ŋg
tanga	tˈɐ̃ŋgɐ
tangarense	tŋgɐɾeɪŋsˈɛ
tangará	tˌɐ̃ŋgɐɾˈa
tangarás	tˌɐ̃ŋgɐɾˈaʃ
tange	tˈɐ̃ŋʒɨ
tangelo	tɐ̃ŋʒˈɛlʊ
tangerina	tˌɐ̃ŋʒɨɾˈinɐ
tangerineira	tɐ̃ŋʒɨɾˈinˈeɪɾɐ
tangerino	tɐ̃ŋʒɨɾiɐ̃ŋw
tango	tɑŋu
tango	tˈɐ̃ŋgʊ
tangos	tˈɐ̃ŋgʊʃ
tangível	tˌɐ̃ŋʒˈivˌɛl
tania	tɐnˈiɐ
taninha	tɐnˈiɲa
tanino	kanino
taninos	tɐnˈinʊʃ
tank	tˈɐ̃ŋk
tannen	tˈɐ̃ŋneɪŋ
tanoeiro	tandoe̞jro
tanque	tɑŋkj
tanque	tˈɐ̃ŋkɨ
tanquense	tɐ̃ŋkˈeɪŋsj
tanques	dankes
tanques	tˈɐ̃ŋkɨʃ
tanquinhos	tˌɐ̃ŋkˈiɲʊʃ
tanso	tenso
tanta	tˈɐ̃ŋtɐ
tantalizar	tɐ̃ŋtˈalˌizˈaɹ
tantas	tˈɐ̃ŋtɐʃ
tanto	tˈɐ̃ŋtʊ
tantos	tˈɐ̃ŋtʊʃ
tantra	tɐntrɐ
tantã	tɐ̃ŋtˈɐ̃
tanui	tɐnˈuɪ
tanus	tɐ̃nˈuʃ
tanya	tɐnjɐ
tanzi	tɐ̃ŋzˈi
tanzânia	tˌɐ̃ŋzˈɐ̃njɐ
tao	tˈaʊ
taográfico	tˈɑlgɹˈafiko
taonhapé	tɐ̃oɲɐpˈɛ
taose	taːɢɑːzi
tap	tˈap
tapa	tˈapɐ
tapa-sexo	tapaseksʊ
tapada	tɐpɐdɐ
tapadinha	tɐpːɐdˈɪɲa
tapado	tˌɐpˈadʊ
tapajós	tˌɐpɐʒˈɔʃ
tapando	tɐpˈoŋdʊ
tapando	tˌɐpˈɐ̃ŋdʊ
tapar	tapa
tapar	tɐpˈaɹ
taparuba	tɐpˈaɾˈʊvɐ
taparubense	tɐpˈaɾʊbˈeɪŋsj
taparuere	tɐpˈaɾuˈɛɾɨ
tapas	tapes
tapas	tˈapɐʃ
tape	tˈapɨ
tapeador	tˌɐpiɐdˈoɹ
tapear	tˌɐpiˈaɹ
tapeação	tˌɐpiɐsˈɐ̃ʊ̃
tapeceiro	tˌɐpɨsˈeɪɾʊ
tapeceiros	tˌɐpɨsˈeɪɾʊʃ
taperebá	tapereba
tapes	tɐpˈis
tapetar	tˌɐpɨtˈaɹ
tapete	tapetʃ
tapete	tapɛtʃɨ
tapete	tɐpˈetj
tapete	tˌɐpˈetɨ
tapetes	tɐpˈetˌiʃ
tapetes	tˌɐpˈetɨʃ
tapetão	tˌɐpɨtˈɐ̃ʊ̃
tapeçaria	tɐpˈesˈaɾiɐ
tapeçaria	tˌɐpɨsɐɾˈiɐ
tapeçarias	tˌɐpɨsɐɾˈiɐʃ
tapie	tˌɐpˈiɨ
tapinambaba	tɐpˌinɐ̃ʊ̃bavɐ
tapinha	tˌɐpˈiɲɐ
tapinhas	tapˈiɲas
tapinhas	tˌɐpˈiɲɐʃ
tapioca	apjoka
tapioca	tapjota
tapioca	tˌɐpiˈɔkɐ
tapiramutaense	tapiɾamutaiŋsi
tapirense	tapˌiɾˈeɪŋsj
tapiri	apiri
tapiá	tapja
tapiçuá	tapiswa
tapióca	tapio̯ka
tapou	tapo
tapuia	tˌɐpˈuɪɐ
tapuias	tˌɐpˈuɪɐʃ
tapume	dapumi
tapume	tˌɐpˈumɨ
tapumes	tapulʲiʃ
tapumes	tˌɐpˈumɨʃ
tapuraense	tɐpˌuɾɐˈeɪŋsj
tapurah	tapuɾa
tapuru	tapuru
tapururuca	tɐpˈuɾʊɾˈuka
taquara	tˈakwaɾˈa
taquara	tˌɐkwˈaɾɐ
taquaral	tˌɐkwɐɾˈɑl
taquarana	takvarana
taquari	tˈakʊɐɹi
taquari	tˌɐkwɐɾˈi
taquaril	takaɾiu
taqueamento	takiamento
taquear	tɐkjˈaɹ
taquenho	tɐkˈeɪŋʊ
taqueografo	dɐkɛˈogɾˌɐfʊ
taqueográfico	takeogɾfikɔ
taqueometria	takeomɛtɾiɛ
taqueométrico	tˈakeomˈɛtriko
taques	tˈakɨʃ
taquicardia	tˌɐkikɐɾədˈiɐ
taquidrita	takʲidɨrʲitːa
taquigrafar	tˈakgɹˌɐfˈaɹ
taquigrafia	tˌɐkigɹɐfˈiɐ
taquilha	takjʎe
taquimétrico	takimɛtrikɔ
taquífago	takiˈifagɔ
taquígrafo	tˌɐkˈigɹɐfʊ
taquílita	takˈilita
taquímetro	tˌɐkˈimɨtɹʊ
taquíporo	takipoɾo
tara	kara
tara	tara
tara	tˈaɾɐ
tara	vˈaɾɐ
tarabai	tˌɐɾəbaɪ
tarabaíno	tɐɾɐbainʊ
tarabeco	tˌɐɾɐbˈɛɐkʊ
tarabelho	tɐɾˈɐ̃ŋbeʎw
taracena	tˌɐɾɐsˈenɐ
tarado	tɐɾˈadw
tarado	tˌɐɾˈadʊ
taralhão	tˌɐɾɐʎˈɐ̃ʊ̃
tarambeco	tɐɾɐ̃ŋbɨɐkʊ
tarambelho	tɐɾˈɐ̃ŋbˈeʎʊ
tarambola	tɐɾɐ̃mˌbɔlɐ
tarambote	tɐɾɐ̃ʊ̃bɔtˈɛ
taramelagem	tˌɐɾɐmɨlˈaʒˌeɪŋ
taramelear	fɐɾɐmˌiliˈaɾ
taramelice	taramelisi
taramelo	t̪aɾamealo
taraneia	paɾaneja
tarangalho	pˌɐɾɐ̃ŋgˈaʎʊ
taranta	kˌɐɾˈɐ̃ŋtɐ
tarantela	tarɑŋtɛala
tarantino	tˌɐɾɐ̃ŋtˈinʊ
tarantismo	kaɾˈaŋtizmˌu
taranto	tˌɐɾˈɐ̃ŋtʊ
tarapacaíta	taɾapakait̪a
tarapantão	tɐɾɐpˌɐ̃ŋtˈɐ̃w
tarapema	taɾapɛma
tarar	t̪aɾaħ
tararaçu	tɐɾɐɾɐsˈuɐ
taras	tˈaɾɐʃ
tarata	tɐɾatˈɐ
taratufo	tˌɐɾɐtˈufʊ
tarau	kɐɾˈaʊ
tarauacá	t̪aɾauaka
taraxaco	taraʃakow
tarbuche	taxˈbˈoːʃi
tarca	tɐrtɐ
tarcisinho	tˌɐɾəsizˈiɲʊ
tarcisio	tˌɐɾəsizˈiʊ
tardada	paɾdadɐ
tardador	tˌaɾədˈadˈoɾ
tardamente	tardamente
tardando	tˌɐɾədˈɐ̃ŋdʊ
tardança	pˌaɾədˈɐ̃ŋsɐ
tardar	tɑɾdɑɾ
tardava	taɾˈdˈavˌɐ
tarde	tardʒi
tarde	taːrdʒi
tarde	tˈaɾðe
tarde	tˈaɾədɨ
tardei	tɐɾˈdeɪ
tardelli	tˌɐɾədɨlˈi
tardes	tˈaɾədɨʃ
tardifloro	taɾdʒiːflɔrɔ
tardio	tɐɾədˈiʊ
tardio	tˌɐɾədˈiʊ
tardios	taɾgius
tardião	tˌɐɾədjˈaʊ
tardou	tɐɾədˈow
tardígrado	tˈaɾədˈigɹɐfˈo
tardíssimo	tˌɐɾədˈisimʊ
tardívago	tˈaɾədˈivˈˈagˈo
tarefa	tˈaɾjɛfɐ
tarefa	tˌɐɾˈɛfɐ
tarefa	t̪aɾefa
tarefas	tˌɐɾˈɛfɐʃ
tarentino	taɾeɪŋtˈiŋu
target	tɐɾəʒˈɛtʃ
tarianas	tarionas
tarifa	fɐɾifɐ
tarifa	tˌɐɾˈifɐ
tarifado	taɾjfadu
tarifas	tˌɐɾˈifɐʃ
tarifação	tˌɐɾifɐsˈɐ̃ʊ̃
tarifária	tˌɐɾifˈaɾjɐ
tarifárias	tˌɐɾifˈaɾjɐʃ
tarifário	tˌɐɾifˈaɾjʊ
tarifários	tˌɐɾifˈaɾjʊʃ
tarimba	fˈaɾˈiŋbɐ
tarimbado	tˌɐɾimbˈadʊ
tarimbado	tˌɐɾˌiŋbˈadʊ
tarja	tˈaɾəʒɐ
tarjas	tˈaɾəʒɐʃ
tarjeta	tˈaɾʒitˈɐ
tarnoff	tɐɾənˈof
tarquínio	tˌɐɾəkˈinjʊ
tarr	tˈar
tarraco	taɣˈɑkʊ
tarrafas	tˈaɾɾˈafas
tarraxa	tˌɐʁˈaʃɐ
tarraxar	tˌɐʁɐʃˈaɹ
tarsila	tˌɐɾəsˈilɐ
tartamudo	tɐrtɐmˈudʊ
tartaruga	tɐɾtɐrˈugɐ
tartaruga	tˈaɾtˈaɾˈugɜ
tartaruga	tˈaɾtˈɐɾˈugɐ
tartaruga	tˌɐɾətɐɾˈugɐ
tartufo	tˌɐɾətˈufʊ
tartáreo	taɾtaɾio
tarugo	tajɾugo
tarugos	tˈaɾˈugʊʒ
tarumirinhense	tˈaɾʊmɪɾˌiŋeɪŋsj
tarumã	tˌɐɾumˈɐ̃ˈ
taruíra	tˈaɾʊɪɾˈɐ
tarzan	tɐɾəzˈɐ̃ŋ
tarzia	tˌɐɾəzˈiɐ
tarzã	tɐɾəzˈɐ̃
tarã	tɐɾɐ̃
tarô	taru
tarô	tɐɾˈo
tas	tɐʃ
tasa	tˈazɐ
tasca	tasqɐ
tascante	tˈaskˈaŋt
tasco	rˈasku
tascoa	taskuɫa
tasgar	tˌɐzɨgˈaʁ
task	tˈaʃk
taslima	tˌɐʒlˈimɐ
tasmânia	tˌɐʒmˈɐ̃njɐ
tasmânia	tˌɐʒmˈɐ̃ɲɐ
tasqueiro	taskeiro
tasquinhar	tasˈkˈiɲˈax
tassalho	tasaʎo
tassinari	tˌɐsinɐɾˈi
tassoti	tˌɐsutˈi
tassotti	tˌɐsutˈi
tata	tˈatɐ
tatame	tatɨmɨ
tatame	tˌɐtˈɐ̃mɨ
tataraneta	tɛtːaɾanɛta
tataraneto	tatːaɾanɛtɔ
tataraneto	tˌɐtɐɾɐnˈɛtʊ
tataranha	ataɾaɲˌɐ
tataranhão	atˌɐɾɐɲˈɐ̃ʊ̃
tataravó	tˌɐtɐɾɐvˈɔ
tataravô	tɐtɐɾˈavˌu
tataravô	tˌɐtɐɾɐvˈo
tataria	bataɾia
tatarinha	tɐtɐɾˈiɲɐ
tatau	tɐtˈaʊ
tataw	tˈatɔː
tatcher	tɐtʃˈeɹ
tate	tˈatɨ
tateado	ateˈadu
tatear	tɐtjaɾ
tatear	tˌɐtiˈaɹ
tateio	tatːɛju
tatemono	atemoŋo
tatera	tɐtɛɾa
taterka	tˌɐtˈeɾəkɐ
tateável	tˌɐtɨˈavˌɛl
tati	tɐtˈi
tatiana	tˌɐtiˈɐ̃nɐ
tatiane	tatjˈɐ̃njɨ
tatiane	tˌɐtiˈɐ̃nɨ
tatibilidade	tˌatibˌilidˈadɨ
taticamente	tˈatikˌamˌentɨ
taticamente	tˌɐtikɐmˈeɪŋtɨ
taticógrafo	tˈatikˈogɾɐfʊ
tatit	tɐtˈit
tatjana	tˌɐtʒˈɐ̃nɐ
tato	tˈatʊ
tatoo	tɐtˈow
tatossol	tatoosɔl
tatou	tɐtˈow
tatto	tˈatʊ
tatton	tɐtˈoŋ
tattoo	tɐtˈow
tatu	tatˈu
tatu	tɐtˈu
tatu-peba	tatupɛba
tatuada	tˌɐtuˈadɐ
tatuado	tˌɐtuˈadʊ
tatuador	tˌatuˈadˈoɾˈ
tatuadores	tatuadˈoɾɨʒ
tatuadores	tˌɐtuɐdˈoɾɨʃ
tatuagem	tˌɐtuˈaʒɨ
tatuagens	tˌɐtuˈaʒeɪŋʃ
tatuapé	tɑtwɑpːɛ
tatuapé	tˌɐtuɐpˈɛ
tatuar	tˌɐtuˈaɹ
tatucaba	tatukaˈba
tatuetê	tatwɛtɛ
tatui	tɐtˈuɪ
tatuiano	tatujãn̪ʊ
tatuibi	ta˩˥ːrtu˥˩ːi˥˩bi
tatuiense	tatujjɛnsɨ
tatuquira	tˈutːukˈiɾɐ
tatura	tatˈuɾa
taturana	natʊrana
taturana	tˌɐtuɾˈɐ̃nɐ
tatuí	tatua
tatuí	tɐtwˈi
taty	tˈati
tatyane	tˌɐtjˈɐ̃nɨ
tatá	tɐtˈa
tau	dˈaʊ
tauari	tauːaːriː
taubateano	tˈaˈubɐtɨˈɐ̃nw
taubaté	tˌaʊbɐtˈɛ
taubman	taʊbmˈɐ̃ŋ
tauista	tau̯istɛ
tauité	tɐʊ̃ˌitˈɛː
tauités	tauites
taula	kɑwla
taulancio	tau̯lãn̪sio
taumasita	tˈaulmˌɐzitˌɐ
taumaturgia	tɐlmɐtuʁʒia
taumaturgo	tˌaʊmɐtˈuɾəgʊ
taument	taʊmˈeɪŋt
taunay	taʊnˈaɪ
taunusiano	tˈaʊ̃nˈʊ̃ziɐ̃ŋu
taunã	tau̯na
taurasino	taurazinno
tauri	taurie
tauriano	gˌɐʊɾiˈɐ̃nʊ
taurias	taurias
tauricida	tauɾˈisˈidɐ
taurico	tˌeuɾˈikʊ
tauricorne	tauɾikorni
tauricídio	tauɾisˈidjum
taurim	taurin
taurina	taorinɐ
taurino	taurino
taurisco	tawrasku
taurocenta	tauɾˈɔsˈeɪŋtˈa
taurocolemia	tau̯rukolɛmjɛ
taurocéfalo	taurɔsɛfalʊ
tauromaquia	taurumakjia
taurua	taorua
tauruba	tauɾˈubɐ
taurus	taʊɾˈuʃ
tautologia	tˌaʊtˌuluʒˈiɐ
tauá	tɐuaː
tava	tˈavɐ
tavarense	tavɐɾeɪŋsj
tavares	tˌɐvˈaɾɨʃ
taveri	tˌɐvɨɾˈi
taverna	tˌɐvˈɛɾənɐ
taverna	t̪að̞eɾna
taviani	tˌɐviɐ̃nˈi
tavira	tˌɐvˈiɾɐ
tavorense	tˈafˌuɾˈeɪŋsɨ
tax	tˈaks
taxa	pˈaʃa
taxa	tɐrʃɐ
taxa	tˈaʃɐ
taxada	tˌɐʃˈadɐ
taxadas	tˌɐʃˈadɐʃ
taxado	tˌɐʃˈadʊ
taxados	tˌɐʃˈadʊʃ
taxar	tɐʃˈaɹ
taxas	tˈaʃɐʃ
taxativa	tˌɐʃɐtˈivɐ
taxativo	taʃatʃivo
taxativo	tˌɐʃɐtˈivʊ
taxação	tˌaʃɐsˈɐ̃ʊ̃
taxação	tˌɐʃɐsˈɐ̃ʊ̃
taxi	tɐksˈi
taxidermista	taksidɛrˈmista
taximétrica	tˌɐksimˈɛtɹikɐ
taxista	taksiʃtɛ
taxista	tˌɐksˈiʃtɐ
taxistas	tˌɐksˈiʃtɐʃ
taxonomia	taksunumjja
taxímetro	taksimetru
taxímetro	taksimɛtrˈo
taxímetro	tˌɐksˈimɨtɹʊ
tayane	tajɛni
taylor	taɪlˈoɹ
tayná	tajna
tazaroteno	tɐzˈaɾʊtˈɛnʊ
taça	taso
taça	taːs˦e
taça	tˈasɐ
taçado	pˌɐsˈadʊ
taças	tˈasɐʃ
taí	tɐˈi
taís	tajs
taís	tɐˈiʃ
taômetro	taɫɔmetrʊ
tbc	tˌebˌesˈe
tce	tsˈɨ
tchaco	tʃˈakʊ
tchaikovski	tʃˌaɪkuvskˈi
tchaikovsky	tʃˌaɪkˈovski
tchans	tʃˈɐ̃ŋʃ
tchau	tʃao
tchau	tʃau
tchau	tʃaɔ
tchau	tʃˈaʊ
tchau.	tʃau
tchauzinho	tʃˌaʊzˈiɲʊ
tcheca	tʃˈɛkɐ
tcheco	tʃˈɛkʊ
tcheco-eslováquia	tʃɛkɔezlovakia
tchecos	tʃakuz
tchecos	tʃˈɛkʊʃ
tchecoslováquia	tʃˌekuʒluvˈakiɐ
tchecov	tʃɨkˈov
tchekhov	tʃɨkˈov
tchekov	tʃɨkˈov
tchernobil	tʃˌeɾənubˈil
tchernormirdin	tʃˌeɾənuɾəmiɾədˈin
tchetchena	tʃˌetʃˈenɐ
tchetchenas	tʃˌetʃˈenɐʃ
tchetcheno	tʃˌetʃˈenʊ
tchetchenos	tʃˌetʃˈenʊʃ
tchetchênia	tʃˌetʃˈenjɐ
tchuns	tʃˈũŋʃ
tchurkin	tʃuɾəkˈin
tchutchuca	tʃuʃuka
tchê	tʃe
tchê	tʃˈɛ
tci	tsˈi
tcm	tˌesˌeˈɛm
tcu	tkˈu
tda	tdɐ
te	tɨ
tea	tˈiɐ
team	tˈiɐ̃ʊ̃
tear	tiˈaɹ
teares	tˌiˈaɾɨʃ
tears	tiˈaɾəʃ
tease	tˌiˈazɨ
teatinando	tɨɐtˈinˈɐ̃ŋdw
teatrais	tˌiɐtɹˈaɪʃ
teatral	tˌeɐtɹˈɑl
teatral	tˌiɐtɹˈɑl
teatralidade	tˌiɐtɹˌɐlidˈadɨ
teatrinho	tˌiɐtɹˈiɲʊ
teatro	teatr
teatro	tʃeˈatro
teatro	tˌiˈatɹʊ
teatros	tˌiˈatɹʊʃ
teatros	t̪eat̪rʊʃ
teatrólogo	pˌeɐtɹˈɔlʊgʊ
teatrólogo	tˌiɐtɹˈɔlugʊ
teba	tˈebɐ
tebanos	ebɐnɔʒ
tebar	tɨbˈaɹ
tec	tˈek
teca	tˈɛkɐ
tecal	tɨkˈow
tece	tˈɛsɨ
tecelagem	dˌɨsɨʎˈaʒˌeɪŋ
tecelagem	tˌesɨlˈaʒeɪŋ
tecelagens	tˌesɨlˈaʒeɪŋʃ
tecendo	tˌesˈeɪŋdʊ
tecer	teser
tecer	tɨsˈeɹ
teceu	tɨsˈeʊ
tech	tˌɛʃ
technicolor	tˌɛʃnikulˈoɹ
techno	tˈɛʃnʊ
technologies	tˌɛʃnuluʒˈiɨʃ
technology	tˌɛʃnulˈoʒi
technopols	tˌɛʃnupˈolʃ
tecida	tˌesˈidɐ
tecido	tɨsˈidʊ
tecidos	tɨsˈidʊʃ
tecidos	tˌesˈidʊʃ
tecimento	tˌɨsimˈeɪŋtʊ
tecla	tɛkla
tecla	tˈɛklɐ
tecladista	tˌɛklɐdˈiʃtɐ
teclado	tɨkˈlˈadʊ
teclado	tˌɛklˈadʊ
teclados	tˌɛklˈadʊʃ
teclar	d̪eklaɾ
teclas	tˈɛklɐʃ
tecnicalidades	tˌɛknikˌɐlidˈadɨʃ
tecnicamente	tˌɛknikamˈente
tecnicamente	tˌɛknikɐmˈeɪŋtɨ
tecno	tˈɛknʊ
tecnobrega	tˈɛknˈobɹɨgˌɐ
tecnocracia	tˌɛknukɹɐsˈiɐ
tecnocratas	tˌɛknukɹˈatɐʃ
tecnocrático	tˌɛknukɾˈatiko
tecnofobia	tˌɛknufubˈiɐ
tecnologia	tɛknɔlɔʒiː
tecnologia	tɨknˌuluʒˈiɐ
tecnologia	tˌeknɔlɔʒˈiɐ
tecnologia	tˌɛknuluʒˈiɐ
tecnologias	tˌɛknuluʒˈiɐʃ
tecnológica	tˌɛknulˈɔʒikɐ
tecnológica	t̪eknolɐʒika
tecnológicas	tˌɛknulˈɔʒikɐʃ
tecnológico	tˌeknulˈɑʒikʊ
tecnológico	tˌɛknulˈɔʒikʊ
tecnológicos	tˌɛknulˈɔʒikʊʃ
tecnopop	tˌɛknupˈɔp
tecnólogo	tˌekənˈɔlʊvˌu
tecnólogo	tˌɛknˈɔlugʊ
teco	tˈɛkʊ
teco	ɛkɔ
tecto	taktu
tectona	tektˈonʊ
tectonismo	tɛktɔnizmu
tectônico	tektoniko
tectônico	tɛktonjku
ted	tˈed
teddy	tˈedi
tedesco	tˌedˈeʃkʊ
tediosa	tˌediˈɔzɐ
tedioso	ediozo
tedioso	tˌediˈozʊ
teen	tˈieɪŋ
teenage	tˌiɨnˈaʒɨ
teenager	tˌiɨnɐʒˈeɹ
teens	tˈieɪŋʃ
teerã	tˌiɨɾˈɐ̃
teflon	tɨflˈoŋ
tefroíta	tɛfɾʊitɐ
tefé	tɨfˈɛ
tegumento	tˌegumˈeɪŋtʊ
teia	tˈeɪɐ
teias	tˈeɪɐʃ
teilirian	tˌeɪliɾiˈɐ̃ŋ
teima	tˈeɪmɐ
teimam	tˈeɪmɐ̃ʊ̃
teimar	teɪmˈaɹ
teimava	teɪŋmavɐ
teimosa	teimˈɔzˈɐ
teimosa	tˌeɪmˈɔzɐ
teimosia	teimuzˈiɐ
teimosia	tˌeɪmuzˈiɐ
teimoso	teɪŋmˈozʊ
teimoso	tˌeɪmˈozʊ
teimosos	leimˈɔzʊʒ
teipe	tˈeɪpɨ
teipes	tˈeɪpɨʃ
teixeira	tei̯ʃeiɾɐ
teixeira	tˌeɪʃˈeɪɾɐ
teixeiras	teiʃeiras
teixeirense	teiʃeɾiŋsj
teixeirinha	teiʃeɪɾˈɛɪɲɐ
teixo	peiʃʊ
teiú	tɛjˈu
tejada	tˌeʒˈadɐ
teje	tˈeʒɨ
tejo	tɛʒw
tejo	tˈeʒʊ
tejo	tˈɛʃw
tejofran	tˌeʒufɹˈɐ̃ŋ
tejuçuoca	teʒuːsʊɔkɐ
tek	tˈek
teka	tˈekɐ
tektronics	tˌektɹunˈikʃ
tel	tˈɛl
tela	tɛlˈa
tela	tˈɛlɐ
telada	teladˈa
telas	tˈɛlɐʃ
tele	tˈɛlɨ
teleator	tˌeliɐtˈoɹ
teleatriz	tˌeliɐtɹˈiʃ
telebingo	tˌelɨbˈiŋgʊ
telebingos	tˌelɨbˈiŋgʊʃ
telebrasília	tˌelɨbɹɐzˈiljɐ
telebrás	tˌelɨbɹˈaʃ
telecard	tˌelɨkˈaɾəd
telecheque	tɨlˌɛʃˈɛkɨ
telecine	tˌelɨsˈinɨ
telecinesia	tˌɛlɨsˌiŋɨzˈiɐ
telecinésia	tˈɛlisˌinˈɛzjɐ
teleco	tɛlkʊ
telecomandado	teɾekomandado
telecomandado	tˌelɨkˈomɐ̃ŋdˈadʊ
telecompras	tˌelɨkˈompɹɐʃ
telecomunicação	tˌelɨkˌumunˌikɐsˈɐ̃ʊ̃
telecomunicações	tˌelɨkˌumunˌikɐsˈõjʃ
telecomunicações	tˌelɨkˌumunˌikɐsˈõjʒ
teleconferência	tˌelɨkˌuŋfɨɾˈeɪŋsjɐ
telecurso	tˌelɨkˈuɾəsʊ
teledata	tˌelɨdˈatɐ
teleducação	tˌelɨdˌukɐsˈɐ̃ʊ̃
telefilme	tˌelɨfˈilmɨ
telefilmes	tˌelɨfˈilmɨʃ
telefona	tˌelɨfˈonɐ
telefonado	tˌelɨfunˈadʊ
telefonam	tˌelɨfˈonɐ̃ʊ̃
telefonando	tˌelɨfunˈɐ̃ŋdʊ
telefonar	tˌelɨfunˈaɹ
telefonaram	tˌelɨfunˈaɾɐ̃ʊ̃
telefonava	tˌelɨfunˈavɐ
telefone	te̞le̞fon
telefone	tʃelefoni
telefone	tˌelɨfˈonɨ
telefone	tˌelˈifˌoni
telefonei	tˌelɨfunˈeɪ
telefonema	tˌelɨfunˈemɐ
telefonema	tˌelɨfˈonˈɛmɐ
telefonemas	tˌelɨfunˈemɐʃ
telefones	tˌeləfˈones
telefones	tˌelɨfˈonɨʃ
telefonia	tˌelɨfunˈiɐ
telefonicamente	tˌelɨfˈonjkɐmˈeɪŋtɨ
telefonista	tˌelɨfunˈiʃtɐ
telefonistas	tˌelɨfunˈiʃtɐʃ
telefono	tˌelɨfˈonʊ
telefonou	tˌelɨfunˈow
telefonou	tˌelɨfˌonˈow
telefotografia	tˌelɨfˌutˌugɾɐfˈiɐ
telefé	tˌelɨfˈɛ
teleférico	tˈɛlˈɛfˈɛrikˈo
teleférico	tˌelɨfˈɛɾikʊ
telefônica	tˌelɨfˈonikɐ
telefônicas	tˌelɨfˈonikɐʃ
telefônico	telefoniko
telefônico	tˌelɨfˈonikʊ
telefônicos	telefonikus
telefônicos	tˌelɨfˈonikʊʃ
telegrafar	tˌelɨgɹɐfˈaɹ
telegrafista	tɛlˈˌegɹˈɐ̃fjʃtɐ
telegrama	tˌelɨgɹˈɐ̃mɐ
telegramas	tˌelɨgɹˈɐ̃mɐʃ
telegraph	tˌelɨgɹˈaf
telegráfica	tˌelɨgɹˈafikɐ
teleinformática	tˌelɨˌiŋfuɾəmˈatikɐ
telejornais	tɨlˈɨʒuɾənˈaɪʒ
telelistas	tˌelɨlˈiʃtɐʃ
telemarketing	tˈɛlɪmˌɑːkɪtɪŋ
telemensagem	tˌelɨmeɪŋsˈaʒeɪŋ
telemetria	tɛlɨmetɾia
telemig	tˌelɨmˈig
telemática	tˌelɨmˈatikɐ
telemóvel	telemovel
telenovela	tˌelɨnuvˈɛlɐ
telenovelas	tˈɛlˈinʊvˈɛlˌɐʒ
telenovelas	tˌelɨnuvˈɛlɐʃ
