一蕊花	tsit˧ lui˥ hue˧
這份文件真要緊，你愛沓沓仔繩，檢查看有錯誤無。	tsit hun˦ bun˩kĩã˦ tsin iau˨kin˥, li˥ ai˨ ta˧̍uhta˧̍uha˥ tsin˧˥, kiam˥tsa kʰuã˨ u˧ tsʰo˩gɔ˦bo˩.
娘仔繭	niu˩a˥kiŋ˥
你去繳電錢。	li˥ kʰi˨ kiau˥ tian˦tsi˧˥˧.
伊無愛洗身軀，定定嘛有一个羶。	i˧ bo˩ ai˨ se˥sin˧kʰu˧, tĩã˦tĩã˦ ma˦ u˧ tsit˧ e˩ hian˨.
羊仔羶	ĩũ˩a˥hian˨
花枝羹	hue˧ki˧kẽ˧
明仔載免上班，會使穩心仔睏。	bin˩a˥tsai˩ bian˥ sioŋ˦pan˧, e˦sai˥ un˥sim˧a˥ kʰun˨.
兩本簿仔	nn̩˦ pun˥ pʰɔ˦a˥
你愛共重要的代誌記佇簿仔紙頂頭。	li˥ ai˨ ka˦ tioŋ˦iau˨ e˩ tai˦tsi˩ ki˨ ti˦ pʰɔ˦a˥tsua˥ tiŋ˥tʰau˩.
請你蹛遮簽名。	tsʰia˥˧ li˥ tua˩ tsia tsʰiammia˩.
簽字進前，著先看予伊清楚。	tsʰiamdzi˦ tsin˩tsiŋ˧˥, tioʔ˩ siŋ˧ kʰuã˨ hɔ˦ i˧ tsʰiŋtsʰo˥.
過年較有人食臘肉。	kue˨ni˩ kʰaʔ˧ u˧ laŋ˩ tsiaʔ˧ laʔ˩baʔ˧.
生活真穩定。	siŋ˧uaʔ˧ tsin un˥tiŋ˦.
看這个範勢，今仔日穩當會落雨。	kʰuã˨ tsit e˩ pan˦se˨, kin˧a˥dzit˩ un˥taŋ˨ e˦ lo˧̍hhɔ˦.
今仔日烏陰天，你上好紮雨傘出門較穩當。	kin˧a˥dzit˩ ɔ˧im˧tʰĩ˧, li˥ sioŋ˦ho˥ tsaʔ hɔ˦suã˨ tsʰutmn̩˩ kʰaʔ˧ un˥taŋ˨.
用羅經看方向。	ioŋ˦ lo˩kẽ˧ kʰuã˨ hoŋ˧hioŋ˨.
彼个公園有真濟羅漢跤仔。	hit˧ e˩ koŋ˧hn̩˩ u˧ tsin tse˧ lo˩han˨kʰa˧a˥.
用簸箕來貯。	ioŋ˦ pua˨ki˧ lai˩ te˥.
伊徛佇簾簷跤覕雨。	i˧ kʰia˦ ti˦ ni˩tsi˧˥˧kʰa˧ biʔ˧hɔ˦.
若靠伊是絕對穩觸觸。	na˦ kʰo˨ i˧ si˦ tsuat˧tui˩ un˥tak˧tak˧.
藝術	ge˦su˧̍t
工藝	kaŋ˧ge˦
變工藝	pĩ˨kaŋ˧ge˦
藤椅	tin˩i˥
菜瓜藤	tsʰai˩kue˧tin˩
中藥	tioŋ˧io˧̍h
西藥	se˧io˧̍h
炸藥	tsa˩io˧̍h
火藥	hue˥io˧̍h
提藥方去拆藥仔。	tʰe˧̍h io˧̍hhŋ̩˧ kʰi˨ tʰiaʔ˧io˧̍ha˥.
感冒藥水	kam˥mɔ˦ io˧̍htsui˥
食藥仔	tsiaʔ˧ io˧̍ha˥
寄藥包	kia˨io˧̍hpau˧
路口彼間藥局生理真好。	lɔ˦kʰau˥ hit˧ kiŋ˧ io˧̍hkiok˩ siŋ˧li˥ tsin ho˥.
去山頂取藥材。	kʰi˨ suã˧tiŋ˥ tsʰu˥ io˧̍htsai˧˥.
伊真驚食藥粉。	i˧ tsin kĩã˧ tsiaʔ˧ io˧̍hhun˥.
伊毋去病院予醫生看，甘願買藥草仔烏白食。	i˧ m̄ kʰi˨ pẽ˦ĩ˦ hɔ˦ i˧siŋ˧ kʰuã˨, kam˧guan˦ be˥ io˧̍htsʰau˥a˥ ɔ˧pe˧̍h tsiaʔ˧.
伊相信食藥酒會補身體。	i˧ sioŋ˧sin˨ tsiaʔ˧ io˧̍htsiu˥ e˦ pɔ˥ sin˧tʰe˥.
藥粕無啥物藥效，會使擲掉矣。	io˧̍hpʰoʔ˧ bo˩ sĩã˥miʔ˧ io˧̍hhau˦, e˦sai˥ tan˨tiau˦aʔ˧.
欣賞藝術作品	him˧sioŋ˥ ge˦su˧̍t tsokpʰin˥
這个先生開藥單真小心。	tsit e˩ sian˧sĩ˧ kʰui˧ io˧̍htua˧ tsin sio˥sim˧.
用藥渣會使閣煎第二擺。	ioŋ˦ io˧̍htse e˦sai˥ koʔ˧ tsua˧ te˦dzi˦ pai˥.
藥頭仔煎好，藥渣留咧會使閣煎一擺。	io˧̍htʰau˩a˥ tsua˧ho˥, io˧̍htse lau˩leʔ˧ e˦sai˥ koʔ˧ tsua˧ tsit˧ pai˥.
腹肚做藥櫥。	pak˧tɔ˥ tso˩ io˧̍htu˧˥.
人生譀譀仔	dzin˩siŋ˧ ham˨ham˨a˥
你按呢傷譀啦！	li˥ an˥ne˧ sĩũ˧ ham˨laʔ˧!
譀古	ham˨kɔ˥
面仔譀譀	bin˦a˥ ham˨ham˨
證書	tsiŋ˩su˧
人證	dzin˩tsiŋ˩
素不相識	sɔ˨ put˧ sioŋ˧sik˧
識皮包戇餡。	sik˧ pʰue˩ pau˧ goŋ˦ ã˦.
這个囡仔真識。	tsit e˩ gn˥a˥ tsin sik˧.
我會曉彈琴，袂曉看譜。	gua˥ e˦hiau˥ tua˧˥˧kʰim˩, be˦hiau˥ kʰuã˨ pʰɔ˥.
族譜	tsok˧pʰɔ˥
年譜	ni˩pʰɔ˥
棋譜	ki˩pʰɔ˥
欲按怎做，我心內有譜。	beʔ˧ an˥tsua˥˧ tso˩, gua˥ sim˧lai˦ u˧ pʰɔ˥.
踏蹺	ta˧̍hkʰiau˧
花轎	hue˧kio˦
辭頭路	si˩ tʰau˩lɔ˦
推辭	tʰe˧si˩
相辭	sio˧si˩
言辭	gan˩su˩
文辭	bun˩su˩
邊界	pian˧kai˨
苦海無邊	kʰɔ˥hai˥ bu˩ pian˧
你閃較邊仔咧！	li˥ siam˥ kʰaʔ˧ pĩ˧a˥leʔ˧!
天邊	tʰĩ˧pĩ˧
做證人替伊平反。	tso˩ tsiŋ˩dzin˩ tʰe˨ i˧ piŋ˩huan˥.
伊閣咧講譀古矣。	i˧ koʔ˧ teʔ˧ koŋ˥ ham˨kɔ˥aʔ˧.
伊講的話有夠譀古。	i˧ koŋ˥ e˩ ue˧ u˧kau˨ ham˨kɔ˥.
這个想法你敢有贊同？	tsit e˩ sĩũ˦huat˧ li˥ kam˥ u˧ tsan˩toŋ˩?
我無贊成你的講法。	gua˥ bo˩ tsan˩siŋ˩ li˥ e˩ koŋ˥huat˧.
有兩間廠商欲來贊助這擺的表演。	u˧ nn̩˦ kiŋ˧ tsʰiu˥˧sioŋ˧ beʔ˧ lai˩ tsan˩tsɔ˧ tsit pai˥ e˩ piau˥ian˥.
伊出國以前有向逐家辭別。	i˧ tsʰutkok˧ i˥tsiŋ˧˥ u˧ hioŋ˨ ta˧̍kke˧ si˩piat˩.
有厝有轎車，生活就真安定方便。	u˧ tsʰu˩ u˧ kiau˧tsʰia, siŋ˧uaʔ˧ to˦ tsin an˧tiŋ˦ hoŋ˧pian˦.
辭典是真重要的工具冊。	su˩tian˥ si˦ tsin tioŋ˦iau˨ e˩ kaŋ˧ku˦tsʰeʔ.
伊講的話譀呱呱，敢有人會相信？	i˧ koŋ˥ e˩ ue˧ ham˨kua˦kua˦, kam˥ u˧ laŋ˩ e˦ sioŋ˧sin˨?
你證明予我看。	li˥ tsiŋ˩biŋ˩ hɔ˦ gua˥ kʰuã˨.
提供證明文件。	tʰe˩kioŋ˧ tsiŋ˩biŋ˩ bun˩kĩã˦.
結婚證書	kiat˧hun˧ tsiŋ˩su˧
伊的面看起來譀浡譀浡。	i˧ e˩ bin˦ kʰuã˨kʰi˥lai˩ ham˨pʰuʔ˩ham˨pʰuʔ˩.
贈送禮品	tsiŋ˧saŋ˨ le˥pʰin˥
我聽你咧講啥物譀話！	gua˥ tʰĩã˧ li˥ teʔ˧ koŋ˥ sĩã˥miʔ˧ ham˨ue˧!
無證據毋通烏白講。	bo˩ tsiŋ˩ki˨ m̄tʰaŋ˧ ɔ˧pe˧̍h koŋ˥.
伊去予頭家共伊辭頭路矣。	i˧ kʰi˨ hɔ˦ tʰau˩ke˧ ka˦ i˧ si˩ tʰau˩lɔ˦aʔ˧.
贊聲喝好。	tsan˩sĩã˧ huaʔ˧ ho˥.
伊決定欲辭職矣。	i˧ kuat˧tiŋ˦ beʔ˧ si˩tsitaʔ˧.
人生譀譀，咱著愛看較開咧。	dzin˩siŋ˧ ham˨ham˨, lan˥ tioʔ˩ai˨ kʰuã˨ kʰaʔ˧ kʰui˧leʔ˧.
老大人看報紙愛用譀鏡。	lau˦tua˧laŋ˩ kʰuã˨ po˨tsua˥ ai˨ iŋ˦ ham˨kĩã˨.
照鏡	tsio˩kĩã˨
鏡頭	kĩã˨tʰau˩
目鏡	bak˩kĩã˨
咱來比賽射鏢，看啥人較準。	lan˥ lai˩ pi˥sai˨ sia˦pio˧, kʰuã˨ sĩã˥laŋ˩ kʰaʔ˧ tsun˥.
石鏨	tsioʔ˧tsam˧
鏨字	tsam˧ dzi˦
鏨雞肉	tsam˧ ke˧baʔ˧
白鏨雞	pe˧̍htsam˧ke˧
窗仔愛總關。	tʰaŋ˧a˥ ai˨ tsɔŋ˥ kuãĩ˧.
關電火	kuãĩ˧ tian˦hue˥
關電視	kuãĩ˧ tian˦si˦
歹人愛掠去關。	pʰãĩ˥laŋ˩ ai˨ liaʔ˩kʰi˨ kuãĩ˧.
超過暗時十點，店就關矣。	tsʰiaukue˨ am˨si˩ tsap˧ tiam˥, tiam˨ to˦ kuãĩ˧aʔ˧.
彼間店早就關起來矣。	hit˧ kiŋ˧ tiam˨ tsa˥ to˦ kuãĩ˧kʰi˥lai˩aʔ˧.
年關	ni˩kuan˧
美人關	bi˥dzin˩kuan˧
關童	kuan˧taŋ˩
我予你袂關得。	gua˥ hɔ˦ li˥ be˦kuan˧tit˧.
朋友有難	piŋ˩iu˥ iu˥ lan˦
罩霧	ta˨bu˦
雺霧	boŋ˩bu˦
目睭霧。	bak˩tsiu bu˦.
湯欲霧出來矣，緊共鼎蓋掀起來。	tʰŋ̩˧ beʔ˧ bu˦tsʰutlai˩aʔ˧, kin˥ ka˦ tĩã˥kua˨ hian˧kʰi˥lai˩.
含血霧天	kam˩hueʔ˧bu˦tʰĩ˧
霧水	bu˦tsui˥
關公攑關刀，過五關，斬六將。	kuan˧koŋ˧ gaʔ˩ kuan˧to˧, kue˨ ŋɔ˥ kuan˧, tsam˥ liok˩ tsiɔŋ˩.
伊真關心老大人，定定去養老院拜訪。	i˧ tsin kuan˧sim˧ lau˦tua˧laŋ˩, tĩã˦tĩã˦ kʰi˨ ioŋ˥lo˥ĩ˦ pai˨hoŋ˥.
用鏨仔雕刻一身佛像。	ioŋ˦ tsam˧a˥ tiau˧kʰik˧ tsit˧ sian˧ hu˧̍tsioŋ˦.
佇鏡台前梳妝。	ti˦ kĩã˨tai˩tsiŋ˧˥ se˧tsŋ̍.
拄著淹水這種代誌，受災戶難免會受氣。	tu˥tioʔ˩ im˧tsui˥ tsit tsiɔŋ˥ tai˦tsi˩, siu˦tsaihɔ˦ lan˩bian˥ e˦ siu˦kʰi˨.
你入來的時，紲手關門。	li˥ dzip˩lai˩ e˩ si˩, sua˨tsʰiu˥ kuãĩ˧mn̩˩.
親子關係	tsʰintsu˥ kuan˧he˦
這件代誌關係真重大，恁一定愛好好仔處理。	tsit kĩã˦ tai˦tsi˩ kuan˧he˦ tsin tioŋ˦tai˦, lin˥ it˧tiŋ˦ ai˨ ho˥ho˥a˥ tsʰu˥li˥.
鏡框有雕刻花樣，看起來真媠款。	kĩã˨kʰiŋ˧ u˧ tiau˧kʰik˧ hue˧ĩũ˦, kʰuã˨kʰi˥lai˩ tsin sui˥kʰuan˥.
你會當按呢想，實在真難得。	li˥ e˦taŋ˨ an˥ne˧ sĩũ˦, si˧̍ttsai˧ tsin lan˩tit˧.
關稅減輕，生理有較好做。	kuan˧sue˨ kiam˥kʰin˧, siŋ˧li˥ u˧ kʰaʔ˧ ho˥ tso˩.
你講遐爾濟，害我聽甲霧嗄嗄。	li˥ koŋ˥ hiaʔ˧ni˦ tse˧, hai˦ gua˥ tʰĩã˧ kaʔ˧ bu˦sa˨sa˨.
這个鏡頭共伊活潑的模樣攏表現出來矣。	tsit e˩ kĩã˨tʰau˩ ka˦ i˧ hua˧̍tpʰuat˧ e˩ bɔ˩ĩũ˦ loŋ˥ piau˥hian˦tsʰutlai˩aʔ˧.
年歲有矣，目睭霧霧，物件攏看袂清楚。	ni˩hue˨ u˧aʔ˧, bak˩tsiu bu˦bu˦, mi˧̍hkĩã˦ loŋ˥ kʰuã˨ be˦ tsʰiŋtsʰo˥.
你看我殕殕，我看你霧霧。	li˥ kʰuã˨ gua˥ pʰu˥pʰu˥, gua˥ kʰuã˨ li˥ bu˦bu˦.
押韻	aʔ˧un˧
歌韻	kua˧un˧
下願	he˦guan˦
心願	sim˧guan˦
分類	hun˧lui˦
你莫騙我喔！	li˥ mai˨ pʰian˨gua˥ɔʔ˧!
囡仔騙袂恬！	gn˥a˥ pʰian˨ be˦ tiam˦!
一兩日無剃，規面就鬍鬍。	tsit˧ nn̩˦ dzit˩ bo˩ tʰi˨, kui˧ bin˦ to˦ hɔ˩hɔ˩.
阮老母咧替人騙囡仔。	guan˥ lau˦bu˥ teʔ˧ tʰe˨ laŋ˩ pʰian˨gn˥a˥.
你物件囥顛倒矣。	li˥ mi˧̍hkĩã˦ kʰŋ̩˨ tian˧to˨aʔ˧.
伊無欲來，阮顛倒較歡喜。	i˧ bo˩ beʔ˧ lai˩, guan˥ tian˧to˨ kʰaʔ˧ huã˧hi˥.
你話毋通顛倒講。	li˥ ue˧ m̄tʰaŋ˧ tian˧to˨ koŋ˥.
你毋咧老顛倒！	li˥ m̄ teʔ˧ lau˦tʰian˧tʰoʔ˩!
騙鬼毋捌食水。	pʰian˨kui˥ m̄ bat˧ tsiaʔ˧ tsui˥.
這是我小小的願望。	tse si˦ gua˥ sio˥sio˥ e˩ guan˦boŋ˦.
金光黨的騙術真高明，巧巧人嘛會去予伊騙去。	kim˧koŋ˧toŋ˥ e˩ pʰian˨su˧̍t tsin ko˧biŋ˩, kʰiau˥kʰiau˥laŋ˩ ma˦ e˦ kʰi˨ hɔ˦ i˧ pʰian˨kʰi˨.
這件代誌我願意做。	tsit kĩã˦ tai˦tsi˩ gua˥ guan˦i˨ tso˩.
假死鯪鯉張狗蟻。	ke˥ si˥ la˩li˥ tŋ̩˧ kau˥hia˦.
伊生本鬍鬚，若無逐工剾喙鬚就規面鬍鬍。	i˧ sẽ˧pun˥ hɔ˩tsʰiu, na˦ bo˩ ta˧̍kkaŋ˧ kʰau˧ tsʰui˩tsʰiu to˦ kui˧ bin˦ hɔ˩hɔ˩.
紅麴	aŋ˩kʰak˧
白麴	pe˧̍hkʰak˧
伊睏甲齁齁叫。	i˧ kʰun˨ kaʔ˧ hõ˧hõ˧kio˨.
一龐遐大龐！	tsit˧ pʰiaŋ˦ hiaʔ˧ tua˧pʰiaŋ˦!
眾人一直共伊苦勸伊才落軟。	tsiŋ˩laŋ˩ it˧ti˧̍t ka˦ i˧ kʰɔ˥kʰŋ̩˨ i˧ tsiaʔ lo˧̍hnŋ̩˥.
勸世	kʰuan˨ se˨
這个老師對學生真嚴。	tsit e˩ lau˦su˧ tui˩ ha˧̍ksiŋ˧ tsin gam˩.
是你毋著呢，閣敢來嚷！	si˦ li˥ m̄tioʔ˩neʔ˧, koʔ˧ kã˥ lai˩ dziaŋ˥!
兩个相嚷	nn̩˦ e˩ sio˧dziaŋ˥
伊是按怎咧嚷你？	i˧ si˦an˥tsua˥˧ teʔ˧ dziaŋ˥li˥？
手不動三寶。	tsʰiu˥ put˧ taŋ˦ sam˧po˥.
保險箱囥真濟寶貝。	po˥hiam˥sĩũ˧ kʰŋ̩˨ tsin tse˧ po˥pue˨.
伊是我的心肝寶貝，啥人都袂使共伊欺負。	i˧ si˦ gua˥ e˩ sim˧kuã˧ po˥pue˨, sĩã˥laŋ˩ to˧ be˦sai˥ ka˦ i˧ kʰi˧hu˦.
病情真嚴重。	pẽ˦tsiŋ˧˥ tsin gam˩tioŋ˦.
評審嚴格，逐家就無話講。	pʰiŋ˩sim˥ gam˩keʔ˧, ta˧̍kke˧ to˦ bo˩ ue˧ koŋ˥.
以勸善為目的。	i˥ kʰuan˨sian˦ ui˧˥ bok˩ti˧̍k.
逐家講笑爾爾，你莫遐爾嚴肅啦！	ta˧̍kke˧ koŋ˥tsʰio˩ nia˦nia˦, li˥ mai˨ hiaʔ˧ni˦ gam˩siok˧laʔ˧!
你這个意見真寶貴。	li˥ tsit e˩ i˨kian˨ tsin po˥kui˨.
寶劍配英雄。	po˥kiam˨ pʰue˨ iŋ˧hioŋ˩.
這个囡仔真孽潲。	tsit e˩ gn˥a˥ tsin gat˩siau˩.
兩角找五分，覺悟。這是一句孽譎仔話。	nn̩˦ kak˧ tsau˧ gɔ˦ hun˧, kak˧ŋɔ˦. tse si˦ tsit˧ ku˨ gat˩kʰiat˧a˥ue˧.
伊生做真懸。	i˧ sẽ˧tso˩ tsin kuan˩.
山真懸	suã˧ tsin kuan˩
伊有六尺懸。	i˧ u˧ lak˩ tsʰioʔ kuan˩.
價數真懸。	ke˨siau˨ tsin kuan˩.
伊學歷真懸。	i˧ ha˧̍kli˧̍k tsin kuan˩.
阮兜的祖產攏予大伯攔去。	guan˥ tau˧ e˩ tsɔ˥san˥ loŋ˥ hɔ˦ tua˧peʔ˧ ã˩kʰi˨.
攔孤人	ã˩ kɔ˧laŋ˩
代誌攏伊攔去做。	tai˦tsi˩ loŋ˥ i˧ ã˩kʰi˨ tso˩.
米攕	bi˥tsʰiam˥
攕煙腸	tsʰiam˥ ian˧tsʰiaŋ˧˥
李仔攕	li˥a˥tsʰiam˥
一攕玉蘭花。	tsit˧ tsʰiam˥ gok˩lan˩hue˧.
稻仔佈了傷櫳。	tiu˦a˥ pɔ˨ liau˥ sĩũ˧ laŋ˧.
頭毛櫳	tʰau˩mn̩˩ laŋ˧
魚仔瀳倚來。	hi˩a˥ tsʰi˧˥˧ ua˥lai˩.
流瀾	lau˩nua˦
火爐	hue˥lɔ˩
瓦斯爐	ga˥suʔ˧lɔ˩
羊肉爐	ĩũ˩baʔ˧lɔ˩
牛肉爐	gu˩baʔ˧lɔ˩
金爐	kim˧lɔ˩
香爐	hĩũ˧lɔ˩
這本冊欲獻予我的爸母。	tsit pun˥ tsʰeʔ beʔ˧ hian˨ hɔ˦ gua˥ e˩ pe˦bu˥.
扒癢	pe˩tsiu˧˧
我一定欲佮你拚一下懸低！	gua˥ it˧tiŋ˦ beʔ˧ kaʔ˧ li˥ pĩã˨ tsit˧e˦ kuan˩ke˦!
徛懸山看馬相踢。	kʰia˦ kuan˩ suã˧ kʰuã˨ be˥ sio˧tʰat˧.
犯罪的人會予人掠入去櫳仔內。	huan˦tsue˧ e˩ laŋ˩ e˦ hɔ˦ laŋ˩ liaʔ˩ dzip˩kʰi˨ loŋ˩a˥lai˦.
今年爐主是啥人？	kin˧ni˩ lɔ˩tsu˥ si˦ sĩã˥laŋ˩?
這隻椅仔懸度啥款？	tsit tsiaʔ i˥a˥ kuan˩tɔ˦ sĩã˥kʰuan˥?
軍師獻計	kun˧su˧ hian˨ ke˨
獻敬神明	hian˨kiŋ˨ sin˩biŋ˩
頭家共伊漲懸價。	tʰau˩ke˧ ka˦ i˧ tiùnn kuan˩ ke˨.
共彼條菜頭礤礤咧。	ka˦ hit˧ tiau˩ tsʰai˩tʰau˩ tsʰuaʔtsʰuaʔleʔ˧.
菜礤仔	tsʰai˩tsʰuaʔa˥
金仔礦	kim˧a˥kʰoŋ˨
新鞋礪破皮。	sin˧ e˩ le˨pʰua˨ pʰue˩.
礬牛皮	huan˩ gu˩pʰue˩
濁水用礬坐清。	lo˩ tsui˥ ioŋ˦ huan˩ tse˧tsʰiŋ.
花籃	hue˧na˩
竹籃	tik˧na˩
一籃柑仔	tsit˧ na˩ kam˧a˥
捾籃仔去買菜。	kuã˦ na˩a˥ kʰi˨ be˥ tsʰai˩.
食一碗礤冰，涼一下。	tsiaʔ˧ tsit˧ ua˥˧ tsʰuaʔpiŋ˧, liaŋ˩tsit˧e˦.
今年的大考競爭甲真劇烈。	kin˧ni˩ e˩ tua˧kʰo˥ kiŋ˦tsiŋ kaʔ˧ tsin ki˧̍kliat˩.
伊對籃球運動真有興趣。	i˧ tui˩ na˩kiu˩ un˧toŋ˦ tsin u˧ hiŋ˨tsʰu˩.
代先籌備好勢，代誌才好做。	tai˦siŋ˧ tiu˩pi˦ ho˥se˨, tai˦tsi˩ tsiaʔ ho˥ tso˩.
伊扞一間礦業公司。	i˧ huã˦ tsit˧ kiŋ˧ kʰoŋ˨gap˩ koŋ˧si˧.
番薯礤簽煮糜真好食。	han˧tsi˧˥ tsʰuaʔtsʰiam tsu˥ mue˩ tsin ho˥tsiaʔ˧.
歇十分鐘了，逐家繼續開會。	hioʔ˧ tsap˧ hun˧tsiŋ liau˥, ta˧̍kke˧ ke˨sio˧̍k kʰui˧hue˦.
兩隻牛咧相觸。	nn̩˦ tsiaʔ gu˩ teʔ˧ sio˧tak˧.
伊予牛觸著。	i˧ hɔ˦ gu˩ tak˧tioʔ˩.
走運動埕我攏贏伊，考試伊攏贏我。	tsau˥ un˧toŋ˦tĩã˩ gua˥ loŋ˥ ĩã˩i˧, kʰo˥tsʰi˩ i˧ loŋ˥ ĩã˩gua˥.
踢著石頭煞躄落去。	tʰat˧tioʔ˩ tsioʔ˧tʰau˩ suaʔ˧ pʰiʔ˧lo˧̍hkʰi˨.
躄佇塗跤	pʰiʔ˧ ti˦ tʰɔ˩kʰa˧
辮頭毛	pĩ˦ tʰau˩mn̩˩
辮草索	pĩ˦ tsʰau˥soʔ˧
毋通去觸犯著伊的禁忌。	m̄tʰaŋ˧ kʰi˨ tsʰiokhuan˦tioʔ˩ i˧ e˩ kim˨kʰi˦.
呵咾甲會觸舌。	o˧lo˥ kaʔ˧ e˦ tak˧tsiʔ˧.
我警告你，這馬上好莫惹我！	gua˥ kiŋ˥ko˨li˥, tsitma˥ sioŋ˦ho˥ mai˨ dzia˥gua˥!
學生若做毋著代誌會去予學校記警告。	ha˧̍ksiŋ˧ na˦ tso˩ m̄tioʔ˩ tai˦tsi˩ e˦ kʰi˨ hɔ˦ ha˧̍khau˦ ki˨ kiŋ˥ko˨.
風颱欲來矣，咱著愛提高警戒。	hoŋ˧tʰai˧ beʔ˧ lai˩aʔ˧, lan˥ tioʔ˩ai˨ tʰe˩ko˧ kiŋ˥kai˨.
伊共我譬相甲無一塊好。	i˧ ka˦ gua˥ pʰi˨sĩũ˨ kaʔ˧ bo˩ tsit˧ te˨ ho˥.
若照按呢看來，伊較占贏面。	na˦ tsiau˩ an˥ne˧ kʰuã˨lai˩, i˧ kʰaʔ˧ tsiam˩ ĩã˩bin˦.
覺悟著過去做了毋著。	kak˧ŋɔ˦tioʔ˩ kue˨kʰi˨ tso˩ liau˥ m̄tioʔ˩.
這改的議案真重要，你一定愛來開會。	tsit kai˥ e˩ g˦an˨ tsin tioŋ˦iau˨, li˥ it˧tiŋ˦ ai˨ lai˩ kʰui˧hue˦.
這馬罕得看著人用蠓捽仔咧趕胡蠅矣。	tsitma˥ han˥tit˧ kʰuã˨tioʔ˩ laŋ˩ iŋ˦ baŋ˥sut˧a˥ teʔ˧ kuã˥ hɔ˩sin˩aʔ˧.
發風颱警報。	huat˧ hoŋ˧tʰai˧ kiŋ˥po˨.
講伊規工若干樂是一个譬喻。	koŋ˥ i˧ kui˧kaŋ˧ na˥ kan˧lo˧̍k si˦ tsit˧ e˩ pʰi˨dzu˦.
議場內逐家輪流表示家己的意見。	g˦tĩũ˩lai˦ ta˧̍kke˧ lun˩liu˩ piau˥si˦ ka˧ki˦ e˩ i˨kian˨.
議會是民意代表開會的場所。	g˦hue˦ si˦ bin˩i˨ tai˦piau˥ kʰui˧hue˦ e˩ tĩũ˩sɔ˥.
熱天用蠓罩才袂予蠓仔叮。	dzuaʔ˩tʰĩ˧ iŋ˦ baŋ˥ta˨ tsiaʔ be˦ hɔ˦ baŋ˥a˥ tiŋ˨.
警察指揮交通。	kiŋ˥tsʰat tsi˥hui˧ kau˧tʰoŋ˧.
人民有議論政府的政策的自由。	dzin˩bin˩ u˧ g˦lun˦ tsiŋ˩hu˥ e˩ tsiŋ˩tsʰik e˩ tsu˧iu˩.
譬論講你若做市長，你欲按怎來改革市政。	pʰi˨lun˦koŋ˥ li˥ na˦ tso˩ tsʰi˧tĩũ˥, li˥ beʔ˧ an˥tsua˥˧ lai˩ kai˥kik˧ tsʰi˧tsiŋ˩.
伊根本都無愛你，是按怎你到今仔日猶未覺醒？	i˧ kin˧pun˥ to˧ bo˩ ai˨li˥, si˦an˥tsua˥˧ li˥ kau˨ kin˧a˥dzit˩ iau˥bue˦ kak˧tsʰe˥˧?
敲鐘	kʰau˧ tsiŋ
時鐘	si˩tsiŋ
飄揚	pʰiau˧ioŋ˩
饒命	dziau˩mia˦
請你饒赦伊。	tsʰia˥˧ li˥ dziau˩sia˨i˧.
彼个少年的看著誠飄撇。	hit˧ e˩ siau˨lian˩e˩ kʰuã˨ tioʔ˩ tsia˧˥˧ pʰiau˧pʰiat˧.
傷鹹	sĩũ˧ kiam˩
做人真鹹	tso˩laŋ˩ tsin kiam˩
笑詼齣	tsʰio˩kʰue˧tsʰut
苦齣	kʰɔ˥tsʰut
一齣戲	tsit˧ tsʰut hi˨
你共我舞這齣的。	li˥ ka˦ gua˥ bu˥ tsit tsʰute˩.
鹹卵配糜	kiam˩nn̩˦ pʰue˨ mue˩
試鹹汫	tsʰi˩ kiam˩tsia˥˧
湯煮甲鹹篤篤，是欲按怎食？	tʰŋ̩˧ tsu˥ kaʔ˧ kiam˩tok˧tok˧, si˦ beʔ˧ an˥tsua˥˧ tsiaʔ˧?
伊做人鹹篤篤。	i˧ tso˩laŋ˩ kiam˩tok˧tok˧.
伊的齣頭誠濟。	i˧ e˩ tsʰuttʰau˩ tsia˧˥˧ tse˧.
今仔日毋知欲搬啥物齣頭。	kin˧a˥dzit˩ m̄ tsai beʔ˧ puã˧ sĩã˥miʔ˧ tsʰuttʰau˩.
規嚾規黨	kui˧uaŋkui˧toŋ˥
嚾規黨	uaŋkui˧toŋ˥
攑頭	gaʔ˩tʰau˩
攑手	gaʔ˩tsʰiu˥
攑筆	gaʔ˩ pit˧
攑箸	gaʔ˩ ti˦
予鬼仔攝去。	hɔ˦ kui˥a˥ liap˧kʰi˨.
攝屎	liap˧sai˥
攝尿	liap˧dzio˦
花攝去矣！	hue˧ liap˧kʰi˨aʔ˧!
面攏攝矣！	bin˦ loŋ˥ liap˧aʔ˧!
裙攝襇	kun˩ liap˧kiŋ˥
紙攝痕	tsua˥ liap˧ hun˩
講著錢就攝落去矣。	koŋ˥tioʔ˩ tsi˧˥˧ to˦ liap˧lo˧̍hkʰi˨aʔ˧.
櫼入去	tsi˧dzip˩kʰi˨
用塗豆櫼塗豆油。	ioŋ˦ tʰɔ˩tau˦ tsi˧ tʰɔ˩tau˦iu˩.
牛欄	gu˩nua˩
井欄	te˥˧nua˩
灇水	tsaŋ˧˥tsui˥
灇身軀	tsaŋ˧˥ sin˧kʰu˧
灌酒	kuan˨ tsiu˥
灌風	kuan˨ hoŋ˧
梨仔攏爛去矣。	lai˩a˥ loŋ˥ nua˦kʰi˨aʔ˧.
知影的人攑手！	tsaiĩã˥ e˩ laŋ˩ gaʔ˩tsʰiu˥!
