ააბარგებს	aabaɾgebs
ფერწერულად	pʰeɾtsʼeɾuɫatʰ
ფერწერული	pʰeɾtsʼeɾuli
ფესვი	pʰesʷi
ფეტვი	pʰetʼʷi
ფეტრი	pʰetʼɾi
ფეხბურთელი	pʰeχbuɾtʰeli
ფეხბურთი	pʰeχbuɾtʰi
ფეხი	pʰeχi
ფეხიფეხგადადებული	pʰeχipʰeχgadadebuli
ფეხმარდად	pʰeχmaɾdatʰ
ფეხმარდი	pʰeχmaɾdi
ფეხმრუდი	pʰeχmɾudi
ფეხმძიმე	pʰeχmdzime
ფეხმძიმობა	pʰeχmdzimoba
ფეხსაცმელი	pʰeχsatsʰmeli
ფეხსაცმლის	pʰeχsatsʰmlis
ფეხშიშველა	pʰeχʃiʃʷeɫa
ფეხშიშველი	pʰeχʃiʃʷeli
ფვლა	pʰʷɫa
ფთილა	pʰtʰiɫa
ფთორი	pʰtʰoɾi
ფიბროზი	pʰibɾozi
ფიბულა	pʰibuɫa
ფიგურა	pʰiguɾa
ფიგურალურად	pʰiguɾaɫuɾatʰ
ფიგურალური	pʰiguɾaɫuɾi
ფიზიკურად	pʰizikʼuɾatʰ
ფიზიკური	pʰizikʼuɾi
ფიზიოთერაპევტი	pʰiziotʰeɾapʼeftʼi
ფიზიოთერაპია	pʰiziotʰeɾapʼia
ფიზიოლოგი	pʰizioɫogi
ფიზიოლოგია	pʰizioɫogia
ფიზიოლოგიური	pʰizioɫogiuɾi
ფიზკულტურა	pʰizkʼultʼuɾa
ფითრი	pʰitʰɾi
ფითხი	pʰitʰχi
ფილა	pʰiɫa
ფილადელფია	pʰiɫadelpʰia
ფილანტროპიულად	pʰiɫantʼɾopʼiuɫatʰ
ფილარმონიული	pʰiɫaɾmoniuli
ფილატელია	pʰiɫatʼelia
ფილატელისტი	pʰiɫatʼelistʼi
ფილთაქვა	pʰiltʰakʰʷa
ფილიგრანი	pʰiligɾani
ფილიპინური	pʰilipʼinuɾi
ფილისტერი	pʰilistʼeɾi
ფილისტერობა	pʰilistʼeɾoba
ფილმი	pʰilmi
ფილმოგრაფია	pʰilmogɾapʰia
ფილოლოგი	pʰiɫoɫogi
ფილოლოგია	pʰiɫoɫogia
ფილოლოგიური	pʰiɫoɫogiuɾi
ფილოსოფია	pʰiɫosopʰia
ფილოსოფიურად	pʰiɫosopʰiuɾatʰ
ფილოსოფიური	pʰiɫosopʰiuɾi
ფილოსოფოსი	pʰiɫosopʰosi
ფილტვი	pʰiltʼʷi
ფილტრავს	pʰiltʼɾafs
ფილტრატი	pʰiltʼɾatʼi
ფილტრაცია	pʰiltʼɾatsʰia
ფილტრი	pʰiltʼɾi
ფილტრიანი	pʰiltʼɾiani
ფინანსურად	pʰinansuɾatʰ
ფინანსური	pʰinansuɾi
ფინლანდიზაცია	pʰinɫandizatsʰia
ფინური	pʰinuɾi
ფიორდი	pʰioɾdi
ფირალი	pʰiɾali
ფირი	pʰiɾi
ფირმა	pʰiɾma
ფირუზი	pʰiɾuzi
ფირუზისფერი	pʰiɾuzispʰeɾi
ფისკალური	pʰiskʼaɫuɾi
ფისტულა	pʰistʼuɫa
ფიქრი	pʰikʰɾi
ფიქრიანად	pʰikʰɾianatʰ
ფიქრიანი	pʰikʰɾiani
ფიქრიანობა	pʰikʰɾianoba
ფიქრობს	pʰikʰɾobs
ფიქსაცია	pʰikʰsatsʰia
ფიცარი	pʰitsʰaɾi
ფიცარნაგი	pʰitsʰaɾnagi
ფიცი	pʰitsʰi
ფიცხად	pʰitsʰχatʰ
ფიცხი	pʰitsʰχi
ფიჭვი	pʰitʃʼʷi
ფლაგმანი	pʰɫagmani
ფლაგმატურად	pʰɫagmatʼuɾatʰ
ფლაგშტოკი	pʰɫagʃtʼokʼi
ფლავი	pʰɫavi
ფლავს	pʰɫafs
ფლამანდიელი	pʰɫamandieli
ფლამანდიური	pʰɫamandiuɾi
ფლამანდური	pʰɫamanduɾi
ფლამინგო	pʰɫamiŋgo
ფლანგავს	pʰɫaŋgafs
ფლანდრია	pʰɫandɾia
ფლანდრიელი	pʰɫandɾieli
ფლანდრიული	pʰɫandɾiuli
ფლანელი	pʰɫaneli
ფლეგმატურად	pʰlegmatʼuɾatʰ
ფლეგმატური	pʰlegmatʼuɾi
ფლიდურად	pʰliduɾatʰ
ფლიუგერი	pʰliugeɾi
ფლობს	pʰɫobs
ფლორა	pʰɫoɾa
ფლორენცია	fɫoɾentsʰia
ფლორენცია	pʰɫoɾentsʰia
ფლორი	pʰɫoɾi
ფლორიდა	pʰɫoɾida
ფლოსტი	pʰɫostʼi
ფლოტი	pʰɫotʼi
ფლოტილია	pʰɫotʼilia
ფლოქსი	pʰɫokʰsi
ფლუგერი	pʰɫugeɾi
ფლუსი	pʰɫusi
ფოთლოვანი	pʰotʰɫovani
ფოლადი	pʰoɫadi
ფოლკლორი	pʰolkʼɫoɾi
ფონემური	pʰonemuɾi
ფონეტიკურად	pʰonetʼikʼuɾatʰ
ფონეტიკური	pʰonetʼikʼuɾi
ფონოგრაფი	pʰonogɾapʰi
ფონოლოგია	pʰonoɫogia
ფონოლოგიური	pʰonoɫogiuɾi
ფორებიანი	pʰoɾebiani
ფორვარდი	pʰoɾʷaɾdi
ფორზაცი	pʰoɾzatsʰi
ფორთოხალი	pʰoɾtʰoχali
ფორთოხლისფერი	pʰoɾtʰoχlispʰeɾi
ფორიანობა	pʰoɾianoba
ფორიაქი	pʰoɾiakʰi
ფორმა	foɾma
ფორმა	pʰoɾma
ფორმალდეჰიდი	pʰoɾmaldehidi
ფორმალიზმი	pʰoɾmalizmi
ფორმალინი	pʰoɾmalini
ფორმალობა	pʰoɾmaɫoba
ფორმალურად	pʰoɾmaɫuɾatʰ
ფორმალური	pʰoɾmaɫuɾi
ფორმატი	pʰoɾmatʼi
ფორმაცვალებადი	pʰoɾmatsʰʷalebadi
ფორმაცვალებადობა	pʰoɾmatsʰʷalebadoba
ფორმენტერა	pʰoɾmentʼeɾa
ფორმიანი	pʰoɾmiani
ფორმირება	pʰoɾmiɾeba
ფორმულა	pʰoɾmuɫa
ფორმულირება	pʰoɾmuliɾeba
ფოროვანი	pʰoɾovani
ფორტეპიანო	pʰoɾtʼepʼiano
ფორტიფიკაცია	pʰoɾtʼipʰikʼatsʰia
ფოსფორი	pʰospʰoɾi
ფოსფორული	pʰospʰoɾuli
ფოტოაპარატი	pʰotʼoapʼaɾatʼi
ფოტოგენური	pʰotʼogenuɾi
ფოტოგრაფი	pʰotʼogɾapʰi
ფოტოგრაფია	pʰotʼogɾapʰia
ფოტოგრაფიულად	pʰotʼogɾapʰiuɫatʰ
ფოტოგრაფიული	pʰotʼogɾapʰiuli
ფოტოკამერა	pʰotʼokʼameɾa
ფოტოჟურნალიზმი	pʰotʼoʒuɾnalizmi
ფოტოჟურნალისტი	pʰotʼoʒuɾnalistʼi
ფოტოჟურნალისტური	pʰotʼoʒuɾnalistʼuɾi
ფოჩი	pʰotʃʰi
ფოცხვერი	pʰotsʰχʷeɾi
ფოცხი	pʰotsʰχi
ფრაგმენტული	pʰɾagmentʼuli
ფრაზა	pʰɾaza
ფრაზეოლოგია	pʰɾazeoɫogia
ფრაზული	pʰɾazuli
ფრაკი	pʰɾakʼi
ფრამუგა	pʰɾamuga
ფრანგი	pʰɾaŋgi
ფრანგული	pʰɾaŋguli
ფრანი	pʰɾani
ფრანკი	pʰɾaŋkʼi
ფრანკლინი	pʰɾaŋkʼlini
ფრანკონია	pʰɾaŋkʼonia
ფრანკფურტი	pʰɾaŋkʼpʰuɾtʼi
ფრანციუმი	pʰɾantsʰiumi
ფრაუ	pʰɾau
ფრაქცია	pʰɾakʰtsʰia
ფრაქციული	pʰɾakʰtsʰiuli
ფრე	pʰɾe
ფრეგატი	pʰɾegatʼi
ფრედერიკი	pʰɾedeɾikʼi
ფრედი	pʰɾedi
ფრეზეთი	pʰɾezetʰi
ფრეილინა	pʰɾeilina
ფრენა	pʰɾena
ფრენბურთი	pʰɾenbuɾtʰi
ფრენკი	pʰɾeŋkʼi
ფრენოლოგია	pʰɾenoɫogia
ფრესკა	pʰɾeskʼa
ფრთა	pʰɾtʰa
ფრთაშესხმული	pʰɾtʰaʃesχmuli
ფრთები	pʰɾtʰebi
ფრთიანი	pʰɾtʰiani
ფრთხილად	pʰɾtʰχiɫatʰ
ფრთხილი	pʰɾtʰχili
ფრიად	pʰɾiatʰ
ფრიალო	pʰɾiaɫo
ფრიალოდ	pʰɾiaɫotʰ
ფრიზი	pʰɾizi
ფრინავს	pʰɾinafs
ფრინველი	pʰɾinʷeli
ფრიტრედერი	pʰɾitʼɾedeɾi
ფრონტალური	pʰɾontʼaɫuɾi
ფრონტონი	pʰɾontʼoni
ფრჩხილი	pʰɾtʃʰχili
ფრცქვნა	pʰɾtsʰkʰʷna
ფსევდომეცნიერება	pʰsevdometsʰnieɾeba
ფსევდომეცნიერული	pʰsevdometsʰnieɾuli
ფსიქიატრი	pʰsikʰiatʼɾi
ფსიქიატრია	pʰsikʰiatʼɾia
ფსიქიატრიული	pʰsikʰiatʼɾiuli
ფსიქიური	pʰsikʰiuɾi
ფსიქოთერაპევტი	pʰsikʰotʰeɾapʼeftʼi
ფსიქოთერაპია	pʰsikʰotʰeɾapʼia
ფსიქოლოგი	pʰsikʰoɫogi
ფსიქოლოგია	pʰsikʰoɫogia
ფსიქოლოგიურად	pʰsikʰoɫogiuɾatʰ
ფსიქოლოგიური	pʰsikʰoɫogiuɾi
ფსკერი	pʰskʼeɾi
ფუთავს	pʰutʰafs
ფულადი	pʰuɫadi
ფუნდამენტური	pʰundamentʼuɾi
ფუნიკულიორი	pʰunikʼulioɾi
ფუნქცია	pʰuŋkʰtsʰia
ფუნქციონალურად	pʰuŋkʰtsʰionaɫuɾatʰ
ფუნქციონირებს	pʰuŋkʰtsʰioniɾebs
ფურგონი	pʰuɾgoni
ფურთხი	pʰuɾtʰχi
ფური	pʰuɾi
ფურირემი	pʰuɾiɾemi
ფურფუშებიანი	pʰuɾpʰuʃebiani
ფურცელი	pʰuɾtsʰeli
ფუტკარი	pʰutʼkʼaɾi
ფუტლარი	pʰutʼɫaɾi
ფუტურიზმი	pʰutʼuɾizmi
ფუტურისტი	pʰutʼuɾistʼi
ფუტურო	pʰutʼuɾo
ფუფქავს	pʰupʰkʰafs
ფუჩური	pʰutʃʰuɾi
ფქვილი	pʰkʰʷili
ფქვილოვანი	pʰkʰʷiɫovani
ფქოდ	pʰkʰotʰ
ფშალა	pʰʃaɫa
ფხა	pʰχa
ფხვიერი	pʰχʷieɾi
ფხვნილი	pʰχʷnili
ფხიანი	pʰχiani
ფხიზელი	pʰχizeli
ფხიზლად	pʰχizɫatʰ
ქაირო	kʰaiɾo
ქალა	kʰaɫa
ქალაბიჭა	kʰaɫabitʃʼa
ქალაქ	kʰaɫakʰ
ქალაქელი	kʰaɫakʰeli
ქალაქი	kʰaɫakʰi
ქალაქით	kʰaɫakʰitʰ
ქალაქის	kʰaɫakʰis
ქალაქმა	kʰaɫakʰma
ქალაქს	kʰaɫakʰs
ქალიშვილი	kʰaliʃʷili
ქალიშვილობა	kʰaliʃʷiɫoba
ქალური	kʰaɫuɾi
ქალურობა	kʰaɫuɾoba
ქალღმერთი	kʰalʁmeɾtʰi
ქალწულებრივი	kʰaltsʼulebɾivi
ქალწულობა	kʰaltsʼuɫoba
ქალწულური	kʰaltsʼuɫuɾi
ქამანჩა	kʰamantʃʰa
ქამარი	kʰamaɾi
ქანდარა	kʰandaɾa
ქანქარა	kʰaŋkʰaɾa
ქანჩი	kʰantʃʰi
ქანცავს	kʰantsʰafs
ქაოტურად	kʰaotʼuɾatʰ
ქაოტური	kʰaotʼuɾi
ქარა	kʰaɾa
ქარაბაკი	kʰaɾabakʼi
ქარაგმული	kʰaɾagmuli
ქარაგოზი	kʰaɾagozi
ქარავანი	kʰaɾavani
ქარაფშუტა	kʰaɾapʰʃutʼa
ქარაფშუტობა	kʰaɾapʰʃutʼoba
ქარაფშუტულად	kʰaɾapʰʃutʼuɫatʰ
ქარბუქი	kʰaɾbukʰi
ქარგავს	kʰaɾgafs
ქარგალი	kʰaɾgali
ქარვა	kʰaɾʷa
ქარვასლა	kʰaɾʷasɫa
ქარვისფერი	kʰaɾʷispʰeɾi
ქარზურგა	kʰaɾzuɾga
ქართველთა	kʰaɾtʰʷeltʰa
ქართველთმცოდნეობა	kʰaɾtʰʷeltʰmtsʰodneoba
ქართველი	kʰaɾtʰʷeli
ქართველოლოგია	kʰaɾtʰʷeɫoɫogia
ქართველური	kʰaɾtʰʷeɫuɾi
ქართლად	kʰaɾtʰɫatʰ
ქართლელი	kʰaɾtʰleli
ქართლი	kʰaɾtʰli
ქართლით	kʰaɾtʰlitʰ
ქართლის	kʰaɾtʰlis
ქართლმა	kʰaɾtʰlma
ქართლს	kʰaɾtʰls
ქართული	kʰaɾtʰuli
ქარი	kʰaɾi
ქარიანი	kʰaɾiani
ქარიზმა	kʰaɾizma
ქარიზმატული	kʰaɾizmatʼuli
ქარიყლაპია	kʰaɾiχʼɫapʼia
ქარიშხალი	kʰaɾiʃχali
ქარიშხლიანი	kʰaɾiʃχliani
ქარპირა	kʰaɾpʼiɾa
ქარსაზომი	kʰaɾsazomi
ქარსი	kʰaɾsi
ქარტეზი	kʰaɾtʼezi
ქარქაში	kʰaɾkʰaʃi
ქარხანა	kʰaɾχana
ქარხნული	kʰaɾχnuli
ქაფური	kʰapʰuɾi
ქაფქირი	kʰapʰkʰiɾi
ქაღალდი	kʰaʁaldi
ქაშაყი	kʰaʃaχʼi
ქაშვეთი	kʰaʃʷetʰi
ქაშმირი	kʰaʃmiɾi
ქაჩალი	kʰatʃʰali
ქაცვი	kʰatsʰʷi
ქედად	kʰedatʰ
ქედმაღალი	kʰedmaʁali
ქედმაღლობა	kʰedmaʁɫoba
ქედმაღლურად	kʰedmaʁɫuɾatʰ
ქეთრინი	kʰetʰɾini
ქელეხი	kʰeleχi
ქერა	kʰeɾa
ქერი	kʰeɾi
ქერტლი	kʰeɾtʼli
ქერუბიმი	kʰeɾubimi
ქერქი	kʰeɾkʰi
ქერქიანი	kʰeɾkʰiani
ქერცლი	kʰeɾtsʰli
ქერცლიანი	kʰeɾtsʰliani
ქეჩა	kʰetʃʰa
ქეჩო	kʰetʃʰo
ქვა	kʰʷa
ქვაბი	kʰʷabi
ქვაკუთხედი	kʰʷakʼutʰχedi
ქვამარილი	kʰʷamaɾili
ქვამუხა	kʰʷamuχa
ქვატეხია	kʰʷatʼeχia
ქვაფენილი	kʰʷapʰenili
ქვედა	kʰʷeda
ქვედანაყოფი	kʰʷedanaχʼopʰi
ქვევით	kʰʷevitʰ
ქვევრი	kʰʷevɾi
ქვეითი	kʰʷeitʰi
ქვეკომისია	kʰʷekʼomisia
ქველი	kʰʷeli
ქვემდგომი	kʰʷemdgomi
ქვემეხი	kʰʷemeχi
ქვემო	kʰʷemo
ქვემოთ	kʰʷemotʰ
ქვენიადაგი	kʰʷeniadagi
ქვესადგური	kʰʷesadguɾi
ქვესათაური	kʰʷesatʰauɾi
ქვესექცია	kʰʷesekʰtsʰia
ქვესკნელი	kʰʷeskʼneli
ქვეტექსტი	kʰʷetʼekʰstʼi
ქვეტყე	kʰʷetʼχʼe
ქვეყანა	kʰʷeχʼana
ქვეყანამ	kʰʷeχʼanam
ქვეყანას	kʰʷeχʼanas
ქვეყნად	kʰʷeχʼnatʰ
ქვეყნის	kʰʷeχʼnis
ქვეშ	kʰʷeʃ
ქვეშევრდომი	kʰʷeʃevɾdomi
ქვეცნობიერად	kʰʷetsʰnobieɾatʰ
ქვეცნობიერი	kʰʷetsʰnobieɾi
ქვეწარმავალი	kʰʷetsʼaɾmavali
ქვეჯგუფი	kʰʷedʒgupʰi
ქვია	kʰʷia
ქვითავს	kʰʷitʰafs
ქვითარი	kʰʷitʰaɾi
ქვითინით	kʰʷitʰinitʰ
ქვირა	kʰʷiɾa
ქვირითი	kʰʷiɾitʰi
ქვისლი	kʰʷisli
ქვისმთლელი	kʰʷismtʰleli
ქვიშა	kʰʷiʃa
ქვიშაქვა	kʰʷiʃakʰʷa
ქვიშიანი	kʰʷiʃiani
ქვიშისფერი	kʰʷiʃispʰeɾi
ქვიშნა	kʰʷiʃna
ქვრივი	kʰʷɾivi
ქვრივიშვილი	kʰʷɾiviʃʷili
ქილა	kʰiɫa
ქილვაში	kʰilʷaʃi
ქიმერა	kʰimeɾa
ქიმერული	kʰimeɾuli
ქიმიურად	kʰimiuɾatʰ
ქიმიური	kʰimiuɾi
ქინქლი	kʰiŋkʰli
ქირა	kʰiɾa
ქირავდება	kʰiɾavdeba
ქირდავს	kʰiɾdafs
ქირდვა	kʰiɾdʷa
ქირია	kʰiɾia
ქირომანტი	kʰiɾomantʼi
ქირომანტია	kʰiɾomantʼia
ქირურგია	kʰiɾuɾgia
ქირურგიულად	kʰiɾuɾgiuɫatʰ
ქირურგიული	kʰiɾuɾgiuli
ქიტესაშვილი	kʰitʼesaʃʷili
ქიტუაშვილი	kʰitʼuaʃʷili
ქიშმირი	kʰiʃmiɾi
ქლორი	kʰɫoɾi
ქლოროფილი	kʰɫoɾopʰili
ქლოროფორმი	kʰɫoɾopʰoɾmi
ქმარი	kʰmaɾi
ქმარმა	kʰmaɾma
ქმარო	kʰmaɾo
ქმარს	kʰmaɾs
ქმრად	kʰmɾatʰ
ქმრით	kʰmɾitʰ
ქმრის	kʰmɾis
ქობალაძე	kʰobaɫadze
