Ⴀ	ɑ
ტემპერამენტულად	tʼempʼeɾamentʼuɫatʰ
ტემპერატურა	tʼempʼeɾatʼuɾa
ტენდენცია	tʼendentsʰia
ტენდენციურად	tʼendentsʰiuɾatʰ
ტენდენციური	tʼendentsʰiuɾi
ტენორი	tʼenoɾi
ტერაბაიტი	tʼeɾabaitʼi
ტერასა	tʼeɾasa
ტერბიუმი	tʼeɾbiumi
ტერეზა	tʼeɾeza
ტერი	tʼeɾi
ტერიტორია	tʼeɾitʼoɾia
ტერიტორიული	tʼeɾitʼoɾiuli
ტერმინი	tʼeɾmini
ტერმინოლოგია	tʼeɾminoɫoɡia
ტერმიტი	tʼeɾmitʼi
ტერორი	tʼeɾoɾi
ტერორიზმი	tʼeɾoɾizmi
ტერორისტი	tʼeɾoɾistʼi
ტერფი	tʼeɾpʰi
ტექნეციუმი	tʼekʰnetsʰiumi
ტექნიკურად	tʼekʰnikʼuɾatʰ
ტექნიკური	tʼekʰnikʼuɾi
ტექნოკრატი	tʼekʰnokʼɾatʼi
ტექნოკრატია	tʼekʰnokʼɾatʼia
ტექნოკრატიულად	tʼekʰnokʼɾatʼiuɫatʰ
ტექნოკრატიული	tʼekʰnokʼɾatʼiuli
ტექნოლოგი	tʼekʰnoɫoɡi
ტექნოლოგია	tʼekʰnoɫoɡia
ტექნოლოგიურად	tʼekʰnoɫoɡiuɾatʰ
ტექნოლოგიური	tʼekʰnoɫoɡiuɾi
ტეხა	tʼeχa
ტეხადი	tʼeχadi
ტეხავს	tʼeχafs
ტეხასი	tʼeχasi
ტეხს	tʼeχs
ტვინად	tʼʷinatʰ
ტვინებად	tʼʷinebatʰ
ტვინები	tʼʷinebi
ტვინებით	tʼʷinebitʰ
ტვინების	tʼʷinebis
ტვინებმა	tʼʷinebma
ტვინებო	tʼʷinebo
ტვინებს	tʼʷinebs
ტვინთ	tʼʷintʰ
ტვინი	tʼʷini
ტვინით	tʼʷinitʰ
ტვინის	tʼʷinis
ტვინმა	tʼʷinma
ტვინნი	tʼʷinni
ტვინნო	tʼʷinno
ტვინო	tʼʷino
ტვინს	tʼʷins
ტვირთვა	tʼʷiɾtʰʷa
ტვირთი	tʼʷiɾtʰi
ტვიტერი	tʼʷitʼeɾi
ტიბეტური	tʼibetʼuɾi
ტივტივა	tʼiftʼiva
ტივტივით	tʼiftʼivitʰ
ტილო	tʼiɫo
ტიმოთელა	tʼimotʰeɫa
ტიპოგრაფია	tʼipʼoɡɾapʰia
ტიპოგრაფიულად	tʼipʼoɡɾapʰiuɫatʰ
ტიპოგრაფიული	tʼipʼoɡɾapʰiuli
ტიპოლოგია	tʼipʼoɫoɡia
ტიპურად	tʼipʼuɾatʰ
ტიპური	tʼipʼuɾi
ტირადა	tʼiɾada
ტირანი	tʼiɾani
ტირანია	tʼiɾania
ტირანული	tʼiɾanuli
ტირაჟი	tʼiɾaʒi
ტირე	tʼiɾe
ტირილი	tʼiɾili
ტირის	tʼiɾis
ტირიფი	tʼiɾipʰi
ტიტანური	tʼitʼanuɾi
ტიტველი	tʼitʼʷeli
ტიტრი	tʼitʼɾi
ტიხარი	tʼiχaɾi
ტკაცანი	tʼkʼatsʰani
ტკაცანით	tʼkʼatsʰanitʰ
ტკაცუნა	tʼkʼatsʰuna
ტკაცუნი	tʼkʼatsʰuni
ტკბილად	tʼkʼbiɫatʰ
ტკბილეულობა	tʼkʼbileuɫoba
ტკბილმოუბარი	tʼkʼbilmoubaɾi
ტლანქი	tʼɫaŋkʰi
ტოლგვერდა	tʼolɡʷeɾda
ტოლობა	tʼoɫoba
ტოლუმბაში	tʼoɫumbaʃi
ტოლჩა	tʼoltʃʰa
ტომარა	tʼomaɾa
ტომობრივი	tʼomobɾivi
ტონალობა	tʼonaɫoba
ტონგა	tʼoŋɡa
ტოპოგრაფი	tʼopʼoɡɾapʰi
ტოპოგრაფია	tʼopʼoɡɾapʰia
ტოპოგრაფიულად	tʼopʼoɡɾapʰiuɫatʰ
ტოპოგრაფიული	tʼopʼoɡɾapʰiuli
ტორეადორი	tʼoɾeadoɾi
ტორი	tʼoɾi
ტოროლა	tʼoɾoɫa
ტორპედო	tʼoɾpʼedo
ტორსი	tʼoɾsi
ტორტი	tʼoɾtʼi
ტორფი	tʼoɾpʰi
ტორფიანი	tʼoɾpʰiani
ტორფნარი	tʼoɾpʰnaɾi
ტოტალიზატორი	tʼotʼalizatʼoɾi
ტოქსიკოლოგი	tʼokʰsikʼoɫoɡi
ტოქსიკოლოგია	tʼokʰsikʼoɫoɡia
ტოქსიკური	tʼokʰsikʼuɾi
ტოქსიკურობა	tʼokʰsikʼuɾoba
ტრაბახი	tʼɾabaχi
ტრაბახით	tʼɾabaχitʰ
ტრაგედია	tʼɾaɡedia
ტრაგიკომედია	tʼɾaɡikʼomedia
ტრაგიკოსი	tʼɾaɡikʼosi
ტრაგიკულად	tʼɾaɡikʼuɫatʰ
ტრაგიკული	tʼɾaɡikʼuli
ტრადიცია	tʼɾaditsʰia
ტრადიციულად	tʼɾaditsʰiuɫatʰ
ტრადიციული	tʼɾaditsʰiuli
ტრაექტორია	tʼɾaekʰtʼoɾia
ტრავერსზე	tʼɾaveɾsze
ტრავმა	tʼɾavma
ტრავმატული	tʼɾavmatʼuli
ტრაკი	tʼɾakʼi
ტრალი	tʼɾali
ტრამვა	tʼɾamʷa
ტრამვაი	tʼɾamʷai
ტრამპიზმი	tʼɾampʼizmi
ტრამპლინი	tʼɾampʼlini
ტრანზისტორი	tʼɾanzistʼoɾi
ტრანზიტი	tʼɾanzitʼi
ტრანსგრესია	tʼɾansɡɾesia
ტრანსდუსერი	tʼɾansduseɾi
ტრანსი	tʼɾansi
ტრანსიორდანია	tʼɾansioɾdania
ტრანსკაცი	tʼɾanskʼatsʰi
ტრანსკრიფცია	tʼɾanskʼɾipʰtsʰia
ტრანსლაცია	tʼɾansɫatsʰia
ტრანსნაციონალური	tʼɾansnatsʰionaɫuɾi
ტრანსპარანტი	tʼɾanspʼaɾantʼi
ტრანსპონდერი	tʼɾanspʼondeɾi
ტრანსპორტი	tʼɾanspʼoɾtʼi
ტრანსპორტირება	tʼɾanspʼoɾtʼiɾeba
ტრანსპორტირი	tʼɾanspʼoɾtʼiɾi
ტრანსფემიციდი	tʼɾanspʰemitsʰidi
ტრანსფობი	tʼɾanspʰobi
ტრანსფობია	tʼɾanspʰobia
ტრანსფობიური	tʼɾanspʰobiuɾi
ტრანსფორმატორი	tʼɾanspʰoɾmatʼoɾi
ტრანსფორმაცია	tʼɾanspʰoɾmatsʰia
ტრანსქალი	tʼɾanskʰali
ტრანსცენდენტულად	tʼɾanstsʰendentʼuɫatʰ
ტრანშეა	tʼɾanʃea
ტრაპეცია	tʼɾapʼetsʰia
ტრაპიზონი	tʼɾapʼizoni
ტრაფარეტი	tʼɾapʰaɾetʼi
ტრაქეა	tʼɾakʰea
ტრაქტატი	tʼɾakʰtʼatʼi
ტრაქტი	tʼɾakʰtʼi
ტრაქტორი	tʼɾakʰtʼoɾi
ტრეილერი	tʼɾeileɾi
ტრიადა	tʼɾiada
ტრიალებს	tʼɾialebs
ტრიალი	tʼɾiali
ტრიბუნა	tʼɾibuna
ტრიბუნალი	tʼɾibunali
ტრიბუნი	tʼɾibuni
ტრივიალურად	tʼɾiviaɫuɾatʰ
ტრივიალური	tʼɾiviaɫuɾi
ტრიკი	tʼɾikʼi
ტრიკოტაჟი	tʼɾikʼotʼaʒi
ტრილოგია	tʼɾiɫoɡia
ტრინიდადი	tʼɾinidadi
ტრიო	tʼɾio
ტრიპოლი	tʼɾipʼoli
ტრიუმვირატი	tʼɾiumʷiɾatʼi
ტრიუმვირი	tʼɾiumʷiɾi
ტრიუმო	tʼɾiumo
ტრიუმფალური	tʼɾiumpʰaɫuɾi
ტრიუმფი	tʼɾiumpʰi
ტრიუფელი	tʼɾiupʰeli
ტროგლოდიტი	tʼɾoɡɫoditʼi
ტროლეიბუსი	tʼɾoleibusi
ტროლი	tʼɾoli
ტრომბონი	tʼɾomboni
ტრომბონისტი	tʼɾombonistʼi
ტროპი	tʼɾopʼi
ტროპიკი	tʼɾopʼikʼi
ტროპიკულად	tʼɾopʼikʼuɫatʰ
ტროპიკული	tʼɾopʼikʼuli
ტროპოსფერო	tʼɾopʼospʰeɾo
ტროტუარი	tʼɾotʼuaɾi
ტრუბადური	tʼɾubaduɾi
ტრუიზმი	tʼɾuizmi
ტრუსი	tʼɾusi
ტრუსიკი	tʼɾusikʼi
ტრუხა	tʼɾuχa
ტუალეტი	tʼʷaletʼi
ტუბერკულოზი	tʼubeɾkʼuɫozi
ტუვალუ	tʼuvaɫu
ტუნდრა	tʼundɾa
ტურა	tʼuɾa
ტურაშვილი	tʼuɾaʃʷili
ტურბინა	tʼuɾbina
ტურბულენტობა	tʼuɾbulentʼoba
ტურბულენტურად	tʼuɾbulentʼuɾatʰ
ტურბულენტური	tʼuɾbulentʼuɾi
ტურიზმი	tʼuɾizmi
ტურინი	tʼuɾini
ტურისტი	tʼuɾistʼi
ტურისტული	tʼuɾistʼuli
ტურნე	tʼuɾne
ტურნირი	tʼuɾniɾi
ტურფა	tʼuɾpʰa
ტუსაღი	tʼusaʁi
ტუჩად	tʼutʃʰatʰ
ტუჩებად	tʼutʃʰebatʰ
ტუჩები	tʼutʃʰebi
ტუჩებით	tʼutʃʰebitʰ
ტუჩების	tʼutʃʰebis
ტუჩებმა	tʼutʃʰebma
ტუჩებო	tʼutʃʰebo
ტუჩებს	tʼutʃʰebs
ტუჩთა	tʼutʃʰtʰa
ტუჩი	tʼutʃʰi
ტუჩით	tʼutʃʰitʰ
ტუჩის	tʼutʃʰis
ტუჩმა	tʼutʃʰma
ტუჩნი	tʼutʃʰni
ტუჩნო	tʼutʃʰno
ტუჩო	tʼutʃʰo
ტუჩს	tʼutʃʰs
ტუხტი	tʼuχtʼi
ტყავი	tʼχʼavi
ტყაპანი	tʼχʼapʼani
ტყაპანით	tʼχʼapʼanitʰ
ტყაპუჭი	tʼχʼapʼutʃʼi
ტყე	tʼχʼe
ტყებუჩავა	tʼχʼebutʃʰava
ტყევით	tʼχʼevitʰ
ტყემალი	tʼχʼemali
ტყვარჩელი	tʼχʼʷaɾtʃʰeli
ტყვე	tʼχʼʷe
ტყვეობა	tʼχʼʷeoba
ტყვია	tʼχʼʷia
ტყვიამფრქვევი	tʼχʼʷiampʰɾkʰʷevi
ტყვნა	tʼχʼʷna
ტყიანი	tʼχʼiani
ტყისმჭრელი	tʼχʼismtʃʼɾeli
ტყისქათამი	tʼχʼiskʰatʰami
ტყნავს	tʼχʼnafs
ტყნაური	tʼχʼnauɾi
ტყუილად	tʼχʼuiɫatʰ
ტყუილი	tʼχʼuili
ტყუპები	tʼχʼupʼebi
ტყუპი	tʼχʼupʼi
უადგილო	uadɡiɫo
უადგილობა	uadɡiɫoba
უადგილოდ	uadɡiɫotʰ
უაზრო	uazɾo
უაზრობა	uazɾoba
უაზროდ	uazɾotʰ
უაიომინგი	uaiomiŋɡi
უალკოჰოლო	ualkʼohoɫo
უამრავი	uamɾavi
უანგარო	uaŋɡaɾo
უანგაროდ	uaŋɡaɾotʰ
უაპელაციოდ	uapʼeɫatsʰiotʰ
უარესი	uaɾesi
უარი	uaɾi
უარსაყოფი	uaɾsaχʼopʰi
უარყოფა	uaɾχʼopʰa
უარყოფითად	uaɾχʼopʰitʰatʰ
უარყოფითი	uaɾχʼopʰitʰi
უაღრესად	uaʁɾesatʰ
უახლოესად	uaχɫoesatʰ
უახლოესი	uaχɫoesi
უბადლო	ubadɫo
უბადრუკად	ubadɾukʼatʰ
უბადრუკი	ubadɾukʼi
უბარი	ubaɾi
უბედურად	ubeduɾatʰ
უბედურება	ubeduɾeba
უბედურები	ubeduɾebi
უბედური	ubeduɾi
უბერავს	ubeɾafs
უბნებლიედ	ubneblietʰ
უბრალო	ubɾaɫo
უბრალოდ	ubɾaɫotʰ
უბრალოება	ubɾaɫoeba
უბრობა	ubɾoba
უგემოვნოდ	uɡemovnotʰ
უგემრიელესი	uɡemɾielesi
უგემურად	uɡemuɾatʰ
უგემური	uɡemuɾi
უგვიანესი	uɡʷianesi
უგრძესი	uɡɾdzesi
უგრძნობად	uɡɾdznobatʰ
უგრძნობლად	uɡɾdznobɫatʰ
უგრძნობლობა	uɡɾdznobɫoba
უგულებელყოფა	uɡulebelχʼopʰa
უგულო	uɡuɫo
უგულობა	uɡuɫoba
უგულოდ	uɡuɫotʰ
უგუნურად	uɡunuɾatʰ
უგუნურება	uɡunuɾeba
უგუნური	uɡunuɾi
უდაბლესად	udablesatʰ
უდაბური	udabuɾi
უდავოდ	udavotʰ
უდანაშაულო	udanaʃauɫo
უდარდელად	udaɾdeɫatʰ
უდარდელი	udaɾdeli
უდარდელობა	udaɾdeɫoba
უდეტრები	udetʼɾebi
უდიერად	udieɾatʰ
უდიერი	udieɾi
უდიერობა	udieɾoba
უდრის	udɾis
უდროო	udɾoo
უდროოდ	udɾootʰ
უდრტვინველად	udɾtʼʷinʷeɫatʰ
უელსური	uelsuɾi
უემოციოდ	uemotsʰiotʰ
უერთდებიან	ueɾtʰdebian
უეცარი	uetsʰaɾi
უეცრად	uetsʰɾatʰ
უეცრობა	uetsʰɾoba
უეჭველი	uetʃʼʷeli
უეჭველობა	uetʃʼʷeɫoba
უვარგისად	uvaɾɡisatʰ
უვარგისი	uvaɾɡisi
უვარგისობა	uvaɾɡisoba
უვიცად	uvitsʰatʰ
უვიცი	uvitsʰi
უვიცობა	uvitsʰoba
უვნებლად	uvnebɫatʰ
უზანგი	uzaŋɡi
უზარმაზარი	uzaɾmazaɾi
უზარმაცესი	uzaɾmatsʰesi
უზენაესად	uzenaesatʰ
უზნეოდ	uzneotʰ
უზომოდ	uzomotʰ
უზრდელად	uzɾdeɫatʰ
უზრდელი	uzɾdeli
უზრდელობა	uzɾdeɫoba
უზრდელურად	uzɾdeɫuɾatʰ
უზრუნველად	uzɾunʷeɫatʰ
უზრუნველი	uzɾunʷeli
უზრუნველობა	uzɾunʷeɫoba
უზურპატორი	uzuɾpʼatʼoɾi
უზურპაცია	uzuɾpʼatsʰia
უთანაბრო	utʰanabɾo
უთანაბრობა	utʰanabɾoba
უთანაბროდ	utʰanabɾotʰ
უთანასწორო	utʰanastsʼoɾo
უთანასწორობა	utʰanastsʼoɾoba
უთანასწოროდ	utʰanastsʼoɾotʰ
უთანხმოება	utʰanχmoeba
უთესავს	utʰesafs
უთესლო	utʰesɫo
უთვალო	utʰʷaɫo
უთვლადი	utʰʷɫadi
უთქვამს	utʰkʰʷams
უთხელესი	utʰχelesi
უთხრა	utʰχɾa
უიარაღო	uiaɾaʁo
უიმედოდ	uimedotʰ
უინიციატივო	uinitsʰiatʼivo
უინტერესო	uintʼeɾeso
უინტერესოდ	uintʼeɾesotʰ
უიღბლო	uiʁbɫo
უიშვიათესი	uiʃʷiatʰesi
უკავშიროდ	ukʼafʃiɾotʰ
უკამათოდ	ukʼamatʰotʰ
უკანონოდ	ukʼanonotʰ
უკარება	ukʼaɾeba
უკარებად	ukʼaɾebatʰ
