aaberg	ˈɑbɚg
rubeck	ɹˈubˌɛk
rubella	ɹuːˈbelə	["noun"]
rubella	ɹubˈɛlə
rubell	ɹˈubəl
rubel	ɹˈubəl
rubendall	ɹˈʌbɪndəl
rubenfeld	ɹˈʌbɪnfɛld
ruben	ɹˈubən
rubens	ɹˈubənz
rubenstein	ɹˈubənstˌaɪn
rubeola	ɹʊˈbɪəʊlæ	["noun"]
ruberg	ɹˈubɚg
ruberto	ɹubˈɛɹtoʊ
rubert	ɹˈubɚt
rube	ɹuːb	["noun"]
rube	ɹˈub
rubes	ɹuːbz	["noun"]
rubey	ɹˈubi
rubia	ɹˈubiə
rubicam	ɹˈubɪkəm
rubicam's	ɹˈubɪkəmz
rubicon	ɹˈubɪkɔn
rubidium	ˌɹuːˈbɪdɪəm	["noun"]
rubie	ɹˈubi
rubies	ɹˈubiz
rubik	ɹˈubɪk
rubik's	ɹˈubɪks
rubina	ɹubˈinə
rubino	ɹubˈinoʊ
rubin	ɹˈubɪn
rubinson	ɹˈʌbɪnsən
rubin's	ɹˈubɪnz
rubinstein	ɹˈubɪnstˌaɪn
rubio	ɹˈubioʊ
rubios	ɹˈubioʊz
rubi	ɹˈubi
rubis	ɹˈubɪs
ruble	ɹuːbəl	["noun"]
ruble	ɹˈubəl
ruble's	ɹˈubəlz
rubles	ɹˈubəlz
rubley	ɹˈʌbli
rubloff	ɹˈʌblɔf
rubottom	ɹˈʌbətɑm
rubout	ɹˈʌbˌaʊt
rubric	ˈɹuːbɹɪk	["noun","adjective","verb"]
rubric	ɹˈubɹɪk
rubright	ɹˈʌbɹˌaɪt
rub	ɹˈʌb
rub	ɹʌb	["noun","verb"]
rubs	ɹˈʌbz
ruby	ˈɹuːbɪ	["noun","adjective","verb"]
ruby	ɹˈubi
ruby's	ɹˈubiz
rucci	ɹˈutʃi
ruche	ɹʊʃ	["noun","verb"]
ruchlamer	ɹˈukləmɚ
ruch	ɹˈʌtʃ
ruchti	ɹˈukti
rucinski	ɹətʃˈɪnski
ruckel	ɹˈʌkəl
ruckelshaus	ɹˈʌkəlzhˌaʊs
rucker	ɹˈʌkɚ
ruckert	ɹˈʌkɚt
rucki	ɹˈʌki
ruckle	ɹˈʌkəl
ruckle	ˈɹʌkəl	["noun","verb"]
ruckman	ɹˈʌkmən
ruck	ɹˈʌk
ruck	ɹʌk	["noun","verb"]
rucksack	ɹˈʌksˌæk
rucksack	ˈɹʌkˌsæk	["noun"]
rucks	ɹˈʌks
ruckus	ɹˈʌkəs
ruckus	ˈɹʌkəs	["noun"]
ruction	ˈɹʌkʃən	["noun"]
rudani	ɹudˈɑni
ruda	ɹˈudə
rudasill	ɹˈʌdəsɪl
ruddell	ɹˈʌdəl
rudden	ɹˈʌdən
rudderless	ɹˈʌdɚləs
rudder	ˈɹʌdəɹ	["noun"]
rudder	ɹˈʌdɚ
ruddick	ɹˈʌdɪk
ruddier	ɹˈʌdiɚ
ruddle	ɹˈʌdəl
ruddock	ɹˈʌdək
rudd	ɹˈʌd
rudd	ɹʌd	["noun"]
ruddy	ɹˈʌdi
rudeen	ɹˈʌdin
rudelle	ɹədˈɛl
rudell	ɹˈʌdəl
rudel	ɹˈudəl
rudely	ˈɹuːdlɪ	["adverb"]
rudely	ɹˈudli
rudeness	ɹˈudnəs
ruden	ɹˈudən
rudenstein	ɹˈudɪnstˌaɪn
rudenstine	ɹˈudɪnstˌaɪn
ruderman	ɹˈudɚmən
ruder	ɹˈudɚ
ruder's	ɹˈudɚz
rude	ɹuːd	["adjective"]
rude	ɹˈud
rudesill	ɹˈʌdɪsəl
rudest	ɹˈudɪst
rudge	ɹˈʌdʒ
rudich	ɹˈudɪk
rudich	ɹˈʌdɪk
rudicker	ɹˈʌdɪkɚ
rudie	ɹˈudi
rudiger	ɹˈʌdɪgɚ
rudimentary	ˌɹuːdɪˈmentəɹɪ	["noun","adjective"]
rudimentary	ɹˌudəmˈɛntɚi
rudiment	ˈɹuːdɪmənt	["noun","verb"]
rudiment	ɹˈudɪmənt
rudiments	ɹˈudɪmənts
ruding	ɹˈudɪŋ
rudin	ɹˈudɪn
rudi	ɹˈudi
rudisill	ɹˈʌdɪsɪl
rudi's	ɹˈudiz
rudis	ɹˈudiz
rudkin	ɹˈʌdkɪn
rudloff	ɹˈʌdlɔf
rudman	ɹˈʌdmən
rudman's	ɹˈʌdmənz
rudner	ɹˈʌdnɚ
rudnet	ɹˈʌdnˌɛt
rudnicki	ɹədnˈɪki
rudnick	ɹˈʌdnɪk
rudnicky	ɹədnˈɪki
rudnik	ɹˈʌdnɪk
rudolf	ɹˈudɑlf
rudolph	ɹˈudɑlf
rudow	ɹˈudoʊ
rud	ɹˈʌd
rudyard	ɹˈʌdjɚd
rudy	ɹˈudi
rudy's	ɹˈudiz
rudzinski	ɹədʒˈɪnski
ruebel	ɹˈubəl
rueb	ɹˈub
rueckert	ɹˈukɚt
rueda	ɹuˈɛdə
ruediger	ɹˈudɪgɚ
ruedlinger	ɹˈudlɪŋgɚ
ruedy	ɹˈudi
rueff	ɹˈuf
ruef	ɹˈuf
ruefully	ɹˈufəli
rueful	ɹˈufəl
rueger	ɹˈʊgɚ
ruegg	ɹˈug
ruegsegger	ɹˈʊgsɪgɚ
ruehle	ɹˈuhəl
ruehl	ɹˈʊl
ruelas	ɹˈuləz
ruella	ɹˌuˈɛlə
ruelle	ɹˌuˈɛl
ruel	ɹˈul
rue	ɹˈu
rue	ɹuː	["noun"]
ruesch	ɹˈuʃ
rues	ɹuːz	["noun","verb"]
rues	ɹˈuz
ruess	ɹˈus
ruest	ɹˈust
rueter	ɹˈutɚ
ruether	ɹˈuθɚ
rueth	ɹˈuθ
ruetz	ɹˈuts
rufenacht	ɹˈufənɑkt
rufener	ɹˈʌfinɚ
rufer	ɹˈufɚ
rufe	ɹˈuf
ruffalo	ɹufˈɑloʊ
ruffcorn	ɹˈʌfkɚn
ruffed	ɹʌft	["adjective","verb"]
ruffer	ɹˈʌfɚ
ruffian	ˈɹʌfɪən	["noun","adjective","verb"]
ruffing	ɹˈʌfɪŋ
ruffini	ɹufˈini
ruffino	ɹufˈinoʊ
ruffin	ɹˈʌfɪn
ruffled	ɹˈʌfəld
ruffle	ɹˈʌfəl
ruffle	ˈɹʌfəl	["noun","verb"]
ruffles	ɹˈʌfəlz
ruffling	ɹˈʌfəlɪŋ
ruffling	ɹˈʌflɪŋ
ruffner	ɹˈʌfnɚ
ruffolo	ɹufˈoʊloʊ
rufford	ɹˈʌfɚd
ruffo	ɹˈʌfoʊ
ruff	ɹˈʌf
ruff	ɹʌf	["noun","verb"]
rufina	ɹufˈinə
ruford	ɹˈufɚd
rufo	ɹˈufoʊ
rufous	ˈɹuːfəs	["noun","adjective"]
rufow	ɹˈufoʊ
ruf	ɹˈʌf
rufty	ɹˈʌfti
rufus	ɹˈufəs
rugby	ɹˈʌgbi
rugby	ˈɹʌgbɪ	["noun"]
rugen	ɹˈʌgən
rugeroni	ɹˌudʒɛɹˈoʊni
ruger	ɹˈugɚ
ruge	ɹˈudʒ
ruggedly	ɹˈʌgɪdli
rugged	ɹˈʌgd
rugged	ɹˈʌgɪd
rugged	ˈɹʌgɪd	["adjective"]
ruggerio	ɹudʒˈɛɹioʊ
ruggeri	ɹudʒˈɛɹi
rugger	ˌɹəgəɹ	["noun"]
ruggieri	ɹudʒˈɪɹi
ruggiero	ɹudʒˈɪɹoʊ
ruggirello	ɹudʒɪɹˈɛloʊ
ruggles	ɹˈʌgəlz
rugg	ɹˈʌg
rugh	ɹˈʌ
rugose	ɹʊˈgəʊs	["adjective"]
rug	ɹˈʌg
rug	ɹʌg	["noun","adjective","verb"]
rugs	ɹˈʌgz
ruhe	ɹˈuh
ruhland	ɹˈʌlənd
ruhle	ɹˈuəl
ruhlman	ɹˈulmən
ruhl	ɹˈʌl
ruhnau	ɹˈunaʊ
ruhnke	ɹˈʌŋk
ruhollah	ɹuhˈɑlə
ruhrgas	ɹˈʊɹgəs
ruhr	ɹˈʊɹ
ruh	ɹˈʌ
ruhul	ɹˌuhˈul
ruined	ɹuːnd	["adjective","verb"]
ruined	ɹˈuɪnd
ruining	ɹˈuɪnɪŋ
ruinous	ɹˈuɪnəs
ruin	ˈɹuːɪn	["noun","verb"]
ruin	ɹˈuɪn
ruins	ˈɹuːɪnz	["noun","verb"]
ruins	ɹˈuɪnz
ruis	ɹˈuɪz
ruiter	ɹˈutɚ
ruiz	ɹuˈiz
rujith	ɹˌudʒˈiθ
rukavina	ɹəkəvˈaɪnə
rukeyser	ɹˌukˈeɪzɚ
ruland	ɹˈulənd
rula	ɹˈulə
rulebook	ɹˈulbˌʊk
ruled	ɹuːld	["adjective","verb"]
ruled	ɹˈuld
rulemaking	ɹˈulmˌeɪkɪŋ
ruler	ˈɹuːləɹ	["noun","verb"]
ruler	ɹˈulɚ
rulers	ɹˈulɚz
rule	ɹuːl	["noun"]
rule	ɹˈul
rules	ˈɹuːlz	["noun","verb"]
rule's	ɹˈulz
rules	ɹˈulz
ruley	ɹˈuli
ruling	ˈɹuːlɪŋ	["noun","adjective","verb"]
ruling	ɹˈulɪŋ
ruling's	ɹˈulɪŋz
rulings	ɹˈulɪŋz
rulison	ɹˈʌlɪsən
rulli	ɹˈuli
rullman	ɹˈʌlmən
rullo	ɹˈuloʊ
rulon	ɹˈulən
ruly	ˈɹuːlɪ	["adjective"]
rumack	ɹˈumæk
rumage	ɹˈʌmɪdʒ
rumanian	ɹumˈeɪniən
rumania	ɹumˈeɪniə
ruman	ɹˈumən
rumbaugh	ɹˈʌmbˌɔ
rumberger	ɹˈʌmbɚgɚ
rumbled	ɹˈʌmbəld
rumble	ɹˈʌmbəl
rumble	ˈɹʌmbəl	["noun","interjection","verb"]
rumbles	ɹˈʌmbəlz
rumbley	ɹˈʌmbli
rumbling	ɹˈʌmbəlɪŋ
rumbling	ɹˈʌmblɪŋ
rumbling's	ɹˈʌmbəlɪŋz
rumblings	ɹˈʌmbəlɪŋz
rumbling's	ɹˈʌmblɪŋz
rumblings	ɹˈʌmblɪŋz
rumbold	ɹˈʌmbˌoʊld
rumen	ɹˈumən
rumen	ˈɹʊmən	["noun"]
rumer	ɹˈumɚ
rumery	ɹˈʌmɚi
rumfelt	ɹˈʌmfˌɛlt
rumford	ɹˈʌmfɚd
ruminant	ˈɹuːmɪnənt	["noun","adjective"]
ruminant	ɹˈumənənt
rumina	ɹˈumɪnə
ruminated	ɹˈumɪnˌeɪtɪd
ruminate	ɹˈumɪnˌeɪt
ruminate	ˈɹʊmɪneɪt	["adjective","verb"]
rumination	ɹˌumɪnˈeɪʃən
ruminations	ɹˌumɪnˈeɪʃənz
ruminski	ɹəmˈɪnski
rumler	ɹˈʌmlɚ
rumley	ɹˈʌmli
rummaged	ɹˈʌmɪdʒd
rummage	ɹˈʌmɪdʒ
rummage	ˈɹʌmɪdʒ	["noun","verb"]
rummages	ɹˈʌmɪdʒɪz
rummaging	ɹˈʌmɪdʒɪŋ
rummell	ɹˈʌməl
rummel	ɹˈʌməl
rummy	ɹˈʌmi
rummy	ˈɹʌmɪ	["noun"]
rumney	ɹˈʌmni
rumored	ɹˈumɚd
rumore	ɹumˈɔɹ
rumor	ˈɹuːməɹ	["noun","verb"]
rumor	ɹˈumɚ
rumors	ɹˈumɚz
rumour	ɹˈumɚ
rumours	ɹˈumɚz
rumpel	ɹˈʌmpəl
rumpf	ɹˈʌmpf
rumph	ɹˈʌmf
rumpled	ɹˈʌmpəld
rumple	ɹˈʌmpəl
rumple	ˈɹʌmpəl	["noun","verb"]
rump	ɹˈʌmp
rump	ˈɹʌmp	["noun","verb"]
rumrill	ɹˈʌmɹɪl
rum	ɹˈʌm
rum	ɹʌm	["noun"]
rumsey	ɹˈʌmzi
rumsfeld	ɹˈʌmzfˌɛld
rumson	ɹˈʌmsən
rums	ɹˈʌmz
runabout	ɹˈʌnəbˌaʊt
runaround	ɹˈʌnəɹˌaʊnd
runaway	ɹˈʌnəwˌeɪ
runaway	ˈɹʌnəweɪ	["noun","adjective"]
runaways	ɹˈʌnəwˌeɪz
runcie	ɹˈʌnsi
runckel	ɹˈʌŋkəl
runck	ɹˈʌŋk
runco	ɹˈʌŋkoʊ
rundall	ɹˈʌndəl
rundell	ɹˈʌndəl
runde	ɹˈʌnd
rundle	ɹˈʌndəl
rundown	ɹˈʌndˌaʊn
rundquist	ɹˈʌndkwˌɪst
rund	ɹˈʌnd
rune	ɹuːn	["noun"]
rune	ɹˈun
runes	ɹˈunz
runge	ɹˈʌndʒ
rung	ɹˈʌŋ
rung	ɹʌŋ	["noun"]
rungs	ɹˈʌŋz
runion	ɹˈunjən
runions	ɹˈunjənz
runkel	ɹˈʌŋkəl
runkle	ɹˈʌŋkəl
runkles	ɹˈʌŋkəlz
runko	ɹˈʌŋkoʊ
runk	ɹˈʌŋk
runnells	ɹˈʌnəlz
runnel	ˈɹʌnl	["noun","verb"]
runnels	ɹˈʌnəlz
runner	ɹˈʌnɚ
runner's	ɹˈʌnɚz
runners	ɹˈʌnɚz
running	ɹˈʌnɪŋ
running	ˈɹʌnɪŋ	["noun","verb","adjective","preposition","adverb"]
runnings	ɹˈʌnɪŋz
runnin	ɹˈʌnɪn
runnion	ɹˈʌnjən
runny	ɹˈʌni
runny	ˈɹʌnɪ	["adjective"]
runoff	ɹˈʌnˌɔf
runout	ˈɹʌnaʊt	["noun"]
runquist	ɹˈʌŋkwˌɪst
run	ɹˈʌn
run's	ɹˈʌnz
runs	ɹˈʌnz
runs	ɹʌnz	["noun","verb"]
runte	ɹˈʌnt
runt	ˈɹʌnt	["noun"]
runup	ɹˈʌnˌʌp
runups	ɹˈʌnˌʌps
runway	ɹˈʌnwˌeɪ
runways	ɹˈʌnwˌeɪz
runyan	ɹˈʌnjən
runyon	ɹˈʌnjən
runzheimer	ɹˈʌnzhˌaɪmɚ
ruocco	ɹuˈoʊkoʊ
ruoff	ɹˈuɔf
ruotolo	ɹuoʊtˈoʊloʊ
rupard	ɹˈupɚd
rupaul	ɹupˈɔl
rupee	ɹupˈi
rupees	ɹˈupiz
rupees	ɹupˈiz
ruperta	ɹupˈɛɹtə
rupert	ɹˈupɚt
rupe	ɹˈup
rupestrian	ɹuːˈpestɹɪən	["adjective"]
ruphy	ɹˈufi
rupiah	ɹupˈaɪə
ruple	ɹˈupəl
rupley	ɹˈʌpli
rupnow	ɹˈʌpnoʊ
ruposi	ɹupˈoʊsi
ruppel	ɹˈʌpəl
ruppenthal	ɹˈʌpɪnθəl
ruppert	ɹˈʌpɚt
ruppe	ɹˈʌp
rupprecht	ɹˈupɹˌɛkt
rupp	ɹˈʌp
ruprecht	ɹˈʌpɹɪkt
ruptured	ɹˈʌptʃɚd
rupture	ˈɹʌptʃə	["noun","verb"]
rupture	ɹˈʌptʃɚ
ruptures	ɹˈʌptʃɚz
rupturing	ɹˈʌptʃɚɪŋ
rural	ˈɹɔːɹəl	["noun","adjective"]
rural	ɹˈʊɹəl
rurik	ɹˈʊɹɪk
ruritania	ɹˌʊɹətˈeɪniə
ru	ɹˈu
rusalka	ɹˌusˈælkə
rusche	ɹˈʌʃ
rusch	ɹˈʌʃ
ruscitti	ɹustʃˈiti
rusconi	ɹuskˈoʊni
rused	ɹˈuzd
ruseler	ɹˈusɪlɚ
ruse	ɹˈuz
ruses	ɹˈuzɪz
rushdie	ɹˈʌʃdi
rushdie's	ɹˈʌʃdiz
rushed	ɹˈʌʃt
rushed	ɹʌʃt	["adjective","verb"]
rusher	ɹˈʌʃɚ
rushes	ɹˈʌʃɪz
rushes	ˈɹʌʃɪz	["noun","verb"]
rushford	ɹˈʌʃfɚd
rushing	ɹˈʌʃɪŋ
rushing	ˈɹʌʃɪŋ	["noun","adjective","verb"]
rushin	ɹˈʌʃɪn
rushlow	ɹˈʌʃloʊ
rushmore	ɹˈʌʃmɔɹ
rush	ɹˈʌʃ
rush	ɹʌʃ	["noun"]
rush's	ɹˈʌʃɪz
rushton	ɹˈʌʃtən
rusinko	ɹˌusˈɪŋkoʊ
rusin	ɹˈusɪn
ruskin	ɹˈʌskɪn
rusk	ɹˈʌsk
rusk	ɹʌsk	["noun"]
rusk's	ɹˈʌsks
ruslan	ɹˈʌslən
rusnak	ɹˈʌsnək
rusnock	ɹˈʌsnək
rus	ɹˈʌs
russak	ɹˈʌsək
russa	ɹˈusə
russell	ɹˈʌsəl
russell's	ɹˈʌsəlz
russellville	ɹˈʌsəlvˌɪl
russel	ɹˈʌsəl
russel's	ɹˈʌsəlz
russert	ɹˈʌsɚt
russe	ɹˈʌs
russet	ɹˈʌsɪt
russet	ˈɹʌsɪt	["noun","adjective","verb"]
russets	ɹˈʌsɪts
russett	ɹˈʌsɪt
russey	ɹˈʌsi
russian	ɹˈʌʃən
russian's	ɹˈʌʃənz
russians	ɹˈʌʃənz
russia	ɹˈʌʃə
russia's	ɹˈʌʃəz
russification	ɹˌusəfɪkˈeɪʃən
russification	ɹˌʌsəfɪkˈeɪʃən
russified	ɹˈʌsəfaɪd
russin	ɹˈʌsɪn
russi	ɹˈusi
russler	ɹˈʌslɚ
russman	ɹˈʌsmən
russolillo	ɹˌusoʊlˈioʊ
russolillo	ɹˌusoʊlˈɪloʊ
russomanno	ɹˈʌsəmɪnoʊ
russom	ɹˈʌsəm
russo	ɹˈusoʊ
russow	ɹˈʌsoʊ
russ	ɹˈʌs
russum	ɹˈʌsəm
rustad	ɹˈʌstəd
rusted	ɹˈʌstɪd
rustic	ɹˈʌstɪk
rustic	ˈɹʌstɪk	["noun","adjective"]
rustier	ɹˈʌstiɚ
rustiest	ɹˈʌstiɪst
rustigan	ɹˈʌstɪgən
rusting	ɹˈʌstɪŋ
rustin	ɹˈʌstɪn
rustler	ɹˈʌslɚ
rustlers	ɹˈʌsəlɚz
rustlers	ɹˈʌslɚz
rustle	ɹˈʌsəl
rustle	ˈɹʌsəl	["noun","verb"]
rustling	ɹˈʌsəlɪŋ
ruston	ɹˈʌstən
rustproofing	ɹˈʌstpɹˈufɪŋ
rustproof	ɹˈʌstpɹˈuf
rust	ɹˈʌst
rust	ɹʌst	["noun"]
rust's	ɹˈʌsts
rusts	ɹˈʌsts
rusts	ɹʌsts	["noun","verb"]
rusty	ɹˈʌsti
rusty	ˈɹʌstɪ	["adjective"]
rusty's	ɹˈʌstiz
rustys	ɹˈʌstiz
ruszkowski	ɹəʃkˈɔfski
rutabaga	ɹˈutəbeɪgə
rutabaga	ˈɹʊtəˌbeɪgə	["noun"]
rutabagas	ɹˈutəbeɪgəz
rutan	ɹˈutən
rutan's	ɹˈutənz
ruta	ɹˈutə
ruter	ɹˈutɚ
rutgard	ɹˈʌtgˌɑɹd
rutger	ɹˈʌtgɚ
rutger's	ɹˈʌtgɚz
rutgers	ɹˈʌtgɚz
ruthann	ɹˌuθˈæn
ruthenberg	ɹˈʌθənbɚg
ruthenium	ɹuːˈθiːnɪəm	["noun"]
rutherfordium	ˌɹʌðəɹˈfɔːɹdɪəm	["noun"]
rutherford	ɹˈʌθɚfɚd
ruther	ɹˈuθɚ
ruthie	ɹˈuθi
ruthlessly	ɹˈuθləsli
ruthlessness	ɹˈuθləsnəs
ruthless	ˈɹuːθləs	["adjective"]
ruthless	ɹˈuθləs
ruth	ɹuːθ	["noun"]
ruth	ɹˈuθ
ruth's	ɹˈuθs
ruthven	ɹˈʌθvən
rutigliano	ɹutigliˈɑnoʊ
rutile	ɹˈutil
rutkoski	ɹətkˈaʊski
rutkowski	ɹətkˈɔfski
rutland	ɹˈʌtlənd
rutledge	ɹˈʌtlɪdʒ
rutley	ɹˈʌtli
rutman	ɹˈʌtmən
rut	ɹˈʌt
rut	ɹʌt	["noun","verb"]
rutskoi	ɹˈutskɔɪ
rutskoi's	ɹˈutskɔɪz
ruts	ɹˈʌts
rutstein	ɹˈʌtstˌaɪn
ruttan	ɹˈʌtən
rutted	ɹˈʌtɪd
rutted	ˈɹʌtɪd	["adjective","verb"]
ruttenberg	ɹˈʌtənbɚg
rutten	ɹˈʌtən
rutter	ɹˈʌtɚ
ruttle	ɹˈʌtəl
ruttles	ɹˈʌtəlz
rutt	ɹˈʌt
rutts	ɹˈʌts
rutzen	ɹˈʌtzən
rutz	ɹˈʌts
ruud	ɹˈud
ruvalcaba	ɹuvɑlkˈɑbə
ruvolo	ɹuvˈoʊloʊ
ruwe	ɹˈuw
ruxpin	ɹˈʌkspɪn
ruxpin's	ɹˈʌkspɪnz
rux	ɹˈʌks
ruybal	ɹˈaɪbəl
ruyle	ɹˈaɪl
ruzek	ɹˈuzɛk
ruzich	ɹˈʌzɪh
ruzicka	ɹˌuzˈɪkə
ruzzo	ɹˈuzoʊ
rwandan	ɹəwˈɑndən
rwandan's	ɹəwˈɑndənz
rwandans	ɹəwˈɑndənz
rwanda	ɹəwˈɑndə
rwanda's	ɹəwˈɑndəz
rwandese	ɹəwˌɑdˈiz
ryall	ɹiˈɑl
ryal	ɹiˈɑl
ryals	ɹiˈɑlz
ryanair	ɹˈaɪənˌɛɹ
ryanodine	ɹaɪˈænədin
ryan	ɹˈaɪən
ryan's	ɹˈaɪənz
ryans	ɹˈaɪənz
ryava	ɹaɪˈɑvə
ryave	ɹˈaɪəv
rybacki	ɹˌɪbˈɑki
rybacki	ɹɪbˈɑtski
ryback	ɹˈaɪbˌæk
rybakov	ɹˈaɪbəkˌɑv
rybakov's	ɹˈaɪbəkˌɑvz
rybak	ɹˈɪbək
rybarczyk	ɹˈɪbɚtʃɪk
ryba	ɹˈɪbə
ryberg	ɹˈaɪbɚg
rybicki	ɹɪbˈɪtski
rybinski	ɹɪbˈɪnski
rybka	ɹˈɪbkə
rybolt	ɹˈɪboʊlt
ryburn	ɹˈɪbɚn
rychlik	ɹˈɪklɪk
rychlik	ɹˈɪtʃlɪk
ryckman	ɹˈɪkmən
rycroft	ɹˈɪkɹəft
ryczek	ɹˈɪtʃɛk
rydberg	ɹˈɪdbɚg
rydell	ɹˈɪdəl
ryden	ɹˈaɪdən
ryder	ɹˈaɪdɚ
ryder's	ɹˈaɪdɚz
rydman	ɹˈɪdmən
rydzewski	ɹɪdʒˈɛfski
ryen	ɹˈaɪən
ryer	ɹˈaɪɚ
ryerson	ɹˈaɪɹsən
rye	ɹˈaɪ
rye	ɹaɪ	["noun"]
rygel	ɹˈaɪdʒəl
rygiel	ɹˈaɪdʒiəl
ryka	ɹˈaɪkə
ryker	ɹˈaɪkɚ
rykiel	ɹˈikjɛl
rykiel	ɹˈɪkjɛl
rykoff	ɹˈaɪkˌɔf
rykowski	ɹɪkˈɔfski
rylander	ɹˈɪləndɚ
ryland	ɹˈɪlənd
rylan	ɹˈaɪlən
rylee	ɹˈɪli
ryle	ɹˈaɪl
ryles	ɹˈaɪlz
ryley	ɹˈaɪli
ryman	ɹˈaɪmən
rymer	ɹˈaɪmɚ
rynders	ɹˈɪndɚz
rynearson	ɹˈɪnɚsən
ryner	ɹˈaɪnɚ
rynes	ɹˈaɪnz
ryno	ɹˈɪnoʊ
ryobi	ɹˌaɪˈoʊbi
ryohei	ɹˈaɪoʊhˌeɪ
ryon	ɹˈaɪən
ryot	ˈɹaɪət	["noun"]
ryrie	ɹˈaɪɹi
rysavy	ɹɪsˈɑvi
ryser	ɹˈaɪsɚ
ryskamp	ɹˈaɪskˌæmp
rys	ɹˈɪs
ryther	ɹˈɪðɚ
ryton	ɹˈɪtən
ryutaro	ɹjutˈɑɹoʊ
ryuzo	ɹˌaɪˈuzoʊ
ryzhkov	ɹˈaɪzkɑv
rzasa	ɚzˈɑsə
rzepka	ɚzˈɛpkə
saab	sˈɑb
saab's	sˈɑbz
saad	sˈɑd
saal	sˈɑl
saam	sˈɑm
saamstaan	sˈɑmstˌɑn
saarinen	sˈɑɹɪnən
saarinen	səɹˈinən
saari	sˈɑɹi
saar	sˈɑɹ
saas	sˈɑs
saatchi	sˈɑtʃi
saatchi's	sˈɑtʃiz
saathoff	sˈɑthˌɔf
saavedra	sɑvˈeɪdɹə
sabadilla	ˌsæbəˈdiːjə	["noun"]
sabah	sˈɑbə
sabalan	sˈæbələn
sabala	sɑbˈɑlə
saban	sˈeɪbən
saba	sˈɑbə
sabas	sˈɑbəz
sabatine	sɑbɑtˈini
sabatini	sˌæbətˈini
sabatino	sɑbɑtˈinoʊ
sabatista	sˌɑbətˈistə
sabatista's	sˌɑbətˈistəz
sabatistas	sˌɑbətˈistəz
sabatka	sɑbˈɑtkə
sabato	sɑbˈɑtoʊ
sabat	sˈɑbɑt
sabaudia	səbˈɔdiə
sabayon	ˈsæbaɪjɒ	["noun"]
sabbagh	sˈæbəg
sabbath	sˈæbəθ
sabbaths	sˈæbəθs
sabbatical	səbˈætɪkəl
sabbaticals	səbˈætɪkəlz
sabb	sˈæb
sabedra	səbˈɛdɹə
sabella	səbˈɛlə
sabel	sɑbˈɛl
sabena	səbˈinə
saberbein	sˈeɪbɚbˌaɪn
saberbein's	sˈeɪbɚbˌaɪnz
saber	ˈseɪbə	["noun","verb"]
saber	sˈeɪbɚ
sabers	sˈeɪbɚz
sabertech	sˈeɪbɚtˌɛk
sabey	sˈeɪbi
sabia	sˈɑbiə
sabina	səbˈinə
sabine	səbˈin
sabine's	səbˈinz
sabino	sɑbˈinoʊ
sabin	sˈeɪbɪn
sabins	sˈeɪbɪnz
sabir	sˈeɪbɚ
sabir	səbˈɪɹ
sablan	sˈæblən
sable	sˈeɪbəl
sable	ˈseɪbəl	["noun","adjective"]
sables	sˈeɪbəlz
sables	ˈseɪbəlz	["noun"]
sabol	sɑbˈɔl
sabol's	sɑbˈɔlz
sabortech	sˈeɪbɚtˌɛk
sabo	sˈɑboʊ
sabotaged	sˈæbətˌɑʒd
sabotage	sˈæbətˌɑʒ
sabotage	ˈsæbətɒʒ	["noun","verb"]
sabotaging	sˈæbətˌɑʒɪŋ
saboteur	ˌsæbəˈtɜːɹ	["noun"]
saboteur	sˌæbətˈʊɹ
saboteurs	sˌæbətˈʊɹz
sabot	ˈsæbəʊ	["noun"]
sabourin	sˈæbʊɹæn
sabra	sˈɑbɹə
sabre	ˈseɪbə	["noun","verb"]
sabre	sˈeɪbɚ
sabres	sˈeɪbɚz
sabretech	sˈeɪbɚtˌɛk
sabrina	səbɹˈinə
sabry	sˈɑbɹi
sab's	sˈæbz
sabta	sˈæbtə
sabunuma	sæbˈunəmə
sabzi	səbˈziː	["noun"]
saccade	səˈkɑːd	["noun","verb"]
sacca	sˈækə
saccharide	ˈsækəɹaɪd	["noun"]
saccharine	sˈækɚˌaɪn
saccharin	sˈækɚən
saccoccio	sɑkˈoʊtʃioʊ
saccomanno	sˈækəmˌænoʊ
saccone	sɑkˈoʊni
sacco	sˈækoʊ
sacco's	sˈækoʊz
saccule	sˈækjˌul
sacculus	ˈsækjʊləs	["noun"]
sacerdotal	ˌsæsəɹˈdəʊtəl	["adjective"]
sacha	sˈætʃə
sachdev	sˈætʃdˌɛv
sachem	ˈsætʃəm	["noun"]
sacher	sˈækɚ
sacher	sˈɑʃɚ
sachet	sæʃˈeɪ
sachet	sæˈʃeɪ	["noun"]
sachin	sˈætʃɪn
sachi	sˈætʃi
sachse	sˈætʃs
sachs	sˈæks
sachs	sˈɑks
sachs's	sˈæksɪz
sacilor	sˈæsəlɚ
sacirbey	sˈɑkɚbi
sacirbey's	sˈɑkɚbiz
sacked	sˈækt
sackett	sˈækɪt
sacking	sˈækɪŋ
sackler	sˈæklɚ
sackmann	sˈækmən
sackman	sˈækmən
sackrider	sˈækɹˌaɪdɚ
sack	sˈæk
sacks	sˈæks
sacksteder	sˈækstˌɛdɚ
sackville	sˈækvˌɪl
saco	sˈeɪkoʊ
sacral	ˈseɪkɹəl	["noun","adjective"]
sacramental	sˈækɹəməntəl
