अंकगणित	əŋkəgəɳiːt̪
वाहिन्यांना	ʋaːɦiɳjɑːn̪n̪ə
वाहिन्यांनी	ʋaːɦiɳjɑɳiː
वाहिन्यांवर	ʋaːɦiɳjɑːʋəɾ
वाहिन्यांवरच्या	ʋaːɦiɳjɑːɳgɛ
वाहिन्यांवरील	ʋaːɦiɳjɑːʋaɾiːl
वाहिया	ʋaːɦiə
वाहिली	ʋaːɪɭiː
वाहिलेले	ʋaːɦɪlele
वाही	ʋaːɪ
वाहू	ʋaːhuː
वाहून	ʋaːhuːn
वि	ʋi
विओएलटीई	ʋiːoɛl̪ʈeː
विओला	ʋiːoːlɑː
विंक	ʋiŋk
विकणारा	ʋɪkəɳaːrɑ
विकणारे	ʋɪkɳaːɾe
विकणाऱ्या	ʋɪkɳaːɾjɑː
विकण्याचा	ʋɪkəɳjətʃə
विकण्याची	ʋɪkəɳjəʧiː
विकण्यात	ʋɪkɳjɑːt̪
विकण्यास	ʋɪkɳjɑs
विकण्यासाठी	ʋɪkɳjɑːʃɪtʃi
विकत	ʋɪkət̪
विकतच्या	ʋɪkət̪tɕe
विकता	ʋɪktaː
विकता	ʋɪkt̪ə
विकतात	ʋɪkt̪aːt̪
विंकने	ʋiŋkne
विकला	ʋɪkɭə
विकलांग	ʋɪkəlaːŋ
विकली	ʋɪkɭiː
विकले	ʋɪkɭe
विकल्प	ʋɪkəlp
विकल्या	ʋɪkɭjə
विकसनशील	ʋɪkəɳɕiːl
विकसित	ʋɪkəsɪt̪
विकसीत	ʋɪkʃiːt̪
विकायचा	ʋɪkɑːjʧə
विकायला	ʋɪkɑjɭɑ
विकार	ʋiːkɑːr
विकारही	ʋiːkəɾɦiː
विकारांचा	ʋiːkɑːɾɑːɲtʃə
विकाराचा	ʋiːkɑːɾɑːtʃə
विकाराची	ʋiːkɑːɾɑːtʃiː
विकारांचे	ʋɪkɑːɾɑːnʧe
विकाराच्या	ʋiːkɑːɾɑːtʃʰeː
विकारांच्या	ʋiːkɑːɾeːɳʈʈʰeː
विकारांत	ʋɪkɑːɾɑːɳʈ
विकारात	ʋɪkɑːɾɑːt̪
विकारांना	ʋiːkɑːɾɑːn̪n̪ə
विकारांनी	ʋiːkɑːɾɑːɳɳiː
विकाराने	ʋiːkɑːɾɑːne
विकारांमध्ये	ʋiːkɑːɾɑːmʈʰeː
विकारामुळे	ʋɪkɑːɾɑːmʊɭe
विकारांमुळे	ʋɪkɑːɾɑːmʊɭe
विकारांवर	ʋiːkɑːɾɑːnʋɑɾ
विकारावर	ʋiːkɑːɾɑːʋəɾ
विकारांसाठी	ʋiːkɑːɾɑːnsɑːʈʈʰi
विकास	ʋɪkɑːs
विकासक	ʋɪkɑːsək
विकासचा	ʋɪkɑːs̪tɕʰə
विकासने	ʋɪkɑːs̪n̪e
विकाससंहिता	ʋɪkɑːs̪ə̆s̪ŏn̪ɦɪt̪ə
विकासाकरिता	ʋɪkɑːsɑːkɾɪt̪ə
विकासाचा	ʋɪkɑːsɑːtʃə
विकासाचे	ʋɪkɑːsɑːtʃe
विकासाच्या	ʋɪkɑːsɑːtʃʰə
विकासाबरोबर	ʋɪkɑːsəɾoːbər
विकासाबाबत	ʋɪkɑːsɑːbɑːbət̪
विकासावर	ʋɪkɑːsəʋəɾ
विकासासाठी	ʋɪkɑːsɑːsɑːʈʈʰi
विकी	ʋiki
विकू	ʋikuː
विकून	ʋiːkuːn̪
विकृत	ʋɪkɾɪt̪
विकृती	ʋɪkɾ̥tiː
विकेट	ʋikeːʈ
विकेटचा	ʋikeːʈtɕə
विकेटच्या	ʋikeːʈʈʰe
विकेटने	ʋikeːʈne
विकेटला	ʋɪkɛːt̪ɭə
विकेटवर	ʋikeːʈʋəɾ
विकेटसाठी	ʋikeːʈəsɑːʈʈi
विकेटस्	ʋikeːʈʌs
विकेटही	ʋikeːʈʰiː
विकेट्स	ʋikeːʈs
विकेट्सचा	ʋikeːʈstɕə
विकेट्सची	ʋikeːʈʂtʃiː
विकेट्सच्या	ʋikeːʈstɕə
विकेट्सने	ʋikeːʈsne
विकेट्सही	ʋɪkɛːʈʂɦiː
विकेंड	ʋikeːɳɖ
विकेण्डला	ʋɪkəɳɖəɭə
विकोपास	ʋɪkoːpɑːs
विक्की	ʋɪkːiː
विक्रम	ʋɪkɾəm
विक्रमवीर	ʋɪkɾəmʋiːɾ
विक्रमसिंघे	ʋɪkɾəmʂiŋge
विक्रमही	ʋɪkɾəmʱiː
विक्रमांचा	ʋɪkɾəmaːtɕə
विक्रमांची	ʋɪkɾəmaːtɕiː
विक्रमाची	ʋɪkɾəmaːtʃi
विक्रमाचे	ʋɪkɾəmaːtʃe
विक्रमाच्या	ʋɪkɾəmaːtʃʰeː
विक्रमादित्य	ʋɪkɾəmaːd̪iːʈʏ
विक्रमांना	ʋɪkɾəmaːɳɑ
विक्रमाला	ʋɪkɾəmaːɭə
विक्रमाशी	ʋɪkɾəmaːʃiː
विक्रमासह	ʋɪkɾəmaːsəɦ
विक्रमी	ʋɪkɾəmi
विक्रांत	ʋɪkɾɑːɳʈ
विक्रिसाठी	ʋɪkɾɪsɑːʈʰi
विक्री	ʋɪkɾiː
विक्रीचा	ʋɪkɾiːtʃə
विक्रीच्या	ʋɪkɾiːtʃʰə
विक्रीत	ʋɪkɾiːt̪
विक्रीदेखील	ʋɪkɾiːd̪eːkʰiːl
विक्रीमध्ये	ʋɪkɾiːmɖʱe
विक्रीला	ʋɪkɾiːlɑ
विक्रीवर	ʋɪkɾiːʋəɾ
विक्रीस	ʋɪkɾiːs
विक्रीसाठी	ʋɪkɾiːsɑːʈʈʰi
विक्रीही	ʋɪkɾiːhiː
विक्रेता	ʋɪkɾeːt̪ə
विक्रेते	ʋɪkɾeːt̪e
विक्रेत्यांनी	ʋɪkɾeʈʲaɲɳi
विक्रेत्याने	ʋɪkɾeʈʰjɑːne
विक्षिप्त	ʋɪkʂɪpt̪
विख्यात	ʋɪkʰjɛːʈ
विंग	ʋiŋ
विगन	ʋɪgən
विगिन्स	ʋɪgɪnʃ
विंगेट	ʋiŋgeʈ
विंगेत	ʋiŋgeːt̪
विंग्लिश	ʋiŋgliʃ
विघटन	ʋɪgʱʈən
विघटनशील	ʋɪgʱʈəɳʃiːl
विघ्न	ʋɪgʱn̪
विघ्नेश	ʋɪgʱneʃ
विच	ʋɪtʃ
विंचरु	ʋɪɲtʃəɾu
विचलित	ʋɪtɕəɭɪt̪
विचलीत	ʋɪtɕʎiːt̪
विचार	ʋɪtɕɑːr
विचारच	ʋɪtɕaːɾtɕʰ
विचारचक्र	ʋɪtɕaːɾtɕkɾə
विचारणा	ʋɪtɕəɾɳɑ
विचारणार	ʋɪtɕəɾəɳaːr
विचारणाही	ʋɪtɕaɾɪnɑːhiː
विचारण्यात	ʋɪtɕəɾəɳjɑːt̪
विचारत	ʋɪtʃəɾət̪
विचारता	ʋɪtɕɑːɾt̪ə
विचारतात	ʋɪtʃəɾət̪aːt̪
विचारताना	ʋɪtʃəɾət̪aːn̪ə
विचारते	ʋɪtɕɑːɾt̪e
विचारतो	ʋɪtɕaːɾtoː
विचारधारा	ʋɪtɕaːɾdʰaːɾə
विचारपूर्वक	ʋɪtɕaːɾpuːɾʋək
विचारपूस	ʋɪtɕaːɾpuːs
विचारलं	ʋɪtɕaːɾəɭəɳ
विचारला	ʋɪtɕɑːɾɭə
विचारली	ʋɪtɕɑːɾliː
विचारले	ʋɪtɕɑːɾle
विचारलेला	ʋɪtɕɑːɾɭeːɭə
विचारलेल्या	ʋɪtɕɑːɾleːɳɑː
विचारल्या	ʋɪtɕɑːɾlɑː
विचारल्यावर	ʋɪtɕaːɾəɭəʋəɾ
विचारल्याशिवाय	ʋɪtɕaːɾəɭjɑːʃɪʋɑj
विचारल्यास	ʋɪtɕaːɾl̪jɑːs̪
विचारविनिमय	ʋɪtɕaːɾʋɪnɪmoj
विचारशक्ती	ʋɪtɕaːɾʃəkt̪iː
विचारशील	ʋɪtɕaːɾʃiːl
विचारसरणी	ʋɪtɕaːɾəsaɾɳiː
विचारसरणीचा	ʋɪtɕaɾəsaɾiɲtʃa
विचारसुद्धा	ʋɪtɕaːɾsʊd̪d̪ʰaː
विचारही	ʋɪtɕaːɾɦiː
विचारा	ʋɪtɕaːɾə
विचारांचा	ʋɪtɕaːɾɑːɳtɕʰə
विचारांची	ʋɪtɕaːɾɑːtɕiː
विचारांच्या	ʋɪtɕaːɾɪɳʈʰiː
विचारात	ʋɪtɕaːɾɑːt̪
विचारातून	ʋɪtɕaːɾaːt̪uːn̪
विचारांना	ʋɪtɕaːɾɑːn̪n̪ə
विचारांनी	ʋɪtɕaːɾɪn̪ɪ
विचाराने	ʋɪtɕaːɾɑːn̪e
विचारानेच	ʋɪtɕaːɾaːnɛtɕ
विचारांपासून	ʋɪtɕaːɾaːm̥paːs̪uːn̪
विचारायचं	ʋɪtɕaːɾɑːjəʈʂə
विचारायचा	ʋɪtɕaːɾɑːjʧə
विचारायची	ʋɪtɕaːɾaːtɕiː
विचारायला	ʋɪtɕaːɾɑːjɭɑː
विचारायलाच	ʋɪtɕaːɾɑjɑtɕ
विचाराल	ʋɪtɕaːɾɑːl̪
विचारांवर	ʋɪtɕaːɾɑːnʋəɾ
विचारु	ʋɪtɕɑːɾʊ
विचारू	ʋɪtɕaːruː
विचारून	ʋɪtɕaːɾun
विचारे	ʋɪtɕaːɾe
विचित्र	ʋɪtɕɪt̪ɾ̩
विचित्रच	ʋɪtʃɪt̪ɾətʃ
विंचू	ʋɪɲtɕuː
विच्छा	ʋɪtɕʈʰə
विज	ʋidʒ
विजन	ʋɪdʒən
विजय	ʋɪdʒəj
विजयच	ʋɪdʒəɭtɕʰ
विजयचा	ʋɪdʒəjtɕʰə
विजयचे	ʋidʒəjʈʃe
विजयच्या	ʋɪdʒəjətɕʰeː
विजयन	ʋidʒəɳ
विजयने	ʋɪdʒəɳe
विजयपथावर	ʋidʒəjəpətaʋəɾ
विजयरथ	ʋidʒəɾəʈʰ
विजयला	ʋɪdʒəjəla
विजयश्री	ʋɪdʒəjʃɾiː
विजयसोबत	ʋɪdʒəjsɔbʌt̪
विजयही	ʋɪdʒəjɪ
विजया	ʋidʒjə
विजयाकरता	ʋidʒəjəkəɾt̪ə
विजयाचं	ʋidʒəjətɕəɳ
विजयाचा	ʋɪdʒəjɔtʃə
विजयांची	ʋɪdʒəjəɲtʃiː
विजयाची	ʋɪdʒəjətʃi
विजयाचे	ʋɪdʒəjətʃe
विजयाच्या	ʋɪdʒəjətɕʰeː
विजयाच्याच	ʋidʒəjətɕjə
विजयात	ʋidʒəjɑːt̪
विजयातील	ʋɪdʒəjɑːt̪iːl̪
विजयानंतर	ʋɪdʒəjɑːn̪t̪əɾ
विजयानंतरही	ʋɪdʒəjɑːn̪t̪əɾɦiː
विजयांनिशी	ʋɪdʒəjɑːn̪ɪɕiː
विजयानिशी	ʋɪdʒəjɑːnɪʃiː
विजयाने	ʋidʒəjɑːne
विजयापर्यंत	ʋɪdʒəjəpəɾjəɳʈ
विजयापासून	ʋɪdʒəjɑːpɑːsuːn
विजयाबरोबर	ʋɪdʒəjəboɾoʋɾ
विजयाबाबत	ʋɪdʒəjɑːbɑːbət̪
विजयामध्ये	ʋidʒəjɑːmʈʰe
विजयामुळे	ʋidʒəjɑːmuɭe
विजयांमुळे	ʋɪdʒəjɑːmʊɭe
विजयालक्ष्मी	ʋɪdʒəjɑːlkʂmiː
विजयालक्ष्मीला	ʋɪdʒəjəɭkʂmiːɭə
विजयाला	ʋɪdʒəjɑːlə
विजयावर	ʋɪdʒəjəʋəɾ
विजयास	ʋɪdʒəjəs
विजयांसह	ʋidʒəjəɳsə
विजयासह	ʋɪdʒəjəsəɦ
विजयासाठी	ʋɪdʒəjɑːsɑːʈʈʰi
विजयी	ʋɪdʒjiː
विजयोत्सव	ʋɪdʒəjot̪səʋ
विजा	ʋidʒə
विजापूर	ʋɪdʒɑːpuːr
विजापूरला	ʋɪdʒɑːpuːrɭɑː
विजू	ʋidʒuː
विजूमामा	ʋidʒuːmaː
विजेचा	ʋiɟeʈʈʌ
विजेची	ʋidʒetʃiː
विजेच्या	ʋidʒetɕʰə
विजेता	ʋɪdʒeːt̪ə
विजेतिपदे	ʋɪdʒeːt̪ɪpəɖe
विजेती	ʋɪdʒeːt̪iː
विजेते	ʋɪdʒeːt̪e
विजेतेपदं	ʋidʒet̪eʋəɖəŋ
विजेतेपद	ʋɪdʒeːt̪epəd̪
विजेतेपदही	ʋɪdʒeːt̪epəd̪ʱi
विजेतेपदाचा	ʋɪdʒeːt̪epədaːtʃə
विजेतेपदाची	ʋidʒeːt̪epədaːtʃiː
विजेतेपदाचे	ʋɪdʒeːt̪epəɖɑːtʃe
विजेतेपदांच्या	ʋɪdʒeːt̪epəɖ̆aɭ̆i
विजेतेपदाच्या	ʋɪdʒeʈepəɖɑːtʃʰə
विजेतेपदात	ʋɪdʒet̪eːpəɖɑːt̪
विजेतेपदानंतर	ʋɪdʒet̪epəɳt̪əɳt̪əɾ
विजेतेपदाने	ʋɪdʒeːt̪epəd̪aːne
विजेतेपदामध्ये	ʋɪdʒeːt̪epɑːd̪ɑːmʱɖe
विजेतेपदामुळे	ʋidʒet̪epədamuɭe
विजेतेपदाला	ʋidʒet̪epəɳɾaːlɑ
विजेतेपदावर	ʋɪdʒeːt̪eːpəɖaːʋəɾ
विजेतेपदास	ʋɪdʒeːt̪epəd̪aːs̪
विजेतेपदासह	ʋɪdʒet̪eːpɑːd̪ɑːs̪əʔ
विजेतेपदासाठी	ʋidʒet̪epədaːʈʰiː
विजेतेपदे	ʋɪdʒeːt̪epəd̪e
विजेत्या	ʋɪdʒeːt̪jɑː
विजेत्यांचा	ʋɪdʒeːt̪jɑːɲtʃə
विजेत्याची	ʋɪdʒeːt̪jɑːtʃiː
विजेत्यांची	ʋɪdʒeːt̪jɑːtʃiː
विजेत्याचे	ʋɪdʒeːt̪jɑːtʃe
विजेत्याच्या	ʋɪdʒeːʈʲəʧə
विजेत्यांना	ʋidʒet̪əɳna
विजेत्यांनी	ʋɪdʒeːʈjɑːɳɳiː
विजेत्यानेच	ʋɪdʒet̪jɑːnɛtʃ
विजेत्याला	ʋɪdʒeːt̪jɑːlɑː
विजेंदर	ʋidʒeːnd̪əɾ
विजेंदरने	ʋidʒeːnd̪əɾneː
विजेंदरला	ʋidʒeːnd̪əɾəɭə
विज्ञान	ʋɪdʒɳaːn
विज्युअल	ʋidʒjuəl
विझाग	ʋidʒɑːg
विंटर	ʋɪɳʈəɾ
विटामिन्स	ʋiːtaːmɪnʃ
विटॅमिन	ʋiʈaːmɪn
विंटेज	ʋɪɳʈeːdʒ
विट्टींघसचे	ʋɪʈːiŋgəʃtʃe
विठुरायाच्या	ʋɪʈʊɾɑjɑtʃːe
विठू	ʋiɭuː
विठूरायाचा	ʋiɭ̆uɾaːjɔtʃə
विठ्ठल	ʋɪʈʈʰəl
विठ्ठला	ʋɪʈʰlə
विठ्ठला	ʋɪʈʰɭə
विडय़ाची	ʋɪɖəjətʃi
विडय़ाचे	ʋɪɖəjəʧe
विडा	ʋɪɖa
विंडिजच्या	ʋiɳɖiʈʃɛ
विंडिजविरोधात	ʋiɳɖiʒʋiɾoɖʌt̪
विडी	ʋiɖi
विंडीज	ʋiɳɖiʒ
विंडीजचा	ʋiɳɖiʒtʃə
विंडीजचे	ʋiɳɖiːtʃe
विंडीजच्या	ʋiɳɖiːtʃʰeː
विंडीजने	ʋiɳɖiʐɲe
विंडीजला	ʋiɳɖiʒlɑ
विंडीजविरुद्ध	ʋiɳɖiʐəʋiɾʊd̪ʰ
विंडीजविरुद्धची	ʋiɳɖiʒʋiɾuɖʈtʃi
विंडीजविरुद्धच्या	ʋiɳɖiʐʋiɾʊd̪d̪ʱtʃe
विंडो	ʋɪɳɖo
विंडोज	ʋɪɳɖoːʐ
विंडोज	ʋɪɳɖoːʒ
विणकाम	ʋiɳkɑːm
विणण्याची	ʋɪɳɳjəʧiː
विणली	ʋɪɳliː
विणलेली	ʋɪɳləliː
विणलेले	ʋɪɳləle
विणलेल्या	ʋɪɳləjə
विणल्या	ʋɪɳɭəjə
विणायला	ʋɪɳaːjɭə
वितंचके	ʋɪt̪əɲtʃk̪e
वितरक	ʋɪtəɾək
वितरकांना	ʋɪtəɾkɑːɳɑː
वितरण	ʋɪtəɾəɳ
वितरणही	ʋɪtəɾəɳɦiː
वितरणाचे	ʋɪtəɾəɳətʃe
वितरणावेळी	ʋɪtəɾɳaːʋeʎiː
वितरणासाठी	ʋɪtəɾɳɑːʃɪkʰi
वितळू	ʋɪtəɭuː
वितळून	ʋɪtəɭuːn
वितुष्ट	ʋɪt̪uʂʈʰ
वित्त	ʋɪt̪ːʋ
वित्तीय	ʋɪt̪ːiːj
विथ	ʋɪtʰ
विदय़ापीठ	ʋɪd̪jɑːpʰiːʈʰ
विदय़ापीठाच्या	ʋɪd̪jɑːpiːʈɑːtʃiː
विदय़ापीठातील	ʋɪd̪jɑːpiːʈʰɑːt̪iːl̪
विदर्भ	ʋɪd̪əɾpʰ
विदर्भचा	ʋɪd̪əɾbʱtɕə
विदर्भच्या	ʋɪd̪ɾəɭkʰɑː
विदर्भाकडून	ʋɪd̪əɾbʱagɖuːn
विदर्भाचा	ʋɪd̪əɾbʌtɕə
विदर्भाची	ʋɪd̪əɾbʌtʃi
विदर्भाच्या	ʋɪd̪əɾbʌjə
विदर्भात	ʋɪd̪əɾbʱaːt̪
विदर्भाने	ʋɪd̪əɾbʱaːne
विदर्भाला	ʋɪd̪əɾbʱɑːl̪ə
विदर्भावर	ʋɪd̪əɾbʌɾəʋəɾ
विदर्भासाठी	ʋɪd̪əɾbʱɑːʃɪ
विदाऊट	ʋɪd̪ɑːuʈ
विदारीकंद	ʋɪd̪aːɾikən̪d̪
विदित	ʋɪd̪ɪt̪
विदीत	ʋiːd̪iːt̪
विदीथ	ʋiɖiːt̪ʰ
विदेशात	ʋɪd̪eːʃɑːt̪
विदेशातही	ʋɪd̪eːʃɑːt̪ʰiː
विदेशातील	ʋiːd̪eːʃɑːt̪iːl̪
विदेशातून	ʋɪd̪eːʃɑːt̪uːn̪
विदेशी	ʋɪd̪eːʃiː
विद्यमान	ʋɪd̪ʲəmɑːn̪
विद्यमाने	ʋɪd̪jəmaːne
विद्याíथनीच्या	ʋɪɖjɑːʈʰn̪iːtʃə
विद्या	ʋɪɳɟə
विद्याच्या	ʋɪd̪jətʃə
विद्याधर	ʋɪɖjɑːɖʌɾ
विद्याने	ʋɪɖjɑːne
विद्यानेच	ʋiɖʲɑːnɛtɕʰ
विद्यापिठाच्या	ʋɪɖjɑːpiʈɑːtʃʰɑː
विद्यापीठ	ʋɪd̪jɑːpiːʈʰ
विद्यापीठाकडून	ʋɪɖjɑːpiːʈʰɑːkɖuːn
विद्यापीठाचा	ʋɪɖjɑːpiːʈʈɑtʃə
विद्यापीठाची	ʋɪɖjɑːpiːʈʈɑːtʃiː
विद्यापीठाचे	ʋɪɖjɑːpiːʈʈɑtʃe
विद्यापीठाच्या	ʋɪɖjɑːpiːʈʰɑːtʃiː
विद्यापीठात	ʋɪɖjɑːpiːʈʰɑːt̪
विद्यापीठांतील	ʋɪɖjɑːpiːʈʰɑːnt̪ɪl̪
विद्यापीठातील	ʋɪɖjɑːpiːʈʰɑːt̪iːl̪
विद्यापीठातून	ʋɪɖjɑːpiːʈʰɑːt̪uːn
विद्यापीठाने	ʋɪɖjɑːpiːʈʰɑːnɛ
विद्यापीठामध्ये	ʋɪɖjɑːpiːʈʰɑːmɖʱeː
विद्यापीठासाठी	ʋɪɖjɑːpiːʈʰɑːsɑːtʃi
विद्यापीठे	ʋɪɖjɑːpiːʈʰe
विद्यामंदिर	ʋɪd̪jɑːmɪnd̪ɾɪ
विद्यार्थांनी	ʋɪd̪jɑːr̩ʈʰɑɳɳiː
विद्यार्थिनी	ʋɪɖjɑːɾʈʰiːniː
विद्यार्थी	ʋɪɖjɑːɾʈʰiː
विद्यार्थीवर्ग	ʋɪd̪jɑːɾ̥tʰiːʋəɾɡ̪
विद्यार्थ्यांकडून	ʋɪd̪jɑːɾ̥tʰjɑːŋkaɖuːn
विद्यार्थ्यांची	ʋɪɖjɑːrʈʰjɑːtɕiː
विद्यार्थ्यांचे	ʋɪɖjɑːrʈʰjɑːtʃe
विद्यार्थ्यांच्या	ʋɪd̪jɑːr̩ʈʰjɑːtɕiː
विद्यार्थ्यांना	ʋɪɖjɑːrʈʰjɑːn̪n̪ɑː
विद्यार्थ्यांनाही	ʋɪɖjɑːr̩t̪ʰjɑːn̪ɑːʋi
विद्यार्थ्यांनी	ʋɪɖjɑːr̩ʈʰjɑːɳɳiː
विद्यार्थ्यांमध्ये	ʋɪd̪jɑːr̪t̪ʰjɑːm̥d̪ʑe
विद्यार्थ्यांला	ʋɪd̪jɑːr̩t̪ʰjɑːm̃l̪ɑː
विद्यार्थ्यांवर	ʋɪɖjɑːrʈʰjɑːnʋər
विद्यार्थ्यांशी	ʋɪɖjɑːrʈʰjɑːɳʃiː
विद्यार्थ्यांसाठी	ʋɪd̪jɑːɾt̪ʰʌɾʋɑːɕʈi
विद्यालय	ʋɪɖʌjɛl
विद्यालयाच्या	ʋɪɳjɛːlɑːtʃɪ
विद्यालयातील	ʋɪd̪jɑːlɑːt̪iːl̪
विद्यालयाने	ʋɪɖʲaːɭaːn̪e
विद्याला	ʋɪd̪jɑːlɑː
विद्युत	ʋiɖʏʈʊt̪
विद्युतच्या	ʋiɖʏʈʊtɕə
विद्युल	ʋiɖʏl
विद्रूप	ʋɪdr̥uːp
विद्वान	ʋɪd̪ʋaːn̪
विद्वेषाची	ʋɪd̪ʋeʃɑtʃi
विधवा	ʋɪd̪ʱʋaː
विधान	ʋɪd̪ʱɑːn̪
विधानसभा	ʋɪd̪ʱaːnsəbʱə
विधानाचे	ʋɪd̪ʱaːnɑːtʃeː
विधानात	ʋɪdʰaːnɑːt̪
विधानातील	ʋɪd̪ʱaːn̪aːt̪iːl̪
विधानानंतर	ʋɪdʰaːnɑːnt̪əɾ
विधानाने	ʋɪdʰaːn̪ne
विधानाबद्दल	ʋɪd̪ʱaːn̪əɖ̪d̪əl̪
विधानांमुळे	ʋɪd̪ʱaːn̪aːmʋuɭe
विधाने	ʋɪd̪ʱɑːne
विधी	ʋɪɳɪ
विधींना	ʋɪd̪ʱiːn̪n̪ə
विधू	ʋɪd̪ʱuː
विध्वंस	ʋɪɖʋɑːns
विन	ʋɪn
विनता	ʋɪn̪t̪ə
विनंती	ʋɪnəɳʈi
विनंतीचा	ʋɪnəɳʈiːtʃə
विनंतीही	ʋɪnəntiːhiː
विनम्र	ʋɪnəmr̥
विनय	ʋɪnəj
