aberaeron	abɛreɨ̯rɔn
sgôr	sɡoːr
shibwns	ʃɪbʊns
shibwnsyn	ʃɪbʊnsɨ̞n
shrwmsa	ʃrʊmsa
si	siː
siaced	ʃakad
siaced	ʃakɛd
siafio	ʃavjɔ
siampên	ʃampeːn
siani	ʃanɪ
sianis	ʃanɪs
siapiau	ʃapja
siapiau	ʃapjai̯
siapiau	ʃapjaɨ̯
siapiau	ʃapjɛ
siarad	ʃarad
siaradwr	ʃaradʊr
siaradwyr	ʃaradwɨ̞r
sied	ʃɛd
siei	ʃei̯
sifil	sɪvɪl
silicon	sɪlɪkɔn
silwair	sɪlwai̯r
sin	siːn
sinc	sɪŋk
sinsir	sɪnsɪr
siobyn	ʃɔbɪn
sioc	ʃɔk
siocled	ʃɔklad
siocled	ʃɔklɛd
siocledi	ʃɔklɛdi
sioe	ʃoːɨ̯
sioeau	ʃɔɨ̯a
sioeau	ʃɔɨ̯aɨ̯
siom	ʃɔm
siomau	ʃɔma
siomau	ʃɔmaɨ̯
siomau	ʃɔmɛ
siomedig	ʃɔmɛdɪɡ
siomi	ʃɔmi
sionc	ʃɔŋk
siopwr	ʃɔpʊr
siort	ʃɔrt
sir	siːr
sir	ʃiːr
sirconiwm	sɪrkɔnjʊm
sirol	sɪrɔl
siswrn	sɪsʊrn
siswrn	sɪʃʊn
siswrn	ʃɪʃʊn
siwgr	ʃʊɡr
siwgr	ʃʊɡʊr
siwmae	smaːɨ̯
siwmae	sɨmaːɨ̯
siwmae	ʃɨmaːɨ̯
siwmper	ʃʊmpɛr
siwmperi	ʃʊmpɛri
siwr	ʃuːr
siwrnai	ʃʊrna
siwrnai	ʃʊrnai̯
siwrnai	ʃʊrnɛ
siwrwd	ʃʊrʊd
siwt	sɪu̯t
siâp	ʃaːp
siŵr	ʃuːr
slaf	slaːv
slebog	slɛbɔɡ
slej	slɛd͡ʒ
slejys	slɛd͡ʒɨ̞s
sliper	slɪpɛr
slorwm	slɔrʊm
smot	smɔt
smwddio	smʊðjɔ
smygu	sməɡɨ
snwcer	snʊkar
snwcer	snʊkɛr
so	soː
soch	soːχ
soddi	sɔði
sodiwm	sɔdjʊm
sodlau	sɔdla
sodlau	sɔdlaɨ̯
sodlau	sɔdlɛ
sodor	sɔdɔr
sodro	sɔdrɔ
soeglyd	sɔi̯ɡlɪd
soeglyd	sɔɨ̯ɡlɨ̞d
soffa	sɔfa
sofren	sɔvrɛn
sorgwm	sɔrɡʊm
sorod	sɔrɔd
sorth	sɔrθ
sos	soːs
sosban	sɔsban
sosej	sɔsɛd͡ʒ
sosialaeth	sɔʃalaɨ̯θ
sosialaidd	sɔʃalai̯ð
sosialydd	sɔʃalɨ̞ð
sosys	sɔsɨ̯s
sothach	sɔθaχ
sownd	sou̯nd
spleinsio	sblei̯nʃɔ
staen	sdaːɨ̯n
stafell	sdavaɬ
stafell	sdavɛɬ
staff	sdaf
stamp	sdamp
stampiau	stampja
steiloffôn	sdei̯lɔfoːn
stemar	sdɛmar
stemars	sdɛmars
stemio	sdɛmjɔ
stethosgop	sdɛθɔsɡɔp
stigma	stɪɡma
stiwdio	sdɪu̯djɔ
stopi	sdɔpi
stopiem	sdɔpjɛm
stopio	sdɔpjɔ
stori	sdɔrɪ
stormus	stɔrmɨ̞s
storïau	sdɔriːa
storïau	sdɔriːaɨ̯
storïau	sdɔriːɛ
strach	sdraːχ
straeon	sdreɨ̯ɔn
streic	sdrei̯k
streiciau	sdrei̯kja
streiciau	sdrei̯kjaɨ̯
streiciau	sdrei̯kjɛ
streicio	sdrei̯kjɔ
streicwr	strɛikʊr
streip	sdrei̯p
strontiwm	sdrɔntjʊm
strwythur	strʊɨ̯θɨ̞r
stryd	sdrɨːd
stwnsh	sdʊnʃ
stwnsio	sdʊnʃɔ
stwrsiwn	sdʊrʃʊn
stwrsiynod	sdʊrʃənɔd
styfnig	sdəvnɪɡ
stêm	sdeːm
stôl	stoːl
stŵr	sduːr
sudd	sɨːð
sumbol	sɨ̞mbɔl
sunthesis	sɨ̞nθɛsɪs
sur	sɨːr
suran	sɨ̞ran
suranen	sɨ̞ranɛn
surdoes	sɨ̞rdɔɨ̯s
sustem	sɨ̞sdɛm
sut	sɨ̞d
sut	sɨ̞t
sw	suː
swch	suːχ
swigen	swɪɡan
swigen	swɪɡɛn
swigod	swɪɡan
swigod	swɪɡɛn
swil	swɪl
switsh	swɪt͡ʃ
switshys	swɪtʃɨ̞s
switsio	swɪtʃɔ
swllt	suːɬd
swm	sʊm
swn	sʊn
swnian	sʊnjan
swnio	sʊnjɔ
swnllyd	sʊnɬɨ̞d
swnt	sʊnt
swoleg	sʊɔlɛɡ
swolegydd	sʊɔlɛɡɨ̞ð
swper	sʊpar
swper	sʊpɛr
swrth	sʊrθ
swshi	suːʃi
swshi	sʊʃi
swydd	suːɨ̯ð
swyddfa	sʊɨ̯ðva
swyddfeydd	sʊɨ̯ðveɨ̯ð
swyddi	sʊɨ̯ði
swyddog	sʊɨ̯ðɔɡ
swyddogaeth	sʊɨ̯ðɔɡaɨ̯θ
swyddogaeth	sʊɨ̯ðɔɡɛθ
swyddwr	sʊɨ̯ðʊr
swyn	suːɨ̯n
swyno	sʊɨ̯nɔ
swynol	sʊɨ̯nɔl
sy	sɨː
sych	sɨːχ
sychach	səχaχ
sychdarthiad	səχdarθjad
sychdarthu	səχdarθɨ̞
sychder	səχdɛr
sychdwr	səχdʊr
syched	səχad
syched	səχɛd
sychin	səχɪn
sychnant	səχnant
sychnentydd	səχnɛntɨ̞ð
sychu	səχɨ̞
sychwr	səχʊr
sydd	sɨːð
syfi	səvi
syfl	sɨ̞vl
syflyd	səvlɨ̞d
syfrdan	səvrdan
syfrdanol	səvrdanɔl
syfrdanu	səvrdanɨ̞
syfïa	səviːa
syfïen	səviːɛn
sylfaen	səlvaɨ̯n
sylfaenol	səlveɨ̯nɔl
sylffad	səlfad
sylffwr	səlfʊr
syllta	səɬda
syllu	səɬɨ
sylw	səlu
sylw	sɪlu
sylwebu	səlwɛbɨ
sylwedd	səlwɛð
sylweddol	səlweːðɔl
sylweddol	səlwɛðɔl
sylweddoli	səlwɛðɔli
sylwi	səlwi
symbol	sɨ̞mbɔl
symiau	səmja
symiau	səmjaɨ̯
symiau	səmjɛ
syml	sɨ̞ml
symud	səmɨ̞d
symudais	səmɨ̞dai̯s
symudais	səmɨ̞dɛs
symudaist	səmɨ̞dai̯sd
symudaist	səmɨ̞dɛsd
symudliw	səmɨ̞dlɪu̯
symudoch	səmɨ̞dɔχ
symudodd	səmɨ̞dɔð
symudol	səmɨ̞dɔl
symudon	səmɨ̞dɔn
syn	sɨːn
synagog	sɨ̞naɡɔɡ
synau	səna
synau	sənaɨ̯
synau	sənɛ
syndod	səndɔd
syndodau	səndɔda
syndodau	səndɔdaɨ̯
syndodau	səndɔdɛ
syndodol	səndɔdɔl
syndodus	səndɔdɨ̞s
syniad	sənjad
synio	sənjɔ
synnu	sənɨ̞
synnwyr	sənwɨ̞r
synthesis	sɨ̞nθɛsɪs
syrjeri	sərd͡ʒəri
syrjeris	sərd͡ʒərɪs
syrpréis	sərprei̯s
syrthio	sərθjɔ
system	sɨ̞sdɛm
syth	sɨːθ
sâl	saːl
sèd	sɛd
sêls	seːls
sêr	seːr
sôn	soːn
söolegwr	sɔɔlɛɡʊr
söolegwyr	sɔɔlɛɡwɨ̞r
söolegydd	sɔɔlɛɡɨ̞ð
sŵau	suːa
sŵau	suːaɨ̯
sŵau	suːɛ
sŵn	suːn
t'mod	tmɔd
ta	ta
tab	tab
tacl	takl
taclus	taklɨ̞s
tacluso	taklɨ̞sɔ
tacluswch	taklɨ̞sʊχ
tad	taːd
tadau	tada
tadau	tadaɨ̯
tadau	tadɛ
taen	taːɨ̯n
taenu	teɨ̯nɨ
taeog	teɨ̯ɔɡ
taeogtref	teɨ̯ɔɡtrɛv
taeru	teɨ̯rɨ
tafarn	tavarn
tafarnwr	tavarnʊr
tafarnwraig	tavarnwrai̯ɡ
tafarnwyr	tavarnwɨ̞r
tafell	tavɛɬ
taflegryn	tavlɛɡrɨ̞n
taflen	tavlɛn
taflod	tavlɔd
taflodol	tavlɔdɔl
taflodoledig	tavlɔdɔlɛdɪɡ
taflodoli	tavlɔdɔlɪ
taflu	tavlɨ̞
tafod	tavɔd
tafodau	tavɔda
tafodau	tavɔdaɨ̯
tafodieithoedd	tavɔdjei̯θɔɨ̯ð
tafodieithol	tavɔdjei̯θɔl
tafol	tavɔl
tai	tai̯
taid	tai̯d
tail	tai̯l
tair	tai̯r
taith	tai̯θ
tal	tal
tal	taːl
tala	tala
talach	talaχ
talaf	tala
talaf	talav
talai	talai̯
talai	talɛ
talais	talai̯s
talais	talɛs
talais	talɛʃ
talais	talɪʃ
talaist	talai̯sd
talaist	talɛsd
talaith	talai̯θ
talaith	talɛθ
talan	talan
talant	talant
talcen	talkan
talcen	talkɛn
talch	talχ
taldra	taldra
taleb	talɛb
taled	talɛd
taleithiau	talei̯θja
taleithiau	talei̯θjaɨ̯
taleithiau	talei̯θjɛ
talem	talɛm
talen	talɛn
talent	talɛnt
talentog	talɛntɔɡ
taler	talɛr
tales	talɛs
talet	talɛt
tali	talɪ
taliadau	taljada
taliadau	taljadaɨ̯
taliadau	taljadɛ
taliff	talɪf
talit	talɪt
talo	talɔ
taloch	talɔχ
talodd	talɔð
talom	talɔm
talon	talɔn
talu	talɨ̞
talwch	talʊχ
talwm	talʊm
talwn	talʊn
tan	tan
tanagr	tanaɡr
tanagrod	tanaɡrɔd
tanbaid	tambai̯d
tanbeidrwydd	tambei̯drʊɨ̯ð
tanfor	tanvɔr
taniwr	tanjʊr
tannau	tana
tannau	tanaɨ̯
tannau	tanɛ
tant	tant
tantalwm	tantalʊm
tanwydd	tanwɨ̞ð
tanwyr	tanwɨ̞r
taradr	taradr
taran	taran
taranau	tarana
taranau	taranaɨ̯
taranau	taranɛ
taranu	taranɨ̞
tarddiant	tarðjant
tarian	tarjan
tarianau	tarjana
tarianau	tarjanaɨ̯
tarianau	tarjanɛ
taro	tarɔ
tarth	tarθ
tarthiad	tarθjad
tarthu	tarθɨ̞
tarw	taru
taten	tatan
taten	tatɛn
tato	tatɔ
tatws	tatʊs
tatŵ	tatuː
tatŵs	tatuːs
tau	taɨ̯
taw	ta
taw	taːu̯
taw	tə
tawa	tau̯a
tawch	tau̯χ
tawchu	tau̯χɨ̞
tawdd	tau̯ð
tawel	tau̯ɛl
tawelion	tau̯ɛljɔn
tawelu	tau̯ɛlɨ̞
tawelwch	tau̯ɛlʊχ
tawelwch	twɛlʊχ
tawelyn	tau̯ɛlɨ̞n
tawl	tau̯l
tawn	tau̯n
te	teː
tebyg	tɛbɨ̞ɡ
tebyg	tɛbɪɡ
tebygol	tɛbəɡɔl
technegydd	tɛχnɛɡɨ̞ð
technetiwm	tɛχnɛtjʊm
technoleg	tɛχnɔlɛɡ
teclyn	tɛklɨ̞n
tecáu	tɛkaɨ̯
teg	teːɡ
tegan	tɛɡan
teganau	tɛɡana
teganau	tɛɡanaɨ̯
teganau	tɛɡanɛ
tegeirian	tɛɡei̯rjan
tegell	tɛɡɛɬ
tegwch	tɛɡʊχ
tei	tei̯
teiar	tei̯ar
teiars	tei̯ars
teifl	tei̯vl
teigr	tei̯ɡr
teigrod	tei̯ɡrɔd
teimlad	tei̯mlad
teimlo	tei̯mlɔ
teios	teɨ̯ɔs
teipiadur	tei̯pjadɨ̞r
teipio	tei̯pjɔ
teirannu	tei̯rani
teirannu	tei̯ranɨ̞
teirawr	tei̯rau̯r
teires	tei̯rɛs
teirw	tei̯ru
teisen	tei̯san
teisen	tei̯sɛn
teisen	tei̯ʃan
teisen	tei̯ʃɛn
teisen	tɪʃan
teisen	tɪʃɛn
teisennau	tei̯sɛna
teisennau	tei̯sɛnaɨ̯
teisennau	tei̯sɛnɛ
teisennau	tei̯ʃɛnaɨ̯
teisennau	tɪʃɛna
teisennau	tɪʃɛnɛ
teithi	tei̯θi
teithiau	tei̯θja
teithiau	tei̯θjaɨ̯
teithiau	tei̯θjɛ
teithlyfr	tei̯θlɨ̞vr
teithlyfr	tei̯θɬɨ̞vɨ̞r
teitl	tei̯tl
teitlau	tei̯tla
teitlau	tei̯tlaɨ̯
teitlau	tei̯tlɛ
teits	tei̯ts
telais	tɛlai̯s
teledu	tɛlɛdɨ
teli	tɛli
telid	tɛlɪd
telir	tɛlɪr
telor	tɛlɔr
telori	tɛlɔrɪ
telwriwm	tɛlʊrjʊm
telyn	tɛlɨn
telynau	tɛləna
telynau	tɛlənaɨ̯
telynau	tɛlənɛ
telynor	tɛlənɔr
telynores	tɛlənɔras
telynores	tɛlənɔrɛs
telynoresau	tɛlənɔrɛsa
telynoresau	tɛlənɔrɛsaɨ̯
telynoresau	tɛlənɔrɛsɛ
telynorion	tɛlənɔrjɔn
teml	tɛml
temlau	tɛmla
temlau	tɛmlaɨ̯
temlau	tɛmlɛ
templed	tɛmplɛd
tenant	tɛnant
tenantiaeth	tɛnantjaɨ̯θ
tenantiaeth	tɛnantjɛθ
tenantiaethau	tɛnantjeɨ̯θa
tenantiaethau	tɛnantjeɨ̯θaɨ̯
tenantiaethau	tɛnantjeɨ̯θɛ
tenantiaid	tɛnantjai̯d
tenantiaid	tɛnantjɛd
tenau	tɛna
tenau	tɛnaɨ̯
tenau	tɛnɛ
tenesin	tɛnɛsɪn
teneuwe	tɛnɛɨ̯wɛ
terbiwm	tɛrbjʊm
terfyn	tɛrvɨn
terfynau	tɛrvəna
terfynau	tɛrvənaɨ̯
terfynau	tɛrvənɛ
terfyniad	tɛrvənjad
terfynol	tɛrvənɔl
terfynu	tɛrvənɨ̞
terfysg	tɛrvɨ̞sɡ
terfysgaeth	tɛrvəsɡaɨ̯θ
terfysgaeth	tɛrvəsɡɛθ
terfysgaidd	tɛrvəsɡai̯ð
terfysglyd	tɛrvəsɡlɨ̞d
terfysgoedd	tɛrvəsɡɔɨ̯ð
terfysgu	tɛrvəsɡɨ
terfysgwr	tɛrvəsɡʊr
terfysgwyr	tɛrvəsɡwɨ̞r
termiadur	tɛrmjadɨ̞r
tery	tɛrɨ
terydr	tɛrɨ̞dr
tes	teːs
tesog	tɛsɔɡ
testun	tɛsdɨ̞n
teth	teːθ
teulu	teɨ̯lɨ̞
tew	teːu̯
tewach	tɛu̯aχ
tewbig	tɛu̯bɪɡ
tewbigau	tɛu̯bɪɡa
tewbigau	tɛu̯bɪɡaɨ̯
tewbigau	tɛu̯bɪɡɛ
tewed	tɛu̯ɛd
tewi	tɛu̯i
tewyn	tɛu̯ɨ̞n
teyrn	teɨ̯rn
teyrnaddoliant	teɨ̯rnaðɔljant
teyrnas	teɨ̯rnas
teyrnged	teɨ̯rŋɡɛd
teyrniaid	teɨ̯rnjai̯d
teyrniaid	teɨ̯rnjɛd
tha	θa
thaclus	θaklɨ̞s
thacluso	θaklɨ̞sɔ
thad	θaːd
thafarn	θavarn
thafarnwr	θavarnʊr
thafarnwraig	θavarnwrai̯ɡ
thaflu	θavlɨ
thafod	θavɔd
thafodau	θavɔda
thafodau	θavɔdaɨ̯
thaid	θai̯d
thair	θai̯r
thaith	θai̯θ
thal	θal
thala	θala
thalach	θalaχ
thalai	θalai̯
thalai	θalɛ
thalais	θalai̯s
thalais	θalɛs
thalais	θalɛʃ
thalais	θalɪʃ
thalaist	θalai̯sd
thalaist	θalɛsd
thalcen	θalkan
thalcen	θalkɛn
thalent	θalɛnt
thaler	θalɛr
thali	θali
thaliadau	θaljada
thaliadau	θaljadaɨ̯
thaliadau	θaljadɛ
thaliwm	θaljʊm
thalo	θalɔ
thaloch	θalɔχ
thalodd	θalɔð
thalon	θalɔn
thalu	θalɨ
tharian	θarjan
tharianau	θarjana
tharianau	θarjanaɨ̯
tharianau	θarjanɛ
tharth	θarθ
tharw	θaru
thatws	θatʊs
thaw	θau̯
thawel	θau̯ɛl
theatr	θeːatar
theatr	θeːatr
thebyg	θɛbɨ̞ɡ
thebyg	θɛbɪɡ
theclyn	θɛklɨ̞n
thegan	θɛɡan
thegell	θɛɡɛɬ
thei	θei̯
theigr	θei̯ɡr
theigrod	θei̯ɡrɔd
theimlad	θei̯mlad
theimlo	θei̯mlɔ
theipio	θei̯pjɔ
theirw	θei̯ru
theisen	θei̯san
theisen	θei̯sɛn
theisen	θei̯ʃan
theisen	θei̯ʃɛn
theisen	θɪʃan
theisen	θɪʃɛn
theledu	θɛlɛdɨ
thelyn	θɛlɨn
thelynau	θɛləna
thelynau	θɛlənaɨ̯
thelynau	θɛlənɛ
thelynor	θɛlənɔr
thelynores	θɛlənɔras
thelynores	θɛlənɔrɛs
thematig	θɛmatɪɡ
theth	θeːθ
theulu	θeɨ̯lɨ
thew	θeːu̯
thewed	θɛu̯ɛd
thewi	θɛu̯i
theyrn	θeɨ̯rn
theyrnaddoliant	θeɨ̯rnaðɔljant
theyrnas	θeɨ̯rnas
thi	θiː
thipyn	θɪpɨ̞n
thitw	θɪtʊ
thlawd	θlau̯d
thlodion	θlɔdjɔn
thocyn	θɔkɨ̞n
thor	θɔr
thoriwm	θɔrjʊm
thorrent	θɔrɛnt
thorri	θɔri
thorrid	θɔrɪd
thraed	θraːɨ̯d
thraeth	θraːɨ̯θ
thrafod	θravɔd
thrannoeth	θranɔɨ̯θ
thraw	θrau̯
thrawant	θrau̯ant
thrawn	θrau̯n
thre	θreː
threfydd	θrɛvɨ̞ð
threiglad	θrei̯ɡlad
threiglo	θrei̯ɡlɔ
threisiol	θrei̯ʃɔl
threisiwr	θrei̯ʃʊr
thrennydd	θrɛnɨ̞ð
thri	θriː
thrigain	θrɪɡai̯n
thrigain	θrɪɡɛn
thriongl	θriːɔŋl
thro	θroː
throed	θroːɨ̯d
throednoeth	θrɔɨ̯dnɔɨ̯θ
throes	θroːɨ̯s
throi	θrɔi̯
throid	θrɔi̯d
thrown	θrou̯n
thrwydded	θrʊɨ̯ðad
thrwydded	θrʊɨ̯ðɛd
thrwyddedau	θrʊɨ̯ðɛda
thrwyddedau	θrʊɨ̯ðɛdaɨ̯
thrwyddedau	θrʊɨ̯ðɛdɛ
thrwyn	θruːɨ̯n
thrydanwr	θrədanʊr
thrydanwyr	θrədanwɨ̞r
thu	θɨː
thud	θɨːd
thudalen	θɨ̞dalan
thudalen	θɨ̞dalɛn
thwliwm	θʊljʊm
thwll	θʊɬ
thwrci	θʊrki
thwymyn	θʊɨ̯mɨ̞n
thybaco	θəbakɔ
thyn	θɨ̞n
thyrrau	θəra
thyrrau	θəraɨ
thyrrau	θərɛ
thywyll	θəu̯ɨ̞ɬ
thâl	θaːl
thân	θaːn
thîm	θiːm
thôn	θoːn
thŵr	θuːr
thŷ	θɨː
ti	tiː
ticio	tɪkjɔ
ticio	tɪkɔ
timau	tɪma
timau	tɪmaɨ̯
timau	tɪmɛ
timod	tɪmɔd
timoedd	tɪmɔɨ̯ð
tin	tiːn
tinboeth	tɪnboɨ̯θ
tindew	tɪndɛu̯
tindroed	tɪndrɔɨ̯d
tinfelyn	tɪnvɛlɨ̞n
tingoch	tɪŋɡɔχ
tipyn	tɪpɨ̞n
tir	tiːr
tiroedd	tɪrɔɨ̯ð
tisiad	ɪʃad
tisian	tɪʃan
titaniwm	tɪtanjʊm
tithau	tɪθa
tithau	tɪθaɨ̯
titr	tɪtr
titw	tɪtʊ
titwod	tɪtwɔd
titŵod	tɪtuːɔd
tiwb	tɪu̯b
tiwba	tɪu̯ba
tiwbâu	tɪu̯baːɨ̯
tiwlip	tɪu̯lɪp
tiwn	tjuːn
tiwtor	tɪu̯tɔr
tlawd	tlau̯d
tlodaidd	tlɔdai̯ð
tlodaidd	tlɔdɛð
tlodion	tlɔdjɔn
tlotai	tlɔtai̯
tloty	tlɔtɨ̞
tlotyn	tlɔtɨ̞n
tlws	tluːs
to	toː
toc	tɔk
tochi	tɔχi
tocyn	tɔkɨ̞n
tocynnau	tɔkəna
tocynnau	tɔkənaɨ̯
tocynnau	tɔkənɛ
toddbwynt	tɔðbʊɨ̯nt
toddf	tɔðv
toddi	tɔðɪ
toddiad	tɔðjad
toddyf	tɔðɨ̞v
toes	toːɨ̯s
toesaidd	tɔɨ̯sai̯ð
toesen	tɔɨ̯sɛn
toeslyd	tɔɨ̯slɨ̞d
toiled	tɔi̯lad
toiled	tɔi̯lɛd
toiledau	tɔi̯lɛda
toiledau	tɔi̯lɛdaɨ̯
toiledau	tɔi̯lɛdɛ
toiledi	tɔi̯lɛdi
tolc	tɔlk
tolch	tɔlχ
tolchi	tɔlχi
tolchiad	tɔlχjad
tolcio	tɔlkjɔ
tolio	tɔljɔ
tom	tɔm
tomato	tɔmatɔ
tomatos	tɔmatɔs
tomen	tɔmɛn
ton	tɔn
tonau	tɔna
tonau	tɔnaɨ̯
tonau	tɔnɛ
toncio	tɔŋkjɔ
tonfedd	tɔnvɛð
tonnau	tɔna
tonnau	tɔnaɨ̯
tonnau	tɔnɛ
top	tɔp
tor	tɔr
torcalondid	tɔrkalɔndɪd
torch	tɔrχ
torchau	tɔrχa
torchau	tɔrχaɨ̯
torchau	tɔrχɛ
torchi	tɔrχi
torchog	tɔrχɔɡ
torf	tɔrv
torheulo	tɔrheɨ̯lɔ
toriad	tɔrjad
torlan	tɔrlan
torlannau	tɔrlana
torlannau	tɔrlanaɨ̯
torlannau	tɔrlanɛ
tormaen	tɔrmaɨ̯n
torogen	tɔrɔɡan
torogen	tɔrɔɡɛn
torra	tɔra
torrai	tɔrai̯
torrai	tɔrɛ
torran	tɔran
torrem	tɔrɛm
torren	tɔrɛn
torrent	tɔrɛnt
torres	tɔrɛs
torret	tɔrɛt
torri	tɔrɪ
torrid	tɔrɪd
torro	tɔrɔ
torsen	tɔrsɛn
torso	tɔrsɔ
torth	tɔrθ
tost	toːsd
tostio	tɔsdjɔ
towio	tou̯jɔ
towyr	tɔu̯ɨ̞r
tra	traː
traddodiad	traðɔdjad
traddodiadol	traðɔdjadɔl
tradwy	tradʊɨ̯
traean	treɨ̯an
traeanu	treɨ̯anɨ̞
traed	traːɨ̯d
traeth	traːɨ̯θ
traethawd	treɨ̯θau̯d
traethodau	treɨ̯θɔda
traethodau	treɨ̯θɔdaɨ̯
traethodau	treɨ̯θɔdɛ
traethu	treɨ̯θɨ̞
trafferth	trafarθ
trafferth	trafɛrθ
trafferthion	trafɛrθjɔn
trafferthu	trafɛrθɨ
trafferthus	trafɛrθɨ̞s
traffordd	trafɔrð
trafod	travɔd
traidd	trai̯ð
trais	trai̯s
tramgwydd	tramɡwɨ̞ð
tramgwyddo	tramɡwɨ̞ðɔ
tramor	tramɔr
trannoeth	tranɔɨ̯θ
traphoethi	trafɔɨ̯θɨ
traphont	trafɔnt
traul	traɨ̯l
traw	traːu̯
trawant	trau̯ant
trawiau	trau̯ja
trawiau	trau̯jaɨ̯
trawiau	trau̯jɛ
trawn	trau̯n
trawo	trau̯ɔ
trawom	trau̯ɔm
trawsenw	trau̯sɛnu
trawsleoli	trau̯slɛɔlɪ
trawsrywedd	trau̯srɨ̞u̯að
trawsrywedd	trau̯srɨ̞u̯ɛð
trawsrywedd	trau̯srɪu̯að
trawsrywedd	trau̯srɪu̯ɛð
trawsryweddol	trau̯srɨ̞u̯ɛðɔl
trawsryweddol	trau̯srɪu̯ɛðɔl
trawst	trau̯sd
trawstoriad	trau̯sdɔrjad
trawstorri	trau̯sdɔrɪ
trawstrefa	trau̯sdrɛva
tre	treː
trech	treːχ
trechiad	trɛχjad
trechu	trɛχɨ̞
trefedigaeth	trɛvɛdɪɡaɨ̯θ
trefedigaeth	trɛvɛdɪɡɛθ
trefedigaethau	trɛvɛdɪɡeɨ̯θa
trefedigaethau	trɛvɛdɪɡeɨ̯θaɨ̯
trefedigaethau	trɛvɛdɪɡeɨ̯θɛ
trefgordd	trɛvɡɔrð
trefi	trɛvi
trefn	trɛvn
trefnu	trɛvnɨ
trefnus	trɛvnɨ̞s
trefol	trɛvɔl
trefolaeth	trɛvɔlaɪθ
treftadaeth	trɛvtadaɨ̯θ
treftadaeth	trɛvtadɛθ
trefydd	trɛvɨ̞ð
treiddio	treiðjɔ
treigl	trei̯ɡl
treiglad	trei̯ɡlad
treigladau	treiɡlada
treigladau	treiɡladaɨ̯
treigladau	treiɡladɛ
treigladau	treiɡljada
treigladau	treiɡljadɛ
treiglo	trei̯ɡlɔ
treisio	trei̯ʃɔ
treisiol	trei̯ʃɔl
treisiwr	trei̯ʃʊr
treiswyr	trei̯swɨ̞r
trenau	trɛna
trenau	trɛnaɨ̯
trenau	trɛnɛ
trengholiad	trɛŋhɔljad
trengholiadau	trɛŋhɔljada
trengholiadau	trɛŋhɔljadaɨ̯
trengholiadau	trɛŋhɔljadɛ
trennydd	trɛnɨ̞ð
treth	treːθ
trethu	trɛθɨ̞
treulio	treɨ̯ljɔ
treuliodd	treɨ̯ljɔð
trew	treːu̯
trewi	trɛu̯ɪ
tri	triː
triawd	triːau̯d
tridiau	trɪdja
tridiau	trɪdjaɨ̯
tridiau	trɪdjɛ
trigain	trɪɡai̯n
trigain	trɪɡɛn
trigeiniau	trɪɡei̯nja
trigeiniau	trɪɡei̯njaɨ̯
trigeiniau	trɪɡei̯njɛ
tril	trɪl
trilio	trɪljɔ
trillawr	trɪɬau̯r
trilliw	trɪɬɪu̯
trin	triːn
triniaeth	trɪnjaɨ̯θ
triongl	triːɔŋl
trionglau	trɪɔŋla
trionglau	trɪɔŋlaɨ̯
trionglau	trɪɔŋlɛ
trisain	trɪsai̯n
trist	triːsd
tristáu	trɪsdaɨ̯
tro	troː
troa	trɔa
troan	trɔan
troch	troːχ
trochi	trɔχi
trochwr	trɔχʊr
trochydd	trɔχɨ̞ð
trodd	troːð
troed	troːɨ̯d
troedfedd	trɔɨ̯dvað
troedfedd	trɔɨ̯dvɛð
troedfys	trɔɨ̯dvɨ̞s
troednoeth	trɔɨ̯dnɔɨ̯θ
troen	troːɨ̯n
troer	troːɨ̯r
troes	troːɨ̯s
troet	troːɨ̯t
trof	troːv
trofwrdd	trɔvʊrð
trogen	trɔɡan
trogen	trɔɡɛn
troi	trɔi̯
troid	trɔi̯d
trois	trɔi̯s
trois	trɔi̯ʃ
troli	trɔli
trolïau	trɔlɪa
trolïau	trɔlɪaɨ̯
trolïau	trɔlɪɛ
trom	trɔm
trombonau	trɔmbɔna
trombonau	trɔmbɔnaɨ̯
trombonau	trɔmbɔnɛ
trombôn	trɔmboːn
tros	trɔs
troseddeg	trɔsɛðɛɡ
troseddu	trɔsɛðɨ̞
trosi	trɔsi
trosleisio	trɔslei̯ʃɔ
trowch	trou̯χ
trown	trou̯n
trowsus	trou̯sɨ̞s
trowsusau	trou̯sɨ̞sa
trowsusau	trou̯sɨ̞saɨ̯
trowsusau	trou̯sɨ̞sɛ
troëdig	trɔɛdɪɡ
trueni	triɛnɨ
trwbl	trʊbl
trwbl	trʊbʊl
trwblus	trʊblɨ̞s
trwch	truːχ
trwchus	trʊχɨ̞s
trwm	trʊm
trwnc	trʊŋk
trwsgl	trʊsɡl
trwsio	trʊsjɔ
trwy	truːɨ̯
trwydded	trʊɨ̯ðad
trwydded	trʊɨ̯ðɛd
trwyddedau	trʊɨ̯ðɛda
trwyddedau	trʊɨ̯ðɛdaɨ̯
trwyddedau	trʊɨ̯ðɛdɛ
trwyn	truːɨ̯n
trwynol	trʊɨ̯nɔl
trwynoli	trʊɨ̯nɔlɪ
trwynolyn	trʊɨ̯nɔlɨ̞n
trwyth	truːɨ̯θ
try	trɨː
trybedd	trəbɛð
tryblith	trəblɪθ
trydan	trədan
trydanwr	trədanʊr
trydanwyr	trədanwɨ̞r
trydedd	trədað
trydedd	trədɛð
trydedd	trɪdɛð
trydydd	trədɨ̞ð
tryfer	trəvɛr
