א	ʔ
מתאימה	matɑʔiːma
מתאימות	matiaˈimot
מתאימים	matemˈhim
מתאכסן	matɑχˈsan
מתאם	maˈtaʔ
מתאמן	mateman
מתאמנים	matemnimiːn
מתאמנת	matemˈnɔt
מתאמפטמין	matempatammin
מתאמץ	matɑmɑʦ
מתאמצים	matɑmɑtsim
מתאמצת	matɑmɑts
מתאן	matɑn
מתאספים	matasfim
מתאר	matɑːr
מתארגנים	matɑʁɛn
מתארים	matɛˈɾim
מתארת	matɑʁet
מתבגר	maθvagʁ
מתבגרות	maθbagˈruːt
מתבגרים	maθvagʁim
מתבגרת	maθvagˈɾet
מתבדח	matavdaʧ
מתבדחים	matɑvðɛx
מתבדחת	matavβaðaxt
מתבודד	matuβoðad
מתבונן	matɑvɔnɛn
מתבוננים	matəboːˈnan
מתבוננת	matəvɔnɑn
מתבזבז	maθvaˈzvaʒ
מתבטל	matavtol
מתבייש	matiˈβiʃ
מתביישים	matibiʃim
מתביישת	mat̪ebiʃat
מתבכיין	maθbaχjan
מתבלבל	matɛvalava
מתבלבלת	matɛlavalet
מתבצע	maθbatˈsɛʕ
מתבצעת	maθbatˈsɑʔɛt
מתבקש	maθbaχʃ
מתבקשים	matɛβeχaʃim
מתברר	matɛvaɾɛr
מתבשל	matavʃal
מתג	matɛg
מתגאה	matga
מתגבר	matɛgbɛr
מתגברים	matəgabɾim
מתגברת	matɛgβaret
מתגורר	maθogoˈʁoʁ
מתגוררים	matəguroɾim
מתגוררת	matəguroɾet
מתגלגל	matəgalagal
מתגלגלים	matɛgalagɫim
מתגלגלת	matəgalagaltə
מתגלה	matɛgola
מתגלח	matɛglaχ
מתגמל	matəgɑmɛl
מתגנב	maθganav
מתגנבים	maθganˈbim
מתגנבת	maθganˈbɛt
מתגעגע	matgaga
מתגעגעים	matgagaʕ
מתגעגעת	matgagaʕ
מתגרה	matɛgaʁa
מתגרש	maθgaʁaʃ
מתגרשים	maθgaʁˈʃim
מתגרשת	maθgaˈʁeʃe
מתגשם	matɛgʃɛm
מתגשמים	matgaʃamim
מתדרדר	maθdɛrɛdɛr
מתה	maθa
מתהליך	maθeːχeːlʕiχ
מתהלך	maθaˈχɛlχ
מתהפך	maθaˈfaχ
מתהפכת	maθapˈkɛt
מתו	mato
םתוא	maθoʔ
מתואם	matoʔam
מתואמים	matuʔamim
מתואר	matɑʁuʁ
מתובל	matoˈbuvɛl
מתודולוגיה	me̞todologjä
מתודלק	matoðolek
מתוודה	matoːvaða
מתווך	matoːx
מתווכח	matoːχaʃ
מתווכחים	matoːχɛx
מתווכחת	matoːχeʃ
מתוח	matoχ
מתוחה	matoχa
מתוחים	matoχim
מתוחכם	matoχaχ
מתוחכמים	matoχemajim
מתוחכמת	matoχemɛt
מתוך	maˈtux
מתוכו	matoːχu
מתוכי	matoχi
מתוכם	matoːxem
מתוכן	matoːxen
מתוכנית	matɛχunima
מתוכנן	matoχˈnan
מתוכננים	matoχnanim
מתוכננת	matoχennɑt
מתוכנת	matoχanat
מתוכנתים	matoχanatem
מתולתל	matoletol
מתון	maˈton
מתוסבך	matosuvaχ
מתוסבכת	matosuvaχt
מתוסכל	matosuχal
מתוסכלת	matosəχlet
מתועב	matoˈʕav
מתועד	matoːd
מתופף	matofaf
מתוצרת	matotsuˈʁet
מתוק	matok
מתוקה	matoːka
מתוקונת	matokunat
מתוקות	matoquːt
מתוקי	matoki
מתוקים	matokim
מתוקן	matoken
מתוקף	matokef
מתוקתי	matokeː
מתורבת	matuʁaβet
מתורבתים	matuʁaβiθim
מתורבתת	matuʁaβeθ
מתורגמן	matoɾgˈman
מתורגמן	me̞tuʁgam
מתושבי	matoʃavi
מתות	matoθ
מתח	matəχ
מתחבא	matəχˈba
מתחבאים	matəχˈbajim
מתחבאת	matəχavaθ
מתחבקים	matəχvagim
מתחבר	matəχβer
מתחברים	matəχˈbɛʁim
מתחברת	matəħabɛr
מתחום	matəˈχum
מתחזה	matəχaza
מתחזים	matəχaˈzim
מתחזק	matəχazek
מתחזקים	matəχazikim
מתחזקת	matəχazekt
מתחייב	matəχaˈiv
מתחיל	matəχil
מתחילה	matəχiˈla
מתחילות	matəχiluːt
מתחילים	matəχilimi
מתחילת	matəχuˈlat
מתחכם	matəχˈχam
מתחלף	matəχˈlav
מתחלפים	matəχaləfim
מתחלקים	matəχaləkim
מתחם	matəˈχam
מתחמם	matəχamɔm
מתחממים	matəχˈmamim
מתחממת	matəχamɛmɛt
מתחמק	matəχmɛk
מתחמקים	matəχmikiːm
מתחמקת	matəχmikɔt
מתחנן	matəˈχan
מתחננים	matəχanin
מתחננת	matəχanant
מתחנת	matəħaˈnat
מתחסד	matəχasɛd
מתחרה	matɑˈχɛʁɑ
מתחרות	matɛχuːs
מתחרז	maθχaˈʁez
מתחרט	maθχaʁat
מתחרטת	maθχaˈret
מתחרים	matɛˈχaɾim
מתחרפן	maθχaʁpɛn
מתחרפנים	maθχaʁpaˈnim
מתחרפנת	maθχaʁpaˈnaθ
מתחשב	matəχaʃvi
מתחשבים	matəχaˈʃavim
מתחשבת	matəħaʃavtə
מתחשק	matəʃɛk
מתחת	maθaχ
מתחתי	maθaχi
מתחתיה	maθaˈχoj
מתחתיו	maθaˈχɑjvʊ
מתחתיי	maθaˈχaj
מתחתיך	matəχatiː
מתחתינו	maθaχtiˈnu
מתחתן	maθaħˈθan
מתחתנים	maθaħˈnaːn
מתחתנת	maθaħˈtanat
מתי	mati
מתיאו	matijo
מתיאס	matias
מתיו	maˈtiːu
מתיוס	matius
מתיז	matiz
מתיחה	matiˈχa
מתיחות	matiχoθ
מתיחת	matiħat
מתייבש	mativeʃ
מתייחס	matiʒɛʁ
מתייחסים	matijɛqʃim
מתייחסת	matijɛqʃɛt
מתיימר	matiːmɛr
מתייפח	matiːfaχ
מתייפחת	matiːfaχ
מתייצב	matijiːb
מתייצבים	matijitsavim
מתייצבת	matiːjisbet
מתיישב	matiˈʃɛv
מתיישבים	matiʃɛv
מתיכון	matiχon
מתילדה	matiːla
מתים	maˈtim
מתינוק	matinok
מתיסון	matison
מתיק	matiːk
מתיקות	matikut
מתיר	matiːr
מתיש	matiʃ
מתישה	matiʃa
מתישהו	matiʃavuː
מתישהוא	matiʃava
מתכבד	matəχˈβɛd
מתכוון	matikuːn
מתכוונות	matikuˈneːne
מתכוונים	matikuˈjɔn
מתכוונת	matikuˈʔan
מתכווץ	matikuʔts
מתכון	matəˈχun
מתכונים	matəχuːn
מתכונן	matəxunɛn
מתכוננים	matχoˈnɛn
מתכוננת	matəxunɑnt
מתכופף	matəχɔffə
מתכופפת	matəxuˈfɛt
מתכות	maˈtɔx
מתכחש	matəχχaʃ
מתכנית	matəxˈniθ
מתכנן	matiχneːn
מתכננות	matiχˈnuntɛs
מתכננים	matiχninim
מתכננת	matiχnanat
מתכנסים	matəxˈnesim
מתכנת	matəχˈnaθ
מתכת	maˈθet
מתכתי	matɛxˈti
מתלבט	matalbot
מתלבש	matalvaʃ
מתלבשים	matalvaʃim
מתלבשת	matalvaʃt
מתלה	maθla
מתלהב	matlahev
מתלהבים	matəlahevim
מתלהבת	matalhaβit
מתלונן	matlonɛn
מתלוננים	matlonan
מתלוננת	matlonɑn
מתלוצץ	matlotsʦ
מתלוצצים	matlotsʦim
מתלוצצת	matlotsˈtset
מתלמד	matalmad
מתלמדת	matalmadt
מתמדת	matemdat
מתמודד	matumoːd
מתמודדים	matuːmoːðim
מתמודדת	matuːmoːðe
מתמוטט	matumottat
מתמוטטת	matumottat
מתמזגים	matəmaʒim
מתמזמז	matamzamaz
מתמזמזים	matəmazazim
מתמחה	matemˈχa
מתמחים	matəmaχim
מתמטי	matemˈti
מתמטיקאי	matemtikai
מתמטיקה	mate̞matikä
מתמטיקה	matemtika
מתמטית	matemˈtiθit
מתמיד	matimiːd
מתמלא	matəmɑla
מתמסטל	matamˈsatl
מתמצא	matəˈmaθɑ
מתמקד	matimɛkɛd
מתמקדים	matemˈkadmi
מתמקדת	matemˈkɛd
מתמשך	maθmaʃχ
מתמשכת	maθmaʃket
מתן	maθan
מתנגד	matɛŋgɛd
מתנגדים	mitnɛgˈdim
מתנגדת	matɛngɛd
מתנגן	matɛngɛn
מתנגנת	matɛnˈgɛn
מתנגש	matɛnˈgeʃ
מתנגשים	matɛngaʃim
מתנדב	matɛndɛv
מתנדבים	matɛndabim
מתנדבת	matɛndaβet
מתנדנד	matɛndaːn
מתנדנדת	matandað
מתנה	maˈtne
מתנהג	matənaχɑ
מתנהגות	matənaχuːt
מתנהגים	matənaχɑjim
מתנהגת	matnaħaθ
מתנהל	matnaheːl
מתנהלים	matnahelim
מתנהלת	matənahelet
מתנו	matˈnu
מתנועע	matnuʕ
מתנות	maθˈnɔt
מתניע	matniʕ
מתנפח	matanfaχ
מתנפחת	matanfaχ
מתנצל	matantsɛl
מתנצלים	matantsˈloːz
מתנצלת	matantsˈlɛt
מתנקש	matɛnˈkeʃ
מתנקשים	matinˈkɛʃ
מתנקשת	matɛnkeʃte
מתנשא	matanˈʃa
מתנשאת	matanʃaʔ
מתנשם	matanʃɛm
מתנשף	matanʃaf
מתנשקים	matanʃakim
מתנת	maθˈnaθ
מתנתק	matanθak
מתסכל	matesχɔl
מתעב	maθˈʕav
מתעבת	matəˈvat
מתעד	maθˈʔad
מתעורר	matəʕuːr
מתעוררים	maθʕuˈʁɛʁ
מתעוררת	matəʕuʁet
מתעטש	matɛtʃ
מתעייף	matɛʕif
מתעייפת	maθaˈjifet
מתעכב	maθaˈkav
מתעכבים	maθaχˈbim
מתעכבת	maθaχˈbet
מתעלה	matəʕala
מתעלל	matəʕallɛ
מתעללים	matɑˈʕælæm
מתעלם	matɑˈlem
מתעלמים	matɑʕɛmim
מתעלמת	matɑʕɛmɛt
מתעלף	matɑʕaf
מתעלפת	matɑʕafet
מתעמל	matəmaːl
מתעמלת	matɑmɑlet
מתעמת	matəˈmat
מתענג	maθaŋ
מתעניין	maθaˈnejn
מתעניינים	maθaˈniːn
מתעניינת	matənaˈnejə
מתעסק	matɛsɛk
מתעסקים	maθasakim
מתעסקת	maθaˈsakat
מתעצבן	matətsˈban
מתעצבנים	matətsəβɑnim
מתעצבנת	matətsəˈbanɑt
מתעקש	maθɛkæʃ
מתעקשים	matɛkaʃim
מתעקשת	maθaˈkʃe
מתערב	maθaˈʁev
מתערבב	matɛʁaˈbɛv
מתערבבים	matɛʁivɑvim
מתערבים	maθaʕˈɾavim
מתערבת	matɛʁavaθ
מתעתע	matɑθɑʕ
מתפוגג	matəfugɛ
מתפוצץ	matɑfɔts
מתפוצצים	matəpotstsim
מתפוצצת	matəpotstsɛt
מתפורר	matuːfɔrɛr
מתפטר	matəpɛtˈr
מתפטרת	matɛfateret
מתפלא	matəpɑla
מתפלאת	matəˈfalat
מתפלל	matəfəlɛl
מתפללים	matʰaˈpɛllɛm
מתפללת	matfoˈlelat
מתפעל	matɛfɑl
מתפצלים	matɛfʦalmɛs
מתפקד	matɛfkeð
מתפקדות	matɛfkedot
מתפקדים	matɛfkidim
מתפקדת	matɛfkiðat
מתפקיד	matifiʃim
מתפקידו	matɛfikilo
מתפקידי	matifokimi
מתפקידך	matifiʃɛk
מתפרנס	matʰafaˈɾens
מתפרץ	matfɛˈʁets
מתפרצים	matfaʁatsim
מתפרצת	matfɛʁats
מתפרק	matʰaˈpʁek
מתפרקים	matfɛʁik
מתפרקת	matfɛʁɛket
מתפשט	matɛfʃet
מתפשטות	matapʃot
מתפשטים	matapʃˈtim
מתפשטת	matapˈʃet
מתפשר	maθpeʃ
מתפשרת	maθpeˈʁaθ
מתפתה	matfatha
מתפתח	matfatχ
מתפתחות	matfatχuθ
מתפתחים	matfatχɔm
מתפתחת	matɛfatχat
מתפתל	matfat̪l
מתקבל	matakˈbɛl
מתקבלים	matəkevɛl
מתקבלת	matəkeˈβɛltə
מתקבצים	matikvatsim
מתקדם	matəqdəmon
מתקדמות	matakˈdamut
מתקדמים	matɛqdæmim
מתקדמת	matakˈdamet
מתקופת	matqofet
מתקיים	matəkiːm
מתקיימים	matkijim
מתקיימת	matki'jemtə
מתקין	matəkin
מתקיפים	matʃifim
מתקלח	matəqaləx
מתקלחת	matakˈlaχ
מתקלקל	matəkalaklɔ
מתקן	matəken
מתקני	matəˈkni
מתקנים	matəkinon
מתקנת	matəˈqɑnet
מתקפה	matɛkfɑ
מתקפות	matakˈfat
מתקפל	matakˈfel
מתקפלים	matakfelmim
מתקפלת	matʰakaˈpelet
מתקפת	matəqfet
מתקרב	matʰaˈqɛv
מתקרבות	matʰaqaʁeva
מתקרבים	matʰaʁavim
מתקרבת	matʃaʁevet
מתקרר	matʰaˈkaʁ
מתקררת	matʃaʁaret
מתקשה	matɛkaʃa
מתקשים	matəχaʃim
מתקשר	matakʃɛr
מתקשרים	matəʃɛʁim
מתקשרת	matikʃɛret
מתקתק	matəqatəq
מתקתקת	matəqatəqa
מתראה	matəʁa
מתראים	matrajim
מתרבים	materiβim
מתרברב	matɛʁɛʁɛv
מתרגז	matɛʁɛgɛz
מתרגזת	matɛʁegez
מתרגל	matɛrgɛl
מתרגלים	matɛʁɛglɛm
מתרגלת	matargallet
מתרגם	matɛʁɛm
מתרגמים	matɛʁɛmim
מתרגש	matɛrgeʃ
מתרגשים	matɛʁɛmʃim
מתרגשת	matɛʁɛmʃɛ
מתרדמת	matɛʁɛmɛt
מתרומם	matʁomɔm
מתרוממים	matʁomem
מתרועע	matroʕa
מתרוצץ	matɾotsɛts
מתרוצצים	matʁotsˈtsim
מתרוצצת	matʁotsˈtset
מתרחב	maθraχav
מתרחבים	matʁaχɛvim
מתרחק	matɛʁaχ
מתרחקים	matɛʁaχim
מתרחקת	matɛʁaχat
מתרחש	matɾaχaʃ
מתרחשות	matɾaχaʃut
מתרחשים	matʁaχeʃim
מתרחשת	matɾaχaʃ
מתריסר	matʁisɛr
מתרכז	maθaˈʁel
מתרכזים	maθaʁˈʃelim
מתרכזת	mateʁeʃelet
מתרסק	matɛˈʁesk
מתרסקים	matɛʁaskim
מתרשם	matʁaʃm
מתרשמת	matɾaʃmɛt
מתשלום	matʃaloːm
מתשע	matəʃa
מתת	maθat
מתתי	matiː
ן	n
נ	ne
נא	na
נאבד	naːβed
נאביד	navið
נאבק	naˈvek
נאבקה	naˈvɛkɑ
נאבקו	naːbko
נאבקים	navakim
נאבקת	naˈvɛkɛt
נאבקתי	naːvketi
נאד	nɑd
נאדה	naːda
נאדיה	naˈdija
נאדין	nɑdiːn
נאה	na
נאהב	nahaːv
נאהבים	nahavim
נאהבת	nahavaθ
נאום	naːʔum
נאומים	naˈumim
נאונקה	naʔunka
נאור	nɔʔɔr
נאות	naˈot
נאותה	naota
נאז	nɑz
נאחד	naˈχaðo
נאחז	naχaz
נאחזים	naχˈziːm
נאחזת	naχaθ
נאחר	naχer
נאט	nat
נאי	nai
נאיבי	naˈivi
נאיבית	naˈivit
נאים	naʔim
ןאכ	naχ
נאכיל	naχil
נאכל	naːχɛl
נאלץ	naˈlets
נאלצה	naˈlɛtsɑ
נאלצו	naːltsuː
נאלצים	naːltsim
נאלצנו	naːltsnuː
נאלצת	naːltset
נאלצתי	naːltsaːti
נאם	nam
נאמין	naˈmin
נאמן	naˈmen
נאמנה	namena
נאמנות	namɔntsijjɔt
נאמנות	neʔämänut
נאמנותו	namenuθo
נאמנותי	namaʦoni
נאמנותך	naːmoːnˈtseχ
נאמנים	namenim
נאמר	naˈmer
נאמרו	namero
נאן	naːn
נאנח	nɑnɑχ
נאנחת	nanɑχɑt
נאנס	naːns
נאנסה	naːnse
נאנסתי	naːnseti
נאנק	nɑnɛk
נאס	naːs
נאסוף	naˈsuf
נאסף	naˈsaf
נאספו	naːsfu
נאספים	naˈsafim
נאסר	naˈsɛr
נאפה	nɑpɑ
נאפולי	nafoˈli
נאפשר	naɛfˈɛxɛr
נאצ	naːts
נאץ	niʔeːsˤ
נאץ	nɔʔasˤ
נאצי	naːtsi
נאצים	naːtsim
נאצית	naːtsˈit
נאק	naːk
נאקה	naːke
נאקות	naˈqet
נאקי	naki
נארגן	naʁgan
נארוז	naɾoːz
נארוטו	naroːto
נאש	naʃ
נאשוויל	naʃviːl
נאשים	naʃim
נאשם	naʃm
נאתר	naːtɛr
נב	neːveː
ןב	nɛv
נבאדה	naˈvada
נבארו	naˈvaʁu
נבגד	navgɛd
נבגדת	navgɛd
נבגים	navgim
נבדה	navda
נבדוק	nbɛduːk
נבדק	nbɛðɛk
נבדקה	navdeˈkɑ
נבדקו	nbɛðko
נבדקים	nbɛðkim
נבה	nava
נבהיר	navaˈhir
נבהל	navel
נבהלה	navhelɑ
נבהלת	navhelat
נבהלתי	navhelati
נבוא	nebuʔa
נבואה	navuˈa
נבוך	navok
נבוכה	navuχɑ
נבוכים	nabuχim
נבון	naβon
נבונה	navona
נבונים	nabuːn
נבזבז	navˈbɛzɛz
נבזה	navˈze
נבזי	navzi
נבזית	navˈzit
נבחן	navχan
נבחנת	navaχnaθ
נבחר	navaχer
נבחרה	naˈvaχra
נבחרו	naˈvaχru
נבחרים	navaχrim
נבחרת	navaˈχaret
נבחרתי	navaχˈɾet
נבטיח	naβatiχ
נבטל	navtel
נביא	naˈbiʔ
נביב	naviːb
נביחות	naviχot
נביט	naˈvit
נבייב	neˈviːv
נבין	navin
נביס	navis
נבל	navel
נבלה	navla
נבלות	navluθ
נבלים	navlɪm
נבלע	navˈla
נבנה	neβenɑ
נבנו	neβenuː
נבנתה	navˈnɑh
נבע	nava
נבעט	naˈvaʔ
נבצע	navˈtseʕ
נבקר	navkɛr
נבקש	navkæʃ
נברא	nɛvʁɑ
נברח	nɛvɛʁ
נברסקה	neːvɛrˈske
נברר	neβerɛr
נג	nɛ
נגב	nɛgɛv
נגביר	nɛgbiʁ
נגד	ŋɛd
נגדה	nɛgdɑ
נגדו	negduː
נגדי	negdi
נגדית	ngdiθ
נגדך	nɛgɛdˈχɛ
נגדכם	ŋɛdˈkɛm
נגדל	ŋɛdɛl
נגדם	negdem
נגדנו	nɛgdənu
נגה	nega
נגו	nego
נגוע	nɣoʕ
נגועה	negoʕa
נגועים	nɛguːm
נגור	nɛguʁ
נגזר	negeʃer
נגיד	nɛgið
נגינה	nɛgiˈnɑ
נגינת	neginɑt
נגיסה	negiˈsa
נגיע	negiʕ
נגיעה	ngiˈʕa
נגיעות	negiˈot
נגיף	negif
נגיש	negiʃ
נגלה	nɛglɑ
נגמור	nɛgmoʁ
נגמר	negɛmɛr
נגמרה	negɛmˈrɑ
נגמרו	negaˈmu
נגמרות	negeˈmorot
נגמרים	negaˈmiʁim
נגמרת	negeˈmeʁet
נגן	nɛgan
נגנב	nɛgnɛv
נגנבה	negenba
נגנבו	nɛngɛnbo
נגנו	nɛgno
נגנוב	negˈnɔv
נגני	negni
נגע	nɛga
נגעה	nɛgɛʔɑ
נגעו	nego
נגעל	negɛl
נגענו	nɛgɛnu
נגעת	negɑt
נגעתי	nɛgɛti
נגר	neger
נגרום	nɛgruːm
נגריל	negɾil
נגרם	negʁɑm
נגרמה	nɛgɛrɛmɛ
נגרמו	negʁɛmu
נגרר	neger
נגררה	nɛgɛrɛ
נד	nɛð
נדאג	ndɑg
נדבה	nedˈba
נדבוק	nɛðbɔk
נדבות	nɛðbɔt
נדבק	nedˈbek
נדבקה	nɛdˈbɛkɑ
נדבקו	nɛdˈbɛku
נדבקים	nedˈbekim
נדבקת	nedˈbɛkɛt
נדבקתי	nɛdbaˈket
נדבר	nɛdɛvɛr
נדה	nada
נדהם	nɛðɛm
נדהמתי	nɛðɛmɛti
נדודי	nɔdoˈdi
נדווח	nɛduːaχ
נדון	nɛðɔn
נדוש	neduʃ
נדחה	nɛdˈχɑ
נדחוף	nedˈχuf
נדחית	nedˈxit
נדחף	nɛðˈχaf
נדחק	nɛdˈʒak
נדחתה	nedxate
נדיב	nɪdɪv
נדיבה	nedˈiva
נדיבות	nedivɛt
נדיבים	nɛdiːvɪm
נדיה	nɛdiːa
נדיח	nɛdiχ
נדין	nɛdiːn
נדיר	nedir
נדירה	nɛdiʁɑ
נדירות	nɛdiˈʁet
נדירים	nɛdiːrɪm
נדל	nɛdɛl
נדלג	nɛdˈlɛg
נדליק	nɛdˈlik
נדלק	nɛdˈlɛk
נדלקה	nedˈlɛkɑ
נדלקת	nedˈlɛket
נדלקתי	nɛdælæktɪ
נדלר	nedˈlɛr
נדמה	nɛmɑ
נדנדה	nɛdnɛðɛ
נדע	nedˈʕa
נדפוק	nɛdˈfɔk
נדפק	nɛfɛk
נדפקה	nɛfˈkɛ
נדפקו	nedˈfeko
נדפקנו	nɛfɛkˈnu
נדפקת	nedpakt
נדפקתי	nɛfɛkɛti
נדקר	nɛdˈkɛr
נדקרה	nɛdˈkɛrɛ
נדר	ndɛr
נדרה	nedrɑ
נדרי	ndɛri
נדרים	nedˈʁim
נדרס	ndɛʁs
נדרסה	nɛdˈɾɛsɑ
נדרש	nedˈʁaʃ
נדרשו	ndɛrʃuː
נדרשים	nedˈʁaʃim
נדרשת	ndɛʁˈʃɛt
נדרתי	ndɛrɛt
נה	na
נהג	naːhaɣ
נהג	nɛɣɛ
נהגה	naɣa
נהגו	naχu
נהגי	naɣi
נהגים	nɑħɑmim
נהגנו	naɣanuː
נהגת	naχat
נהגתי	nɑħɑθi
נהדר	neheðer
נהדרות	nehedˈrot
נהדרים	nehedˈrim
נהדרת	nɛhɛdˈrɛt
נהוג	nɑˈhuːg
נהיגה	ne̞higä
נהיגה	nɛːχɑ
נהיה	naːja
נהיו	naːjo
נהיות	naˈjet
נהייה	naˈje
נהיים	naːjm
נהיינו	nɛjˈno
נהיית	neːaɪt
נהייתה	najaːte
נהייתי	nehejtʃ
נהלי	naheli
נהלים	nahelim
נַהֲמָה	nahaˈma
נהמה	naˈhemo
נהמות	nahemot
נהנה	nɛhɛnɛ
נהנו	nɛhˈnu
נהנות	neheˈnot
נהנים	neheˈnim
נהנינו	nehenino
נהנית	neheˈnit
נהניתי	nɛhneːti
נהניתם	neheniθam
נהנת	nɛhˈnɛθ
נהנתה	neːhneːtɑ
נהנתי	nahenati
נהפוך	nehopuχ
נהפך	nahepax
נהפכה	nahefχo
נהפכו	nehepxu
נהפכים	nehepχim
נהפכת	nehefeχet
נהפכתי	nehefχeti
נהר	neɾ
נהר	nɔːhɔːʀ̟
נהר	nɔhɔʁ
נהרג	neʁɑg
נהרגה	naheraga
נהרגו	neːɾgu
נהרגים	nehaɾim
נהרגת	naheʁat
נהרגתי	neχaɾegati
נהרוג	naheˈɾug
נהרוס	nɛʁɔs
נהרות	neʁot
נהרס	naheʁes
נהרסה	neʁasa
נהרסו	neʁasvu
נו	nuː
נואה	nɔa
נואל	nuˈel
נואם	nɔm
נואר	nuˈɑr
נואש	nuˈaʃ
נואשות	nuːaʃot
נואשים	nuˈaʃim
נואשת	nuˈaʃet
נובאק	nuˈvak
נובה	nuva
נובו	nubo
נובח	nuːvɑx
נובחים	nuˈvaχim
נוביל	nuvil
נובל	nuˈβel
נובמבר	novɛmˈbɛr
נובע	nɔvɑs
נובעת	nuˈvaʈ
נובק	nuˈvak
נוגד	nugɛd
נוגדות	nugaˈdot
נוגדי	nugdi
נוגדן	nugˈdən
נוגדנים	nugˈdeːn
נוגה	nuga
נוגע	nuˈga
נוגעות	nugoʕe
נוגעים	nugeʕ
נוגעת	nugats
נודד	nuːð
נודדים	nɔdˈdim
נודדת	nɔdeð
נודה	nuːðɑ
נודיע	nodiː
נודלס	nuːdɛls
נודניק	nɔdˈnik
נודע	nodˈe
נוהג	nuˈχɛg
נוהגים	nuːχɛgim
נוהגת	nuˈχegθ
נוהל	naːhel
נוהלי	ˈnoːhelji
נוהם	nuːxem
נוו	neːv
נווד	nuːd
נוודא	nuːda
נוודים	nuːdiːm
נווה	nuːvɛ
נווט	nɔvɔt
נוויל	neviːl
נוותר	nɔvɛtɛr
נוזל	nuːzɛl
נוזלו	nuːzlo
נוזלי	nuːzli
נוזלים	nuːzˈlim
נוזלית	nuːzˈlɪt
נוח	nuχ
נוחה	nuχɑ
נוחות	nuːxat
נוחים	nuːχim
נוחר	naχer
נוחרת	nuχaʁet
נוחת	nuχat
נוחתים	nuχθim
נוחתת	nuχaθ
נוטה	nuːte
נוטות	nuːtoːθ
נוטים	nuˈtim
נוטינגהם	nuːtiŋgɑm
נוטל	nuːtel
נוטלים	nuːtˈlɪm
נוטלת	nuːtˈleθ
נוטף	nuːtɛf
נוטר	nuːtɛr
נוטרל	nuˈtʁal
נוטרלה	nuːtˈɾelɑ
נוטש	ˈnotʃ
נוטשים	nuːtˈʃim
נוטשת	nuˈteʃ
נוי	nuːj
נוירולוג	neu̯iɾoˈlog
נוירולוגי	neʔuroloˈʒi
נוירולוגית	neʊjɛɾɔloˈgit
נוכח	nuχaχ
נוכחות	nuχˈχaθ
נוכחותו	nuχaχˈθu
נוכחותי	nuχˈχaθo
נוכחותך	nuχˈχaθoθ
נוכחי	nuχaχi
נוכחים	nuχaχim
נוכחית	nuχaχit
נוכחת	nuχˈχaθ
נוכיח	nuχiχ
נוכל	naχol
נוכלים	nuχlim
נוכלת	nuχˈlet
ןוכנ	nuχn
נול	nuːl
נולאן	nuˈlan
נולד	nɔlɛd
נולדה	nuːla
נולדו	nɔlˈdu
נולדים	nɔlɛdim
נולדנו	nɔlɛdnu
נולדת	nɔlɛð
נולדתי	nuːlɛt
נולה	nuːlə
נולן	nuːlen
נון	non
נונה	nɔnɑ
נוני	nuːniː
נוסד	nosɛd
נוסדה	nosɛdɑ
נוסה	nuˈsɑ
נוסח	nosax
נוסחה	nuˈsoχa
נוסטלגיה	nostalˈʒja
נוסיף	nosif
נוסע	nuˈse
נוסעות	nɔsɔˈʕe
נוסעי	nɔsˈʕi
נוסעים	nɔsˈʕim
נוסעת	nɔsˈʕɛt
נוסף	nox
נוספות	nosˈpuf
נוספים	nuˈsafim
נוספת	nuˈsafet
נוע	nɔʕ
נועד	nɔˈʔeð
נועדה	nuˈʔaðe
נועדו	nɔʕˈdu
נועדנו	nɔʕdeːn
נועדת	nɔʕdeθ
נועדתי	nɔʕdeːti
נועדתם	nuːɛðɛtɛm
נועו	nɔʔu
נועז	nɔze
נועזים	nɔzeːm
נועזת	nɔzeθ
נועל	nɔʕɛl
נועלים	nɔʕlam
נועלת	nuˈʔalət
נועץ	nɔʕets
נועצים	nuːʕatsim
נועצת	nuːʕaθ
נוער	nɔʕer
נוף	nuːf
נופים	naˈpof
נופיע	nuˈfiʔ
נופל	nuːfel
נופלות	nuːfloːt
נופלים	nuːflim
נופלת	nuːfelet
