-аж	ˈɑɹd
сполето	spʌɭˈetʌ
сполз	spˈoɭs
сползавшей	spʌɭzˈɑfʃyj
сползавшие	spʌɭzˈɑfʃyjɪ
сползавший	spʌɭzˈɑfʃyj
сползавшую	spʌɭzˈɑfʃuju
сползает	spʌɭzajˈet
сползайте	spʌɭzˈɑjti
сползал	spˈoɭzʌɭ
сползала	spʌɭzˈɑɭa
сползали	spʌɭzˈɑɭɪ
сползались	spʌɭzˈɑɭis
сползало	spʌɭzˈɑɭʌ
сползание	spʌɭzˈɑnijɪ
сползании	spʌɭzˈɑniɪ
сползания	spʌɭzˈɑnija
сползанный	spˈoɭzʌnmˈyj
сползать	spʌɭzˈɑt
сползаю	spʌɭzˈɑju
сползают	spʌɭzaˈjut
сползаются	spʌɭzˈɑjutsʌ
сползающая	spʌɭzaˈjuɕʌja
сползающего	spʌɭzˈɑjuɕivʌ
сползающее	spʌɭzaˈjuɕijɪ
сползающей	spʌɭzaˈjuɕij
сползающем	spʌɭzaˈjuɕim
сползающие	spau̯zɑjuɕijɯ
сползающие	spʌɭzaˈjuɕijɪ
сползающий	spʌɭzaˈjuɕij
сползающих	spʌɭzˈɑjuɕix
сползающую	spʌɭzaˈjuɕuju
сползая	spau̯zaj
сползая	spʌɭzˈɑja
сползла	spʌɭzɭˈɑ
сползли	spou̯sajlʲi
сползли	spʌɭzɭˈi
сползлись	spʌɭzɭˈis
сползло	spʌɭzɭˈo
сползти	spou̯sʲtsʲi
сползти	spʌɭstˈi
сползшее	spʌɭʃʃˈɛjɪ
сползшей	spˈoɭʃʃyj
сползшие	spˈoɭʃʃyjɪ
сползший	spˈoɭʃʃyj
сползшую	spˈoɭʃʃuju
сползёт	spʌɭʑˈɵt
сполировать	spʌɭirˈovʌt
сполна	spʌɭnˈɑ
сполню	spˈoɭnuˌ
сполнять	spʌɭnˈɑt
сполосни	spʌɭˈosnɪ
сполоснув	spʌɭˈosnuf
сполоснул	spʌɭʌsnˈuɭ
сполоснула	spʌɭʌsnˈuɭa
сполоснуть	spʌɭʌsnˈut
сполотн	spˈoɭʌtn
сполох	spoɫax
сполох	spˈoɭʌx
сполоха	spʌɭˈoxa
сполохами	spˈoɭʌxʌmɪ
сполохан	spʌɭˈoxʌn
сполохано	spʌɭˈoxʌnʌ
сполохати	spʌɭˈoxʌtɪ
сполохах	spʌɭˈoxʌx
сполохи	spˈoɭʌxɪ
сполохов	spʌɭˈoxʌf
сполохом	spˈoɭʌxʌm
сполучених	spʌɭutʃˈenix
сполучення	spʌɭˈutʃinnʌ
спольдинг	spʌɭdˈink
спольдинга	spʌɭdˈinga
спом	spˈom
спомин	spˈomin
спомини	spʌmˈinɪ
спомни	spˈomnɪ
спомних	spˈomnix
спомням	spˈomnʌm
спонгит	spangit
спонсировавши	spansˈirʌvɑfʃy
спонсировал	spʌnsˈirʌvʌɭ
спонсировать	spʌnsˈirʌvʌt
спонсирует	spʌnsirˈujit
спонсируют	spanʃʲirujut
спонсор	sponsoɾ
спонсор	spˈonsʌr
спонсора	spˈonsʌra
спонсорам	spˈonsʌrʌm
спонсорами	spʌnsˈorʌmɪ
спонсоре	sponˈsɛri
спонсоров	spˈonsʌrʌf
спонсором	sponsoram
спонсором	spˈonsʌrʌm
спонсорство	spʌnsˈorstvʌ
спонсорством	sponsorstvam
спонсору	spˈonsʌru
спонсоры	sponsori
спонсоры	spˈonsʌry
спонтанеизм	spontanʲizm
спонтанеист	zpontanʲeʲist
спонтанная	spʌntˈɑnnʌja
спонтанно	spʌntˈɑnnʌ
спонтанного	spʌntˈɑnnʌvʌ
спонтанное	spʌntˈɑnnʌjɪ
спонтанной	spʌntˈɑnnʌj
спонтанном	spʌntˈɑnnʌm
спонтанному	spʌntˈɑnnʌmu
спонтанности	spʌntˈɑnnʌstɪ
спонтанность	spʌntˈɑnnʌst
спонтанную	spʌntˈɑnnuju
спонтанные	spʌntˈɑnnyjɪ
спонтанный	spʌntˈɑnnyj
спонтанным	spʌntˈɑnnym
спонтанными	spʌntˈɑnnymɪ
спонтанных	spʌntˈɑnnyx
спонти	spˈontɪ
спонтини	spʌntˈinɪ
спонука	spʌnˈuka
спонукало	spʌnˈukʌɭʌ
спопел	spˈopiɭ
спор	spur
спор	spuːr
спор	spɔr
спор	spˈor
спора	spora
спора	spˈora
спорадически	sparʌdˈitʃiskɪ
спорадически	spʌradˈitʃiskɪ
спорадические	spʌradˈitʃiskijɪ
спорадический	spʌradˈitʃiskij
спорадическими	sporadʲitʃestkʲi
спорам	sporam
спорам	spˈorʌm
спорами	sporamʲi
спорами	spˈorʌmɪ
спорангий	sparankʲij
спорах	sporax
спорах	spˈorʌx
споре	spˈori
според	spʌrˈet
спорее	spʌrˈejɪ
спорем	spurim
спорен	spˈorin
спорет	sporʲet
спори	spɑri
спори	spˈorɪ
спорившие	spˈorifʃyjɪ
споривший	spʌrˈifʃyj
споривших	spˈorifʃyx
спорил	spˈoriɭ
спорила	sporʲiɫa
спорила	spˈoriɭa
спорилась	spˈoriɭʌs
спорили	sporiˈlj
спорили	spˈoriɭɪ
спорились	spʌrˈiɭis
спорило	spˈoriɭʌ
спорилось	spʌrˈiɭʌs
спорим	spurim
спорим	spˈorim
спорит	spˈorit
спорите	spˈoriti
спорится	spˈoritsʌ
спорить	sporjsʲ
спорить	spˈorit
спорить	spˈorits
спориться	spʌrˈitsʌ
спориш	spˈoriʃ
споришь	spˈoriʃ
спорк	spork
спорна	spˈorna
спорная	spˈornʌja
спорно	sporna
спорно	spˈornʌ
спорного	spˈornʌvʌ
спорное	spˈornʌjɪ
спорной	spˈornʌj
спорном	spˈornʌm
спорному	spʌrnˈomu
спорности	spʌrnˈostɪ
спорную	spˈornuju
спорны	spˈorny
спорные	spˈornyjɪ
спорный	spˈornyj
спорным	spˈornym
спорными	spˈornymɪ
спорных	spˈornyx
споро	spora
споро	spˈorʌ
споров	spˈorʌf
споровый	zporovɨj
спорожн	spˈorʌʒn
спорой	spˈorʌj
спорол	spʌrˈoɭ
спором	spˈorʌm
спороты	spʌrˈoty
споротыми	spʌrˈotymɪ
спороть	spʌrˈot
спорран	spˈorrʌn
спорт	spurt
спорт	spurˈt
спорт	spɔrt
спорт	spˈort
спорт-паласа	spˈortpaɭˈɑsa
спорт-паласе	spˈortpaɭˈɑsi
спорта	spurda
спорта	spˈorta
спорте	spˈorti
спортзал	spʌrdzˈɑɭ
спортзала	sporˈtzˈɑɭɑ
спортзала	spʌrdzˈɑɭa
спортзалах	spʌrdzˈɑɭʌx
спортзале	spʌrdzˈɑɭi
спортзалом	spʌrdzˈɑɭʌm
спортзалы	spʌrdzˈɑɭy
спортивен	spʌrtˈivin
спортивн	spˈortivn
спортивная	spardˈivnʌja
спортивная	spʌrtˈivnʌja
спортивно	spʌrtˈivnʌ
спортивного	spʌrtˈivnʌvʌ
спортивное	spʌrtˈivnʌjɪ
спортивной	spʌrtˈivnʌj
спортивном	spʌrtˈivnʌm
спортивному	spʌrtˈivnʌmu
спортивную	spʌrtˈivnuju
спортивные	spʌrtˈivnyjɪ
спортивный	spʌrtˈivnyj
спортивный	spʌrˈtivnyj
спортивным	spʌrtˈivnym
спортивными	spʌrtˈivnymɪ
спортивных	spʌrtˈivnyx
спортинвентаря	spʌrtinvintarˈɑ
спорткар	spɔrtkar
спортклуб	spʌrtkɭˈup
спортклуба	spʌrtkɭˈuba
спорткомитет	sporˈtkɑmitˈet
спорткомитета	spʌrtkʌmˈitita
спорткомплекс	spʌrtkˈompɭiks
спорткомплекса	spʌrtkˈompɭiksa
спортлото	spˈortɭʌtʌ
спортобществе	spurtopɕistvʲe
спортом	spˈortʌm
спортплощадка	spʌrtpɭˈoɕʌdka
спортплощадка	spˈortpɭʌɕitkˈɑ
спортплощадке	spʌrtpɭˈoɕʌtki
спортплощадки	spʌrtpɭʌɕˈɑtkɪ
спортплощадку	spʌrtpɭʌɕˈɑdku
спортроллер	spʊrtrˈoɭɭɛr
спортсмен	spartsmʲen
спортсмен	spʌrtsmˈen
спортсмена	spʌrtsmˈena
спортсменам	spʌrtsmˈenʌm
спортсменами	spʌrtsmˈenʌmɪ
спортсмене	spartsmjɛɲɛ
спортсменка	sportsmjanka
спортсменка	spʌrtsmˈenka
спортсменки	spʌrtsmˈenkɪ
спортсменкой	spʌrtsmˈenkʌj
спортсменов	spʌrtsmˈenʌf
спортсменок	spʌrtsminˈok
спортсменом	spʌrtsmˈenʌm
спортсмену	spʌrtsmˈenu
спортсмены	spʌrtsmˈeny
спорту	spurdu
спорту	spˈortu
спортфакт	spɔrtfɑkt
спору	spɔru
спору	spˈoru
споруд	spʌrˈut
споруда	spʌrˈuda
спорудження	spʌrˈudʒynnʌ
споруди	spʌrˈudɪ
спорудив	spʌrˈudif
спорудити	spʌrˈuditɪ
споруду	spʌrˈudu
спорхнул	spʌrxnˈuɭ
спорхнула	spʌrxnˈuɭa
спорщик	sporsʲik
спорщик	spˈorɕik
спорщика	spˈorɕika
спорщикам	spʌrɕˈikʌm
спорщиками	spʌrɕˈikʌmɪ
спорщики	spˈorɕikɪ
спорщиков	spˈorɕikʌf
спорщиком	spʌrɕˈikʌm
спорщица	spʌrɕˈitsa
споры	spore
споры	spˈory
спорый	spˈoryj
спорым	spˈorym
спорыньи	spʌrˈynjɪ
спорынья	spʌrynjˈja
спорь	spˈorɪ
спорьте	spˈorɪti
спорю	sporjw
спорю	spˈoruˌ
споря	spˈorʌ
спорядив	spʌrˈɑdif
спорядити	spʌrˈɑditɪ
спорят	spˈorʌt
спорящие	spˈorʌɕijɪ
спорящий	spˈorʌɕij
спорящим	spˈorʌɕim
спорящими	spˈorʌɕimɪ
спорящих	spˈorʌɕix
спос	spˈos
спослать	spʌsɭˈɑt
спосо	spˈosʌ
способ	sposap
способ	spusʌb
способ	spˈosʌp
способа	sposaba
способа	spˈosʌba
способам	spˈosʌbʌm
способами	spˈosʌbʌmɪ
способах	spˈosʌbʌx
способе	spˈosʌbi
способен	spʌsˈobim
способен	spʌsˈobin
способи	spʌsˈobɪ
способия	spʌsˈobija
способна	spʌsˈobna
способная	spʌsˈobnʌja
способнее	spʌsˈobnijɪ
способней	spʌsˈobnij
способнейших	spʌsˈobnijʃyx
способно	spʌsˈobnʌ
способного	spʌsˈobnʌvʌ
способное	spʌsˈobnʌjɪ
способной	spʌsˈobnʌj
способном	spʌsˈobnʌm
способному	spʌsˈobnʌmu
способностей	spʌsˈobnʌstij
способностей	spʌsˈobnʌstˈjɪ
способности	spʌsˈobnʌstɪ
способность	spʌsˈobnʌst
способностью	spazobnʌstjju
способностью	spʌsˈobnʌstjju
способностям	spʌsˈobnʌstʌm
способностями	spʌsˈobnʌstʌmɪ
способностях	spʌsˈobnʌstʌx
способною	spʌsˈobnʌju
способную	spʌsˈobnuju
способны	spʌsˈobny
способны	spʌsˈobnyj
способные	spʌsˈobnyjɪ
способный	spʌsˈobnyj
способный	spʌsˈobnyx
способным	spʌsˈobnym
способными	spʌsˈobnymɪ
способных	spʌsˈobnyx
способов	spˈosʌbʌf
способом	spˈosʌbʌm
способствовавшая	spʌsʌbstvˈovʌfʃʌja
способствовавшие	spʌsʌbstvˈovʌfʃyjɪ
способствовавший	spʌsˈobstvʌvʌfʃyj
способствовавшим	spʌsˈobstvʌvʌfʃym
способствовавших	spʌsʌbstvˈovʌfʃyx
способствовал	spʌsˈobstvʌvʌɭ
способствовала	spʌsˈobstvʌvʌɭa
способствовали	spʌsˈobstvʌvʌɭɪ
способствовало	spʌsˈobstvʌvʌɭʌ
способствовать	spʌsˈobstvʌvʌt
способствуем	spʌsˈobstvujim
способствует	spʌsˈobstvujit
способствуете	spʌsˈobstvujiti
способствуй	spasopstvuj
способствую	spʌsˈobstvuju
способствуют	spʌsˈobstvujut
способствующая	spʌsˈobstvujuɕʌja
способствующего	spʌsʌbstvˈujuɕivʌ
способствующее	spʌsˈobstvujuɕijɪ
способствующей	spʌsˈobstvujuɕij
способствующие	spʌsˈobstvujuɕijɪ
способствующий	spasopzdvujuɕij
способствующий	spʌsˈobstvujuɕij
способствующим	spʌsʌbstvˈujuɕim
способствующими	spʌsˈobstvujuɕimɪ
способствующих	spʌsˈobstvujuɕix
способствующую	spʌsˈobstvujuɕuju
способствуя	spʌsˈobstvuja
способу	spˈosʌbu
способы	spˈosʌby
споспешествовал	spʌspiʃˈɛstvʌvʌɭ
споспешествовали	spʌspˈeʃystvʌvʌɭɪ
споспешествовать	spʌspˈeʃystvʌvʌt
споспешествует	spʌspˈeʃystvujit
спостер	spˈostir
спостереження	spʌstirˈeʒynnʌ
спостережень	spʌstirˈeʒyn
спосылай	spʌsˈyɭʌj
спосылать	spʌsyɭˈɑt
спот	spɔt
спот	spˈot
спота	spˈota
спотвуд	spʌtvˈut
спотвуда	spʌtvˈuda
спотвудов	spʌtvˈudʌf
спотика	spʌtˈika
спотикався	spʌtˈikʌfsʌ
спотикаючись	spʌtikˈɑjutʃis
споткнемся	spʌtknˈemsʌ
споткнетесь	spʌtknˈetis
споткнись	spˈotknis
споткнитесь	spʌtknˈitis
споткнувшегося	spʌtknufʃˈɛvʌsʌ
споткнувшийся	spʌtknˈufʃyjsʌ
споткнувшись	spʌtknˈufʃys
споткнулась	spʌtknˈuɭʌs
споткнулись	spʌtknˈuɭis
споткнулось	spʌtknˈuɭʌs
споткнулся	spatknˈuɭsʌ
споткнулся	spʌtknˈuɭsʌ
споткнусь	spʌtknˈus
споткнутся	spʌtknˈutsʌ
споткнуться	spatknutsːa
споткнуться	spʌtknˈutsʌ
споткнётся	spʌtknˈɵtsʌ
споткнёшься	spʌtknˈɵʃsʌ
спотлтоу	spʌtɭtˈou
спотсворт	spʌtsvˈort
споттер	spotːɛr
спотыкаемся	spʌtykˈɑjimsʌ
спотыкается	spʌtykˈɑjitsʌ
спотыкаешься	spʌtykˈɑjiʃsʌ
спотыкалась	spʌtykˈɑɭʌs
спотыкались	spʌtykˈɑɭis
спотыкалось	spʌtykˈɑɭʌs
спотыкался	spʌtykˈɑɭsʌ
спотыкаться	spʌtykˈɑtsʌ
спотыкаюсь	spʌtykˈɑjus
спотыкаются	spʌtykˈɑjutsʌ
спотыкающегося	spʌtykˈɑjuɕivʌsʌ
спотыкающейся	spʌtykˈɑjuɕijsʌ
спотыкающиеся	spʌtykˈɑjuɕijisʌ
спотыкающийся	spʌtykˈɑjuɕijsʌ
спотыкающимися	spʌtykˈɑjuɕimisʌ
спотыкающимся	spʌtykˈɑjuɕimsʌ
спотыкающихся	spʌtykˈɑjuɕixsʌ
спотыкающуюся	spʌtykˈɑjuɕujusʌ
спотыкаясь	spʌtykˈɑjas
спотыкнулся	spʌtyknˈuɭsʌ
спотыкнётся	spʌtyknˈɵtsʌ
спотычки	spʌtˈytʃkɪ
споуд	spʌˈut
спохватився	spʌxvˈɑtifsʌ
спохватившись	spʌxvatˈifʃys
спохватилась	spʌxvatˈiɭʌs
спохватились	spʌxvatˈiɭis
спохватился	spɨxvatˈiɭsʌ
спохватился	spʌxvatˈiɭsʌ
спохватится	spʌxvˈɑtitsʌ
спохватиться	spʌxvatˈitsʌ
спохватишься	spʌxvˈɑtiʃsʌ
спохватывается	spʌxvˈɑtyvʌjitsʌ
спохватывалась	spʌxvˈɑtyvʌɭʌs
спохватывались	spʌxvˈɑtyvʌɭis
спохватывался	spʌxvˈɑtyvʌɭsʌ
спохватываюсь	spʌxvˈɑtyvʌjus
спохватываются	spʌxvatˈyvʌjutsʌ
спохватываясь	spʌxvˈɑtyvʌjas
спохватясь	spʌxvatˈɑs
спохватятся	spʌxvˈɑtʌtsʌ
спохмурн	spˈoxmurn
спочатку	spʌtʃˈɑtku
спочив	spˈotʃif
спочива	spʌtʃˈiva
спочивав	spʌtʃˈivʌf
спочивала	spʌtʃˈivʌɭa
спочивали	spʌtʃˈivʌɭɪ
спочивальн	spʌtʃˈivʌɭn
спочивати	spʌtʃˈivʌtɪ
спочивають	spʌtʃivˈɑjut
спочине	spʌtʃˈini
спочинемо	spʌtʃˈinimʌ
спочинку	spʌtʃˈinku
спочинок	spʌtʃinˈok
спочину	spʌtʃˈinu
спочинь	spˈotʃin
спочити	spʌtʃˈitɪ
спою	spaju
спою	spʌˈju
споют	spajut
споют	spʌˈjut
споёт	spʌˈɵt
споёте	spʌetˈe
споёшь	spʌˈɵʃ
спп	ˌɛspˌɛpˈɛ
спр	ˌɛspˌɛˈɛr
спра	sprˈɑ
справ	sprˈɑf
справа	sprˈɑva
справами	spravˈɑmɪ
справах	sprˈɑvʌx
справд	sprˈɑft
справди	sprˈɑvdɪ
справдё	spravdˈɵ
справе	sprˈɑvi
справедлив	sprʌvidɭˈif
справедлива	sprʌvidɭˈiva
справедливая	sprʌvidɭˈivʌja
справедливее	sprʌvidɭˈivijɪ
справедливей	sprʌvidɭˈivij
справедливейший	sprʌvidɭˈivijʃyj
справедливий	sprʌvidɭˈivij
справедливим	sprʌvidɭˈivim
справедливо	spravidɭˈiva
справедливо	sprʌvidɭˈivʌ
справедливого	sprʌvidɭˈivʌvʌ
справедливое	sprʌvidɭˈivʌjɪ
справедливой	sprʌvidɭˈivʌj
справедливом	sprʌvidɭˈivʌm
справедливому	sprʌvidɭˈivʌmu
справедливост	sprʌvidɭˈivʌst
справедливости	sprʌvidɭˈivʌstɪ
справедливость	spravidɭˈivʌst
справедливость	sprʌvidɭˈivʌst
справедливостью	sprʌvidɭˈivʌstjju
справедливою	sprʌvidɭˈivʌju
справедливую	sprʌvidɭˈivuju
справедливы	sprʌvidɭˈivy
справедливые	sprʌvidɭˈivyjɪ
справедливый	sprʌvidɭˈivyj
справедливым	sprʌvidɭˈivym
справедливыми	sprʌvidɭˈivymɪ
справедливых	sprʌvidɭˈivyx
справжн	sprˈɑvʒn
справжньо	sprˈɑvʒnʌ
справжнього	spravʒnˈovʌ
справжньому	spravʒnˈomu
справжньою	spravʒnˈoju
справжню	sprˈɑvʒnuˌ
справжня	sprˈɑvʒnʌ
справи	sprˈɑvɪ
справив	sprˈɑvif
справившегося	sprʌvifʃˈɛvʌsʌ
справившийся	sprˈɑvifʃyjsʌ
справившись	sprˈɑvifʃys
справил	spravʲiu̯
справил	sprˈɑviɭ
справила	spravjila
справила	sprˈɑviɭa
