а	a
привнасяй	privnasʲɐj
привнасяйки	privnasʲɐjki
привнасяйте	privnasʲɐjtɛ
привнасял	privnasʲɐɫ
привнасяла	privnasʲɐɫɐ
привнасялата	privnasʲɐɫɐtɐ
привнасяли	privnasʲɐli
привнасялите	privnasʲɐlitɛ
привнасялия	privnasʲɐlijɐ
привнасялият	privnasʲɐlijɐt
привнасяло	privnasʲɐɫo
привнасялото	privnasʲɐɫoto
привнасям	privnasʲɐm
привнасяме	privnasʲɐmɛ
привнасян	privnasʲɐn
привнасяна	privnasʲɐnɐ
привнасяната	privnasʲɐnɐtɐ
привнасяне	privnasʲɐnɛ
привнасянета	privnasʲɐnɛtɐ
привнасянетата	privnasʲɐnɛtɐtɐ
привнасянето	privnasʲɐnɛto
привнасяни	privnasʲɐni
привнасяните	privnasʲɐnitɛ
привнасяния	privnasʲɐnijɐ
привнасяният	privnasʲɐnijɐt
привнасянията	privnasʲɐnijɐtɐ
привнасяно	privnasʲɐno
привнасяното	privnasʲɐnoto
привнасят	privnasʲɐt
привнасяте	privnasʲɐtɛ
привнасях	privnasʲɐx
привнасяха	privnasʲɐxɐ
привнасяхме	privnasʲɐxmɛ
привнасяхте	privnasʲɐxtɛ
привнасяш	privnasʲɐʃ
привнасяше	privnasʲɐʃɛ
привнасящ	privnasʲɐʃt
привнасяща	privnasʲɐʃtɐ
привнасящата	privnasʲɐʃtɐtɐ
привнасящи	privnasʲɐʃti
привнасящите	privnasʲɐʃtitɛ
привнасящия	privnasʲɐʃtijɐ
привнасящият	privnasʲɐʃtijɐt
привнасящо	privnasʲɐʃto
привнасящото	privnasʲɐʃtoto
привнеса	privnɛsɤ
привнесат	privnɛsɤt
привнесе	privnɛsɛ
привнесели	privnɛsɛli
привнесем	privnɛsɛm
привнесен	privnɛsɛn
привнесена	privnɛsɛnɐ
привнесената	privnɛsɛnɐtɐ
привнесени	privnɛsɛni
привнесените	privnɛsɛnitɛ
привнесения	privnɛsɛnijɐ
привнесеният	privnɛsɛnijɐt
привнесено	privnɛsɛno
привнесеното	privnɛsɛnoto
привнесете	privnɛsɛtɛ
привнесеш	privnɛsɛʃ
привнесеше	privnɛsɛʃɛ
привнеси	privnɛsi
привнесла	privnɛsɫɐ
привнеслата	privnɛsɫɐtɐ
привнесли	privnɛsli
привнеслите	privnɛslitɛ
привнеслия	privnɛslijɐ
привнеслият	privnɛslijɐt
привнесло	privnɛsɫo
привнеслото	privnɛsɫoto
привнесох	privnɛsox
привнесоха	privnɛsoxɐ
привнесохме	privnɛsoxmɛ
привнесохте	privnɛsoxtɛ
привнесъл	privnɛsɐɫ
привнесял	privnɛsʲa̟ɫ
привнесяла	privnɛsʲa̟ɫɐ
привнесяло	privnɛsʲa̟ɫo
привнесях	privnɛsʲa̟x
привнесяха	privnɛsʲa̟xɐ
привнесяхме	privnɛsʲa̟xmɛ
привнесяхте	privnɛsʲa̟xtɛ
приготвя	priɡɔtvʲɐ
приготвям	priɡɔtvʲɐm
прид	prit
придатък	pridatɐk
придирчив	pridirtʃif
приема	priɛmɐ
приемам	priɛmɐm
приемлив	priɛmlif
приемчик	priɛmtʃik
признавам	priznavɐm
призная	priznajɐ
призрак	prizrɐk
приказка	prikɐskɐ
приключа	priklʲu̟tʃɐ
приключвам	priklʲu̟tʃvɐm
прилагателно	priɫɐɡatɛɫno
прилеп	prilɛp
прилика	prilikɐ
приличам	prilitʃɐm
приличие	prilitʃiɛ
приложимост	priɫoʒimost
пример	primɛr
примира	primirɐ
примирай	primirɐj
примирайки	primirɐjki
примирайте	primirɐjtɛ
примирал	primirɐɫ
примирала	primirɐɫɐ
примиралата	primirɐɫɐtɐ
примирали	primirɐli
примиралите	primirɐlitɛ
примиралия	primirɐlijɐ
примиралият	primirɐlijɐt
примирало	primirɐɫo
примиралото	primirɐɫoto
примирам	primirɐm
примираме	primirɐmɛ
примиране	primirɐnɛ
примиранета	primirɐnɛtɐ
примиранетата	primirɐnɛtɐtɐ
примирането	primirɐnɛto
примирания	primirɐnijɐ
примиранията	primirɐnijɐtɐ
примират	primirɐt
примирате	primirɐtɛ
примирах	primirɐx
примираха	primirɐxɐ
примирахме	primirɐxmɛ
примирахте	primirɐxtɛ
примираш	primirɐʃ
примираше	primirɐʃɛ
примиращ	primirɐʃt
примираща	primirɐʃtɐ
примиращата	primirɐʃtɐtɐ
примиращи	primirɐʃti
примиращите	primirɐʃtitɛ
примиращия	primirɐʃtijɐ
примиращият	primirɐʃtijɐt
примиращо	primirɐʃto
примиращото	primirɐʃtoto
примра	primrɤ
примрат	primrɤt
примре	primrɛ
примрели	primrɛli
примрелите	primrɛlitɛ
примрелия	primrɛlijɐ
примрелият	primrɛlijɐt
примрем	primrɛm
примрете	primrɛtɛ
примреш	primrɛʃ
примреше	primrɛʃɛ
примри	primri
примря	primrʲa̟
примрял	primrʲa̟ɫ
примряла	primrʲa̟ɫɐ
примрялата	primrʲa̟ɫɐtɐ
примряло	primrʲa̟ɫo
примрялото	primrʲa̟ɫoto
примрях	primrʲa̟x
примряха	primrʲa̟xɐ
примряхме	primrʲa̟xmɛ
примряхте	primrʲa̟xtɛ
принадлежа	prinɐdlɛʒɤ̟
принася	prinasʲɐ
принасяй	prinasʲɐj
принасяйки	prinasʲɐjki
принасяйте	prinasʲɐjtɛ
принасял	prinasʲɐɫ
принасяла	prinasʲɐɫɐ
принасялата	prinasʲɐɫɐtɐ
принасяли	prinasʲɐli
принасялите	prinasʲɐlitɛ
принасялия	prinasʲɐlijɐ
принасялият	prinasʲɐlijɐt
принасяло	prinasʲɐɫo
принасялото	prinasʲɐɫoto
принасям	prinasʲɐm
принасяме	prinasʲɐmɛ
принасян	prinasʲɐn
принасяна	prinasʲɐnɐ
принасяната	prinasʲɐnɐtɐ
принасяне	prinasʲɐnɛ
принасянета	prinasʲɐnɛtɐ
принасянетата	prinasʲɐnɛtɐtɐ
принасянето	prinasʲɐnɛto
принасяни	prinasʲɐni
принасяните	prinasʲɐnitɛ
принасяния	prinasʲɐnijɐ
принасяният	prinasʲɐnijɐt
принасянията	prinasʲɐnijɐtɐ
принасяно	prinasʲɐno
принасяното	prinasʲɐnoto
принасят	prinasʲɐt
принасяте	prinasʲɐtɛ
принасях	prinasʲɐx
принасяха	prinasʲɐxɐ
принасяхме	prinasʲɐxmɛ
принасяхте	prinasʲɐxtɛ
принасяш	prinasʲɐʃ
принасяше	prinasʲɐʃɛ
принасящ	prinasʲɐʃt
принасяща	prinasʲɐʃtɐ
принасящата	prinasʲɐʃtɐtɐ
принасящи	prinasʲɐʃti
принасящите	prinasʲɐʃtitɛ
принасящия	prinasʲɐʃtijɐ
принасящият	prinasʲɐʃtijɐt
принасящо	prinasʲɐʃto
принасящото	prinasʲɐʃtoto
принеса	prinɛsɤ
принесат	prinɛsɤt
принесе	prinɛsɛ
принесели	prinɛsɛli
принесем	prinɛsɛm
принесен	prinɛsɛn
принесена	prinɛsɛnɐ
принесената	prinɛsɛnɐtɐ
принесени	prinɛsɛni
принесените	prinɛsɛnitɛ
принесения	prinɛsɛnijɐ
принесеният	prinɛsɛnijɐt
принесено	prinɛsɛno
принесеното	prinɛsɛnoto
принесете	prinɛsɛtɛ
принесеш	prinɛsɛʃ
принесеше	prinɛsɛʃɛ
принеси	prinɛsi
принесла	prinɛsɫɐ
принеслата	prinɛsɫɐtɐ
принесли	prinɛsli
принеслите	prinɛslitɛ
принеслия	prinɛslijɐ
принеслият	prinɛslijɐt
принесло	prinɛsɫo
принеслото	prinɛsɫoto
принесох	prinɛsox
принесоха	prinɛsoxɐ
принесохме	prinɛsoxmɛ
принесохте	prinɛsoxtɛ
принесъл	prinɛsɐɫ
принесял	prinɛsʲa̟ɫ
принесяла	prinɛsʲa̟ɫɐ
принесяло	prinɛsʲa̟ɫo
принесях	prinɛsʲa̟x
принесяха	prinɛsʲa̟xɐ
принесяхме	prinɛsʲa̟xmɛ
принесяхте	prinɛsʲa̟xtɛ
принтер	printɛr
принудел	prinudɛɫ
принудела	prinudɛɫɐ
принудели	prinudɛli
принудело	prinudɛɫo
принуден	prinudɛn
принудена	prinudɛnɐ
принудената	prinudɛnɐtɐ
принудени	prinudɛni
принудените	prinudɛnitɛ
принудения	prinudɛnijɐ
принуденият	prinudɛnijɐt
принудено	prinudɛno
принуденото	prinudɛnoto
принудете	prinodɛtɛ
принудех	prinudɛx
принудеха	prinudɛxɐ
принудехме	prinudɛxmɛ
принудехте	prinudɛxtɛ
принудеше	prinudɛʃɛ
принуди	prinodi
принуди	prinudi
принудил	prinudiɫ
принудила	prinudiɫɐ
принудилата	prinudiɫɐtɐ
принудили	prinudili
принудилите	prinudilitɛ
принудилия	prinudilijɐ
принудилият	prinudilijɐt
принудило	prinudiɫo
принудилото	prinudiɫoto
принудим	prinudim
принудите	prinuditɛ
принудих	prinudix
принудиха	prinudixɐ
принудихме	prinudixmɛ
принудихте	prinudixtɛ
принудиш	prinudiʃ
принудя	prinudʲɐ
принудят	prinudʲɐt
принуждава	prinoʒdavɐ
принуждавай	prinoʒdavɐj
принуждавайки	prinoʒdavɐjki
принуждавайте	prinoʒdavɐjtɛ
принуждавал	prinoʒdavɐɫ
принуждавала	prinoʒdavɐɫɐ
принуждавалата	prinoʒdavɐɫɐtɐ
принуждавали	prinoʒdavɐli
принуждавалите	prinoʒdavɐlitɛ
принуждавалия	prinoʒdavɐlijɐ
принуждавалият	prinoʒdavɐlijɐt
принуждавало	prinoʒdavɐɫo
принуждавалото	prinoʒdavɐɫoto
принуждавам	prinoʒdavɐm
принуждаваме	prinoʒdavɐmɛ
принуждаван	prinoʒdavɐn
принуждавана	prinoʒdavɐnɐ
принуждаваната	prinoʒdavɐnɐtɐ
принуждаване	prinoʒdavɐnɛ
принуждаванета	prinoʒdavɐnɛtɐ
принуждаванетата	prinoʒdavɐnɛtɐtɐ
принуждаването	prinoʒdavɐnɛto
принуждавани	prinoʒdavɐni
принуждаваните	prinoʒdavɐnitɛ
принуждавания	prinoʒdavɐnijɐ
принуждаваният	prinoʒdavɐnijɐt
принуждаванията	prinoʒdavɐnijɐtɐ
принуждавано	prinoʒdavɐno
принуждаваното	prinoʒdavɐnoto
принуждават	prinoʒdavɐt
принуждавате	prinoʒdavɐtɛ
принуждавах	prinoʒdavɐx
принуждаваха	prinoʒdavɐxɐ
принуждавахме	prinoʒdavɐxmɛ
принуждавахте	prinoʒdavɐxtɛ
принуждаваш	prinoʒdavɐʃ
принуждаваше	prinoʒdavɐʃɛ
принуждаващ	prinoʒdavɐʃt
принуждаваща	prinoʒdavɐʃtɐ
принуждаващата	prinoʒdavɐʃtɐtɐ
принуждаващи	prinoʒdavɐʃti
принуждаващите	prinoʒdavɐʃtitɛ
принуждаващия	prinoʒdavɐʃtijɐ
принуждаващият	prinoʒdavɐʃtijɐt
принуждаващо	prinoʒdavɐʃto
принуждаващото	prinoʒdavɐʃtoto
принц	prints
принцеса	printsɛsɐ
припада	pripadɐ
припадай	pripadɐj
припадайки	pripadɐjki
припадайте	pripadɐjtɛ
припадал	pripadɐɫ
припадала	pripadɐɫɐ
припадалата	pripadɐɫɐtɐ
припадали	pripadɐli
припадалите	pripadɐlitɛ
припадалия	pripadɐlijɐ
припадалият	pripadɐlijɐt
припадало	pripadɐɫo
припадалото	pripadɐɫoto
припадам	pripadɐm
припадаме	pripadɐmɛ
припадане	pripadɐnɛ
припаданета	pripadɐnɛtɐ
припаданетата	pripadɐnɛtɐtɐ
припадането	pripadɐnɛto
припадания	pripadɐnijɐ
припаданията	pripadɐnijɐtɐ
припадат	pripadɐt
припадате	pripadɐtɛ
припадах	pripadɐx
припадаха	pripadɐxɐ
припадахме	pripadɐxmɛ
припадахте	pripadɐxtɛ
припадаш	pripadɐʃ
припадаше	pripadɐʃɛ
припадащ	pripadɐʃt
припадаща	pripadɐʃtɐ
припадащата	pripadɐʃtɐtɐ
припадащи	pripadɐʃti
припадащите	pripadɐʃtitɛ
припадащия	pripadɐʃtijɐ
припадащият	pripadɐʃtijɐt
припадащо	pripadɐʃto
припадащото	pripadɐʃtoto
припадна	pripadnɐ
припаднал	pripadnɐɫ
припаднала	pripadnɐɫɐ
припадналата	pripadnɐɫɐtɐ
припаднали	pripadnɐli
припадналите	pripadnɐlitɛ
припадналия	pripadnɐlijɐ
припадналият	pripadnɐlijɐt
припаднало	pripadnɐɫo
припадналото	pripadnɐɫoto
припаднат	pripadnɐt
припаднах	pripadnɐx
припаднаха	pripadnɐxɐ
припаднахме	pripadnɐxmɛ
припаднахте	pripadnɐxtɛ
припадне	pripadnɛ
припаднел	pripadnɛɫ
припаднела	pripadnɛɫɐ
припаднели	pripadnɛli
припаднело	pripadnɛɫo
припаднем	pripadnɛm
припаднете	pripadnɛtɛ
припаднете	pripɐdnɛtɛ
припаднех	pripadnɛx
припаднеха	pripadnɛxɐ
припаднехме	pripadnɛxmɛ
припаднехте	pripadnɛxtɛ
припаднеш	pripadnɛʃ
припаднеше	pripadnɛʃɛ
припадни	pripɐdni
припадък	pripadɐk
припека	pripɛkɤ
припекат	pripɛkɤt
припекла	pripɛkɫɐ
припеклата	pripɛkɫɐtɐ
припекли	pripɛkli
припеклите	pripɛklitɛ
припеклия	pripɛklijɐ
припеклият	pripɛklijɐt
припекло	pripɛkɫo
припеклото	pripɛkɫoto
припекох	pripɛkox
припекоха	pripɛkoxɐ
припекохме	pripɛkoxmɛ
припекохте	pripɛkoxtɛ
припекъл	pripɛkɐɫ
припечал	pripɛtʃa̟ɫ
припечала	pripɛtʃa̟ɫɐ
припечали	pripɛtʃa̟li
припечало	pripɛtʃa̟ɫo
припечах	pripɛtʃa̟x
припечаха	pripɛtʃa̟xɐ
припечахме	pripɛtʃa̟xmɛ
припечахте	pripɛtʃa̟xtɛ
припече	pripɛtʃɛ
припечел	pripɛtʃɛɫ
припечела	pripɛtʃɛɫɐ
припечели	pripɛtʃɛli
припечело	pripɛtʃɛɫo
припечем	pripɛtʃɛm
припечен	pripɛtʃɛn
припечена	pripɛtʃɛnɐ
припечената	pripɛtʃɛnɐtɐ
припечени	pripɛtʃɛni
припечените	pripɛtʃɛnitɛ
припечения	pripɛtʃɛnijɐ
припеченият	pripɛtʃɛnijɐt
припечено	pripɛtʃɛno
припеченото	pripɛtʃɛnoto
припечете	pripɛtʃɛtɛ
припечех	pripɛtʃɛx
припечеха	pripɛtʃɛxɐ
припечехме	pripɛtʃɛxmɛ
припечехте	pripɛtʃɛxtɛ
припечеш	pripɛtʃɛʃ
припечеше	pripɛtʃɛʃɛ
припечи	pripɛtʃi
припира	pripirɐ
припирай	pripirɐj
припирайки	pripirɐjki
припирайте	pripirɐjtɛ
припирал	pripirɐɫ
припирала	pripirɐɫɐ
припиралата	pripirɐɫɐtɐ
припирали	pripirɐli
припиралите	pripirɐlitɛ
припиралия	pripirɐlijɐ
припирало	pripirɐɫo
припиралото	pripirɐɫoto
припирам	pripirɐm
припираме	pripirɐmɛ
припиран	pripirɐn
припирана	pripirɐnɐ
припираната	pripirɐnɐtɐ
припиране	pripirɐnɛ
припиранета	pripirɐnɛtɐ
припиранетата	pripirɐnɛtɐtɐ
припирането	pripirɐnɛto
припирани	pripirɐni
припираните	pripirɐnitɛ
припирания	pripirɐnijɐ
припираният	pripirɐnijɐt
припиранията	pripirɐnijɐtɐ
припирано	pripirɐno
припираното	pripirɐnoto
припират	pripirɐt
припирате	pripirɐtɛ
припирах	pripirɐx
припираха	pripirɐxɐ
припирахме	pripirɐxmɛ
припирахте	pripirɐxtɛ
припираш	pripirɐʃ
припираше	pripirɐʃɛ
припиращ	pripirɐʃt
припираща	pripirɐʃtɐ
припиращата	pripirɐʃtɐtɐ
припиращи	pripirɐʃti
припиращите	pripirɐʃtitɛ
припиращия	pripirɐʃtijɐ
припиращият	pripirɐʃtijɐt
припиращо	pripirɐʃto
припиращото	pripirɐʃtoto
припича	pripitʃɐ
припичай	pripitʃɐj
припичайки	pripitʃɐjki
припичайте	pripitʃɐjtɛ
припичал	pripitʃɐɫ
припичала	pripitʃɐɫɐ
припичалата	pripitʃɐɫɐtɐ
припичали	pripitʃɐli
припичалите	pripitʃɐlitɛ
припичалия	pripitʃɐlijɐ
припичалият	pripitʃɐlijɐt
припичало	pripitʃɐɫo
припичалото	pripitʃɐɫoto
припичам	pripitʃɐm
припичаме	pripitʃɐmɛ
припичан	pripitʃɐn
припичана	pripitʃɐnɐ
припичаната	pripitʃɐnɐtɐ
припичане	pripitʃɐnɛ
припичанета	pripitʃɐnɛtɐ
припичанетата	pripitʃɐnɛtɐtɐ
припичането	pripitʃɐnɛto
припичани	pripitʃɐni
припичаните	pripitʃɐnitɛ
припичания	pripitʃɐnijɐ
припичаният	pripitʃɐnijɐt
припичанията	pripitʃɐnijɐtɐ
припичано	pripitʃɐno
припичаното	pripitʃɐnoto
припичат	pripitʃɐt
припичате	pripitʃɐtɛ
припичах	pripitʃɐx
припичаха	pripitʃɐxɐ
припичахме	pripitʃɐxmɛ
припичахте	pripitʃɐxtɛ
припичаш	pripitʃɐʃ
припичаше	pripitʃɐʃɛ
припичащ	pripitʃɐʃt
припичаща	pripitʃɐʃtɐ
припичащата	pripitʃɐʃtɐtɐ
