-am	ɔːm
taxonómiák	tɒksonomjaːk
taxonómiák	tɒksonoːmijaːk
taxonómus	tɒksɒnuːmuːʃ
taylor	ˈtɒjɒr
taylornak	tɒjlornɑk
taylorral	tɒjɒrɾɒl
taylort	tɒjlorːt
tazmán	tɑːzmæn
tbiliszi	tbilisi
te	te
te	teː
te	tɛ
tea	dˌeɪo
tea	teː
tea	tɛɒ
teaház	tɛɒɦaːz
teakertnek	tɛaːkɛrtnɛk
tealattad	tɛɒlɒtːɒd
tealevelek	tɛɒlɛvɛlɛk
tealevél	tɛɒlɛveːl
tealád	tɛɒlaːd
tealólad	tɛɒloːlɒd
team	tiːm
teaporszín	tɛaːpɔrsiːn
tearózsaszín	tɛaːroːʒɒsiːn
teaszín	teosin
teaszűrő	tɛɒsyːrøː
teaszűrők	tɛɒsyːrøːk
teasütemény	tɛaːʃyːtɛmeːɲ
teasüteményt	tɛaːʃytɛmeːɲt
teatrológia	tɛaːtroloːgio
tebeléd	tɛbɛleːd
tebelőled	tɛbɛløːlɛd
tebenned	tɛbɛnːɛd
teca	tɛtsɒ
tech	ˈtɛx
technika	tɛxnikɒ
technika	tɛxnɪka
technika	ˈtɛxnikɒ
technikai	tɛxnikɒji
technikai	ˈtɛxnɪkɒj
technikailag	tɛxnikɒjilɒg
technikailag	tɛxniːkɒilɒg
technikailag	ˈtɛxnikɒjɛlɒk
technikatörténet	tɛxnikɒtørteːnɛtː
technikus	tɛxnikuʃ
technikus	ˈtɛxnikʊʃ
technikusok	tɛxnikuʃok
technikusok	ˈtɛxnikʊʃok
technikája	ˈtɛxnikɒja
technikák	tɛxnikaːk
technikákat	tɛxnikaːkɒt
technikákat	ˈtɛxnikɒkɒt
technikát	tɛxnikaːt
technikát	ˈtɛxnikɒt
technikával	tɛxnikaːvɒl
technikával	ˈtɛxnikɒvɒl
technológia	tɛxnoloːgijɒ
technológia	ˈtɛxnoːloːgijɒ
technológiai	tɛxnoloːgijɒji
technológiai	ˈtɛxnoːloːgɒi
technológiáinkat	tɛxnoloːgiaːiŋkɒt
technológiája	ˈtɛxnoloːgijɒ
technológiák	tɛxnoloːgiaːk
technológiák	tɛxnoloːgijaːk
technológiákat	tɛxnoloːgijaːkɒt
technológiákhoz	tɛxnoloːgiːjaːkhos
technológiákkal	tɛxnoloːgijaːkːɒl
technológiáknak	tɛxnoloːgijaːknɒk
technológiának	tɛxnoloːgijaːnɒk
technológiát	tɛxnoloːgijaːt
technológiát	ˈtɛxnoloːgijaːt
technológiával	tɛxnoloːgijaːvɒl
technológiával	ˈtɛxnoloːgijɒl
technécium	tɛxnɛtɪum
techvállalat	tɛxvaːlɒlɒt
ted	teːd
teda	tɛda
tedd	tɛdː
tedd	ˈtɛd
teddel	ˈtɛdːɛl
teddy	ˈtɛdi
tedet	ˈtɛdɛt
tee	teː
teelébed	tɛɛleːbɛd
teeléd	tɛɛleːd
teelőled	tɛɛløːlɛd
teelőtted	tɛɛløːtːɛd
teendő	tɛɛndøː
teendők	tɛɛndøːk
teendőket	tɛɛndøːkɛt
teendőlista	tɛːndøːlistɒ
tefeletted	tɛfɛlɛtːɛd
tefeléd	tɛfɛleːd
tefelőled	tɛfɛløːlɛd
teflon	tɛflon
teflonbevonatú	tɛflɔnbɛvɔnɔtuː
teföléd	tɛføleːd
tefölötted	tɛføløtːɛd
tegan	teːgɒn
tegez	tagɛs
tegez	tɛgɛz
tegeze	tɛgɛzɛ
tegezeim	tɛgɛzɛjim
tegezlek	tɛgɛzlɛk
tegeződhetünk?	tɛgɛzøːthɛtʏnk
tegeződik	tɛgɛzøːdik
tegnap	tegnɑp
tegnap	tɛgnɒp
tegnap	tɛknop
tegnapelőtt	tɛgnɒpɛløːt
tegnapelőtt	tɛgnɒpɛløːtː
tegnapelőtt	ˈtɛgnɒpɛløːt
tegnapelőttől	tɛgnɒpˈɛløːtːøːl
tegnapi	tegnɑpi
tegnapi	tɛgnɒpi
tegnapi	tɛknɔpi
tegnapig	ˈtɛgnɒpig
tegnapja	tɛgnɒpjɒ
tegnapjai	tɛgnɒpjɒji
tegnapjaid	tɛgnɒpjɒjid
tegnapjaik	tɛgnɒpjɒjik
tegnapjaim	tɛgnɒpjɒjim
tegnapjaink	tɛgnɒpjɒjiŋk
tegnapjaitok	tɛgnɒpjɒjitok
tegnapjuk	tɛgnɒpjuk
tegnapod	tɛgnɒpod
tegnapok	tɛgnɒpok
tegnapom	tɛgnɒpom
tegnapot	tɛgnɒpot
tegnapotok	tɛgnɒpotok
tegnapra	tegnɒprɒ
tegnapról	ˈtɛgnɒproːl
tegnapunk	tɛgnɒpuŋk
tegye	tɛɟɛ
tegyed	tɛɟɛd
tegyek	teɟɛk
tegyek	tɛɟɛk
tegyelek	teɟɛlɛk
tegyelek	tɛɟɛlɛk
tegyem	teɟɛm
tegyem	tɛɟɛm
tegyen	teɟːɛn
tegyen	tɛgɛn
tegyen	tɛɟɛn
tegyenek	tɛɟɛnɛk
tegyenek	ˈtɛɟɛɲɛk
tegyetek	tɛɟɛtɛk
tegyék	tɛɟeːk
tegyék	ˈtɛɟeːk
tegyél	teɟeːl
tegyél	tɛɟeːl
tegyétek	teɟeːtɛk
tegyétek	tɛɟeitɛk
tegyétek	tɛɟeːtɛk
tegyük	tɛɟyk
tegyük	ˈtɛɟyk
tegyünk	tɛɟyŋk
tegyünk	ˈtɛɟyŋk
tegze	tɛgzɛ
tegzes	tɛgzɛʂ
tegzesfajból	tɛgzɛʃfɒjbɒl
tehelyetted	tɛhɛjɛtːɛd
tehene	tɛhɛnɛ
tehenek	tehɛnɛk
tehenek	tɛhɛnɛk
tehenek	tɛjɛnɛk
teheneket	teːhɛnɛkɛt
tehenen	tɛhɛnɛn
tehenet	tehɛnɛt
tehenén	tɛhɛneːn
tehenész	tɛhɛnɪ̞s
teher	tehɛr
teher	tɛhɛr
teherautó	tehɛrɒutoː
teherautóban	tehɛrɒutoːbɒn
teherautók	tehɛraʊtoːk
teherautók	tɛhɛrɒutoːk
teherautóra	tehɛraʊtoːra
teherautót	tehɛrɒutot
teherautóval	tehɛraʊtoːvɒl
teherbe	teːrbe
teherbe	tɛhɛrbɛ
teherben	tɛhɛrbɛn
teherhajó	tehɛrɦaːjoː
teherhajó	tɛhɛrhɒjuː
teherhajó	tɛhɛrɦɒjoː
teherhordó	tɛhɛrhordom
teherkocsi	taɦɛrkɔtʃi
tehertétel	tɛɦɛrtɛːtɛl
teherán	tɛhɛraːn
teherán	tˈɛɦɛraːn
tehess	tɛhɛʃː
tehesse	tɛhɛʃːɛ
tehessed	tɛhɛʃːɛd
tehessek	tɛhɛʃːɛk
tehesselek	tɛhɛʃːɛlɛk
tehessem	tɛhɛʃːɛm
tehessen	tɛhɛʃːɛn
tehessenek	tɛhɛʃːɛnɛk
tehessetek	tɛhɛʃːɛtɛk
tehessék	tɛhɛʃːeːk
tehessél	tɛhɛʃːeːl
tehessétek	tɛhɛʃːeːtɛk
tehessük	tɛhɛʃːyk
tehessünk	tɛhɛʃːyŋk
tehet	tehɛt
tehet	tɛhɛt
tehet	tɛjɛt
teheted	teːhɛtɛd
teheted	tɛhɛtɛd
tehetek	tehɛtɛk
tehetek	tɛhɛtɛk
tehetem	tehɛtɛm
tehetem	tɛhɛtɛm
tehetetlen	teːhɛtɛtlɛn
tehetetlen	tɛhɛtɛtlɛn
tehetetlen	tˈɛhɛtɛtlɛn
tehetetlenebb	tɛhɛtɛtlɛnɛbː
tehetetlenek	teːhɛtɛlɛnɛk
tehetetlennek	teːhɛtɛtlɛnːɛk
tehetetlenség	tɛhɛtɛtlɛnʃeːg
tehetetlenségek	tɛhɛtɛtlɛnʃeːgɛk
tehetetlenségi	tɛhɛtɛtlɛnʃeːgi
tehetetlenül	teːhɛtɛtlɛnyl
tehetetlenül	tˈɛhɛtɛtlɛnyl
tehetett	tehɛtɛt
tehetett	tɛhɛtɛtː
teheti	tehɛti
teheti	tɛhɛti
teheti	tɛɦɛtti
tehetik	seːɦɛtik
tehetik	tehɛtik
tehetik	tɛhɛtik
tehetitek	tɛhɛtitɛk
tehetjük	tehɛtʲyk
tehetjük	tɛhɛcːyk
tehetlek	tɛhɛtlɛk
tehetne	tehɛtnɛ
tehetne	tɛhɛtnɛ
tehetnek	tehɛtnɛk
tehetnek	tɛhɛtnɛk
tehetné	tehɛtneː
tehetné	tɛhɛtneː
tehetnéd	tɛhɛtneːd
tehetnék	tehɛtneːk
tehetnék	tɛhɛtneːk
tehetnél	tehɛtneːl
tehetnél	tɛhɛtneːl
tehetnélek	tɛhɛtneːlɛk
tehetném	teːhɛtneːm
tehetném	tɛhɛtneːm
tehetnének	tɛhɛtneːnɛk
tehetnénk	tɛhɛtneːŋk
tehetnétek	tɛhɛtneːtɛk
tehetsz	teːhtɛʃ
tehetsz	tɛhɛtsː
tehetség	teːhtɛʃːeːg
tehetség	tɛhɛtʃːeːg
tehetség	tɛɦɛttʃeːg
tehetsége	teːhtɛʃeːgɛ
tehetséged	teːhtɛʃeːgɛd
tehetségek	tɛhɛtʃːeːgɛk
tehetségem	teːhtɛʃeːgɛm
tehetségem	tɛhɛtʃːeːgɛm
tehetséges	tɛhɛtʃːeːgɛʃ
tehetséges	ˈtɛhtɛʃːeːgɛʃ
tehetségesek	teːhtɛʃeːgɛʃɛk
tehetséget	teːhtɛʃeːget
tehetséget	tɛhɛtʃːeːgɛt
tehetségeteket	tɛhɛtʃːeːgɛtɛkɛt
tehetséggel	teːhɛtʃeːgɛl
tehetségkutató	teːhtɛʃɛgkuːtɒtoː
tehetségtelen	teːhtɛʃːeːgtɛlɛn
tehetségét	teːhtɛʃɛgɛt
tehetségét	tɛhɛtʃːeːgeːt
tehetségük	tɛhɛtʃːeːgyk
tehetségünk	tɛhɛtʃːeːgyŋk
tehette	tehɛtːɛ
tehette	tɛhɛtːɛ
tehetted	tehɛtːɛd
tehetted	tɛhɛtːɛd
tehettek	teːhɛtːɛk
tehettek	tɛhɛtːɛk
tehettelek	tɛhɛtːɛlɛk
tehettem	tehɛtːɛm
tehettem	tɛhɛtːɛm
tehettetek	tɛhɛtːɛtɛk
tehették	tehɛtːek
tehették	tɛhɛtːeːk
tehettél	tehɛtːɛl
tehettél	tɛhɛtːeːl
tehettétek	tɛhɛtːeːtɛk
tehettük	tɛhɛtːyk
tehettünk	tehɛtːʏŋk
tehettünk	tɛhɛtːyŋk
tehetünk	teːhɛtynk
tehetünk	tɛhɛtyŋk
tehetünk	tɛɦɛtyŋg
tehető	teːhɛtøː
tehető	tɛhɛtø
tehetős	teːhɛtøːʃ
tehetős	tɛhɛtøːʃ
tehetős	tɛɦɛtyːʃ
tehetősebb	tɛhɛtøːʃɛbː
tehozzád	tɛɦozːaːd
tehát	tɛɦaːt
tehát	tɛˈhɑt
tehén	teːhɛn
tehén	tɛɦeːn
tehénen	tɛɦeːnɛn
tehénistálló	tɛɦeːniʃtaːlːoː
tehénistállók	tɛɦeːniʃtaːlːoːk
tehéntőgy	tɛheːntøːg
teijesen	tɛjɛʃɛn
tein	tɛjin
teirántad	tɛjiraːntɒd
tej	tei̯
tej	tɛj
tejautomata	tɛjau̯tɔːmɒtɒ
tejautomatát	tɛjautoːmɒtaːt
tejbehozatal	tɛljbɛhozɒtɒl
tejben	tɛjbɛn
tejbolt	tɛjvolt
tejci	tɛjtsi
tejcsokoládé	tɛjtʃokolaːdeː
tejcsokoládé	tɛjtʃɒkɒlaːdi
tejcukor	tɛjtsukor
tejek	tɛjɛk
tejes	teːjɛʃ
tejes	tɛjɛʃ
tejes	tɛjˈeʃ
tejesasszony	tɛjɛʃɒsːoɲ
tejesebb	tɛjɛʃɛbː
tejesember	tɛjɛʃɛmbɛr
tejesemberek	tɛjɛʃɛmbɛrɛk
tejet	fɛjɛt
tejet	teːjɛt
tejet	tɛjɛt
tejfel	tɛjfɛl
tejfel	tɛjˈfɛl
tejfog	tɛjfog
tejfogak	tɛjfogɒk
tejföl	tɛjføl
tejgazdaság	tɛjgɒzdɒʃaːg
tejjel	teːjɛl
tejminőség	tɛjmiˌnøːʃeːg
tejoltó	tɛjjoltoː
tejsav	tɛjʃɒv
tejszín	tejʃiːn
tejszín	tɛjsiːn
tejszínhab	tɛjsiːnɦɒb
tejszínnel	tejsinnɛl
tejszínt	tejʃiːnt
tejtermék	tɛjtɛrmeːk
tejtermékek	tɛjtɛrmeːkɛk
tejút	tɛjuːt
tejútrendszer	tɛjutrɛntsɛr
teke	tɛkɛ
tekenye	tɛkjɛɲjɛ
teker	tɛkɛr
tekercs	lɛkɛrʧ
tekercs	tɛkɛrtʃ
tekercs	ˈtɛkɛrʧ
tekercsek	tɛkɛrtʃɛk
tekercsek	ˈtɛkɛrtʃɛk
tekercsel	dɛkɛrtʃɛl
tekercset	ˈtɛkɛrtsɛt
tekerd	ˈtɛkɛrd
tekereg	tɛkɛrɛg
tekerem	takɛrɛm
tekergettem	tɛkɛrgɛtːɛm
tekerje	ˈtɛkɛrjɛ
tekerni	ˈtɛkɛrni
tekert	tɛkɛrt
tekervény	tɛkɛrveːɲ
tekervények	tɛkɛrveːɲɛk
tekervényes	tɛkɛrveːɲɛʃ
tekervényes	tɛkɛrviːɲeʃ
tekervényesebb	tɛkɛrveːɲɛʃɛbː
tekerő	tɛkɛrøː
tekerőlant	tɛkɛrøːlɒnt
teketória	tɛkɛtoriɑ
teketóriázik	tɛkɛtoriɒzik
teketóriázott	tɛkɛtuːriaːzotː
tekint	tɛkint
tekint	ˈtɛkint
tekintek	ˈtɛkintɛk
tekintem	ˈtɛkintɛm
tekintenek	ˈtɛkintɛnɛk
tekinteni	tɛkintani
tekinteni	tɛkintɛni
tekinteni	ˈtɛkintɛni
tekintesz	ˈtɛkintɛs
tekintet	tɛkintɛt
tekintet	tɛkiːntɛt
tekintetbe	tɛkintɛtbe
tekintetben	tɛkintɛdbɛn
tekintetben	tɛkintɛtbɛn
tekintete	tɛkintɛtɛ
tekintete	ˈtɛkintɛtɛ
tekinteted	ˈtɛkintɛtɛd
tekintetek	tɛkintɛtɛk
tekintetekben	tɛkintɛtɛgbɛn
tekinteteket	tɛkintɛtɛkɛt
tekintetekkel	tɛkintɛtɛkːɛl
tekinteteknek	tɛkintɛtɛknɛk
tekintetem	ˈtɛkintɛtɛm
tekintetes	tɛkintɛtøʃ
tekintetet	tɛkintɛtɛt
tekintetet	ˈtɛkintɛtɛt
tekintetnek	tɛkintɛtnɛk
tekintett	tɛkiːntɛt
tekintett	ˈtɛkintɛtː
tekintettel	tɛkintɛtːɛl
tekintettel	ˈtɛkintɛtɛl
tekintettem	tɛkintɛtːɛm
tekintették	tɛkintɛtːeːk
tekintetében	tɛkintɛteːbɛn
tekintetében	ˈtɛkintɛtɛbɛn
tekintetéből	tɛkintɛtɛbøl
tekintetét	tɛkintɛteːt
tekintetét	tɛkintɛtɛt
tekinthet	tɛkinthɛt
tekinthetjük	tɛkintheːtjʊk
tekinthető	tɛkinthɛtøː
tekinthető	tɛkintːɛtøː
tekinthető	ˈtɛkintɛtøː
tekinthetők	tɛkinthɛtøːk
tekinti	tækinti
tekinti	ˈtɛkintʃi
tekintik	tɛkintik
tekintjük	tɛkintjɛk
tekints	tɛkints
tekintsd	ˈtɛkinʧ
tekintse	tɛkintʃa
tekintse	tɛkintʃɛ
tekintsen	ˈtɛkintʃɛn
tekintsük	ˈtɛkinʃyk
tekintve	tɛkintvɛ
tekintve	ˈtɛkintvɛ
tekintély	tɛkinteːj
tekintélyek	tɛkinteːjɛk
tekintélyes	tɛkinteːjɛʃ
tekintélyes	tɛkintɛjɛʃ
tekintélyes	ˈtɛkintɛʎɛʃ
tekintélyesebb	tɛkinteːjɛʃɛbː
tekintélyromboló	tɛkinteːjromboloː
tekintélyt	ˈtɛkintɛjːt
tekintünk	tɛkintʏŋk
tekintünk	tɛkiːntynk
tekla	tɛklɔ
teklafalu	tɛkɬɒfɒluː
teknő	tɛknøː
teknő	tɛknɛ
teknőc	teknoːtʃ
teknők	tɛknøːk
teknős	pɛknøːʃ
teknős	teknoːʃ
teknős	tɛknøːʃ
teknős	zɛknøːʃ
teknősbéka	tɛknøːʃbækø
teknősbéka	tɛknøːʒbeːkɒ
teknősbékák	tɛknøːʒbeːkaːk
teknőst	ˈtɛknoːʃt
teknősök	tɛknøːʃøk
teknősök	ˈtɛknoːʃøk
teknővájó	tɛkneːvaːju
tektonikus	tɛktonikuʃ
tektoszilikát	taktɔsiɫikat
tekék	tɛkeːk
tekörötted	tɛkørøtːɛd
teközötted	tɛkøzøtːɛd
tel	ˈtɛl
tele	fɛlɛ
tele	tɛlɛ
tele	ˈtɛlɛ
telefon	tɛlɛfon
telefon	t̪elefon
telefon	ˈtɛlɛfon
telefonba	ˈtɛlɛfonbɒ
telefonban	ˈtɛlɛfonbɒn
telefonbeszélgetés	tɛlɛfombɛseːlgɛteːʃ
telefonbetyár	tɛlɛfombɛcaːr
telefonfülke	tɛlɛfoɱfylkɛ
telefonfülkék	tɛlɛfoɱfylkeːk
telefonhoz	ˈtɛlɛfonhoʒ
telefonhálózat	tɛlɛfonɦaːloːzɒt
telefonhírmondó	tɛlɛfɒnhiːrmondoː
telefonhívás	tɛlɛfonɦiːvaːʃ
telefonhívás	ˈtɛlɛfonhiːvaːʃ
telefonhívások	ˈtɛlɛfoɲɦiːvaːʃok
telefonhívást	ˈtɛlɛfonhiːvaːst
telefonja	ˈtɛlɛfonjɒ
telefonjai	tɛlɛfonɲɒi
telefonjait	tɛlɛfonɲɒit
telefonján	ˈtɛlɛfonjaːn
telefonjára	ˈtɛlɛfonjɑrɒ
telefonjáról	ˈtɛlɛfonjaːroːl
telefonját	ˈtɛlɛfoɲaːt
telefonkártya	tɛlɛfoŋkaːrcɒ
telefonkártyák	tɛlɛfoŋkaːrcaːk
telefonkönyvben	ˈtɛlɛfonkøɲvɛbɛn
telefonnal	tɛlɛfonːɒl
telefonnal	ˈtɛlɛfonːɒl
telefonnál	tɛlɛfonːaːl
telefonnál	ˈtɛlɛfonːaːl
telefonod	ˈtɛlɛfonɔd
telefonodat	ˈtɛlɛfonɔdɒt
telefonok	tɛlɛfonok
telefonok	ˈtɛlɛfonok
telefonokat	tɛlafonukat
telefonokat	tɛlɛfonokɒt
telefonokat	ˈtɛlɛfonokɒt
telefonom	ˈtɛlɛfonom
telefonomat	ˈtɛlɛfonomɒt
telefonomon	ˈtɛlɛfonomɒn
telefonon	tɛlɛfonon
telefonon	tɛlɛfˈonon
telefonon	ˈtɛlɛfonon
telefonon	ˈtɛlɛfɔnɔn
telefonos	tɛlɛfonoʃ
telefonos	tɛlɛfɔnɔs
telefonos	ˈtɛlɛfonɔʃ
telefonozik	tɛlɛfonozik
telefonra	ˈtɛlɛfonrɒ
telefonról	ˈtɛlɛfonɾol
telefonszám	tɛlɛfonsaːm
telefonszám	ˈtɛlɛfɔnsaːm
telefonszáma	ˈtɛlɛfɔnsaːmɒ
telefonszámok	tɛlɛfonsaːmok
telefonszámokon	tɛlɛfonsaːmokon
telefonszámom	ˈtɛlɛfɔnsaːmoːm
telefonszámon	tɛlɛfondsɒːmɔn
telefonszámon	tɛlɛfonsaːmon
telefonszámot	tɛlɛfonsaːmot
telefonszámot	ˈtɛlɛfonsaːmot
telefonszámát	ˈtɛlɛfɔnsaːmaːt
telefont	tɛlɛfond
telefont	tɛlɛfont
telefont	ˈtɛlɛfɔnt
telefonvonal	tɛlɛfoɱvonɒl
telefonvonalak	tɛlɛfoɱvonɒlɒk
telefonzsinór	tɛlɛfonʒinoːr
telefonzsinórt	tɛlɛfõnʒinoːrt
telefonál	tɛlɛfonaːl
telefonál	ˈtɛlɛfoˌnaːl
telefonálgat	tɛlɛfonaːlgɒt
telefonálhat	tɛlɛfonaːlɦɒt
telefonálhatok	ˈtɛlɛfoɲaːlɦɒtok
telefonálj	ˈtɛlɛfoɲaːj
telefonáljak	ˈtɛlɛfoɲaːj
telefonáljon	ˈtɛlɛfoɲaːʝon
telefonálni	tɛlɛfɔnaːlni
telefonálni	ˈtɛlɛfoɱaːlni
telefonálnom	ˈtɛlɛfonɒlːom
telefonálok	ˈtɛlɛfoɱaːlok
telefonált	ˈtɛlɛfoˌnaːlt
telefonáltam	ˈtɛlɛfoˌnaːltɒm
telefonálás	tɛlɛfonaːlaːʃ
telefonálás	tɛlɛfonaːlɒʃ
telefonáló	ˈtɛlɛfonɒloː
telefonérme	tɛlɛfoneːrmɛ
telefonérmék	tɛlɛfoneːrmeːk
teleház	tɛlɛɦaːz
telei	tɛlɛji
telek	dɛlɛk
telek	tɛlk
telek	tɛlɛk
telek	ˈtɛlɛk
teleken	tɛlɛkɛn
teleket	tɛlɛkɛt
telekgerendás	tɛlɛgːɛrɛndaːʃ
telekhatároló	tɛlɛkhɒtaːrolɒ
teleki	tɛlɛki
teleki-virág	tɛlɛkiviˈraːg
telekkönyvezés	tɛlɛkkøɲmɛzeːʃ
telekommunikáció	tɛlɛkomːunikaːtsijoː
telelőhely	tɛlɛlyːhɛj
telelőhelyek	tɛlːɛløːhɛjjɛk
telem	tɛlɛm
telemetria	tɛlɛnɛtrio
telenként	tɛlɛŋkeːnt
telente	tɛlɛntɛ
teleobjektív	tɛlɛobjɛktiːv
telep	tɛlɛp
telep	tɛlɛt
telep	ˈtɛlɛp
telepakol	tɛlɛpɒkol
telepakoljuk	tɛlɛpɒkoljuːk
telepata	ˈtɛlɛpɒtɒ
telepatikus	ˈtɛlɛpɒtikʊʃ
telepedett	tɛlɛpɛdɛt
telepedik	tɛlɛpɛdik
telepek	tɛlɛpɛk
telepen	ˈtɛlɛpɛn
telepes	tɛlɛfɛʃ
telepes	tɛlɛpɛʃ
telepesek	ˈtɛlɛpɛʃɛk
telepre	ˈtɛlɛprɛ
telepszik	tɛlɛpsik
telepít	tɛlɛpiːt
telepíteni	tɛlɛpiːtɛni
telepített	fɛlɛpiːtɛtː
telepítse	tɛlɛpiːtʃe
telepítés	tɛlɛpiːteːʃ
telepítése	tɛlɛpiːteːʃɛ
telepítési	tɛlɛpiːteːʃi
telepítő	tɛlɛpiːtø
telepítő	tɛlɛpiːtøː
települ	tɛlɛpyl
település	tɛlɛpyleːʃ
település	tɛlɛpylɛs
település	ˈtɛlɛpylɛʃ
települések	tɛlɛpyleːʃɛk
településeken	tɛlɛpyleːʃɛkɛn
településekről	tɛlɛpyleːʃɛkrøːl
településen	pɛlɛpylːeːʃɛn
településen	tɛlɛpyleːʃɛn
településhálózat	tɛlɛpylɛshaːloːzɒt
települési	tɛlɛpylɛʃi
településrész	fɛlɛpylɛːʃɾeːs
településszerkezet	ˈtɛlɛbylːeːʃsɛrkɛzɛt
települést	tɛlɛpyleːʃt
települést	tɛlɛpylʃt
településtábla	tɛlɛpylɛʃtɑːblɑ
telerakott	ɛlɛrɒkotː
teleregényben	tɛlɛrɛgɛɲbɛn
teleszkóp	tɛlɛskoːp
telet	teːlɛt
telet	tɛlɛt
televény	tɛlɛveːɲ
televény	tɛlɛvɛɲ
televények	tɛlɛveːɲɛk
televízió	teːlɛviːzioː
televízió	tɛlɛviːzijoː
televízió	tɛlɛviːzjɔ
televízióban	teːlɛviːzioːbɒn
televíziógyártás	tɛlɛviːziõːɟaːrtaːʃ
televíziók	tɛlɛviːzijoːk
televíziós	tɛlɛviːzijoːʃ
televíziós	ˈtɛlɛviːʒoːʃ
televíziótársaság	tɛlɛviːzioːtaːrʃøʃaːg
telhet	ˈtɛlhɛt
telhetetlenebb	tɛlhɛtɛtlɛnɛb
telhető	tɛlɦɛtøː
telhetőt	tɛlɦɛtøːt
teli	tali
teli	teli
teli	tɛli
telibe	ˈtɛlibɛ
telihold	tɛliɦold
telihold	ˈtɛliholt
teliholdkor	ˈtɛliɦoldkor
telik	fɛlik
telik	tɛlik
telik	ˈtɛlik
telis-tele	tɛlistɛlɛ
telitalálat	ˈtɛlɪtɒlaːlɒt
telivér	tɛliveːr
telj	tɛjː
teljen	tɛjɛn
teljes	tɛjˈeʃ
teljes	tɛjːɛʃ
teljes	ˈtɛjlɛʃ
teljesbe	tɛjːɛʒbɛ
teljesben	tɛjːɛʒbɛn
teljesből	tɛjːɛʒbøːl
teljesebb	tɛjːɛʃɛbː
teljesebben	tɛjːɛʃɛbːɛn
teljesek	tɛjːɛʃɛk
teljesekbe	tɛjːɛʃɛgbɛ
teljesekben	tɛjːɛʃɛgbɛn
teljesekből	tɛjːɛʃɛgbøːl
teljeseken	tɛjːɛʃɛkɛn
teljeseket	tɛjːɛʃɛkɛt
teljesekhez	tɛjːɛʃɛkhɛz
teljesekig	tɛjːɛʃɛkig
teljesekkel	tɛjːɛʃɛkːɛl
teljesekké	tɛjːɛʃɛkːeː
teljesekként	tɛjːɛʃɛkːeːnt
teljeseknek	tɛjːɛʃɛknɛk
teljeseknél	tɛjːɛʃɛkneːl
teljesekre	tɛjːɛʃɛkrɛ
teljesekről	tɛjːɛʃɛkrøːl
teljesektől	tɛjːɛʃɛktøːl
teljesekért	tɛjːɛʃɛkeːrt
teljesen	tɛjːɛʃɛn
teljesen	ˈtɛjːɛʃɛn
teljeset	tɛjːɛʃɛt
teljeshez	tɛjːɛʃhɛz
teljesig	tɛjːɛʃig
teljesként	tɛjːɛʃkeːnt
teljesnek	tɛjːɛʃnɛk
teljesnél	tɛjːɛʃneːl
teljesre	tɛjːɛʃrɛ
teljesről	tɛjːɛʃrøːl
teljessel	tɛjːɛʃːɛl
teljesszög	tɛjːɛʃsøg
teljesszögek	tɛjːɛʃsøgɛk
teljessé	tɛjːɛʃːeː
teljessé	ˈtɛjʎɛsːeː
teljesség	tɛjːɛʃːeːg
teljesség	tɛljɛʃeːg
teljességben	tɛjːɛʃːeːgbɛn
teljességet	tɛjːɛʃːeːgɛt
teljességgel	tɛjːɛʃeːggɛl
teljességgel	ˈtɛjːɛʃːeːgːɛl
teljesért	tɛjːɛʃeːrt
teljesít	tɛjːɛʃiːt
teljesít	ˈtɛjlɛʃiːt
teljesíted	ˈtɛjlɛʃiːtɛd
teljesítek	ˈtɛjlɛʃiːtɛk
teljesítem	ˈtɛjlɛʃiːtɛm
teljesítenek	tɛjːɛʃiːtɛnɛk
teljesíteni	tɛjːɛʃiːtɛni
teljesíteni	ˈtɛjlɛʃiːtɛni
teljesítenie	tɛɟɛʃiːtɛniɛ
teljesített	tɛjːɛʃiːpɛtt
teljesítette	tɛjːɛʃiːtɛtdɑ
teljesíthetetlen	tɛjːɛʃiːthetɦɛtlɛn
teljesíthető	tɛjːɛʃiːthɛtøːø
teljesíti	tɛjːɛʃiːti
teljesítik	ˈtɛjlɛʃiːtik
teljesítjük	ˈtɛjlɛʃiːtʃyk
teljesítménnyel	tɛjːɛʃiːtmeːɲːɛl
teljesítmény	tɛjːɛʃiːtmeːɲ
teljesítmény	ˈtɛjlɛʃiːtmenʲ
teljesítményarányt	tɛjːɛʃiːtmeːɲɔraɲt
teljesítménye	tɛjːɛʃiːtmeːɲɛ
teljesítménye	ˈtɛjlɛʃiːtmɛɲɛ
teljesítmények	tɛjːɛʃiːtmeːɲɛk
teljesítményt	tɛjːɛʃiːtmeːɲt
teljesítményt	ˈtɛjlɛʃiːtmɛɲt
teljesítménytúra	tɛjːɛʃiːtmeːɲtuːrɒ
teljesítménytúrák	tɛjːɛʃiːtmeːɲˈtuːraːk
teljesítményének	tɛjːɛʃiːtmeːɲeːnɛk
teljesítményét	tɛjːɛʃiːtmeːɲeːt
teljesítményét	tɛjːɛʃiːtmeːɲːeːt
teljesítményét	ˈtɛjlɛʃiːtmeːɲeːt
teljesítményüknek	tɛjjɛʃiːtmeːɲyknɛk
teljesítményünknek	tɛjjɛʃiːtmeːɲunknɛk
teljesítményű	tɛjːɛʃiːtmeːɲy
