00-ig	ɒːg
otthonától	ɔtːoːnaːtol
otthonban	otːomːbɒn
otthonba	otːonbɒ
otthoni	otːoni
otthoni	othoni
otthonnak	otːonːk
otthonodban	othoːnodbɒn
otthonod	otːonɔd
otthonod	othonod
otthonok	othonok
otthonomat	otːonomaːt
otthonomban	othoːmombɒn
otthonomba	othoːmbɒ
otthonom	otːonom
otthonosabb	othonoʃɒbː
otthonosan	othonosɒn
otthonos	otːhoːnɒʃ
otthonos	othonoʃ
otthon	otːon
otthon	othon
otthonra	ɔtːonːrɑ
otthonról	otːonːrol
otthonról	othonroːl
otthontól	otːonːtol
otthont	otːonʈ
otthonukat	othonukɒt
otthonukban	otːonukbɒn
otthonuk	othonuk
otthonunkat	ɒtːonunkɒt
otthonunkban	ɔtːhonːkpɑn
otthonunkba	otθoŋkbɒ
otthonunk	otːhoːnuk
ottomán	otːomaːn
Öttömös	øtːømøʃ
ottó	otːoː
otto	ɔtː
ott	otː
ott	ɔtː
öttusa	øtːuʃɒ
ötük	øtyk
ötünk	øtyŋk
ótvar	oːtvɒr
ótvarok	oːtvɒrok
ótvaros	oːtvɒroʃ
ötvenedik	øtvɛnɛdik
ötvenegyedik	øtvɛnɛɟːɛdik
ötvenegy	øtvɛnɛɟː
ötvenes	øtvɛnɛʃ
ötvenes	øt̪vɛnɛʃ
ötvenet	øtvɛnɛt
ötvenezer	øtʋɛnɛzɛr
ötvenharmadik	øtvɛnɦɒrmɒdik
ötvenhárom	øtvɛnɦaːrom
ötvenhatodik	øtvɛnɦɒtodik
ötvenhatos	øtvɛnɦɒtoʃ
ötvenhat	øtvɛnɦɒt
ötvenhetedik	øtvɛnɦɛtɛdik
ötvenhét	øtvɛnɦeːt
ötvenkettedik	øtvɛŋkɛtːɛdik
ötvenkettő	øtvɛŋkɛtːøː
ötvenkilencedik	øtvɛŋkilɛntsɛdik
ötvenkilenc	øtvɛŋkilɛnts
ötvennegyedik	øtvɛnːɛɟɛdik
ötvennégy	øtvɛnːeːɟ
ötvennyolcadik	øtvɛɲːoltsɒdik
ötvennyolc	øtvɛɲːolts
ötvenötödik	øtvɛnøtødik
ötvenöt	øtvɛnøt
ötven	øtvɛn
ötvös	øtvøʃ
ötvöst	øtvøʃt
ötvözetek	øtvøzɛtɛk
ötvözet	øtvøzɛt
ötvöz	øtvøz
oui	uj
our	ɔːr
out	ɒut
outline-color	ˈaʊtlaɪnˈkɒlɒr
ovációk	ovaːtsijoːk
ováció	ovaːtsijoː
óvadékkal	ɔvɒdeːkːɒl
óvadékot	ɔvɒdeːkɔt
óvadék	ɔvɒdeːk
óvakodj	ɔvɒkɔdʲ
oválisabb	ovaːliʃɒbː
ovális	ovaːliʃ
ovális	ɔvaːliʃ
óva	oːvɒ
óváros	oːvaːroʃ
óvatlan	ɔvɒtlɒn
óvatosabban	oːvɒtoʃɒbːɒn
óvatosabban	ɔvɒtoʃɒbːɒn
óvatosabbnak	ɔvɒtoʃɒbnɒk
óvatosabb	oːvɒtoʃɒbː
óvatosabb	ɔvɒtoʃɒb
óvatosak	ɔvɒtoʃɒk
óvatosan	oːvɒtoʃɒn
óvatosan	ɔvɒtoʃɒn
óvatoskodik	oːvɒtoʃkodik
óvatosnak	ɔvaːtoʃnɑk
óvatos	oːvɒtoʃ
óvatos	ɔvɒtoʃ
óvatosság	oːvɒtoʃːaːg
óvatosságok	oːvɒtoʃːaːgok
óvatosság	ɔvɒtɒʃːg
óvd	oːvd
óvd	ɔv
övében	øveːbɛn
övébe	øveːbɛ
övéből	øveːbøːl
öved	øvɛd
övéért	øveːjeːrt
övéhez	øveːɦɛz
övéig	øveːjig
övéik	øveːjik
övéi	øveː
övéi	øveːji
övéként	øveːkeːnt
öveként	øvɛkeːnt
öveket	øvɛkɛt
övék	øveːk
övek	øvɛk
ővéle	øːveːlɛ
ővele	øːvɛlɛ
ővélük	øːveːlyk
ővelük	øːvɛlyk
övem	øvɛm
övének	øveːnɛk
övénél	øveːneːl
övén	øveːn
övé	øveː
öve	øvɛ
övére	øveːrɛ
övéről	øveːrøːl
over	ovɛr
öves	øvɛʃ
övétől	øveːtøːl
övét	øveːt
övet	øvɛt
övéül	øveːjyl
övével	øveːvɛl
övévé	øveːveː
övezetben	øːvɛstbɛn
övezetek	øvɛzɛtɛk
övezet	øːvɛzɛt
övezet	øvɛzɛt
övez	øvɛz
övezte	øvɛstɛ
óvhat	oːfhɒt
ovik	ovik
óvintézkedéseket	ɔvintɛskeːdɛsɛkɛt
óvintézkedést	ɔvintɛskeːdɛʃt
ovi	ovi
ovis	oviʃ
óvja	ɔːvjɑ
óvj	oːvʝ
óvjon	ɒvjɒn
óvni	ɔvni
óv	oːv
óvoda	ɒvɔdɒ
óvodában	ɔvɔdɒbɛn
óvodába	ɔːvɔdɒbɒ
óvodai	oːvodɒji
óvodák	ovodaːk
óvoda	ovodɒ
óvodás	oːvodaːʃ
óvodások	oːvodaːʃok
óvodások	ovodaːʃok
óvodás	ovodaːʃ
óvodás	ɔvodaːʃ
óvóhelyre	ovojeɬɛrɛ
óvok	oːvok
óvónőket	oːvoːnøːkɛt
óvónőket	ovoːnøːkɛt
óvónők	oːvoːnøːk
óvónők	ovoːnøːk
óvónő	oːvoːnøː
óvónő	ovoːnøː
övön	øvøn
óvó	oːvoː
öv	øv
övre	øvrɛ
óvszer	ɒʋsɛr
óvszer	oːfsɛr
óvszert	ɔvʃɛrt
óvsz	oːfs
övtáska	øftaːʃkɒ
ovuláció	ovulaːtsijoː
ow	ɒw
owen	ɒuɛn
owens	ɔvɛnʃ
own	ɔːn
oxfordban	ɔksfɔrdbɒn
oxfordi	ɔksfɔrdi
oxford	ɔksfɔrt
oxidációk	oksidaːtsijoːk
oxidáció	oksidaːtsijoː
oxidálódik	oksidaːloːdik
oxidál	oksidaːl
oxid	oksid
oxigénatom	oksigeːnɒtom
oxigének	oksigeːnɛk
oxigén	oksigeːn
oxigén	ɔksigeːn
oxigénsátor	oksigeːnʃaːtor
oxigént	ɔksʲigeːnt
őzbarna	øːzbɒrnɒ
Ózd	oːzd
őzek	øːzɛk
őzhet	øːshɛt
őzike	øːzikɛ
őzik	øːzik
ozmánbük	ozmaːmbyk
ozmium	ozmijum
ozmózisnyomás	ozmoːziʃɲomaːʃ
ozmózisok	ozmoːziʃok
ozmózis	ozmoːziʃ
óz	oːz
őz	øːz
ózonlyukak	oːzonjukɒk
ózonlyuk	oːzonjuk
ózon	oːzon
őzön	øːzøn
özön	øzøn
ózonréteg	oːzonreːtɛg
özönvíz	øzønviːz
őző	øːzøː
ozora	ozorɒ
oz	oz
óz	oz
özvegyasszonyok	øzvɛɟɒsːoɲok
özvegyasszony	øzvɛɟɒsːoɲ
özvegyek	øzvɛɟɛk
özvegyemberek	øzvɛɟɛmbɛrɛk
özvegyember	øzvɛɟɛmbɛr
özvegye	øzveɟɛ
özvegyet	øzvɛɟɛt
özvegy	øzvɛɟ
özvegyrigó	øzvɛɟrigoː
özvegysor	øzvɛcʃor
őzz	øːzː
ozzy	ɒʒːi
p1	p
pablo	ˈpɒblo
pacába	pɒtsaːbɒ
pacák	paːtʃaːk
pacák	pɒtsaːk
pacán	pɒtsaːn
paca	pɒtsɒ
pacára	pɒtsaːrɒ
pacát	pɒtsaːt
pácban	paːtʃbɒn
páciensek	paːtʃiɛnʃɛk
páciensem	ˈpaːtsiɛnʃɛm
páciense	paːtsiɛnʃɛ
páciens	paːtsijɛnʃ
páciens	paːtʃjɛn
pácienst	paːtʃiɛnʃt
pacific	pɒtsif
pacifizmus	pɒtsifizmuʃ
pacik	pɒtsik
paci	pɒtsi
pácol	paːtsol
paco	pɒtso
pác	paːts
pacsa	pɒtʃɒ
pacsi	ˈpɒtʃi
pacsi	pɒtʃi
pacsirták	pɒtʃirtaːk
pacsirta	pɒtʃirtɒ
pacsit	paːtʃit
pacsizik	pɒtʃizik
pacsker	pɒtʃkɛr
pacsuli	pɒtʃuli
paddy	pɒdi
pádimentum	paːdimɛntum
padisah	pɒdiʃɒx
padjaidon	pɒɟːɒjidon
padjaid	pɒɟːɒjid
padjaidra	pɒɟːɒjidrɒ
padjaik	pɒɟːɒjik
padjaim	pɒɟːɒjim
padjainkon	pɒɟːɒjiŋkon
padjaink	pɒɟːɒjiŋk
padjainkra	pɒɟːɒjiŋkrɒ
padjai	pɒɟːɒji
padjaitokon	pɒɟːɒjitokon
padjaitok	pɒɟːɒjitok
padjaitokra	pɒɟːɒjitokrɒ
padján	ˈpɒɟaːn
padja	pɒɟːɒ
padjára	ˈpɒɟaːrɒ
padjuk	pɒɟːuk
padlások	pɒdlaːʃok
padláson	pɒdlaːʃon
padláson	pɒdlɒʃɒn
padlás	ˈpɒdlaːʃ
padlás	pɒdlaːʃ
padlásra	ˈpɒdlaːʃrɒ
padlásszoba	pɒdlaːsːobɒ
padlásszoba	pɒdlaːʃsobɒ
padlizsánok	pɒdliʒaːnok
padlizsán	pɒdliʒaːn
padlódeszkák	pɒdloːdɛskaːk
padlódeszka	pɒdloːdɛskɒ
padlóig	pɒdloːjig
padlóján	pɒdloːjaːn
padlója	pɒdloːjɒ
padlókkal	pɒdloːkːɒl
padlóknak	pɒdloːknɒk
padlókon	pɒdloːkon
padlók	pɒdloːk
padlókról	pɒdloːkroːl
padlóktól	pɒdloːktoːl
padlónak	pɒdloːnɒk
padlónál	pɒdloːnaːl
padlón	ˈpɒdloːn
padlón	pɒdloːn
padló	ˈpɒdloː
padló	pɒdloː
padlóra	ˈpɒdloːrɒ
padlóról	pɒdloːroːl
padlóról	ˈpɒdloːɾol
padlótól	pɒdloːtoːl
padlót	ˈpɒdloːt
padlóval	pɒdloːvɒl
padod	pɒdod
padok	pɒdok
padol	pɒdol
padom	pɒdom
padon	pɒdoːn
padon	pɒdon
padotok	pɒdotok
padot	pɒdot
pad	pɒd
padra	pɒdrɒ
padre	pɒdrɛ
padunk	pɒduŋk
páfrány	paːfraːɲ
pagát	pɒgaːt
page	paːgɛ
pagodák	pɒgodaːk
pagoda	pɒgodɒ
páholyok	paːɦojok
páholy	paːɦoj
paige	paɪgɛ
paintball	paɪntbɒl
pajeszok	pɒjɛsok
pajesz	pɒjɛs
pajkos	paɟkoʃ
pajkos	pɒjkoʃ
pajtában	pɒjtaːbɒn
pajtába	paɪtaːbɒ
pajták	pɒjtaːk
pajta	paɪtɒ
pajta	pɒjtɒ
pajtások	pɒjtaːʃok
pajtás	pajtɑːʃ
pajtás	pɒjtaːʃ
pajtát	pajtɒt
pajtik	pajtɪk
pajti	paɟti
pajzán	paːʝsaːn
pajzsa	pɒjʒɒ
pajzsmirigyek	pɒjʒmiriɟɛk
pajzsmirigyhormonok	pɒjʒmirichormonok
pajzsmirigyhormon	pɒjʒmirichormon
pajzsmirigy	pɒjʒmiriɟ
pajzsokat	pɒjsokɒt
pajzsok	paɟsok
pajzsok	pɒjʒok
pajzsot	paɪʒot
pajzs	pɒjs
pajzs	pɒjʒ
pajzsporcok	pɒjʃportsok
pajzsporc	pɒjʃports
páka	paːkɒ
pakisztánban	pakistɑːnbɑn
pakisztániak	pɒkistaːnijɒk
pakisztáni	pɒkistaːni
pakisztáni	pɒkistɒni
pakisztán	pɒkistaːn
pakisztán	pɒkistɒn
pakliban	pɒklibɒn
paklid	pɒklid
paklijaid	pɒklijɒjid
paklijaik	pɒklijɒjik
paklijaim	pɒklijɒjim
paklijaink	pɒklijɒjiŋk
paklijai	pɒklijɒji
paklijaitok	pɒklijɒjitok
paklija	pɒklijɒ
paklijuk	pɒklijuk
paklik	pɒklik
paklim	pɒklim
paklink	pɒkliŋk
pakli	pɒkli
paklitok	pɒklitok
pakold	pɒkolt
pakolja	pɒkolja
pakoljatok	pakoʎotɔk
pakolj	pɒkoʎ
pakoljuk	pɒkoʎuk
pakoljunk	pɒkoʎuŋk
pakolni	ˈpɒkɔlnʲi
pakolok	pɒkɒlɒk
pakol	pɒkol
pakoltam	pɒkoltɒm
pákozd	paːkozd
pak	pɒk
paksi	pɒkʃi
paks	pɒkʃ
paktumok	pɒktumok
paktum	pɒktum
pakura	pɒkurɒ
palace	ˈpɒlɒtʃɛ
palackban	pɒlɒdzgbɒn
palackból	pɒlɒdzgboːl
palackok	pɒlɒtskok
palackot	ˈpɒlɒtsɒt
palackozott	pɒlɒtskozotː
palackoz	pɒlɒtskoz
palack	pɒlɒtsk
palack	ˈpɒlɒtʃ
palacsinták	pɒlɒtʃintaːk
palacsinta	palaːtʃintɑ
palacsinta	pɒlɒtʃintɒ
palacsintát	palaːtʃintɑːt
palakék	pɒlɒkeːk
palánk	pɒlaːŋk
palánták	pɒlaːntaːk
palánta	pɒlaːntɒ
pala	pɒlɒ
palástok	pɒlaːʃtok
palástol	pɒlaːʃtol
palást	pɒlaːʃt
palaszürke	pɒlɒsyrkɛ
palatábla	pɒlɒtaːblɒ
palau	pɒlɒu
palavessző	pɒlɒvɛsːøː
pálcák	paːltsaːk
pálca	paːltsa
pálca	paːltsɒ
pálcát	paːltsaːt
pálcát	paːltʃaːt
pálcikák	paːltsikaːk
pálcika	paːltsikɒ
paleolitikum	pɒlɛolitikum
paleontológiai	pɒlɛontoloːgijɒji
paleontológia	pɒlɛontoloːgijɒ
palesztinában	pɒlɛstinaːbɒn
palesztinába	pɒlɛstinaːbɒ
palesztinából	pɒlɛstinaːboːl
palesztináért	pɒlɛstinaːjeːrt
palesztinához	pɒlɛstinaːɦoz
palesztináig	pɒlɛstinaːjig
palesztinaként	pɒlɛstinɒkeːnt
palesztinának	pɒlɛstinaːnɒk
palesztinánál	pɒlɛstinaːnaːl
palesztinán	pɒlɛstinaːn
palesztina	pɒlɛstinɒ
palesztinára	pɒlɛstinaːrɒ
palesztináról	pɒlɛstinaːroːl
palesztinától	pɒlɛstinaːtoːl
palesztinát	pɒlɛstinaːt
palesztinával	pɒlɛstinaːvɒl
palesztinává	pɒlɛstinaːvaː
palesztin	ˈpɒlɛstin
palesztin	pɒlɛstin
paletták	pɒlɛtːaːk
paletta	pɒlɛtːɒ
pálfi	paːlfi
pálfiszeg	paːlfisɛg
pálfordulás	paːlfordulaːʃ
pálháza	paːlɦaːzɒ
paliban	pɒlibɒn
palid	pɒlid
palié	pɒlijeː
palikat	pɒlikɒt
palimadár	pɒlimɒdaːr
palim	pɒlim
palimpszeszt	pɒlimpsɛst
pálinkák	paːliŋkaːk
pálinka	paːliŋkɒ
pálinkát	paːliŋkaːt
palin	pɒlin
páli	paːli
pali	pali
pali	pɒli
palira	ˈpɒliɾɒ
pálit	paːlit
palit	pɒlit
pálivá	paːlivaː
palkó	pɒlkoː
palládiumok	pɒlːaːdijumok
palládium	pɒlːaːdijum
pallos	pɒlːoʃ
pálmák	paːlmaːk
pálma	paːlmɒ
palmer	pɒlːmɛr
palmert	pɒlˈmɛrt
palm	pɒlm
palmüra	pɒlmyrɒ
palotában	palotaːbɛn
palotába	ˈpɒlotaːbɒ
palotából	palotaːbul
palotád	pɒlotaːd
palotaforradalom	pɒlotɒforːɒdɒlom
palotáid	pɒlotaːjid
palotáik	pɒlotaːjik
palotáim	pɒlotaːjim
palotáink	pɒlotaːjiŋk
palotái	pɒlotaːji
palotáitok	pɒlotaːjitok
palotája	paloʈaːjɒ
palotája	pɒlotaːjɒ
palotájuk	pɒlotaːjuk
paloták	pɒlotaːk
palotámmal	pɒlotaːmːɒl
palotámon	pɒlotaːmon
palotám	pɒlotaːm
palotámra	pɒlotaːmrɒ
palotánk	pɒlotaːŋk
palota	pɒlɒtɒ
palota	pɒlotɒ
palotátok	pɒlotaːtok
palotát	pɒlɒtaːt
paloznak	pɒloznɒk
pál	paːl
pál	pɒːl
pal	pɒl
pált	paːlt
pályafutása	paːjɒfutaːʃɒ
pályafutásom	paːʎɒfutaːʃom
pályafutás	paːjɒfutaːʃ
pályája	paːʎaːjɒ
pályáját	paːjaːt
pályákat	paːjaːkɒt
pályakezdő	paːjɒkɛzdøː
pályákon	paːjaːkon
pályák	paːjaːk
pályákra	paːjaːkrɒ
pályán	paːjaːn
pálya	paːjɒ
pályára	paːjaːrɒ
pályáról	paːloːɾoːl
pályát	paːjaːt
pályaudvarok	paːjɒudvɒrok
pályaudvaron	paːjɒudvɒron
pályaudvar	paːjɒudvɒr
pályaválasztási	paːjɒvaːlɒstaːʃi
pályaválasztás	paːjɒvaːlɒstaːʃ
pályázata	paːjaːzɒtɒ
pályázati	paːjaːzɒti
pályázatokat	paːjaːzɒtokɒt
pályázatokon	paːjaːzɒtokon
pályázatok	paːjaːzɒtok
pályázaton	paːjaːzɒton
pályázatot	paːjaːzɒtot
pályázat	paːjaːzɒt
pályázhat	paːjaːshɒt
pályázik	paːjaːzik
pályázni	paːjaːzni
pályázók	paːjaːzoːk
pályázó	paːjaːzoː
pamela	pɒmɛlɒ
pam	pɒm
pamutok	pɒmutok
pamut	pɒmut
panamakalapok	pɒnɒmɒkɒlɒpok
panamakalap	pɒnɒmɒkɒlɒp
panama	pɒnɒmɒ
panamaváros	pɒnɒmɒvaːroʃ
panasonic	pɒnɒsonik
panaszaid	pɒnɒsɒjid
panaszaik	pɒnɒsɒjik
panaszaim	pɒnɒsɒjim
panaszaink	pɒnɒsɒjiŋk
panaszai	pɒnɒsɒji
panaszaitok	pɒnɒsɒjitok
panasza	pɒnɒsɒ
panaszkodik	pɒnɒskodik
panaszkodik	pɒnɒskɔdik
panaszkodj	ˈpɒnɒskøɟː
panaszkodnak	ˈpɒnɒskødːnɒk
panaszkodni	ˈpɒnɒskødɲi
panaszkodom	ˈpɒnɒskødɒm
panaszkodott	pɒnɒskɔdot
panaszkodsz	ˈpɒnɒskødʒ
panaszkodtak	pɒnɒskødtɒk
panaszkodtam	pɒnɒskødtɒm
panaszkönyvben	pɒnɒskøɲvbɛn
panaszkönyvbe	pɒnɒskøɲvbɛ
panaszkönyvből	pɒnɒskøɲvbøːl
panaszkönyved	pɒnɒskøɲvɛd
panaszkönyveid	pɒnɒskøɲvɛjid
panaszkönyveik	pɒnɒskøɲvɛjik
panaszkönyveim	pɒnɒskøɲvɛjim
panaszkönyveink	pɒnɒskøɲvɛjiŋk
panaszkönyvei	pɒnɒskøɲvɛji
panaszkönyveitek	pɒnɒskøɲvɛjitɛk
panaszkönyvekben	pɒnɒskøɲvɛgbɛn
panaszkönyvekbe	pɒnɒskøɲvɛgbɛ
panaszkönyvekből	pɒnɒskøɲvɛgbøːl
panaszkönyveken	pɒnɒskøɲvɛkɛn
panaszkönyvekért	pɒnɒskøɲvɛkeːrt
panaszkönyveket	pɒnɒskøɲvɛkɛt
panaszkönyvekhez	pɒnɒskøɲvɛkhɛz
panaszkönyvekig	pɒnɒskøɲvɛkig
panaszkönyvekkel	pɒnɒskøɲvɛkːɛl
panaszkönyvekként	pɒnɒskøɲvɛkːeːnt
panaszkönyvekké	pɒnɒskøɲvɛkːeː
panaszkönyveknek	pɒnɒskøɲvɛknɛk
panaszkönyveknél	pɒnɒskøɲvɛkneːl
panaszkönyvek	pɒnɒskøɲvɛk
panaszkönyvekre	pɒnɒskøɲvɛkrɛ
panaszkönyvekről	pɒnɒskøɲvɛkrøːl
panaszkönyvektől	pɒnɒskøɲvɛktøːl
panaszkönyvem	pɒnɒskøɲvɛm
panaszkönyve	pɒnɒskøɲvɛ
panaszkönyvért	pɒnɒskøɲveːrt
panaszkönyvetek	pɒnɒskøɲvɛtɛk
panaszkönyvet	pɒnɒskøɲvɛt
panaszkönyvhöz	pɒnɒskøɲfhøz
panaszkönyvig	pɒnɒskøɲvig
panaszkönyvként	pɒnɒskøɲfkeːnt
panaszkönyvnek	pɒnɒskøɲvnɛk
panaszkönyvnél	pɒnɒskøɲvneːl
panaszkönyvön	pɒnɒskøɲvøn
panaszkönyv	pɒnɒskøɲv
panaszkönyvre	pɒnɒskøɲvrɛ
panaszkönyvről	pɒnɒskøɲvrøːl
panaszkönyvtől	pɒnɒskøɲftøːl
panaszkönyvük	pɒnɒskøɲvyk
panaszkönyvünk	pɒnɒskøɲvyŋk
panaszkönyvvel	pɒnɒskøɲvɛl
panaszkönyvvé	pɒnɒskøɲveː
panaszod	pɒnɒsod
panaszokat	pɒnɒsokɒt
panaszok	pɒnɒsok
panaszom	pɒnɒsom
panaszos	pɒnɒsoʃ
panaszotok	pɒnɒsotok
panasz	pɒnɒs
panaszt	pɒnɒst
panaszuk	pɒnɒsuk
panaszunk	pɒnɒsuŋk
páncélautók	paːntseːlɒutoːk
páncélos	ˈpaːntseːloʃ
páncélozott	paːntseːlozotː
páncél	paːntseːl
páncél	pæːntseːl
páncélszekrény	paːntseːlsɛkreːɲ
páncélterem	pæːntseːl̪t̪ɛrɛm
páncélt	paːntseːlt
pancho	pɒntʃo
pancser	ˈpɒntʃɛr
pandák	pɒndaːk
pandán	pɒndaːn
panda	pɒndɒ
pandát	pɒndaːt
pandeizmus	pɒndɛjizmuʃ
pandémia	pɒndeːmijɒ
pandey	ˈpɒndeː
pandit	pɒndit
pandóra	pɒndoːrɒ
pandora	ˈpɒndorɒ
pandzsábi	pɒndʒaːbi
panelház	pɒnɛlɦaːz
panel	pɒnɛl
panel	pɒɲɛl
panelt	pɒnɛlt
pángermanizmus	paːŋgɛrmɒnizmuʃ
pang	pɒŋ
pang	pɒŋg
pánikba	pɒnikbɒ
pánikok	paːnikok
pánikolj	pɒːnikol
pánikolni	paːnikolni
pánikol	paːnikol
pánikot	paːnikot
pánik	paːnik
pánikra	paːnikrɒ
páni	paːni
paníroz	pɒniːroz
pankasz	pɒŋkɒs
pannonhalma	pɒnːonɦɒlmɒ
panorámakép	pɒnoraːmɒkeːp
panorámák	pɒnoraːmaːk
panoráma	pɒnoraːmɒ
panorámás	pɒnoraːmaːʃ
pan	paːn
pán	paːn
pán	pɒːn
pánsípok	paːnʃiːpok
pánsíp	paːnʃiːp
pánszexualitás	paːnsɛksuɒlitaːʃ
pánszlávizmus	paːnslaːvizmuʃ
pántlika	paːntlikɒ
pántli	paːntli
panziók	pɒnzijoːk
panzió	pɒnzijoː
paolo	pɒːlo
pa	pa
pá	paː
papád	pɒpaːd
papagájok	pɒpɒgaːjok
papagáj	papagaːj
papagáj	pɒpɒgaːj
papához	paːpɒhɒz
pápai	paːpaː
pápai	paːpɒji
papaják	pɒpɒjaːk
papája	paːpaːja
papája	pɒpaːjɒ
papaja	pɒpɒjɒ
pápák	paːpaːk
papám	pɒpaːm
pápának	paːpaːnɒk
papának	paːpɒnɒk
pápán	paːpaːn
papán	pɒpaːn
pápá	paːpaː
pápa	paːpɒ
papa	ˈpɒpɒ
papa	pɒpɒ
pá-pá	pɒpɒ
pápaságok	paːpɒʃaːgok
pápaság	paːpɒʃaːg
pápát	paːpaːt
papát	pɒpaːt
papával	paːpɑvɒl
pá	pɒ
papik	pɒpik
papi	ˈpɒpi
papi	pɒpi
papírdobozok	pɒpiːrdobozok
papírdoboz	pɒpiːrdoboz
papírgyártás	pɒpiːrɟaːrtaːʃ
papírgyártással	pɒpiːrɟaːrtaːʃːɒl
papírjai	papiːrʝɒi
papírjait	papiːrjɒjt
papírja	papiːrjɒ
papírkép	pɒpiːrkeːp
papírkosár	pɒpiːrkoʃaːr
papírlap	pɒpiːrlɒp
papírmasé	pɒpiːrmɒʃeː
papírmunka	paːpiːrmuŋka
papírmunkát	paːpiːrmuŋkaːt
papírmunkával	paːpiːrmuŋkaːvɒl
papírokat	paːpiːrokaːt
papírokkal	paːpiːrokːɔl
papírok	pɒpiːrɒk
papírok	pɒpiːrok
papíron	pɒpiːrɒn
papíron	pɒpiːron
papirosok	pɒpiroʃok
papiros	pɒpiroʃ
papír	pɒpiːr
papírpénz	pɒpiːrpeːnz
papírpoharak	pɒpiːrpoɦɒrɒk
papírpohár	pɒpiːrpoɦaːr
papírral	paˈpiːrɾɑl
papírra	paˈpiːrɾɒ
papírra	pɒpiːrːɒ
papírsárkány	pɒpiːrʃaːrkaːɲ
papírszelet	pɒpiːrsɛlɛt
papírt	paːpiːrt
papírt	pɒpiːrt
papiruszok	pɒpirusok
papirusz	pɒpirus
papírzacskó	pɒpiːrzɒtʃkoː
paplanok	pɒplɒnok
paplan	pɒplɒn
papnak	pɒpːnɒk
papné	pɒpneː
papnők	pɒpnøːk
papnő	ˈpɒpːnøː
papnő	pɒpnøː
papok	pɒpɒk
papok	pɒpok
papolás	pɒpolaːʃ
papol	pɒpol
papon	pɒpon
papot	pɒpɒt
papot	pɒpot
pappal	ˈpɒpːɒl
pappá	pɒpːaː
pap	pɒp
papp	pɒp
papra	pɒprɒ
paprikák	pɒprikaːk
paprika	ˈpɒprikɒ
paprika	pɒprikɒ
paprikásabb	pɒprikaːʃɒbː
paprikások	pɒprikaːʃok
paprikás	pɒprikaːʃ
paprikást	pɒprikaːʃt
paprikát	paprikaːt
papságok	pɒpʃaːgok
papság	pɒpʃaːg
papucsaid	pɒputʃɒjid
papucsaik	pɒputʃɒjik
papucsaim	pɒputʃɒjim
papucsaink	pɒputʃɒjiŋk
papucsai	pɒputʃɒji
papucsaitok	pɒputʃɒjitok
papucsa	pɒputʃɒ
papucsférj	pɒputʃfeːrʝ
papucsod	pɒputʃod
papucsokat	pɒputʃokɒt
papucsokon	pɒputʃokon
papucsok	pɒputʃok
papucsokra	pɒputʃokrɒ
papucsom	pɒputʃom
papucson	pɒputʃon
papucsotok	pɒputʃotok
papucsot	pɒputʃot
papucsot	pɒpʊtʃɒt
papucs	ˈpɒputʃ
papucs	pɒputʃ
papucsra	pɒputʃrɒ
papucsuk	pɒputʃuk
papucsunk	pɒputʃuŋk
parabolák	pɒrɒbolaːk
parabola	pɒrɒbolɒ
párádat	paːraːdɒt
parádé	pɒraːdeː
parádét	ˈpɒraːdeːt
paradicsomban	ˈpɒrɒditʃomˌbɒn
paradicsomba	ˈpɒrɒditʃomːbɒ
paradicsomok	pɒrɒditʃomok
paradicsomot	ˈpɒrɒditʃomot
paradicsomot	pɒrɒditʃomot
paradicsom	ˈpɒrɒditʃom
paradicsom	pɒrɒditʃom
paradigmaváltás	pɒrɒdigmɒvaːltaːʃ
paradise	ˈpɒrɒdisɛ
paradoxon	pɒrɒdokson
paradox	pɒrɒdoks
párád	paːraːd
parád	pɒraːd
parádsasvár	pɒraːtʃɒʃvaːr
paragrafus	ˈpɒrɒgrɒfuʃ
paraguay	pɒrɒgvaːj
párája	paːraːjɒ
páráját	paːraːjaːt
parajok	pɒrɒjok
paraj	pɒrɒj
párájukat	paːraːjukɒt
párájuk	paːraːjuk
paralelepipedon	pɒrɒlɛlɛpipɛdon
paralelogrammák	pɒrɒlɛlogrɒmːaːk
paralelogramma	pɒrɒlɛlogrɒmːɒ
paralízisek	pɒrɒliːziʃɛk
paralízis	pɒrɒliːziʃ
parallaxis	pɒrɒlːɒksiʃ
parallelepipedon	pɒrɒlɛlɛpipɛdon
parallelogramma	pɒrɒlːɛlogrɒmːɒ
párámat	paːraːmɒt
paraméterek	pɒrɒmeːtɛrɛk
paraméter	pɒrɒmeːtɛr
párám	paːraːm
paranccsal	ˈpɒrɒntʃːɒl
paranccsal	pɒrɒntʃɒl
parancsaimat	ˈpɒrɒntʃɒimɒt
parancsai	ˈpɒrɒntʃɒj
parancsait	ˈpɒrɒntʃɒit
parancsa	ˈpɒrɒntʃɒ
parancsára	pɒrɒntʃɒrɒ
parancsát	ˈpɒrɒntʃaːt
parancsba	pɒrɒntʃbɒ
parancsikon	pɒrɒntʃikon
parancsnak	ˈpɒrɒntʃnɒk
parancsnak	pɒrɒntʃnɒk
parancsnoka	ˈpɒrɒntʃnokɒ
parancsnokát	ˈpɒrɒntʃnokɒt
parancsnoki	ˈpɒrɒntʃnoki
parancsnokkal	ˈpɒrɒntʃnokːɒl
parancsnoknak	ˈpɒrɒntʃnoknɒk
