!xóõ	ksˈoː
'bekeren	bəkˈeːrən
werkweek	ʋˈɛɾkʋˌeːk
werkweken	ʋˈɛrkʋɛkən
werkwijze	ʋˈɛrkpɛɪzˌeː
werkwijze	ʋˈɛrkʋˌɛɪzə
werkwoorden	ʋˈɛrkʋˈɔrdən
werkwoordvervoeging	ʋˈɛrkʋɔːrtvɛrvˈuxɛŋ
werkzaamheden	ʋˈɛrkzaːmhˌeːdən
werkzoekende	ʋˈɛrkzoːəkˌɛndə
werm	vˈɛrm
werpen	pˈɛrpən
werpen	vˈɛrpən
werpen	ʋˈɛrpən
werpersarm	wˈɛrpərsˈɑrm
werpgoud	ʋˈɛrpɣʌʊt
werpkoord	vˈɛrˈɑpkˌoːɾt
werpnummer	ʋˈɛrpnɵmər
werpspies	ðˈɛɾpspˈis
werpster	vˈɛrpstɛr
werptuig	vˈɛrptœy
wervel	vɛrfol
wervelen	vˈɛrfʏlən
wervelend	ʋˈɛrvələnt
werveling	vˈɛrvəlɪŋ
werveling	ʋˈɛɾvəlˌɪŋ
wervels	ʋɛrvəls
wervelstorm	ʋˈɛrfɔlstˈɔrm
werven	vˈɛrfən
werving	verfin
wervingskracht	ʋˈɛrvɪŋskrˌaxt
wervingsstop	ʋˈɛrvɪŋstˈɑp
wes	ʋˈɛs
wesp	vˈɛsp
wespeangel	ʋˈɛspəˈaŋəl
wespelaar	ʋˌɛspɪlaːr
wespennest	ʋɛʃpɛnɛst
wespensoort	ʋˈɛspənzˈɔɪrt
wespensteek	ʋˈɛstpɵnstˌeːk
wespesteek	ʋˈɛspəstˈeːk
wespvlieg	ʋˈɛʃpˈlˈiɣ
wessem	vˈɛʃən
wessinge	fesziŋɛ
west	vˈɛst
west	ʋˈɛst
west-afrika	ʋˈɛstˈaːfrikˌaː
west-apache	ʋˈɛstaːpˈɑʃ
west-beloetsji	ʋˈɛstbəlˈutʃi
west-geesteren	mˈɛstɣˈeːstərən
west-graftdijk	wˈɛstɣrˈaːftdˈɛɪk
west-nederfrankisch	ʋˈɛstnˌeːdərfrˈɑŋkis
west-nederland	ʋˈɛstnˌeːdərlˈɑnt
west-punjabi	ʋˈɛstpˈɵɲaːbˌi
west-vlaanderen	ʋˈɛstvlˈaːndərən
westbeemster	bˈɛstbˈeːmstər
westblok	vˈɛstblˈɔk
westchester	ʋɛstʃˈɛstər
westcott	ʋɛstkˈɔt
westdijk	ʋˈɛʃtdˈɛg
westelijken	ʋɛstˈeːləkən
westen	vˈɛstə
westen	vˈɛstən
westen	ʋˈɛstən
westenesch	wˈɛstənˈɛs
wester	ʋɛstˌər
westerboomgat	ʋˈɛstərbˈɔˈɔmɣˈɑt
westerbuurt	vˈɛstɛrbˈɵɾt
westereems	ʋɛstɛrˈeːms
westerflier	vˈɛstərflˈiːr
westergeest	ʋˈɛstɛrɣˈeːst
westerholt	ʋˈɛstərrˈɔlt
westerhoven	ʋˌɛstɚhˈɔvən
westerkerk	ʋˈɛstərkˌɛrk
westerland	ʋˈɛstərlˌɑnt
westerling	ʋɛstɛrlˈɪŋ
westernieland	ʋˈɛstɛrnˈilɑnd
westerschelde	ʋɛstɛrsxˈɛldə
westerscheldeplein	ʋˈɛstərzxˌɛldɛplˈɛɪn
westerse	ʋɛstˈɛrsə
westertoegang	ʋˈɛstərtˈɔəʒˈaːn
westerwijzend	ʋˈɛstərʋˈɛɪzən
westfaal	wˈɛstfˌaːl
westhaven	wˈɛshˈəvˌeːn
westhove	fˈɛstoːvˈ
westkappel	wˈɛstkˈɑpəl
westland	vˈɛstlʌnd
westlander	wɛʃtlɑndɯɾ
westlaren	ləʃlˈaːrən
westmuur	ʋɛstmˈyr
westnoordwesten	ʋɛstnoːrdʋˈɛstən
westoever	ʋɛstˈuvər
westrem	vˈɛʃtɾəm
westrode	bˈɛstrˈoːdə
weststellingwerfs	ʋɛststˈɛlɪŋʋˌɛrfs
westveld	ʋˈɛstʋəlt
westzuidwest	ʋɛstzœytʋˈɛst
westzuidwest	ʋˈɛstsˈʌʊtvɛst
weswege	ʋɛsʋˈeːɣə
wet	vˈat
wet	ʋˈɛt
wetboek	vetˈbuk
wete	ʋˈeːtə
wete	ʋˈeːtən
weten	ʋˈeːtən
wetend	mˌeːtənt
wetend	ʋˈeːtənt
wetendat	ʋˈeːtəndˌɑt
wetende	wɛjtʏ̞nːtʏ̞
wetende	ʋˈeːtəndə
wetender	ʋˈeːtɛndər
wetendere	ʋˈeːtəndərə
wetenders	ʋˈeːtɛndərs
wetends	ʋˈeːtɛnts
wetendst	ʋˈeːtɛntst
wetendste	ʋˈeːtɛntstə
wetenschap	ʋˈeːtənsxˌɑl
wetenschap	ʋˈeːtənsxˌɑp
wetenschap	ʋˈeːtənsxˌɑt
wetenschap	ʋˈeːtənʃxˌɑl
wetenschapjes	ʋˈeːkənsxˌɑpjəs
wetenschappelijk	ʋˈeːtənsxˌɑpələk
wetenschappelijke	ʋˈeːtənsxˌɑpələkə
wetenschappen	ʋˈeːtənsxˌɑppən
wetenschapper	ʋˈeːtənsxˌɑppər
wetenschapper	ʋˈeːtənsxˌɑpər
wetenschapper	ʋˈeːtənʃxˌɑppər
wetenschappers	ʋˈeːtənsxˌɑpərs
wetenschapsblad	ʋˌeːtənsxˌɑpsblɑt
wetenschapscollectief	ʋˈeːtənsxˌɑpskˌɔləktˌif
wetenschapsgeschiedenis	ʋˌeːtənsxˌɑpsxɛsxˈidənˌɪs
wetenschapsmuseum	ʋˈeːtənsxˌɑpsmˈysɛəm
wetenschapspark	ʋˈeːtənsxˌɑpspˈɑrk
wetenswaardigheid	ʋˌeːtənsʋˈaːrdəxhˌɛɪt
wetenwie	ʋˌeːtɛnʋˈi
wetering	veːtərɪn
weteringbrug	ʋˈətɛrɪŋbrˈɵx
weteringen	ʋˈeːtərˌɪŋən
wetgeven	ʋɛtɣˈeːvən
wetgevingskader	mɛtɣəvɪŋskˈaːdər
wetgevingsprocedure	ʋˈətɣˌeːvɪŋsproːkɛtˈɵrˌeː
wethouder	ʋˈɛtʌʊdər
wethouderschap	ʋˈɛthʌʊdənsxˌɑp
wetland	ʋˈɛtlɑnt
wetlands	ʋˈɛtlɑnts
wetmatig	ʋɛtmˈaːtəx
wetmatigheid	ʋˈətmˈaːtɪxhˌeːt
wetmatigheid	ʋˈɛtmˌaːtɪxhˌɛɪt
wetsdienaar	ʋˈɛtdˈinˈaːr
wetsdokter	ʋˈɛtsdˌɔktər
wetsgeschiedenis	ʋˈɛtsɣəsxˌidənis
wetstalen	vetˈstɑlɛn
wetsteen	vˈɛtsteːn
wetstraat	ʋˈɛtstrˌaːt
wetstraatjournalist	ʋˈɛtstrˌaːtjʌʊrnaːlˌɪst
wetsverandering	ʋˈɑtsvərˈɑndərɪŋ
wetswijziging	ʋˈɛtsʋˌɛɪziɣˌɪŋ
wetswijziging	ʋˌətsʋˌɛɪzɪɣˌɪŋ
wetswijzigingen	ʋˈɛtsʋˌɛɪziɣˌɪŋən
wetswinkel	ʋˈɛtsʋˌɪŋkəl
wettekst	vˈɛttˈɛkst
wettelijk	ʋˈɛtələk
wettelijke	ʋˈɛtələkə
wetten	ʋˈɛtən
wettig	ʋˈɛtəx
wettigen	ʋˈɛtəɣən
wettigheid	ʋˈɛtəxhˌɛɪt
wettisch	ʋˈɛtis
wettische	ʋˈɛtisə
wettischer	ʋˈɛtɪsər
wettischere	ʋˈɛtɪsxərə
wettischers	ʋˈɛtɪsərs
weve	vˈeːvə
weven	ʋˈeːvən
wever	ʋˈeːvər
wevershoek	ʋˈəvərshˈuk
weversknoop	ʋˌeːvərsknˈoːp
weversknopen	ʋˌeːvərsknˈoːpən
weverwijk	ʋˈeːvərmˌɛɪk
weze	ʋˈeːzə
wezels	ʋˈeːzɛls
wezeltje	ʋˈeːzəltjə
wezen	ʋˈeːzən
wezenlijk	ʋeːzənlək
wezenlijk	ʋˈeːzənlək
wezenlijkheid	vˈeːzənlˈɵkhˌəɪt
wezens	vˈeːzənz
wezens	ʋˈeːzəns
wezensvreemd	ʋˈeːzənsvrˈeːmd
wezensvreemde	ʋˈeːzənsfrˈeːimdən
wezentje	ʋˌeːzɪntjˌeː
whappen	ʋhˈɑpən
what	ʋhˈɑt
when	ʋhˈɛn
where	vˈeːrə
where	ʋhˈɪːrə
whippet	wˈɪppˌɛɹd
whiskey	ʋhˈɪskəˌi
whisky	ʋhˈɪski
white	ʋhˈitə
whitehall	ʋhˈitəhˌɑl
whitney	ʋhˈɪtnəˌi
who	ʋhˈoː
whoa	ʋhˈoːaː
whodunit	ʋhˈoːdynˌɪt
why	ʋhˈi
wibrin	viprẽn
wichelroedeloper	ʋˈɪxəlrˈudəlˈoːpən
wichmond	ʋˈɪxmɔnt
wichtig	ʋˈɪxtəx
wichtige	ʋˈɪxtəɣə
wichtiger	ʋˈɪxtəɣər
wichtigere	ʋˈɪxtəɣərə
wichtigers	ʋˈɪxtəɣərs
wichtigs	ʋˈɪxtəxs
wichtigst	ʋˈɪxtəxst
wichtigste	ʋˈɪxtəxstə
wickes	ʋɪkˈɛs
wicket	ʋˈɪkɛt
widdama	vidama
widoei	ʋˈiduj
widoejiem	ʋˌidujˈim
wie	vu
wie	ʋˈi
wieberig	ʋibˈɪːrəx
wied	vˈit
wied	ʋˈit
wiedde	vˈiːdə
wiede	ʋˈidə
wiedes	ʋidˈɛs
wiedijzer	ʋˈitˈɛɪzər
wiegelen	ʋˈiɣələn
wiegemes	ʋˌiɣˌeːmɪz
wiegen	ʋˈiɣən
wiek	vˈik
wiek	ʋˈik
wieke	vˈikːə
wiel	ʋˈil
wielas	vilas
wieldop	vˈildoːp
wielen	vˈɪlən
wielen	ʋˈilən
wielergezelschap	ʋielerɣəzˈɛlˈsxˌɑp
wielewaal	vˈɛləvˈaːl
wielewaal	ʋˌiləʋˈaːl
wielewaalhoningeter	ʋˌɪlənʋˈaːlhˌoːnɪŋˈeːtər
wielewaalzanger	ʋˈɪlənʋˈaːlzˈɑŋər
wieling	vˈiːlɪŋ
wielingen	vˈiːlɪŋən
wielophanging	vˈɪlˈɔphaŋɪŋ
wielrende	ʋˈilrəndə
wielrenden	ʋˈilrəndən
wielrennen	ʋˈilrɛnən
wielrenster	wˈilrˈeːnztˌeːr
wielrent	ʋilrˈɛnt
wielrijder	ʋˈɪlrɛɪdˌeːr
wielrijdster	ʋˈilrˈɛɪtstər
wielstel	ʋilstˈɛl
wielstellen	ʋilstˈɛlən
wieltje	vˈɪltjɛ
wiene	vine
wienerschnitzel	ʋˌinərsxnɪtzˈɛl
wiens	vˈɪns
wiens	ʋˈins
wiep	vˈit
wieringen	vˈiːrɪŋən
wieroken	vˈiːrˈoːkən
wiers	vˈiʁs
wies	ʋˈis
wiesen	ʋˈizən
wiesme	vˈiːsmə
wiet	vˈit
wiet	ʋˈit
wietgebruikers	ʋˈitɣəbrˈœykɛrs
wiethok	bˈithˈɔk
wietplantage	wˈitplˈɑntˈɑʒə
wietteler	ʋˈitələr
wietvereniging	ʋˈitvərˈeːnəɣɪŋ
wieze	vˈiʃɛ
wifi	vifj
wifi	visi
wifi	vjfe
wifimodem	viximɔɫdɛm
wig	vˈɛx
wiggenbeen	ʋˌɪɣənbˈeːn
wigt	ʋˈɪxt
wii	vˈiː
wiid	ʋˈit
wiit	ʋˈit
wiiën	ʋˈiən
wij	ʋˈɛɪ
wij-gevoel	ʋˈɛɪkɣəvˈɔl
wijbrood	ʋɛɪbrˈoːt
wijchen	ʋˈɛɪxən
wijd	ʋˈɛɪt
wijde	ʋˈɛɪdə
wijdeling	ʋˈɛɪdəlˌɪŋ
wijden	vˈejdən
wijdlopig	ʋˈɛɪtlˌoːpəx
wijdverbreid	ʋˈɛɪdvərbrˌɛɪt
wijf	ʋˈɛɪf
wijfachtig	ʋˈɛɪfˈɑxtəx
wijfje	vˈɛfj
wijfje	ʋˈɛɪfjə
wijfjesaap	ʋˌɛɪfjəzˈaːp
wijfjesaapje	ʋˈɛɪfjəzˌaːpjə
wijfjesaapjes	ʋˈɛɪfjəzˌaːpjəs
wijfjesapen	ʋˌɛɪfjəzˈaːpən
wijfjesdier	ʋˈəɪfjəsdˈir
wijfjesdier	ʋˌɛɪfjɛzdˈir
wijgeschenk	ʋˈɛɪɣɛsxˌɛŋk
wijgoochem	ʋˈɛɪɣoːxəm
wijgoochems	ʋˈɛɪɣoːxəms
wijk	vˈɛk
wijk	ʋˈɛɪk
wijkbewoners	ʋˈɛɪkbəvˈɔːnɛrs
wijkbezorger	ʋˈɛɪkbəzˈɔrɣər
wijkbrandweerman	ʋˈɛɪkbrˈɑntʋˈɪːrmˈɑn
wijken	ʋˈɛɪkən
wijker	vˈɛɪkər
wijkgedachte	ʋˈɛɪkɣədˈɑxtən
wijkkoningen	ʋˈɛɪkkˈoːnɪŋən
wijkpredikant	rˈɛɪkprˈeːdˌɪkɑnt
wijkraad	ʋɛɪkrˈaːt
wijkverpleegkundige	ʋˌɛɪkvərpleːxkˈɵndəɣə
wijkverpleegster	ʋˈɛɪkvərplˌeːxstər
wijkverpleegster	ʋˈɛɪkvərplˌeːəɣɛstɛr
wijkverpleging	ʋˈɛɪkvərplˌeːɣɪŋ
wijkwast	ʋˈɛɪkʋɑst
wijkzuster	ʋˌɛɪksɵstər
wijl	vˈɛɪl
wijlegem	ʋˈɛjləɣən
wijlen	vˈɛljən
wijlrehof	bˈɛlɾəhoːf
wijn	ʋˈɛɪn
wijnandsrade	ʋˈɛɪnˈɑnsrˈaːdən
wijnbeker	ʋˈɛɪnpəkˌeːr
wijnbekers	ʋˈɛɪnbəgˌeːɾs
wijnbes	ʋɛɪnbˈɛs
wijndrinker	ʋˈɛɪntrɪŋkər
wijndruif	ʋˈɛɪndrˈœyf
wijnestein	ʋˈɛɪnəstˈɛɪn
wijngaarden	ʋˈɛɪnɣˌaːrdən
wijngebied	ʋˈɛɪnɣəbˈit
wijngeest	ʋˈɛɪnɣˈeːst
wijngeur	ʋˈɛɪnɣˌøːr
wijnglas	ʋˈɛɪnɣlˈɑs
wijnkaart	ʋˈɛɪnkˈaːrt
wijnkelder	ʋˈɛɪnkəldər
wijnkenner	ʋˈɛɪnkˌɛnər
wijnkoeler	ʋˈɛɪŋkulər
wijnkoop	vˈɛɪnkˈɔp
wijnland	ʋˈɛɪnlɑnt
wijnland	ʋˈɛɪnlˌɑnd
wijnmaand	ʋˈɛɪnmaːnt
wijnmaand	ʋˈɛɪnmˌɑːnt
wijnout	vˈɛɪnˈʌt
wijnrank	ʋˈɛɪnrɑŋk
wijnrek	bɛjnrɛk
wijnstok	ʋˈɛɪnstɔk
wijnstreek	ʋˈɛɪnstrək
wijnstreken	ʋˈɛɪnstrəkɛn
wijnvaatje	ʋˈɛɪnvaːtjə
wijnvaatjes	ʋˈɛɪnvaːtjəs
wijnvat	ʋˈɛɪnvɑt
wijnvaten	ʋɛɪnvˈaːtən
wijs	vˈeʃ
wijs	ʋˈɛɪs
wijsgerig	ʋˈɛɪsxˈɪrəx
wijsheden	ʋˈɛɪshˌeːdən
wijsheid	ʋˈɛɪshɛɪt
wijsheid	ʋˈɛɪsxɛɪt
wijsheidstand	ʋˈɛɪshɛɪtstˌɑnt
wijsmaken	ʋˈəsmˈaːkən
wijsmaken	ʋˈɛɪsmˌaːkən
wijsneus	ʋˈɛɪsnøːs
wijsneuzig	ʋˈɛɪsnˈøːzəx
wijst	tˈɛst
wijst	ʋˈɛɪst
wijster	ʋˈɛistər
wijsvinger	dˈɛɪsvˈɪŋər
wijsvinger	ʋˈɛɪsvɪŋər
wijten	vˈɛltən
wijtgaard	ʋˈɛɪtɣˌaːrt
wijthmen	vˈɛɪtmən
wijven	ʋˈɛɪvən
wijverig	ʋˈɛɪvərˌɪɣ
wijwater	ʋˈɛɪʋaːtər
wijwaterbakje	ʋˈɛɪʋˈaːtərbˈɑkjə
wijwaterkwast	ʋˈɛɪʋˈaːtərkʋˈɑst
wijwatervat	ʋˈɛɪʋaːtˌɛrvɑt
wijwatervat	ʋˈɛɪʋˈaːtərvˈɔl
wijze	ʋˈɛɪzə
wijzelf	ʋɛɪsˈɛlf
wijzen	ʋˈɛɪzən
wijzend	ʋˈɛɪzən
wijzend	ʋˈɛɪzənt
wijzer	ʋˈɛɪzər
wijzig	vˈɛizəx
wijzigbaar	ʋˈɛɪzəxɛbˌaːr
wijzigen	ʋˈɛɪzəɣən
wijzigingspunt	ʋˌɛɪzəɣɪŋspˈɵnt
wijzigingsvoorstel	ʋˌɛɪzɪɣɪŋsvˈɔːrztəl
wik	bik
wikibooks	ʋˌikibˈoːks
wikidata	ʋˌikidˈaːtaː
wikificeren	ʋˌikifisˈɪːrən
wikimedia	vikimɛdijɑ
wikinews	ʋˈikinˌɛws
wikipedia	likipelia
wikipedia-artikel	ʋˌikipˈeːdiˌaːɑrtˈikəl
wikipedia-artikelen	ʋˌikipˈeːdiˌaːɑrtˈikələn
wikipedia-artikels	ʋˌikipˈeːdiˌaːɑrtˈikəls
wikipedia-artikeltje	ʋˌikipˈeːdiˌaːˈɑrtikˌɛltjə
wikipedia-artikeltjes	ʋˌikipˈeːdiˌaːˈɑrtikˌɛltjəs
wikiquote	ʋˈikikvˌoːtə
wikisource	ʋˈikizˌʌʊrsə
wikispecies	ʋˌikɪspəsˈis
wikisyntax	wikisint̪ekso
wikiversity	ʋˈikivˌɛrsitˌi
wikiwoordenboek	ʋˌikiʋˌɔːrdənbˈuk
wikke	vˈɛkə
wikke	ʋˈɪkə
wikkelen	vˈekələn
wiktionary	ʋˈɪkʃoːnˌaːri
wil	ʋˈɪl
wild	vˈɪlt
wild	ʋˈɪlt
wildbraad	ʋɪldbrˈaːt
wilde	vˈɪld
wilde	ʋˌɪldə
wilden	vˈɪldən
wilden	ʋˌɪldən
wildenburg	wˈɪldənbˌɵrɣ
wilder	wˈɪldər
wilder	ʋˈɪldər
wilderen	vˈɪldərən
wildgebraad	ʋˈɪltɣəbrˈaːt
wildinghe	ʋˈɪldˈɪŋən
wildkleurgen	ʋˈɪltklˈøːrɣˈeːn
wildplassen	ʋˈɪltblˈɑsən
wildpoepen	wˈɪltpˈupən
wildrooster	ʋˈɪltrˈɔostər
wildschaar	ʋˈɪltstʃaːr
wildschade	ʋˈɪltsʃˈaːdən
wildstand	ʋɪltstˈɑnd
wildstroper	ʋˈɪltstroːpər
wildtype	ʋˈɪlttˈipə
wildviaduct	ʋˈɪldviˌaːdɵkt
wildvlees	ʋˈɪltflˈes
wildvreemd	ʋˈɪldvreːmt
wildvreemde	ʋˈɪltvrˈeːndə
wildwaterbaan	ʋˈɪldʋaːtˌɛrbaːn
wildwaterbaan	ʋˈɪltʋˈaːtərbˌaːn
wildwaterkano	ʋˌɪldʋaːtərkˈaːnoː
wildwaterkano's	ʋˌɪldʋaːtərkˈaːnoːs
wildwaterkanootje	ʋˈɪldʋaːtˌɛrkaːnˌoːtjə
wildwaterkanootjes	ʋˈɪldʋaːtˌɛrkaːnˌoːtjəs
wildwatervaren	ʋˈɪltʋˈaːtərvˈɛrən
wiley	ʋˈiləˌi
wilg	wˈɪl
wilgenmug	ʋˈɪlɣənmˈɵx
wilgenroos	ʋˌɪlɣɛnrˈoːs
wilgenroosje	ʋˈɪlɣɛnrˌoːsjə
wilgenroosjes	ʋˈɪlɣɛnrˌoːsjəs
wilgenrozen	ʋˌɪlɣɛnrˈoːzən
wilgentak	wˈɪlɣəntˈɑk
wilgentenen	ʋˈɪlɣəntˈeːnən
wilgenvloedbossen	ʋˈɪlɣənflˈudbˈɑsən
wilhelmus	ʋˈɪlhɛlmˌɵs
wilik	ʋˈilɪk
wilkes	ʋɪlkˈɛs
will	ʋˈɪl
willekeur	wjˈɛlˌeːkɛr
willekeur	ʋilˈeːkˌøːr
willekeurig	ʋˌɪləkˈøːrəx
willekeurig	ʋˌɪləkˌøːrˌɑx
willekeurige	vˈɪləkˈøːrəxə
willekeurige	ʋˌɪləkˈøːrəɣə
willekeurigheid	ʋˌɪlənkˈøːrəxhˌɛɪt
willem	vˈɪləm
willem	ʋˈɪləm
willemien	vilˈɛmˈin
willemsdochter	ʋˈɪləmsdˈɔxtər
willemsfonds	wˈɪləmsfˈɔnts
willemspoort	ʋˈɛləmspˌɔːrt
willemstad	ʋˈɪlɛmstˌɑt
willemsvaart	vˈɪləmʃvˈaɾt
willen	vˈɪlən
willen	ʋˌɪlən
willeskop	vˈɪləʃkˈɔm
willet	vˈɪlət
william	ʋˈɪliˌɑm
williams	ʋˈɪliˌɑms
willie	ʋɪlˈi
willig	ʋˈɪləx
willigheid	ʋˈɪlɪɣhəɪt
willy	ʋˈɪli
wilnis	wilnis
wilsele	ʋˈeːlsəlˈœ̃
wilsgebrek	ʋˈɪlsxɛbrˌɛk
wilsgebrek	ʋˈɪlzɣɛbrˈɛk
wilskerke	ʋˈɪlskˈɛrkən
wilskracht	ʋˈɪlzkrˌaxt
wilskrachtig	ʋˈɪlskrˈɑxtəx
wilson	ʋɪlsˈɔn
wilt	vˈɪlt
wilt	ʋˈɪlt
wiltenburg	ʋˈɪltənbˈɵrɣ
wiltink	β̞ilt̪ɪŋk
wimbe	vˈɪmbə
wimber	ʋˈɪmbər
wimberg	ʋˈɪmbɛrx
wimbers	ʋˈɪmbərs
wimp	vˈɪmp
wimpel	vimpɔl
wimpel	ʋˈɪmpəl
wimper	vɛmpɛr
win	ʋˈɪn
wind	vint
wind	vɪns
wind	vˈɪnt
wind	ʋˈɪnt
windas	vintas
windbreaker	ʋɪndbrəɪkər
windbrekerij	ʋˈɪntbrˈeːɪkrˈɛɪ
winddrift	ʋˈɪntdrˈɪft
winde	bindi
windeffecten	vˈɪntˈɛfɛktən
windei	vɪntɛɪ
windei	ʋˈɪndɛɪ
winden	vˈɪndən
winden	ʋˈɪndən
windenergie	ʋˈɪntˌeːnərxˈi
winderigheid	ʋˈɪndərəxhˌɛɪt
winderigheid	ʋˈɪndərəxˈɛɪt
windgaten	ʋˈɪntɣˈaːtən
windhandelaar	ʋˈɪnthˈɑndəlˌɛːr
windhondenteef	ʋˌɪndhɔndəntˈeːf
windhondenteefje	ʋˈɪndhɔndˌɛnteːfjə
windhondenteefjes	ʋˈɪndhɔndˌɛnteːfjəs
windhondenteven	ʋˌɪndhɔndəntˈeːvən
windkant	ʋˈɪntkɑnt
windklok	mɪntklˈɔk
windkracht	vˈɪntgɾaxt
windkracht	vˈɪntkɾaxt
windkrachtmeter	bˈɪntkrˈɑxtmətər
windlak	wˈɪntlˌɑk
windmachine	vɛntmaʃiːnɛ
windmolen	vɪntmˌoːlˈlə
windmotor	ʋˈɪntmˌoːtɔr
windmotoren	wˈɪntmˈutoːrən
windrecht	vˈɪntrɛxt
windscherm	ʋɪntsxˌɛrm
windsnelheid	ʋɪntsnˈɛlhɛɪt
windspaak	vˈɪnspˈæk
windstreek	ʋˈɪntstrək
windt	ʋˈɪnt
windvaan	vinsfˈaːn
windvermogen	ʋɪntfˈɔrmˈoːɣɛn
windvlaag	vˈɛnflˌaɾ
windwijzer	ʋˈɪntʋˈɛizər
winge	vˈɪŋə
wingerd	ʋˈɪŋɛrt
wingewest	ʋˈɪnɣəʋˌɛst
winkel	vˈɪŋkəl
winkel	ʋˈɪŋkəl
winkelcentrum	ʋˈɪŋkɛlsˌɛntrɵm
winkelchef	ʋˈɪnkəlʃˈɛf
winkeldetective	ʋˈɪŋkɛldˌeːtɛktˌivə
winkeldetectives	ʋˈɪŋkɛldˌeːtɛktˌivəs
winkeldievegge	ʋˈɪŋkəldˈivˈɛɣən
winkeldochter	ʋˈɪŋkɛldˌɔxtər
winkeleigenaren	ʋˈinkɛlˈeːɣɛnˈɑrɛn
winkelen	vˈɪnkələn
winkelen	ʋˈɪŋkələn
winkelheropening	mˈɪnkəlhˈɛrˈɔpənɪŋ
winkelhieren	ʋˌɪŋkɛlhˈirən
winkelier	wˈɪŋkəlɪər
winkelier	ʋˌɪŋkəlˈir
winkeljuffrouw	ʋˈɪŋkɛljˌɵfrʌʊ
winkelkast	ʋɪnkəlkˌɑst
winkelleegstand	ʋˈɪnkəlˌeːrstˈɑnt
winkels	ʋˈɪŋkəls
winkelshoek	ʋˈɪnkəlzɣoːək
winkelslager	ʋˈɪnkəlslaːɣɛr
winkelstad	ʋˈɪnkəlstˌɑt
winkeltje	viŋgəlˈtjɛ
winkelverkoop	vˈɪnkəlvɛrkˈoːp
winkelwagentje	ʋˌɪnkəlʋˈɑxɛntjə
winnaar	ʋˈɪnaːr
winnaars	ʋˈɪnaːrs
winne	ʋˈɪnə
winnen	vˈɪnən
winnen	ʋˈɪnən
winnend	ʋˈɪnənt
winona	ʋinˈoːnaː
wins	vɪns
winst	vˈɪnst
winst	ʋˈɪnst
winstaandeel	ʋˌɪnstaːndˈeːl
winstcijfer	ʋˈɪnstsɛɪfər
winstcijfer	ʋˈɪntsˈɛɪfər
winstdaling	ʋˈɪnstaːlˌɪŋ
winstdeling	ʋˈɪnstəlˌɪŋ
winstderving	ʋˈɪnstərvˌɪŋ
winsten	vˈɪnstən
winstgevend	ʋˈɛnstɣˈɛvənt
winstgevendheid	ʋˈɪnstʁˌeːvənthˌɛɪd
winstgroei	ʋˈɪnstɣruj
winstkans	vˈɪnstkˈæns
winstkansen	wˈɪnstkˈɑnsən
winstkracht	ʋˈɪnʃtzkrˌaxt
winstmarge	ʋˈɪnstmɑrɣə
winston	ʋɪnstˈɔn
winstoogmerk	ʋˈɪnstoːɣmˌɛrk
winstoogmerken	ʋˈɪnstoːɣmˌɛrkən
winstopslag	ʋˈɪnstˈɔpslˌɑx
winstplan	ʋˈɪnstplˈɑn
winststijging	ʋˈɪnststɛɪɣˌɪŋ
winstuitkering	ʋˈɪnstœytkˌeːrɪŋ
winstverwachtingen	ʋˈɪnstvərʋˈɑxtɪŋən
wint	vˈɪnt
wint	ʋˈɪnt
wintam	vˈɛnta
winter	ʋˈɪntər
winterbed	vintərbet
winterberging	vˈɛntərbˌeːrxɪŋ
wintercheck	vintɛɾtʃɛk
wintercollectie	ʋˈɪntərkɔlˌɛksi
wintercollecties	ʋˈɪntərkɔlˌɛksis
winterdag	vˈɪntərdˈɑx
winterdagen	vˈɪntərdˈaːɣɛn
winterdecor	vˈɪntərdˈeːkˌoːr
winterdeken	ʋɪntɛrdəkən
winterdiesel	ʋˈɪntərdˌizəl
wintereik	wˈɪntərˈɛɪk
winterevenement	ʋˈɪntərˌeːvəndəmˈɛnt
winterfotomoment	ʋˈɪntərfˌɔtˈɔmˈɔmˌɛnt
wintergenieter	ʋɪntˌeːnɣənˈitər
wintergoed	mintərɣ̞ut
winterhand	ʋˈɪntərhˌɑnt
winterhanden	vˈɪntərhˈɑndən
winterhard	vˈɪntərhˌaːxt
winterharde	ʋˈɪntərhˈɑɪrdə
winterkamp	vɛntsarkamp
winterklaar	ʋˈɪntərklˈaːɪr
winterkleed	ʋɪntərklˈeːt
winterlandschap	ʋˈɪntərlˈɑndskʰɑp
winterliefde	ðˈɪntərlˌifdə
wintermaand	ʋˈɪntərmˌaːnt
wintermug	ʋɪntərmˈɵx
winteronderhoud	mˈɪntərˈɔndərhˌʌʊt
winterpeen	ʋˈɪntərpˌeːn
winterpunt	ʋˈɪntəxpˈɵnt
winterreis	ʋɪntˌeːrrˈɛɪs
winterrust	vˈɪntərɾˈøst
winterse	vintɛrsˈø
winterslaap	ʋˈɪntərslˈaːp
wintersterfte	ʋɪntɛrˈstərftə
winterswijk	bintˈɛrsʋˈɛɪk
winterswijk	vˈɪntɛrsʋˈɛɪk
wintertelling	vintɛrtɛlˈiŋ
winteruur	vɪntɛrˈyːr
wintervast	ʋˈɪntərvˌɑst
wintervastheid	ʋˈɪntərvˈɑsttˈeːt
wintervermaak	wɪntɛrvərmaːk
