ஃ	ʔ
பிராவோவின்	piɾaːʋoːʋin
பிராவோவிற்கு	piɾaːʋoːʋiɾki
பிராவோவும்	prɑːʋoːʋum
பிராவோவை	piɾaːʋoʋaɪ
பிரி	pɪɾi
பிரிக்க	piɾikː
பிரிக்கப்பட	piɾikːəpːɑɖ̪
பிரிக்கப்பட்டு	piɾiʋiʈiʈu
பிரிக்கப்பட்டுள்ளன	piɾinkəɾiʈːuɭɭən
பிரிட்ஜில்	piɾiɖɟil
பிரிட்டனின்	piɾiːt̪aːn̪in̪
பிரிட்டனில்	piɾiːt̪ːaniɭ
பிரிட்டன்	piɾiːɳɖan
பிரிட்டிஷ்	piɾiːʈːiʃ
பிரிண்ட்	piɾɪɳɖ
பிரித்த	piɾit̪ː
பிரித்தார்	piɾit̪ːaːɾ
பிரித்திகா	piɾit̪ːigɑ
பிரித்து	piɾɪt̪ːu
பிரித்துக்	piɾit̪ːuk̟
பிரித்வி	piɾɪd̪ʋi
பிரித்வியின்	piɾitʋiʋi
பிரித்வியுடன்	piɾɪd̪ʋijɯɳ
பிரித்வியை	piɾɪd̪ʋɪjɐj
பிரித்விராஜ்	piɾitʋiɾɑːdʒ
பிரிந்த	piɾint̪
பிரிந்தது	piɾin̪d̪əɾʈu
பிரிந்ததையடுத்து	piɾint̪əɖɐjɔɭutt̪u
பிரிந்தனர்	piɾint̪əɳɐɾ
பிரிந்தார்	piɾin̪d̪aːr
பிரிந்திருந்த	piɾin̪d̪uɾɪnt̪ə
பிரிந்து	piɾin̪d̪u
பிரிந்துள்ளது	piɾin̪d̪oːɭəɭ
பிரின்ஸ்	prɪns
பிரிமியம்	piɾimiʝːam
பிரிமியர்	piɾimiɾ
பிரிமீயர்	piɾimiːjɾ̩
பிரிய	piɾi
பிரியங்கா	piɾjəŋgɑ
பிரியங்காவின்	piɾjɐŋgɑːvi
பிரியங்காவுக்கு	piɾjəŋgɑːvukːu
பிரியதர்ஷன்	piɾjəɖɐɾʂɐn
பிரியதர்ஷினி	piɾjəɖɐɾʂiɲi
பிரியப்படுத்து	pɪɾɪjɐpːɐɖʊt̪ːɯ
பிரியம்	piɾjam
பிரியர்	piɾjɐr
பிரியா	piɾiʌ
பிரியாணி	piɾijaːɲi
பிரியாமணி	piɾijaːmaɳi
பிரியாவின்	piɾi̯aːviːn̪
பிரியும்	piɾjum
பிரிவாக	piɾiʋag
பிரிவான	piɾiv̪aːn̪
பிரிவினருக்கு	piɾiʋinɾukːu
பிரிவினரையும்	piɾivinəriɐm
பிரிவினர்	piɾivinər
பிரிவினை	piɾiʋiɲaɪ
பிரிவினையை	piɾiʋiɳai̯
பிரிவின்	piɾiʋin
பிரிவியூ	piɾiʋjuː
பிரிவிற்கு	piɾiʋikːu
பிரிவிலும்	piɾiviɭam
பிரிவில்	piɾiʋil
பிரிவு	piɾiʋu
பிரிவு	pɪɾɪʋɯ
பிரிவுகளாக	piɾivukaːgɑː
பிரிவுகளாகப்	piɾivukaːɭɑp̚
பிரிவுகளின்	piɾiʋukaɾin
பிரிவுகளின்கீழ்	piɾivukaɭiŋkːoɭɯ
பிரிவுகளிலும்	piɾivukaɭilam
பிரிவுகளில்	piɾiʋuɭɭəɭ
பிரிவுகள்	piɾivukaɭɭɐ
பிரிவுக்கான	piɾivukɑːn
பிரிவுக்கு	piɾivukːu
பிரிவும்	piɾivum
பிரிவை	piɾivai
பிரிவைச்	piɾiʋaitɕ
பிரிவைப்	piɾivɑj
பிரிஸ்பேனில்	piɾis̪be̝n̪il
பிரிஸ்பேன்	piɾis̪beːn̪
பிரீ	piːriː
பிரீத்	piːɾiːt̪
பிரீத்தி	piːɾiːt̪ːi
பிரீத்திஷா	piːɾiːt̪ːiʂɑː
பிரீமியர்	piːmiɪər
பிரீஸ்	piːɾiːs
பிருதிவி	pɪɾʊd̪ɪʋi
பிருத்வி	piɾut̪ʋi
பிருந்தா	prʌɳt̪aː
பிரெஞ்சு	pr̪eɳdʒu
பிரெஞ்ச்	peɾen̪tʃ
பிரெட்	piɾeɖ
பிரென்டன்	prɛn̪d̪on̪
பிரேக்	prɛːk
பிரேக்ஃபாஸ்ட்	pr̥aikfast
பிரேக்கர்	pr̪æːkːə
பிரேக்கிங்	pr̪æːkːiŋk
பிரேக்கிற்கு	pr̪æːkːɪkːu
பிரேசிலின்	piɾeːsɪlin
பிரேசிலில்	piɾeːsilil
பிரேசில்	piɾeːɕil
பிரேத	pr̪eːd̪
பிரேமம்	pr̪æːmː
பிரேமலதா	piɾeːməl̪ɐd̪ɑː
பிரேமலதாவின்	piɾeːməlɐd̪aːʋ
பிரேமா	pr̪eːmaː
பிரேம்	pr̪æːm
பிரேம்ஆனந்த்	piɾeːmaːn̪ɖ̪
பிரேம்குமார்	piɾeːmgumaːr
பிரேஸ்வெல்	pr̪æɪ̯sʋɛɭ
பிரைன்	piɾaɪn
பிரைம்	prəɪm
பிரையன்	piɾaɪ̯ɑːn
பிரைவேட்	piɾaɪ̯ʋeːɖə
பிரோமோவில்	piːɾoːmoːʋil
பிர்சா	piɾtʃa
பிற	pir
பிறகான	piɾgaːn
பிறகாவது	piɾɐkɑːvɔːt̪u
பிறகிடு	pɪrɐgɪɖɯ
பிறகு	piɾɐgu
பிறகு	pɪrɐgɯ
பிறகுகாண்ணு	pɪrɐgʊgaːɳːɯ
பிறகுதான்	pirukʌt̪aːn̪
பிறகும்	pirəgum
பிறகும்கூட	pirɐgumguːɖ
பிறகே	pir̪ak̟eː
பிறகோ	pirɐgoː
பிறக்க	piɾak̬
பிறக்கும்	piɾakːum
பிறங்கு	pɪrɐŋgɯ
பிறந்த	pɪɾant̪
பிறந்ததாக	pirant̪agɐ
பிறந்தது	pirant̪ɯ
பிறந்தநாளன்று	pirəɳt̪an̪ːɾɯ
பிறந்தநாளான	piɾɐn̪d̪əɳɑːlɑːn̪
பிறந்தநாளில்	piɾɐn̪d̪ɐɭil
பிறந்தநாளுக்கு	pirəntəɳɐːɭukːu
பிறந்தநாளை	piɾɐn̪d̪əɳɑːj
பிறந்தநாளையொட்டி	piɾɐn̪d̪əɳɑːjɔːʈːi
பிறந்தநாள்	piɾɐn̪d̪əɳɑːɭ
பிறந்தவர்	pɪrɐn̪d̪əʋəɾ
பிறந்தவர்கள்	piɾɐn̪d̪əɣalɾɨ
பிறந்தார்	pirəntɑːr
பிறந்திருந்தால்	piɾant̪iɾun̪daːɭ
பிறந்திருப்பதால்	piɾandiruppadɔːl
பிறந்து	piɾantu
பிறந்துள்ளது	piɾɐn̪t̪uɭɭɯɭ
பிறந்துள்ளார்	piɾən̪t̪uɭɭɑːr
பிறந்தேன்	piɾən̪d̪eːn
பிறப்பிக்க	pirɐpːikː
பிறப்பிக்கப்படும்	piɾːapikɐɾːɯm
பிறப்பிக்கப்பட்ட	piɾappiʈkiɾiʈʈu
பிறப்பிக்கப்பட்டது	piɾappikːɐɾtːu
பிறப்பிக்கப்பட்டுள்ளது	pir̪ːappikːiɳːəɳːuɭ̩t̪ːuɭ̩
பிறப்பித்த	pir̪ːpːit̪ː
பிறப்பித்தது	pir̪ːapːit̪ːɐ
பிறப்பித்தார்	pirɐpːit̪ːɑːr
பிறப்பித்திருந்தது	pirɐpːit̪ːuɾn̪t̪u
பிறப்பித்து	pirɐpːit̪ːu
பிறப்பித்துள்ளது	pir̪ːɐpːit̪ːuɭ̆ɭ̆ɾ̪ɯ
பிறப்பித்துள்ளார்	pir̪ːappit̪ːuɭɭɑːr
பிறப்பிலி	pɪrɐpːɪli
பிறப்பு	piɾɐpːu
பிறப்பு	pɪrɐpːɯ
பிறப்புவழி	pɪrɐpːʊʋɐɻi
பிறரின்	piɾɾin
பிறருக்கு	piɾɐruʈu
பிறர்	pirar
பிறவி	piɾɐʋi
பிறவி	pɪrɐʋi
பிறவியிலேயே	pirəviʎeː
பிறாண்டு	pɪraːɳɖɯ
பிறிதுசாபம்	pɪrɪd̪ʊsaːbɐm
பிறை	piɾaɪ
பிறைதொழு	pɪrɐɪ̯d̪ɔɻɯ
பிற்கழி	pɪrkɐɻi
பிற்காலத்தில்	piɾkaːɭɨtːiɭ
பிற்காலி	pɪrkaːli
பிற்கு	pɪrkɯ
பிற்சாமம்	pɪrsaːmɐm
பிற்பகலில்	pirpɐgɐli
பிற்பகல்	pirpəgəl
பிற்பாதியில்	pirpaːɖijɛː
பிற்போக்கு	pirpoːku
பிலாண்டர்	piˈlaːnɖəɾ
பிலிப்	piɭip
பிலிப்பீன்சு	pɪlɪpːiːnsɯ
பிலிப்ஸ்	piliɸː
பிலிம்	piɭim
பிலிம்சுக்கு	pilimtɕukːu
பிலிம்பி	pɪlɪmbi
பிலிம்பேர்	pilimbɛːr
பிலிம்ஸ்	pilimː
பில்	piɭ
பில்டப்	piɭɖap̚
பில்ட்	piɭʈ
பில்லா	piɭɭa
பில்லி	piɭːi
பில்லி	pɪlli
பில்லிங்ஸ்	piɭːiŋg
பில்லியன்	piʎiɤːn
பில்லை	piːɭi
பிளக்கிறது	piɭakːiɾɯ
பிளக்ஸ்	piɭaks̪
பிளக்ஸ்கள்	piɭakʂəgːə
பிளங்கெட்	piɭaŋkɛt̪
பிளசிஸ்	piɭasiːs
பிளந்து	piɭantu
பிளன்கெட்	piɭŋket̪
பிளவு	piɭɑːvu
பிளவுக்கு	piɭɑʋuʋː
பிளவுபட்ட	piɭəʋupɐʈː
பிளவுபட்டது	piɭəʋupəɖəɖu
பிளவுபட்டு	piɭɐʋ̪ubʌtːi
பிளஸ்	piɭas
பிளாக்	piɭɑːk
பிளாக்பஸ்டர்	piɭag̊pɑst̪ːəɾ
பிளாக்வுட்	piɭɑːgʷuɖ
பிளாக்வெல்	piɭɑːgʋel
பிளாட்டர்	piɭɑːʈːɐɾ
பிளாண்டர்	piɭɭaːn̪d̪ɛɾ
பிளானை	piːɭaːnaɪ
பிளான்	piɭɑːn
பிளாப்	piɭap̚
பிளாஸ்டர்	piɭɑːst̪əɾ
பிளாஸ்டர்ஸ்	piɭɑːs̪t̪ər̪ɾ̪ɛs̪
பிளாஸ்டிக்	piɭɑːs̪t̪ik̟
பிளிசிஸ்	piɭiɕiʃ
பிளிட்ஸ்	piɭɨʈː
பிளிறு	pɪɭɪrɯ
பிளிற்று	pɪɭɪtrɯ
பிளிஸ்கோவா	piɭɪskoːʋɑ
பிளிஸ்சிஸ்	piɭiʂːis̪
பிளெசிஸ்	piɭeːsi
பிளெமிங்	piɭemɪŋ
பிளெஸிஸ்	piɭeːsis
பிளெஸ்ஸிஸ்	piɭɛsːis̺
பிளே	piɭeː
பிளேடு	piɭeːɖu
பிளேயராக	piɭeːjɾaːg
பிளேயர்	piɭeːɾ
பிளேயிங்	piɭeːɳg
பிள்ளை	piɭːai
பிள்ளைகளின்	piɭːaiɾin
பிள்ளைகளும்	piɭːaɪɾum
பிள்ளைகளை	piɭːaɪɾaɪ
பிள்ளைகள்	piɭːaɪ
பிள்ளையாக	piɭːaiʔakɐ
பிள்ளையாரெறும்பு	pɪɭːɐɪ̯jaːɾɛrʊmbɯ
பிள்ளையார்	piɭɭaɪɑːr
பிழக்கு	pɪɻɐkːɯ
பிழம்பு	pɪɻɐmbɯ
பிழி	pɪɻi
பிழை	piɻai
பிழைக்க	piɻaɪkː
பிழைக்கும்	piɻaikːum
பிழைத்து	piɻaːt̪u
பிழைப்பு	piɻːvu
பிழைப்பு	pɪɻɐɪ̯pːɯ
பிவி	biʋi
பிவிஆர்	piʋiɾ
பிஷன்	piʂan
பிஷப்	piʂap
பிஷு	piɕu
பிஷூ	piʂu
பிஷ்ட்	piʂʈ
பிஷ்த்	piʂt̪
பிஸி	piɕi
பிஸியாக	piɕiɑgɑ
பிஸியான	piɕi̯aːn̪
பிஸ்டல்	piʂʈal
பிஸ்தா	piʂt̪a
பிஸ்த்	piʂt̪
பிஸ்னஸ்	piʂn̪ːəs̪
பிஹேவியர்	piːveːjaːr
பீகாரில்	piːgaːɾil
பீகாருக்கு	piːgaːɾukːu
பீகார்	piːgaːr
பீக்கில்	piːkiɭ
பீசா	piːsa
பீசுகோலா	piːsʊgoːlaː
பீச்சில்	piːtʃːil
பீடத்தில்	piːɖɖil
பீடி	biːɖi
பீடிப்பு	piːɖɪpːɯ
பீட்	piːɖ
பீட்சா	piːɖʈɕɑ
பீட்டர்	piːʈːər
பீட்டர்சனை	piːʈːɛɾsɛni
பீட்டர்சன்	piːʈːɛɾsɒn
பீட்டா	piːʈːɑː
பீட்டாவின்	piːʈːaːviː
பீட்டாவில்	piːʈːɑːɭ̪
பீட்டாவுக்கு	piːʈːaːʋuː
பீட்டாவை	piːt̪ːɑːʋɑj
பீதி	piːti
பீதியடைய	piːɖijaɖai̯
பீதியில்	piːɖiʎ
பீதியை	piːɖijai
பீப்	piːp
பீப்பாய்	piːpaːj
பீமா	piːma
பீம்	piːm
பீம்ஸ்	piːms
பீரோ	piːroː
பீர்	piːr
பீலே	piːleː
பீல்	piːɭ
பீல்டிங்	piːɭ̪d̪iŋ
பீல்டிங்கில்	piːɭ̪d̪iŋgɪl
பீல்டிங்கை	piːɭ̪d̪iŋgaɪ̯
பீஸ்	piːs
புகடு	pʊgɐɖɯ
புகட்ட	pugɑʈː
புகட்டு	pʊgɐʈːɯ
புகட்டும்	pʊkɐʈːum
புகட்டுவார்கள்	pugɑːʈʈuʋɑːɾgɑː
புகல்வு	pʊgɐlʋɯ
புகழ	pugɑɻ
புகழஞ்சலி	pugɑɻɻɻɻʈali
புகழப்படுகிறார்	pugɑɻɑpɑɭugirɑːr
புகழப்படும்	pugɑɻɑːm
புகழாரம்	pugɑːɻɑːm
புகழின்	pugɐɻin
புகழுக்கு	pʊkɐɻukːu
புகழுக்கும்	pugɑɻukːu
புகழும்	pugɑɻum
புகழேந்தி	pugɑɻeːnti
புகழேந்தியும்	pugɑɻeːn̪d̪ijum
புகழை	pukaɻai
புகழையும்	pʊgɐɻɐj
புகழ்	pugɐɻ
புகழ்கின்றனர்	pugɑɻkɪnɾɑɾ
புகழ்ந்த	pukaɻnt̪
புகழ்ந்தார்	pugɑɻn̪t̪ɑːr
புகழ்ந்திருந்தார்	pugɑɻn̪t̪iɾun̪daːr
புகழ்ந்து	pugɑɻʈu
புகழ்ந்துள்ளார்	pugɑɻn̪t̪uɭɭɑːr
புகழ்பெற்ற	pugɑɻpeːrːɯ
புகழ்பெற்றவர்	pugɑɻpeːrːəʋər
புகழ்பெற்று	pugɑɻpɛrːu
புகழ்வது	pugɑɻʋ̪d̪u
புகாராக	pugaːɾaːg
புகாரால்	pugaːɾɑːɭ
புகாரின்	pukɑːrɪn
புகாரின்பேரில்	pugaːɾinbeːɾil
புகாரில்	pugaːɾil
புகாருக்கு	pugaːɾukːu
புகாரும்	pugaːɾum
புகாரை	pukɑːɾai
புகார்	pukaːr
புகார்ஃ	pugaːɾ
புகார்களின்	pugaːɾeːkiɳ
புகார்களில்	pukɑːrɛlil
புகார்களுக்கு	pugaːɾəɭuku
புகார்களும்	pugaːɾəɭum
புகார்களை	pugaːɾɭai̯
புகார்கள்	pugaːɾgɑː
புகு	pʊgɯ
புகுது	pʊgʊd̪ɯ
புகுத்தி	pugutti
புகுத்து	pʊgʊt̪ːɯ
புகுந்த	pugund̪
புகுந்தது	pugund̪d̪ə
புகுந்தார்	pukund̪aːr
புகுந்து	pukun̪t̪u
புகை	pukaɪ
புகைச்சலை	pugaɪtɕːɭaɪ
புகைச்சல்	pugaɪtɕːɐl
புகைந்து	pukai̲n̪tu
புகைபிடிக்கும்	pugaɪpiɖikːum
புகைபிடிப்பது	pugaɪpiɖipːɖɯ
புகைப்	pʊgaɪ̯
புகைப்பட	pugipaɖ
புகைப்படங்களும்	pugipaɖŋalamu
புகைப்படங்களை	pugibaɖaŋali
புகைப்படங்களையும்	pugiɓaɖŋalaɪ̯m
புகைப்படங்கள்	pugibaɖŋaɭ
புகைப்படத்தின்	pugɑbɑd̪ːam
புகைப்படத்திற்கு	pugɪpːɑːd̪ːɨ
புகைப்படத்தில்	pugɑɓɑɗ̪ːt̪ɪl̪ː
புகைப்படத்துடன்	pugɪpːat̪ːuɳ
புகைப்படத்தை	pukaiʈtai
புகைப்படத்தைப்	pugipaɖat̪ːapi
புகைப்படத்தையும்	pugiɓaɗat̪ːaj
புகைப்படத்தோடு	pugipaɖɐtoːɖu
புகைப்படமும்	pugibaɖamu
புகைப்படம்	pugibaːɖam
புகைப்பிடிக்கும்	pugaɪpːiɖikːum
புகைப்பிடிப்பது	pugaɪpːipːɖɯ
புகையிலை	pugaɪlɐj
புகைவண்டி	pʊgɐɪ̯ʋɐɳɖi
புக்	puːk
புக்கிங்	pugiŋ
புங்கிலி	puŋgili
புசி	pʊsi
புசிப்பு	pʊsɪpːɯ
புசு	puɕu
புஜாரா	puɻɑːrə
புஜாராவிடம்	puɻaːɾaːʋɪɖɐm
புஜாராவின்	puɻaːraːvi
புஜாராவிற்கு	puɻaːɾaːʋikːu
புஜாராவுக்கும்	puɻaːɾaːukːu
புஜாராவுடன்	puɻaːɾaːu̯ɳ
புஜாராவும்	puɻaːɾaːu̯
புஜாராவை	puɻaːɾaːʋai
புடவை	puɖʋaɪ
புடவைகள்	puɖəvaɪɻʌi
புடவையில்	puɖəvaɪl
புடவையை	puɖəvajɨ
புடிச்சவன்’	puɖɪtɕːɑʋɑn
புடைபெயர்ச்சி	pʊɖɐɪ̯bɛjɐɾtɕːi
புடைப்பு	pʊɖɐɪ̯pːɯ
புட்டி	pʊʈːi
புட்டு	puʈːu
புட்டுப்புட்டு	puɖːupuɖːu
புணர்ச்சி	pʊɳɐɾtɕːi
புணே	puɳe
புணேரி	puɳeɾi
புணேவின்	puɳeːʋiɳ
புணேவில்	puɳeːʋil
புணேவுக்கு	puɳeːvukːu
புண்	puɳ
புண்ணாக்கு	pʊɳːaːkːɯ
புண்ணியத்தால்	puɳːijɐt̪ːɑːl
புண்ணியத்தில்	puɳɲit̪ːel
புண்ணில்	pɯɳɳil
புண்படுத்த	puɳpɯtːɯ
புண்படுத்தி	puɳpɯt̪ːi
