અં	ə̃ː
રૉયના	rojnə
રૉયની	rojini
રૉયલ્સના	roːjəlsne
રૉયલ્સની	rojəlsni
રૉયે	ɾoɪje
રો	ɾo
રોઉટર્સ	ɾoʊt̪ɾs
રોક	ɾoːk
રોકડ	ɾoʊkɽə
રોકડથી	ɾoʊkɽʈʰi
રોકડની	ɾoʊkɑɳi
રોકડને	ɾoʊkəɳe
રોકડનો	roːkɑɳoː
રોકડા	ɾoʊkɽɑ
રોકડિયો	ɾoʊkɖiʌjo
રોકડી	roːkɖi
રોકણ	ɾoʋɳ
રોકતા	ɾoʋkəɾə
રોકનારાઓને	ɾoʋnɑɾɑo̯nɛ
રોકબેન્ડ	ɾogbeɳɖ
રોકવા	ɾoʋə
રોકવાના	roːkʋɑːnə
રોકવાની	ɾoːkʋaːniː
રોકવાનું	ɾoːkʋaːnu
રોકવામાં	ɾoːkʋɑːm
રોકવી	ɾoːkʋi
રોકવો	ɾoːkʋoː
રોકશે	roːkʃe
રોકસ્ટારથી	ɾoʊkʌsʈɑɾtʰi
રોકા	ɾoːkɑː
રોકાઇ	ɾoʊkɑːi
રોકાઇને	rokoɪne
રોકાઈ	ɾokaɪ
રોકાણ	roːkɑːɳ
રોકાણકાર	ɾoʊkɑːɳkɑːɾ
રોકાણકારના	roːkɑːɳkɑːɾɑ̃
રોકાણકારની	roːkɑːɳkɑːɾniː
રોકાણકારનું	roːkɑːɳkɑːɾun̪dʒə
રોકાણકારને	ɾokoɑːɳkaɾne
રોકાણકારે	roːkɑːɳkɑːɾe
રોકાણકારો	ɾokoɑːɳkaɾo
રોકાણકારોએ	roːkɑːɳkɑːɾoe
રોકાણકારોના	ɾokaːɳkaːɾona
રોકાણકારોની	roːkɑːɳkɑːroːniː
રોકાણકારોનુ	roːkɑːɳkɑːroːnu
રોકાણકારોનું	ɾoʊkɑːɳkɑːɾoːnʌ
રોકાણકારોને	ɾokaːɳkɑːɾone
રોકાણકારોનો	roːkɑːɳkɑːroːnoː
રોકાણકારોમાં	roːkɑːɳkɑːroʊmɑː
રોકાણથી	roːkɑ̃ːʈʰi
રોકાણના	roːkɑːɳə
રોકાણની	roːkɑːɳiː
રોકાણનું	roːkɑːɳuŋi
રોકાણને	ɾokaːɳne
રોકાણનો	roːkɑ̃ːno
રોકાણમાં	ɾokaːɳmɛ̃
રોકાણોમાં	ɾoʊkɑ̃ːɳõ
રોકામ	roːkɑːm
રોકાયા	roːkɑːjɑː
રોકાયેલા	roːkɑːjelɑː
રોકાયો	ɾoʋɑjo
રોકાવવા	ɾoʋkaʋʋa
રોકાશે	ɾoːkɑːʃe
રોકી	roːki
રોકીને	roːkiːne
રોકે	ɾoʋe
રોકેટ	ɾokeʈ
રોકેરેડિંગ	roːkɛɾɛɖɪŋ
રોકેર્ડ	roːkɛːɾɖ
રોકેલી	ɾoʋeːliː
રોકો	ɾoko
રોકોર્ડ	ɾoːkoːɾɾɪɾ
રોક્યું	roːkʰjə
રોક્યો	ɾoʋjo
રોક્ર્ડિંગ	ɾogɾɾɪŋ
રોક્સ	ɾoːkːʌs
રોખવા	ɾoːkʰʋə
રોગથી	roːgʈʰi
રોચ	ɾoʈʈʰ
રોચક	ɾoʈʈʰɪk
રોચાંચિત	ɾotʃɑ̃tʃʰɪt̪
રોંચી	ɾoːɲtʃi
રોજ	ɾoːdʒ
રોજકોટમાં	ɾodʒəkoːt̪mæ̃
રોજગાર	roːdʒəgɑːr
રોજગારના	ɾodʒəgɑɾna
રોજગારની	roːdʒəgɑːɾniː
રોજગારમાં	roːdʒəgɑːɾ̪mæ̃
રોજગારી	ɾodʒəgɑɾiː
રોજગારીઓની	roːdʒəgɑːɾiːoːniː
રોજગારીના	roːdʒəgɑːɾiːnɑ
રોજના	ɾoʒnə
રોજની	ɾoːdʒni
રોજનું	ɾodʒən̪uː
રોજબરોજના	ɾoɾd̪bɾoɾd̪nɑ
રોજબરોજની	roːdʒbəroːdʒniː
રોજર	ɾoɾdʒəɾ
રોજિંદા	ɾoʒɪ̃ɳɖɑ
રોજિંદો	ɾoʒɪɳɖo
રોજે	ɾoɟe
રોજેંનબ્લા	ɾoʒeɲb̪ɭɑ
રોજેરોજ	rodʒerodʒ
રોઝ	ɾoːʒ
રોઝમેયર	roːʐmejər
રોડ	roːɖ
રોડપતિ	roːɖəpət̪i
રોડમાં	ɾoɖmɑ̃
રોડવેજ	roːɖʋeːdʒ
રોડીઝ	ɾoɽiːʃ
રોડ્રિગેજ	roːɖɾigeːʒ
રોનક	ɾoːnək
રોનાના	ɾoːn̪oːn̪ə
રોનાલ્ડો	ɾoːnɑːlɖoː
રોનાલ્ડોને	ɾoːnɑːlɽoːne
રોનિત	ɾoːnɪt
રોન્ચી	ɾoːnʧi
રોબ	ɾoːb
રોબર્ટ	ɾoːbɾʈ
રોબસન	ɾoːbʌsən
રોબિન	ɾoːbɪn
રોબીન	ɾobiːn
રોબોકૉપ	ɾoːboːkɔp
રોબોકૉપના	roːboːkɔpənə
રોબોકૉપની	roːboːkɔpniː
રોબોકૉપમાં	ɾoːboːkɔp̚mɑ̃
રોબોટ	ɾoːboːʈ
રોબોટિક્સ	ɾoːboːt̪ɪkʰs
રોબ્બી	ɾobbi
રોબ્સન	ɾobʱsən
રોબ્સનનું	ɾobʱsənːu
રોમ	roːm
રોમમાં	roːmmɛ̃
રોમલાં	roːməl̪ɑ̃
રોમાંચ	ɾoːmɑ̃tʃ
રોમાંચક	ɾoːmɑ̃tʃkʰ
રોમાંચથી	ɾoʊmɑ̃tʃʰt̪ʰi
રોમાંચના	ɾoʊmɑ̃tʃnɑ
રોમાંચને	ɾoʊmɑ̃tʃnɛ
રોંમાંચમાં	ɾoŋə̃tʃə̃m
રોમાંચિત	ɾoʊmɑːntʃɪt
રોમાંટિક	roːmɑːʈɪk
રોમાન્ચક	ɾoːmɑːntʃkʰ
રોમાન્ટિક	ɾoːmaːɳɾɪk
રોમાન્સ	ɾoːmaːns
રોમાન્સની	ɾoːmaːnsniː
રોમાન્સને	ɾoːmaːnsne
રોમાન્સમાં	roːmɑnsmeɪ̯n
રોમાંસ	ɾoːmɑːns
રોમાંસનાં	ɾoːmənsɑ̃ː
રોમાંસના	ɾoʊmənsna
રોમાંસની	ɾoːmənsniː
રોમાંસનું	ɾoːmɑ̃ːsn̪u
રોમાંસનો	ɾoʊmɑnsno
રોમાંસમાં	ɾoːməns̪mɑ̃
રોમિંગ	ɾoːmiŋg
રોમિંગના	ɾoːmiŋnə
રોમિંગમાં	ɾoːmiŋmɛ̃
રોમિયો	roːmiːjoː
રોમેટિક	ɾoːmeːt̪ɪk
રોમેટ્ટીએ	roːmeʈːiːe
રોમેન્ટિક	ɾoːmeːn̪t̪ɪk
રોમેન્સ	ɾoːmẽs
રોય	ɾoːj
રોયએ	roje
રોયટર્સના	roːjʈəɾsəna
રોયન	rojn
રોયના	ɾojəna
રોયની	roːjniː
રોયનું	ɾoːjəɳtʃe
રોયને	ɾoːjne
રોયનો	rojəno
રોયલ	ɾoːjəl
રોયલ્ટી	ɾoːjl̪ʈi
રોયલ્સ	ɾoːjəls
રોયલ્સના	ɾoːjəlsne
રોયલ્સની	ɾoːjəlsni
રોયલ્સને	ɾoːjəl̪s̪n̪e
રોયલ્સે	ɾoːjəl̪se
રોયે	roje
રોલ	ɾoːl
રોલથી	ɾoːl̪t̪ʰi
રોલના	ɾoːlnə
રોલને	roːln̪e
રોલનો	ɾoːln̪o
રોલમાં	ɾoːlmẽ
રોલરનો	ɾoːlɾəno
રોલિંગની	roːlɪŋgniː
રોલ્સ	ɾoːl̪s̪
રોવર	ɾoʋəɾ
રોવરની	ɾoʋəɾni
રોવરે	ɾoʋɾe
રોશન	ɾoːʃən
રોશનના	ɾoʃənə
રોશનની	ɾoʃənni
રોશનનું	ɾoʃən̪n̪u
રોશનને	ɾoʃənne
રોશનનો	ɾoʃənno
રોશની	ɾoʃni
રોશને	ɾoʃne
રોશેલ	ɾoʃel
રોષ	ɾoːʂ
રોષનો	ɾoːʂno
રોસ	ɾoːs
રોસનેફ્ટ	ɾoːsəneːɸʈ
રોસ્ટ	ɾoːsʈ
રોહતકમાં	ɾoʰt̪kə̃mæ̃
રોહતગી	roːɦət̪giː
રોહતગીએ	ɾoːɦət̪giːe
રોહરર	ɾoɦɾəɾ
રોહરેર	roːɦɾeːɾ
રોહરેરે	ɾoʰɾeɾe
રોહિત	roːɦɪt
રોહિતના	ɾoːɦɪt̪nɑ
રોહિતની	ɾoːɦɪt̪niː
રોહિતને	ɾoːɦit̪n̪e
રોહિતનો	ɾoːɦitno
રોહિતે	roːɦɪt̪e
રૌતેલા	ɾɔːt̪eːl̪ə
રૌદ્ર	ɾɔːd̪ɾə
ર્દષ્ટિ	ɾəɖʂʈi
ર્બોડે	ɾʋoɽe
ર્ષ	ɾʌʂ
લઇ	ləi
લઇએ	ləiə
લઇને	ləi̯nɛ
લઇશ	ɾɪʃ
લઇશું	ləiʃũ
લઈ	ləi
લઈએ	ləiɛ
લઈને	ləɪnɛ
લઈશ	ləiʃ
લઈશુ	ləɪʃu
લઉ	ləu
લઉં	ləʊ̃
લક	lək
લકઝરી	ləkəʐəri
લકારા	ləkaːɾə
લકી	ləki
લક્ઝમ્બર્ગ	ləksɪmbɑːɾg
લક્ઝરી	ləkɣɾi
લક્ઝુરિયસ	ləkɣʐuɾiːs
લક્ઝુરીયસ	ləkɣʐuɾijəs
લક્ષ	ləks
લક્ષ્ટ	ləksʈ
લક્ષ્ણાંક	ləksɳəŋk
લક્ષ્મણ	ləksəɳ
લક્ષ્મણની	ləksəɳɳi
લક્ષ્મણનો	ləksəɳo
લક્ષ્મણે	ləksmɳe
લક્ષ્મી	ləksmi
લક્ષ્મીજીની	ləksmiːdʒiːniː
લક્ષ્મીની	ləksmiːniː
લક્ષ્મીપતિ	ləksmiːpəti
લક્ષ્ય	ləksj
લક્ષ્યન	ləksjən
લક્ષ્યની	ləksjəni
લક્ષ્યને	ləksjəne
લક્ષ્યનો	ləksjno
લક્ષ્યાંક	ləksjə̃k
લક્ષ્યાંકના	ləksjɑ̃kənɑ̃
લક્ષ્યાંકને	ləksjəŋkənɛ
લક્ષ્યાંકનો	ləksjəŋkno
લક્ષ્યાંકોની	ləksjəŋkoːni
લક્ષ્યે	ləksjə
લક્ષ્યોના	ləksjoːnə
લક્સના	ləksnə
લક્સની	ɾəksniː
લખતા	ləkʰt̪ə
લખનઉ	ləkʰənoʊ
લખનઉમાં	ləkʰənumæ̃
લખનઊ	ləkʰənu
લખપત	ləkʰpət
લખપતિમાંથી	ləkʰəpətĩtʰi
લખવાં	ləkʰʋ̃
લખવાના	ləkʰʋɑːnɑ
લખવાની	ləkʰʋaːni
લખવાનો	ləkʰʋɑːno
લખવામાં	ləkʰə̄mɑ̄j
લખવિંદર	ləkʰʋind̪əɾ
લખવું	ləkʰʋũ
લખાઈ	ləkʰɑi
લખાયા	ləkʰɑjɑ
લખાયું	ləkʰɑjũ
લખાયેલ	ləkʰɑjɛl
લખાયેલી	ləkʰɑjɛliː
લખાવામાં	ləkʰəʋomə̃
લખાવાયેલ	ləkʰəʋajəl
લખી	ləki
લખીને	ləkʰiːne
લખીશ	ləkʰiːʃ
લખે	ləkʰe
લખેલ	ləkʰel
લખેલા	ləkʰeːlə
લખેલી	ləkʰɛliː
લખેલુ	ləkʰeːlu
લખેલું	ləkʰeːluŋ
લખો	ləkʰo
લખ્યાં	ləkʰjɑ̃
લખ્યા	ləkʰjə
લખ્યુ	ləkʰju
લખ્યું	ləkʰjʌ̃
લખ્યો	ləkʰjo
લગ	ləg
લગતાં	ləgət̪ɑ̃
લગતા	ləgət̪ə
લગતી	ləgəti
લગતું	ləgʌt̪ʊ̃
લગતે	ləgət̪e
લગન	ləgən
લગભગ	ləgəbɦək
લગાડનાર	ləgaːɖnɑːr
લગાડવા	ləgɑːɖʋɑ
લગાડવી	ləgaːɖʋi
લગાડાય	ləgaːɖɑj
લગાડી	ləgaːɖi
લગાડો	ləgɑːɽo
લગાતાર	ləgaːt̪aːr
લગાન	ləgɑːn
લગામ	ləgaːm
લગાવ	ləgɑːʋ
લગાવતા	ləgaːʋt̪ə
લગાવતાં	ləgaʋt̪ɑ̃
લગાવતી	ləgaʋt̪i
લગાવનાર	ləgɑːʋnɑːr
લગાવનારા	ləgaʋnɑːɾi
લગાવવા	ləgɑːʋʋɑː
લગાવવાથી	ləgaʋəʋəti
લગાવવાની	ləgaʋʋɑːniː
લગાવવાને	ləgɑːʋʋɑːnɛ
લગાવવાનો	ləgɑːʋʋɑːn̪o
લગાવવામાં	ləgaːʋoʊmɑː
લગાવવામા	ləgaʋʋɑːmə
લગાવવામાંથી	ləgaːʋoːm̩t̪ʰi
લગાવવાવાળાને	ləgɑːʋɑːʋɑːʋɑːnɛ
લગાવવું	ləgɑːʋʋu
લગાવવો	ləgɑːʋʋo
લગાવાઈ	ləgaʋaɪ
લગાવાતાં	ləgaʋaːt̪ɑ̃
લગાવાતા	ləgaʋɑt̪ə
લગાવામાં	ləgaːʋomə̃
લગાવાય	ləgaʋaj
લગાવાયુ	ləgaʋɑju
લગાવાયેલ	ləgaʋajeːl
લગાવાયો	ləgaʋaːjo
લગાવી	ləgɑːʋi
લગાવીને	ləgaviːne
લગાવુ	ləgɑːʋu
લગાવે	ləgɑʋe
લગાવેલ	ləgɑːʋɛl
લગાવેલા	ləgɑːʋeːlə
લગાવેલી	ləgɑːʋeːliː
લગાવો	ləgɑːʋo
લગાવ્યાં	ləgɑːʋjɑ̃
લગાવ્યા	ləgɑːʋjɑː
લગાવ્યુ	ləgɑːʋju
લગાવ્યો	ləgɑːʋjo
લગૂર્ટાને	ləguːɾt̪ɑ̃ne
લગે	ləge
લગ્ન	ləgn̪
લગ્નઃ	ləgnə
લગ્નગાળાને	ləgngɑːɭɑːnɛ
લગ્નગ્રંથિએ	ləgngɾəntʰiɛ
લગ્નગ્રંથિથી	ləgngɾəntʰitʰiː
લગ્નથી	ləgn̪t̪ʰi
લગ્નના	ləgnə
લગ્નની	ləgn̪niː
લગ્નનું	ləgn̪n̪uɲ
લગ્નને	ləgnne
લગ્નનો	ləgnno
લગ્નમાં	ləgn̪mæ̃
લગ્નસરાની	ləgnəsɾɑːniː
લગ્ને	ləgne
લઘુ	ləgʊ
લઘુકથા	ləgʰʊkəθɑ
લઘુકથાઓના	ləgʰʊkəθɑːnə
લઘુકથાઓનો	ləgʰʊkəθɑːno
લઘુતમ	ləgʰʊt̪əm
લઘુત્ત	ləgʊt̪t̪ʰ
લઘુત્તમ	ləgʰʊt̪t̪əm
લંચ	ləntʃ
લંચબૉક્સ	ləntʃbɔkʰs
લંચમાં	ləntʃmɑ̃
લજ્જા	lədʒːə
લટકાવાયો	ləʈkɑʋɑjo
લટકાવી	ləʈkɑʋi
લટકી	ɾəʈkɪ
લટકીને	ɭəʈkɪne
લટકેલી	ɾəʈkeːliː
લટકેલું	ɭəʈkeːlũ
લટકેલો	ɭəʈkeːlo
લટીરે	ləʈiɾe
લટો	ɭəʈo
લડખડાઇ	ɾəɖkʰəɖaɪ
લડત	ləɽʈʰ
લડતા	ɾɑɽt̪ɑ
લંડન	ləɳɖən
લંડનથી	ləɳɖəntʰi
લંડનના	ləɳɖənə
લંડનની	lə̃ɳɖənniː
લંડનમાં	lə̃ɳɖənmæ̃
લડવાના	ɾəɖʋoːnə
લડવાની	ləɽʋɑːniː
લડવું	ləɽʋũ
લડાઇ	ləɽaɪ
લડાઇના	ləɽaɪna
લડાઈ	ɭəɖaɪ
લડી	ɾɑɖi
લડીને	ləɽiːne
લડીશ	ləɖiːʃ
લડ્ડાએ	ɾɑɖɑe
લથડી	ləʈɖi
લથડ્યાં	ləʈɖjɑ̃
લથડ્યા	ləʈʈʰjɑ
લથડ્યું	ləʈɖʏ
લથિસ	ləθɪs
લદ્દાખના	ləɖɖɑːkʰnɑ
લધી	lədi
લન્ચ	ləntʃ
લપકી	ləpəki
લપસીને	ləpəsiːnɛ
લફરાના	ləpʰəɾoːnə
લફરું	ləpʰəɾũ
લંબાઇ	ləmbəi
લંબાવવા	ləmbɑʋʋə
લંબાવવામાં	lə̃bɑːvə̃mɑː
લંબાવાની	lə̃bɑ̄ʋɑ̄niː
લંબાવામાં	ləmbɑːvɑːmɑːt̪ʃə
લંબાવી	ləmbɑːviː
લંબાવ્યો	ləmbɑːʋjo
લય	ləj
લયથી	ləjt̪ʰi
લયમાં	ləjmæ̃
લર્નિંગ	ləɾnɪŋ
લર્નિંગના	ləɾnɪŋnə
લલિત	ləliːt̪
લલિતા	ləliːt̪ə
લવ	ləʋ
લવજી	ləvdʒi
લવથી	ləvʈʰi
લવના	ləvnə
લવમાં	ləvmæ̃
લવર	ləvər
લવરાત્રિ	ləvəɾɑːt̪ɾi
લવલી	ləvl̪i
લવસ્ટોરી	ləvəstoːri
લવસ્ટોરીનો	ləʋəstoːɾiːno
લવાસાની	ləʋaːsaːniː
લસિત	ləsiʈ
લસિથ	ləsiθ
લહુ	ləhu
લહેંગો	ləʔeːŋgo
લહેર	ləheɾ
લહેરાતો	ləheɾɑːto
લહેરાવવામાં	ləɦeraːʋə̃m
લહેરાવી	ləɦeraːʋi
લહેરાવીને	ləheɾɑːviːne
લાઇક	laɪk
લાઇટ	ɾɑɪt̪
લાઇટબૉક્સ	ɾaɪt̪bɔkʰs
લાઇન	laɪn
લાઇનઅપ	laɪnəp
લાઇનના	ɾɑɪnəna
લાઇનને	ɾɑɪnne
લાઇનમાં	ɾɑɪn̪mɑ̃
લાઇને	ɾai̯nɛ
લાઇનો	ɾaɪno
લાઇપ	ɾɑɪp
લાઇફ	ɾaɪf
લાઇફટાઇમ	laɪfʈaɪm
લાઇફની	laːɪfni
લાઇફને	ɾaɪfʰnɛ
લાઇફનો	laɪfno
લાઇફમાં	laɪfmæ̃
લાઇફસ્ટાઇલ	laɪfstaɪl
લાઇફસ્ટાઇલનો	ɾaɪfstaɪln̪o
લાઇમરોડ	laɪmoːroːɖ
લાઇમલાઇટ	ɾaɪmɾaɪt
લાઇમલાઇટમાં	laɪmlaɪt̪mæ̃
લાઇવ	ɭaɪv
લાઇસન્સ	ɾaɪs̪n̪s̪
લાઇસન્સની	laɪsənsni
લાઇસન્સોના	ɭaɪsɪnsɔna
લાઈક	laɪk
લાઈટ	ɭaɪt̪
લાઈન	ɭaɪ̯n
લાઈનમાં	laɪn̪mæ̃
લાઈફ	laɪf
લાઈફટાઈમ	laɪfʈaɪm
લાઈફના	ləifnə
લાઈફની	ɭaɪfni
લાઈફમાં	laːif̃mæ̃
લાઈફસ્ટાઈલને	ɭaɪfʰsʈaɪln̪e
લાઈમ	laɪm
લાઈવ	ɾɑɪv
લાઈસન્સ	laɪsɪns
લાઉંજના	ɭɑ̃ʊɲdʒə
લાઉન્જિઝ	ɭɑ̃uɲdʒɪs
લાક્ષણિક	ləksɪɳik
લાખ	ləkʰ
લાખથી	ləkʰt̪ʰi
લાખના	ləːkʰnə
લાખની	ləɑkʰniː
લાખનું	ləɣən̪dʒə
લાખનો	ləɑkʰno
લાખમાંથી	ləɪkʰmɑ̃tʰi
લાખાણીના	ləɑkʰɑɳiɳɑ
લાખિયા	ləkiʌjə
લાખિયાની	ləɪkʰjɑːniː
લાખો	ləkʰo
લાખોની	ləʌkʰoːniː
લાખોમાં	ləkʰomɑ̃
લાગ	ləg
લાગણી	ləgəniː
લાગણીઓના	ləgəɳio̯nə
લાગણીઓને	ɾɑːgɑɳiːn̪eː
લાગણીઓનો	ləgəɳiːnoː
લાગણીશીલ	ləgəɳiʃiːl
લાગણીહીનતાનો	ɾaːgɑɲiːɦiːnt̪ɑːno
લાગત	ləgət
લાગતને	ləgət̪n̪e
લાગતનો	ləgətno
લાગતાં	ləgət̪ɑ̃
લાગતા	ləgət̪ə
લાગતી	ləgət̪i
લાગતુ	ləgət̪u
લાગતું	ləgʈʊ̃
લાગતો	ləgəto
લાંગને	ɾɑːŋgənɛ
લાગવા	ləgʋə
લાગવાની	ləgʋəniː
લાગવાનો	ləgʋɑːno
લાગશે	ləgəʃe
લાગા	ləgɑ
લાગાવી	ləgaʋi
લાગી	ləgi
લાગીને	ləgine
લાગીશ	ləgiːʃ
લાગુ	ləgu
લાગુનું	ləgunːʌ
લાગૂ	ləguː
લાગે	ləge
લાગેલ	ləgəl
લાગેલા	ɾaːgeːɭɑː
લાગેલી	ləgeːliː
લાગેલું	ləgeːl̪u
લાગેલો	ləgeːlo
લાગેવળગે	ləgeʋəɭge
લાગ્યાં	ləgjɑ̃
લાગ્યા	ləgjə
લાગ્યું	ləgju
લાગ્યો	ləgjo
લાંચ	lə̃tʃ
લાંચનો	ɭɑ̃tʃno
લાચારી	ɭɑːtʃɑːɾiː
લાંછન	lə̃tʃn
લાજ	ɾɑːdʒ
લાજવાબ	ɾɑːdʒʋɑːb
લાઠીચાર્જ	ləʈʈiːtʃɑːɾdʒ
લાડકવાયા	ɾɑɖkʋɑjɑ
લાડમાં	ləɽmɛ̃
લાડીલા	ɾɑɽiɽɑ
લાતિન	ɾaːtɪn
લાતો	ɾɑːto
લાથ	ɭɑːtʰ
લાદવા	ləːdʋə
લાદવામં	ləːdʋəʋə̃
લાદવામાં	ləːd̪ə̆mɑ̆
લાદી	ɭɑːdi
લાદેન	ɾɑːd̪eːn
લાદેનની	ɾɑːd̪eːniː
લાંધી	lə̃ɳɖʰi
લાન્સ	ɭɑːns
લાપરવાહ	ləpəɾʋɑh
લાંબા	ɭɑ̃bɑ
લાબાંગાળા	ləbaːŋgɑːɽɑː
લાંબાગાળા	ɭɑ̃bɑːgɑɭɑ
લાંબાગાળાથી	ɭɑ̃bɑːgɑːɭɑːtʰi
લાંબાગાળાના	lə̃baːgɑːɽoːnə
લાંબાગાળાનું	lə̃baːgɑːɭɑ̃n̪u
લાંબાગાળે	ɾɑ̃bɑ́ːgɑɽe
લાંબી	ɑ̃bi
લાંબુ	ɭɑ̃bu
લાંબો	ɭɑ̃bo
લાભ	ləpʰ
લાભકર્તા	ləːbʰkəɾt̪ʰə
લાભકારક	ləpʰkɑːrɑk
લાભદાયક	ləːbʰəɖaːjk
લાભદાયી	ləːbʰədaːjiː
લાભના	ləːbʰnə
લાભને	ləːbʰnɛ
લાભનો	ləːbʰno
લાભપાંચમના	ləpʰəpɑ̃tʃmənə
લાભમાં	ləːbʰmɛ̃
લાભવાળી	ləːbʰʋɑɭiː
લાભાર્થી	ləːbʌɾt̪ʰiː
લાભાર્થીને	ləːbʌɾtʰiːne
લાભો	ləbo
લાયક	ləjk
લાયકાત	ɭɑjkɑt̪
લાયડે	ɭaiɖe
લાયન્સઃ	ɭɑjɪ̃sə
લાયન્સ	ɾajɴs
લાયન્સના	ɭaɪnʃnɑ
લાયન્સની	ɾɑjɳs̪niː
લાયબિલિટી	laɪbɪlɪti
લાયબ્રેરીની	ləjbɾeːɾiːniː
લાયસન્સ	ɭajsəns
લાયસન્સથી	ɭajsənst̪ʰi
લાયસન્સની	ɭajsənsniː
લાયેબલિટી	ɾajɛbɾɪti
લાયેબિલિટી	laɪjebiɭiʈi
લારા	ləɾɑː
લારાએ	ɾaːɾe
લારાથી	ɾɑːɾɑːt̪ʰi
લારાના	ɾaːɾoːnə
લારાને	ɾɑːɾɑːne
લાર્જ	ɾɑːɾdʒ
લાર્જકેપ	ɾɑːɾdʒkɛp
લાર્સન	ɾɑːɾsən
લાલ	ɾɑːl
લાલચી	ɾɑːlʈʈʈi
લાલન	ɾɑːlən
લાલરોત	ɾɑːlɑːɾoːt̪
લાવ	ləu
લાવનાર	ləʋnɑːr
લાવવા	ləːʋəʋə
લાવવાના	ləːʋʋɑːnə
લાવવાની	ləʋʋəni
લાવવાનું	ləːvəʋɑːnuː
લાવવાને	ləʋʋɑːnɛ
લાવવાનો	ləɪvʋɑːno
લાવવામાં	ləʋoʊmɑː
લાવવી	ləːʋʋi
લાવવો	ləːʋʋo
લાવશે	ləɪʋʃe
લાવી	ləvi
લાવીને	ləviːne
લાવે	ləve
લાવ્યા	ləʋjə
લાવ્યું	ləuɪ̯e
લાવ્યો	ləːʋjo
લાશ	ɭaːʃ
લાશના	ɭaːʃnə
લાશને	ləʃnɛ
લાશો	ɭɑːʃo
લાસ	ɭɑs
લાસ્ટ	ɾɑːst̪
લાહિરુ	ləhiɾu
લાહિરૂ	ləhiɾu
લાહોર	ləɑɦoːr
લાહોરના	ləɑːɾonə
લાહોરની	ləɑːɾʋiː
લાી	ləi
લિ	li
લિએ	liːe
લિક	liːk
લિંક	liŋk
લિંકઅપને	liŋkəpənɛ
લિંકને	ɭiŋkne
લિંકનો	liŋkno
લિકમાબામે	liːkmɑːbɑːme
લિકર	liːkəɾ
લિંક્ડ	liŋkːɪ
લિંક્ડઇન	liŋkɪn
લિક્વિડિટી	liːkʋiːd̪iːt̪iː
લિક્વિડિટીની	liːkʋiːd̪iːt̪iːniː
લિક્વિડીટીની	liːkʋiːd̪iːt̪iːniː
લિખિત	liːkʰɪt̪
લિંગ	liŋg
લિંગરીમાં	liŋgɾiːmɑ̃
લિગલ	ligəl
લિંગામેટ	liŋgaːmeʈ
લિંચ	liːnʈʰ
લિજન્ડ	liːdʒɳɖ
લિજેન્ડ	lidʒeɲg
લિજેન્ડરી	ligeɳgɾi
લિઝા	liːʈʰə
લિઝીંગ	liːʒiːŋ
લિટર	liːt̪ər
લિટરદીઠ	ɾɪt̪ɾəɖɪʈʰ
લિટરનું	ɾɪt̪ɾʊn̪dʒə
લિટરનો	liːt̪əɾnoː
