'z	z
ukvarjati	ukʋa˩˥ːrjati
uleči	ulˈetʃɪ
ulic	ulits
ulica	u˩˥ːlitsa
ulice	ulitsɛ
ulici	ulitsi
ulico	ulitsa
ulico	ulitsɔ
ulomek	ulomɛk
ulomek	ulo˥˩ːmək
ultrakratkovaloven	u˥˩ːltrakratkɔʋalo˥˩ːʋən
umazan	uma˥˩ːzan
umazano	umazanɔ
umeti	ume˩˥ːti
umetnica	umʲitnʲitsa
umetnik	ume˥˩ːtnik
umetniška	umɛtnɪʃka
umetniški	umɛtniʃke
umetno	umetno
umetnost	umʲìɛ̯tsnɔst
umirajoč	umi˩˥ːrajo˥˩ːtʃ
umiti	umi˩˥ːti
umivalnik	umivalnik
umivati	umi˩˥ːʋati
umor	umowɔɾ
umor	umo˥˩r
umoriti	umɔri˥˩ːti
umoriti	umɔri˩˥ːti
umreti	umre˩˥ːti
umrlo	umrlʊ
uniforma	unifo˥˩ːrma
univerza	uniʋɛ́ːrza
univerzalna	uniʋɛrɨsalnɔ
uniči	unitʃe
upajmo	upajmo
upanje	u˥˩ːpanjɛ
upati	upatˈe
upati	u˥˩ːpati
upaš	upas
uplinjač	uplinja˩˥ːtʃ
upogniti	upo˥˩ːgnjti
upokojenec	upoko˥˩ːjɛnɛts
upor	upo˥˩r
uporaba	upɔra˥˩ːba
uporabili	uporabili
uporabiti	upɔrabi˥˩ːti
uporabiti	upɔrabi˩˥ːti
uporabiti	upɔra˩˥ːbiti
uporabljati	upɔra˩˥ːbljati
uporabnik	upɔraːbnik
uporabnik	upɔra˥˩ːbnik
uporabo	upoˈrabɔ
ura	u˥˩ːra
ura	u˩˥ːra
uraden	ura˥˩ːdən
uraden	urradɛn
uran	ura˥˩ːn
urban	urba˥˩n
urban	urba˥˩ːn
urediti	urɛˈditi
uren	uran
urh	urɨx
urnik	u˥˩ːrnik
urno	urno
urok	uro˥˩k
uršič	u˥˩ːrʃitʃ
urška	urɨʂka
urška	u˥˩ːrʃka
usluga	uslu˥˩ːga
usmrtitev	usmərti˥˩ːtəʋ
usnje	u˩˥ːsnjɛ
usoda	uso˥˩ːda
usoden	uso˥˩ːdən
usoden	uso˩˥ːdən
usodnejši	uso˩˥ːdnɛjʃi
usodo	usɔdɔ
uspavanka	uspavanˈka
uspeh	uspɛ́x
uspela	uspila
uspeli	uspili
uspeti	uspe˩˥ːti
usta	u˩˥ːsta
ustava	ustava
ustava	usta˥˩ːʋa
ustavila	ustavila
ustavili	ustavjilʲi
ustje	u˥˩ːstjɛ
ustje	u˩˥ːstjɛ
ustnice	ustnitsæ
ustrelili	ustrɛliɫi
ustreliti	ustrɛlʲitʲi
ustreza	ustrɛzaː
ustrezen	ustre˩˥ːzən
ustreznejši	ustre˩˥ːznɛjʃi
ustreznik	ustre˩˥ːznik
ustvarite	ustvarite
utež	utɛʃ
utor	uto˥˩r
utrinek	utrɪnɛk
utrujati	utru˩˥ːjati
utrujen	utruːjɐn
utrujen	utru˩˥ːjɛn
uvel	uʋe˩˥ːʋ
uvel	uʋɛ́ʋ
uveneti	uɣenɛti
učbenik	tʃbɛnʲik
učenec	utʃɛ̀ːnəts
učenjak	utʃɛnˈjak
učenost	utʃɛnost
učil	utʃiu
učilnica	utʃɪlnitsa
učinek	otʃinɛk
učinek	utʃi˥˩ːnək
učinki	utʃɪnkʲi
učitelj	utʃitːɛl
učitelj	utʃi˥˩ːtɛl
učiteljica	utʃitelitsa
učiteljica	utʃi˥˩ːtɛljitsa
učiteljišče	utʃitɛliʃtʃɛ
učiti	utʃite
učiti	utʃi˥˩ːti
učiti	utʃi˩˥ːti
uš	u˥˩ːʃ
ušesni	uʃɛsɲi
užival	uʒival
uživati	uʒi˩˥ːʋati
v	ʋ
vabiti	ʋabi˥˩ːti
vabiti	ʋabi˩˥ːti
vabiti	ʋa˩˥ːbiti
vadba	vadba
vaditi	vaditi
vaditi	ʋa˩˥ːditi
vaga	ʋa˥˩ːga
vagina	ʋagi˥˩ːna
vajin	ʋa˥˩ːjin
val	vˈal
val	ʋa˥˩ːl
valentin	ʋalɛnti˥˩ːn
valj	ʋa˩˥ːl
vam	vam
vampir	ʋampi˩˥ːr
vanadij	ʋana˩˥ːdij
varen	ʋa˩˥ːrən
varna	ʋa˩˥ːrna
varne	ʋa˩˥ːrnɛ
varnega	ʋa˩˥ːrnɛga
varnejši	ʋa˩˥ːrnɛjʃi
varni	varni
varno	ʋa˩˥ːrnɔ
varuh	ʋa˥˩ːrux
varšava	ʋarʃa˥˩ːʋa
vas	vas
vas	ʋa˥˩ːs
vasica	vasitsa
vasja	vasja
vaterpolist	ʋatɛrpɔli˥˩ːst
vaterpolo	ʋa˩˥ːtɛrpo˥˩ːlɔ
vaza	ʋa˩˥ːza
vaš	ʋa˥˩ʃ
vaša	vˈaʃa
vdihniti	ʋdi˩˥ːxniti
vdova	ʋdo˥˩ːʋa
ve	ʋe˥˩ː
veber	ʋe˩˥ːbər
vedeti	ʋe˩˥ːdɛti
vediti	vediti
vedno	ʋe˩˥ːdnɔ
vedro	ʋɛ̀ːdrɔ
vegetarijanec	ʋɛgɛtarija˥˩ːnəts
veja	ʋɛ́ːja
vejati	ʋɛ́ːjati
vejica	ʋɛ́ːjitsa
vektor	ʋe˩˥ːktɔr
velblod	ʋɛlblo˥˩ːt
velelnik	ʋɛle˥˩ːlnik
velelnik	ʋɛle˥˩ːʋnik
velemesto	ʋɛ́lɛme˩˥ːstɔ
veleposlanik	ʋɛ́lɛpɔsla˩˥ːnik
velik	vɛˈlʲik
velik	ʋɛ̀ːlik
velikan	ʋɛlika˥˩ːn
veliko	ʋɛli˩˥ːkɔ
velikost	vɛlikɔːst
veličasten	velitʃastɛn
veličina	ʋɛlitʃi˩˥ːna
veljati	veljati
vem	vˈɛm
vendar	ʋə˥˩ndar
vendar	ʋə˩˥ndar
venec	vɛnɛts
venera	ʋe˥˩ːnɛra
veniti	ʋe˩˥ːniti
veper	ʋe˩˥ːpɛr
vera	ʋe˩˥ːra
veriga	ʋɛri˩˥ːga
verižica	veˈriʒitsa
verjeti	ʋɛrje˩˥ːti
ves	ʋə˥˩s
vesela	vɛsɛla
veselje	vˈɛsɛljɛ
veselje	ʋɛsɛ̀ːljɛ
veselo	vesɛlɔ
vesim	ʋe˥˩ːsim
vesiti	ʋe˩˥ːsiti
vesna	vɛsna
vest	ʋe˥˩ːst
vesti	ʋe˩˥ːsti
vesti	ʋɛ̀ːsti
veter	ʋe˥˩ːtər
veti	ʋe˩˥ːti
veverica	ʋe˩˥ːʋɛritsa
vez	ʋe˥˩ːs
vezati	ʋe˩˥ːzati
vezati	ʋɛza˩˥ːti
veznik	ʋe˥˩ːznik
več	ʋɛ́tʃ
večen	ve˥˩ːtʃɛn
večen	ʋe˩˥ːtʃən
večer	ʋɛtʃe˥˩ːr
večera	vɛtʃɛra
večerja	ʋɛtʃe˥˩ːrja
večinoma	vɛtʃˈinˈɔmˈa
večji	ʋe˥˩ːtʃji
večkrat	vɛtʃkrat
večnost	ve˩˥ːtʃnɔst
vešča	vɛʃtʃa
vhod	ʋxo˥˩t
vi	ʋi˥˩ː
vice	ʋi˥˩ːtsɛ
vice	ʋi˩˥ːtsɛ
vid	ʋi˥˩ːt
videti	vidɛti
videti	ʋi˩˥ːdɛti
vidni	vidni
vidra	vitra
vidra	ʋi˥˩ːdra
vidra	ʋi˩˥ːdra
vihar	ʋixa˥˩ːr
vijak	ʋija˩˥ːk
vijolični	ʋijo˥˩ːljtʃni
vikati	ʋi˥˩ːkati
vikati	ʋi˩˥ːkati
vila	vila
vila	ʋi˥˩ːla
vile	ʋi˩˥ːlɛ
vilica	vilitsa
vilice	vilitsɛ
vilice	ʋi˩˥ːlitsɛ
viličar	vilitʃar
vina	vina
vina	vˈina
vince	vintsɛ
vino	ʋi˩˥ːnɔ
vinograd	ʋino˩˥ːgrat
violina	ʋijɔli˥˩ːna
violončelo	ʋijɔlɔntʃe˥˩ːlɔ
vir	ʋi˥˩ːr
virtualen	virtualen
viski	viski
visok	ʋiso˥˩k
vitek	vʲitɛk
vitez	ʋi˥˩ːtɛs
viti	ʋi˥˩ːti
viti	ʋi˩˥ːti
viza	ʋi˥˩ːza
viza	ʋi˩˥ːza
vizitka	vizitka
vič	vitʃ
višji	ʋi˥˩ːʃji
višnu	ʋi˥˩ːʃnu
vključiti	ʋklju˩˥ːtʃiti
vklopiti	ʋklo˩˥ːpiti
vklopiti	ʋklɔpi˥˩ːti
vklopiti	ʋklɔpi˩˥ːti
vlada	vlada
vlada	ʋla˥˩ːda
vladar	vladar
vladati	ʋla˥˩ːdati
vladati	ʋla˩˥ːdati
vladavina	ʋladaʋi˩˥ːna
vlak	vlak
vlak	ʋla˥˩ːk
vleči	ʋle˩˥ːtʃi
vljudnost	ʋlju˩˥ːdnɔst
vmes	omɛs
vnuk	ʋnu˥˩ːk
vnuk	ʋnu˩˥ːk
vnukinja	ʋnu˥˩ːkinja
vnukinja	ʋnu˩˥ːkinja
vnučka	unutʃka
voda	ʋo˩˥ːda
vodik	ʋɔdi˥˩ːk
vodila	vo˥˩ːdila˥˩ː
voditi	ʋɔdi˥˩ːti
voditi	ʋɔdi˩˥ːti
vodič	ʋɔdi˥˩tʃ
vodja	ʋo˥˩ːdja
vodnar	ʋɔdna˩˥ːr
vodni	vɔdni
vodnica	ʋo˥˩ːdnitsa
vodnik	vɔdnʲik
vodnjak	ʋɔdnja˩˥ːk
vodomec	ʋɔdo˥˩ːməts
vodomec	ʋɔdo˩˥ːməts
vogal	ʋɔga˥˩ːʋ
vogel	ʋo˥˩ːgəʋ
voh	ʋo˥˩ːx
vohati	ʋo˥˩ːxati
vohun	ʋɔxu˥˩ːn
vohunski	ʋɔxu˥˩ːnski
vojakinja	ʋɔja˩˥ːkinja
vojna	ʋo˩˥ːjna
vojska	vɔjska
vojska	ʋo˩˥ːjska
vojske	wɔjskɛ
vojvoda	ʋo˥˩ːjʋɔda
vojvodina	ʋo˥˩ːjʋɔdina
vojščak	ʋɔjʃtʃa˩˥ːk
vol	ʋo˥˩ʋ
volan	ʋɔla˥˩ːn
volfram	ʋo˥˩ːlfram
volga	ʋo˩˥ːʋga
volja	ʋo˩˥ːlja
volkodlak	ʋɔʋkɔdla˥˩ːk
volna	ʋo˩˥ːʋna
voluhar	ʋɔlu˥˩ːxar
vos	ʋo˥˩ːs
vosek	ʋo˥˩ːsək
votor	ʋɔto˥˩r
vovk	ʋo˥˩ːʋk
voz	bɔs
vozel	ʋo˩˥ːzəʋ
vozim	vo˩˥ːzim
voziti	ʋɔzi˥˩ːti
voziti	ʋɔzi˩˥ːti
voznik	vo˥˩ːznik
voščilo	ʋɔʃtʃi˩˥ːlɔ
voščiti	ʋo˩˥ːʃtʃiti
voščiti	ʋɔʃtʃi˥˩ːti
vožnja	ʋo˩˥ːʒnja
vpiti	opiti
vpiti	ʋpi˩˥ːti
vpitje	upitjɛ
vpliv	ʋpli˥˩ːʋ
vprašaj	ʋpraʃa˥˩ːj
vprašajte	upraʃajte
vprašanje	ʋpraʃa˥˩ːnjɛ
vprašati	ʋpraʃa˩˥ːti
vprašati	ʋpra˩˥ːʃati
vrabec	ʋra˩˥ːbəts
vraga	fraga
vran	ʋra˥˩ːn
vrana	ʋra˩˥ːna
vranica	ʋra˩˥ːnitsa
vrat	vrat
vrat	ʋra˥˩ːt
vrat	ʋra˩˥ːt
vrata	ʋra˩˥ːta
vratar	ratar
vrati	vrˈati
vratič	ʋrati˥˩tʃ
vraža	ʋra˩˥ːʒa
vrba	vɤrba
vrba	ʋə˩˥rba
vrednost	ʋre˩˥ːdnɔst
vreme	ʋrɛ̀ːmɛ
vretence	ʋrɛtɛ̀ːntsɛ
vreti	ʋre˩˥ːti
vreči	ʋre˩˥ːtʃi
vrh	ʋɛrx
vrha	ʋərxa
vrhovi	wrxɔʋʲi
vrniti	vɛrniti
vroč	ʋro˥˩tʃ
vroč	ʋro˥˩ːtʃ
vrst	ʋə˥˩rst
vrsta	ʋə˩˥rsta
vrsten	ʋə˥˩rstən
vrstilen	ʋərsti˥˩ːlən
vrstnost	ʋə˥˩rstnɔst
vrt	vort
vrt	ʋə˥˩rt
vrti	vˈɛrti
vrtnica	ʋə˥˩rtnitsa
vrtovin	ʋɛrtɔʋin
vrtu	fʊrtu
vrzeli	varze˥˩ːli
vrč	ʋə˥˩rtʃ
vrček	vrtʃɛk
vršilec	ʋərʃi˥˩ːləts
vsaj	ʋsa˥˩ːj
vsak	usak
vsake	usakɛ
vsakič	sakitʃ
vsakič	ʋsa˥˩ːkitʃ
vsebina	ʋsɛbi˩˥ːna
vsebuje	usɛbujɛ
vsejedec	ʋsɛje˥˩ːdəts
vstaja	ustaja
vstanite	ustanidɛ
vstaviti	ʋsta˩˥ːʋiti
vstopati	ʋsto˥˩ːpati
vstopati	ʋsto˩˥ːpati
vstopiti	ʋsto˩˥ːpiti
vstopiti	ʋstɔpi˥˩ːti
vstopiti	ʋstɔpi˩˥ːti
vstran	ustran
vtis	ʋti˥˩ːs
vulkan	vulkan
vulkan	ʋulka˥˩ːn
vurnik	ʋu˥˩ːrnik
vuzenica	vuzɛnitsa
vzbrst	uzbrst
vzdevek	ʋzde˥˩ːʋɛk
vzeti	ʋze˩˥ːti
vzgojiti	uzgɔjiti
vzhod	ʋzxo˥˩t
vzhoden	ʋzxo˥˩ːdən
vzhodnejši	ʋzxo˥˩ːdnɛjʃi
vzorec	uzo˩˥ːrɛts
vzpon	ʋspo˥˩n
včasih	ʋtʃa˥˩ːsix
včeraj	utʃeraj
včeraj	ʋtʃe˩˥ːraj
včlaniti	ʋtʃla˥˩ːniti
včlaniti	ʋtʃla˩˥ːniti
všečen	ʋʃe˩˥ːtʃən
všečnost	ʋʃe˩˥ːtʃnɔst
vžigalica	ʋʒiga˥˩ːlitsa
wikipedija	ʋikipɛdi˥˩ːja
z	z
za	za
zabava	zabava
zabava	zaba˥˩ːʋa
zabavala	zabavala
zabaven	zabavɛn
zabavljač	zabawljatʃ
zabavna	zabau̯na
zabavnik	zaba˥˩ːʋnik
zaboga	zaboga
zaceliti	zatsɛlʲite
zadet	zadet
zadnjem	zadnʲem
zadnji	za˥˩ːdnji
zadnjica	zadnʲitsa
zadnjica	za˥˩ːdnjitsa
zadnjik	za˥˩ːdnjik
zadnjič	zadnitʃ
zadnjičen	za˥˩ːdnjitʃən
zadovoljevati	zadɔʋɔljɛʋa˩˥ːti
zadovoljiti	zadɔʋɔlji˥˩ːti
zadovoljiti	zadɔʋɔlji˩˥ːti
zadržati	zadrˈʒate
zadušiti	zaduʃitɪ
zagledal	zaglʲɛdau̯
zagnati	zagna˩˥ːti
zagrenjen	sakrɛnjɛn
zahod	zaxo˥˩t
zahod	zaxɔt
zahoden	zaxo˥˩ːdən
zahodnejši	zaxo˥˩ːdnɛjʃi
zahteva	zaxte˥˩ːʋa
zaigrati	zaigraˈti
zaimek	zai˥˩ːmək
zaiti	zai˩˥ːti
zajebal	zajɛˈbal
zajec	za˥˩ːjəts
zajtrk	za˥˩ːjtərk
zajtrkovati	zajtərkɔʋa˩˥ːti
zajček	za˥˩ːjtʃək
zakaj	zaka˥˩ːj
zakaj	zaka˩˥ːj
zaklad	zakla˥˩t
zakleniti	zaklɛni˥˩ːti
zakleniti	zaklɛni˩˥ːti
zaključim	zakljuˈtʃim
zaključiti	zakljuˈtʃiti
zakon	zakon
zakon	za˩˥ːkɔn
zakona	zakona
zakrajšek	zakrajʃak
zakristija	zakristi˥˩ːja
zakričati	zakritʃate
zalar	za˥˩ːlar
zaliv	zali˥˩ːʋ
zaljubiti	zaljubi˥˩ːti
zaljubiti	zaljubi˩˥ːti
zaljubiti	zalju˥˩ːbiti
zaljubiti	zalju˩˥ːbiti
zaljubljena	zaljubljena
zamahnem	zamaːxnɛm
zaman	zama˥˩n
zambija	za˩˥ːmbija
zamena	zamena
zamenjal	zamenʲːau̯
zamenjati	zamɛnjatɛ
zameno	zamɛno
zamera	zamiːra
zameriti	zamɛːriti
zamisel	zamisau̯
zamuda	zamutɨ
zamudila	zamɔdila
zamuditi	samɔditi
zamuditi	zamudi˥˩ːti
zamuditi	zamudi˩˥ːti
zanimajo	zanimajo
zanimalo	zanimalo
zanimiv	zanimi˥˩ːʋ
zanimiv	zanimi˩˥ːʋ
zanimivejši	zanimi˩˥ːʋɛjʃi
zanka	za˥˩ːnka
zanos	sˈanˈɔss
zaobljuba	zau̯pljuba
zapakiran	zapakʲiran
zapakirati	zapagirate
zapestje	zape˥˩ːstjɛ
zapišite	zapjiʃite
zaplankan	saplaːnka˥˩n
zapleteno	zapletɛnɔ
zapomniti	zapomniti
zapor	zapor
zapor	zapo˥˩r
zapornica	zapo˥˩ːrnitsa
zapornik	zapo˥˩ːrnik
zaposlen	zaposlɛn
zaposlena	zapɔslɛna
zaposliti	zapɔsliti
zapraviti	zapraviti
zapreti	zapre˩˥ːti
zaprl	zapro
zaprt	zapɤrt
zaprta	zapərta
zaprto	zapɛrtɔ
zapustili	sapostili
zapustiti	zapusti˥˩ːti
zapustiti	zapusti˩˥ːti
zapét'	zapɛt
zarja	dzarja
zarnik	za˥˩ːrnik
zarod	zaːrɔt
zase	zˈasə
zaseben	zase˥˩ːbən
zaskrbljen	zaskrblʲen
zaslišati	zasliʃatɛ
zaspal	zaspau̯
zaspan	zaspa˩˥ːn
zaspati	zaspa˩˥ːti
zastarel	zastarʲeu̯
zastava	zastava
zastava	zasta˥˩ːʋa
zastaviti	zastaviti
zastavnica	zasta˥˩ːʋnitsa
zastonjsko	zastɔnskɔ
zato	zato
zatočišče	zatotʃiʃtʃɛ
zaupanje	zau̯panje
zaupnost	zau̯pnɔst
zavedaš	zavɛdaʃ
zavesa	zaʋe˥˩ːsa
zaviti	zaviti
zavpile	zau̯pile
zavreti	zaʋre˩˥ːti
zavrč	zavrtʃ
zavzela	zau̯zɛla
zaznamujejo	zaznaɦmujɛjɛ
začasno	zatʃasno
začela	zatʃeːla
začenja	zatʃɛɲja
začetek	zatʃe˥˩ːtək
začeten	zatʃe˥˩ːtən
začeti	zatʃe˩˥ːti
začetku	zatʃɛtkɔ
začimbe	zatʃimbe
začnejo	zatʃnɛjɔ
začnemo	zatʃnɛmoː
začneš	zatʃnɛːʃ
začnite	zatʃnite
zaščita	zaʃtʃi˥˩ːta
zažgati	zaʒgatɪ
zažgati	zaʒga˩˥ːti
zbeganost	zbɛgɐnɔst
zberi	zbari
zbežal	zbɛʐau̯
zbežati	zbɛʒa˩˥ːti
zbiralec	zpʲirɐlʲɛts
zbiratelj	zpʲiratɛl
zbirati	zbi˥˩ːrati
zbirati	zbi˩˥ːrati
zbirka	zbi˥˩ːrka
zbirčica	zbirtʃɪtsa
zbledeti	zblɛtɛtɪ
zbosti	zbɔstɪ
zbrali	zbra˥˩ːli
zbrati	zbratɪ
zbrati	zbra˩˥ːti
zbudila	zputiʎa
zdaj	zda˥˩j
zdavnaj	zdaʋnɛj
zdolgočasen	zdɔʋgɔtʃa˥˩ːsɛn
zdrav	zdra˥˩ʋ
zdrav	zdrˈaɫ
zdravica	zdraʋi˩˥ːtsa
zdravilo	zdraʋi˩˥ːlɔ
zdravje	zdrau̯ɪjɛ
zdravljica	zdraʋlji˩˥ːtsa
zdravnik	zdraʋni˩˥ːk
zdravo	zdravɔ
zdravo	zdra˥˩ːʋɔ
zdravstvo	zdra˥˩ːʋstʋɔ
združenih	sdruʒɛnjix
zeba	ze˩˥ːba
zebe	zˈɛb
zebra	ze˥˩ːbra
zebra	ze˩˥ːbra
zebsti	ze˩˥ːpsti
zehati	ze˩˥ːxati
zel	ze˥˩ːʋ
zel	zə˥˩ʋ
zelen	ze˥˩ːlən
zelen	zɛlɛ́n
zelena	ze˥˩ːlɛna
zelena	zɛlɛ̀ːna
zelena	zɛ́ːlɛna
zelenjava	zɛlɛnjava
zelje	ze˩˥ːljɛ
zelo	zɛlo˥˩ː
zelo	zˈɛlˈɔ
zemeljski	zɛmɛlski
zemlja	zɛ̀ːmlja
zemlje	zemlʲe
zemljepis	zɛmljɛpi˥˩ːs
zemljevid	zɛmljɛʋi˥˩ːt
zenica	zɛni˩˥ːtsa
zet	zɛ́t
zgledaš	zglʲedaʃ
zgodaj	zgo˥˩ːdaj
zgodba	zgo˥˩ːdba
zgodba	zgɔdba
zgodbi	zgɔdbi
zgodbo	zgɔdbo
zgodila	zgɔdila
zgodovina	zgɔdɔvina
zgodovina	zgɔdɔʋi˩˥ːna
zgodovinar	zgɔdɔʋi˥˩ːnar
zgodovinski	zgɔdɔʋi˥˩ːnski
zgolj	zgɔlʲ
zgoraj	zgo˩˥ːraj
zgoraj	zgɔˈrai
zgradba	zgra˥˩ːdba
zgradbo	zgradbo
zgrešiti	zgrɛʃti
zgrešiti	zgrɛ̀ːʃiti
zibati	ziba˩˥ːti
zibati	zi˩˥ːbati
zid	zi˥˩ːt
zid	zjt
zidati	zida˩˥ːti
zidati	zi˩˥ːdati
zima	zi˩˥ːma
zizek	zizak
zjutraj	zjuːtraj
zjutraj	zju˩˥ːtraj
zlagati	zlagate
zlahka	zlˈaxka
zlat	zla˥˩ːt
zlaten	zlate˥˩ːn
zlaten	zlate˩˥ːn
zlaten	zla˥˩ːtən
zlaten	zla˩˥ːtən
zlati	zlatɛ
zlato	zlato˥˩ː
zlato	zlatɔ
zlatorog	zlaturɔk
zlemu	zlɛmu˥˩
zlitina	zli˥˩ːtina
zlitina	zli˩˥ːtina
zlo	zlo˥˩
zlo	zlˈo
zloben	zlɔbɛn
zlog	zlo˥˩k
zlomiti	zlɔmi˥˩ːti
zlomljen	zlo˩˥ːmljɛn
zlonameren	zlɔname˩˥ːrən
zločin	zlɔtʃi˥˩ːn
zločinec	zlɔtʃi˥˩ːnəts
zmaga	zma˥˩ːga
zmago	zmagɔ
zmagovalec	zmagɔʋa˥˩ːləts
zmaj	zmaːj
zmaj	zma˥˩j
zmaj	zma˥˩ːj
zmaj	zma˩˥ːj
zmeden	zmɛːdɛn
zmene	zmenˈe
zmeraj	zme˥˩ːraj
zmeraj	zmɛːraj
zmiriti	zmjriti
zmorem	zmɔrɛm
zmoreš	zmorɛʃ
zmrcvariti	zmrtsva˥˩riti
zmrzal	zmrzɑu̯
zmrzniti	zmɯrˈznite
zmršiti	zmɤrʃiti
znajo	zna˥˩ːjo˥˩ː
znamenje	znamenje
znana	snana
znanega	zna˥˩ːnɛga
znanje	zna˥˩ːnjɛ
znanost	zna˩˥ːnɔst
znanstven	zna˥˩ːnstʋɛn
znanstvenik	znanstɫɛnʲik
znati	snate
znati	zna˩˥ːti
značilen	znatʃi˥˩ːlən
značilnejši	znatʃi˥˩ːlnɛjʃi
znebiti	znɛbʲitɪ
znenaditi	znɛnaːditi
znesek	znisɛk
znoj	znoj
znoj	zno˥˩j
znoj	zno˥˩ːj
znotraj	zno˩˥ːtraj
zob	zˈɔp
zober	zo˩˥ːbər
zobje	sobje
zobovje	zɔbɔwjɛ
zobozdravnik	zɔbɔzdraʋni˩˥ːk
zobozdravstvo	zɔbɔzdra˥˩ːʋstʋɔ
zobru	zo˩˥ːbru
zofa	zˈɔːfˈa
zona	zo˥˩ːna
zoologija	zɔɔlɔgia
zora	zo˥˩ːra
zora	zo˩˥ːra
zrak	zra˥˩k
zraka	zraːka
zrasti	zrastɪ
zraven	zravən
zračni	zratʃnɛ
zrel	zre˥˩ːʋ
zrel	zrɛ́ʋ
zrel	zrˈeɭ
zrelejši	zre˩˥ːlɛjʃi
zrelejši	zrɛlɛ́ːjʃi
zulic	zulitʃ
zunaj	zu˩˥ːnaj
zupan	zupa˥˩n
zupan	zu˥˩ːpan
zupanc	zu˥˩ːpants
zupančič	zupa˥˩ːntʃitʃ
zvati	zʋa˩˥ːti
zven	zɛn
zveneti	svene˩˥ːti
zver	zvjɛr
zver	zʋe˥˩ːr
zverina	zʋɛri˩˥ːna
zveza	zve˥˩ːza
zvezda	zvˈezda
zvezda	zʋe˩˥ːzda
zvezek	zʋe˥˩ːzək
zvezek	zˈvɛzɛk
zvezki	zvjeskʲi
zvečer	zʋɛtʃe˥˩ːr
zvitek	zʋi˥˩ːtək
zvok	zʋo˥˩ːk
zvon	zʋo˥˩ːn
zvonar	zʋɔna˩˥ːr
zvone	zʋo˥˩ːnɛ
zvonec	zʋo˩˥ːnəts
zvonec	zʋɔnɛts
zvonček	zvɔntʃɛk
zvočniki	zvɔtʃniki
à	a
à	a˥˩
à	a˥˩ː
à	a˩˥ː
á	a
á	aː
á	a˥˩ː
ä	e˥˩ː
ä	ɛ̀ː
è	ɛ
é	e˥˩ː
ê	ɛ̀ː
ê	ɛ́ː
ë	joː
ë	jɔ
ë	ə
ì	i
ì	i˥˩
í	iː
í	i˥˩ː
í	i˩˥ː
ā	a˥˩ː
ā	a˩˥ː
ă	a
ă	ɤ
ć	tɕ
ć	tɕe˥˩ː
ć	tɕe˩˥ː
ć	tɕə˥˩
ć	tʃ
č	tɕ
č	tʃ
č	tʃa
č	tʃe˥˩ː
č	tʃe˩˥ː
č	tʃə
č	tʃə˥˩
čad	tʃa˥˩ːt
čaj	tʃa˥˩ːj
čajnica	tʃa˥˩ːjnitsa
čakalnica	tʃaka˥˩ːlnitsa
čakamo	tʃakamu
čakati	tʃa˩˥ːkati
čakaš	tʃakas
čao	tʃa˥˩ːɔ
čaplja	tʃa˥˩ːplja
čarovnica	tʃaro˥˩ːʋnitsa
čarovnik	tʃaro˥˩ːʋnik
čas	tʃa˥˩s
časnik	tʃa˥˩ːsnik
časom	tʃasam
časopis	tʃasɔpi˥˩ːs
časopis	tʃa˥˩ːsɔ˥ːpi˥˩ːs
časopisu	tʃasɔpiso
čast	tʃa˥˩ːst
častnik	tʃa˥˩ːstnik
čatež	tʃaːtəʃ
čaša	tʃa˩˥ːʃa
če	tʃɛ
čebela	tʃəbe˥˩ːla
čebela	tʃɛbe˥˩ːla
čebula	tʃəbu˩˥ːla
čebula	tʃɛbu˩˥ːla
čefur	tʃɛfu˩˥ːr
čeh	tʂɛx
čeh	tʃe˥˩ːx
čehinja	tʃe˥˩ːxinja
ček	tʃak
ček	tʃe˥˩ːk
čelo	tʃe˥˩ːlɔ
čelo	tʃɛ̀ːlɔ
čelo	tʃˈɛlo
čemaž	tʃe˩˥ːmaʃ
čemaž	tʃɛma˥˩ːʃ
čembalo	tʃe˥˩ːmbalɔ
čemeren	tʃɛmʲeran
čenčič	tʃeŋtʃitʃ
čeprav	tʃɛpra˥˩ʋ
čer	tʃe˥˩ːr
česen	tʃɛ̀ːsən
česmina	tʃɛsmi˩˥ːna
čestitati	tʃɛsʲtʲitɐti
četrta	tʃɛtɛrta
četrtek	tʃɛtə˩˥rtək
četrti	tʃɛtɑrtʰi
četrtinka	tʃɛtərti˥˩ːnka
četudi	tʃetudi
čevelj	tʃe˥˩ːʋəl
čevljekljun	tʃe˥˩ːʋljɛklju˥˩ːn
čez	ʃɛs
čezsoča	tʃassɔtʃˈa
češka	tʃe˥˩ːʃka
češki	tʃe˥˩ːʃki
češko	tʃe˥˩ːʃkɔ
češkoslovaška	tʃe˥˩ːʃkɔslɔʋa˥˩ːʃka
češnja	tʃe˥˩ːʃnja
češplja	tʃe˥˩ːʃplja
češčina	tʃe˥˩ːʃtʃina
čiabata	tʃabata
čifut	tʃi˩˥ːfut
čigar	tʃi˥˩ːgar
čigav	tʃiga˩˥ːʋ
čile	tʃi˥˩ːlɛ
čips	tʃɪps
čiraj	tʃira˥˩ːj
čist	tʃi˥˩ːst
čistiti	tʃi˩˥ːstiti
čistota	tʃisto˩˥ːta
čitati	tʃi˥˩ːtati
čitati	tʃi˩˥ːtati
čivava	tʃiʋa˥˩ːʋa
čižek	tʃi˥˩ːʒɛk
član	tʃla˥˩ːn
