!sil	sˈil
'c'que	skə
véry	vˈeɪɹi
vésale	vezˈal
vésicatoires	vezikatwˈaʁ
vésiculaire	vezikylˈɛʁ
vésiculaires	vezikylˈɛʁ
vésicule	vezikˈyl
vésuve	vezˈyv
vésuvienne	vezyvjˈɛn
vétheuil	vˈeɪθjuːˌɪl
vétilles	vetˈij
vétilleux	vetijˈø
véto	vetˈo
vétuste	vetˈyst
vétusté	vetystˈe
vétéran	veteʁˈɑ̃
vétéri	veteʁˈi
vétérinaire	veteʁinˈɛʁ
vétérinaires	veteʁinˈɛʁ
véveilles	vevˈɛj
vézac	vezˈak
vézinet	vezinˈɛ
vézézoux	vezezˈu
vêler	vɛlˈe
vêpres	vˈɛpʁ
vêt'ments	vˈeətmənts
vêtement	vɛtmˈɑ̃
vêtements	vɛtmˈɑ̃
vêtir	vɛtˈiʁ
vêtis	vɛtˈi
vêtit	vɛtˈi
vêtu	vɛtˈy
vêtue	vɛtˈy
vêtues	vɛtˈy
vêtus	vɛtˈy
vêtît	vɛtˈi
vîmes	vˈim
vînmes	vˈɛ̃m
vînt	vˈɛ̃
vîntes	vˈɛ̃t
vît	vˈi
vîtes-vous	vˈitvu
vôtre	vˈoːtʁ
vôtres	vˈoːtʁ
vœu	vˈœ
vœuil-et-giget	vˈœjeʒiʒˈɛ
vœux	vˈø
w	dubləvˈe
wa	wˈa
waben	wˈeɪbən
wade	wˈad
wagner	vagnˈɛʁ
wagon	vagˈɔ̃
wagonnets	vagɔnˈɛ
wagons	vagˈɔ̃
wagram	vagʁˈam
wah	wˈɑː
wahlweg	wˈɑːlwɛg
wailea	wˈeɪliə
waili	wˈeɪli
wailly-beaucamp	wˈeɪlibokˈɑ̃
wakefield	wˈeɪkfiːld
wald	wˈɒld
waldeck	wˈɒldɛk
waldersbach	wˈɒldəsbˌɑːx
waldteufel	wˈɒldtjuːfəl
walewska	wˈeɪlwskə
walferdin	wˈɒlfədˌɪn
walheim	wˈɒlhaɪm
walid	wˈalɪd
walid-là	wˈalɪdlˈa
wall	wˈɔːl
walligator	wˈɒlɪgˌeɪtə
wallon	wˈɒlən
wallone	wˈɒləʊn
wallonie	wˈɒləʊni
wallons	wˈɒlənz
walou	walˈu
walt	wˈɒlt
walt-disney	wˈɒltdisnˈɛ
walter	wˈɒltə
walton	wˈɒltən
wampum	wˈampəm
wanesburk	wˈeɪnsbɜːk
wang	wˈaŋg
want	wˈɒnt
waouh	waˈu
waouw	wauw
wapanachki	wˈapɐnˌatʃki
wapiti	wapˈiːti
wapitis	wapˈaɪtɪs
waqf	wˈak
wargnies-le-grand	wˈɔːgnizlə-gʁˈɑ̃
warhol	wˈɔːhɒl
warihi	weəɹˈɪhɪ
warin	wˈeəɹɪn
warnecourt	wˈɔːnɪkˌɔːt
warner	wˈɔːnə
warneton	wˈɔːnɛtən
warnécourt	wˈɔːneɪkˌɔːt
wars	wˈɔːz
wascons	wˈɒskənz
washburn	wˈɒʃbɜːn
washington	wˈɒʃɪŋtən
wassawattimie	wˈɒsɐwˌɒtɪmi
wassy	wˈɒsi
watchau	wˈɒtʃaʊ
water	wˈɔːtə
waterloo	wˈɔːtəlˌuː
waters	wˈɔːtəz
watson	wˈɒtsən
wattage	watˈaʒ
watteau	watˈo
watteel	wˈɒtiːl
wattignies	watinˈiz
wattrelos	watʁəlˈoz
watts	wˈatz
wauquiez	wokjˈe
wavignies	wˈavɪgniz
waziers	wˈaziəz
wc	dubləvˌesˈe
we	wˈiː
web	wˈɛb
webb	wˈɛb
weber	wˈɛbə
webzines	wˈɛbziːnz
weckmund	wˈɛkmʌnd
weddel	wˈɛdəl
wedze	wˈɛdz
wee	wˈiː
week	wˈiːk
week-end	wˈiːkˈɛnd
week-end-là	wˈiːkˈɛndlˈa
week-ends	wˈiːkˈɛndz
weekend	wiːkˈɛnd
weekends	wiːkˈɛndz
weeks-ends	wˈiːksˈɛndz
weg	wˈɛg
weiher	wˈaɪhə
weissenberg	wˈaɪsənbˌɜːg
weitbruch	wˈaɪtbɹʌtʃ
welches	wˈɛltʃɪz
welcome	wˈɛlkʌm
well	wˈɛl
welter	wˈɛltə
wenck	wˈɛŋk
wendehausen	wˈɛndɪhˌɔːsən
wendy	wˈɛndi
wens	wˈɛns
wensel	wˈɛnsəl
wenzel	wˈɛnzəl
werber	wˈɜːbə
werentzhouse	wˈeəntshaʊs
werner	wˈɜːnə
werrant	wˈɛɹənt
wesh	wˈɛʃ
wessel	wˈɛsəl
west	wˈɛst
western	wˈɛstən
westerns	wˈɛstənz
westhoffen	wˈɛsθəfən
westminster	wˈɛstmɪnstə
westphalien	wɛstfˈeɪliən
wettolsheim	wɛtɔlʃˈɛm
weyer	wˈeɪə
whale-field	wˈeɪlfˈiːld
whampoa	wampˈəʊə
whasburn	wˈasbɜːn
what	wˌɒt
while	wˌaɪl
whip-poor-will	wˈɪppˈʊəwɪl
whisky	wˈɪski
whist	wˈɪst
white	wˈaɪt
who	hˌuː
whou	wˈuː
whoua	wwˈɑː
why	wˌaɪ
widersbach	wˈaɪdəsbˌɑːx
wiener	wjənˈe
wifi	wˈaɪfaɪ
wight	wˈaɪt
wigwam	wˈɪgwam
wigwams	wˈɪgwamz
wihr-au-val	wˈɪhəovˈal
wii	wˈiː
wikipédia	wˌɪkipˈeɪdiə
wilde	wˈaɪldə
wilderness	wˈɪldənəs
wilkes	wˈɪlks
willer	wˈɪlə
william	wˈɪliəm
william-henry	wˈɪliəmhˈɛnɹi
williams	wˈɪliəmz
willis	wˈɪlɪs
willy	wˈɪli
wilson	wˈɪlsən
wim	wˈɪm
wimmenau	wˈɪmənˌaʊ
winchs	wˈɪntʃz
windishmann	wˈɪndɪʃmˌan
windows	wˈɪndəʊz
wingersheim	wˈɪŋgəʃˌaɪm
wings	wˈɪŋz
winnie	wˈɪni
winock	winˈɔk
winter	wˈɪntə
wintershouse	wˈɪntəzhˌaʊs
wion	wjˈɔ̃
wipro	wˈɪpɹəʊ
wird	wˈɜːd
wisches	wˈɪʃɪz
wisconsin	wɪskˈɒnsɪn
wish-ton-wish	wˈɪʃtɔ̃wˈɪʃ
wison	wizˈɔ̃
wisons	wizˈɔ̃z
wiss-en-tush	wˈɪsɑ̃tˈʊʃ
wissous	wˈɪsəs
witrepin	wˈɪtɹɪpˌɪn
witry	wˈɪtɹi
witry-lès-reims	wˈɪtɹilˈɛʁˈɛm
witse	wˈɪtsi
wittelsheim	witɛlʃˈɛm
wo	wˈo
woerth	wˈəʊəθ
woh	wˈəʊ
woippy	wˈɔɪpi
wok	wˈɒk
wolfgang	wˈʊlfgaŋ
wolfisheim	wˈʊlfɪʃˌaɪm
wolga	wˈɒlgə
wolverène	wˈʊlvəɹˌɛn
wolvérènes	wˈʊlveɪɹˌɛnz
woman	wˈʊmən
womba	wˈɒmbə
wonder	wˈʌndə
wonner	wˈʌnə
wons	wˈʌnz
wood	wˈʊd
woodhall-spa	wˈʊdhɔːlspˈa
woodrose	wɔodʁˈɔz
word	wˈɜːd
world	wˈɜːld
woronsow	wˈɔːɹənsˌəʊ
worry	wˈʌɹi
worth	wˈɜːθ
worthing	wˈɜːθɪŋ
wouaf	wwˈaf
wouah	wwˈa
wouahouh	wwaˈu
wouaw	wwˈɑːw
wouh	wˈu
woup	wˈu
wousung	wuzˈœ̃g
wrede	ɹˈiːd
wriggles	ɹˈɪgəlz
wright	ɹˈaɪt
wurtchen	wˈɜːttʃən
wurtemberg	wɜːtˈɛmbɜːg
wurtembergeois	wɜːtˈɛmbədʒɪˌɒiz
wwekend	dˈʌbəljˌuːwˈɛkɛnd
www	dubləvˌedubləvˌedubləvˈe
wyandot	wjɑ̃dˈo
wyandots	wjɑ̃dˈo
wyn	wˈin
wyss	wˈɪs
würtz	wˈuːəts
x	ˈiks
xa	gzˈa
xang	gzˈɑ̃g
xante	gzˈɑ̃t
xara	gzaʁˈa
xaupi	gzopˈi
xavier	gzavjˈe
xavée	gzavˈe
xbox	ˈɛksbˈɒks
xertigny	gzɛʁtiɲˈi
xettes	gzˈɛt
xhantes	iksˈɑ̃tz
xi	gzˈi
xii	gzjˈi
xiii	gzjjˈi
xiiie	gzjjˈi
xiième	gzjjˈɛm
xiv	gzˈiv
xive	gzˈiv
xième	gzjˈɛm
xonrupt-longemer	gzɔ̃ʁˈyptlɔ̃ʒmˈe
xsara	ikssaʁˈa
xv	ˌiksvˈe
xvi	iksvˈi
xviie	iksvjˈi
xviii	iksvjjˈi
xviiie	iksvjjˈi
xviième	iksvjjˈɛm
xx	ˌiksˈiks
xxii	iksgzjˈi
xxl	ˌiksˌiksˈɛl
xxème	iksgzˈɛm
xy	ˌiksigʁˈɛk
xylophone	gzilofˈɔn
xyphias-espadons	gzifjˈazɛspadˈɔ̃
xénophon	gzenofˈɔ̃
xénus	gzenˈys
y	i
y-a-t-il	jatil
ya	jˈa
yacht	jˈɒt
yachts	jˈɒts
yahoo	jaˈu
yahourt	jaˈuʁ
yalta	jaltˈa
yamen	jamˈɛn
yanar	janˈaʁ
yanav	janˈav
yang	jˈɑ̃g
yang-fou	jˈɑ̃gfˈu
yang-king-pang	jˈɑ̃gkˈɪŋpˈɑ̃g
yang-tse-kiang	jˈɑ̃gtskjˈɑ̃g
yang-tsoune	jˈɑ̃gtsˈun
yang-tsze-kiang	jˈɑ̃gtszkjˈɑ̃g
yang-tze-kiang	jˈɑ̃gtskjˈɑ̃g
yania	janjˈa
yanis	janˈi
yankee	jˈaŋkiː
yankees	jˈaŋkiːz
yann	jˈan
yann-vari	jˈanvaʁˈi
yannick	janˈik
yannig	janˈig
yanusa	janyzˈa
yanusza	janyszˈa
yanuza	janyzˈa
yaourk	jˈeɪəɹˌɜːk
yaourt	jaˈuʁt
yaourth	jˈeɪəɹˌɜːθ
yaourts	jaˈuʁt
yapa	japˈa
yar	jˈaʁ
yarc	jˈaʁk
yards	jˈaʁ
yarhud	jaʁˈyd
yasmin	jasmˈɛ̃
yasser	jasˈe
yatagan	jatagˈɑ̃
yatagans	jatagˈɑ̃
yau	jˈo
yaël	jaˈɛl
yaëlle	jaˈɛl
yeah	jˈɛh
yelek	jəlˈɛk
yen	jˈɛn
yen-tchiang	jˈɛntʃjˈɑ̃g
yengee	jˈɑ̃ʒ
yengeese	jɑ̃ʒˈəz
yenne	jˈɛn
yep	jˈɛp
yernaux	jɛʁnˈo
yerres	jˈɛʁ
yes	jˈɛs
yeux	jˈøz
ygos-saint-saturnin	igˈosˈɛ̃satyʁnˈɛ̃
yin	jˈɛ̃
yin-pang	jˈɛ̃pˈɑ̃g
yoga	jogˈa
yoguio	jogjˈo
yohan	joˈɑ̃
yohann	joˈan
yolande	jolˈɑ̃d
yole	jˈɔl
yolène	jolˈɛn
yom	iom
yon	jˈɔ̃
yonvillais	jɔ̃vijˈɛ
yonville	jɔ̃vˈil
yonville-l'abbaye	jɔ̃vˈillabˈaj
yop	jˈɔp
york	jˈɔːk
york-herald	jˈɔːkəʁˈald
yorkais	jɔʁkˈɛ
yorkshire	jɔʁkʃˈiʁ
yorkshires	jɔʁkʃˈiʁ
you	jˈu
youenn	jwˈɛn
yougoslave	jugɔslˈav
yougoslaves	jugɔslˈav
yougoslavie	jugɔslavˈi
youhou	juˈu
young	jˈʌŋ
youpi	jupˈi
your	jˈuʁ
yourcenar	juʁsənˈaʁ
youri	juʁˈi
youss	jˈus
youssef	jusˈɛf
youth	jˈuːθ
youtube	jutˈyb
youtubers	jutybˈe
youyou	jwjˈu
yoyo	jɔjˈo
yssingeaux	isɛ̃ʒˈoz
ytrac	itʁˈak
yucca	jykˈa
yuccas	jykˈa
yulizh	jylˈiz
yun-ping-fu	jˈœ̃pˈɪŋfˈy
yuna	jynˈa
yunanne	jynˈan
yupp	jˈyp
yvan	ivˈɑ̃
yveline	ivlˈin
yvelines	ivlˈinz
yvelise	ivlˈiz
yves	ˈiv
yves-charles	ˈivʃˈaʁl
yvetot	ivtˈo
yvette	ivˈɛt
yvon	ivˈɔ̃
yvonne	ivˈɔn
yvremont	ivʁəmˈɔ̃t
yvré	ivʁˈe
yzeure	ˈɪzjuːɹəɹ
yé	jˈe
yéddo	jedˈo
yéminis	jeminˈi
yéménis	jemenˈi
yéni-keui	jenˈikœˈi
y’a	jˈa
z	zˈɛd
z-avaient	zˈɛdavˈɛ
z-endroits	zˈɛdɑ̃dʁwˈa
za	zˈa
zaatcha	zaatʃˈa
zacap	zakˈap
zaccharie	zakaʁˈi
zadkine	zadkˈin
zahlen	zalˈɛn
zaire	zˈɛʁ
zamet	zamˈɛ
zamours	zamˈuʁ
zango	zɑ̃gˈo
zannier	zanjˈe
zante	zˈɑ̃t
zape	zˈap
zappe	zˈap
zapper	zapˈe
zappez	zapˈe
zappé	zapˈe
zaptiès	zaptjˈɛ
zara	zaʁˈa
zarb	zˈaʁb
zart	zˈaʁ
zaustère	zostˈɛʁ
zay	zˈɛ
zazie	zazˈi
zazou	zazˈu
ze	zˈə
ze	zˈə-
zedong	zədˈɔ̃g
zelda	zɛldˈa
zelle	zˈɛl
zen	zˈɛn
zend	zˈɑ̃
zep	zˈɛp
zero	zeʁˈo
zest	zˈɛst
zeste	zˈɛst
zevougnou	zəvuɲˈu
zhen	zˈɛn
zhi	zˈi
zhébrides	zebʁˈid
zi	zˈi
zibeline	ziblˈin
zieselsberg	zjəzɛlzbˈɛʁg
zieutes	zjˈøt
zig	zˈig
zig-zag	zˈigzˈag
zigzag	zigzˈag
zigzags	zigzˈag
zigzague	zigzˈag
zik	zˈik
zil	zˈil
zimmental	zimmɑ̃tˈal
zimmermann	zimmɛʁmˈan
zinc	zˈɛ̃g
zingare	zɛ̃gˈaʁ
zingueurs	zɛ̃gˈœʁ
zist	zˈist
zitrone	zitʁˈɔn
ziza	zizˈa
zizi	zizˈi
zla	zlˈa
znaïm	znaˈim
zo	zˈo
zoanthaires	zˈəʊntaɪɹəz
zob	zˈɔb
zodiacales	zodjakˈal
zodiaque	zodjˈak
zoe	zo
zola	zolˈa
zombies	zɔ̃bˈi
zone	zˈon
zone-là	zˈonlˈa
zoner	zˈonʁ
zones	zˈon
zones-là	zˈonlˈa
zonza	zɔ̃zˈa
zonéphores	zonefˈoʁ
zoo	zˈo
zoologie	zooloʒˈi
zoologique	zooloʒˈik
zoologiquement	zooloʒikmˈɑ̃
zoologiques	zooloʒˈik
zoologiste	zooloʒˈist
zoologistes	zooloʒˈist
zoom	zˈum
zooms	zˈum
zoophyte	zoofˈit
zoophytes	zoofˈit
zoos	zˈo
zooxanthelle	zˌuːksanθˈɛl
zooxanthelles	zˌuːksanθˈɛlz
zorro	zoʁˈo
zostère	zɔstˈɛʁ
zostères	zɔstˈɛʁ
zouave	zwˈav
zoulou	zulˈu
zozoter	zozotˈe
zozotte	zozˈɔt
zoé	zɔˈe
zoïle	zˈɔjl
zuh	zˈy
zuidekerk	zjˈuːaɪdkˌɜːk
zuléma	zylemˈa
zum	zˈɔm
zumkeller	zymkɛlˈe
zup	zˈʌp
zut	zˈyt
zuyderzée	zyidɛʁzˈe
zwart	zwˈɔːt
zyva	zivˈa
zèbre	zˈɛbʁ
zèbres	zˈɛbʁ
zèle	zˈɛl
zèmes	zˈɛm
zèpe	zˈɛp
zébraient	zebʁˈɛ
zébre	zˈebʁ
zébrure	zebʁˈyʁ
zébrures	zebʁˈyʁ
zébré	zebʁˈe
zébrée	zebʁˈe
zébrées	zebʁˈe
zébrés	zebʁˈe
zébu	zebˈy
zébus	zebˈys
zélande	zelˈɑ̃d
zélé	zelˈe
zélée	zelˈe
zélés	zelˈe
zénith	zˈeɪnɪθ
zénithales	zenitˈal
zénobie	zenobˈi
zéphir	zefˈiʁ
zéphyr	zefˈiʁ
zéro	zeʁˈo
zéromacho	zeʁomaʃˈo
zéros	zeʁˈo
zézette	zezˈɛt
zêlida	zɛlidˈa
zôt	zˈɔ̃
{honneur	ɔnˈœʁ
}	ɛt
à	a
à	e
à	ki
à	vu
à	yn
àa	aˈa
àpropos	apʁopˈoz
âcre	ˈaːkʁ
âcres	ˈaːkʁz
âge	ˈaːʒ
âge-là	ˈaːʒlˈa
âgeaux	aʒˈoz
âges	ˈaːʒz
âgé	aʒˈe
âgée	aʒˈe
âgées	aʒˈez
âgés	aʒˈez
âme	ˈaːm
âmes	dˈe
âmes	ˈaːmz
âne	ˈaːn
ânerie	anʁˈi
âneries	anəʁˈiz
ânes	ˈaːnz
ânesse	anˈɛs
ânier	anjˈe
âniers	anjˈez
ânonnait	anɔnˈɛt
âpre	a
âpre	e
âpre	ˈaːpʁ
âpres	ˈaːpʁz
âpreté	apʁətˈe
âpretés	apʁətˈez
âtre	ˈaːtʁ
æ	a
ægri	agʁˈi
ç	sˌesedˈij
ça	dˈe
ça	ki
ça	la
ça	lə
ça	lˈa
ça	nˈə
ça	sa
ça	sɛ
ça	ɛt
çaje	sˈaʒ
çants	sˈɑ̃
çaénormément	saenɔʁmemˈɑ̃
çe	sˈə-
çel	sˈɛl
çi	sˈi
çlui	slyˈi
çois	swˈa
çui	syˈi
çà	sə
çà	sˈa
è	ˌəaksɑ̃gʁˈav
èl	ˈɛl
ère	ˈɛʁ
ès	ˈɛs
ès-lettres	ɛslˈɛtʁz
ès-meniers	ɛsmənjˈez
ès-montagnes	ɛsmɔ̃tˈaɲz
ève	ˈɛv
é	ˌəaksɑ̃tɛgˈy
ébahi	ebaˈi
ébahie	ebaˈi
ébahis	ebaˈi
ébahissement	ebaismˈɑ̃
ébahissements	ebaismˈɑ̃z
ébalies	ebalˈiz
ébats	ebˈaz
ébau	ebˈo
ébaucha	eboʃˈa
ébauchait	eboʃˈɛt
ébauche	ebˈoʃ
ébaucher	eboʃˈe
ébauches	ebˈoʃz
ébauché	eboʃˈe
ébauchée	eboʃˈe
ébauchées	eboʃˈez
ébauchés	eboʃˈez
ébenistes	ebnˈistz
éberluée	ebɛʁlyˈe
ébloui	eblwˈi
éblouie	eblwˈi
éblouir	eblwˈiʁ
éblouirait	eblwiʁˈɛt
éblouis	eblwˈiz
éblouissaient	eblwisˈɛt
éblouissait	eblwisˈɛt
éblouissant	eblwisˈɑ̃
éblouissante	eblwisˈɑ̃t
éblouissantes	eblwisˈɑ̃tz
éblouissants	eblwisˈɑ̃z
éblouissement	eblwismˈɑ̃
éblouissements	eblwismˈɑ̃z
éblouissements-là	eblwismˈɑ̃lˈa
éblouissent	eblwˈist
éblouit	eblwˈi
ébou	ebˈu
éboueur	ebwˈœʁ
éboueurs	ebwˈœʁz
ébouillanter	ebujɑ̃tˈe
éboulement	ebulmˈɑ̃
éboulements	ebulmˈɑ̃z
éboulis	ebulˈi
éboulées	ebulˈez
éboulés	ebulˈez
ébouriffé	ebuʁifˈe
ébouriffée	ebuʁifˈe
ébranché	ebʁɑ̃ʃˈe
ébranchées	ebʁɑ̃ʃˈez
ébranchés	ebʁɑ̃ʃˈez
ébranla	ebʁɑ̃lˈa
ébranlaient	ebʁɑ̃lˈɛt
ébranlait	ebʁɑ̃lˈɛt
ébranlant	ebʁɑ̃lˈɑ̃
ébranle	ebʁˈɑ̃l
ébranlement	ebʁɑ̃lmˈɑ̃
ébranler	ebʁɑ̃lˈe
ébranlera	ebʁɑ̃lʁˈa
ébranlerait	ebʁɑ̃lʁˈɛt
ébranlèrent	ebʁɑ̃lˈɛʁt
ébranlé	ebʁɑ̃lˈe
ébranlée	ebʁɑ̃lˈe
ébranlées	ebʁɑ̃lˈez
ébranlés	ebʁɑ̃lˈez
ébriolant	ebʁiolˈɑ̃
ébruiter	ebʁyitˈe
ébruiterait	ebʁyitʁˈɛt
ébruité	ebʁyitˈe
ébruitée	ebʁyitˈe
ébréchaient	ebʁeʃˈɛt
ébréché	ebʁeʃˈe
ébréchée	ebʁeʃˈe
ébréchés	ebʁeʃˈez
ébullition	ebylisjˈɔ̃
ébène	ebˈɛn
ébènes	ebˈɛnz
ébéniste	ebenˈist
ébénisterie	ebenistʁˈi
éc	ˈek
écaille	ekˈaj
écailles	ekˈajz
écailleuse	ekajˈøz
écailleux	ekajˈøz
écaillures	ekajˈyʁz
écales	ekˈalz
écalles-alix	ekˈalzalˈiks
écarlate	ekaʁlˈat
écarlates	ekaʁlˈatz
écarquillait	ekaʁkijˈɛt
écarquillant	ekaʁkijˈɑ̃
écarquiller	ekaʁkijˈe
écarquillés	ekaʁkijˈez
écart	ekˈaʁ
écarta	ekaʁtˈa
écartaient	ekaʁtˈɛt
écartais	ekaʁtˈɛz
écartait	ekaʁtˈɛt
écartant	ekaʁtˈɑ̃
écarte	ekˈaʁt
écartelé	ekaʁtəlˈe
écartement	ekaʁtəmˈɑ̃
écarter	ekaʁtˈe
écartez-vous	ekaʁtˈevuz
écartiez	ekaʁtjˈez
écartons	ekaʁtˈɔ̃z
écarts	ekˈaʁz
écarté	ekaʁtˈe
écartée	ekaʁtˈe
écartées	ekaʁtˈez
écartés	ekaʁtˈez
éch	ˈeʃ
échafaud	eʃafˈo
échafaudage	eʃafodˈaʒ
échafaudages	eʃafodˈaʒz
échafauder	eʃafodˈe
échafauds	eʃafˈoz
échafaudées	eʃafodˈez
échalas	eʃalˈaz
échalotes	eʃalˈotz
échan	eʃˈɑ̃
échancrer	eʃɑ̃kʁˈe
échancrure	eʃɑ̃kʁˈyʁ
échancrures	eʃɑ̃kʁˈyʁz
échancré	eʃɑ̃kʁˈe
échancrée	eʃɑ̃kʁˈe
échancrées	eʃɑ̃kʁˈez
échancrés	eʃɑ̃kʁˈez
échange	eʃˈɑ̃ʒ
échangea	eʃɑ̃ʒˈa
échangeaient	eʃɑ̃ʒˈɛt
échangeait	eʃɑ̃ʒˈɛt
échangeant	eʃɑ̃ʒˈɑ̃
échangent	eʃˈɑ̃ʒt
échanger	eʃɑ̃ʒˈe
échanges	eʃˈɑ̃ʒz
échangez	eʃɑ̃ʒˈez
échangèrent	eʃɑ̃ʒˈɛʁt
échangé	eʃɑ̃ʒˈe
échangée	eʃɑ̃ʒˈe
échangées	eʃɑ̃ʒˈez
échangés	eʃɑ̃ʒˈez
échantillon	eʃɑ̃tijˈɔ̃
échantillons	eʃɑ̃tijˈɔ̃z
échappa	eʃapˈa
échappai	eʃapˈe
échappaient	eʃapˈɛt
échappait	eʃapˈɛt
échappant	eʃapˈɑ̃
échappassent	eʃapˈast
échappatoire	eʃapatwˈaʁ
échappe	eʃˈap
échappent	eʃˈapt
échapper	eʃapˈe
échappera	eʃapʁˈa
échapperaient	eʃapʁˈɛt
échapperais	eʃapʁˈɛz
échapperait	eʃapʁˈɛt
échapperas	eʃapʁˈaz
échapperiez	eʃapəʁjˈez
échapperons	eʃapʁˈɔ̃z
échappiez	eʃapjˈez
échappâmes	eʃapˈaːmz
échappât	eʃapˈaː
échappèrent	eʃapˈɛʁt
échappé	eʃapˈe
échappée	eʃapˈe
échappées	eʃapˈez
échappés	eʃapˈez
écharcon	eʃaʁkˈɔ̃
écharpant	eʃaʁpˈɑ̃
écharpe	eʃˈaʁp
écharper	eʃaʁpˈe
écharpes	eʃˈaʁpz
écharpé	eʃaʁpˈe
échasses	eʃˈasz
échassiers	eʃasjˈez
échaudé	eʃodˈe
échaudés	eʃodˈez
échauffait	eʃofˈɛt
échauffe	eʃˈof
échauffement	eʃofmˈɑ̃
échauffements	eʃofmˈɑ̃z
échauffer	eʃofˈe
échaufferiez	eʃofəʁjˈez
échauffourée	eʃofuʁˈe
échauffé	eʃofˈe
échauffée	eʃofˈe
échauffées	eʃofˈez
échauffés	eʃofˈez
échec	eʃˈɛk
échecs	eʃˈɛkz
échelle	eʃˈɛl
échelles	eʃˈɛlz
échelon	eʃlˈɔ̃
échelonne	eʃlˈɔn
échelonné	eʃlɔnˈe
échelonnés	eʃlɔnˈez
échelons	eʃlˈɔ̃z
écheveau	eʃvˈo
écheveaux	eʃvˈoz
échevelée	eʃəvlˈe
échevelées	eʃəvlˈez
échevelés	eʃəvlˈez
échidnées	eʃidnˈez
échillais	eʃijˈɛz
échine	eʃˈin
échines	eʃˈinz
échinodermes	eʃinodˈɛʁmz
échiné	eʃinˈe
échiré	eʃiʁˈe
écho	ekˈo
échographie	eʃɔgʁafˈi
échos	ekˈoz
échoua	eʃwˈa
échouaient	eʃwˈɛt
échouait	eʃwˈɛt
échoue	eʃˈu
échouement	eʃumˈɑ̃
échouent	ˈeʃwt
échouer	eʃwˈe
échouez	eʃwˈez
échouèrent	eʃwˈɛʁt
échoué	eʃwˈe
échouée	eʃwˈe
échouées	eʃwˈez
échoués	eʃwˈez
échu	eʃˈy
échue	eʃˈy
échurent	eʃˈyʁt
échus	eʃˈy
échéance	eʃeˈɑ̃s
échéances	eʃeˈɑ̃sz
échéant	eʃeˈɑ̃
échénéïdes	eʃeneˈidz
éclaboussaient	eklabusˈɛt
éclaboussant	eklabusˈɑ̃
éclabousserions	eklabusəʁjˈɔ̃z
éclabousses	eklabˈusz
éclaboussures	eklabusˈyʁz
éclaboussèrent	eklabusˈɛʁt
éclaboussés	eklabusˈez
éclair	eklˈɛʁ
éclaira	eklɛʁˈa
éclairage	eklɛʁˈaʒ
éclairages	eklɛʁˈaʒz
éclairaient	eklɛʁˈɛt
éclairait	eklɛʁˈɛt
éclairant	eklɛʁˈɑ̃
éclairante	eklɛʁˈɑ̃t
éclairants	eklɛʁˈɑ̃z
éclairci	eklɛʁsˈi
éclaircie	eklɛʁsˈi
éclaircies	eklɛʁsˈiz
éclaircir	eklɛʁsˈiʁ
éclaircis	eklɛʁsˈi
éclaircissement	eklɛʁsismˈɑ̃
éclaircissements	eklɛʁsismˈɑ̃z
éclaircit	eklɛʁsˈi
éclaire	eklˈɛʁ
éclaire-moi	eklˈɛʁmwˌa
éclairent	eklˈɛʁt
éclairer	eklɛʁˈe
éclairerait	eklɛʁʁˈɛt
éclaireur	eklɛʁˈœʁ
éclaireurs	eklɛʁˈœʁz
éclaireuse	eklɛʁˈøz
éclaireuses	eklɛʁˈøzz
éclairez-moi	eklɛʁˈemwˌa
éclairons	eklɛʁˈɔ̃z
éclairs	eklˈɛʁz
éclairs-là	eklˈɛʁlˈa
éclairèrent	eklɛʁˈɛʁt
éclairé	eklɛʁˈe
éclairée	eklɛʁˈe
éclairées	eklɛʁˈez
éclairés	eklɛʁˈez
éclaron-braucourt-sainte-livière	eklaʁˈɔ̃bʁokˈuʁsˈɛ̃tlivjˈɛʁ
éclat	eklˈa
éclata	eklatˈa
éclataient	eklatˈɛt
éclatait	eklatˈɛt
éclatant	eklatˈɑ̃
éclatante	eklatˈɑ̃t
éclatantes	eklatˈɑ̃tz
éclatants	eklatˈɑ̃z
éclate	eklˈat
éclatement	eklatmˈɑ̃
éclatent	eklˈatt
éclater	eklatˈe
éclaterait	eklatʁˈɛt
éclats	eklˈaz
éclatèrent	eklatˈɛʁt
éclaté	eklatˈe
éclatée	eklatˈe
éclatées	eklatˈez
éclectique	eklɛktˈik
éclectisme	eklɛktˈism
écleux	eklˈøz
éclipsa	eklipsˈa
éclipse	eklˈips
éclipserait	eklipsʁˈɛt
éclipses	eklˈipsz
éclipsés	eklipsˈez
éclopé	eklopˈe
éclopés	eklopˈez
éclore	eklˈɔʁ
éclos	eklˈoz
éclosaient	eklozˈɛt
éclose	eklˈɔz
éclosent	eklˈozt
éclosions	eklozjˈɔ̃z
écluse	eklˈyz
éclusé	eklyzˈe
éco	ekˈo
éco-aménagements	ekˈoamenaʒmˈɑ̃z
éco-quartier	ekˈokaʁtjˈe
écoins	ekwˈɛ̃z
écoinçons	ekwɛ̃sˈɔ̃z
écol	ekˈɔl
école	ekˈɔl
école-là	ekˈɔllˈa
écoles	ekˈolz
écoles-là	ekˈollˈa
écolier	ekoljˈe
écoliers	ekoljˈez
écolo	ekolˈo
écolog	ekolˈɔg
écologie	ekoloʒˈi
écologique	ekoloʒˈik
