10منٹ	ɒnməɳʈ
مرکب	məɾkəb
مرکت	məɾkət
مرکز	məɾˈzɛɾ
مرکزي	məɾkəzi
مرکزی	məɾkəzi
مرکوز	məɾkoːz
مرگئے	məɾgeː
مرگی	məɾgi
مرلے	məɾleː
مرمت	məɾmət
مرموز	məɾmoːz
مرنا	məɾnɑ
مرنے	məɾne
مرہون	məɾɑːhʊn
مرو	məɾo
مروا	məɾə
مروان	məɾuːən
مروانی	məɾuːəniː
مریخ	məɾɪx
مریض	məɾiːdʒ
مریگا	məɾiːgɑ
مریم	məɾɪjəm
مریں	məɾeːŋ
مرے	məɾe
مزاج	mazaːʁ
مزاح	mazaːh
مزاحمت	məzaːhmat
مزاحیہ	məzaːɦiːə
مزاکرات	mazɑkɑɾɑːt
مْزاکرات	ˈmzɑkɾɑt
مزدور	mazd̪oːr
مزدور	məzd̪uːɾ
مزہ	maːzə
مزید	məˈziːd
مزیدار	məziːd̪əɾ
مزے	maze
مڑو	məɽo
مڑیں	məɽeːn
مس	ms
مسئل	msɛl
مسئلہ	msɛlɑ
مسئلے	msɛle
مسائل	msɑːɪlə
مسافر	msɑfɑr
مسافراں	msɑfɑrɑ̃
مسالیدار	msɑlɪd̪ɑr
مستثنی	ˈmʌst̪s̪t̪ʰeːni
مستحق	ˈmʊstehɪq
مستحکم	ˈmʊst̪ʰəkəm
مسترد	ʋɪst̪eːɾd̪
مستعد	ˈmʌsteʔd
مستعدی	ˈmʌstæɽiː
مستعمل	ˈmʌsteːmble
مستقبل	ˈmʊstɑqbəl
مستقل	ˈmʊstɪql
مستند	ˈmʊstand̪ʌd̪
مستول	ˈmʊstul
مستی	məstiː
مسٹر	msɪt̪ər
مسٹرد	msɪt̪əɾd̪
مسجد	məsˈdʒɪd̪
مسجد	msægd
مسح	msˈħ
مسخ	msx
مسخروں	msxɾoːn
مسدود	msd̪oːd̪
مسز	msuz
مسکرا	mskɾɑ
مسکرانا	mskɾɑnɑ
مسکراہٹ	mskɾɑɦət
مسلح	msəlh
مسلسل	mslˈsˁl
مسلمان	msəlˈmɑːn
مسلمانوں	msəlˈmɑːnõː
مسلموں	msəlˈmoːn
مسمار	msmɑːr
مسودہ	msʊd̪ə
مسوری	msuːɾiː
مسوڑھوں	msuɽʰoːn
مسیح	msiːh
مسیحائی	msiɦɑːiː
مسیحی	msiɦiː
مشاغل	məʃɑːɣəl
مشاہدات	məʃɑːɪdɑːt
مشاہدہ	məʃɑːhɪdə
مشاہدے	məʃɑːɦɪde
مشاورت	məʃɑːɾt
مشتبہ	məʃt̪eːbʰə
مشترک	məʃt̪əɾk
مشترکہ	məʃt̪əɾkʰeg
مشتمل	məʃtʌml
مشرف	məʃraf
مشرق	msrɪq
مشرقی	məʃriː
مشرکین	məʃriːkin
مشروب	məʃruːb
مشروط	məʃruːf
مشعل	məʃˈʔæl
مشغول	məʃɣuːl
مشغولیت	məʃɣʊlɪt
مشق	məʃq
مشقت	məʃqɪt
مشکل	məʃkəl
مشکلات	məʃkəlɑːt
مشکوک	məʃkoːq
مشن	məʃn
مشنز	məʃnz
مشہور	məʃɦuːr
مشہور	məʃuːɾ
مشورہ	məʃuːrə
مَشورہ	məʃuːrə
مشیر	məˈʃiːr
مْشِیر	ʋɪʃɪr
مشیروں	məʃiːɾoː
مشیل	məʃɪl
مشین	məʃɪn
مشینری	məʃɪnˈriː
مشینوں	məʃɪnõː
مشینیں	məʃiːnɪŋ
مصائب	ˈmʌsɑːib
مصالحت	ˈmʌsɑːlɪt
مصدر	ˈmɑsˌdˈr
مصروف	msˈruːf
مصری	ˈmʌsɾiː
مصلحت	msəlˈhət
مصنف	ˈmʌsˌnif
مصنوعات	ˈmʌsnuːvaːt
مصنوعی	msənˈʋiː
مصیبت	ˈməsɪbət
مصیبتیں	ˈmʊsɪbtiːŋ
مضامین	məðɑːmiːn
مضبوط	mbɑːbʊt
مضحکہ	mad̪əxə
مضمون	ˈmɑzmʊn
مطابق	mʌtɑːb
مطالبات	ɪmtɑːlɑːbɑːt
مطالبہ	ɪt̪ɑːlɑːbʱe
مطالعہ	ˈmʌtʰɑːlɪə
مطالعے	maʈɑːleɪ
مطلب	maːtlab
مطلع	matˁlˤu
مطلق	ˈmʌtlɑq
مطلوب	matluːb
مطلوبہ	ˈmətɫoːbə
مطمئن	ˈmʊtmiːn
مطمعن	ɪtˈmaːʋən
مظاہرہ	məˈzɑːhɪrɑ
مظلوم	maʐˈlum
معائنہ	məɪnə
معائنے	maːʔɪne
معاشرت	məʋɑːʃəɾt
معاشرہ	məɑːʃɪrə
معاشرے	məɑːʃɪreː
معاشی	maːʃiː
معاف	məˈɑːf
معافی	məˈɑːfi
معالج	maːlɑdʒ
معاملات	maːʕaːmilaːt
معاملہ	məʋɑːmilə
معاملے	məʋɑːmilɛ
معاندانہ	məʋɑːdənɑ̃
معاھدے	məʋɑːhde
معاہدہ	məʔɑːd̪ə
معاہدوں	məʔɑːd̪oːn
معاہدے	məɑːhɪdeː
معاوضہ	məʋɑːdʒʌ
معاوضے	məʋɑːdʒe
معبد	maːbɪd
معبد	mɑːbəd̪
معبود	maːbuːd
معبودوں	məβʊdõː
معجزات	maːdʒzaːt̪
معجزانہ	məˈzʒɑːnə
معجزہ	məˈzɑdʒə
معدنی	məʋd̪niː
معدنیات	məʋd̪niːjɑːt̪
معدہ	məˈʋə
معذرت	məzəɾt
معذور	mɑːzuːɾ
معذور	məzuːɾ
معرفت	məˈɾaft
معروف	mɑːɾuːf
معروف	məˈruːf
معزرت	maːzəɾt
معزز	maːzˈz
معزِّز	maʕzːiz
معصوم	maʕsuːm
معطل	maʈl
معطلی	maʈli
معظم	maːzam
معلوم	mɑːluːm
معلوم	məˈlɑːʊm
معلومات	məˈlaːqɑːt
معمر	moʔməɾ
معمول	maːmoːl
معمولی	maʋmuːliː
معموں	məmoːŋ
معمے	ɪmɑːme
معنوں	məˈnɔ̃ː
معنی	məˈniː
معیار	maɪjɑːr
معیار	mɑjɑːɾ
معیار	mejɑːɾ
معیار	məjɑːɾ
معیارات	məjɑːrɑːt̪
معیاری	maɪjɑːɾiː
مغرب	məgʁib
مغربی	məɣərbi
مغرور	maɣruːr
مغفرت	məɣfɪrət
مغل	məɣl
مفادات	mʊfɑːd̪eːt̪
مفت	ɱʊft
مفرور	ɪfroːr
مفروضہ	mafruːzə
مفلوج	ɪfloːg
مفید	məfɪd
مقابل	məkɑbəl
مقابلہ	məkɑbɪlə
مقابلے	məkɑbɑleː
مقاصد	məqɑːsɪd
مقالعہ	məqɑːləʋə
مقالہ	məqɑːlə
مقام	məkɑm
مقامات	məqɑːmɑːt
مقامی	məqɑːmi
مقبول	məkbuːl
مقدار	məkdɑːr
مقدس	məkˈqɑs
مقدم	məkdʒam
مقدمات	məkdaːmaːt
مقدمہ	məkdama
مقدموں	məkdaːmõː
مقدمے	məkdaːgeː
مقرر	məqˈrər
مقررین	məqɾəɾiːn
مقصد	məqsid
مقفل	məqfəl
مقلہوں	məkqəlɑ̃
مقناطیسی	məqnɑːt̪sɪ
مقید	məqiːd
مقیم	məqiːm
مک	mək
مکئی	məkɛː
مکا	məkə
مُکافی	mʊkɑːfi
مکالمات	məkɑlːmɑt
مکان	məkɑn
مکانی	məkɑːniː
مکاوت	məkɑːʊt
مکر	məkər
مکروہات	məkɾoːhɑːt
مککیبازی	məkkiːbɑːziː
مکمل	məkməl
مکھی	məkʰi
مکھیاں	məkʰjɑ̃
مکھیوں	məkʰɪ̃õː
مکی	məkɪ
مکین	məkɪn
مگر	magər
مگرمچرچھ	məgərmɪtʃərtʃʰ
مل	məl
مِل	miːl
ملا	məla
مِلا	milɑ
ملائیشیا	məlaːʔiːʃiɑː
ملاپ	məˈlɑp
ملاتے	məlaːte
ملاحظات	məlaːxɑːɾɑːt
ملاحظہ	məlaːxɑːhi
ملازم	məlaːzəm
ملازمت	mələzəmt
ملازمتوں	mələzəmətõː
ملازمتیں	məlaːzəmiːt̪eː
ملازمہ	məlaːzmih
ملازمین	məlɑzmɪn
ملاقات	məlaːqət
ملاکر	məlɑkər
ملانے	məlaːne
ملایا	məlaːjɑː
ملبے	məlbeː
ملتا	məltɑ
ملتوی	ˈmɪlt̪oːi
ملتی	mʌlt̪iː
ملتے	məlte
ملٹری	məleːtriː
مْلحِد	mlɪɦɪd
ملحقہ	məɭɦəqə
ملرائے	məleːraːe
ملز	məɭz
ملزم	məlzæm
ملط	məlʈ
ملعون	məlɑʋõ
ملک	məlk
مُلک	mʊlək
ملکر	məleːkər
ملکہ	məlkə
ملکی	məlki
ملکیت	ˈməlkiːt
ملنا	məlnɑ
مِلنا	miːlnə
ملنہ	məlna
ملنے	məlnə
ملو	məloː
ملوث	məloːt̪ʃ
ملوں	məˈloːŋ
ملی	mɪliː
ملین	məlin
ملیں	məlɛ̃ː
ملے	məle
مم	m
مماثلت	mʌmɑːθlɪt
ممالک	mɑmɑlɪk
ممباکہ	ˈmʊmbɑkʌ
ممبر	mɑmbər
ممبران	ˈmʊmbrɑːn
ممکن	ɪmˈkɪn
ممکنہ	ɪmˈkɪnə
مملکت	məmləkət
مم-مم	mːmː
ممنوع	mʊmnuːʋ
مم-ہمم	ɾʊmɾʊm
ممی	miː
ممیز	miːz
من	mən
منا	mɑnɑ
منائیں	mənɑːɪ̃
مناسب	mənɑːsɪb
مناظر	məˈnɑːt̪sər
منافق	manɑfɪq
منانے	ˈmənɑːne
منایا	mənajə
منت	ment
منتخب	menteɣ
منتر	ˈmʌnt̪r
منتشر	menteʃr
منتضر	menteɽ
منتظر	mentsɪr
منتظم	mentɑdʒm
منتقل	mentɑqəl
منتقلی	mant̪qli
منتیں	mʌnt̪iː
منٹ	mənt
منٹوں	ˈmənʈoːn
منجمد	mandʒemd̪ʌ
منحصر	manɦəsr
مْنحنی	ˈmənɦəniː
منحنیات	ˈmənɦəniːjət
منحوس	manɦoːs
مند	mənd
مندانہ	ˈmʌnd̪əne
مندر	ˈmʌndəɾ
مندرجہ	mənd̪əɾədʒə
مندروں	mʌnd̪roːn
مندمل	ˈməndməl
مندی	mʌndi
منڈی	mənɖiː
منزل	menzel
منزلہ	menzələ
منسلک	ˈmənsələk
منسلکہ	mansəlkə
منسوب	mənsoːb
منسوخ	ˈmənsuːx
منسوخی	ˈmənsʊxɪ
منشیات	ˈmənʃiːjɑːt
منصفانہ	ˈmənsəfɑnɑ
منصوبہ	mansuːbuɑ
منصوبوں	mansʊboː
منصوبے	ˈmənsʊbe
منطقی	mant̪qɪ
منظر	mantʃər
منظم	manˈzɪm
منظور	ˈmənzuːr
منظوری	manzuːriː
منع	mənʋ
منعقد	manɪqəd
منعقدہ	mənˈʋʊqːə
منفرد	manfird̪ə
منفی	mənfiː
منقطع	mənqɑːʋ
منگل	məŋgəl
منگوایا	məŋguːjɑː
منہ	mən
منہدم	manɦɛm
منی	mɪni
منیجر	mɪnɪdʒər
مہ	mə
مہاجر	məɦɑːdʒəɾ
مہاراج	məɦɑːɾɑːdʒ
مہارت	məɦɑːɾt
مہاشی	məɦɑːʃi
مہاکاوی	məɦɑːkɑːʋiː
مہتواکانکشی	məhtɑːʋɑːkɑnʃiː
مہدہ	məɣd̪ə
مہذب	məˈðʐ
مہر	məɦr
مہربان	məɾbaːn
مہربانی	meɦɾbɑːniː
مہربانی	məɾbɑːni
مہرہ	mɛɾɦɑ
مہریں	məɾeːn
مہلک	məɦlək
مہم	məɣ
مہمان	məɦəmɑːn
مہمان	məɦmɑːn
مہمانوں	məhmɑːnõː
مہنگا	məɦəŋgə
مہنگے	məɦŋe
مہودی	məhuːdi
مہودیا	məɦuːdɪə
مہیا	məhiːə
مہینہ	məhiːnə
مہینوں	məɦiːnuːn
مہینے	məɦiːneː
مواد	moːɑːd
موازنہ	muːˈzɑnə
مواصلات	moːsɑːlɑːt
مواصلاتی	muːɑːsɪlɑːt̪iː
مواقع	moːqɪqɑːt
موبائل	moːbiːl
موت	moːt
موتی	moːtiː
موٹر	moːt̪ər
موٹی	moːti
موٹے	moːʈe
موج	moʊg
موجود	muːdʒoːz
موجودگی	moːˈzɪŋdʒi
موجودہ	moːzʊd̪ʒə
موخر	moːxər
موڈ	moːɖ
مور	moːr
مورتی	moːrt̪iː
مورٹز	moːɾt̪s
مورچوں	muːrtʃoː
مورد	muːɾd
مورگن	muːrgən
مورھ	moːrɪ
موروثی	muːroːθiː
موروکو	ˈmuːrʊkoː
موزا	moːza
موزوں	muːzõː
موزے	muːze
موڑ	moːɽ
موڑنے	moːɽne
موساد	ˈmusɑːd
موسم	mosːm
موسم	mɔːsəm
موسی	muːsi
موسیقی	muːsɪqiː
موشے	muːʃe
موصل	moːsəl
موصول	muːsɔl
موصولہ	muːsɔlə
موضوع	muːdʒuːʔ
موقع	moqɪʔ
موقع	mɔːqə
موقف	muːqɑːf
مولوی	moːlʋiː
مولویوں	moːlʋijõː
مومن	moːmən
مون	moːn
مونٹیری	moːnʈeːriː
مونگ	moːŋ
مونیکا	moːnɪkɑː
موہ	moː
موونگ	muːŋ
مویشی	moːiʃi
مویشیوں	moːɪʃoː
میئر	miːr
میا	miɑ
میٹ	miːʈ
میٹا	miːt̪ə
میٹر	miːt̪əɾ
میٹرو	miːtro
میٹل	miːt̪əl
میٹنگ	miːʈeŋ
میٹھی	miːʈʰiː
میجر	migər
میچ	miːtʃ
میدان	miːd̪ɑːn
میدانوں	miːd̪ɑːnuː
میدانی	miːd̪ɑːniː
میڈرڈ	miːɖəɽ
میڈم	miːd̪əm
میڈیا	miːɖiːə
میڈیلن	miːɖeːlən
میرا	miːrɑ
میرااحمد	miːɾɑːħməd
میراث	miːrɑːθ
میران	miːrɑːn
میرٹ	miːɾʈ
میری	miri
میریٹ	miːriːʈ
میرین	miːɾeːn
میرینز	miːrɪ̃ːz
میرے	miːre
میز	miːz
میزائل	miːzɑːɪl
میزبان	miːzæbæːn
میزبانی	miːzˈbɑːni
میزیں	miːzɪ̃
میسر	miːsər
میسوری	miːsuːriː
میکر	miːkər
میکس	miːks
میکسیکن	miːksɪkän
میکسیکو	miːksɪkuː
میگا	miːgɑː
میل	miːl
میلز	miːlz
میلنگ	miːlɪŋ
میلہ	miːlə
میلوڈراگو	miːloːdraːgoː
میلویئر	miːloːjər
میم	mɛːm
میماتی	miːmɑːtiː
میمبر	miːmbər
میمساہب	miːmsɑːɦɪb
میموری	miːmoːriː
مین	miːn
مینار	miːnɑːr
مینامی	miːnɑːmiː
مینجمنٹ	ˈmɪndʒmɛnʈ
مینڈارن	miːnɖəɾən
مینڈی	miːndi
مینڈیٹ	miːnd̪eːt̪
مینلینڈ	miːnlənd
مینوئل	miːnuːl
مینی	miːniː
مینیجر	miːnigər
میں	mẽː
میں	mɛ̃ː
میںسائن	miːnsɛ̃ːn
میوزک	miːzɪk
میوہ	miw
میوے	miːuɛ
ن	n
نئا	neː
نئی	neː
نئے	neː
نا	nɑ
نائب	naːʔib
نائبِ	nɑːʔibɪ
نائٹ	neːʔt̪
نائن	nɑːɪn
نائیکی	naːʔiːki
نااہل	naːɦəl
نابود	nɑːboːd
نابینا	nɑːbiːnɑː
ناپ	nap
ناپا	nɑpɑ
ناپاک	naːpɑːk
ناپسند	naːpsənɪd
ناٹ	naːʈ
ناچ	nɑtʃ
ناچتی	ˈnɑːtʃt̪i
ناخن	nɑxən
ناخوشگوار	nɑːxʊʃgʋɑːr
ناد	nɑːd
نادان	nɑːd̪ɑːn
نادانستہ	nɑːd̪ɑːn̪st̪ʰɑː
نادر	nɑːd̪eɾ
نادیہ	nɑːdɪh
نار	nɑːr
ناراض	nɑːrɑːdʒ
نارمل	nɑːrməl
ناروے	nɑːroːe
ناز	nɑːz
نازک	nɑːzek
نازل	nɑːzel
نازی	nɑːzi
نازیوں	nɑːzijõː
ناس	nɑs
ناستے	nɑːsteː
ناشتا	nɑʃtɑ
ناشکرے	nɑːʃkɪreː
ناص	nɑːs
ناطے	nɑːt̪eː
ناظرین	nɑːzeːrɪn
ناظم	nɑːzɪm
نافذ	nɑːfɪz
نافرمان	nɑːfeɾmɑːn
نافرمانی	nɑːfeɾmɑːni
ناقابل	nɑːqɑːbəl
ناقوس	nɑːqʊs
ناک	naːk
ناکام	naːkɑːm
ناکامی	naːkɑːmi
ناکامی	nɑːkɑːmiː
ناکہ	nɑkə
ناگزیر	naːgzeːr
نالی	nɑːli
نام	nɑm
نامزد	nɑːmzəd
نامساوات	nɑːmsɑːʋɑːt̪
نامعلوم	nɑːmoːlɪm
نامکمل	namkæml̪
ناممکن	nɑːmməkn
نامناسب	nɑmənɑsab
نامہ	nɑːmə
ناموں	nɑːmoː
نامی	nɑːmi
نانبائی	nɑːnbɑːi
نانبائیوں	nɑːnbɑːɪjõː
نانی	nɑːniː
ناں	nɑ̃
ناو	naʊ
ناوررسکی	naʊrɾɪsɪki
ناورسکی	naʊrski
نایاب	nai̯æb
نببی	næbːiː
نبٹنا	nʌbʈnə
نبھاتے	nəbʱɑːte
نبی	nəbi
نپل	nɑpɪl
نپلس	neːpl̪s
نپولین	nəpoːlɪn
نتائج	ˈnʌtɑːjɪ
نِتریہ	nɪt̪riːə
نتھالی	nəθɑːliː
نتیجہ	nɪt̪iːdʒʌ
نتیجے	nɪtɪdʒe
نٹ	n̪ʌt̪
نجات	nəɣɑt
نجی	nɪʤi
نچلے	nəʈʃleː
نچوڑ	ɳəʈʈʊɽ
نچوڑنا	nətʃoɽnə
نخلستان	nɪxt̪ʃɪt̪ɑn
ندیم	nɪd̪iːm
نذاف	nəðɑf
نذر	nəðr
نذرانہ	nəðəɾəna
نذرانے	nəðəraːne
نراشا	nɪɾɑʃɑ
نرد	nɪɾd
نرس	nɪɾs
نرسنگ	nərsəŋ
نرک	nɛɾk
نرم	nɪrm
نروئواد	ˈnəroːʊʋɑːd
نروس	n̪əroːs
نزدیک	ˈnzədɪk
نسخہ	nɪsxə
نسخے	nɪsxɛ
نسل	nesl
نسلوں	neslʊ̃
نسوانیت	nɪsʋɑːnɪt
نشان	nəʃɑːn
نشانات	nɪʃɑːnɑːt̪
نشاندہی	nəʃɑːnd̪ʱiː
نشانہ	nəʃɑːnə
نشانی	nəʃɑːniː
نشانیاں	nəʃɑːnɪjɑ̃
نشانے	nəʃɑːnɛ
نشتر	nɪʃt̪ər
نشر	nəʃr
نشست	nɪʃt
نشکریتا	nəʃkəɾiːtə
نشین	nɪʃɪn
نشے	nəʃe
نصب	nəzb
نصف	nəʃf
نصوص	nʌsˈsʌ
نصیحت	ˈnəsiːħat
نطام	ɳʌtɑm
نطر	nɑtəɾ
نظام	nisɑm
نظر	nəɣər
نظرانداز	nəɣɑːndɑːz
نظربند	nɪˈʐɪbʌnd
نظرثانی	nəɣərˈθɑːni
نظریات	nɪˈʐɪjɑːt
نظریں	ˈnəʈɾeɪ̯n
نظریہ	ˈnəʒɾijɑː
نظم	nɑzm
نظیر	nəˈzɪr
نعمت	nɪmət
نغمے	ŋɣme
نفرت	nəfɾt
نفسیات	nəfsiˑjɑːt̪
نفسیاتی	ˈnəfsiːɪti
نفیس	nəfɪs
نقاب	nʌgɑːb
نقاط	nɑqɑːt
نقب	nɪqb
نقد	nɪqd
نقشہ	ŋʊʃə
نقشے	ŋʊʃe
نقصان	nʌqsɑːn
نقصانات	nʌqsɑːnɑːt̪
نقطہ	nʊqt̪ə
نقطے	nʊqt̪eː
نقل	nɪql
نقلی	ŋʌli
نکال	nekɑl
نکالا	nekɑlɑ
نکالنا	ŋkɑlnɑ
نکالنے	nekɑlne
نکالو	nəkɑːloː
نکالوگے	nəkɑːloːgeː
نکالوں	nekɑːlõː
نکالی	nekɑli
نکالیں	nəkɑːlẽː
نکالے	nekæle
نکل	ŋkəl
نکلا	neklə
نکلتا	nekletɑ
نکلتے	nekleːt̪eː
نکلنا	ŋkəlˈnə
نکلنے	ŋkəlne
نکلو	neklo
نکلینگے	ŋkəlɪŋe
نکلیں	ŋkəlẽ
نکلے	ŋkəlɛ
نکولس	nekol̪s
نکی	nʌki
نکیلی	nekɪli
نگاری	ŋɑːɾɪ
نگاہ	ŋɑːɣɑː
نگاہیں	ŋɑːhɪ̃
نگرانی	ŋɛɾɑːni
نگل	ŋɛl
نگلنا	ŋɛlna
نگہبان	ŋəbaːn
نل	nəl
نلکاوں	nəlkɑ̃
نلکے	nɪlke
نلی	nɪli
نما	nəmə
نمائش	nʌmɑːiʃ
نمائندگی	nʌmɑːɑ̃dʒʰi
نمائندہ	nəmɑːiːndə
نمائندے	nɑmɑːĩnde
نماز	nəmaːz
نماز	nəmɑːz
نمبر	nɪmbəɾ
نمبرز	ˈnʌmbəɾs
نمبروں	nʌmbɾoː
نمٹ	nʌmʈ
نمٹا	nʌmʈɑ
نمٹنے	ˈnəmt̪ne
نمک	næmæk
نمونہ	nʌmoːnə
نمونے	nʌmoːni
نمیبیا	nəmiːbiːə
ننگا	ŋə
ننگی	ŋi
ننگے	ŋe
ننھا	nənɑ
ننھی	nənɪ
نہ	nə
نہاد	nəɦɑːd
نہایت	nəɪˈhɑːt
نہلے	nəɦle
نہه	nəhe
نہين	nəɪ̯n
نہيں	neːhɪ̃
نہیں	nəɦẽː
نہیں	nəiː
نہیں	nəĩː
نہیں	nĩː
نہیںجاسکو	nəɪɦɛndʒɑskʊ
نو	nʊ
نوازی	nuːzi
نوبیاہتا	nuːbiɑːt̪ə
نوٹ	nuːʈ
نوٹس	nuːʈs
نوٹوں	nuːʈoː
نوجوان	nuːgʋɑːn
نوجوانوں	nuːgʋɑːnõː
نوح	nuː
نوحہ	nuːhə
نوش	nuːʃ
نوشتہ	nuːʃtə
نوشی	nuːʃi
نوع	nɔʊ
نوعیت	naːu̯eːt̪
نوک	nuːk
نوکدار	nuːkɑːɽɑːr
نوکرانی	nuːkəɾɑːniː
نوکری	nuːkɾi
نولن	nuːlən
نومبر	ˈnʊmbəɾ
نون	nʊn
نوورسکی	nuːɾsɪki
نوے	nuːe
نیا	niːə
نیبو	niːboː
نیت	niːt
نیٹ	neːʈ
نیٹلی	nɛːt̪li
نیچ	neːtʃ
نیچا	neːtʃɑː
نیچے	neːtʃeː
نیڈ	niːɖ
نیروبی	neːroːbiː
نیزہ	neːza
نیزے	neːze
نیشن	nɪʃɒn
نیشنل	ˈnɪːʃnəl
نیک	niːk
نیکدل	niːkd̪əl
نیکی	neːkiː
نیکی	niːki
نیل	niːl
نیلا	niːlə
نیلی	nɪliː
نیلے	niːlə
نیم	nɪm
نیند	nĩːnd̪
نیند	nind
نیو	niːu
نیواڈا	niːʋɑːɽɑː
نیوارک	niːwaːrək
نیوٹن	niːʈʈʌn
نیورمبرگ	neːuɾmɛɾg
نیوز	neːz
نیویارک	niːviːjɑːrg
نے	neː
نےترگولک	neːt̪əɾgoːlək
نےٹلی	neːʈli
نےن	neːn
ں	ŋ
ںہیں	ŋeɪ̯
ه	h
هإءµé	ɛː
هہ	he
هيبارخوس	ɦeːbɑːrɣoːs
ھ	h
ھµç	ɦɪs
ھµéءِ	ɦʊɑː
ھµµ	ɦɪɳ
ھءِ	ə
ھءك	ɦɛk
ھإ	ə
ھائے	ɦɑːe
ھار	ɦɑːr
ھارإ	ɦɑːr
ھاں	ɦɑ̃
ھاںسی	ɦɑ̃ːsiː
ھدف	ɦɪd̪f
ھمممم	ɦʊmˈmʊm
ھہ	ɦe
ھہا	ɦɑ
ھہج	heːdʒ
ھہخ	ɦɛx
ھہخµ	ɦɛːx
ھہع	ɦeː
ھہعµéہ	ɦɛɑː
ھو	ho
ھوئی	hoeː
ھوگا	ɦoːgə
ھیپاتيا	ɦiːpətɪə
ھیپاتیا	ɦeːpaːtiːə
ھینی	hiːniː
ھیں	ɦẽː
ھیںچ	ɦeːntʃ
ھیںچتی	ɦeːntʃʰiːt̪iː
ھیںچو	ɦeːntʃoː
ھیںچیں	ɦeːntʃeːn
ھے	ə
ہâ	ɑː
ہâءِ	ɛ
ہâب	ɦɑːb
ہâبù	ɦɑːbʊ
ہâہ	ɦɑː
ہç	ɦɪs
ہ	ə
ہـ	ə
ہْ	ə
ًہ	ə
ٌہ	ə
َہ	ə
ُہ	ə
ّہ	ə
ْہ	ə
ٍہ	ɪh
ہü	ə
ہû	ɦuː
ٌہû	ʔʊ
ہüءِ	ɦuː
ہûءّ	ɦuːɑs
ہüء	ɦʊə
ہüإُ	əʊ
ہûاô	ɦuɑː
ہüاô	ɦuɑː
ہüاد	ɦʊɑːd
ہûاصاد	ɦuːsɑːd
ہüاط	ɦuːɑːt̪
ہüاطءض	ɦuɑːt̪ɑd̪
ہüب	ɦʊb
ٌہüہ	ɑː
ہûہ	ɦuː
ہüہïہا	ɦʊɑɪ
ہûہا	ɦuːɦɑː
ہûہج	ɦuːɑdʒ
َہûہخ	əhuːx
ہْµé	ə
ہْµéہ	ɦɪˈɾɑː
ہْµéہا	ɦɪˈɾʌ
ہْµéہج	ɦɪɟ
ہµµ	ɦɪɳ
ہء	ə
ہءِ	ə
ہءْ	ə
ہْآتہ	ɦɑːt̪ə
ہؤا	ɦoːə
ہؤں	ɦoː̃
ہإ	ə
ہئغ	ɦɛɣ
ٍہا	ɑː
َہا	ɑː
ْہا	ə
ہا	ɦɑː
ًہا	ɦɑː
ّہا	ɦɑː
ِہا	ɪhɑ
ٌہا	ʔɑː
ہاؤس	ɦɑus
ہاؤسنگ	ɦɑusɪŋ
ہائڈرا	ɦɑːɪd̪rɑː
ہائر	ɦɛːr
ہائی	ɦɑi
ہائے	ɦɑːe
ہابس	ɦɑːbɪs
ہاپ	ɦɑːp
ہاتھ	ɦɑːt̪ʰ
ہاتھوں	ɦɑːt̪ʰoːn
ہاٹ	ɦɑːt̪
ہار	ɦɑːr
ہْارإ	ɦɑːr
ہاربر	ɦɑːrˈbər
ہارپون	ɦɑːɾpuːn
ہارڈ	ɦɑːɾɖ
ہارڈویئر	ɦɑːɾd̪ʋiəɾ
ہارنے	ɦɑːrnɛ
ہارے	ɦɑːre
ہاسپٹل	ɦɑːspt̪əl
ہاف	ɦɑːf
ہاک	ɦɑːk
ہاکنگ	ɦɑːkɪŋ
ہال	ɦɑːl
ہالہ	ɦɑːlɑː
ہالی	ɦɑːliː
ہالینڈ	ɦɑːlɪ̃ːd̪
ہامیوں	ɦɑːmijõː
ہان	ɦɑːn
ہانک	ɦɑ̃k
ہانگ	ɦɑːŋ
ہاں	ɦɑ̃ː
ہاںفتے	ɦɑ̃ːfeːt̪eː
ہاہ	ɦɑː
ہاورڈ	ɦɑːʊɾd̪
ہاول	ɦɑuːl
ہای	ɦɑːj
ہپ	ɦp
ہتکڑی	ɦʊt̪kɾiː
ہتھوڑا	ɦʈʰoːɽə
ہتھیار	ɦətʰiɑːr
ہتھیاروں	ɦʈʰiɑːɾõː
ہٹ	ɦʈ
ہٹا	ɦəʈə
ہٹاؤ	ɦʈɑːʊ
ہٹائی	ɦʈɑi
ہٹاو	ɦʈɑʋ
ہٹتی	ɦəʈːi
ہٹلر	ɦʈlɪr
ہٹنا	ɦəʈnə
ہٹو	ɦʈo
ہٹیئے	ɦətiːe
ہج	ɦeːdʒ
ًہج	ɦɪdʒ
ٍہج	ɦɪdʒ
َہج	ɦɪdʒ
ّہج	ɦɪdʒ
ْہج	ɦɪdʒ
ُہج	ʔɑdʒ
ہجµé	ɦəˈdʒʊ
ہجµéہ	ɦɪdʒɾe
ہجءِ	ɦedʒeː
ِہجءِ	ɦɪdʒeː
ّہجءِ	ɦɪdʒeː
ہجء	ɦɪɟ
ہجءز	ɦɪdʒeːz
ہجآتہ	ɦədʒɑːt̪ə
ہجؤ	ɦɪdʒoː
ہجؤع	ɦʊdʒoʊʔ
ہجإ	ɦɪdʒ
ہجإح	ɦɪdʒɦ
ہجئ	ɦedʒeː
ہجاط	ɦəˈdʒɑːt̪
