吖笨	aa˥ ban˨
妝嫁	zong˥ gaa˧
莊稼	zong˥ gaa˧
莊稼地	zong˥ gaa˧ dei˨
莊稼漢	zong˥ gaa˧ hon˧
莊稼人	zong˥ gaa˧ jan˨˩
莊稼戶	zong˥ gaa˧ wu˨
裝甲	zong˥ gaap˧
裝甲部隊	zong˥ gaap˧ bou˨ deoi˨
裝甲車	zong˥ gaap˧ ce˥
裝甲車輛	zong˥ gaap˧ ce˥ loeng˧˥
裝甲值	zong˥ gaap˧ zik˨
樁基	zong˥ gei˥
樁腳	zong˥ goek˧
贓官污吏	zong˥ gun˥ wu˥ lei˨
裝櫃	zong˥ gwai˨
莊客	zong˥ haak˧
髒兮兮	zong˥ hai˨˩ hai˨˩
裝嵌	zong˥ ham˨
莊口	zong˥ hau˧˥
髒稀稀	zong˥ hei˥ hei˥
莊荷	zong˥ ho˧˥
裝香	zong˥ hoeng˥
裝香拜神	zong˥ hoeng˥ baai˧ san˨˩
莊友	zong˥ jau˧˥
莊嚴	zong˥ jim˨˩
裝佯	zong˥ joeng˨˩
莊員	zong˥ jyun˨˩
莊園	zong˥ jyun˨˩
裝窮叫苦	zong˥ kung˨˩ giu˧ fu˧˥
妝奩	zong˥ lim˨˩
裝殮	zong˥ lim˩˧
裝唔到	zong˥ m˨˩ dou˧˥
裝唔落	zong˥ m˨˩ lok˨
裝唔晒	zong˥ m˨˩ saai˧
裝萌	zong˥ mang˨˩
贓物	zong˥ mat˨
裝模作樣	zong˥ mou˨˩ zok˧ joeng˨
髒煤	zong˥ mui˨˩
裝門面	zong˥ mun˨˩ min˨
裝配線	zong˥ pui˧ sin˧
裝盤	zong˥ pun˨˩
裝身	zong˥ san˥
裝神弄鬼	zong˥ san˨˩ lung˨ gwai˧˥
裝修	zong˥ sau˥
裝卸	zong˥ se˧
裝卸隊	zong˥ se˧ deoi˨
裝卸工	zong˥ se˧ gung˥
妝飾	zong˥ sik˥
裝飾	zong˥ sik˥
裝飾品	zong˥ sik˥ ban˧˥
裝傻	zong˥ so˨˩
裝傻扮懵	zong˥ so˨˩ baan˨ mung˧˥
裝傻充愣	zong˥ so˨˩ cung˥ ling˨
裝船	zong˥ syun˨˩
裝桶水	zong˥ tung˧˥ seoi˧˥
髒話	zong˥ waa˨
裝潢	zong˥ wong˨˩
裝璜	zong˥ wong˨˩
髒污	zong˥ wu˥
莊子	zong˥ zi˧˥
裝置	zong˥ zi˧
贓字	zong˥ zi˨
裝載量	zong˥ zoi˧ loeng˨
裝作	zong˥ zok˧
髒髒	zong˥ zong˥
莊重	zong˥ zung˨
裝住嘢	zong˥ zyu˨ je˩˧
撞邪	zong˧˥ ce˨˩
撞返佢	zong˧˥ faan˥ keoi˩˧
撞鬼	zong˧˥ gwai˧˥
撞鬼咩	zong˧˥ gwai˧˥ me˥
撞鬼你	zong˧˥ gwai˧˥ nei˩˧
撞鬼你咩	zong˧˥ gwai˧˥ nei˩˧ me˥
壯大	zong˧ daai˨
壯大聲勢	zong˧ daai˨ sing˥ sai˧
壯膽	zong˧ daam˧˥
壯丁	zong˧ ding˥
撞到應	zong˧ dou˧ jing˥
壯闊	zong˧ fut˧
壯舉	zong˧ geoi˧˥
壯健	zong˧ gin˨
壯觀	zong˧ gun˥
壯起膽子	zong˧ hei˧˥ daam˧˥ zi˧˥
壯漢	zong˧ hon˧
壯陽	zong˧ joeng˨˩
壯陽藥	zong˧ joeng˨˩ joek˨
葬玉埋香	zong˧ juk˨ maai˨˩ hoeng˥
葬禮	zong˧ lai˩˧
壯麗	zong˧ lai˨
壯烈	zong˧ lit˨
葬埋	zong˧ maai˨˩
壯苗	zong˧ miu˨˩
壯男	zong˧ naam˨˩
壯年	zong˧ nin˨˩
葬身	zong˧ san˥
壯實	zong˧ sat˨
壯士	zong˧ si˨
葬送	zong˧ sung˧
壯志	zong˧ zi˧
撞板	zong˨ baan˧˥
撞闆	zong˨ baan˧˥
撞板多過食飯	zong˨ baan˧˥ do˥ gwo˧ sik˨ faan˨
撞親邊個	zong˨ can˥ bin˥ go˧
撞親人	zong˨ can˥ jan˨˩
撞車	zong˨ ce˥
藏青色	zong˨ cing˥ sik˥
撞牆	zong˨ coeng˨˩
撞墻式	zong˨ coeng˨˩ sik˥
撞彩	zong˨ coi˧˥
臟躁	zong˨ cou˧
撞大運	zong˨ daai˨ wan˨
撞火	zong˨ fo˧˥
狀況	zong˨ fong˧
撞擊	zong˨ gik˥
撞見	zong˨ gin˧
撞角	zong˨ gok˧
撞棍	zong˨ gwan˧
狀棍	zong˨ gwan˧
撞口卦	zong˨ hau˧˥ gwaa˧
撞口撞面	zong˨ hau˧˥ zong˨ min˨
臟器	zong˨ hei˧
狀語	zong˨ jyu˩˧
狀元	zong˨ jyun˨˩
狀元紅	zong˨ jyun˨˩ hung˨˩
撞蹺	zong˨ kiu˧˥
撞臉	zong˨ lim˩˧
藏羚	zong˨ ling˨˩
撞聾	zong˨ lung˧˥
狀貌	zong˨ maau˨
撞面	zong˨ min˨
撞啱	zong˨ ngaam˥
藏獒	zong˨ ngou˨˩
撞騙	zong˨ pin˧
撞晒大板	zong˨ saai˧ daai˨ baan˧˥
撞手神	zong˨ sau˧˥ san˨˩
撞死馬	zong˨ sei˧˥ maa˩˧
撞死馬噉	zong˨ sei˧˥ maa˩˧ gam˧˥
狀師	zong˨ si˥
撞匙	zong˨ si˨˩
撞鎖	zong˨ so˧˥
狀態	zong˨ taai˧
狀態參數	zong˨ taai˧ caam˥ sou˧
狀態動詞	zong˨ taai˧ dung˨ ci˨˩
狀態碼	zong˨ taai˧ maa˩˧
撞頭	zong˨ tau˨˩
撞運氣	zong˨ wan˨ hei˧
藏茴香果	zong˨ wui˨˩ hoeng˥ gwo˧˥
撞鍼	zong˨ zam˥
撞正	zong˨ zeng˧
狀紙	zong˨ zi˧˥
藏族	zong˨ zuk˨
藏族人	zong˨ zuk˨ jan˨˩
租車點	zou˥ ce˥ dim˧˥
租車自駕	zou˥ ce˥ zi˨ gaa˧
租錢	zou˥ cin˧˥
租單	zou˥ daan˥
糟踏	zou˥ daap˨
蹧蹋	zou˥ daap˨
租佃	zou˥ din˨
遭逢	zou˥ fung˨˩
租界	zou˥ gaai˧
租金	zou˥ gam˥
糟糕	zou˥ gou˥
租客	zou˥ haak˧
糟糠	zou˥ hong˥
租賃	zou˥ jam˨
租約	zou˥ joek˧
遭殃	zou˥ joeng˥
租讓	zou˥ joeng˨
租用	zou˥ jung˨
遭遇	zou˥ jyu˨
租樓	zou˥ lau˧˥
糟溜黃魚	zou˥ lau˨ wong˨˩ jyu˨˩
租務	zou˥ mou˨
租務管制	zou˥ mou˨ gun˧˥ zai˧
遭難	zou˥ naan˨
租售	zou˥ sau˨
遭受	zou˥ sau˨
租售代理	zou˥ sau˨ doi˨ lei˩˧
租稅	zou˥ seoi˧
糟塌	zou˥ taap˧
糟蹋	zou˥ taap˧
遭瘟	zou˥ wan˥
租債	zou˥ zaai˧
遭襲	zou˥ zaap˨
糟質	zou˥ zat˥
租借	zou˥ ze˧
租借地	zou˥ ze˧ dei˨
遭罪	zou˥ zeoi˨
租值	zou˥ zik˨
租住	zou˥ zyu˨
組別	zou˧˥ bit˨
早播	zou˧˥ bo˧
早搏	zou˧˥ bok˧
早勃	zou˧˥ but˨
早茶	zou˧˥ caa˨˩
早餐	zou˧˥ caan˥
早餐啦	zou˧˥ caan˥ laa˥
早餐會	zou˧˥ caan˥ wui˧˥
早產	zou˧˥ caan˧˥
祖祠	zou˧˥ ci˨˩
組詞	zou˧˥ ci˨˩
早前	zou˧˥ cin˨˩
早操	zou˧˥ cou˥
祖沖之	zou˧˥ cung˥ zi˥
祖傳	zou˧˥ cyun˨˩
祖傳祕方	zou˧˥ cyun˨˩ bei˧ fong˥
早啲返嚟	zou˧˥ di˥ faan˥ lai˨˩
早啲瞓	zou˧˥ di˥ fan˧
早點瞓	zou˧˥ dim˧˥ fan˧
早稻	zou˧˥ dou˨
早飯	zou˧˥ faan˨
早婚	zou˧˥ fan˥
早瞓	zou˧˥ fan˧
祖墳	zou˧˥ fan˨˩
早放	zou˧˥ fong˧
祖父	zou˧˥ fu˨
早更	zou˧˥ gaang˥
組件	zou˧˥ gin˧˥
組閣	zou˧˥ gok˧
祖姑母	zou˧˥ gu˥ mou˩˧
早過你	zou˧˥ gwo˧ nei˩˧
早過我	zou˧˥ gwo˧ ngo˩˧
早過頭	zou˧˥ gwo˧ tau˨˩
祖國	zou˧˥ gwok˧
祖國各地	zou˧˥ gwok˧ gok˧ dei˨
組合	zou˧˥ hap˨
組合技	zou˧˥ hap˨ gei˨
組合櫃	zou˧˥ hap˨ gwai˨
組合音響	zou˧˥ hap˨ jam˥ hoeng˧˥
組合論	zou˧˥ hap˨ leon˨
早起	zou˧˥ hei˧˥
早起早睡	zou˧˥ hei˧˥ zou˧˥ seoi˨
早響	zou˧˥ hoeng˧˥
組項	zou˧˥ hong˨
祖蔭	zou˧˥ jam˧
早一排	zou˧˥ jat˥ paai˧˥
早一排	zou˧˥ jat˥ paai˨˩
早日	zou˧˥ jat˨
早已	zou˧˥ ji˩˧
組譯器	zou˧˥ jik˨ hei˧
祖業	zou˧˥ jip˨
組員	zou˧˥ jyun˨˩
早期	zou˧˥ kei˨˩
早期效應	zou˧˥ kei˨˩ haau˨ jing˧
早老素	zou˧˥ lou˩˧ sou˧
早戀	zou˧˥ lyun˧˥
早買早着	zou˧˥ maai˩˧ zou˧˥ zoek˧
早晚	zou˧˥ maan˩˧
早亡	zou˧˥ mong˨˩
祖母	zou˧˥ mou˩˧
棗泥	zou˧˥ nai˨˩
早年	zou˧˥ nin˨˩
祖鳥類	zou˧˥ niu˩˧ leoi˨
早安	zou˧˥ on˥
早排	zou˧˥ paai˨˩
早生貴子	zou˧˥ saang˥ gwai˧ zi˧˥
早晨	zou˧˥ san˨˩
早晨啊	zou˧˥ san˨˩ aa˧˥
早晨啦	zou˧˥ san˨˩ la˥
早些時候	zou˧˥ se˥ si˨˩ hau˨
早死早着	zou˧˥ sei˧˥ zou˧˥ zoek˨
祖師	zou˧˥ si˥
早時	zou˧˥ si˨˩
早市	zou˧˥ si˩˧
祖先	zou˧˥ sin˥
祖先燈	zou˧˥ sin˥ dang˥
組成	zou˧˥ sing˨˩
早泄	zou˧˥ sit˧
早霜	zou˧˥ soeng˥
早上	zou˧˥ soeng˨
早上好	zou˧˥ soeng˨ hou˧˥
早熟	zou˧˥ suk˨
早㪗	zou˧˥ tau˧˥
早唞	zou˧˥ tau˧˥
早抖	zou˧˥ tau˧˥
早敨	zou˧˥ tau˧˥
早㪗啦	zou˧˥ tau˧˥ laa˥
早唞啦	zou˧˥ tau˧˥ laa˥
早抖啦	zou˧˥ tau˧˥ laa˥
早敨啦	zou˧˥ tau˧˥ laa˥
早退	zou˧˥ teoi˧
組團	zou˧˥ tyun˨˩
祖屋	zou˧˥ uk˥
組屋	zou˧˥ uk˥
早會	zou˧˥ wui˧˥
早走早着	zou˧˥ zau˧˥ zou˧˥ zoek˨
早就係噉	zou˧˥ zau˨ hai˨ gam˧˥
早就知	zou˧˥ zau˨ zi˥
早知	zou˧˥ zi˥
早知今日，何必當初	zou˧˥ zi˥ gam˥ jat˨ ho˨˩ bit˥ dong˥ co˥
棗子	zou˧˥ zi˧˥
組織	zou˧˥ zik˥
組織觀念	zou˧˥ zik˥ gun˥ nim˨
組織液	zou˧˥ zik˥ jik˨
組織沿革	zou˧˥ zik˥ jyun˨˩ gaak˧
組織原則	zou˧˥ zik˥ jyun˨˩ zak˥
組織力	zou˧˥ zik˥ lik˨
組織領導	zou˧˥ zik˥ ling˩˧ dou˨
組織路線	zou˧˥ zik˥ lou˨ sin˧
組織生活	zou˧˥ zik˥ sang˥ wut˨
組織體制	zou˧˥ zik˥ tai˧˥ zai˧
祖籍	zou˧˥ zik˨
早着先機	zou˧˥ zoek˨ sin˥ gei˥
組長去	zou˧˥ zoeng˧˥ heoi˧
組裝	zou˧˥ zong˥
祖祖輩輩	zou˧˥ zou˧˥ bui˧ bui˧
祖宗	zou˧˥ zung˥
早中晚	zou˧˥ zung˥ maan˩˧
竈窟	zou˧ fat˥
竈火	zou˧ fo˧˥
竈基	zou˧ gei˥
竈具	zou˧ geoi˨
竈君	zou˧ gwan˥
竈君跌落鑊	zou˧ gwan˥ dit˧ lok˨ wok˨
竈蝦	zou˧ haa˥
竈坑	zou˧ haang˥
竈眼	zou˧ ngaan˩˧
竈頭	zou˧ tau˧˥
做吖	zou˨ aa˥
做鴨	zou˨ aap˧˥
做把戲	zou˨ baa˧˥ hei˧
做百囉	zou˨ baak˧ lo˥
做餅師傅	zou˨ beng˧˥ si˥ fu˧˥
做邊行	zou˨ bin˥ hang˨˩
做部長	zou˨ bou˨ zoeng˧˥
做賊心虛	zou˨ caak˨ sam˥ heoi˥
做七	zou˨ cat˥
做醜人	zou˨ cau˧˥ jan˧˥
做齣好戲	zou˨ ceot˥ hou˧˥ hei˧
做出面	zou˨ ceot˥ min˧˥
造次	zou˨ ci˧
造詞法	zou˨ ci˨˩ faat˧
做錯也	zou˨ co˧ jaa˩˧
做場大戲	zou˨ coeng˨˩ daai˨ hei˧
做場大龍鳳	zou˨ coeng˨˩ daai˨ lung˨˩ fung˨
做場戲	zou˨ coeng˨˩ hei˧
做場好戲	zou˨ coeng˨˩ hou˧˥ hei˧
做倉	zou˨ cong˥
做大	zou˨ daai˨
做大水	zou˨ daai˨ seoi˧˥
做低	zou˨ dai˥
做到	zou˨ dou˧
做到氣咳	zou˨ dou˧ hei˧ kat˥
做到嗍氣	zou˨ dou˧ sok˧ hei˧
做到索氣	zou˨ dou˧ sok˧ hei˧
做到隻屐噉	zou˨ dou˧ zek˧ kek˨ gam˧˥
做到隻積噉	zou˨ dou˧ zek˧ zik˥ gam˧˥
做冬	zou˨ dung˥
做東	zou˨ dung˥
造化	zou˨ faa˧
造反	zou˨ faan˧˥
做飯	zou˨ faan˨
做法	zou˨ faat˧
做飛數	zou˨ fei˥ sou˨˩
造福	zou˨ fuk˥
造福人類	zou˨ fuk˥ jan˨˩ leoi˨
造福萬民	zou˨ fuk˥ maan˨ man˨˩
造福社羣	zou˨ fuk˥ se˩˧ kwan˨˩
做家庭工	zou˨ gaa˥ ting˨˩ gung˥
做假	zou˨ gaa˧˥
造假	zou˨ gaa˧˥
做假數	zou˨ gaa˧˥ sou˧
造假數	zou˨ gaa˧˥ sou˧
做價	zou˨ gaa˧
造價	zou˨ gaa˧
做架兩	zou˨ gaa˧ loeng˧˥
做架樑	zou˨ gaa˧ loeng˧˥
造繭自縛	zou˨ gaan˧˥ zi˨ bok˧
皁莢	zou˨ gaap˧
做雞	zou˨ gai˥
做緊人	zou˨ gan˧˥ jan˨˩
做緊嘢啊	zou˨ gan˧˥ je˩˧ aa˧
做緊乜	zou˨ gan˧˥ mat˥
做緊乜啊	zou˨ gan˧˥ mat˥ aa˧˥
做緊咩啊	zou˨ gan˧˥ me˥ aa˧˥
做緊咩呀	zou˨ gan˧˥ me˥ aa˨˩
做忌	zou˨ gei˨
造句	zou˨ geoi˧
造句法	zou˨ geoi˧ faat˧
做嗰時	zou˨ go˧˥ si˧˥
皁角	zou˨ gok˧
做工	zou˨ gung˥
造工	zou˨ gung˥
做工兵	zou˨ gung˥ bing˥
做公德	zou˨ gung˥ dak˥
做功課	zou˨ gung˥ fo˧
做功夫	zou˨ gung˥ fu˥
做瓜	zou˨ gwaa˥
做瓜佢	zou˨ gwaa˥ keoi˩˧
做慣乞兒懶做官	zou˨ gwaan˧ hat˥ ji˨˩ laan˩˧ zou˨ gun˥
做慣做熟	zou˨ gwaan˧ zou˨ suk˨
做龜公	zou˨ gwai˥ gung˥
做鬼都唔靈	zou˨ gwai˧˥ dou˥ m˨˩ leng˨˩
做鬼臉	zou˨ gwai˧˥ lim˩˧
做鬼做馬	zou˨ gwai˧˥ zou˨ maa˩˧
做起嘢	zou˨ hei˧˥ je˩˧
做戲	zou˨ hei˧
做戲做全套	zou˨ hei˧ zou˨ cyun˨˩ tou˧
做好心	zou˨ hou˧˥ sam˥
做好做醜	zou˨ hou˧˥ zou˨ cau˧˥
做好做歹	zou˨ hou˧˥ zou˨ daai˧˥
做人	zou˨ jan˨˩
造人	zou˨ jan˨˩
做人家	zou˨ jan˨˩ gaa˥
做人世	zou˨ jan˨˩ sai˧
做又卅六，唔做又卅六	zou˨ jau˨ saa˥ aa˨ luk˨ m˨˩ zou˨ jau˨ saa˥ aa˨ luk˨
做又三十六，唔做又三十六	zou˨ jau˨ saam˥ sap˨ luk˨ m˨˩ zou˨ jau˨ saam˥ sap˨ luk˨
做嘢	zou˨ je˩˧
做嘢都好	zou˨ je˩˧ dou˥ hou˧˥
做嘢啦	zou˨ je˩˧ la˥
造型	zou˨ jing˨˩
造型藝術	zou˨ jing˨˩ ngai˨ seot˨
造孽	zou˨ jip˨
造謠	zou˨ jiu˨˩
造謠言	zou˨ jiu˨˩ jin˨˩
造謠生事	zou˨ jiu˨˩ sang˥ si˨
造謠惑衆	zou˨ jiu˨˩ waak˨ zung˧
做樣	zou˨ joeng˧˥
造輿論	zou˨ jyu˨˩ leon˨
造橋工程	zou˨ kiu˨˩ gung˥ cing˨˩
做爛市	zou˨ laan˨ si˩˧
造林	zou˨ lam˨˩
做臉	zou˨ lim˩˧
做驢仔	zou˨ lou˨˩ zai˧˥
做唔得主	zou˨ m˨˩ dak˥ zyu˧˥
做唔慣	zou˨ m˨˩ gwaan˧
做唔嚟	zou˨ m˨˩ lai˨˩
做唔晒	zou˨ m˨˩ saai˧
造馬	zou˨ maa˩˧
做埋老襯	zou˨ maai˨˩ lou˩˧ can˧
做文章	zou˨ man˨˩ zoeng˥
做乜	zou˨ mat˥
做乜啊	zou˨ mat˥ aa˧
做乜家伙	zou˨ mat˥ gaa˥ fo˧˥
做乜也	zou˨ mat˥ jaa˩˧
做乜嘢	zou˨ mat˥ je˩˧
做乜影我	zou˨ mat˥ jing˧˥ ngo˩˧
做乜撚嘢	zou˨ mat˥ lan˧˥ je˩˧
造物主	zou˨ mat˨ zyu˧˥
做咩	zou˨ me˥
做咩啊	zou˨ me˥ aa˧
做咩啊你	zou˨ me˥ aa˧ nei˩˧
做咩突然	zou˨ me˥ dat˨ jin˨˩
做咩返	zou˨ me˥ faan˥
做咩返咗	zou˨ me˥ faan˥ zo˧˥
做咩今日	zou˨ me˥ gam˥ jat˨
做咩咁遲	zou˨ me˥ gam˧ ci˨˩
做咩咁慢	zou˨ me˥ gam˧ maan˨
做咩也	zou˨ me˥ jaa˩˧
做咩問呢	zou˨ me˥ man˨ le˥
做眉做眼	zou˨ mei˨˩ zou˨ ngaan˩˧
做磨心	zou˨ mo˨˩ sam˥
做媒	zou˨ mui˧˥
做𪃏	zou˨ mui˧˥
做滿月	zou˨ mun˩˧ jyut˨
做夢	zou˨ mung˨
做女	zou˨ neoi˧˥
做女嗰時	zou˨ neoi˧˥ go˧˥ si˧˥
做牙	zou˨ ngaa˨˩
做禡	zou˨ ngaa˨˩
做迓	zou˨ ngaa˨˩
造岩礦物	zou˨ ngaam˨˩ kwong˧ mat˨
做眼色	zou˨ ngaan˩˧ sik˥
做愛	zou˨ oi˧
做扒	zou˨ paa˧˥
做派	zou˨ paai˧
做票	zou˨ piu˧
造山帶	zou˨ saan˥ daai˧˥
造山運動	zou˨ saan˥ wan˨ dung˨
造山作用	zou˨ saan˥ zok˧ jung˨
做散使	zou˨ saan˧˥ sai˧˥
做生不如做熟	zou˨ saang˥ bat˥ jyu˨˩ zou˨ suk˨
做生日	zou˨ saang˥ jat˨
做勢	zou˨ sai˧
造勢	zou˨ sai˧
做世界	zou˨ sai˧ gaai˧
造神	zou˨ san˨˩
做生活	zou˨ sang˥ wut˨
簉室	zou˨ sat˥
做收錢	zou˨ sau˥ cin˧˥
造手	zou˨ sau˧˥
做手腳	zou˨ sau˧˥ goek˧
做手術	zou˨ sau˧˥ seot˨
做壽	zou˨ sau˨
做死人	zou˨ sei˧˥ jan˨˩
造市	zou˨ si˩˧
做市商	zou˨ si˩˧ soeng˥
做事	zou˨ si˨
做事先	zou˨ si˨ sin˥
做先生	zou˨ sin˥ saang˥
造成	zou˨ sing˨˩
造成問題	zou˨ sing˨˩ man˨ tai˨˩
做盛行	zou˨ sing˨ hong˨˩
做小抄	zou˨ siu˧˥ caau˥
做小姐	zou˨ siu˧˥ ze˧˥
做騷	zou˨ sou˥
做數	zou˨ sou˧
造船分會	zou˨ syun˨˩ fan˥ wui˧˥
造船工業	zou˨ syun˨˩ gung˥ jip˨
做廳長	zou˨ teng˥ zoeng˧˥
做臺腳	zou˨ toi˨˩ goek˧
做禱告	zou˨ tou˧˥ gou˧
做同志	zou˨ tung˨˩ zi˧
做壞規矩	zou˨ waai˨ kwai˥ geoi˧˥
做運動	zou˨ wan˨ dung˨
做鍼線	zou˨ zam˥ sin˧
做鍼黹	zou˨ zam˥ zi˧˥
造酒	zou˨ zau˧˥
造就	zou˨ zau˨
造紙工業	zou˨ zi˧˥ gung˥ jip˨
造紙術	zou˨ zi˧˥ seot˨
做自己嘢	zou˨ zi˨ gei˧˥ je˩˧
做寂寞	zou˨ zik˨ mok˨
做尖	zou˨ zim˥
做證	zou˨ zing˧
做節	zou˨ zit˧
做咗人豬仔	zou˨ zo˧˥ jan˨˩ zyu˥ zai˧˥
做咗一日	zou˨ zo˧˥ jat˥ jat˨
做咗咩事	zou˨ zo˧˥ me˥ si˨
做咗手腳	zou˨ zo˧˥ sau˧˥ goek˧
做咗成日	zou˨ zo˧˥ seng˨˩ jat˨
做張做勢	zou˨ zoeng˥ zou˨ sai˧
做張做智	zou˨ zoeng˥ zou˨ zi˧
做作	zou˨ zok˧
造作	zou˨ zok˧
做莊	zou˨ zong˥
做莊口	zou˨ zong˥ hau˧˥
做主	zou˨ zyu˧˥
做住	zou˨ zyu˨
築壩	zuk˥ baa˧
竹帛	zuk˥ baak˨
竹板	zuk˥ baan˧˥
捉包	zuk˥ baau˥
粥品	zuk˥ ban˧˥
足不出戶	zuk˥ bat˥ ceot˥ wu˨
竹箆	zuk˥ bei˨
捉波子棋	zuk˥ bo˥ zi˧˥ kei˨˩
觸寶	zuk˥ bou˧˥
足本	zuk˥ bun˧˥
觸診	zuk˥ can˧˥
竹青	zuk˥ ceng˥
祝辭	zuk˥ ci˨˩
竹簽	zuk˥ cim˥
竹籤	zuk˥ cim˥
竹蜻蜓	zuk˥ cing˥ ting˨˩
足秤	zuk˥ cing˧
捉錯用神	zuk˥ co˧ jung˨ san˨˩
捉蟲	zuk˥ cung˨˩
捉蟲入屎忽	zuk˥ cung˨˩ jap˨ si˧˥ fat˥
捉蟲入屎窟	zuk˥ cung˨˩ jap˨ si˧˥ fat˥
觸處	zuk˥ cyu˧
足大指	zuk˥ daai˨ zi˧˥
竹笪	zuk˥ daat˧
觸鬥蠻爭	zuk˥ dau˧ maan˨˩ zang˥
觸地得分	zuk˥ dei˨ dak˥ fan˥
觸電	zuk˥ din˨
竹啄木鳥	zuk˥ doek˧ muk˨ niu˩˧
捉刀	zuk˥ dou˥
竹刀	zuk˥ dou˥
捉刀人	zuk˥ dou˥ jan˨˩
捉到鹿唔識脫角	zuk˥ dou˧˥ luk˧˥ m˨˩ sik˥ tyut˧ gok˧
竹洞	zuk˥ dung˨
觸動	zuk˥ dung˨
竹花頭	zuk˥ faa˥ tau˧˥
觸犯	zuk˥ faan˨
竺法	zuk˥ faat˧
觸發	zuk˥ faat˧
觸發清單	zuk˥ faat˧ cing˥ daan˥
觸發器	zuk˥ faat˧ hei˧
觸發引信	zuk˥ faat˧ jan˩˧ seon˧
粥粉面	zuk˥ fan˧˥ min˨
粥粉面飯	zuk˥ fan˧˥ min˨ faan˨
囑咐	zuk˥ fu˨
祝福	zuk˥ fuk˥
燭架	zuk˥ gaa˧˥
捉姦	zuk˥ gaan˥
捉姦在牀	zuk˥ gaan˥ zoi˨ cong˨˩
竺教	zuk˥ gaau˧
捉雞腳	zuk˥ gai˥ goek˧
足金	zuk˥ gam˥
觸感	zuk˥ gam˧˥
足夠	zuk˥ gau˧
觸技曲	zuk˥ gei˨ kuk˥
足見	zuk˥ gin˧
觸景生情	zuk˥ ging˧˥ sang˥ cing˨˩
觸覺	zuk˥ gok˧
觸角	zuk˥ gok˧
竹竿	zuk˥ gon˥
竹篙	zuk˥ gou˥
足高氣強	zuk˥ gou˥ hei˧ koeng˨˩
竹管	zuk˥ gun˧˥
竹館	zuk˥ gun˧˥
捉鬼	zuk˥ gwai˧˥
祝君好	zuk˥ gwan˥ hou˧˥
燭光	zuk˥ gwong˥
燭光晚餐	zuk˥ gwong˥ maan˩˧ caan˥
竹莢	zuk˥ haap˧
竹器	zuk˥ hei˧
竺可楨	zuk˥ ho˧˥ zing˥
祝賀	zuk˥ ho˨
祝賀詞	zuk˥ ho˨ ci˨˩
祝賀語	zuk˥ ho˨ jyu˩˧
祝賀信	zuk˥ ho˨ seon˧
竹筐	zuk˥ hong˥
觸控點	zuk˥ hung˧ dim˧˥
觸控螢幕	zuk˥ hung˧ jing˨˩ mok˨
捉人痛腳	zuk˥ jan˨˩ tung˧ goek˧
捉伊人	zuk˥ ji˥ jan˥
捉依因	zuk˥ ji˥ jan˥
捉兒人	zuk˥ ji˥ jan˥
捉咿因	zuk˥ ji˥ jan˥
足以	zuk˥ ji˩˧
祝英臺	zuk˥ jing˥ toi˨˩
竹葉青	zuk˥ jip˨ cing˥
竹葉青蛇	zuk˥ jip˨ cing˥ se˨˩
捉羊牯	zuk˥ joeng˨˩ gu˧˥
捉用神	zuk˥ jung˨ san˨˩
竹茹	zuk˥ jyu˨˩
竹輿	zuk˥ jyu˨˩
祝願	zuk˥ jyun˨
足月	zuk˥ jyut˧˥
竹溪	zuk˥ kai˥
捉襟見肘	zuk˥ kam˥ gin˧ zaau˧˥
觸及	zuk˥ kap˨
足球	zuk˥ kau˨˩
足球之夜	zuk˥ kau˨˩ zi˥ je˨
捉棋	zuk˥ kei˧˥
捉棋比賽	zuk˥ kei˧˥ bei˧˥ coi˧
捉狂	zuk˥ kong˨˩
竹籃打水	zuk˥ laam˧˥ daa˧˥ seoi˧˥
竹籃打水	zuk˥ laam˨˩ daa˧˥ seoi˧˥
竹林	zuk˥ lam˨˩
竹籬笆	zuk˥ lei˨˩ baa˥
竹裏	zuk˥ leoi˩˧
觸類旁通	zuk˥ leoi˨ pong˨˩ tung˥
足輪	zuk˥ leon˨˩
竹簾	zuk˥ lim˨˩
竹纈	zuk˥ lit˧
足料	zuk˥ liu˧˥
竹籮打水	zuk˥ lo˥ daa˧˥ seoi˧˥
足量	zuk˥ loeng˨
捉老襯	zuk˥ lou˩˧ can˧
捉路	zuk˥ lou˨
燭籠	zuk˥ lung˨˩
捉弄	zuk˥ lung˨
捉迷藏	zuk˥ mai˨˩ cong˨˩
捉墨魚	zuk˥ mak˨ jyu˨˩
粥䤍	zuk˥ mei˥
觸楣頭	zuk˥ mei˨˩ tau˨˩
竹篾	zuk˥ mit˨
竹蔑	zuk˥ mit˨
捉摸	zuk˥ mo˧˥
觸摸	zuk˥ mo˧˥
觸摸板	zuk˥ mo˧˥ baan˧˥
觸摸屏	zuk˥ mo˧˥ ping˨˩
觸摸屏幕	zuk˥ mo˧˥ ping˨˩ mok˨
矚望	zuk˥ mong˨
觸媒作用	zuk˥ mui˨˩ zok˧ jung˨
矚目	zuk˥ muk˨
觸目皆是	zuk˥ muk˨ gaai˥ si˨
觸目驚心	zuk˥ muk˨ ging˥ sam˥
觸目傷心	zuk˥ muk˨ soeng˥ sam˥
