㓟皮	pʰɐi̯˥pʰei̯˨˩
粘性	niːm˥seŋ˧
粘性力	niːm˥seŋ˧lik̚˨
粘木	niːm˥mʊk̚˨
粘涎	niːm˥jiːn˨˩
粘滯	niːm˥tsɐi̯˨
粘滯性	niːm˥tsɐi̯˨seŋ˧
粘皮帶骨	niːm˥pʰei̯˨˩taːi̯˧kʷɐt̚˥
粘皮着骨	niːm˥pʰei̯˨˩tsœːk̚˧kʷɐt̚˥
粘着	niːm˥tsœːk̚˧
粘着力	niːm˥tsœːk̚˧lik̚˨
粘着性	niːm˥tsœːk̚˧seŋ˧
粘米	tsiːm˥mɐi̯˩˧
粘米粉	tsiːm˥mɐi̯˩˧fɐn˧˥
粘粘	niːm˥niːm˥
粘糊	niːm˥wuː˨˩
粘纏	niːm˥tsʰiːn˨˩
粘聚	niːm˥tsɵy̯˨
粘膜	niːm˥mɔːk̚˧˥
粘膠	niːm˥kaːu̯˥
粘膠液	niːm˥kaːu̯˥jik̚˨
粘菌	niːm˥kʷʰɐn˧˥
粘蟲	niːm˥tsʰʊŋ˨˩
粘貼	niːm˥tʰiːp̚˧
粘連	niːm˥liːn˨˩
粟穀	sʊk̚˥kʊk̚˥
粟米	sʊk̚˥mɐi̯˩˧
粟米卷	sʊk̚˥mɐi̯˩˧kyːn˧˥
粟米片	sʊk̚˥mɐi̯˩˧pʰiːn˧˥
粟米粉	sʊk̚˥mɐi̯˩˧fɐn˧˥
粟米羹	sʊk̚˥mɐi̯˩˧kɐŋ˥
粟粉	sʊk̚˥fɐn˧˥
粟裕	sʊk̚˥jyː˨
粢飯	tsʰiː˥faːn˨
粥䤍	tsʊk̚˥mei̯˥
粥品	tsʊk̚˥pɐn˧˥
粥少僧多	tsʊk̚˥siːu̯˧˥tsɐŋ˥tɔː˥
粥水	tsʊk̚˥sɵy̯˧˥
粥粉面	tsʊk̚˥fɐn˧˥miːn˨
粥粉面飯	tsʊk̚˥fɐn˧˥miːn˨faːn˨
粲然	tsʰaːn˧jiːn˨˩
粳稻	kɐŋ˥tʰou̯̯˨
粳米	kɐŋ˥mɐi̯˩˧
粵人	jyːt̚˨jɐn˨˩
粵劇	jyːt̚˨kʰɛːk̚˨
粵拼	jyːt̚˨pʰeŋ˧
粵拼鍵盤	jyːt̚˨pʰeŋ˧kiːn˨pʰuːn˧˥
粵教中	jyːt̚˨kaːu̯˧tsʊŋ˥
粵文	jyːt̚˨mɐn˨˩
粵普	jyːt̚˨pʰou̯˧˥
粵曲	jyːt̚˨kʰʊk̚˥
粵菜	jyːt̚˨tsʰɔːi̯˧
粵語	jyːt̚˨jyː˩˧
粵語殘片	jyːt̚˨jyː˩˧tsʰaːn˨˩pʰiːn˧˥
粵語詞彙	jyːt̚˨jyː˩˧tsʰiː˨˩wuːi̯˨
粵語說書	jyːt̚˨jyː˩˧syːt̚˧syː˥
粵語鍵盤	jyːt̚˨jyː˩˧kiːn˨pʰuːn˧˥
粵語長片	jyːt̚˨jyː˩˧tsʰœːŋ˨˩pʰiːn˧˥
粼粼碧波	lɵn˨˩lɵn˨˩pʰik̚̚˥pɔː˥
精乖	tsɛːŋ˥kʷaːi̯˥
精乖伶俐	tsɛːŋ˥kʷaːi̯˥leŋ˨˩lei̯˨
精乖靈利	tsɛːŋ˥kʷaːi̯˥leŋ˨˩lei̯˨
精人出口，笨人出手	tsɛːŋ˥jɐn˨˩tsʰɵt̚˥hɐu̯˧˥pɐn˨jɐn˨˩tsʰɵt̚˥sɐu̯˧˥
精仔	tsɛːŋ˥tsɐi̯˧˥
精伶	tseŋ˥leŋ˥
精僻	tseŋ˥pʰik̚˥
精出骨	tsɛːŋ˥tsʰɵt̚˥kʷɐt̚˥
精到佢	tsɛːŋ˥tʰou̯̯˧kʰɵy̯˩˧
精到冇譜	tsɛːŋ˥tʰou̯̯˧mou̯˩˧pʰou̯˧˥
精力	tseŋ˥lik̚˨
精叻	tsɛːŋ˥lɛːk̚˥
精品	tseŋ˥pɐn˧˥
精品貼紙	tseŋ˥pɐn˧˥tʰiːp̚˧tsiː˧˥
精嚦	tsɛːŋ˥lɛːk̚˥
精囊	tseŋ˥nɔːŋ˨˩
精埋一便	tsɛːŋ˥maːi̯˨˩jɐt̚˥piːn˨
精壯	tseŋ˥tsɔːŋ˧
精奇	tseŋ˥kʰei̯˨˩
精妙	tseŋ˥miːu̯˨
精子	tseŋ˥tsiː˧˥
精子密度	tseŋ˥tsiː˧˥mɐt̚˨tʰou̯̯˨
精密	tseŋ˥mɐt̚˨
精密儀器	tseŋ˥mɐt̚˨jiː˨˩hei̯˧
精密化	tseŋ˥mɐt̚˨faː˧
精密陶瓷	tseŋ˥mɐt̚˨tʰou̯˨˩tsʰiː˨˩
精巢	tseŋ˥tsʰaːu̯˨˩
精工技術	tseŋ˥kʊŋ˥kʰei̯̯˨sɵt̚˨
精巧	tseŋ˥haːu̯˧˥
精幹	tseŋ˥kɔːn˧
精彩	tseŋ˥tsʰɔːi̯˧˥
精彩人生	tseŋ˥tsʰɔːi̯˧˥jɐn˨˩sɐŋ˥
精彩絕倫	tseŋ˥tsʰɔːi̯˧˥tsyːt̚˨lɵn˨˩
精微	tseŋ˥mei̯˨˩
精心	tseŋ˥sɐm˥
精心創作	tseŋ˥sɐm˥tsʰɔːŋ˧tsɔːk̚˧
精忠報國	tseŋ˥tsʊŋ˥pʰou̯̯˧kʷɔːk̚˧
精悍	tseŋ˥hɔːn˩˧
精打細算	tseŋ˥taː˧˥sɐi̯˧syːn˧
精挑細選	tseŋ˥tʰiːu̯˥sɐi̯˧syːn˧˥
精於	tseŋ˥jyː˥
精明	tseŋ˥meŋ˨˩
精明強幹	tseŋ˥meŋ˨˩kʰœːŋ˨˩kɔːn˧
精校本	tseŋ˥kaːu̯˧puːn˧˥
精氣神	tseŋ˥hei̯˧sɐn˨˩
精氨酸	tseŋ˥ɔːn˥syːn˥
精油	tseŋ˥jɐu̯˨˩
精液	tseŋ˥jik̚˨
精深	tseŋ˥sɐm˥
精湛	tseŋ˥tsaːm˧
精準	tseŋ˥tsɵn˧˥
精煉	tseŋ˥liːn˨
精甩尾	tsɛːŋ˥lɐt̚˥mei̯˩˧
精甩辮	tsɛːŋ˥lɐt̚˥piːn˥
精甩邊	tsɛːŋ˥lɐt̚˥piːn˥
精當	tseŋ˥tɔːŋ˧
精疲力盡	tseŋ˥pʰei̯˨˩lik̚˨tsɵn˨
精疲力竭	tseŋ˥pʰei̯˨˩lik̚˨kʰit̚˧
精瘦	tseŋ˥sɐu̯˧
精益求精	tseŋ˥jik̚˥kʰɐu̯˨˩tseŋ˥
精盡人亡	tseŋ˥tsɵn˨jɐn˨˩mɔːŋ˨˩
精確	tseŋ˥kʰɔːk̚˧
精神	tseŋ˥sɐn˨˩
精神分裂	tseŋ˥sɐn˨˩fɐn˥liːt̚˨
精神失常	tseŋ˥sɐn˨˩sɐt̚˥sœːŋ˨˩
精神奕奕	tseŋ˥sɐn˨˩jik̚˨jik̚˨
精神學家	tseŋ˥sɐn˨˩hɔːk̚˨kaː˥
精神性	tseŋ˥sɐn˨˩seŋ˧
精神抖擻	tseŋ˥sɐn˨˩tɐu̯˧˥sɐu̯˧˥
精神權利	tseŋ˥sɐn˨˩kʰyːn˨˩lei̯˨
精神滿腹	tseŋ˥sɐn˨˩muːn˩˧fʊk̚˥
精神爽利	tseŋ˥sɐn˨˩sɔːŋ˧˥lei̯˨
精神狂亂	tseŋ˥sɐn˨˩kʷʰɔːŋ˨˩lyːn˨
精神病	tseŋ˥sɐn˨˩pɛːŋ˨
精神療法	tseŋ˥sɐn˨˩liːu̯˨˩faːt̚˧
精神百倍	tseŋ˥sɐn˨˩paːk̚˧pʰuːi̯˩˧
精神科	tseŋ˥sɐn˨˩fɔː˥
精神衰弱	tseŋ˥sɐn˨˩sɵy̯˥jœːk̚˨
精神訓話	tseŋ˥sɐn˨˩fɐn˧waː˨
精神財富	tseŋ˥sɐn˨˩tsʰɔːi̯˨˩fuː˧
精神返	tseŋ˥sɐn˨˩faːn˥
精算師	tseŋ˥syːn˧siː˥
精簡	tseŋ˥kaːn˧˥
精簡主義	tseŋ˥kaːn˧˥tsyː˧˥jiː˨
精簡機構	tseŋ˥kaːn˧˥kʰei̯̯˥kʰɐu̯˧
精簡開支	tseŋ˥kaːn˧˥hɔːi̯˥tsiː˥
精精地	tsɛːŋ˥tsɛːŋ˥tei̯˧˥
精精地就	tsɛːŋ˥tsɛːŋ˥tei̯˧˥tsɐu̯˨
精細	tseŋ˥sɐi̯˧
精練	tseŋ˥liːn˨
精緻	tseŋ˥tsiː˧
精緻女人	tseŋ˥tsiː˧nɵy̯˩˧jɐn˧˥
精緻禮品	tseŋ˥tsiː˧lɐi̯˩˧pɐn˧˥
精美	tseŋ˥mei̯˩˧
精義	tseŋ˥jiː˨
精耕細作	tseŋ˥kaːŋ˥sɐi̯˧tsɔːk̚˧
精舍	tseŋ˥sɛː˧
精良	tseŋ˥lœːŋ˨˩
精英	tseŋ˥jeŋ˥
精英主義	tseŋ˥jeŋ˥tsyː˧˥jiː˨
精英匯	tseŋ˥jeŋ˥wuːi̯˨
精華	tseŋ˥waː˨˩
精華版	tseŋ˥waː˨˩paːn˧˥
精華素	tseŋ˥waː˨˩sou̯˧
精蒸日上	tseŋ˥tseŋ˥jɐt̚˨sœːŋ˩˧
精蟲上腦	tseŋ˥tsʰʊŋ˨˩sœːŋ˩˧nou̯˩˧
精蟲衝腦	tseŋ˥tsʰʊŋ˨˩tsʰʊŋ˥nou̯˩˧
精衛	tseŋ˥wɐi̯˨
精衛填海	tseŋ˥wɐi̯˨tʰiːn˨˩hɔːi̯˧˥
精裝	tseŋ˥tsɔːŋ˥
精製	tseŋ˥tsɐi̯˧
精誠所至，金石爲開	tseŋ˥seŋ˨˩sɔː˧˥tsiː˧kɐm˥sɛːk̚˨wɐi̯˨˩hɔːi̯˥
精講多練	tseŋ˥kɔːŋ˧˥tɔː˥liːn˨
精警	tseŋ˥keŋ˧˥
精讀	tseŋ˥tʊk̚˨
精讀課	tseŋ˥tʊk̚˨fɔː˧
精辟	tseŋ˥pʰik̚˥
精通	tseŋ˥tʰʊŋ˥
精進	tseŋ˥tsɵn˧
精過冇尾蛇	tsɛːŋ˥kʷɔː˧mou̯˩˧mei̯˩˧sɛː˨˩
精選	tseŋ˥syːn˧˥
精邃	tseŋ˥sɵy̯˨
精都唔笨	tsɛːŋ˥tʰou̯̯˥m̩˨˩pɐn˨
精采	tseŋ˥tsʰɔːi̯˧˥
精銳	tseŋ˥jɵy̯˨
精闢	tseŋ˥pʰik̚˥
精雕細刻	tseŋ˥tiːu̯˥sɐi̯˧hɐk̚˥
精靈	tseŋ˥leŋ˥
精靈	tseŋ˥leŋ˨˩
精靈文	tseŋ˥leŋ˨˩mɐn˨˩
精髓	tseŋ˥sɵy̯˩˧
精𥌮	tsɛːŋ˥lɛːk̚˥
粿條	kʷɐi̯˧tiːu̯˥
糅合	jɐu̯˨˩hɐp̚˨
糉子	tsʊŋ˥tsiː˧˥
糉子	tsʊŋ˧tsiː˧˥
糉子	tsʊŋ˧˥tsiː˧˥
糊仔	wuː˧˥tsɐi̯˧˥
糊劑	wuː˨˩tsɐi̯˥
糊口	wuː˨˩hɐu̯˧˥
糊名	wuː˨˩mɛːŋ˨˩
糊哩糊塗	wuː˨˩lei̯˥wuː˨˩tʰou̯˨˩
糊哩麻䵦	wuː˨˩lei̯˥maː˩˧tsʰaː˩˧
糊嘴	wuː˨˩tsɵy̯˧˥
糊塗	wuː˨˩tʰou̯˨˩
糊塗蟲	wuː˨˩tʰou̯˨˩tsʰʊŋ˨˩
糊弄	wuː˨˩lʊŋ˨
糊牆	wuː˨˩tsʰœːŋ˨˩
糊牆紙	wuː˨˩tsʰœːŋ˨˩tsiː˧˥
糊精	wuː˨˩tseŋ˥
糊糊塗塗	wuː˨˩wuː˨˩tʰou̯˨˩tʰou̯˨˩
糊裏糊塗	wuː˨˩lei̯˥wuː˨˩tʰou̯˨˩
糊里糊塗	wuː˨˩lei̯˥wuː˨˩tʰou̯˨˩
糍粑	tsʰiː˨˩paː˥
糕盤	kou̯˥pʰuːn˧˥
糕盤	kou̯˥pʰuːn˨˩
糕點	kou̯˥tiːm˧˥
糖不甩	tʰɔːŋ˨˩pɐt̚˥lɐt̚˥
糖冬瓜	tʰɔːŋ˨˩tʊŋ˥kʷaː˥
糖寮	tʰɔːŋ˨˩liːu̯˨˩
糖尿	tʰɔːŋ˨˩niːu̯˨
糖尿病	tʰɔːŋ˨˩niːu̯˨pɛːŋ˨
糖果	tʰɔːŋ˨˩kʷɔː˧˥
糖水	tʰɔːŋ˨˩sɵy̯˧˥
糖水舖	tʰɔːŋ˨˩sɵy̯˧˥pʰou̯˧˥
糖水鋪	tʰɔːŋ˨˩sɵy̯˧˥pʰou̯˧
糖汁	tʰɔːŋ˨˩tsɐp̚˥
糖漿	tʰɔːŋ˨˩tsœːŋ˥
糖環	tʰɔːŋ˨˩waːn˨˩
糖瓜	tʰɔːŋ˨˩kʷaː˥
糖癡豆	tʰɔːŋ˧˥tsʰiː˥tɐu̯˧˥
糖粉	tʰɔːŋ˨˩fɐn˧˥
糖脂	tʰɔːŋ˨˩tsiː˥
糖膠樹	tʰɔːŋ˨˩kaːu̯˥syː˨
糖苷	tʰɔːŋ˨˩kɐm˥
糖菸酒	tʰɔːŋ˨˩jiːn˥tsɐu̯˧˥
糖蔥餅	tʰɔːŋ˨˩tsʰʊŋ˥pɛːŋ˧˥
糖蛋白	tʰɔːŋ˨˩taːn˧˥paːk̚˨
糖衣	tʰɔːŋ˨˩jiː˥
糖衣毒藥	tʰɔːŋ˨˩jiː˥tʊk̚˨jœːk̚˨
糖衣炮彈	tʰɔːŋ˨˩jiː˥pʰaːu̯˧taːn˧˥
糖衣陷阱	tʰɔːŋ˨˩jiː˥hɐm˨tseŋ˨
糖酯	tʰɔːŋ˨˩tsiː˧˥
糖醋肉	tʰɔːŋ˨˩tsʰou̯˧jʊk̚˨
糖醋里脊	tʰɔːŋ˨˩tsʰou̯˧lei̯˩˧tsɛːk̚˧
糖醋魚	tʰɔːŋ˨˩tsʰou̯˧jyː˧˥
糖霜	tʰɔːŋ˨˩sœːŋ˥
糖飴	tʰɔːŋ˨˩jiː˨˩
糖高粱	tʰɔːŋ˨˩kou̯˥lœːŋ˨˩
糖黐豆	tʰɔːŋ˨˩tsʰiː˥tɐu̯˧˥
糙皮病	tsʰou̯˧pʰei̯˨˩pɛːŋ˨
糙米	tsʰou̯˧mɐi̯˩˧
糜爛	mei̯˨˩laːn˨
糞便	fɐn˧piːn˨
糞凼	fɐn˧tʰɐm˩˧
糞耙	fɐn˧pʰaː˨˩
糞肥	fɐn˧fei̯˨˩
糞草	fɐn˧tsʰou̯˧˥
糞蛆	fɐn˧tsɵy̯˥
糞金龜	fɐn˧kɐm˥kʷɐi̯˥
糞金龜子	fɐn˧kɐm˥kʷɐi̯˥tsiː˧˥
糞除	fɐn˧tsʰɵy̯˨˩
糟塌	tsou̯˥tʰaːp̚˧
糟溜黃魚	tsou̯˥lɐu̯˨wɔːŋ˨˩jyː˨˩
糟糕	tsou̯˥kou̯˥
糟糠	tsou̯˥hɔːŋ˥
糟質	tsou̯˥tsɐt̚˥
糟踏	tsou̯˥taːp̚˨
糟蹋	tsou̯˥tʰaːp̚˧
糠耳	hɔːŋ˧˥jiː˩˧
糠醛	hɔːŋ˥tsʰyːn˨˩
糧單	lœːŋ˨˩taːn˥
糧地官	lœːŋ˨˩tei̯˨kuːn˥
糧尾	lœːŋ˨˩mei̯˩˧
糧庫	lœːŋ˨˩fuː˧
糧期	lœːŋ˨˩kʰei̯˨˩
糧款	lœːŋ˨˩fuːn˧˥
糧票	lœːŋ˨˩pʰiːu̯˧
糧秣	lœːŋ˨˩muːt̚˧
糧穀	lœːŋ˨˩kʊk̚˥
糧農	lœːŋ˨˩nʊŋ˨˩
糧食	lœːŋ˨˩sik̚˨
糧食作物	lœːŋ˨˩sik̚˨tsɔːk̚˧mɐt̚˨
糨子	kœːŋ˨tsiː˧˥
糯稻	nɔː˨tʰou̯̯˨
糯米	nɔː˨mɐi̯˩˧
糯米屎忽	nɔː˨mɐi̯˩˧siː˧˥fɐt̚˥
糯米屎窟	nɔː˨mɐi̯˩˧siː˧˥fɐt̚˥
糯米屎𦜇	nɔː˨mɐi̯˩˧siː˧˥fɐt̚˥
糯米甜酒	nɔː˨mɐi̯˩˧tʰiːm˨˩tsɐu̯˧˥
糯米甜醋	nɔː˨mɐi̯˩˧tʰiːm˨˩tsʰou̯˧
糯米粉	nɔː˨mɐi̯˩˧fɐn˧˥
糯米糍	nɔː˨mɐi̯˩˧tsʰiː˨˩
糯米糕	nɔː˨mɐi̯˩˧kou̯˥
糯米紙	nɔː˨mɐi̯˩˧tsiː˧˥
糯米臀	nɔː˨mɐi̯˩˧tʰyːn˨˩
糯米蕉	nɔː˨mɐi̯˩˧tsiːu̯˥
糯米酒	nɔː˨mɐi̯˩˧tsɐu̯˧˥
糯米雞	nɔː˨mɐi̯˩˧kɐi̯˥
糯米飯	nɔː˨mɐi̯˩˧faːn˨
糯米餈	nɔː˨mɐi̯˩˧tsʰiː˨˩
糰子	tʰyːn˨˩tsiː˧˥
糴米	tɛːk̚˨mɐi̯˩˧
糴糧食	tɛːk̚˨lœːŋ˨˩sik̚˨
糶灰	tʰiːu̯˧fuːi̯˥
系列	hɐi̯˨liːt̚˨
系統	hɐi̯˨tʰʊŋ˧˥
系統控制	hɐi̯˨tʰʊŋ˧˥hʊŋ˧tsɐi̯˧
系統研究	hɐi̯˨tʰʊŋ˧˥jiːn˨˩kɐu̯˧
系詞	hɐi̯˨tsʰiː˨˩
系運會	hɐi̯˨wɐn˨wuːi̯˧˥
糾偏	tɐu̯˧˥pʰiːn˥
糾合	tɐu̯˧˥hɐp̚˨
糾察	kɐu̯˧˥tsʰaːt̚˧
糾察人員	tɐu̯˧˥tsʰaːt̚˧jɐn˨˩jyːn˨˩
糾彈	tɐu̯˧˥tʰaːn˨˩
糾正	kɐu̯˧˥tseŋ˧
糾紛	kɐu̯˧˥fɐn˥
糾結	kɐu̯˧˥kiːt̚˧
糾結點	tɐu̯˧˥kiːt̚˧tiːm˧˥
糾纏	kɐu̯˧˥tsʰiːn˨˩
糾纏不清	kɐu̯˧˥tsʰiːn˨˩pɐt̚˥tsʰeŋ˥
糾衆	tɐu̯˧˥tsʊŋ˧
糾錯	tɐu̯˧˥tsʰɔː˧
紀伯倫	kʰei̯̯˧˥paːk̚˧lɵn˨˩
紀傳體	kʰei̯̯˧˥tsyːn˨tʰɐi̯˧˥
紀元	kʰei̯̯˧˥jyːn˨˩
紀元前	kʰei̯̯˧˥jyːn˨˩tsʰiːn˨˩
紀元後	kʰei̯̯˧˥jyːn˨˩hɐu̯˨
紀律	kʰei̯̯˧˥lɵt̚˨
紀念	kʰei̯̯˧˥niːm˨
紀念冊	kʰei̯̯˧˥niːm˨tsʰaːk̚˧
紀念品	kʰei̯̯˧˥niːm˨pɐn˧˥
紀念我	kʰei̯̯˧˥niːm˨ŋɔː˩˧
紀念碑	kʰei̯̯˧˥niːm˨pʰei̯̯˥
紀昀	kʰei̯̯˧˥wɐn˨˩
紀錄	kʰei̯̯˧˥lʊk̚˨
紀錄片	kʰei̯̯˧˥lʊk̚˨pʰiːn˧˥
約伯	jœːk̚˧paːk̚˧
約伯記	jœːk̚˧paːk̚˧kʰei̯̯˧
約但	jœːk̚˧taːn˨
約但河	jœːk̚˧taːn˨hɔː˨˩
約咗人	jœːk̚˧tsɔː˧˥jɐn˨˩
約嗎	jœːk̚˧maː˥
約坦	jœːk̚˧tʰaːn˧˥
約契	jœːk̚˧kʰɐi̯˧
約好咗	jœːk̚˧hou̯˧˥tsɔː˧˥
約定	jœːk̚˧teŋ˨
約定俗成	jœːk̚˧teŋ˨tsʊk̚˨seŋ˨˩
約戰	jœːk̚˧tsiːn˧
約拿書	jœːk̚˧naː˨˩syː˥
約摸	jœːk̚˧mɔː˧˥
約數	jœːk̚˧sou̯˧
約旦	jœːk̚˧taːn˧
約書亞	jœːk̚˧syː˥aː˧
約書亞記	jœːk̚˧syː˥aː˧kʰei̯̯˧
約會	jœːk̚˧wuːi̯˨
約會對象	jœːk̚˧wuːi̯˨tɵy̯˧tsœːŋ˨
約束	jœːk̚˧tsʰʊk̚˥
約束力	jœːk̚˧tsʰʊk̚˥lik̚˨
約束條件	jœːk̚˧tsʰʊk̚˥tʰiːu̯˨˩kiːn˧˥
約法三章	jœːk̚˧faːt̚˧saːm˥tsœːŋ˥
約炮	jœːk̚˧pʰaːu̯˧
約珥書	jœːk̚˧jiː˨syː˥
約略	jœːk̚˧lœːk̚˧˥
約略估計	jœːk̚˧lœːk̚˨kuː˧˥kɐi̯˧
約當現金	jœːk̚˧tɔːŋ˥jiːn˨kɐm˥
約維克	jœːk̚˧wɐi̯˨˩hɐk̚˥
約翰一書	jœːk̚˧hɔːn˨jɐt̚˥syː˥
約翰三書	jœːk̚˧hɔːn˨saːm˥syː˥
約翰二書	jœːk̚˧hɔːn˨jiː˨syː˥
約翰壹書	jœːk̚˧hɔːn˨jɐt̚˥syː˥
約翰貳書	jœːk̚˧hɔːn˨jiː˨syː˥
約莫	jœːk̚˧mɔːk̚˧˥
約見	jœːk̚˧kiːn˧
約請	jœːk̚˧tsʰeŋ˧˥
紅㩧㩧	hʊŋ˨˩pɔːk̚˥pɔːk̚˥
紅三魚	hʊŋ˨˩saːm˥jyː˧˥
紅中	hʊŋ˨˩tsʊŋ˥
紅事	hʊŋ˨˩siː˨
紅交嘴雀	hʊŋ˨˩kaːu̯˥tsɵy̯˧˥tsœːk̚˧
紅人	hʊŋ˨˩jɐn˨˩
紅伶	hʊŋ˨˩leŋ˨˩
紅光滿面	hʊŋ˨˩kʷɔːŋ˥muːn˩˧miːn˨
紅公雞	hʊŋ˨˩kʊŋ˥kɐi̯˥
紅冬冬	hʊŋ˧tʊŋ˥tʊŋ˥
紅冬冬	hʊŋ˨˩tʊŋ˥tʊŋ˥
紅利	hʊŋ˨˩lei̯˨
紅十字	hʊŋ˨˩sɐp̚˨tsiː˨
紅十字會	hʊŋ˨˩sɐp̚˨tsiː˨wuːi̯˧˥
紅十字車	hʊŋ˨˩sɐp̚˨tsiː˨tsʰɛː˥
紅卜卜	hʊŋ˨˩pɔːk̚˥pɔːk̚˥
紅古	hʊŋ˨˩kuː˧˥
紅喉姬鶲	hʊŋ˨˩hɐu̯˨˩kʰei̯̯˥jʊŋ˥
紅喉歌鴝	hʊŋ˨˩hɐu̯˨˩kɔː˥kʰɵy̯˨˩
紅喉潛鳥	hʊŋ˨˩hɐu̯˨˩tsʰiːm˨˩niːu̯˩˧
紅喉鷚	hʊŋ˨˩hɐu̯˨˩lɐu̯˨
紅嘴山鴉	hʊŋ˨˩tsɵy̯˧˥saːn˥aː˥
紅嘴椋鳥	hʊŋ˨˩tsɵy̯˧˥lœːŋ˨˩niːu̯˩˧
紅嘴藍鵲	hʊŋ˨˩tsɵy̯˧˥laːm˨˩tsœːk̚˧
紅嘴鴉雀	hʊŋ˨˩tsɵy̯˧˥aː˥tsœːk̚˧
紅嘴鸏	hʊŋ˨˩tsɵy̯˧˥mʊŋ˨˩
紅噹噹	hʊŋ˨˩tɔːŋ˥tɔːŋ˨
紅堂	hʊŋ˨˩tʰɔːŋ˧˥
紅堂	hʊŋ˨˩tʰɔːŋ˨˩
紅堂堂	hʊŋ˨˩tʰɔːŋ˨˩tʰɔːŋ˧˥
紅塵	hʊŋ˨˩tsʰɐn˨˩
紅墨水	hʊŋ˨˩mɐk̚˨sɵy̯˧˥
紅壇魚	hʊŋ˨˩tʰaːn˨˩jyː˧˥
紅外線	hʊŋ˨˩ŋɔːi̯˨siːn˧
紅妝	kʊŋ˥tsɔːŋ˥
紅姑娘	hʊŋ˨˩kuː˥nœːŋ˨˩
紅字屋	hʊŋ˨˩tsiː˨ʊk̚˥
紅孩兒	hʊŋ˨˩haːi̯˨˩jiː˨˩
紅孩症	hʊŋ˨˩haːi̯˨˩tseŋ˧
紅寶石	hʊŋ˨˩pʰou̯̯˧˥sɛːk̚˨
紅封包	hʊŋ˨˩fʊŋ˥paːu̯˥
紅小	hʊŋ˨˩siːu̯˧˥
紅尾歌鴝	hʊŋ˨˩mei̯˩˧kɔː˥kʰɵy̯˨˩
紅尾水鴝	hʊŋ˨˩mei̯˩˧sɵy̯˧˥kʰɵy̯˨˩
紅尾鶇	hʊŋ˨˩mei̯˩˧tʊŋ˥
紅尾鸏	hʊŋ˨˩mei̯˩˧mʊŋ˨˩
紅屐仔	hʊŋ˨˩kʰɛːk̚˨tsɐi̯˧˥
紅巾軍	hʊŋ˨˩kɐn˥kʷɐn˥
紅底	hʊŋ˨˩tɐi̯˧˥
紅底褲	hʊŋ˨˩tɐi̯˧˥fuː˧
紅心	hʊŋ˨˩sɐm˥
紅心番薯	hʊŋ˨˩sɐm˥faːn˥syː˨˩
紅房子	hʊŋ˨˩fɔːŋ˨˩tsiː˧˥
紅扑扑	hʊŋ˨˩pɔːk̚˥pɔːk̚˥
紅提	hʊŋ˨˩tʰɐi̯˨˩
紅撲撲	hʊŋ˨˩pʰɔːk̚˧pʰɔːk̚˧
紅旗	hʊŋ˨˩kʰei̯˨˩
紅日	hʊŋ˨˩jɐt̚˧˥
紅星區	hʊŋ˨˩seŋ˥kʰɵy̯˥
紅暈	hʊŋ˨˩wɐn˨
紅曲	hʊŋ˨˩kʰʊk̚˥
紅杉樹	hʊŋ˨˩tsʰaːm˧syː˨
紅杏出牆	hʊŋ˨˩hɐŋ˨tsʰɵt̚˥tsʰœːŋ˨˩
紅果	hʊŋ˨˩kʷɔː˧˥
紅柿	hʊŋ˨˩tsʰiː˧˥
紅梅花雀	hʊŋ˨˩muːi̯˨˩faː˥tsœːk̚˧
紅棍	hʊŋ˨˩kʷɐn˧
紅棗	hʊŋ˨˩tsou̯˧˥
紅棗田	hʊŋ˨˩tsou̯˧˥tʰiːn˨˩
紅榿樹	hʊŋ˨˩hei̯˥syː˨
紅樓夢	hʊŋ˨˩lɐu̯˨˩mʊŋ˨
紅樹	hʊŋ˨˩syː˨
紅樹灣	hʊŋ˨˩syː˨waːn˥
紅櫻槍	hʊŋ˨˩jeŋ˥tsʰœːŋ˥
紅殷殷	hʊŋ˨˩jiːn˥jiːn˥
紅毛丹	hʊŋ˨˩mou̯˨˩taːn˥
紅毛泥	hʊŋ˨˩mou̯˨˩nɐi̯˨˩
紅毛鬼	hʊŋ˨˩mou̯˨˩kʷɐi̯˧˥
紅汞水	hʊŋ˨˩hʊŋ˧sɵy̯˧˥
紅油	hʊŋ˨˩jɐu̯˧˥
紅海	hʊŋ˨˩hɔːi̯˧˥
紅湯	hʊŋ˨˩tʰɔːŋ˥
紅潤	hʊŋ˨˩jɵn˨
紅灌木茶	hʊŋ˨˩kuːn˧mʊk̚˨tsʰaː˨˩
紅熊貓	hʊŋ˨˩hʊŋ˨˩maːu̯˥
紅燈	hʊŋ˨˩tɐŋ˥
紅燈區	hʊŋ˨˩tɐŋ˥kʰɵy̯˥
紅燒	hʊŋ˨˩siːu̯˥
紅牌	hʊŋ˨˩pʰaːi̯˧˥
紅牌阿姑	hʊŋ˨˩pʰaːi̯˧˥aː˧kuː˥
紅玫瑰	hʊŋ˨˩muːi̯˨˩kʷɐi̯˧
紅珊瑚	hʊŋ˨˩saːn˥wuː˨˩
紅瑪瑙	hʊŋ˨˩maː˩˧nou̯˩˧
紅番	hʊŋ˨˩faːn˥
紅番茄	hʊŋ˨˩faːn˥kʰɛː˧˥
紅當當	hʊŋ˨˩tɔːŋ˥tɔːŋ˨
