-al	al
četa	kʃɪta
četa	tʃɛta
četař	tʃɛtar̝
četařův	tʃɛtar̝uːf
četba	tʃɛdba
četba	tʃɛtɑpɑʁ
četl	tʃɛtl
četl	tʃɛtu
četla	tʃɛtla
četli	tʃɛtlɛ
četnictvo	tʃɛtɲɪtstvo
četná	tʃɛtnaː
četné	tʃɛtnɛː
četníci	tʃɛtɲiːtsɪ
četník	tʃɛtɲiːk
četný	tʃɛtniː
četný	tʃɛtnɪ
četných	tʃɛtniːx
četovat	tʃɛtovat
četu	tʃɛtu
čety	tʃɛte
čez	tʃɛs
čečenci	tʃɛtʃɛntsɪ
čečensko	tʃɛtʃɛnsko
čečenský	tʃɛtʃɛnskiː
čečetka	tʃitʃɛtka
čeřen	tʃɛr̝ɛn
češka	tʃɛʃka
češka	tʃɪʃka
češko	tʃɛsko
čeština	tsɛʃtɪna
čeština	tʃɛʃcɪna
čeština	tʃɛʃtɛno
čeština	tʃɛʃtɪnɑ
češtinář	tʃɛʃtɛnaːr̝
češtinářka	tʃɛʃtɛnaːr̝ka
čeští	tʃɛʃciː
čeští	tʃɛʃtɪ
či	tʃip
či	tʃɪ
čibuk	tʃibuk
čibukový	tʃɪbukoviː
čich	tʃɪx
čichací	tʃɪxatsiː
čichat	tʃixat
čichačka	tʃɪxatʃka
čichnout	tʃɪxnout
čichový	tʃɪxoviː
čihadlo	tʃiɦadlo
čihadlo	tʃɪɦadlo
čihař	tʃɪɦar̝
čile	tʃɪlɛ
čili	tʃɪlɪ
čilimník	tʃɪlɪmɲiːk
čilský	tʃɪlskiː
čilý	tʃɪliː
čimbary	tʃɪmbarɪ
čimelice	tʃimɛlɪtsɛ
čin	tʃɪn
čince	tʃɪntsɛ
činem	tʃɪnɛm
činit	tʃɪɲɪt
činitelé	tʃɪɲitɛlɛː
činitelé	tʃɪɲɪtɛlɛː
činiti	tʃɪɲɪcɪ
činka	tʃɪnka
činnost	tʃɪnost
činnosti	tʃɪnostɪ
činný	tʃɪniː
činovníci	tʃɪnovɲiːtsɪ
činovník	tʃɪnovnɪk
činu	tʃɪnu
činy	tʃɪnɪ
činí	tʃiɲiː
činím pokusy	tʃɛɲiːmpokusɪ
činčila	tʃɪntʃɪla
činčura	tʃɪntʃura
činěny	tʃɪɲɛnɪ
činů	tʃɪnuː
činže	tʃɪnʒɛ
činžák	tʃɪnʒaːk
čip	tʃˈip
čipera	tʃipɛra
čiperka	tʃˈɪpˌerkˈa
čipovka	tʃɪpofka
čipsy	tʃɪpsɪ
čirkev	tʃɪrkɛw
čirok	tʃɪrok
čiročirý	tʃɪrotʃɪriː
čirý	tʃɪriː
čistec	tʃɪstɛts
čistek	tʃɪstɛk
čisticí	tʃɪscɪtsiː
čistit	tʃɪscɪt
čistič	tʃʏstɪtʃ
čistička	tʃɪscɪtʃka
čistka	tʃistka
čisto	tʃisto
čistokrevný	tʃistokrɛvniː
čistokrevný	tʃɪstokrɛvniː
čistota	tʃistota
čistota	tʃɪstota
čistotě	tʃɪstocɛ
čistá	tʃɪsta
čistí	tʃɪsciː
čistírna	tʃɪsciːrna
čistírna plynu	tʃɪstiːrnaplɪnu
čistý	tʃɛstːiː
čistý	tʃɪstiː
čistě	tʃɪscɛ
čistění	tʃɪscɛɲiː
čisťounký	tʃɪstʲou̯nkʲiː
čitatel	tʃɪtadɛl
čitatel	tʃɪtatɛl
čitelný	tʃɪtɛlniː
čitelně	tʃitɛlɲɛ
čiv	tʃɪf
čivava	tʃɪvava
čivavák	tʃɪvavaːk
čivný	tʃɪvniː
čivový	tʃɪvoviː
čičinka	tʃɪtʃɪnka
čiň	tʃiɲ
čiň	tʃɪɲ
čiš	tʃɪʃ
čišet	tʃɪʃɛt
čišet	tʃʰiːʃʰet
čišník	tʃiːʃɲiːk
čištění	tʃɛʃtɛɲːiː
čištění	tʃɪʃcɛɲiː
čiší	tʃɪʃiː
čižba	tʃɪʒba
čižbář	tʃɪʒbaːr̝
čižinský	tʃɪʒɪnskiː
člen	tʃlɛn
člena	tʃlɛna
členem	tʃlɛnɛm
členka	tʃlɛnka
členka	tʃɫɛnka
členovi	tʃlɛnovɪ
členové	tʃlɛnovɛː
členské	tʃlɛnskɛː
členský	tʃlɛnskiː
členských	tʃlɛnskiːx
členstvo	tʃlɛnstvo
členstvo	tʃlɛnstvˈo
členství	tʃlɛnstviː
členy	tʃlɛnɪ
členům	tʃlɛnuːm
človíček	tʃloviːtʃɛk
človíček	ʃloviːtʃɛk
člověk	tʃlovjɛk
člověk	tʃovjɛk
člověka	tʃlovjɛka
člověkohodina	tʃlovjɛkoɦoɟɪna
člověk je připraven	tʃlovjɛkjɛpr̝ɪprɛvɛn
člověče	tʃlovjɛtʃɛ
člověčenství	tʃlovjɛtʃɛnstviː
člověčí	tʃlovjɛtʃiː
člun	tʃlˈun
člunek	tʃɫunɛk
člunový	tʃlˈunoviː
člunozobec	ʃlunozobats
článek	tʃlaːnɛk
článek je	tʃlɑːnɛkjɛ
článků	tʃlaːnkuu
čmelák	tʃmɛlaːk
čmelák	ʃmɛlaːk
čmeláčí	tʃmɛlaːtʃiː
čmoudit	tʃmou̯dʲit
čmuchá	tʃmuxa
čmáral	ʃmaːral
čmárat	tʃmarat
čmárá	tʃmˈaːra
čmýra	tʃmˈiːra
čnít	tʃɲˈiːt
čnělka	tʃɲɛlka
čobolák	tʃˈobolaːk
čochtan	tʃˈoxtan
čokl	tʃokl
čokl	tʃoko
čokochlupy	tʃokoxlupɛ
čokolád	tʃˈokolaːt
čokoláda	tʃˈokolˌaːda
čokoládka	tʃˈokolˌaːtka
čokoládový	tʃˈokolˌaːdoviː
čokoládu	tʃˈokolˌaːdu
čokolády	tʃokolaːdɪ
čolek	tʃolɛk
čop	tʃˈop
čoud	tʃowt
čoček	tʃotʃak
čoček	tʃotʃɛk
čočinka	tʃotʃɪnka
čočka	tʃoˈtʃka
čočka	tʃˈotʃka
čočkový	tʃˈotʃkoviː
čočku	tʃˈotʃku
čočovičku	tʃotʃovɪtʃku
čpavek	tʃpavɛk
čpavková soda	tʃpavkovaːsoda
čpavkový	tʃpˈafkoviː
čpavkárna	tʃpafkarna
čpí	tʃpˈiː
čpět	tʃpjɛt
čr	tʃæɾæ
čr	tʃɛrɛ
čr	tʃɛːɛr
črt	tʃrt
črta	tʃrta
črtá	tʃrtaz
črtám	tʃrtaːm
čteme	tʃtɛmæ
čtenář	tʃtɛnaːr̝
čtenářský	tʃtɛnaːr̝skiː
čtenářstvo	tʃtɛnaːr̝stvo
čtenářův	tʃtɛnaːr̝uːf
čtení	tʃtɛɲiː
čtete	tʃtɛtɛ
čtečka	tʃtɛtʃka
čti	tʃcɪ
čtouce	tʃtoutsɛ
čtrnáct	tʃtrnaːtst
čtrnáctidenník	tʃtrnaːtscɪdɛnɲiːk
čtrnáctideník	tʃtrnaːtscɪdɛɲiːk
čtrnáctileté	tʃtrnaːtscɪlɛtɛː
čtrnáctiletí	tʃtrnaːtscɪlɛciː
čtrnáctiletý	tʃtrnaːtscɪlɛtiː
čtrnáctimetrová	tʃtrnaːtscɪmɛtrovaː
čtrnáctimetrový	tʃtrnaːtscɪmɛtroviː
čtrnáctiměsíční	tʃtrnaːtscɪmɲɛsiːtʃɲiː
čtrnáctiúhelník	tʃtrnaːtscɪuːɦɛlɲiːk
čtrnáctka	tʃtrnaːtstka
čtrnáctkrát	tʃtrnaːtstkraːt
čtu	tʃto
čtu	tʃtˈu
čtveračivý	tʃtvɛratʃɪviː
čtveračku	tʃtvɛratʃku
čtveračí	tvɛratʃiː
čtverce	tʃtvɛrtsɛ
čtvercovitý	tʃtvrtsovɪtiː
čtvercový	tʃtvɛrtsoviː
čtverec	tʃtvɛrɛts
čtvereček	tʃtvɛrɛtʃɛk
čtvereček	tʃtɛʋɛrɛtʃɛk
čtvereční	tʃtvɛrɛtʃɲiː
čtverečný	tʃtvɛrɛtʃniː
čtverhranka	tʃtvɛrɦranka
čtvero	tʃtvɛrˈo
čtvery	tʃtɛwɛrɪ
čtverylka	tʃtvɛrɪlka
čtverák	tʃtvɛraːk
čtveráček	tʃtvɛraːtʃɛk
čtveřice	tʃtvɛr̝ɪtsɛ
čtveřín	tʃtɛvɛr̝iːn
čtvrt	tʃtvrt
čtvrt	tʃtɤvɛrt
čtvrtek	tʃtvrtɛk
čtvrtek	tʃtɛʋrtɛk
čtvrteční	tʃtvrtɛtʃɲiː
čtvrtečních	tʃtvrtɛtʃɲiːx
čtvrtečním	tʃtvrtɛtʃɲiːm
čtvrtfinalista	tʃtvrtfɪnalɪsta
čtvrtfinalistka	tʃtvrtfɪnalɪstka
čtvrtfinále	tʃtvrtfɪnaːlɛ
čtvrtfinále	tʃtvrtsfɪnaːlɛ
čtvrthodina	tʃtvrtɦoɟɪna
čtvrthodinka	tʃtʋrtɦodɛnko
čtvrthrst	tʃtvrthrst
čtvrthrst	tʃtvrtɦrst
čtvrti	tʃtvrcɪ
čtvrtina	tʃtvrcɪna
čtvrtinka	tʃtvrtsɪnika
čtvrtinu	tʃtvrcɪnu
čtvrtiny	tʃtvrcɪnɪ
čtvrtině	tʃtvrcɪɲɛ
čtvrtka	tʃtvrtka
čtvrtkař	tʃtvrtkar̝
čtvrtkařka	tʃtvrtkar̝ka
čtvrtku	tʃtvrtku
čtvrtky	tʃtvrtki
čtvrtky	tʃtvrtkɪ
čtvrtletník	tʃtvrtlɛtɲiːk
čtvrtletí	tʃtvrtlɛciː
čtvrtnice	tʃtvrtɲɪtsɛ
čtvrtorozený	tʃtvrtorozɛniː
čtvrtou	tʃtvrtou
čtvrtrok	tʃtvrtrɔk
čtvrtá	tʃtvrtaː
čtvrté	tʃtvrtɛː
čtvrtí	tʃtvrciː
čtvrtím	tʃtvrciːm
čtvrtúvazek	tʃtvrtuːvazɛk
čtvrtúvazky	tʃtvrtuːvaskɪ
čtvrtý	tʃtvrtiː
čtvrtý	tʃtɔʋɛrtʲiː
čtvrtě	tʃtvrcɛ
čtvrť	tʃtvrc
čtvrťačce	tʃtvrcatʃtsɛ
čtyrmecítma	tʃtɪrmɛtsiːtma
čtyry	tʃtɪrɪ
čtyrúhelník	tʃtɪruːɦɛlɲiːk
čtyř	tʃtɪr̝
čtyřbob	tʃtɪr̝bop
čtyřciferný	tʃtɪr̝tsɪfɛrniː
čtyřdenní	tʃtɪr̝dɛɲiː
čtyřdenním	tʃtɪr̝dɛɲiːm
čtyřdíldného	tʃtɪr̝ɟiːlnɛːɦo
čtyřdílný	tʃtɪr̝ɟiːlniː
čtyřech	tʃtɪr̝ɛx
čtyřem	tʃtɪr̝ɛm
čtyřhodinovém	tʃtɪr̝ɦoɟɪnovɛːm
čtyřhodinový	tʃtɪr̝ɦoɟɪnoviː
čtyři	tʃtɛr̝ɛ
čtyři	tʃtɪr̝ɪ
čtyřiadvacet	tʃtɪr̝ɪadvatsɛt
čtyřiadvaceti	tʃtɪr̝ɪadvatsɛcɪ
čtyřiadvacetiletého	tʃtɪr̝ɪadvatsɛcɪlɛtɛːɦo
čtyřiadvacetiletý	tʃtɪr̝ɪadvatsɛcɪlɛtiː
čtyřiadvacetitisícového	tʃtɪr̝ɪadvatsɛcɪcɪsiːtsovɛːɦo
čtyřiadvacetitisícový	tʃtɪr̝ɪadvatsɛcɪcɪsiːtsoviː
čtyřiaosmdesátiletého	tʃtɪr̝ɪaosmdɛsaːcɪlɛtɛːɦo
čtyřiaosmdesátiletého	tʃtɪr̝ɪaosumdɛsaːcɪlɛtɛːɦo
čtyřiaosmdesátiletý	tʃtɪr̝ɪaosmdɛsaːcɪlɛtiː
čtyřiaosmdesátiletý	tʃtɪr̝ɪaosumdɛsaːcɪlɛtiː
čtyřiapadesátileté	tʃtɪr̝ɪapadɛsaːcɪlɛtɛː
čtyřiapadesátiletého	tʃtɪr̝ɪapadɛsaːcɪlɛtɛːɦo
čtyřiapadesátiletý	tʃtɪr̝ɪapadɛsaːcɪlɛtiː
čtyřiasedmdesátiletou	tʃtɪr̝ɪasɛdmdɛsaːcɪlɛtou
čtyřiasedmdesátiletou	tʃtɪr̝ɪasɛdumdɛsaːcɪlɛtou
čtyřiasedmdesátiletý	tʃtɪr̝ɪasɛdmdɛsaːcɪlɛtiː
čtyřiasedmdesátiletý	tʃtɪr̝ɪasɛdumdɛsaːcɪlɛtiː
čtyřiatřicet	tʃtɪr̝ɪatr̝ɪtsɛt
čtyřiatřicetiletou	tʃtɪr̝ɪatr̝ɪtsɛcɪlɛtou
čtyřiatřicetileté	tʃtɪr̝ɪatr̝ɪtsɛcɪlɛtɛː
čtyřiatřicetiletý	tʃtɪr̝ɪatr̝ɪtsɛcɪlɛtiː
čtyřiačtyřicetiletou	tʃtɪr̝ɪatʃtɪr̝ɪtsɛcɪlɛtou
čtyřiačtyřicetiletý	tʃtɪr̝ɪatʃtɪr̝ɪtsɛcɪlɛtiː
čtyřiašedesát	tʃtɪr̝ɪaʃɛdɛsaːt
čtyřicet	tʃtɪr̝itsɛt
čtyřicet	tʃtɪr̝ɪtsɛt
čtyřicetihodinový	tʃtɪr̝ɪtsɛcɪɦoɟɪnoviː
čtyřicetiletého	tʃtɪr̝ɪtsɛcɪlɛtɛːɦo
čtyřicetiletému	tʃtɪr̝ɪtsɛcɪlɛtɛːmu
čtyřicetiletý	tʃtɪr̝ɪtsɛcɪlɛtiː
čtyřicetiprocentní	tʃtɪr̝ɪtsɛcɪprotsɛntɲiː
čtyřicátník	tʃtɪr̝ɪtsaːtɲiːk
čtyřicátý	tʃtɪr̝ɪtsaːtiː
čtyřicítka	tʃtɛr̝ɪtsiːtka
čtyřicítka	tʃtɪr̝ɪtsiːtka
čtyřikrát	tʃtɛr̝ɪkraːt
čtyřikrát	tʃtɪr̝ɪkraːt
čtyřka	ttʃtɪr̝ka
čtyřka	tɕtɪr̝ka
čtyřkařka	tʃtɪr̝kar̝ka
čtyřkařka	ʃtɪr̝kar̝ka
čtyřkilometrová	tʃtɪr̝kɪlomɛtrovaː
čtyřkilometrového	tʃtɪr̝kɪlomɛtrovɛːɦo
čtyřkilometrový	tʃtɪr̝kɪlomɛtroviː
čtyřkolový	tʃtɪr̝koloviː
čtyřkolý	tʃtɪr̝koliː
čtyřkoruna	tʃtɪr̝koruna
čtyřkorunu	tʃtɪr̝korunu
čtyřletá	tʃtɪr̝lɛtaː
čtyřletého	tʃtɪr̝lɛtɛːɦo
čtyřletému	tʃtɪr̝lɛtɛːmu
čtyřletý	tʃtɪr̝lɛtiː
čtyřlistý	tʃtɪr̝lɪstiː
čtyřma	tʃtɪr̝ma
čtyřmecítma	tʃtɪr̝mɛtsiːtma
čtyřmi	tʃtɪr̝mɪ
čtyřmilionový	tʃtɪr̝mɪlɪjonoviː
čtyřměsíční	tʃtɪr̝mɲɛsiːtʃɲiː
čtyřnohý	tʃtɪr̝noɦiː
čtyřnohých	tʃtɪr̝noɦiːx
čtyřnožec	tʃtɪr̝noʒɛts
čtyřnásobek	ʃtɪr̝naːsobɛk
čtyřnásobná	tʃtɪr̝naːsobnaː
čtyřnásobné	tʃtɪr̝naːsobnɛː
čtyřnásobný	tʃtɪrnaːsobniː
čtyřnásobný	tʃtɪr̝naːsobniː
čtyřnásobně	tʃtɪr̝naːsobɲɛ
čtyřpatrové	tʃtɪr̝patrovɛː
čtyřpatrový	tʃtɪr̝patroviː
čtyřpodlažní	tʃtɪr̝podlaʒɲiː
čtyřprocentní	tʃtɪr̝protsɛntɲiː
čtyřproudová	tʃtɪr̝proudovaː
čtyřproudové	tʃtɪr̝proudovɛː
čtyřproudový	tʃtɪr̝proudoviː
čtyřspřeží	tʃtɪr̝spr̝ɛʒiː
čtyřstrunný	tʃtɪr̝struniː
čtyřstý	tʃtɪr̝stiː
čtyřstěn	tʃtɪr̝scɛn
čtyřuchý	tʃtɪr̝ʔuxiː
čtyřválcový	tʃtɪr̝vaːltsoviː
čtyřzápasové	tʃtɪr̝zaːpasovɛː
čtyřzápasový	tʃtɪr̝zaːpasoviː
čtyřúhelník	tʃtɛr̝uːɦɛlɲiːk
čtyřúhelník	tʃtɪr̝uːɦɛlɲiːk
čtyřče	tʃtɪr̝tʃɛ
čtyřčlennou	tʃtɪr̝tʃlɛnou
čtyřčlenné	tʃtɪr̝tʃlɛnɛː
čtyřčlenný	tʃtɪr̝tʃlɛniː
čtěte	tʃtɛtɛ
čuba	tʃˈuba
čuba	ʃuba
čubka	tʃˈupka
čubrnět	tʃubrɲɛt
čubu	tʃˈubu
čuchonský	tʃˈuxonskiː
čudla	tʃˈudla
čudlík	tʃudlik
čudlík	tʃˈudliːk
čukotka	tʃˈukotka
čukotský	tʃˈukotskiː
čuma	tʃˈuma
čumil	tʃumil
čumil	tʃumɪl
čumkarta	tʃˈumkarta
čumpelík	tʃumpɛliːk
čumák	tʃummaːk
čumák	tʃˈumaːk
čumáček	tʃumatʃak
čumáček	tʃumaːtʃɛk
čumí	tʃuːmiː
čumět	tʃumɲɛt
čundrák	tʃˈundraːk
čuni	tʃuɲɪ
čunče	tʃuntʃe
čuně	tʃuɛ
čuně	tʃuɲɛ
čupastý	tʃˈupastiː
čupka	tʃˈupka
čurat	tʃˈurat
čurbes	tʃurbɛs
čurina	tʃurɪna
čurněký	tʃurɲɛkiː
čurpauza	tʃurpauza
čurá	tʃuːraː
čurák	tʃˈuraːk
čurání	tʃˈuraːɲiː
čus	tʃˈus
čusky	tʃuskɪ
čutora	tʃˈutora
čuč	tʃˈutʃ
čučet	tʃutʃɛt
čučet	tʃuʃɛt
čučkař	tʃˈutʃkar̝
čuňa	tʃˈuɲa
čuňák	tʃˈuɲaːk
čuřidlo	tʃur̝ɪdlo
čvachtající	tʃvaxtajitsiː
čáka	tʃˈaːka
čáp	tʃap
čáp	tʃˈaːp
čápa	tʃˈaːpa
čápe	tʃaːpɛ
čápech	tʃaːpɛx
čápem	tʃaːpɛm
čápi	tʃaːpɪ
čápice	tʃaːpɪtsɛ
čápovi	tʃaːpovɪ
čápové	tʃaːpovɛː
čápu	tʃˈaːpu
čápy	tʃaːpɪ
čápě	tʃapjɛ
čápů	tʃˈaːpuː
čápům	tʃˈaːpuːm
čára	tʃara
čára	tʃˈaːra
čárka	tʃarka
čárka	tʃˈaːrka
čáro	tʃˈaːro
čárový	tʃˈaːroviː
čáry	tʃaːrɪ
čáslav	tʃaslov
čáslav	tʃˈaːslaf
čáslavsko	tʃˈaːslafsko
čáslavský	tʃˈaːslafskiː
část	tʃˈaːst
částech	tʃaːstɛx
částek	tʃaːstɛk
částem	tʃaːstɛm
částečná automatizace	tʃaːstɛtʃnaːautomatɪzatsɪ
částečná porucha	tʃaːstɛtʃnaːporuxa
částečné	tʃɑːstɪtʃnɛː
částečnému	tʃaːstɛtʃnɛːmu
částečné zatmění	tʃaːstɛtʃnɛːzˈatmjɛniː
částečný	tʃaːstɛtʃniː
částečných	tʃaːstɛtʃniːx
částečný akcept	tʃaːstɛtʃɲiːaktsɛt
částečný přenos	tʃaːstɛtʃɲiːpr̝ɛnos
částečně	tʃaːstɛtʃɲɛ
části	tʃaːscɪ
částice	tʃaːscɪtsɛ
částice atomu	tʃaːstɪtsɛatomu
částicový	tʃaːstɪtsovíː
části fondu	tʃaːstɪfˈondu
části těl	tʃaːstɪcɛl
částka	tʃˈaːstka
částku	tʃˈaːstku
částky	tʃaːstkɪ
částmi	tʃaːstmɪ
část kapitálu patří	tʃˈaːstkapɪtaːlupatr̝iː
část kterých se nachází	tʃˈaːstktɛriːxsɛnaxaːziː
část první	tʃˈaːstprvɲiː
část sumy	tʃaːstsuːmɪ
část úrody	tʃˈaːstuːrodɪ
částí	tʃˈaːsciː
čáčura	tʃˈaːtʃura
čéška	tʃɛʃka
čéška	tʃɛːʃka
čéškový	tʃɛːʃkoviː
čí	tʃiː˥˩
čí	tʃi˥˩
čí	tʃˈiː
číhat	tʃiːɦat
číhá	tʃiːɦaː
čím	tʃˈim
čím	tʃˈiːm
číman	tʃimam
čín	tʃˈiːn
čína	tʃˈiːna
čína	tʃˈiːnɑː
čínami	tʃiːnamɪ
číno	tʃˈiːno
čínou	tʃiːnou
čínsky	tʃiːnske
čínsky	tʃiːnskɪ
čínský	tʃinskiː
čínský	tʃˈiːnskiː
čínských	tʃˈiːnskiːx
čínu	tʃˈiːnu
číny	tʃiːnɪ
čínách	tʃˈiːnaːx
čínám	tʃˈiːnaːm
číně	tʃiːɲɛ
čínština	tʃiːnʃcɪna
čípek	tʃipɛk
čípek	tʃiːpɛk
čírka	tʃirka
čírka	tʃˈiːrka
čís	tʃiːs
čísel	tʃiːtsel
číselka	tʃiːsɛlka
číselník	tʃiːsɛlɲiːk
číselník	tʃˈiːzɛlniːk
číselný	tʃiːsɛlniː
číselný zápis	tʃisɛlniːzaːpɛs
číselně	tʃiːsɛrɲɛ
čísi	tʃiːsɪ
čísla	tʃˈiːsla
čísle	tʃiːslɛ
čísle	tʃˈiːsla
číslech	tʃiːslɛx
číslem	tʃˈiːslɛm
číslice	tʃiːslɪtsɛ
číslicový	tʃˈiːslɪtsouviː
číslicový displej	tʃˈiːslɪtsoviːdɪsplɛj
číslicový signál	tʃˈiːslɪtsoviːsɪgnaːl
číslicový zapisovač	tʃˈiːslɪtsoviːzapɪsovatʃ
číslo	tʃˈiːslo
číslovka	tʃˈiːslofka
číslovka	tʃˈiːslɛvka
číslovky	tʃˈiːslofkɪ
číslu	tʃiːslu
číst	tʃˈiːst
čísti	tʃiːscɪ
čítajíc	tʃˈiːtajiːts
číz	tʃˈiːs
čízy	tʃiːzɪ
čí rukopis	tʃiːrukopɪs
číč	tʃˈiːtʃ
číča	tʃˈiːtʃa
číňan	tʃiːnɛn
číňan	tʃˈiːɲan
číňanka	tʃiːɲanka
číňanů	tʃˈiːɲanuː
číše	tʃiːtʃe
číši	tʃiːʃɪ
číšnice	tʃiːʃɲɪtsɛ
číšník	tʃiʃɲiːk
číšník	tʃˈiːʃɲiːk
číší	tʃˈiːʃiː
číšťovice	tʃiːʃtʃovɪtsɛ
čížek	tʃiːzɛk
čížek	tʃiːʒɛk
čórka	tʃˈoːrka
čúrat	tʃˈuːrat
čúrák	tʃˈuːraːk
čúza	tʃˈuːza
čůrat	tʃuːɾat
čůrat	tʃˈuːrat
čůrek	tʃuːrɛk
čůrák	tʃˈuːraːk
čůráček	tʃuraːtʃɛk
čůčo	tʃutʃo
ď	ɟɛ
ďaha	ɟaɦa
ďarmoty	ɟarmotɪ
ďobnout	ɟobnout
ďouče	ɟoutʃɛ
ďuričko	ɟurɪtʃko
ďábel	ɟaːbɛl
ďábelský	ɟaːbɛlskiː
ďáblice	ɟaːblɪtsɛ
ďáblice	ɟˈaːblɪtsɛ
ďáblický	ɟaːblɪtskiː
ďáblicích	ɟaːblɪtsiːx
ďáblík	ɟˈaːbliːk
ďáblův	ɟaːbluːf
ě	hæ
ňader	ɲadɛr
ňadra	ɲˈadra
ňadratý	ɲˈadratiː
ňadro	ɲˈadro
ňadrám	nˈadraːm
ňam	ɲˈam
ňouma	ɲouma
ňuk	ɲˈuk
ňáký	ɲˈaːkiː
ř	r̝ɪ̞
ř	ʒˈə
řach	r̝ˈax
řacha	r̝ˈaxa
řad	r̝ˈat
řada	rada
řada	r̝ˈada
řadicí	r̝aɟɪtsiː
řadit	r̝aɟɪt
řaditi	r̝aɟɪcɪ
řadou	r̝adou
řadové	ɾadovɛː
řadový	r̝ˈadoviː
řadu	r̝ˈadu
řadu	ɾadu
řady	radɪ
řadách	r̝ˈadaːx
řadí	r̝ˈaɟiː
řadící	r̝ˈaɟiːtsiː
řadě	r̝aɟɛ
řas	r̝ˈas
řasa	r̝ˈasa
řasinka	r̝asɪnka
řasnice	r̝asɲɪtsɛ
řasník	r̝asɲːiːk
řazení	ʐazɛɲiː
řaď	r̝ˈac
řebčík	rɛptʃiːk
řebčík	r̝ɛptʃiːk
řebříček	r̝ɛbr̝iːtʃɛk
řecko	r̝ɛtsko
řeckoortodoxní	r̝ɛtskoortodoksɲiː
řecku	r̝ɛtsku
řecky	r̝ɛtskɪ
řecký	br̝ɛtskiː
řecký	r̝ɛtskiː
ředidlo	r̝ɛɟɪdlo
ředina	r̝ɛɟɪna
ředit	r̝ɛɟɪt
ředitel	r̝ɛɟitɛl
ředitel	r̝ɛɟɪtɛl
ředitelce	r̝ɛɟɪtɛltsɛ
ředitelek	r̝ɛɟɪtɛlɛk
ředitelka	r̝ɛɟɪtɛlka
ředitelkami	r̝ɛɟɪtɛlkamɪ
ředitelko	r̝ɛɟɪtɛlko
ředitelkou	r̝ɛɟɪtɛlkou
ředitelku	r̝ɛɟɪtɛlku
ředitelky	r̝ɛɟɪtɛlkɪ
ředitelkách	r̝ɛɟɪtɛlkaːx
ředitelkám	r̝ɛɟɪtɛlkaːm
ředitelský	pr̝ɛɟɪtɛlskiː
ředitelství	r̝ɛɟɪtɛlstviː
ředitelův	r̝ɛɟɪtɛluːf
ředkev	pr̝ɛtkɛf
ředkvička	r̝ɛtkvitʃka
ředkvička	r̝ɛtkvɪtʃka
ředkvičkový	r̝ɛtkvɪtʃkoviː
ředí	r̝ɛɲiː
řeholnice	r̝ɛɦolɔɲɪtsɛ
řeholnice	r̝ɛɦolɲɪtsɛ
řeholní	r̝ɛɦolɲiː
řehot	r̝ɛɦɔt
řehoř	r̝ɛɦor̝
řehoř	r̝ɛɦos
řehořka	r̝ɛɦor̝ka
řehtat	r̝ɛxtat
řehtačka	r̝ɛxtatʃka
řehtám	r̝ɛxtaːm
řek	r̝ɛk
řeka	rɛka
řeka	r̝ɛka
řekl	r̝ɛkl
řekla	r̝ɛkla
řekli	r̝ɛklɪ
řeklo	r̝ɛklo
řekly	r̝ɛklɪ
řekl by jsem	r̝ɛklbɪjsɛm
řekne	r̝ɛknɛ
řekneme	rɛknɛmɛ
řekneme	r̝ɛknɛmɛ
řeknete	r̝ɛknɛtɛ
řeknete	r̝ɛknɛtɪ
řekneš	r̝ɛknɛʃ
řekni	r̝ɛkɲɪ
řeknou	r̝ɛknou
řeknu	r̝ɛknu
řeknu	r̝ɛknuu
řekněme	r̝ɛkɲɛmɛ
řekněte	r̝ɛkɲɛtɛ
řekové	r̝ɛkovɛː
řeku	r̝ɛku
řeky	r̝ɛkɪ
řekyně	r̝ɛkjɲe
řekyně	r̝ɛkɪɲɛ
řekách	r̝ɛkaːx
řeků	r̝ɛkuː
řemdih	r̝ɛmɟɪx
řemen	r̝ɛmɛn
řemení	r̝ɛmɛɲiː
řemeslník	r̝ɛmasoniːk
řemeslník	r̝ɛmɛslɲiːk
řemeslník	r̝ɛmɛsɛlɲiːk
řemeslný	ʒɛmɛslɲiː
řemeslo	r̝ɛmɛslo
řemínky	r̝ɛmiːnkɪ
řep	r̝ɛp
řepa	rzɛpa
řepa	r̝ɛpa
řepami	r̝ɛpamɪ
řepinka	r̝ɛpɪnka
řepka	r̝ɛpka
řepky	r̝ɛpkɪ
řepná dřeň	r̝ɛpnaːtr̝ɛɲ
řepná kampaň	r̝ɛpnaːkampaɲ
řepný	r̝ɛpniː
řeporyje	r̝ɛporɪjɛ
řeporyje	ʒɛporɪjɛ
řepách	r̝ɛpaːx
řetízky	r̝ɛtːiːskɪ
řetěz	r̝ɛcɛs
řetězce	r̝ɛcɛstsɛ
řetězit	rɛtjɛzɛt
řetězový	r̝ɛcɛzoviː
řev	r̝ɛf
řevničov	r̝ɛvɲɪtʃof
řevničovu	r̝ɛvɲɪtʃovu
řez	rɛs
řez	r̝ɛs
řezanka	rɛzanka
řezanka	r̝ɛzanka
řezat	r̝ɛzat
řezavý	pr̝ɛzavˈiː
řezba	ʒɛsba
řezbář	r̝ɛzbaːr̝
řezbářství	r̝ɛzbaːrstviː
řezenský	r̝ɛzɛnskiː
řeznice	r̝ɛzɲɪtsɛ
